CommentID,ToxicityScore_Percent,ReportCount,ModeratorIntervened,CommentLengthChars,UserWarningIssued
1670698,32.6,112.0,0,76.9,1
1670699,49.4,79.5,0,64.7,1
1670700,29.1,93.2,0,66.4,1
1670701,44.7,166.9,1,117.8,1
1670702,10.7,61.2,0,96.6,1
1670703,46.8,113.4,1,67.9,0
1670704,33.4,60.1,0,120.4,1
1670705,50.9,72.0,1,104.4,0
1670706,54.3,115.3,0,137.5,0
1670707,55.4,145.8,0,140.0,0
1670708,53.8,82.7,1,54.2,0
1670709,46.4,145.9,1,104.2,1
1670710,57.3,112.1,0,110.3,0
1670711,62.4,115.1,0,80.2,1
1670712,20.7,114.3,0,102.3,0
1670713,52.2,63.9,1,109.9,1
1670714,29.5,111.8,0,57.3,0
1670715,68.3,61.4,1,84.8,0
1670716,42.8,107.7,1,87.5,0
1670717,35.2,106.3,1,99.2,0
1670718,36.6,117.5,0,134.8,0
1670719,49.4,88.4,0,97.1,1
1670720,36.8,125.0,0,71.7,0
1670721,59.6,40.1,0,103.0,1
1670722,45.2,56.5,0,129.0,1
1670723,50.0,69.6,0,89.0,1
1670724,42.7,67.5,0,97.5,0
1670725,49.7,124.2,0,93.8,1
1670726,53.9,104.4,0,67.0,1
1670727,48.5,108.7,0,107.9,1
1670728,43.9,72.3,0,122.6,1
1670729,21.8,102.6,0,106.9,1
1670730,27.5,125.7,1,139.9,1
1670731,73.1,121.3,0,80.4,1
1670732,11.3,103.0,0,68.1,0
1670733,53.7,81.7,0,110.6,0
1670734,55.6,106.8,0,94.3,1
1670735,34.4,88.9,0,71.5,1
1670736,33.0,73.1,0,80.3,1
1670737,72.8,99.2,0,106.0,1
1670738,44.9,120.6,0,108.5,0
1670739,50.3,88.7,1,62.4,1
1670740,46.3,138.2,0,78.3,0
1670741,49.5,69.0,0,99.9,1
1670742,62.6,98.1,0,114.6,0
1670743,49.4,51.3,1,52.1,0
1670744,43.3,148.7,0,117.8,1
1670745,71.5,113.1,0,133.4,0
1670746,28.7,61.0,0,95.7,1
1670747,47.7,109.2,0,73.3,0
1670748,73.4,150.6,0,149.2,1
1670749,45.7,119.7,0,109.2,1
1670750,47.1,92.2,0,90.2,0
1670751,82.6,115.2,0,116.4,0
1670752,52.4,83.1,0,95.4,1
1670753,37.3,111.2,1,91.4,0
1670754,40.8,124.8,0,129.4,0
1670755,20.3,21.5,1,98.6,1
1670756,31.9,63.3,0,62.1,0
1670757,47.7,104.2,0,82.1,1
1670758,33.8,88.8,1,102.5,0
1670759,53.3,104.9,0,135.6,0
1670760,38.6,127.2,0,139.5,0
1670761,22.8,90.4,0,111.3,0
1670762,25.7,132.6,0,92.4,0
1670763,62.3,98.4,0,79.7,1
1670764,43.7,80.3,0,73.2,0
1670765,53.9,103.0,0,24.3,0
1670766,47.0,126.9,0,100.2,1
1670767,16.1,76.7,0,113.8,1
1670768,50.8,105.5,0,133.3,0
1670769,38.8,135.7,0,105.7,1
1670770,56.1,83.2,0,90.1,0
1670771,43.5,101.1,0,79.1,1
1670772,46.0,136.6,1,153.9,1
1670773,39.3,97.0,0,105.3,1
1670774,50.8,87.5,1,85.0,0
1670775,57.9,133.7,0,115.1,1
1670776,34.8,84.9,1,110.6,0
1670777,72.5,85.5,1,49.1,0
1670778,47.9,80.2,0,87.0,0
1670779,53.6,85.1,0,100.5,1
1670780,39.2,119.8,0,92.8,1
1670781,32.7,151.1,0,96.7,0
1670782,84.8,90.5,0,106.2,0
1670783,90.5,52.7,0,85.3,1
1670784,28.9,94.2,1,150.7,0
1670785,49.6,104.0,1,75.5,1
1670786,23.4,104.2,1,76.5,0
1670787,32.3,117.2,0,62.8,0
1670788,39.1,78.9,0,100.0,0
1670789,39.9,123.1,0,82.2,1
1670790,10.5,107.8,0,129.0,0
1670791,31.5,61.3,1,123.0,1
1670792,53.2,75.4,0,127.4,1
1670793,54.9,146.0,0,96.3,0
1670794,15.3,72.7,0,94.0,1
1670795,30.3,105.7,0,114.4,0
1670796,47.4,124.3,0,77.4,0
1670797,67.0,91.1,0,63.8,0
1670798,58.6,59.8,0,115.8,0
1670799,47.0,116.6,0,87.4,1
1670800,50.8,103.7,1,115.0,1
1670801,55.2,48.7,0,110.5,1
1670802,50.8,89.3,0,113.9,0
1670803,28.6,107.3,0,106.4,0
1670804,57.3,110.3,1,132.9,0
1670805,20.3,73.6,0,69.1,1
1670806,65.4,146.7,0,99.0,1
1670807,23.6,103.3,0,123.3,0
1670808,32.6,84.6,1,57.1,1
1670809,29.7,119.0,0,108.5,1
1670810,41.5,114.4,0,103.4,0
1670811,39.3,124.4,1,91.6,0
1670812,53.9,101.5,0,117.3,1
1670813,51.0,89.3,0,87.9,0
1670814,38.1,98.9,0,72.0,0
1670815,47.0,81.5,0,113.7,0
1670816,48.5,61.2,0,107.5,0
1670817,14.7,90.8,0,92.5,1
1670818,23.6,101.1,1,151.8,0
1670819,55.8,106.7,0,134.2,0
1670820,69.1,77.1,0,88.8,1
1670821,27.3,110.9,0,92.4,0
1670822,45.7,74.8,0,140.7,0
1670823,61.7,75.2,0,84.7,0
1670824,33.4,107.0,0,71.4,1
1670825,51.1,88.7,0,107.8,1
1670826,54.0,113.3,0,43.8,1
1670827,57.8,130.3,0,121.1,1
1670828,59.9,112.7,0,124.9,1
1670829,49.8,82.8,0,124.9,0
1670830,52.4,117.2,0,108.1,1
1670831,29.5,80.0,0,100.5,0
1670832,65.5,117.8,1,67.6,0
1670833,46.0,119.0,0,82.8,0
1670834,58.7,101.4,0,75.3,1
1670835,19.1,91.9,0,110.1,1
1670836,40.2,84.2,0,155.8,0
1670837,19.3,98.9,1,45.4,0
1670838,26.0,97.0,0,99.1,0
1670839,64.1,109.4,1,117.4,0
1670840,42.4,83.1,0,118.7,0
1670841,44.4,121.3,0,82.1,1
1670842,38.2,106.2,0,136.9,0
1670843,70.9,83.0,0,108.0,1
1670844,34.3,112.9,0,106.7,0
1670845,49.0,93.8,1,65.2,1
1670846,32.9,111.6,1,125.0,0
1670847,14.3,116.6,0,117.8,1
1670848,54.3,119.7,0,140.8,0
1670849,47.2,143.9,0,101.5,0
1670850,45.2,34.7,0,145.6,0
1670851,59.5,99.6,0,84.5,0
1670852,26.6,109.0,0,121.4,0
1670853,52.5,61.3,0,115.4,1
1670854,63.2,89.2,0,107.7,1
1670855,50.3,104.8,1,79.6,0
1670856,52.6,130.1,1,183.3,0
1670857,31.4,82.3,0,118.7,1
1670858,35.5,68.0,0,107.9,1
1670859,69.8,123.5,1,71.7,0
1670860,32.6,137.2,0,128.9,0
1670861,48.2,88.5,0,131.2,1
1670862,58.9,97.6,0,89.7,1
1670863,56.0,96.6,0,101.6,0
1670864,20.7,134.4,0,106.9,0
1670865,50.0,90.4,1,109.0,1
1670866,51.2,108.6,1,77.1,0
1670867,44.8,111.3,0,81.8,1
1670868,50.9,99.9,0,120.7,1
1670869,45.8,67.7,0,99.6,0
1670870,47.2,92.0,0,84.9,0
1670871,42.4,130.0,0,132.6,0
1670872,69.4,100.1,1,93.1,0
1670873,25.5,111.7,0,123.7,0
1670874,49.2,129.9,0,111.8,0
1670875,43.9,53.7,0,162.5,0
1670876,37.6,133.4,0,95.0,0
1670877,80.6,82.5,0,135.9,0
1670878,59.5,111.4,0,128.7,1
1670879,57.3,66.1,0,86.8,1
1670880,49.1,119.7,1,65.9,1
1670881,42.6,116.6,0,45.5,0
1670882,23.0,108.0,0,82.7,1
1670883,46.6,101.5,0,162.2,1
1670884,68.2,72.0,0,84.0,0
1670885,33.0,85.6,0,98.1,1
1670886,71.8,98.4,0,83.7,0
1670887,46.4,74.6,1,77.7,0
1670888,67.7,110.7,0,72.3,0
1670889,,122.8,0,119.5,0
1670890,26.0,115.5,0,86.5,1
1670891,45.6,111.3,1,120.0,0
1670892,61.0,77.7,0,111.2,0
1670893,38.7,109.4,0,141.5,0
1670894,36.2,102.2,0,84.9,1
1670895,25.6,114.9,0,48.1,0
1670896,44.5,98.7,0,81.4,0
1670897,29.3,101.5,0,125.7,0
1670898,27.4,90.8,0,103.5,0
1670899,57.0,121.4,0,111.9,0
1670900,42.1,128.3,0,86.2,0
1670901,23.8,105.5,0,71.1,1
1670902,40.6,76.6,0,118.8,0
1670903,31.7,119.8,0,106.9,1
1670904,55.3,81.0,0,134.3,0
1670905,46.3,63.2,0,98.6,1
1670906,50.7,95.2,0,134.4,0
1670907,35.9,123.0,0,146.5,1
1670908,53.0,48.1,0,98.2,1
1670909,50.9,42.0,0,100.0,0
1670910,41.4,70.4,0,80.5,1
1670911,44.1,51.7,0,74.1,1
1670912,54.7,113.9,0,128.1,1
1670913,28.1,108.1,0,61.4,1
1670914,52.9,117.7,0,98.7,1
1670915,74.1,122.8,1,97.5,0
1670916,29.6,102.9,0,101.9,1
1670917,50.2,169.0,0,95.8,0
1670918,48.2,71.3,0,101.5,1
1670919,30.5,110.7,0,44.0,1
1670920,26.4,115.9,0,94.8,1
1670921,45.1,100.9,0,126.3,1
1670922,68.2,64.5,0,85.3,1
1670923,48.4,102.4,0,112.5,1
1670924,29.8,88.0,1,80.4,0
1670925,31.4,74.3,1,87.1,0
1670926,58.6,114.6,0,101.1,1
1670927,67.4,77.9,0,103.3,0
1670928,52.9,66.3,0,97.8,0
1670929,72.8,53.8,0,87.0,0
1670930,47.9,45.2,0,122.8,0
1670931,60.0,109.3,0,127.3,1
1670932,40.2,95.1,1,106.8,1
1670933,30.3,67.0,0,84.9,1
1670934,62.9,90.3,0,142.0,0
1670935,41.6,96.1,0,110.1,0
1670936,40.1,73.5,0,136.3,0
1670937,61.2,88.8,1,97.3,0
1670938,35.8,78.1,0,97.1,0
1670939,36.9,83.7,0,81.2,1
1670940,48.7,105.7,0,64.9,0
1670941,38.1,59.3,1,138.2,0
1670942,31.4,98.1,1,113.8,1
1670943,37.0,107.9,0,114.4,1
1670944,14.8,111.0,1,99.7,0
1670945,68.8,121.4,0,65.8,0
1670946,54.4,76.4,0,132.2,1
1670947,47.3,115.3,0,115.7,0
1670948,42.7,131.0,0,75.5,1
1670949,53.4,90.7,1,127.9,1
1670950,32.5,85.1,0,117.2,1
1670951,40.8,143.3,0,82.2,1
1670952,53.4,49.9,0,69.6,1
1670953,32.2,44.8,0,66.9,0
1670954,52.5,115.0,0,131.7,1
1670955,21.1,143.4,0,123.9,1
1670956,52.9,84.5,0,78.5,0
1670957,45.0,103.2,0,89.7,1
1670958,52.5,119.3,0,95.9,1
1670959,54.2,35.7,0,130.5,1
1670960,47.4,77.3,0,108.8,0
1670961,51.7,91.0,0,148.9,0
1670962,35.8,153.1,0,90.2,1
1670963,40.9,79.1,0,143.5,1
1670964,34.4,87.0,1,120.0,0
1670965,61.8,107.9,0,62.3,1
1670966,63.2,133.6,0,68.2,1
1670967,31.8,123.0,1,82.8,0
1670968,51.1,117.5,0,106.1,1
1670969,59.6,63.7,0,119.3,0
1670970,46.9,90.8,0,109.6,0
1670971,11.2,92.5,0,31.5,1
1670972,23.2,33.4,1,102.5,1
1670973,41.3,133.0,0,74.6,1
1670974,49.4,43.5,0,144.6,1
1670975,12.6,137.4,1,142.3,0
1670976,50.4,85.5,0,107.8,1
1670977,25.5,78.1,1,53.7,1
1670978,38.2,110.4,0,71.0,1
1670979,32.6,104.0,0,102.5,0
1670980,36.2,88.0,0,48.1,0
1670981,42.0,124.6,0,144.8,1
1670982,39.0,65.8,0,125.7,0
1670983,26.2,96.0,0,79.5,1
1670984,51.0,95.2,0,131.2,1
1670985,58.0,97.8,0,57.0,1
1670986,67.0,118.8,1,78.3,1
1670987,50.4,97.2,0,135.3,1
1670988,46.5,110.2,0,52.3,1
1670989,48.5,102.0,1,106.5,0
1670990,28.3,130.9,1,114.2,0
1670991,35.1,86.9,1,73.3,0
1670992,66.3,99.2,0,37.5,1
1670993,54.2,113.5,0,76.6,0
1670994,43.6,86.1,1,100.4,1
1670995,46.2,112.1,0,57.3,1
1670996,69.3,120.0,0,83.3,0
1670997,26.0,99.6,0,57.9,1
1670998,25.4,80.2,0,116.3,0
1670999,35.4,91.8,1,91.7,1
1671000,67.6,107.4,1,116.8,1
