PolicyID,DriverAge,VehicleType,PolicyType,ClaimAmount,IsFraud
70671,26,Sports Car,Basic,9903.85,No
70672,48,Sedan,Basic,7287.93,No
70673,51,SUV,Basic,4726.04,No
70674,72,Sports Car,Premium,15198.13,No
70675,22,SUV,Premium,3443.7,No
70676,23,Sedan,Premium,8085.36,No
70677,60,Sedan,Basic,9062.13,No
70678,55,Sedan,Basic,6453.31,No
70679,24,Truck,Premium,10293.84,No
70680,58,SUV,Premium,3048.53,No
70681,21,SUV,Basic,6114.8,No
70682,51,Sedan,Premium,3811.34,No
70683,39,SUV,Basic,6494.14,No
70684,37,Truck,Basic,8745.75,No
70685,67,Truck,Basic,8655.25,No
70686,58,Sports Car,Premium,8168.14,No
70687,31,SUV,Premium,6612.14,No
70688,49,Sedan,Basic,7247.56,No
70689,46,Sports Car,Premium,11865.53,No
70690,73,Sedan,Premium,11403.15,No
70691,50,SUV,Basic,3067.03,No
70692,36,SUV,Premium,4436.93,No
70693,35,SUV,Basic,6496.53,No
70694,31,SUV,Basic,6563.65,No
70695,41,Truck,Basic,8170.1,No
70696,46,Sedan,Premium,5597.37,No
70697,28,Sedan,Premium,5894.0,No
70698,73,Sedan,Basic,5549.05,No
70699,46,SUV,Basic,5476.17,No
70700,39,Sedan,Basic,5016.35,No
70701,39,Sedan,Basic,7542.54,No
70702,46,Sedan,Basic,7578.56,No
70703,49,SUV,Basic,8574.53,No
70704,28,Truck,Basic,10803.49,No
70705,31,SUV,Basic,2402.59,No
70706,57,Sedan,Basic,7822.6,No
70707,25,SUV,Basic,5372.18,No
70708,63,Sedan,Premium,4122.43,No
70709,26,SUV,Basic,6220.64,No
70710,36,Sedan,Basic,7630.73,No
70711,34,SUV,Premium,6314.62,No
70712,20,Sports Car,Basic,9921.4,No
70713,33,Sedan,Premium,5101.86,No
70714,57,Truck,Premium,10326.5,No
70715,29,Sedan,Premium,7023.44,No
70716,44,SUV,Premium,6126.27,No
70717,71,Sedan,Basic,9400.19,No
70718,63,Sports Car,Basic,10542.96,No
70719,58,Sedan,Basic,3576.68,No
70720,51,SUV,Basic,6454.55,No
70721,69,Sedan,Basic,8100.85,No
70722,49,Sedan,Premium,2506.95,No
70723,54,Sedan,Premium,5855.63,No
70724,22,Sedan,Basic,3500.25,No
70725,66,SUV,Premium,,No
70726,69,Sports Car,Basic,8702.91,No
70727,69,Truck,Basic,11935.53,No
70728,49,Sports Car,Basic,13828.91,No
70729,70,Sedan,Basic,7258.33,No
70730,21,Sedan,Basic,2360.43,No
70731,70,Sedan,Basic,7645.03,No
70732,55,Sedan,Basic,6162.08,No
70733,55,SUV,Basic,3865.17,No
70734,58,Sports Car,Premium,10361.78,No
70735,60,Sedan,Basic,7715.8,No
70736,55,SUV,Basic,6386.81,No
70737,43,SUV,Basic,5356.63,No
70738,24,SUV,Premium,6380.73,No
70739,21,SUV,Basic,3137.86,No
70740,54,SUV,Premium,4693.4,No
70741,57,SUV,Basic,4043.57,No
70742,51,Sports Car,Basic,9371.65,No
70743,39,Sedan,Basic,3251.03,No
70744,39,Sports Car,Basic,8297.96,No
70745,67,Sedan,Premium,10939.1,No
70746,23,SUV,Basic,5578.79,No
70747,67,Sports Car,Basic,9250.77,No
70748,52,Sedan,Basic,10769.37,No
70749,43,Sedan,Basic,5103.29,No
70750,42,Sedan,Basic,6112.3,No
70751,70,Sports Car,Basic,10847.58,No
70752,54,Sedan,Basic,4136.37,No
70753,25,Sedan,Basic,6574.03,No
70754,27,Sedan,Premium,2978.39,No
70755,33,SUV,Basic,5756.55,No
70756,68,Truck,Basic,11257.45,No
70757,53,Sedan,Basic,7937.0,No
70758,39,Sports Car,Basic,10019.57,No
70759,73,Sedan,Premium,8681.69,No
70760,63,SUV,Basic,5789.17,No
70761,59,SUV,Basic,5999.63,No
70762,28,Sedan,Premium,8009.71,No
70763,60,Sedan,Premium,3438.66,No
70764,23,SUV,Basic,4921.15,No
70765,55,Truck,Basic,13305.68,Yes
70766,25,SUV,Basic,5162.46,No
70767,32,Sports Car,Premium,11751.56,No
70768,65,Sedan,Basic,7400.85,No
70769,48,Sedan,Premium,2148.35,No
70770,28,Sedan,Premium,4410.73,No
70771,70,Truck,Basic,11747.56,No
70772,24,Sedan,Basic,4450.29,No
70773,66,Sedan,Premium,8070.5,No
70774,63,SUV,Basic,10847.92,No
70775,43,Sedan,Basic,6153.83,No
70776,49,Sedan,Basic,6672.42,No
70777,51,Sports Car,Basic,9817.77,No
70778,35,SUV,Basic,3961.52,No
70779,58,Sedan,Basic,4105.97,No
70780,19,Sports Car,Premium,9768.91,No
70781,26,Sedan,Basic,5035.05,No
70782,24,SUV,Basic,4524.14,No
70783,41,Sedan,Basic,6626.87,No
70784,43,SUV,Premium,4744.48,No
70785,72,Sedan,Basic,11015.27,No
70786,38,Sedan,Premium,7763.86,No
70787,67,SUV,Basic,2640.07,No
70788,33,SUV,Basic,7616.36,No
70789,53,SUV,Basic,5274.13,No
70790,43,Sedan,Basic,,No
70791,70,SUV,Basic,8460.17,No
70792,61,Truck,Basic,11219.31,No
70793,72,Sports Car,Basic,7708.97,No
70794,64,Sedan,Basic,6186.67,No
70795,55,Sedan,Basic,5929.07,No
70796,45,Sports Car,Premium,8202.35,No
70797,19,Sports Car,Basic,10405.44,No
70798,36,Sedan,Premium,6225.46,No
70799,47,Sports Car,Basic,8839.91,No
70800,21,Sedan,Premium,6320.01,No
70801,45,Sedan,Basic,4809.62,No
70802,51,Sedan,Basic,6798.93,No
70803,26,Sedan,Basic,7211.88,No
70804,29,SUV,Basic,4015.41,No
70805,71,Sedan,Basic,7154.37,No
70806,47,Sedan,Basic,5240.53,No
70807,23,Sedan,Basic,6030.47,No
70808,37,SUV,Basic,5485.87,No
70809,29,Truck,Basic,9434.34,No
70810,39,Sedan,Basic,6418.6,No
70811,38,Truck,Premium,9459.95,No
70812,57,Sedan,Premium,5422.02,No
70813,72,Truck,Basic,11804.28,No
70814,74,Sedan,Basic,7047.15,No
70815,57,SUV,Basic,3958.74,No
70816,35,SUV,Basic,4933.4,No
70817,60,Sedan,Basic,6480.93,No
70818,28,Sedan,Basic,3988.96,No
70819,49,Sedan,Basic,8785.26,No
70820,57,SUV,Premium,6513.79,No
70821,35,Truck,Basic,6490.73,No
70822,24,Truck,Premium,7384.14,No
70823,40,Sedan,Premium,5955.36,No
70824,23,Truck,Basic,6883.53,No
70825,61,Sedan,Basic,4367.4,No
70826,73,Sports Car,Basic,16075.28,Yes
70827,40,Sedan,Basic,4328.04,No
70828,39,SUV,Premium,5357.64,No
70829,50,Sedan,Basic,2926.62,No
70830,50,Sedan,Basic,2605.16,No
70831,59,Sports Car,Basic,11405.79,No
70832,61,Sedan,Basic,7945.03,No
70833,21,Sedan,Premium,2850.64,No
70834,31,SUV,Premium,5801.4,No
70835,20,Sports Car,Basic,11821.36,No
70836,70,SUV,Basic,8251.3,No
70837,63,SUV,Basic,6005.87,No
70838,54,Truck,Basic,10831.04,No
70839,22,SUV,Basic,4954.02,No
70840,68,SUV,Basic,8961.25,No
70841,34,SUV,Basic,3336.36,No
70842,59,Sports Car,Basic,9381.65,No
70843,45,Sedan,Basic,7347.97,No
70844,35,SUV,Basic,3192.52,No
70845,21,Sports Car,Basic,11383.04,No
70846,71,SUV,Basic,7255.32,No
70847,68,SUV,Premium,,No
70848,60,SUV,Basic,5799.6,No
70849,43,SUV,Premium,5079.94,No
70850,48,Sports Car,Premium,13401.63,No
70851,33,Truck,Basic,8730.0,No
70852,26,SUV,Basic,3698.29,No
70853,34,Truck,Basic,10688.32,No
70854,31,Sedan,Basic,5981.17,No
70855,41,SUV,Basic,9115.51,No
70856,47,Sedan,Basic,11019.66,No
70857,56,Sports Car,Basic,10917.78,No
70858,43,SUV,Premium,8334.64,No
70859,62,Sedan,Basic,3705.02,No
70860,46,Sports Car,Basic,10000.55,No
70861,72,SUV,Basic,4597.56,No
70862,63,SUV,Basic,2601.08,No
70863,62,Sedan,Basic,5216.21,No
70864,25,Sedan,Basic,6405.48,No
70865,38,Sedan,Premium,3355.39,No
70866,30,SUV,Premium,,No
70867,71,Sedan,Premium,3975.26,No
70868,54,Sedan,Basic,4553.98,No
70869,24,Sedan,Basic,2721.56,No
70870,60,SUV,Basic,4197.28,No
70871,24,Sedan,Basic,3045.87,No
70872,58,SUV,Premium,1371.18,No
70873,28,SUV,Basic,5254.03,No
70874,54,Sedan,Premium,8230.5,No
70875,27,Sports Car,Basic,8568.75,No
70876,53,SUV,Basic,3290.23,No
70877,37,SUV,Basic,5547.82,No
70878,55,SUV,Premium,,No
70879,62,Sedan,Basic,7426.32,No
70880,37,Sports Car,Premium,9512.24,No
70881,35,Sedan,Basic,5652.05,No
70882,42,Sedan,Basic,6218.02,No
70883,20,Sedan,Basic,2913.39,No
70884,26,SUV,Basic,4262.52,No
70885,53,Sedan,Basic,3861.12,No
70886,66,Sedan,Basic,6010.99,No
70887,65,SUV,Basic,10309.76,No
70888,51,SUV,Basic,8518.59,No
70889,60,Sedan,Basic,5847.11,No
70890,71,Sedan,Premium,3690.12,No
70891,43,Sedan,Basic,6622.42,No
70892,40,SUV,Premium,5346.64,No
70893,60,Truck,Basic,10537.88,No
70894,34,Sedan,Basic,5709.59,No
70895,53,Sedan,Basic,4079.84,No
70896,48,Sedan,Basic,4346.44,No
70897,44,SUV,Premium,5797.71,No
70898,32,Sedan,Premium,5062.47,No
70899,46,Sedan,Premium,3202.29,No
70900,48,SUV,Basic,6234.82,No
70901,68,SUV,Basic,9176.74,No
70902,44,SUV,Basic,5558.23,No
70903,44,Sedan,Basic,8847.8,No
70904,57,Sedan,Basic,7222.93,No
70905,49,Truck,Premium,7025.33,No
70906,72,Truck,Premium,10616.72,No
70907,61,Sedan,Premium,8234.79,No
70908,21,SUV,Premium,5154.05,No
70909,30,Sedan,Basic,5948.83,No
70910,24,SUV,Basic,5053.29,No
70911,45,Sedan,Premium,6829.87,No
70912,39,SUV,Basic,5800.87,No
70913,43,Sports Car,Basic,12025.39,Yes
70914,51,Sedan,Basic,2097.28,No
70915,37,SUV,Premium,4883.43,No
70916,51,Sedan,Basic,6967.39,No
70917,65,Sedan,Basic,3050.1,No
70918,74,Sedan,Basic,7584.81,No
70919,40,Truck,Basic,11316.96,No
70920,71,SUV,Basic,2496.8,No
70921,54,Sports Car,Premium,8820.25,No
70922,43,Sedan,Basic,5216.68,No
70923,22,Sedan,Premium,6441.23,No
70924,51,SUV,Basic,5831.96,No
70925,23,Sports Car,Premium,11223.71,No
70926,40,SUV,Premium,5832.85,No
70927,33,Sedan,Premium,2670.28,No
70928,38,Sedan,Premium,8254.05,No
70929,74,Sedan,Basic,3364.94,No
70930,66,SUV,Basic,4863.82,No
70931,51,Sedan,Premium,5260.91,No
70932,55,Truck,Premium,8585.49,No
70933,19,Sedan,Basic,5833.12,No
70934,35,SUV,Basic,7211.17,No
70935,60,Sedan,Basic,5423.58,No
70936,72,Sedan,Premium,8918.7,No
70937,21,SUV,Premium,5312.31,No
70938,55,Sedan,Basic,6525.42,No
70939,36,Sedan,Basic,1887.18,No
70940,37,Sedan,Basic,3017.86,No
70941,69,Sedan,Basic,5400.86,No
70942,22,Sedan,Premium,5662.91,No
70943,51,Sedan,Basic,4369.63,No
70944,62,Sedan,Premium,5418.21,No
70945,44,Truck,Premium,12187.11,Yes
70946,29,Sports Car,Basic,12954.14,No
70947,28,Truck,Basic,10063.97,No
70948,22,Sedan,Basic,3652.13,No
70949,20,SUV,Basic,5633.4,No
70950,44,SUV,Basic,3157.63,No
70951,31,Truck,Basic,9083.82,No
70952,19,Sedan,Basic,3546.7,No
70953,19,SUV,Basic,3881.9,No
70954,69,SUV,Basic,7002.16,No
70955,65,SUV,Basic,6547.13,No
70956,45,Sedan,Basic,6662.24,No
70957,51,SUV,Premium,3835.95,No
70958,74,Sedan,Basic,4907.79,No
70959,74,SUV,Basic,7439.35,No
70960,44,Truck,Basic,10079.59,No
70961,55,Sedan,Basic,9152.27,No
70962,55,SUV,Basic,5999.01,No
70963,52,Sports Car,Premium,11562.82,No
70964,67,Sports Car,Basic,8851.84,No
70965,36,Sedan,Premium,7010.41,No
70966,67,Truck,Premium,9684.85,No
70967,67,Sports Car,Basic,11506.68,No
70968,41,Sedan,Basic,3995.55,No
70969,58,SUV,Basic,7400.43,No
70970,42,SUV,Basic,7733.56,No
70971,73,SUV,Basic,6679.93,No
70972,24,Sedan,Basic,6990.13,No
70973,67,Truck,Basic,12016.36,Yes
70974,63,SUV,Basic,5738.26,No
70975,43,Sedan,Basic,5605.14,No
70976,49,Truck,Basic,10398.02,No
70977,70,SUV,Basic,4318.48,No
70978,51,SUV,Basic,6899.48,No
70979,32,Truck,Basic,9072.71,No
70980,63,Sedan,Premium,9291.45,No
70981,71,Sedan,Basic,10081.66,No
70982,70,Sedan,Basic,3445.38,No
70983,40,Sports Car,Basic,12392.81,Yes
70984,73,Sedan,Basic,7300.92,No
70985,73,SUV,Premium,3465.51,No
70986,38,Truck,Basic,9661.7,No
70987,69,SUV,Premium,6977.18,No
70988,48,SUV,Premium,5874.31,No
70989,43,SUV,Basic,7960.8,No
70990,58,SUV,Basic,4301.21,No
70991,58,Sedan,Basic,5380.43,No
70992,20,Sedan,Basic,5387.92,No
70993,33,Sports Car,Basic,9243.45,No
70994,68,Sedan,Basic,4607.25,No
70995,50,SUV,Basic,6215.59,No
70996,40,SUV,Basic,6112.56,No
70997,54,Sports Car,Basic,10892.69,No
70998,46,SUV,Basic,5198.67,No
70999,41,Sedan,Basic,5113.14,No
71000,56,SUV,Premium,3964.02,No
