PackageID,PackageWeight_Kg,DeclaredValue_USD,CustomsDelayDays,ExportCountry,InboundInspection
1200536,25.0,56190.0,4.1,Type_C,120.2
1200537,56.0,59838.0,8.3,Type_A,115.4
1200538,29.0,15000.0,2.4,Type_A,117.9
1200539,12.0,52992.0,0.4,Type_C,99.3
1200540,36.0,89241.0,4.9,Type_A,65.9
1200541,55.0,37186.0,1.2,Type_A,113.3
1200542,25.0,46477.0,6.1,Type_C,82.8
1200543,43.0,25082.0,0.9,Type_B,104.4
1200544,69.0,90897.0,3.4,Type_B,111.8
1200545,13.0,42214.0,0.3,Type_A,70.7
1200546,39.0,55009.0,2.4,Type_C,96.0
1200547,40.0,84398.0,1.7,Type_B,123.5
1200548,61.0,66509.0,1.4,Type_B,80.2
1200549,49.0,70625.0,1.5,Type_C,120.9
1200550,48.0,70346.0,0.9,Type_C,66.8
1200551,49.0,83849.0,0.2,Type_C,114.3
1200552,46.0,48638.0,3.4,Type_B,116.6
1200553,38.0,76850.0,2.1,Type_A,143.7
1200554,43.0,72882.0,0.3,Type_C,73.7
1200555,53.0,71059.0,0.2,Type_B,83.8
1200556,19.0,73468.0,0.2,Type_A,108.0
1200557,51.0,70592.0,15.3,Type_C,129.2
1200558,37.0,90577.0,3.1,Type_A,117.5
1200559,56.0,69158.0,0.0,Type_A,103.1
1200560,25.0,72665.0,0.1,Type_B,85.3
1200561,49.0,51608.0,13.1,Type_B,119.5
1200562,25.0,80680.0,1.9,Type_C,83.8
1200563,64.0,52937.0,12.3,Type_C,138.3
1200564,36.0,44920.0,1.3,Type_C,76.7
1200565,28.0,45336.0,1.1,Type_C,126.6
1200566,47.0,73423.0,6.2,Type_B,92.3
1200567,38.0,62993.0,1.8,Type_A,72.7
1200568,44.0,74137.0,2.1,Type_A,65.1
1200569,1.0,60719.0,21.4,Type_C,126.7
1200570,41.0,103426.0,0.4,Type_B,111.2
1200571,46.0,65603.0,1.5,Type_A,78.1
1200572,30.0,75181.0,4.9,Type_A,105.3
1200573,53.0,59554.0,1.5,Type_A,128.8
1200574,45.0,47362.0,3.8,Type_B,94.9
1200575,53.0,43391.0,3.9,Type_B,74.8
1200576,25.0,77218.0,4.7,Type_B,139.2
1200577,48.0,77017.0,1.6,Type_C,75.1
1200578,38.0,38598.0,5.7,Type_C,120.5
1200579,48.0,86008.0,2.8,Type_C,107.8
1200580,52.0,73267.0,0.1,Type_A,65.2
1200581,4.0,74109.0,2.2,Type_B,91.2
1200582,50.0,79950.0,4.9,Type_C,109.6
1200583,31.0,58424.0,0.1,Type_C,96.5
1200584,61.0,89425.0,0.6,Type_B,121.6
1200585,47.0,58021.0,0.6,Type_C,102.9
1200586,49.0,77701.0,3.2,Type_B,70.9
1200587,43.0,66666.0,4.5,Type_B,87.4
1200588,45.0,56421.0,7.6,Type_C,112.9
1200589,64.0,71363.0,0.7,Type_B,92.2
1200590,23.0,71693.0,3.7,Type_B,96.1
1200591,44.0,75630.0,0.9,Type_C,78.4
1200592,41.0,59428.0,2.0,Type_A,121.4
1200593,36.0,71154.0,6.0,Type_A,106.8
1200594,47.0,72413.0,0.8,Type_A,130.5
1200595,42.0,65869.0,6.9,Type_C,88.6
1200596,46.0,56048.0,7.6,Type_A,120.5
1200597,31.0,62330.0,2.7,Type_A,133.1
1200598,57.0,74273.0,3.9,Type_C,45.2
1200599,55.0,67078.0,1.3,Type_B,57.5
1200600,42.0,66884.0,5.1,Type_A,127.2
1200601,49.0,113431.0,4.2,Type_B,46.5
1200602,45.0,66240.0,1.1,Type_A,113.7
1200603,67.0,81233.0,7.4,Type_B,81.4
1200604,52.0,85458.0,1.4,Type_A,107.3
1200605,61.0,74401.0,13.3,Type_A,114.9
1200606,23.0,52695.0,3.9,Type_B,47.5
1200607,18.0,62362.0,2.0,Type_A,64.5
1200608,28.0,106155.0,0.8,Type_B,83.5
1200609,41.0,70994.0,1.8,Type_A,73.7
1200610,33.0,42663.0,0.1,Type_B,130.2
1200611,16.0,71098.0,9.0,Type_A,100.2
1200612,43.0,88544.0,6.6,Type_A,74.9
1200613,7.0,59403.0,2.0,Type_A,108.3
1200614,56.0,47946.0,3.1,Type_C,65.0
1200615,58.0,71581.0,5.8,Type_C,93.6
1200616,59.0,91205.0,5.0,Type_A,117.5
1200617,27.0,80014.0,1.1,Type_B,74.6
1200618,24.0,89771.0,0.6,Type_C,79.7
1200619,36.0,72904.0,11.5,Type_C,109.8
1200620,36.0,43127.0,20.9,Type_A,113.0
1200621,33.0,93302.0,4.7,Type_B,122.6
1200622,53.0,83979.0,2.8,Type_A,113.0
1200623,47.0,60614.0,2.5,Type_B,117.0
1200624,70.0,54389.0,1.5,Type_B,32.5
1200625,46.0,51423.0,0.7,Type_C,99.0
1200626,43.0,77580.0,0.8,Type_B,98.7
1200627,58.0,40414.0,0.0,Type_A,53.7
1200628,27.0,30290.0,0.6,Type_B,129.0
1200629,40.0,61035.0,5.8,Type_A,85.8
1200630,44.0,76426.0,10.6,Type_C,58.6
1200631,36.0,49488.0,8.8,Type_B,132.7
1200632,52.0,52908.0,10.0,Type_B,105.1
1200633,34.0,53266.0,14.3,Type_C,119.0
1200634,51.0,46926.0,0.9,Type_A,94.5
1200635,30.0,59675.0,1.5,Type_B,135.4
1200636,49.0,68746.0,2.4,Type_B,127.8
1200637,33.0,84662.0,4.2,Type_A,86.7
1200638,53.0,71369.0,0.3,Type_A,135.2
1200639,49.0,71202.0,0.8,Type_B,79.1
1200640,35.0,36920.0,2.8,Type_C,115.1
1200641,51.0,42924.0,6.3,Type_C,103.5
1200642,50.0,83080.0,6.3,Type_A,103.9
1200643,30.0,54740.0,2.6,Type_A,49.1
1200644,42.0,54786.0,4.2,Type_B,74.4
1200645,55.0,51482.0,1.1,Type_A,72.3
1200646,48.0,79921.0,2.1,Type_C,142.0
1200647,28.0,61859.0,6.8,Type_B,104.4
1200648,29.0,23783.0,2.3,Type_A,53.7
1200649,47.0,93865.0,2.1,Type_A,133.4
1200650,60.0,69104.0,3.6,Type_C,128.8
1200651,32.0,48810.0,3.8,Type_A,90.1
1200652,51.0,56040.0,4.4,Type_C,92.0
1200653,20.0,65269.0,3.0,Type_B,110.7
1200654,27.0,46690.0,3.5,Type_C,74.7
1200655,52.0,81363.0,9.5,Type_C,73.4
1200656,46.0,89437.0,3.5,Type_A,92.4
1200657,33.0,58044.0,0.8,Type_A,71.4
1200658,32.0,72038.0,2.6,Type_B,113.0
1200659,33.0,88555.0,2.5,Type_B,81.9
1200660,38.0,78773.0,2.9,Type_B,113.1
1200661,21.0,60200.0,0.2,Type_C,101.5
1200662,57.0,42127.0,8.4,Type_A,133.4
1200663,49.0,54395.0,,Type_A,105.2
1200664,36.0,95715.0,0.3,Type_B,118.4
1200665,43.0,48896.0,2.9,Type_C,115.4
1200666,42.0,91193.0,16.5,Type_A,74.5
1200667,51.0,69396.0,4.1,Type_B,93.8
1200668,37.0,71479.0,0.6,Type_B,58.2
1200669,39.0,48172.0,3.8,Type_C,123.2
1200670,46.0,49983.0,6.7,Type_A,95.2
1200671,68.0,45478.0,7.9,Type_A,53.7
1200672,39.0,65392.0,16.8,Type_C,137.6
1200673,57.0,74625.0,0.2,Type_B,68.5
1200674,46.0,74564.0,2.1,Type_B,71.1
1200675,38.0,62640.0,0.7,Type_A,86.7
1200676,24.0,69061.0,3.0,Type_C,97.5
1200677,57.0,71489.0,1.9,Type_C,93.6
1200678,19.0,46875.0,6.0,Type_B,65.7
1200679,71.0,55746.0,2.1,Type_A,102.9
1200680,31.0,67853.0,7.1,Type_C,108.3
1200681,33.0,68427.0,2.8,Type_A,85.9
1200682,13.0,73940.0,2.9,Type_B,109.5
1200683,47.0,68003.0,3.8,Type_B,105.8
1200684,50.0,28972.0,0.2,Type_B,78.0
1200685,44.0,93231.0,4.4,Type_A,112.0
1200686,30.0,67370.0,1.7,Type_C,85.9
1200687,55.0,50406.0,7.6,Type_A,104.9
1200688,63.0,91357.0,3.7,Type_A,90.9
1200689,36.0,45904.0,1.5,Type_B,110.0
1200690,33.0,102988.0,1.0,Type_C,81.0
1200691,47.0,56175.0,2.0,Type_C,89.1
1200692,37.0,64567.0,1.2,Type_B,77.6
1200693,1.0,39916.0,0.0,Type_C,103.8
1200694,67.0,70495.0,0.7,Type_A,100.7
1200695,32.0,70107.0,4.8,Type_A,83.6
1200696,65.0,79139.0,0.1,Type_C,113.5
1200697,43.0,85063.0,2.6,Type_B,98.6
1200698,32.0,68963.0,0.1,Type_B,85.7
1200699,34.0,60734.0,0.4,Type_A,85.3
1200700,26.0,39694.0,3.8,Type_A,138.5
1200701,74.0,69342.0,2.8,Type_A,139.0
1200702,42.0,41492.0,3.5,Type_C,93.5
1200703,53.0,38204.0,4.9,Type_B,113.5
1200704,24.0,54551.0,9.3,Type_B,127.4
1200705,34.0,75652.0,2.1,Type_B,91.0
1200706,48.0,15000.0,2.1,Type_B,93.6
1200707,41.0,64706.0,10.3,Type_C,86.4
1200708,71.0,71751.0,1.1,Type_B,76.0
1200709,37.0,80668.0,5.5,Type_B,99.3
1200710,73.0,71560.0,0.5,Type_A,132.4
1200711,36.0,87415.0,2.0,Type_C,101.3
1200712,55.0,47803.0,0.9,Type_C,95.2
1200713,18.0,94214.0,0.2,Type_C,77.1
1200714,32.0,82062.0,3.2,Type_C,60.1
1200715,46.0,75506.0,15.0,Type_B,107.2
1200716,35.0,77683.0,6.9,Type_A,128.4
1200717,52.0,64574.0,3.9,Type_B,88.3
1200718,45.0,109177.0,6.1,Type_C,100.2
1200719,36.0,52852.0,2.0,Type_A,131.4
1200720,56.0,39963.0,0.5,Type_A,91.4
1200721,53.0,39723.0,13.4,Type_A,98.6
1200722,49.0,70682.0,4.4,Type_A,91.3
1200723,23.0,72328.0,19.2,Type_A,72.6
1200724,42.0,61355.0,0.1,Type_B,111.1
1200725,77.0,80124.0,7.3,Type_B,72.4
1200726,33.0,61279.0,1.4,Type_B,80.7
1200727,36.0,46731.0,0.1,Type_A,98.8
1200728,62.0,57772.0,3.5,Type_B,115.2
1200729,41.0,52835.0,6.3,Type_B,87.1
1200730,64.0,94923.0,0.4,Type_A,109.2
1200731,34.0,71857.0,6.0,Type_B,97.2
1200732,53.0,83945.0,,Type_B,117.9
1200733,51.0,75518.0,10.9,Type_A,113.3
1200734,40.0,79243.0,0.0,Type_A,114.5
1200735,42.0,74754.0,0.5,Type_C,124.4
1200736,55.0,44672.0,4.8,Type_C,73.8
1200737,41.0,54077.0,6.6,Type_B,126.6
1200738,43.0,55237.0,1.2,Type_B,114.9
1200739,19.0,49969.0,0.4,Type_A,87.4
1200740,30.0,59140.0,1.9,Type_B,128.3
1200741,41.0,59482.0,5.9,Type_B,127.7
1200742,35.0,64283.0,3.5,Type_A,66.2
1200743,35.0,51772.0,1.0,Type_C,140.4
1200744,30.0,47099.0,5.7,Type_A,101.7
1200745,44.0,59380.0,7.3,Type_C,155.9
1200746,21.0,46134.0,9.4,Type_C,134.6
1200747,36.0,58335.0,0.8,Type_C,95.4
1200748,51.0,75221.0,4.6,Type_C,100.8
1200749,17.0,48952.0,6.8,Type_C,85.7
1200750,40.0,80163.0,5.0,Type_C,100.4
1200751,43.0,55388.0,3.5,Type_B,106.9
1200752,40.0,70308.0,16.0,Type_C,43.7
1200753,47.0,79586.0,4.6,Type_B,64.2
1200754,69.0,77255.0,0.6,Type_C,119.1
1200755,39.0,71457.0,2.2,Type_C,82.3
1200756,59.0,65335.0,14.3,Type_A,69.4
1200757,41.0,50474.0,6.1,Type_C,97.8
1200758,42.0,61078.0,2.5,Type_B,114.2
1200759,24.0,67630.0,3.1,Type_A,114.5
1200760,44.0,56315.0,8.7,Type_A,98.5
1200761,41.0,87314.0,0.3,Type_A,119.2
1200762,48.0,86280.0,0.4,Type_A,105.6
1200763,42.0,62186.0,3.3,Type_C,69.9
1200764,51.0,56673.0,6.0,Type_C,75.6
1200765,62.0,74383.0,0.4,Type_B,82.5
1200766,47.0,26570.0,12.8,Type_C,87.7
1200767,51.0,83250.0,9.2,Type_C,105.4
1200768,28.0,52060.0,3.9,Type_C,110.4
1200769,53.0,68522.0,3.4,Type_B,93.6
1200770,62.0,55152.0,,Type_B,87.9
1200771,68.0,74759.0,21.9,Type_B,57.0
1200772,39.0,51639.0,2.4,Type_B,83.0
1200773,65.0,33512.0,0.3,Type_B,61.6
1200774,60.0,45622.0,4.3,Type_A,139.1
1200775,26.0,88612.0,1.5,Type_A,111.8
1200776,27.0,74200.0,2.7,Type_A,151.6
1200777,42.0,56179.0,0.3,Type_C,98.8
1200778,41.0,75986.0,1.5,Type_C,135.0
1200779,44.0,64469.0,6.8,Type_A,129.6
1200780,32.0,79550.0,12.9,Type_C,66.9
1200781,46.0,51621.0,6.9,Type_A,103.9
1200782,22.0,48689.0,2.0,Type_C,124.2
1200783,10.0,67039.0,9.5,Type_C,92.4
1200784,49.0,40908.0,1.4,Type_A,95.1
1200785,39.0,80496.0,2.4,Type_A,40.9
1200786,58.0,71163.0,,Type_A,98.4
1200787,53.0,73053.0,1.1,Type_A,142.1
1200788,38.0,97096.0,3.4,Type_A,95.1
1200789,28.0,59671.0,2.1,Type_A,97.5
1200790,59.0,45067.0,1.8,Type_A,107.9
1200791,44.0,23957.0,6.1,Type_C,102.6
1200792,32.0,67646.0,4.5,Type_A,140.6
1200793,51.0,89310.0,0.2,Type_B,116.2
1200794,34.0,77123.0,2.2,Type_B,115.3
1200795,56.0,102643.0,5.1,Type_A,78.3
1200796,53.0,27956.0,6.5,Type_B,74.2
1200797,40.0,87922.0,3.3,Type_A,67.7
1200798,55.0,59938.0,2.1,Type_B,103.7
1200799,67.0,83781.0,0.6,Type_B,120.9
1200800,34.0,71811.0,0.2,Type_C,92.6
1200801,68.0,71547.0,0.5,Type_C,124.8
1200802,41.0,96910.0,1.9,Type_C,97.3
1200803,58.0,103939.0,1.1,Type_B,93.6
1200804,36.0,85745.0,4.2,Type_B,98.9
1200805,48.0,45438.0,7.2,Type_A,80.3
1200806,43.0,56011.0,2.0,Type_C,87.4
1200807,71.0,46274.0,5.1,Type_B,155.1
1200808,50.0,51490.0,4.2,Type_A,129.5
1200809,61.0,82091.0,2.9,Type_C,109.6
1200810,41.0,102026.0,2.1,Type_B,128.8
1200811,39.0,81484.0,5.6,Type_A,82.7
1200812,33.0,96299.0,12.4,Type_C,76.6
1200813,59.0,77704.0,3.6,Type_B,122.2
1200814,54.0,84821.0,1.8,Type_C,111.6
1200815,38.0,64117.0,6.3,Type_B,151.8
1200816,26.0,67037.0,4.0,Type_C,134.0
1200817,58.0,54057.0,2.4,Type_C,83.2
1200818,54.0,57110.0,11.4,Type_B,100.0
1200819,42.0,55166.0,14.6,Type_A,111.1
1200820,53.0,84247.0,1.0,Type_B,40.3
1200821,39.0,52434.0,9.6,Type_C,128.4
1200822,28.0,72935.0,1.9,Type_C,75.9
1200823,56.0,65098.0,3.1,Type_B,107.4
1200824,63.0,82722.0,0.2,Type_A,73.2
1200825,53.0,69086.0,9.5,Type_B,126.2
1200826,23.0,79702.0,14.1,Type_A,124.4
1200827,30.0,52822.0,10.8,Type_C,92.2
1200828,58.0,46864.0,2.3,Type_A,118.4
1200829,62.0,48496.0,1.3,Type_A,132.7
1200830,38.0,89450.0,0.7,Type_B,76.6
1200831,51.0,24989.0,2.2,Type_B,63.2
1200832,45.0,58325.0,3.1,Type_A,94.8
1200833,35.0,73511.0,0.3,Type_A,92.7
1200834,20.0,73445.0,8.2,Type_B,63.1
1200835,55.0,78145.0,1.1,Type_A,134.2
1200836,34.0,86839.0,0.2,Type_B,56.3
1200837,46.0,80888.0,5.9,Type_C,112.1
1200838,43.0,84539.0,5.6,Type_A,73.8
1200839,23.0,63316.0,0.3,Type_C,102.0
1200840,40.0,35802.0,0.4,Type_C,103.4
1200841,36.0,80859.0,1.8,Type_A,109.1
1200842,43.0,94711.0,7.2,Type_A,104.4
1200843,61.0,61643.0,4.3,Type_C,139.9
1200844,38.0,51498.0,2.3,Type_C,111.7
1200845,60.0,70301.0,0.8,Type_A,51.1
1200846,46.0,81880.0,9.7,Type_A,75.9
1200847,31.0,95363.0,2.6,Type_C,97.4
1200848,44.0,67833.0,5.6,Type_C,91.5
1200849,25.0,58635.0,4.0,Type_A,58.4
1200850,35.0,73140.0,1.0,Type_A,121.8
1200851,45.0,45786.0,4.9,Type_C,85.3
1200852,49.0,44554.0,8.4,Type_B,80.7
1200853,42.0,59287.0,1.5,Type_A,107.0
1200854,52.0,52569.0,2.1,Type_C,90.5
1200855,46.0,55833.0,3.4,Type_A,91.5
1200856,44.0,79978.0,3.7,Type_B,107.0
1200857,57.0,31469.0,9.3,Type_B,108.3
1200858,61.0,46188.0,0.6,Type_B,121.8
1200859,39.0,54277.0,3.1,Type_C,42.6
1200860,43.0,50257.0,22.3,Type_B,146.0
1200861,57.0,49613.0,0.8,Type_B,109.1
1200862,35.0,99405.0,5.6,Type_C,83.8
1200863,61.0,55831.0,0.4,Type_C,123.1
1200864,61.0,32515.0,1.2,Type_A,74.6
1200865,24.0,78831.0,10.6,Type_C,62.1
1200866,39.0,92041.0,1.9,Type_A,87.8
1200867,37.0,33709.0,11.1,Type_A,78.1
1200868,43.0,61699.0,18.1,Type_C,96.2
1200869,46.0,37649.0,1.2,Type_A,102.6
1200870,39.0,53278.0,8.2,Type_C,132.5
1200871,55.0,91571.0,7.3,Type_C,132.8
1200872,32.0,50257.0,3.6,Type_C,129.0
1200873,17.0,60113.0,1.4,Type_C,129.4
1200874,36.0,79819.0,4.5,Type_C,102.5
1200875,35.0,45914.0,2.5,Type_B,118.1
1200876,30.0,35650.0,1.0,Type_B,77.3
1200877,37.0,60172.0,2.1,Type_C,118.7
1200878,54.0,74462.0,1.0,Type_B,101.3
1200879,41.0,59401.0,9.6,Type_B,80.8
1200880,34.0,70604.0,2.8,Type_C,103.7
1200881,42.0,92333.0,0.1,Type_C,82.1
1200882,42.0,64669.0,3.8,Type_B,96.6
1200883,43.0,78095.0,0.1,Type_A,73.8
1200884,24.0,94514.0,2.2,Type_C,89.1
1200885,60.0,44248.0,6.5,Type_B,127.9
1200886,39.0,79880.0,5.2,Type_A,96.6
1200887,59.0,57368.0,14.4,Type_A,86.7
1200888,39.0,75030.0,2.8,Type_C,109.6
1200889,64.0,71595.0,4.8,Type_C,58.5
1200890,72.0,34745.0,4.7,Type_B,126.7
1200891,43.0,28183.0,0.4,Type_A,101.0
1200892,39.0,83435.0,8.7,Type_B,84.1
1200893,36.0,31557.0,3.1,Type_B,137.1
1200894,34.0,77496.0,0.5,Type_B,149.3
1200895,29.0,70330.0,1.2,Type_A,69.1
1200896,57.0,95653.0,0.1,Type_B,70.9
1200897,45.0,74036.0,2.4,Type_C,82.9
1200898,47.0,42010.0,1.7,Type_C,159.2
1200899,35.0,45875.0,2.3,Type_A,64.5
1200900,71.0,80372.0,0.3,Type_B,69.3
1200901,48.0,76282.0,0.7,Type_B,89.4
1200902,47.0,79144.0,0.0,Type_A,60.9
1200903,17.0,57765.0,1.9,Type_B,81.7
1200904,56.0,29191.0,2.7,Type_A,99.8
1200905,42.0,67825.0,4.5,Type_B,108.8
1200906,27.0,82836.0,3.6,Type_A,106.2
1200907,70.0,28264.0,6.8,Type_B,109.4
1200908,42.0,73889.0,3.8,Type_A,111.5
1200909,51.0,66551.0,4.9,Type_A,100.1
1200910,21.0,35517.0,1.5,Type_B,69.5
1200911,38.0,92447.0,2.6,Type_A,155.9
1200912,31.0,60252.0,1.7,Type_C,57.5
1200913,57.0,48870.0,,Type_A,101.6
1200914,32.0,61600.0,4.2,Type_A,85.3
1200915,55.0,91463.0,0.3,Type_B,126.8
1200916,43.0,84489.0,1.4,Type_C,102.1
1200917,44.0,73382.0,12.8,Type_B,101.0
1200918,34.0,49319.0,0.8,Type_A,91.8
1200919,55.0,68057.0,8.8,Type_A,113.9
1200920,76.0,39597.0,1.3,Type_C,84.8
1200921,36.0,55752.0,2.6,Type_A,113.1
1200922,39.0,65495.0,4.0,Type_C,82.0
1200923,57.0,50216.0,3.8,Type_A,50.0
1200924,39.0,34206.0,10.3,Type_B,85.2
1200925,37.0,59935.0,1.3,Type_B,81.7
1200926,33.0,62408.0,1.4,Type_C,81.1
1200927,61.0,51973.0,0.6,Type_B,78.3
1200928,84.0,80278.0,0.7,Type_A,70.7
1200929,34.0,48870.0,2.6,Type_C,146.5
1200930,48.0,52389.0,12.8,Type_A,61.3
1200931,44.0,84144.0,3.9,Type_C,73.7
1200932,40.0,80985.0,1.2,Type_A,102.1
1200933,30.0,93610.0,0.9,Type_B,132.7
1200934,46.0,59993.0,0.4,Type_A,128.3
1200935,58.0,50261.0,6.0,Type_A,120.4
1200936,24.0,53580.0,0.5,Type_C,79.8
1200937,31.0,75224.0,1.0,Type_B,139.6
1200938,48.0,62588.0,8.1,Type_C,74.3
1200939,56.0,64264.0,2.4,Type_A,147.4
1200940,24.0,40185.0,6.7,Type_B,109.1
1200941,17.0,82756.0,7.1,Type_B,99.8
1200942,40.0,87163.0,5.3,Type_B,79.5
1200943,35.0,49192.0,0.8,Type_B,63.4
1200944,63.0,61970.0,3.6,Type_A,85.1
1200945,56.0,71684.0,0.4,Type_C,146.2
1200946,33.0,70234.0,7.4,Type_B,121.2
1200947,48.0,71403.0,,Type_C,104.5
1200948,54.0,45442.0,0.5,Type_C,135.8
1200949,16.0,48784.0,4.0,Type_A,115.3
1200950,34.0,45816.0,5.7,Type_A,97.2
1200951,45.0,85552.0,3.5,Type_B,96.5
1200952,10.0,59253.0,0.4,Type_B,52.5
1200953,31.0,89127.0,1.9,Type_A,106.4
1200954,46.0,53795.0,0.6,Type_B,48.7
1200955,46.0,60420.0,0.9,Type_C,126.3
1200956,43.0,42299.0,3.0,Type_B,103.4
1200957,40.0,45797.0,1.1,Type_A,114.0
1200958,43.0,50403.0,4.7,Type_C,107.1
1200959,68.0,33156.0,1.2,Type_A,83.6
1200960,66.0,68444.0,1.8,Type_A,61.2
1200961,47.0,62829.0,2.4,Type_C,107.4
1200962,34.0,53204.0,10.5,Type_B,89.0
1200963,61.0,71623.0,1.6,Type_B,79.2
1200964,45.0,44827.0,1.9,Type_B,137.9
1200965,25.0,61439.0,12.0,Type_C,83.1
1200966,57.0,65599.0,0.0,Type_A,110.1
1200967,30.0,49939.0,5.3,Type_B,168.1
1200968,53.0,58914.0,2.8,Type_B,93.3
1200969,59.0,64133.0,9.9,Type_C,77.7
1200970,73.0,97265.0,0.3,Type_B,104.9
1200971,28.0,73096.0,0.4,Type_B,69.2
1200972,21.0,95652.0,5.3,Type_B,95.5
1200973,33.0,50519.0,1.1,Type_C,119.5
1200974,55.0,75732.0,1.6,Type_B,89.0
1200975,50.0,57319.0,2.0,Type_C,113.6
1200976,33.0,53949.0,3.6,Type_C,97.8
1200977,49.0,60039.0,1.3,Type_C,74.5
1200978,61.0,55942.0,0.1,Type_B,105.9
1200979,12.0,58488.0,0.1,Type_B,81.9
1200980,23.0,91253.0,1.1,Type_C,71.1
1200981,57.0,78994.0,0.3,Type_A,88.1
1200982,41.0,58541.0,16.5,Type_C,136.8
1200983,35.0,96345.0,0.8,Type_C,84.3
1200984,38.0,67069.0,4.3,Type_C,96.5
1200985,33.0,65232.0,,Type_B,67.1
1200986,29.0,76988.0,12.4,Type_C,133.2
1200987,45.0,44173.0,4.0,Type_B,94.9
1200988,82.0,39161.0,1.1,Type_A,58.7
1200989,37.0,32601.0,3.0,Type_C,78.7
1200990,31.0,71340.0,4.9,Type_A,83.6
1200991,50.0,74006.0,0.9,Type_C,102.6
1200992,53.0,85520.0,2.0,Type_A,101.5
1200993,54.0,67396.0,1.8,Type_B,82.6
1200994,56.0,71683.0,4.4,Type_A,120.7
1200995,32.0,46570.0,2.6,Type_C,98.3
1200996,54.0,70771.0,0.5,Type_C,89.0
1200997,42.0,64549.0,21.6,Type_C,7.2
1200998,39.0,54070.0,0.2,Type_A,108.8
1200999,35.0,56490.0,,Type_A,144.2
1201000,51.0,64424.0,0.2,Type_C,111.5
