TrackID,TempoBPM,SimilarityScore_Percent,SkipCount,UserHistoryOverlap,PlaylistCompleted
1650581,146.6,30.2,128.3,106.1,136.4
1650582,69.3,63.2,110.2,68.6,129.9
1650583,135.7,57.1,104.8,124.5,91.0
1650584,130.8,51.0,67.4,139.1,118.5
1650585,135.1,39.2,155.5,70.9,128.9
1650586,108.1,46.3,70.5,72.1,61.4
1650587,96.9,57.4,45.1,76.4,100.4
1650588,138.6,42.1,92.6,96.2,106.2
1650589,111.7,59.9,123.7,98.6,83.5
1650590,111.2,58.9,126.2,79.0,84.8
1650591,117.1,23.6,105.3,147.4,130.9
1650592,181.6,30.5,125.6,70.8,78.4
1650593,131.4,20.8,46.5,114.9,79.1
1650594,108.5,39.0,74.9,172.2,106.4
1650595,113.9,49.9,83.3,114.5,87.8
1650596,129.2,45.6,100.4,46.2,85.4
1650597,65.6,34.9,129.6,130.5,96.9
1650598,110.4,42.1,67.8,75.7,54.4
1650599,65.1,44.7,119.7,105.4,110.3
1650600,142.5,51.3,106.1,75.2,143.4
1650601,129.8,36.6,127.7,105.4,93.6
1650602,112.3,35.4,78.3,89.7,30.4
1650603,95.0,25.3,95.4,109.8,101.9
1650604,34.2,60.4,90.1,25.4,85.4
1650605,124.6,43.6,181.1,82.8,89.7
1650606,100.0,22.1,91.4,85.8,121.0
1650607,107.3,81.4,118.6,75.8,92.4
1650608,168.7,38.6,119.2,85.4,86.5
1650609,28.7,61.3,82.3,121.9,66.7
1650610,75.8,58.3,102.6,81.3,104.1
1650611,124.1,53.0,118.6,131.1,82.7
1650612,126.8,55.4,68.0,120.3,93.7
1650613,100.8,36.8,86.1,94.8,84.8
1650614,101.8,47.9,62.1,96.7,126.4
1650615,126.3,42.4,34.2,117.4,99.2
1650616,89.9,63.7,112.8,83.5,138.4
1650617,78.5,39.7,123.6,123.6,64.6
1650618,96.4,76.2,65.9,84.4,108.1
1650619,134.6,22.6,117.9,106.6,91.1
1650620,76.6,10.0,141.6,71.2,57.1
1650621,128.0,74.6,130.1,74.9,99.3
1650622,166.0,59.0,77.5,89.8,85.8
1650623,116.0,52.7,141.8,110.7,104.3
1650624,126.1,30.2,115.0,100.2,87.5
1650625,152.5,41.8,120.0,99.7,102.3
1650626,116.4,40.0,59.3,81.5,178.9
1650627,184.1,62.3,138.9,69.0,82.2
1650628,121.4,51.2,99.2,165.0,109.7
1650629,108.9,47.2,103.5,120.6,89.4
1650630,122.0,40.4,84.2,91.8,138.0
1650631,154.6,52.8,103.8,121.9,78.9
1650632,215.1,46.1,125.1,128.4,83.5
1650633,119.5,27.6,67.0,101.9,112.2
1650634,166.4,36.6,152.5,109.0,79.7
1650635,100.5,58.9,95.7,62.5,88.6
1650636,81.4,36.0,135.1,101.4,96.4
1650637,88.2,30.6,82.2,108.4,94.5
1650638,106.4,44.3,133.7,58.0,113.4
1650639,198.3,29.6,102.3,95.3,49.9
1650640,119.0,40.1,130.3,117.3,106.5
1650641,170.8,61.2,106.3,111.1,102.8
1650642,119.7,62.8,81.4,87.5,78.7
1650643,86.1,,110.1,126.6,99.9
1650644,150.0,63.6,59.6,102.7,138.0
1650645,114.1,37.7,121.6,138.2,72.1
1650646,175.0,32.7,103.0,128.0,87.9
1650647,111.4,44.6,75.1,73.1,102.4
1650648,54.7,31.4,123.5,112.1,136.1
1650649,140.3,66.2,28.0,91.9,79.6
1650650,121.0,25.3,112.3,96.9,80.1
1650651,122.6,48.3,142.2,77.6,124.6
1650652,132.6,37.6,103.7,68.2,91.8
1650653,80.1,56.0,130.0,67.0,66.6
1650654,206.4,75.3,97.7,110.1,84.9
1650655,171.1,62.0,92.0,95.8,81.9
1650656,152.7,62.6,114.9,85.5,105.8
1650657,146.1,46.1,102.7,119.4,99.4
1650658,117.7,37.8,111.7,122.7,30.8
1650659,115.6,33.5,108.1,132.4,118.3
1650660,117.3,37.2,72.2,78.1,67.8
1650661,129.1,27.0,150.6,103.3,106.1
1650662,178.4,57.2,87.2,109.0,135.0
1650663,99.9,39.0,74.1,79.0,111.3
1650664,125.4,41.3,150.8,122.3,119.2
1650665,105.9,25.1,96.2,72.3,95.9
1650666,82.6,35.1,131.0,74.4,105.1
1650667,128.7,37.7,107.0,116.6,86.7
1650668,100.7,64.3,133.3,107.3,125.6
1650669,146.7,33.9,117.5,124.5,88.0
1650670,115.8,40.3,109.2,113.3,93.1
1650671,148.0,28.5,104.6,123.2,87.0
1650672,75.5,32.4,126.1,128.5,114.6
1650673,113.3,59.8,98.5,85.7,110.6
1650674,105.5,53.4,93.6,91.7,129.9
1650675,56.9,35.7,101.8,132.2,85.3
1650676,97.1,53.1,112.2,130.9,76.3
1650677,102.5,54.7,111.5,112.7,96.9
1650678,112.2,51.1,142.4,104.4,123.0
1650679,94.7,37.5,104.2,85.5,59.8
1650680,113.3,37.8,85.0,94.2,111.5
1650681,146.3,30.2,107.5,84.5,48.2
1650682,127.1,42.1,95.3,80.1,97.9
1650683,128.0,47.6,80.8,122.3,99.0
1650684,133.2,51.1,74.7,107.4,64.8
1650685,150.8,26.1,80.1,135.3,130.8
1650686,170.0,32.8,119.9,50.8,116.3
1650687,130.8,57.0,90.2,79.9,98.3
1650688,39.7,64.3,123.5,99.9,141.6
1650689,86.9,51.4,121.5,101.2,78.6
1650690,112.1,56.6,53.9,103.2,98.7
1650691,59.5,33.9,81.3,148.3,111.0
1650692,96.0,49.9,93.3,89.7,105.3
1650693,82.1,57.8,90.2,127.8,86.3
1650694,130.0,43.0,68.4,121.8,72.6
1650695,126.7,62.2,106.2,106.8,83.5
1650696,171.2,57.6,148.1,72.4,130.0
1650697,70.2,50.7,121.1,84.9,153.0
1650698,148.2,20.9,78.7,129.2,126.1
1650699,132.0,33.5,102.1,50.7,115.1
1650700,106.4,23.1,102.7,85.4,90.5
1650701,107.9,80.8,104.9,73.0,108.0
1650702,54.5,53.7,115.0,114.8,36.3
1650703,88.1,51.2,123.9,73.6,98.3
1650704,103.0,53.4,113.9,106.8,136.3
1650705,66.7,48.0,92.2,72.5,126.8
1650706,118.0,26.4,98.5,62.5,101.9
1650707,134.1,52.3,71.7,82.5,131.8
1650708,87.3,40.2,103.9,101.1,93.8
1650709,129.8,43.4,84.2,127.6,114.5
1650710,128.7,40.1,84.8,52.2,79.9
1650711,98.6,64.5,74.0,124.3,84.1
1650712,90.7,25.6,102.2,77.3,97.5
1650713,114.4,53.9,66.3,95.6,69.3
1650714,135.2,69.3,116.4,112.6,96.9
1650715,121.4,34.5,104.1,60.2,98.6
1650716,104.0,54.1,73.2,55.9,107.6
1650717,117.9,66.1,120.5,29.8,111.3
1650718,109.1,54.7,116.5,89.1,89.2
1650719,133.7,40.0,109.2,43.9,113.6
1650720,95.2,64.8,80.2,43.9,106.7
1650721,104.8,43.6,84.6,55.2,100.1
1650722,180.4,33.2,75.2,82.6,54.4
1650723,78.2,42.2,148.6,132.0,117.0
1650724,141.0,32.4,91.8,96.2,123.3
1650725,107.9,58.1,119.8,148.8,98.0
1650726,118.8,31.9,97.5,78.8,103.5
1650727,115.2,34.8,110.0,120.0,78.7
1650728,85.7,49.5,127.1,127.1,132.0
1650729,83.1,35.0,100.4,111.1,168.9
1650730,99.5,66.7,91.6,93.3,85.6
1650731,126.7,57.6,94.2,86.2,83.5
1650732,109.5,38.5,88.1,120.7,117.0
1650733,106.4,25.3,104.8,82.6,44.4
1650734,112.4,40.6,163.1,118.4,83.4
1650735,131.2,39.9,92.5,78.3,80.4
1650736,67.7,66.5,82.1,113.5,119.7
1650737,104.8,25.9,90.3,75.7,100.0
1650738,125.1,40.1,151.3,114.5,77.9
1650739,119.7,27.6,69.3,106.6,108.9
1650740,75.9,46.5,83.1,91.2,74.7
1650741,52.9,64.6,105.1,72.5,153.7
1650742,106.1,54.3,107.5,69.8,138.8
1650743,96.3,41.4,84.6,76.5,120.7
1650744,176.6,31.4,129.9,106.2,147.0
1650745,78.4,31.8,113.2,112.9,140.4
1650746,116.4,40.7,48.3,106.1,163.9
1650747,117.5,45.9,98.6,101.9,78.7
1650748,129.9,52.3,101.9,109.1,132.4
1650749,120.7,33.2,131.4,81.7,119.2
1650750,142.8,39.6,81.3,134.5,9.2
1650751,127.9,57.5,149.8,124.7,96.8
1650752,105.5,42.8,51.3,118.8,101.5
1650753,140.9,33.2,87.6,111.9,79.0
1650754,107.0,59.2,117.9,73.8,99.9
1650755,86.0,40.7,85.8,137.0,104.0
1650756,103.8,50.4,104.5,154.1,133.1
1650757,78.0,54.1,130.2,57.6,105.1
1650758,126.9,48.3,123.2,134.8,130.4
1650759,145.4,60.1,117.7,63.9,97.0
1650760,120.4,21.7,67.4,30.4,82.4
1650761,105.5,91.8,99.2,116.0,90.5
1650762,92.0,64.7,98.3,107.7,113.4
1650763,135.1,61.0,105.6,104.0,99.4
1650764,153.7,37.4,97.5,101.5,107.3
1650765,107.0,30.8,128.3,81.3,114.3
1650766,87.7,76.0,75.0,127.5,70.1
1650767,152.4,13.3,148.6,129.8,53.6
1650768,112.9,6.8,102.7,84.8,80.0
1650769,135.4,59.7,98.8,126.7,80.9
1650770,156.3,32.1,95.6,60.8,123.1
1650771,145.5,45.3,117.8,70.9,134.8
1650772,143.0,18.6,122.3,94.4,73.0
1650773,136.3,81.2,113.5,115.1,70.2
1650774,106.3,76.2,116.5,126.0,96.4
1650775,86.0,22.8,82.1,152.5,123.7
1650776,118.7,59.4,107.2,85.7,92.3
1650777,155.9,47.4,88.4,126.3,94.3
1650778,63.6,42.1,110.3,77.7,87.6
1650779,145.7,37.4,158.8,58.8,147.0
1650780,140.8,59.5,92.4,84.4,82.1
1650781,86.2,68.9,115.9,121.3,108.1
1650782,60.2,27.5,137.0,67.8,74.1
1650783,112.8,44.9,126.1,126.6,145.2
1650784,120.2,73.9,117.2,66.2,103.8
1650785,130.0,50.5,92.8,117.1,95.2
1650786,95.7,38.2,47.3,133.7,119.2
1650787,148.1,49.0,119.1,135.9,104.1
1650788,100.1,60.1,122.1,72.4,77.5
1650789,109.1,38.7,90.1,108.3,103.0
1650790,86.7,15.6,111.5,132.5,90.6
1650791,98.5,49.8,52.2,79.6,57.4
1650792,142.8,39.9,90.2,127.1,58.0
1650793,113.6,43.8,95.1,104.9,94.8
1650794,122.8,51.8,163.5,84.4,86.1
1650795,125.9,67.0,127.2,115.9,104.0
1650796,149.5,44.1,88.3,112.6,91.4
1650797,104.3,50.5,99.8,133.6,89.8
1650798,139.4,28.7,100.4,98.1,98.8
1650799,114.2,53.0,41.8,82.4,73.6
1650800,156.0,38.0,98.2,130.1,73.9
1650801,151.5,69.0,71.4,127.1,92.4
1650802,73.3,75.3,78.4,113.4,60.9
1650803,95.1,38.7,82.9,91.1,87.7
1650804,99.2,41.3,118.9,132.8,78.1
1650805,212.3,22.1,72.8,72.0,145.2
1650806,147.3,67.2,106.5,119.2,111.8
1650807,196.9,34.6,88.4,106.0,55.3
1650808,164.2,32.5,93.0,122.6,89.8
1650809,128.1,30.2,57.6,110.2,116.5
1650810,58.0,69.2,120.5,109.7,93.2
1650811,127.4,48.1,91.6,55.6,81.8
1650812,108.9,47.6,134.9,108.6,126.3
1650813,84.7,65.9,130.1,62.6,81.6
1650814,90.9,21.9,148.2,117.4,84.3
1650815,134.8,31.3,117.2,90.5,125.5
1650816,111.1,31.4,57.4,91.3,78.3
1650817,155.6,46.6,99.9,102.1,82.7
1650818,74.9,47.6,128.3,91.1,83.8
1650819,147.7,59.7,103.8,100.1,64.4
1650820,117.5,32.5,130.7,140.4,98.1
1650821,133.4,37.0,81.8,73.1,113.9
1650822,95.3,51.1,91.1,88.9,136.8
1650823,131.5,40.8,88.5,89.8,112.9
1650824,107.0,39.8,137.8,111.0,92.6
1650825,144.9,54.1,140.5,120.8,70.4
1650826,122.0,19.8,106.1,48.1,111.2
1650827,160.7,,66.0,98.0,88.7
1650828,114.3,45.9,87.0,71.2,76.4
1650829,108.6,52.7,115.2,95.0,101.2
1650830,123.5,30.8,107.5,141.8,93.6
1650831,90.7,45.4,81.5,125.0,119.7
1650832,181.1,55.3,114.3,71.0,123.2
1650833,127.1,65.0,45.1,127.7,69.3
1650834,147.2,71.3,107.5,105.2,109.5
1650835,76.0,58.3,119.1,100.3,108.7
1650836,150.9,47.4,149.2,64.3,91.9
1650837,117.2,54.7,104.6,100.4,86.5
1650838,120.7,39.5,143.0,110.2,83.7
1650839,86.3,48.9,114.4,182.6,112.6
1650840,97.3,49.8,118.6,39.0,122.8
1650841,90.7,36.4,112.2,83.5,84.8
1650842,151.9,38.4,139.8,84.8,98.0
1650843,121.7,54.6,83.9,94.6,93.6
1650844,128.0,46.8,76.0,126.3,104.3
1650845,117.6,54.4,156.5,87.3,84.7
1650846,128.9,53.1,99.7,135.1,95.0
1650847,131.5,50.3,133.0,146.6,112.4
1650848,98.2,33.3,133.1,90.4,141.3
1650849,111.1,50.8,143.8,136.3,84.3
1650850,76.8,38.4,109.2,108.5,69.6
1650851,98.7,23.4,103.7,93.4,91.6
1650852,106.5,49.3,90.4,114.5,85.7
1650853,86.0,59.6,95.4,110.3,86.2
1650854,101.7,62.9,84.3,107.1,135.0
1650855,93.1,54.3,105.8,162.9,87.7
1650856,76.5,55.9,138.1,110.3,106.7
1650857,129.8,49.1,134.8,73.0,142.9
1650858,101.7,28.1,74.0,117.7,92.7
1650859,110.1,41.3,89.3,126.6,66.4
1650860,120.4,23.4,43.5,128.1,103.6
1650861,127.2,48.6,88.4,97.4,145.0
1650862,115.8,47.9,97.6,158.2,77.3
1650863,137.0,39.9,92.9,114.5,91.8
1650864,95.7,23.8,137.5,127.9,88.9
1650865,116.5,37.5,102.0,79.8,100.1
1650866,117.7,54.5,63.4,153.8,110.3
1650867,135.2,51.8,121.9,98.8,130.9
1650868,82.7,,140.7,60.9,104.1
1650869,117.4,67.4,106.1,114.6,134.6
1650870,172.3,61.4,50.8,100.2,108.3
1650871,55.6,51.8,97.5,105.4,98.5
1650872,89.5,18.7,79.1,121.0,70.5
1650873,63.3,44.9,110.5,115.9,60.1
1650874,124.9,42.5,112.1,127.0,99.4
1650875,68.1,47.2,73.6,134.1,94.3
1650876,106.7,33.2,149.1,101.5,91.8
1650877,139.8,18.4,60.0,110.2,126.6
1650878,95.1,66.3,104.6,90.6,67.3
1650879,90.0,33.6,108.1,121.7,135.4
1650880,159.8,36.7,125.0,117.5,116.1
1650881,137.0,38.7,110.7,98.7,123.6
1650882,148.3,48.3,123.6,102.7,85.1
1650883,141.4,47.4,95.2,140.2,47.6
1650884,112.7,39.7,119.6,64.9,66.8
1650885,70.0,21.1,102.1,56.2,60.0
1650886,174.6,14.4,127.8,119.1,99.5
1650887,168.4,20.9,97.6,116.3,82.6
1650888,107.3,31.4,123.2,85.0,40.6
1650889,157.3,45.7,143.4,93.4,115.6
1650890,65.2,4.4,74.6,81.3,132.6
1650891,107.6,55.7,119.2,117.4,113.8
1650892,103.2,42.2,49.4,75.4,94.3
1650893,136.0,26.5,111.8,93.4,79.3
1650894,148.4,64.8,63.2,120.9,69.7
1650895,176.4,34.9,144.8,76.7,99.2
1650896,143.4,32.5,105.4,96.7,72.8
1650897,81.1,61.2,100.9,120.3,97.8
1650898,127.9,9.6,100.5,92.0,152.8
1650899,125.6,22.1,49.9,89.1,79.9
1650900,146.8,57.3,88.4,85.8,108.6
1650901,139.9,39.8,128.0,138.9,52.4
1650902,75.7,67.4,113.2,46.6,90.5
1650903,109.9,29.5,50.8,168.6,138.0
1650904,145.5,39.2,54.3,95.4,83.3
1650905,165.5,58.6,72.1,118.5,107.3
1650906,98.6,45.8,135.1,109.4,114.0
1650907,133.3,48.1,144.8,124.7,88.6
1650908,96.3,39.4,61.0,68.8,103.9
1650909,103.6,43.7,114.8,126.0,109.7
1650910,78.9,69.9,84.5,114.1,56.1
1650911,112.3,35.0,112.7,60.7,118.3
1650912,108.7,,77.2,79.9,100.7
1650913,84.4,31.0,103.7,100.0,106.1
1650914,119.5,68.9,110.8,97.1,102.8
1650915,141.1,30.6,90.9,115.9,145.0
1650916,115.4,38.4,117.0,82.9,104.6
1650917,131.6,58.7,54.6,89.0,90.7
1650918,93.8,43.6,97.7,129.6,91.3
1650919,127.0,97.1,130.4,196.9,136.6
1650920,101.1,39.1,70.2,122.8,85.3
1650921,130.8,50.6,97.5,84.4,94.3
1650922,125.1,63.5,65.0,57.2,147.8
1650923,115.8,47.5,136.9,99.3,143.0
1650924,104.2,56.2,70.5,88.9,123.8
1650925,88.7,56.3,122.4,115.7,88.5
1650926,128.5,43.1,89.2,125.7,100.8
1650927,70.5,80.5,133.4,92.2,103.9
1650928,149.4,31.7,112.1,116.1,86.9
1650929,98.5,28.6,81.2,102.4,55.7
1650930,128.0,56.8,88.7,109.9,125.7
1650931,108.5,49.9,118.5,106.9,131.9
1650932,81.9,64.9,132.8,139.6,86.5
1650933,82.4,46.0,94.1,69.7,113.2
1650934,102.5,39.9,98.7,121.6,123.6
1650935,135.7,32.1,87.8,146.5,102.0
1650936,86.8,54.5,109.8,44.7,79.9
1650937,85.5,55.5,123.3,120.2,59.0
1650938,111.5,24.4,120.4,79.6,104.5
1650939,155.5,,104.8,87.2,75.6
1650940,121.2,60.0,90.7,73.4,62.1
1650941,91.1,58.1,91.0,61.3,87.5
1650942,85.9,64.7,96.5,78.5,112.7
1650943,150.2,50.6,113.2,119.5,105.4
1650944,156.7,27.1,142.6,87.9,122.5
1650945,153.1,4.0,75.0,114.7,71.2
1650946,79.7,77.6,118.0,99.8,108.0
1650947,118.7,54.4,111.7,81.3,102.9
1650948,78.1,17.7,78.3,78.1,131.3
1650949,61.1,40.1,83.9,110.1,152.4
1650950,140.4,8.9,58.2,73.6,88.3
1650951,86.0,38.8,140.1,99.7,36.6
1650952,123.1,64.9,63.9,124.5,91.2
1650953,167.5,31.7,145.1,90.5,101.1
1650954,154.7,47.5,96.3,125.3,122.6
1650955,165.7,53.0,79.5,127.0,114.7
1650956,173.5,58.2,81.6,160.2,79.0
1650957,133.5,32.1,97.1,122.8,53.3
1650958,114.4,54.8,132.0,71.3,104.7
1650959,127.5,57.7,77.8,74.7,58.3
1650960,139.7,61.7,89.3,63.9,94.7
1650961,121.9,48.3,113.5,138.3,49.6
1650962,116.9,50.0,92.5,122.5,63.1
1650963,75.2,43.8,108.3,95.2,58.3
1650964,165.7,62.2,141.8,101.6,120.6
1650965,138.2,34.4,131.5,82.4,136.2
1650966,128.0,55.5,95.8,133.1,97.2
1650967,85.1,67.0,30.1,86.6,84.1
1650968,106.1,29.3,93.8,70.3,116.0
1650969,76.5,67.2,120.7,130.7,75.4
1650970,95.3,41.1,164.8,80.2,96.8
1650971,128.2,47.5,76.0,133.0,103.2
1650972,130.3,45.9,130.1,161.7,91.8
1650973,145.4,14.6,50.2,111.5,64.0
1650974,67.7,62.0,96.6,90.5,89.3
1650975,167.4,35.0,90.5,93.9,81.2
1650976,90.7,51.5,102.6,141.8,128.8
1650977,139.2,39.9,104.3,124.3,45.5
1650978,138.2,61.3,90.9,108.6,110.3
1650979,113.2,18.0,56.4,83.6,111.7
1650980,121.5,28.0,113.5,127.3,123.5
1650981,77.5,42.9,129.2,104.0,106.2
1650982,132.1,49.8,65.6,106.8,108.5
1650983,181.7,47.2,94.2,68.1,102.9
1650984,119.1,43.4,93.7,122.6,92.0
1650985,144.5,42.3,103.9,107.2,83.1
1650986,116.1,45.2,128.2,99.7,134.4
1650987,166.3,29.2,95.3,87.6,145.0
1650988,170.6,46.7,95.0,77.0,122.6
1650989,41.4,,117.9,96.5,81.9
1650990,134.8,13.2,93.8,124.2,127.0
1650991,93.7,54.7,119.1,105.2,84.8
1650992,127.2,52.6,99.1,70.9,69.9
1650993,140.5,68.2,83.8,164.8,126.9
1650994,145.3,32.4,96.9,63.0,133.7
1650995,160.7,47.8,98.6,102.0,80.0
1650996,135.7,44.5,89.6,115.5,122.3
1650997,124.6,49.1,86.2,75.7,90.5
1650998,101.6,55.5,120.6,87.2,108.1
1650999,130.3,52.1,116.4,163.0,145.2
1651000,97.2,19.8,80.3,141.4,109.4
