Date,Weather,VisitorCount,DailySales,DiscountEvent
2024-10-07,Sunny,858,10854.99,Yes
2024-10-08,Sunny,530,15341.89,No
2024-10-09,Sunny,872,13921.97,Yes
2024-10-10,Sunny,548,14443.37,No
2024-10-11,Sunny,550,9139.55,No
2024-10-12,Sunny,555,7437.83,No
2024-10-13,Cloudy,413,9804.11,No
2024-10-14,Sunny,559,7943.12,No
2024-10-15,Sunny,892,15408.45,Yes
2024-10-16,Sunny,577,15116.01,No
2024-10-17,Rainy,247,6490.07,No
2024-10-18,Cloudy,452,8312.77,No
2024-10-19,Cloudy,769,11704.83,Yes
2024-10-20,Sunny,917,15801.88,Yes
2024-10-21,Sunny,616,10155.3,No
2024-10-22,Rainy,183,6052.23,No
2024-10-23,Cloudy,812,18345.89,Yes
2024-10-24,Snowy,494,5680.97,Yes
2024-10-25,Cloudy,385,9061.48,No
2024-10-26,Sunny,571,9252.09,No
2024-10-27,Sunny,612,15563.91,No
2024-10-28,Sunny,583,14319.84,No
2024-10-29,Snowy,105,663.49,No
2024-10-30,Sunny,562,8170.76,No
2024-10-31,Cloudy,458,7701.22,No
2024-11-01,Sunny,602,14272.55,No
2024-11-02,Sunny,944,10455.5,Yes
2024-11-03,Sunny,593,7258.3,No
2024-11-04,Cloudy,718,18370.87,Yes
2024-11-05,Sunny,655,10011.0,No
2024-11-06,Cloudy,453,8199.24,No
2024-11-07,Sunny,616,11612.29,No
2024-11-08,Cloudy,441,6718.51,No
2024-11-09,Rainy,133,3982.08,No
2024-11-10,Sunny,618,10560.6,No
2024-11-11,Sunny,565,14995.27,No
2024-11-12,Rainy,161,2043.07,No
2024-11-13,Rainy,289,6582.72,No
2024-11-14,Sunny,629,12418.6,No
2024-11-15,Rainy,223,4617.0,No
2024-11-16,Rainy,207,3202.93,No
2024-11-17,Rainy,254,6452.43,No
2024-11-18,Sunny,523,13651.8,No
2024-11-19,Sunny,914,13082.74,Yes
2024-11-20,Sunny,915,21262.19,Yes
2024-11-21,Cloudy,750,11374.53,Yes
2024-11-22,Rainy,302,7294.92,No
2024-11-23,Cloudy,459,8061.87,No
2024-11-24,Rainy,160,5057.6,No
2024-11-25,Cloudy,417,11262.11,No
2024-11-26,Sunny,575,16895.26,No
2024-11-27,Sunny,645,11735.56,No
2024-11-28,Cloudy,338,3473.57,No
2024-11-29,Rainy,103,2066.22,No
2024-11-30,Cloudy,791,12524.7,Yes
2024-12-01,Cloudy,468,10625.07,No
2024-12-02,Sunny,901,15828.16,Yes
2024-12-03,Sunny,576,12902.4,No
2024-12-04,Sunny,588,8735.89,No
2024-12-05,Sunny,606,8135.05,No
2024-12-06,Sunny,854,18036.3,Yes
2024-12-07,Cloudy,432,7975.57,No
2024-12-08,Sunny,591,11624.86,No
2024-12-09,Sunny,883,17422.2,Yes
2024-12-10,Sunny,628,9869.11,No
2024-12-11,Sunny,661,8717.98,No
2024-12-12,Sunny,610,15863.77,No
2024-12-13,Rainy,251,5443.35,No
2024-12-14,Sunny,597,15062.46,No
2024-12-15,Sunny,640,7486.09,No
2024-12-16,Rainy,73,1168.88,No
2024-12-17,Cloudy,457,12759.89,No
2024-12-18,Sunny,578,10587.09,No
2024-12-19,Sunny,644,9619.76,No
2024-12-20,Sunny,647,14921.08,No
2024-12-21,Sunny,556,9200.86,No
2024-12-22,Cloudy,795,12390.07,Yes
2024-12-23,Sunny,916,20616.28,Yes
2024-12-24,Cloudy,465,11536.4,No
2024-12-25,Rainy,253,7214.15,No
2024-12-26,Rainy,230,5872.68,No
2024-12-27,Cloudy,485,7780.66,No
2024-12-28,Sunny,904,14554.88,Yes
2024-12-29,Cloudy,364,2810.54,No
2024-12-30,Cloudy,477,13355.39,No
2024-12-31,Cloudy,533,8618.12,No
2025-01-01,Sunny,852,17173.81,Yes
2025-01-02,Sunny,968,14643.18,Yes
2025-01-03,Rainy,213,6349.59,No
2025-01-04,Sunny,530,13310.63,No
2025-01-05,Cloudy,440,9696.35,No
2025-01-06,Sunny,612,13019.24,No
2025-01-07,Sunny,855,12363.89,Yes
2025-01-08,Sunny,551,8891.12,No
2025-01-09,Rainy,214,3713.87,No
2025-01-10,Sunny,880,14746.91,Yes
2025-01-11,Cloudy,722,13303.46,Yes
2025-01-12,Cloudy,703,15912.05,Yes
2025-01-13,Sunny,641,9879.02,No
2025-01-14,Sunny,990,11946.39,Yes
2025-01-15,Cloudy,513,12405.0,No
2025-01-16,Sunny,876,20803.65,Yes
2025-01-17,Rainy,197,4191.75,No
2025-01-18,Sunny,626,16561.29,No
2025-01-19,Cloudy,461,7741.72,No
2025-01-20,Sunny,590,12152.01,No
2025-01-21,Sunny,618,7666.84,No
2025-01-22,Cloudy,504,11544.71,No
2025-01-23,Sunny,605,12176.26,No
2025-01-24,Sunny,641,13846.25,No
2025-01-25,Sunny,522,11195.24,No
2025-01-26,Sunny,595,,No
2025-01-27,Sunny,631,12109.56,No
2025-01-28,Sunny,596,16017.67,No
2025-01-29,Cloudy,418,9659.22,No
2025-01-30,Rainy,185,5395.25,No
2025-01-31,Cloudy,865,15448.92,Yes
2025-02-01,Rainy,189,4483.38,No
2025-02-02,Snowy,368,5319.87,Yes
2025-02-03,Rainy,171,2784.18,No
2025-02-04,Sunny,588,13781.34,No
2025-02-05,Snowy,256,7119.03,No
2025-02-06,Sunny,589,16190.44,No
2025-02-07,Rainy,280,3203.97,No
2025-02-08,Sunny,674,9779.04,No
2025-02-09,Cloudy,445,6443.08,No
2025-02-10,Snowy,208,5581.51,No
2025-02-11,Rainy,285,5538.31,No
2025-02-12,Sunny,544,8243.7,No
2025-02-13,Cloudy,405,9261.35,No
2025-02-14,Rainy,112,-634.08,No
2025-02-15,Sunny,528,12303.69,No
2025-02-16,Cloudy,547,7091.5,No
2025-02-17,Sunny,586,13380.89,No
2025-02-18,Sunny,618,16839.72,No
2025-02-19,Sunny,632,16676.8,No
2025-02-20,Rainy,158,2908.47,No
2025-02-21,Sunny,663,9552.73,No
2025-02-22,Snowy,136,3084.24,No
2025-02-23,Sunny,929,19747.54,Yes
2025-02-24,Sunny,598,13460.26,No
2025-02-25,Sunny,559,,No
2025-02-26,Cloudy,686,10792.92,Yes
2025-02-27,Sunny,589,9452.53,No
2025-02-28,Cloudy,889,10717.23,Yes
2025-03-01,Sunny,641,11705.8,No
2025-03-02,Sunny,572,16478.5,No
2025-03-03,Sunny,616,10698.75,No
2025-03-04,Sunny,578,15607.67,No
2025-03-05,Cloudy,461,9622.05,No
2025-03-06,Sunny,595,8020.55,No
2025-03-07,Cloudy,672,9764.59,Yes
2025-03-08,Cloudy,766,16572.18,Yes
2025-03-09,Rainy,248,3531.77,No
2025-03-10,Cloudy,736,9786.81,Yes
2025-03-11,Sunny,634,16996.64,No
2025-03-12,Sunny,643,15644.35,No
2025-03-13,Sunny,627,,No
2025-03-14,Sunny,570,11836.06,No
2025-03-15,Sunny,685,17220.64,No
2025-03-16,Sunny,613,8546.71,No
2025-03-17,Sunny,547,10376.46,No
2025-03-18,Sunny,851,20485.59,Yes
2025-03-19,Cloudy,453,5641.16,No
2025-03-20,Sunny,584,,No
2025-03-21,Cloudy,694,16583.69,Yes
2025-03-22,Sunny,520,13692.68,No
2025-03-23,Sunny,577,14815.88,No
2025-03-24,Sunny,628,,No
2025-03-25,Sunny,615,17444.19,No
2025-03-26,Snowy,204,4659.68,No
2025-03-27,Sunny,864,13453.9,Yes
2025-03-28,Cloudy,463,10758.29,No
2025-03-29,Sunny,624,14764.85,No
2025-03-30,Sunny,652,15483.14,No
2025-03-31,Cloudy,506,10986.71,No
2025-04-01,Rainy,490,8222.18,Yes
2025-04-02,Sunny,563,16156.46,No
2025-04-03,Rainy,190,3378.45,No
2025-04-04,Cloudy,776,12774.54,Yes
2025-04-05,Sunny,640,16475.92,No
2025-04-06,Sunny,598,11355.87,No
2025-04-07,Cloudy,456,8842.79,No
2025-04-08,Cloudy,400,7923.07,No
2025-04-09,Sunny,860,13651.03,Yes
2025-04-10,Rainy,244,4990.07,No
2025-04-11,Snowy,212,5871.62,No
2025-04-12,Rainy,155,3276.19,No
2025-04-13,Sunny,629,11974.76,No
2025-04-14,Sunny,586,8010.38,No
2025-04-15,Sunny,1019,20348.47,Yes
2025-04-16,Rainy,131,1147.12,No
2025-04-17,Cloudy,663,12658.83,Yes
2025-04-18,Sunny,647,7484.16,No
2025-04-19,Cloudy,310,4527.93,No
2025-04-20,Snowy,288,6056.44,No
2025-04-21,Sunny,623,12872.63,No
2025-04-22,Sunny,594,7453.17,No
2025-04-23,Cloudy,373,10016.65,No
2025-04-24,Cloudy,442,8845.66,No
2025-04-25,Sunny,518,8644.71,No
2025-04-26,Sunny,605,8015.82,No
2025-04-27,Sunny,600,8282.03,No
2025-04-28,Sunny,539,13798.74,No
2025-04-29,Sunny,649,17656.95,No
2025-04-30,Cloudy,573,12017.69,No
2025-05-01,Cloudy,444,6153.01,No
2025-05-02,Sunny,924,17464.55,Yes
2025-05-03,Sunny,617,16381.56,No
2025-05-04,Sunny,523,14113.84,No
2025-05-05,Cloudy,442,11259.82,No
2025-05-06,Snowy,217,3880.96,No
2025-05-07,Rainy,282,2141.08,No
2025-05-08,Cloudy,451,12186.01,No
2025-05-09,Sunny,580,12820.85,No
2025-05-10,Rainy,192,4151.02,No
2025-05-11,Snowy,215,3569.24,No
2025-05-12,Sunny,586,11419.15,No
2025-05-13,Rainy,265,5248.31,No
2025-05-14,Sunny,631,9799.27,No
2025-05-15,Sunny,596,13673.68,No
2025-05-16,Sunny,636,14838.69,No
2025-05-17,Sunny,579,10584.47,No
2025-05-18,Cloudy,489,6741.31,No
2025-05-19,Cloudy,430,6006.59,No
2025-05-20,Snowy,500,8735.99,Yes
2025-05-21,Sunny,600,8418.5,No
2025-05-22,Cloudy,518,11653.7,No
2025-05-23,Cloudy,430,7532.21,No
2025-05-24,Cloudy,501,13488.72,No
2025-05-25,Sunny,608,16468.26,No
2025-05-26,Cloudy,452,8118.58,No
2025-05-27,Sunny,679,18214.43,No
2025-05-28,Rainy,128,1755.4,No
2025-05-29,Sunny,875,15729.7,Yes
2025-05-30,Sunny,582,10589.73,No
2025-05-31,Sunny,683,19742.37,No
2025-06-01,Snowy,264,4068.24,No
2025-06-02,Rainy,125,1106.0,No
2025-06-03,Sunny,649,17308.35,No
2025-06-04,Rainy,89,1565.59,No
2025-06-05,Rainy,237,2122.9,No
2025-06-06,Cloudy,409,4394.26,No
2025-06-07,Sunny,612,9393.94,No
2025-06-08,Cloudy,396,11256.78,No
2025-06-09,Sunny,618,15812.19,No
2025-06-10,Rainy,171,1343.08,No
2025-06-11,Cloudy,421,9826.87,No
2025-06-12,Cloudy,401,6183.86,No
2025-06-13,Cloudy,481,9947.62,No
2025-06-14,Cloudy,403,9306.98,No
2025-06-15,Sunny,545,8092.69,No
2025-06-16,Cloudy,394,7618.09,No
2025-06-17,Cloudy,737,9439.86,Yes
2025-06-18,Sunny,533,13689.72,No
2025-06-19,Sunny,606,15449.39,No
2025-06-20,Sunny,935,17014.06,Yes
2025-06-21,Cloudy,495,13976.8,No
2025-06-22,Sunny,542,10303.18,No
2025-06-23,Sunny,940,8483.5,Yes
2025-06-24,Sunny,628,9571.97,No
2025-06-25,Snowy,260,4229.39,No
2025-06-26,Sunny,867,19246.16,Yes
2025-06-27,Cloudy,526,9921.43,No
2025-06-28,Rainy,186,2252.37,No
2025-06-29,Sunny,652,11704.43,No
2025-06-30,Snowy,205,,No
2025-07-01,Cloudy,749,13330.29,Yes
2025-07-02,Sunny,616,8611.77,No
2025-07-03,Sunny,590,11589.46,No
2025-07-04,Sunny,552,12999.49,No
2025-07-05,Cloudy,680,6168.28,Yes
2025-07-06,Sunny,879,17679.38,Yes
2025-07-07,Cloudy,519,8404.06,No
2025-07-08,Sunny,602,12930.42,No
2025-07-09,Sunny,549,10441.95,No
2025-07-10,Sunny,605,9405.13,No
2025-07-11,Sunny,490,5521.29,No
2025-07-12,Sunny,566,13519.76,No
2025-07-13,Sunny,563,12380.85,No
2025-07-14,Sunny,640,14258.9,No
2025-07-15,Cloudy,743,8334.33,Yes
2025-07-16,Rainy,209,5390.16,No
2025-07-17,Cloudy,697,11463.88,Yes
2025-07-18,Cloudy,493,11891.99,No
2025-07-19,Sunny,568,13913.77,No
2025-07-20,Sunny,902,19762.71,Yes
2025-07-21,Sunny,850,15416.06,Yes
2025-07-22,Rainy,154,2989.7,No
2025-07-23,Rainy,257,4506.62,No
2025-07-24,Rainy,245,2738.53,No
2025-07-25,Sunny,876,20601.93,Yes
2025-07-26,Cloudy,681,15313.88,Yes
2025-07-27,Sunny,907,18617.18,Yes
2025-07-28,Sunny,598,9242.82,No
2025-07-29,Sunny,637,10246.7,No
2025-07-30,Cloudy,708,8033.02,Yes
2025-07-31,Sunny,557,14016.37,No
2025-08-01,Cloudy,452,8562.24,No
2025-08-02,Rainy,269,4037.28,No
2025-08-03,Sunny,587,12081.97,No
2025-08-04,Cloudy,479,8712.23,No
2025-08-05,Sunny,639,15714.19,No
2025-08-06,Sunny,601,10729.94,No
2025-08-07,Cloudy,394,10249.96,No
2025-08-08,Sunny,907,13666.33,Yes
2025-08-09,Sunny,506,11272.56,No
2025-08-10,Cloudy,753,9878.78,Yes
2025-08-11,Sunny,648,15086.04,No
2025-08-12,Sunny,599,8598.13,No
2025-08-13,Sunny,588,12817.25,No
2025-08-14,Cloudy,436,6771.77,No
2025-08-15,Sunny,602,8749.34,No
2025-08-16,Cloudy,476,8437.48,No
2025-08-17,Sunny,539,10457.15,No
2025-08-18,Sunny,537,10141.56,No
2025-08-19,Cloudy,497,13147.46,No
2025-08-20,Cloudy,467,9008.09,No
2025-08-21,Cloudy,463,6874.06,No
2025-08-22,Sunny,632,16338.1,No
2025-08-23,Sunny,659,15673.69,No
2025-08-24,Sunny,626,12162.35,No
2025-08-25,Sunny,627,12465.9,No
2025-08-26,Cloudy,416,7153.94,No
2025-08-27,Cloudy,464,9075.3,No
2025-08-28,Cloudy,482,7902.72,No
2025-08-29,Sunny,891,10276.25,Yes
2025-08-30,Sunny,604,16138.15,No
2025-08-31,Sunny,648,15041.27,No
2025-09-01,Rainy,481,4845.22,Yes
2025-09-02,Sunny,549,14575.49,No
2025-09-03,Sunny,939,17909.0,Yes
2025-09-04,Sunny,544,11770.41,No
2025-09-05,Sunny,856,13604.28,Yes
2025-09-06,Sunny,968,13218.89,Yes
2025-09-07,Rainy,226,5384.94,No
2025-09-08,Sunny,600,13743.36,No
2025-09-09,Sunny,554,12146.88,No
2025-09-10,Sunny,670,11612.6,No
2025-09-11,Sunny,906,9947.75,Yes
2025-09-12,Cloudy,681,8096.11,Yes
2025-09-13,Sunny,638,16873.61,No
2025-09-14,Sunny,870,11197.2,Yes
2025-09-15,Cloudy,437,9018.88,No
2025-09-16,Sunny,657,9673.32,No
2025-09-17,Sunny,476,9902.62,No
2025-09-18,Sunny,547,9897.65,No
2025-09-19,Sunny,933,14834.68,Yes
2025-09-20,Snowy,189,4795.56,No
2025-09-21,Cloudy,401,9044.58,No
2025-09-22,Sunny,596,14232.83,No
2025-09-23,Sunny,613,9486.7,No
2025-09-24,Sunny,568,12944.36,No
2025-09-25,Sunny,645,18080.87,No
2025-09-26,Cloudy,420,12962.27,No
