PropertyID,Bedrooms,SquareFootage,CityDistance_KM,PetFriendly,RentalPrice
680752,1,452,18.7,Yes,822.95
680753,1,410,18.66,No,500.0
680754,2,804,29.55,Yes,529.98
680755,1,455,17.79,No,500.0
680756,4,1923,8.87,Yes,2868.01
680757,1,573,8.84,No,632.5
680758,1,474,24.74,Yes,500.0
680759,1,630,9.71,Yes,806.53
680760,2,1079,7.84,Yes,1468.09
680761,2,1154,2.85,No,1662.6
680762,3,1370,23.96,Yes,1570.13
680763,1,364,8.88,No,503.53
680764,4,2179,29.98,No,2673.93
680765,1,546,11.91,Yes,500.0
680766,2,1131,18.94,No,1190.01
680767,1,594,9.01,Yes,982.83
680768,1,250,29.39,Yes,500.0
680769,1,398,3.82,No,500.0
680770,1,389,20.01,No,500.0
680771,1,365,1.32,No,500.0
680772,2,647,5.09,No,766.15
680773,1,329,20.03,No,500.0
680774,3,1633,1.91,No,2601.27
680775,2,976,25.93,Yes,875.64
680776,1,608,6.86,No,500.0
680777,3,1407,3.63,Yes,2115.84
680778,3,1098,7.14,Yes,1502.92
680779,4,2232,8.03,Yes,3299.54
680780,1,366,23.88,Yes,500.0
680781,1,637,4.44,Yes,1144.32
680782,2,1068,7.98,Yes,1431.91
680783,1,380,18.62,No,500.0
680784,1,429,3.1,No,500.0
680785,3,1197,10.05,Yes,1653.93
680786,3,1707,12.49,No,1999.46
680787,4,2119,8.74,No,2979.27
680788,2,848,23.42,No,500.0
680789,1,501,8.31,No,500.0
680790,1,502,0.62,No,762.12
680791,1,423,23.93,Yes,500.0
680792,1,365,25.77,No,500.0
680793,2,695,12.99,No,500.0
680794,3,1163,23.83,Yes,1463.87
680795,1,641,10.48,Yes,548.04
680796,2,929,13.14,Yes,1200.0
680797,3,1453,8.55,No,1890.36
680798,3,1567,25.19,No,1471.34
680799,1,519,8.02,No,500.0
680800,1,578,24.16,Yes,500.0
680801,2,841,24.78,No,636.0
680802,1,391,7.47,No,500.0
680803,4,2001,18.14,No,2695.77
680804,3,1542,5.09,Yes,2345.72
680805,2,1084,13.91,No,1324.22
680806,2,1255,10.56,Yes,1878.37
680807,1,427,21.68,No,500.0
680808,1,287,26.14,No,500.0
680809,2,794,4.68,Yes,1626.4
680810,1,543,15.11,No,500.0
680811,3,1705,17.16,No,2295.95
680812,1,579,24.02,Yes,500.0
680813,1,493,17.67,Yes,500.0
680814,2,1009,19.52,Yes,1387.69
680815,3,1509,21.5,No,1540.08
680816,1,410,7.46,No,500.0
680817,3,1680,21.75,Yes,1839.67
680818,3,1116,5.43,Yes,1425.57
680819,2,1096,3.37,Yes,1927.03
680820,1,556,20.52,Yes,500.0
680821,2,971,15.36,Yes,1225.76
680822,1,328,21.9,No,500.0
680823,2,668,7.19,No,825.15
680824,2,862,1.65,Yes,
680825,2,879,2.61,Yes,1233.04
680826,3,1499,0.61,Yes,2285.89
680827,1,514,9.4,No,569.94
680828,2,901,23.52,No,500.0
680829,2,776,6.12,No,1134.09
680830,4,1912,6.7,Yes,2960.89
680831,3,1235,22.9,Yes,1653.1
680832,2,899,4.97,Yes,1268.82
680833,2,736,8.76,No,918.19
680834,3,1418,27.63,No,1629.59
680835,1,431,13.57,No,500.0
680836,2,1160,18.97,No,1444.74
680837,1,441,15.26,Yes,500.0
680838,2,976,22.48,Yes,1023.25
680839,1,409,14.29,No,500.0
680840,1,612,26.85,Yes,500.0
680841,1,520,16.74,Yes,500.0
680842,3,1510,28.74,No,1561.66
680843,1,529,1.33,No,732.37
680844,1,445,8.05,Yes,501.08
680845,3,1614,21.47,Yes,2219.83
680846,2,891,28.54,No,500.0
680847,2,885,10.3,No,703.63
680848,1,422,9.98,No,507.79
680849,1,565,10.07,Yes,1078.12
680850,1,423,8.93,Yes,500.0
680851,3,1511,3.3,Yes,
680852,1,544,3.53,Yes,610.16
680853,2,739,21.16,No,633.32
680854,1,570,27.14,Yes,500.0
680855,1,532,1.52,No,749.86
680856,3,1477,1.05,No,2029.08
680857,2,1097,1.27,Yes,1609.52
680858,2,1013,14.95,No,1433.38
680859,3,1375,16.79,No,1463.32
680860,3,1568,13.82,Yes,2153.41
680861,1,439,1.22,Yes,500.0
680862,2,771,16.45,No,886.22
680863,3,1238,0.71,Yes,1866.76
680864,1,515,28.16,No,500.0
680865,2,812,8.67,No,867.84
680866,3,1224,4.86,Yes,1922.69
680867,2,910,12.15,No,925.02
680868,1,471,16.72,No,500.0
680869,2,865,24.78,No,626.96
680870,2,840,5.83,No,1085.06
680871,2,893,2.84,No,1245.27
680872,2,1203,9.73,Yes,1331.48
680873,2,847,13.13,Yes,1013.62
680874,4,1561,25.09,No,1627.31
680875,2,732,25.79,No,546.69
680876,2,764,6.91,No,1261.83
680877,1,354,5.27,No,537.1
680878,1,426,28.08,No,500.0
680879,1,634,25.68,Yes,500.0
680880,1,606,25.12,No,500.0
680881,1,396,18.19,No,500.0
680882,4,2245,7.7,Yes,3481.44
680883,2,786,19.99,No,793.37
680884,1,262,9.84,Yes,500.0
680885,2,1063,29.02,No,894.56
680886,1,432,1.53,Yes,583.95
680887,3,1807,7.9,No,2438.64
680888,1,477,6.99,No,500.0
680889,2,1032,18.33,Yes,1235.85
680890,1,468,9.87,No,500.0
680891,1,496,18.92,No,500.0
680892,3,1266,8.52,No,1866.32
680893,1,583,23.31,Yes,500.0
680894,2,1080,25.32,No,991.01
680895,1,531,5.32,No,805.34
680896,3,1097,21.26,Yes,1456.5
680897,2,891,28.05,No,1026.85
680898,4,1382,23.11,No,1924.56
680899,3,1675,20.79,No,1855.01
680900,1,339,10.03,Yes,500.0
680901,1,682,18.04,Yes,659.35
680902,2,719,5.51,No,778.25
680903,2,779,15.53,No,1235.12
680904,2,1170,20.98,Yes,1500.21
680905,4,1986,1.01,No,3040.95
680906,2,1108,19.42,No,1175.54
680907,3,1255,15.73,No,1359.3
680908,3,1309,12.3,No,1359.43
680909,1,382,8.85,No,500.0
680910,2,1104,25.72,No,
680911,1,367,3.46,No,711.04
680912,2,1166,24.7,No,1321.88
680913,1,451,27.06,No,500.0
680914,1,502,27.95,No,500.0
680915,2,735,5.81,No,904.61
680916,1,504,9.79,No,625.01
680917,4,1945,24.92,Yes,2195.41
680918,2,981,29.01,No,500.0
680919,2,854,16.06,No,852.53
680920,2,772,12.82,Yes,1266.15
680921,1,597,19.05,No,500.0
680922,1,481,7.08,Yes,641.98
680923,2,742,11.71,Yes,553.02
680924,3,1359,1.79,No,1943.18
680925,3,1160,8.61,No,1519.21
680926,2,862,8.44,No,1050.44
680927,3,1673,19.46,Yes,2053.27
680928,2,1209,17.81,No,1410.33
680929,3,1115,23.22,No,1200.12
680930,1,406,28.57,No,500.0
680931,2,666,25.9,Yes,500.0
680932,2,824,15.85,No,1218.29
680933,1,561,28.96,No,500.0
680934,2,891,14.11,No,956.78
680935,3,1130,0.73,No,1610.4
680936,1,582,28.76,No,500.0
680937,1,353,18.98,Yes,500.0
680938,1,577,14.49,No,500.0
680939,2,949,21.71,Yes,880.79
680940,4,1960,20.98,No,2617.01
680941,2,904,8.74,Yes,1264.92
680942,2,1085,16.32,No,981.05
680943,2,1074,8.75,No,1689.62
680944,1,516,8.55,Yes,651.22
680945,2,868,15.04,No,875.58
680946,2,710,5.05,No,1132.5
680947,1,569,15.81,Yes,667.16
680948,2,726,15.17,No,500.0
680949,1,445,4.39,Yes,506.52
680950,2,768,20.76,Yes,589.09
680951,3,1294,6.98,No,1678.52
680952,2,747,21.28,Yes,500.0
680953,2,737,20.17,No,637.18
680954,2,639,25.37,Yes,500.0
680955,4,1707,9.03,No,2328.39
680956,3,985,14.85,No,1223.41
680957,3,1314,17.52,Yes,1739.63
680958,1,567,0.94,Yes,919.71
680959,3,1371,5.72,No,2091.61
680960,1,557,6.94,No,512.7
680961,2,913,16.18,Yes,891.33
680962,1,497,17.43,No,500.0
680963,1,470,25.82,Yes,500.0
680964,4,1857,21.77,No,2604.75
680965,1,624,23.67,No,534.94
680966,1,350,9.06,Yes,500.0
680967,1,396,2.78,No,550.88
680968,1,330,5.0,No,565.9
680969,1,436,9.02,Yes,719.08
680970,1,401,3.96,Yes,708.71
680971,4,1940,8.75,No,2699.59
680972,4,1729,7.82,No,2396.01
680973,1,394,5.92,Yes,500.0
680974,1,338,6.13,Yes,500.0
680975,2,869,14.41,No,848.54
680976,1,344,7.56,No,500.0
680977,1,563,2.84,No,1153.54
680978,3,1464,28.99,Yes,1765.25
680979,1,430,27.2,Yes,500.0
680980,3,1152,2.93,No,1761.9
680981,2,1099,2.42,Yes,1434.38
680982,1,361,4.79,No,500.0
680983,3,1478,6.94,No,2070.88
680984,4,1738,18.84,Yes,2180.29
680985,1,546,9.35,No,564.82
680986,2,974,4.07,Yes,1272.29
680987,2,929,28.26,No,711.99
680988,2,888,8.97,No,1085.87
680989,2,919,16.61,No,571.16
680990,4,1653,19.68,No,1586.25
680991,3,1368,16.23,Yes,1894.5
680992,2,1073,7.86,No,1430.2
680993,1,304,16.95,No,500.0
680994,3,1723,22.6,No,1966.98
680995,3,1232,1.27,No,1616.24
680996,1,352,12.99,Yes,500.0
680997,1,604,3.81,No,1030.12
680998,3,1712,26.43,Yes,2139.79
680999,3,1114,18.35,No,1400.66
681000,1,631,18.38,No,500.0
