EmployeeID,MeetingHours_Weekly,RemoteDaysCount,SelfReportedStress,TaskCompletionRate_Percent,PerformanceGrade
1410580,16.9,114.1,79.9,61.9,124.9
1410581,14.5,98.0,100.5,35.9,84.0
1410582,21.1,133.1,76.3,40.4,73.8
1410583,35.8,89.7,72.6,66.7,98.8
1410584,7.4,86.1,91.4,44.8,135.0
1410585,31.5,123.2,120.9,80.7,131.4
1410586,36.9,131.7,75.9,50.2,118.6
1410587,33.3,90.4,77.4,36.9,73.4
1410588,8.0,79.1,90.5,21.0,146.1
1410589,40.9,81.9,145.7,36.0,119.7
1410590,5.1,46.8,139.6,49.0,92.9
1410591,36.3,46.7,47.1,60.4,37.9
1410592,20.5,86.2,95.4,50.9,79.6
1410593,35.4,103.1,82.9,42.3,116.0
1410594,24.1,94.0,80.7,32.6,79.7
1410595,34.6,72.6,104.6,59.9,129.5
1410596,8.7,75.1,136.4,38.4,128.4
1410597,6.0,86.0,99.6,33.6,99.4
1410598,12.4,99.6,121.1,60.7,102.5
1410599,38.5,70.8,112.6,56.3,57.8
1410600,18.6,73.4,120.8,57.4,111.6
1410601,7.8,102.1,70.6,44.7,119.9
1410602,8.1,107.7,107.9,25.3,72.4
1410603,40.2,120.9,111.7,29.1,125.5
1410604,9.9,85.4,102.6,46.1,59.7
1410605,40.9,32.5,101.8,54.6,98.9
1410606,10.6,26.3,114.1,48.8,90.1
1410607,20.5,95.8,111.1,30.8,111.9
1410608,35.9,138.4,66.6,48.9,110.1
1410609,11.8,101.3,84.5,27.3,76.3
1410610,23.9,102.7,121.1,39.3,130.8
1410611,41.1,66.6,107.1,31.7,145.5
1410612,29.8,95.9,159.8,53.8,86.0
1410613,38.1,106.4,99.5,59.2,47.3
1410614,22.5,115.0,117.9,41.3,82.1
1410615,43.0,67.8,73.9,31.5,127.5
1410616,10.2,113.0,96.7,49.3,128.3
1410617,13.2,72.9,71.2,64.1,124.7
1410618,9.7,122.5,96.0,39.0,64.5
1410619,26.8,95.5,63.1,30.9,52.8
1410620,37.8,121.0,99.1,46.4,81.9
1410621,43.5,100.2,82.9,28.1,143.5
1410622,7.0,72.1,96.5,54.9,114.7
1410623,11.1,81.5,118.7,45.0,104.6
1410624,30.0,43.1,107.3,8.9,80.6
1410625,11.2,113.1,90.9,45.9,105.4
1410626,15.3,112.8,82.7,26.2,115.0
1410627,39.3,104.9,59.9,47.7,91.9
1410628,36.7,106.5,82.1,58.7,134.7
1410629,23.6,113.0,90.7,43.6,84.4
1410630,9.0,129.0,90.8,25.1,110.8
1410631,34.2,106.1,110.1,35.3,81.5
1410632,23.5,81.8,64.3,56.6,77.3
1410633,14.7,129.5,108.5,44.1,96.7
1410634,5.5,111.7,141.1,31.3,137.0
1410635,42.7,104.8,124.9,40.5,83.8
1410636,33.4,132.7,105.9,57.9,117.9
1410637,7.7,108.7,121.8,55.3,110.5
1410638,43.0,84.7,87.6,33.0,98.3
1410639,20.4,71.3,90.4,26.3,67.6
1410640,29.5,93.0,34.7,40.4,123.4
1410641,44.1,170.9,98.1,46.6,124.7
1410642,8.2,117.0,115.0,17.7,127.9
1410643,13.4,133.9,102.6,37.2,86.9
1410644,6.3,91.3,81.2,35.4,75.7
1410645,19.7,123.0,105.9,38.1,86.0
1410646,7.2,100.0,81.9,37.7,91.4
1410647,25.3,104.9,52.3,42.8,119.6
1410648,29.8,95.5,95.9,39.5,101.2
1410649,42.9,120.6,101.0,51.7,106.9
1410650,17.7,138.2,97.7,32.7,76.8
1410651,12.9,113.2,99.4,51.6,86.7
1410652,28.9,92.4,136.7,50.6,83.0
1410653,17.5,91.8,127.9,33.9,117.1
1410654,38.7,78.5,81.8,48.8,140.5
1410655,12.5,100.9,114.4,32.7,105.7
1410656,37.1,111.7,134.8,51.0,96.0
1410657,22.8,104.3,117.2,66.2,99.6
1410658,8.4,75.6,86.7,45.3,67.5
1410659,37.2,102.0,90.7,49.8,89.9
1410660,40.8,72.3,117.1,39.5,99.8
1410661,17.9,95.0,100.5,25.0,137.6
1410662,26.0,83.8,117.8,33.7,73.2
1410663,20.3,94.2,83.2,63.9,114.4
1410664,12.0,83.6,107.1,51.9,49.5
1410665,8.7,82.6,78.9,30.2,99.1
1410666,6.1,63.7,118.6,70.9,87.5
1410667,39.6,127.3,77.5,41.8,91.6
1410668,23.2,88.8,125.5,57.4,122.8
1410669,28.6,71.4,113.3,45.4,150.3
1410670,9.8,82.9,98.2,29.9,59.6
1410671,31.0,149.7,142.0,60.1,121.8
1410672,43.5,103.3,151.2,57.2,126.5
1410673,33.9,91.7,71.9,45.8,111.7
1410674,32.5,90.4,100.5,58.2,98.3
1410675,17.3,119.0,79.5,21.8,96.9
1410676,10.2,146.1,77.9,36.5,77.3
1410677,16.8,101.0,87.2,50.6,106.7
1410678,39.9,84.3,83.9,66.2,120.9
1410679,15.6,71.0,54.4,65.2,131.2
1410680,21.5,133.1,129.6,56.1,121.3
1410681,22.7,108.0,97.8,27.4,95.4
1410682,26.3,163.4,104.8,37.5,100.0
1410683,8.8,109.9,116.7,21.6,106.4
1410684,17.2,116.9,106.3,44.0,142.7
1410685,20.1,103.0,105.7,67.6,114.6
1410686,21.7,130.7,85.2,36.2,104.2
1410687,42.9,91.4,115.6,31.0,142.5
1410688,24.3,133.7,144.7,53.7,102.6
1410689,27.1,106.2,112.7,39.9,75.9
1410690,18.9,114.8,122.3,51.3,156.1
1410691,22.9,135.2,122.7,84.0,132.6
1410692,30.1,119.7,111.8,43.7,104.4
1410693,34.1,89.6,117.3,50.3,84.9
1410694,7.0,136.1,103.2,57.4,75.7
1410695,16.0,101.6,129.1,42.1,94.2
1410696,6.6,98.1,110.9,38.8,75.6
1410697,15.1,100.0,122.7,40.6,72.9
1410698,26.3,95.3,165.2,39.6,125.8
1410699,34.4,136.2,128.1,63.8,91.5
1410700,8.2,91.5,106.8,62.8,101.4
1410701,12.0,106.8,107.3,39.8,101.3
1410702,19.2,90.1,92.1,61.5,86.8
1410703,19.1,97.6,86.6,36.7,94.9
1410704,27.5,79.2,152.0,57.9,86.8
1410705,8.9,88.2,126.3,53.3,90.7
1410706,31.4,116.4,83.3,23.2,82.9
1410707,42.2,79.5,111.2,41.2,69.5
1410708,32.8,120.0,90.7,56.9,113.0
1410709,19.8,108.1,55.9,34.4,105.6
1410710,5.5,69.1,69.2,53.1,140.3
1410711,35.5,102.5,121.7,49.6,151.0
1410712,33.5,96.5,90.8,42.7,78.9
1410713,41.4,165.1,99.5,44.3,142.6
1410714,9.9,76.0,81.3,73.0,113.8
1410715,34.0,98.8,105.8,63.4,136.7
1410716,19.0,133.2,77.2,15.8,115.1
1410717,31.9,83.9,53.9,36.1,102.3
1410718,33.2,113.1,122.6,37.2,99.8
1410719,31.3,80.7,127.2,65.7,96.0
1410720,21.9,76.1,116.3,24.6,94.2
1410721,23.2,109.1,50.8,43.4,119.2
1410722,10.4,90.0,143.7,51.4,107.0
1410723,33.1,146.2,114.5,55.9,136.3
1410724,24.0,83.6,102.3,63.8,57.8
1410725,29.6,121.7,115.1,57.5,124.9
1410726,34.4,71.3,144.4,56.2,146.9
1410727,26.7,101.0,38.7,47.5,93.7
1410728,7.1,136.1,98.1,65.8,90.8
1410729,35.2,54.5,102.0,50.9,130.8
1410730,31.3,59.3,92.7,45.4,117.8
1410731,5.5,119.2,93.9,45.3,112.9
1410732,44.8,87.3,121.3,24.3,101.4
1410733,14.1,131.3,116.6,54.4,122.7
1410734,26.7,110.2,100.5,16.2,102.1
1410735,15.1,46.3,99.3,47.3,83.6
1410736,8.2,121.0,82.4,53.0,89.9
1410737,15.7,87.5,88.5,38.4,137.0
1410738,8.0,44.3,102.1,26.1,86.8
1410739,39.9,83.9,41.8,44.1,100.4
1410740,20.6,108.8,64.8,48.9,113.9
1410741,42.5,108.6,127.9,25.1,126.0
1410742,37.3,115.1,88.3,42.6,130.0
1410743,20.3,142.6,83.6,46.4,135.0
1410744,44.1,89.3,136.8,52.9,76.3
1410745,40.8,80.7,131.7,54.8,102.4
1410746,38.5,154.1,121.4,35.3,139.4
1410747,20.6,139.8,134.6,29.7,48.4
1410748,32.5,82.8,93.9,56.1,149.1
1410749,39.2,92.1,69.2,43.1,140.6
1410750,31.7,150.3,62.7,61.4,96.6
1410751,44.5,102.2,92.0,6.9,92.7
1410752,7.5,84.3,118.4,41.7,114.1
1410753,39.9,87.6,93.3,36.8,115.8
1410754,9.9,141.2,87.8,42.8,91.1
1410755,31.8,91.3,100.4,57.8,92.6
1410756,32.9,74.8,92.5,25.1,70.0
1410757,12.9,57.4,82.7,61.6,123.5
1410758,40.8,129.1,104.4,44.2,108.2
1410759,36.7,96.2,112.1,38.2,92.3
1410760,13.9,92.4,101.6,48.5,42.3
1410761,37.9,93.9,110.0,72.9,122.5
1410762,37.6,141.0,92.7,53.0,80.7
1410763,40.7,92.9,121.7,54.2,20.1
1410764,38.0,120.0,103.6,41.9,39.2
1410765,16.7,91.0,145.4,57.2,85.1
1410766,14.5,122.6,100.5,48.3,109.5
1410767,29.7,99.1,152.3,42.0,68.4
1410768,39.0,95.9,90.1,64.8,108.1
1410769,24.3,118.4,100.4,36.9,71.3
1410770,12.4,88.7,102.1,23.3,88.2
1410771,41.4,77.6,156.2,54.2,139.5
1410772,12.3,135.3,92.0,50.0,106.3
1410773,18.4,91.9,98.0,43.0,39.9
1410774,25.5,96.0,62.1,59.4,84.7
1410775,15.9,106.2,72.0,63.7,73.0
1410776,15.6,105.5,94.1,30.0,86.5
1410777,20.6,118.8,135.7,53.8,72.9
1410778,32.8,109.0,96.7,39.2,82.9
1410779,22.9,126.9,73.3,55.2,71.0
1410780,28.1,68.8,108.9,17.7,71.0
1410781,41.8,87.8,113.2,53.7,110.9
1410782,20.0,71.0,141.9,15.8,58.7
1410783,41.8,106.7,150.7,48.9,77.7
1410784,44.2,67.7,111.0,33.0,80.9
1410785,5.4,93.7,113.4,47.2,97.5
1410786,41.5,103.0,78.9,76.5,153.7
1410787,9.2,99.9,113.0,64.1,84.8
1410788,44.5,85.5,92.6,38.9,68.7
1410789,44.8,73.5,118.4,54.0,95.5
1410790,40.4,91.4,120.1,30.5,85.9
1410791,13.1,104.2,70.9,31.5,131.6
1410792,26.6,82.4,90.8,43.1,115.1
1410793,13.5,93.6,130.3,26.7,65.1
1410794,34.4,45.6,89.8,41.3,89.2
1410795,41.6,82.8,70.6,46.8,91.1
1410796,14.8,86.4,113.6,37.7,118.2
1410797,37.0,98.4,98.0,32.1,114.1
1410798,35.6,122.9,116.7,40.0,105.8
1410799,17.9,114.1,52.4,46.1,91.6
1410800,34.7,83.8,81.8,67.8,125.9
1410801,40.7,121.7,113.0,62.6,77.0
1410802,44.8,164.7,108.2,23.1,62.6
1410803,28.7,107.5,81.2,44.6,119.8
1410804,10.7,133.2,104.2,50.8,134.7
1410805,15.7,76.4,66.7,86.5,73.8
1410806,29.6,87.3,83.9,49.8,108.3
1410807,26.3,83.4,129.0,30.0,89.9
1410808,16.4,63.6,109.2,52.7,129.1
1410809,18.6,133.7,115.8,47.8,77.1
1410810,11.2,104.6,89.9,41.9,121.6
1410811,37.5,75.4,72.8,,113.9
1410812,27.4,96.8,90.1,63.3,105.1
1410813,18.2,118.0,103.5,33.0,117.1
1410814,44.6,119.9,71.2,32.3,104.4
1410815,13.6,83.3,103.2,53.1,88.9
1410816,35.4,75.5,138.1,54.4,110.3
1410817,25.4,97.3,112.9,49.1,117.4
1410818,38.9,101.9,103.9,3.4,116.4
1410819,15.8,96.2,89.9,41.9,99.8
1410820,17.2,122.6,87.5,27.3,77.3
1410821,36.6,104.7,102.8,42.4,96.4
1410822,11.4,107.3,84.6,29.9,103.3
1410823,35.1,115.5,124.0,46.1,89.6
1410824,40.4,108.4,103.1,27.0,110.6
1410825,15.1,54.7,66.7,36.5,123.7
1410826,32.0,117.0,100.0,41.6,139.3
1410827,9.3,127.5,56.5,49.8,92.3
1410828,26.0,77.0,74.3,41.6,76.2
1410829,14.1,148.6,47.3,73.0,36.9
1410830,27.9,106.0,118.0,62.0,91.1
1410831,27.3,66.2,97.7,24.8,124.7
1410832,24.5,97.5,69.7,54.9,73.5
1410833,37.4,77.4,37.4,8.6,69.8
1410834,32.6,104.7,126.3,30.8,123.2
1410835,7.4,62.6,82.9,29.9,71.2
1410836,19.9,149.3,69.8,47.1,123.1
1410837,22.9,73.6,122.3,58.5,72.1
1410838,9.9,112.5,156.5,38.8,120.5
1410839,41.2,107.5,88.6,42.0,148.2
1410840,10.4,86.0,74.6,58.7,92.1
1410841,28.5,86.1,72.3,57.0,72.7
1410842,29.2,120.5,75.6,23.7,44.6
1410843,31.9,55.6,107.5,84.0,93.5
1410844,29.0,62.9,67.0,39.3,93.6
1410845,19.1,81.0,97.4,28.7,120.2
1410846,24.0,117.5,94.4,33.4,115.6
1410847,44.2,90.4,118.6,71.2,55.2
1410848,17.8,102.4,107.2,54.3,103.2
1410849,40.3,99.3,84.6,47.7,91.3
1410850,37.8,143.7,56.1,66.5,62.8
1410851,26.6,65.3,118.4,53.4,103.0
1410852,32.0,78.8,115.5,37.8,98.9
1410853,34.3,103.5,72.3,56.0,134.4
1410854,18.8,117.1,144.6,44.7,69.0
1410855,33.3,111.4,73.0,52.9,126.8
1410856,15.0,134.5,137.7,46.8,118.2
1410857,17.0,80.5,69.9,12.5,74.7
1410858,19.4,68.8,140.7,49.0,116.6
1410859,26.6,99.0,90.1,71.1,108.3
1410860,19.7,87.5,80.1,30.0,115.5
1410861,6.8,124.9,95.4,36.1,121.3
1410862,8.8,100.7,76.7,46.4,66.1
1410863,26.4,44.1,76.8,45.7,86.5
1410864,30.9,125.8,100.5,58.0,109.1
1410865,6.5,46.1,111.5,40.2,135.3
1410866,31.6,115.2,51.1,26.4,75.7
1410867,19.0,144.1,64.0,79.9,103.6
1410868,36.8,74.6,95.0,47.6,83.0
1410869,9.1,92.5,119.1,64.2,77.8
1410870,17.2,95.2,132.6,28.1,74.3
1410871,28.2,97.8,72.3,47.8,116.3
1410872,43.9,97.6,88.3,39.1,66.8
1410873,21.3,85.1,139.5,49.2,115.9
1410874,34.2,96.2,96.3,50.4,137.9
1410875,31.3,119.3,120.0,43.9,87.4
1410876,24.6,115.4,104.6,48.3,141.4
1410877,23.4,95.8,119.4,39.6,29.7
1410878,44.7,129.5,69.8,39.9,102.9
1410879,26.1,81.9,66.2,35.1,74.0
1410880,42.5,125.9,80.3,42.7,102.3
1410881,39.9,23.9,60.6,41.7,112.7
1410882,11.5,133.4,92.8,44.9,125.0
1410883,12.0,94.6,78.3,50.9,136.9
1410884,9.8,89.9,109.6,18.6,126.3
1410885,11.3,75.3,134.8,66.6,91.7
1410886,12.2,129.5,91.1,34.8,130.7
1410887,18.0,120.0,105.1,77.7,94.7
1410888,27.7,87.8,71.8,28.3,165.8
1410889,37.3,138.8,98.5,38.6,139.3
1410890,24.6,101.0,119.9,23.3,111.9
1410891,36.0,104.4,107.3,49.6,147.8
1410892,30.4,101.2,90.7,59.0,105.6
1410893,41.9,88.6,125.7,58.8,105.7
1410894,25.4,130.0,69.3,43.4,112.8
1410895,21.2,71.4,50.1,38.1,102.7
1410896,22.2,113.8,60.9,31.6,82.2
1410897,21.9,116.2,104.1,27.9,46.3
1410898,18.3,121.0,90.8,65.3,75.3
1410899,42.1,63.8,76.3,47.4,132.0
1410900,21.2,111.6,93.8,57.7,103.4
1410901,31.5,132.7,120.3,35.5,65.8
1410902,42.5,103.4,85.7,45.5,91.5
1410903,24.5,102.3,102.5,48.8,84.8
1410904,42.2,76.6,85.2,60.4,117.9
1410905,43.4,107.8,30.4,68.0,114.8
1410906,6.4,99.2,90.4,52.4,109.3
1410907,11.7,77.6,62.9,43.3,97.3
1410908,23.9,101.1,77.2,28.1,105.8
1410909,21.9,66.7,131.2,48.1,104.1
1410910,12.3,78.1,95.5,46.7,72.5
1410911,22.1,81.2,109.1,31.4,99.2
1410912,24.5,109.9,70.5,67.1,94.0
1410913,21.0,102.8,137.1,22.2,54.6
1410914,19.0,143.4,96.6,43.9,87.7
1410915,43.6,68.8,104.0,1.1,108.8
1410916,42.4,68.2,104.2,50.7,84.0
1410917,11.4,79.2,74.5,13.1,103.0
1410918,30.6,129.7,143.9,30.4,135.1
1410919,12.1,104.9,110.9,42.7,65.4
1410920,26.4,104.8,119.9,49.0,79.6
1410921,33.8,124.2,116.5,30.3,93.7
1410922,38.8,88.5,66.9,55.1,150.2
1410923,12.3,120.6,113.5,20.4,102.5
1410924,44.1,77.5,79.4,51.6,79.0
1410925,21.8,152.5,66.8,43.2,82.8
1410926,23.0,111.4,66.7,48.7,96.6
1410927,14.7,108.4,119.3,57.5,100.5
1410928,12.2,89.5,110.3,68.3,81.6
1410929,6.9,108.1,88.4,37.2,109.3
1410930,38.3,122.4,109.6,14.6,103.4
1410931,41.0,94.9,75.0,59.2,81.4
1410932,27.9,122.0,134.4,33.5,111.9
1410933,16.1,100.1,109.9,58.0,71.0
1410934,42.5,116.6,86.5,27.9,100.8
1410935,22.4,96.6,54.3,28.9,115.5
1410936,26.7,93.8,83.9,55.7,80.9
1410937,39.2,93.4,114.9,47.4,101.6
1410938,39.7,125.9,101.0,49.7,58.4
1410939,35.3,121.5,66.3,35.2,105.9
1410940,5.8,61.7,60.6,54.7,58.5
1410941,30.1,112.1,100.0,37.2,142.4
1410942,15.0,141.0,114.0,77.9,111.6
1410943,10.1,40.9,100.7,62.8,66.2
1410944,43.6,139.0,82.4,43.0,108.5
1410945,9.4,66.1,115.4,39.1,111.1
1410946,38.1,126.9,60.8,53.4,107.8
1410947,38.9,77.1,69.8,54.8,83.0
1410948,13.6,91.5,113.8,39.1,79.7
1410949,40.5,163.7,137.1,56.2,121.0
1410950,27.1,118.1,107.7,37.6,97.3
1410951,44.9,77.4,115.9,31.5,75.4
1410952,33.1,89.7,98.9,54.7,87.3
1410953,8.8,98.4,83.1,,128.4
1410954,12.3,100.8,86.2,65.1,117.4
1410955,23.2,125.5,97.1,84.2,75.0
1410956,38.2,131.2,115.9,50.0,78.6
1410957,17.5,114.1,114.0,65.8,142.1
1410958,8.5,114.4,73.1,61.9,38.8
1410959,41.4,83.8,76.2,44.9,124.7
1410960,21.1,87.8,134.5,55.9,120.8
1410961,43.2,97.3,122.6,23.6,91.3
1410962,9.0,135.8,111.5,17.6,72.2
1410963,34.0,141.1,135.3,54.1,55.8
1410964,40.0,84.4,88.8,32.0,86.7
1410965,16.4,95.7,105.0,68.3,97.4
1410966,41.0,120.0,113.2,26.8,162.8
1410967,41.4,132.3,103.7,32.3,94.1
1410968,22.9,100.9,77.9,35.9,93.8
1410969,44.7,88.2,112.9,28.5,120.2
1410970,28.6,137.0,158.4,51.2,113.0
1410971,34.2,85.3,120.6,43.6,81.0
1410972,7.0,103.9,110.9,1.1,117.1
1410973,14.0,108.7,117.8,66.9,108.9
1410974,38.4,126.2,80.3,36.8,90.2
1410975,35.9,86.5,102.5,41.2,102.4
1410976,25.1,69.7,97.0,47.0,58.1
1410977,14.8,107.7,109.8,41.4,97.3
1410978,25.8,92.5,122.4,30.1,80.5
1410979,33.8,83.6,108.0,36.4,73.1
1410980,7.5,171.5,76.2,63.8,118.8
1410981,42.1,78.5,65.2,55.4,57.4
1410982,39.6,87.3,122.4,36.6,123.5
1410983,13.8,107.8,117.6,36.3,118.0
1410984,29.3,98.9,66.0,34.9,115.9
1410985,9.9,75.9,112.7,53.0,37.0
1410986,33.1,110.9,123.7,64.6,89.0
1410987,34.1,118.2,104.8,30.1,28.1
1410988,29.2,115.0,112.5,43.3,138.0
1410989,14.0,102.0,68.4,56.4,94.2
1410990,28.5,90.8,120.5,56.6,105.1
1410991,21.4,146.4,65.5,26.2,94.2
1410992,14.6,106.7,123.8,60.1,114.5
1410993,14.8,135.0,116.2,58.1,106.3
1410994,37.0,108.7,131.2,47.5,62.7
1410995,40.1,111.0,102.4,81.7,127.4
1410996,26.1,104.4,71.9,41.6,165.7
1410997,34.3,100.5,58.1,38.8,79.5
1410998,6.9,82.4,59.6,29.0,98.1
1410999,27.9,86.5,104.9,59.5,124.3
1411000,6.2,57.7,66.8,69.4,124.8
