CustomerID,Age,VisitsPerMonth,AvgSpend,FavoriteDrink,LoyaltyScore
760769,26,4,6.06,Smoothie,3
760770,45,3,4.35,Cold Brew,4
760771,56,16,3.74,Cold Brew,5
760772,29,9,7.48,Smoothie,7
760773,56,18,3.64,Tea,6
760774,49,18,4.1,Cold Brew,7
760775,48,9,6.67,Latte,6
760776,45,15,4.02,Cold Brew,6
760777,21,3,5.1,Latte,3
760778,27,7,6.17,Smoothie,6
760779,21,5,5.32,Cold Brew,4
760780,45,17,4.4,Espresso,6
760781,23,19,6.2,Latte,9
760782,21,7,5.98,Latte,4
760783,21,18,5.7,Latte,9
760784,51,19,5.01,Tea,7
760785,45,7,4.9,Espresso,4
760786,22,13,4.73,Tea,7
760787,30,25,4.77,Tea,8
760788,41,17,6.72,Latte,9
760789,62,13,5.09,Tea,7
760790,42,9,4.74,Cold Brew,5
760791,35,19,5.48,Cold Brew,8
760792,38,26,4.32,Cold Brew,9
760793,60,16,6.43,Latte,7
760794,65,13,5.42,Espresso,7
760795,26,4,6.9,Latte,4
760796,61,19,3.94,Tea,7
760797,45,2,7.48,Smoothie,4
760798,56,11,5.21,Latte,4
760799,70,5,6.46,Latte,3
760800,48,9,3.98,Tea,3
760801,33,21,7.81,Smoothie,10
760802,56,11,6.53,Smoothie,5
760803,51,13,4.21,Cold Brew,7
760804,52,14,5.15,Cold Brew,6
760805,19,5,4.3,Cold Brew,2
760806,26,11,4.9,Cold Brew,4
760807,43,15,6.68,Latte,7
760808,33,12,6.45,Latte,7
760809,48,6,4.81,Espresso,5
760810,66,12,5.25,Espresso,5
760811,71,26,6.81,Smoothie,10
760812,19,11,6.45,Latte,7
760813,59,25,5.19,Tea,10
760814,22,5,,Tea,4
760815,36,19,4.12,Cold Brew,8
760816,61,7,5.3,Espresso,4
760817,68,27,4.88,Tea,10
760818,43,4,3.65,Espresso,2
760819,57,18,4.02,Tea,7
760820,40,11,4.9,Espresso,6
760821,29,23,4.13,Espresso,9
760822,26,13,6.17,Smoothie,6
760823,66,20,4.95,Espresso,9
760824,38,18,5.23,Espresso,9
760825,33,9,4.86,Cold Brew,4
760826,24,18,5.44,Tea,9
760827,34,23,6.19,Latte,10
760828,43,3,6.16,Smoothie,3
760829,28,4,6.53,Latte,3
760830,29,17,4.21,Espresso,7
760831,60,9,5.26,Tea,5
760832,49,10,4.21,Tea,5
760833,27,10,4.17,Espresso,4
760834,41,19,4.63,Tea,9
760835,62,27,3.79,Tea,10
760836,31,11,3.56,Cold Brew,4
760837,27,27,7.17,Smoothie,10
760838,40,11,,Smoothie,5
760839,23,23,3.54,Tea,7
760840,18,27,3.76,Tea,10
760841,43,22,5.92,Latte,8
760842,27,3,6.49,Smoothie,4
760843,47,14,5.36,Tea,6
760844,33,6,3.54,Espresso,2
760845,23,27,3.88,Cold Brew,10
760846,27,23,6.02,Latte,8
760847,68,9,5.63,Latte,6
760848,56,24,5.0,Tea,10
760849,46,1,6.36,Latte,2
760850,59,1,3.57,Espresso,2
760851,42,11,6.17,Smoothie,6
760852,23,5,6.84,Latte,5
760853,48,13,4.88,Tea,6
760854,39,1,3.71,Tea,3
760855,55,19,5.21,Tea,9
760856,39,8,4.65,Cold Brew,5
760857,51,18,6.77,Smoothie,9
760858,28,25,5.89,Latte,10
760859,29,18,3.76,Tea,8
760860,32,26,6.23,Latte,10
760861,71,23,6.45,Smoothie,10
760862,19,23,3.89,Espresso,8
760863,65,12,4.87,Cold Brew,5
760864,47,8,3.85,Cold Brew,4
760865,59,15,6.32,Smoothie,7
760866,56,6,4.03,Tea,2
760867,26,3,6.64,Latte,5
760868,33,9,4.88,Espresso,5
760869,66,10,3.97,Tea,5
760870,49,11,5.44,Espresso,6
760871,22,3,6.74,Smoothie,3
760872,20,25,4.65,Tea,9
760873,32,26,5.21,Cold Brew,9
760874,48,18,4.79,Tea,7
760875,66,21,7.52,Smoothie,10
760876,31,12,4.58,Tea,6
760877,70,15,5.26,Espresso,7
760878,50,15,6.65,Latte,7
760879,48,9,3.87,Cold Brew,3
760880,60,21,4.95,Tea,8
760881,59,14,3.78,Tea,5
760882,32,26,6.98,Smoothie,10
760883,22,24,5.17,Cold Brew,10
760884,29,13,4.39,Tea,7
760885,63,26,6.18,Smoothie,10
760886,22,9,4.52,Espresso,5
760887,30,23,6.87,Smoothie,10
760888,64,1,6.92,Latte,4
760889,31,19,6.25,Latte,9
760890,49,3,5.86,Latte,3
760891,37,13,5.44,Espresso,7
760892,22,11,5.34,Tea,4
760893,29,15,3.66,Espresso,5
760894,47,17,7.94,Smoothie,9
760895,64,23,5.19,Espresso,8
760896,33,24,5.15,Espresso,10
760897,58,23,3.89,Espresso,8
760898,49,22,5.47,Tea,9
760899,58,23,4.38,Espresso,10
760900,24,12,4.48,Espresso,5
760901,45,7,5.56,Latte,5
760902,46,4,6.14,Latte,5
760903,30,2,3.76,Tea,1
760904,24,25,5.19,Tea,9
760905,46,15,6.09,Latte,6
760906,51,18,5.0,Cold Brew,8
760907,39,27,5.5,Espresso,9
760908,28,25,6.82,Smoothie,10
760909,46,14,3.71,Cold Brew,6
760910,67,7,4.67,Cold Brew,4
760911,50,8,6.86,Smoothie,4
760912,37,27,4.59,Tea,10
760913,51,15,4.62,Tea,7
760914,26,18,4.93,Cold Brew,8
760915,33,11,4.49,Espresso,5
760916,63,25,4.48,Tea,10
760917,30,16,,Smoothie,9
760918,24,13,6.32,Latte,6
760919,47,2,4.44,Espresso,3
760920,53,12,3.98,Tea,4
760921,67,4,6.83,Latte,4
760922,66,3,5.92,Latte,4
760923,40,25,7.74,Smoothie,10
760924,27,20,3.95,Espresso,7
760925,71,22,5.4,Tea,9
760926,40,2,6.49,Smoothie,4
760927,55,3,6.9,Smoothie,3
760928,35,9,5.24,Latte,5
760929,37,18,6.63,Latte,7
760930,59,8,5.81,Latte,6
760931,23,14,3.59,Cold Brew,4
760932,59,7,6.92,Smoothie,6
760933,25,7,6.86,Smoothie,4
760934,49,15,6.05,Latte,8
760935,60,18,3.54,Cold Brew,8
760936,70,15,4.74,Espresso,6
760937,36,8,6.34,Smoothie,4
760938,32,21,3.56,Tea,9
760939,63,12,6.72,Smoothie,7
760940,30,4,6.16,Latte,5
760941,49,7,3.94,Tea,4
760942,34,23,5.76,Latte,8
760943,53,13,5.31,Latte,5
760944,68,23,4.33,Tea,8
760945,31,20,3.51,Espresso,6
760946,25,10,5.45,Cold Brew,4
760947,50,20,5.18,Latte,7
760948,65,16,4.84,Tea,8
760949,52,14,5.34,Cold Brew,6
760950,26,27,3.58,Tea,8
760951,25,23,3.8,Espresso,8
760952,24,24,3.89,Espresso,10
760953,60,20,6.3,Latte,8
760954,61,2,4.61,Tea,2
760955,42,9,5.7,Latte,5
760956,34,1,6.2,Latte,2
760957,60,9,3.57,Espresso,4
760958,20,27,4.68,Espresso,9
760959,67,16,5.47,Latte,8
760960,18,17,7.64,Smoothie,8
760961,61,2,5.34,Latte,2
760962,37,16,7.85,Smoothie,7
760963,52,10,6.38,Smoothie,6
760964,48,24,4.55,Espresso,10
760965,50,7,5.32,Latte,3
760966,38,2,5.34,Cold Brew,4
760967,45,4,4.88,Tea,2
760968,62,3,5.74,Latte,3
760969,63,14,4.94,Cold Brew,5
760970,43,24,5.43,Tea,9
760971,52,24,4.99,Tea,10
760972,56,11,5.34,Latte,5
760973,28,3,5.01,Latte,2
760974,45,9,3.75,Cold Brew,5
760975,35,12,7.61,Smoothie,7
760976,65,21,4.15,Cold Brew,8
760977,41,5,6.26,Smoothie,3
760978,25,3,4.92,Tea,2
760979,18,24,5.31,Tea,10
760980,39,25,6.94,Smoothie,10
760981,62,27,4.65,Tea,9
760982,56,5,4.3,Tea,4
760983,46,4,3.61,Tea,4
760984,60,16,3.6,Tea,6
760985,33,24,3.67,Cold Brew,10
760986,61,22,5.59,Latte,9
760987,37,11,3.51,Espresso,6
760988,32,23,6.11,Latte,9
760989,27,16,4.44,Tea,8
760990,53,11,3.59,Tea,5
760991,71,10,7.27,Smoothie,7
760992,48,4,3.9,Espresso,2
760993,25,27,5.18,Cold Brew,10
760994,69,13,6.43,Latte,8
760995,49,20,4.0,Espresso,9
760996,33,22,5.32,Latte,8
760997,62,17,3.84,Tea,8
760998,45,11,7.36,Smoothie,6
760999,35,13,3.93,Cold Brew,4
761000,30,18,5.06,Espresso,8
