SessionID,FOV_Degrees,FrameDropRate_Percent,SicknessScore,PlayDurationMinutes,AbortedSession
1660581,113.7,41.7,10.0,58.7,122.6
1660582,137.7,51.6,8.9,51.2,62.2
1660583,126.9,51.8,6.1,46.4,116.0
1660584,67.8,45.8,8.3,64.4,94.0
1660585,99.2,57.5,7.9,48.7,122.0
1660586,127.0,30.5,6.9,49.3,128.4
1660587,127.4,65.5,7.5,29.7,91.9
1660588,105.0,48.9,6.6,41.1,128.3
1660589,101.9,54.5,7.4,47.1,103.1
1660590,127.8,30.4,5.7,39.7,105.0
1660591,99.4,29.0,8.8,78.0,97.6
1660592,95.2,40.0,7.2,51.3,57.1
1660593,96.3,47.3,8.1,50.3,122.6
1660594,95.3,43.2,7.7,51.6,101.8
1660595,91.8,43.2,9.9,25.8,135.5
1660596,100.8,45.6,6.6,33.3,77.2
1660597,116.8,68.9,7.2,50.1,97.7
1660598,132.5,61.2,6.3,31.0,110.8
1660599,87.0,52.5,5.5,60.8,96.1
1660600,59.4,61.3,8.4,37.9,75.4
1660601,87.5,36.1,9.6,49.8,61.7
1660602,103.2,49.8,5.7,42.4,80.4
1660603,124.0,0.0,6.5,45.2,132.8
1660604,103.7,52.3,5.0,51.3,114.3
1660605,80.2,41.0,6.9,27.9,135.5
1660606,100.1,52.5,8.5,70.4,126.8
1660607,125.6,37.1,8.3,49.7,93.9
1660608,73.2,9.4,8.2,73.0,88.9
1660609,124.1,51.0,8.1,56.9,87.1
1660610,92.7,58.8,6.4,5.0,117.4
1660611,89.3,58.6,9.0,52.8,113.6
1660612,114.9,26.8,9.4,36.8,73.0
1660613,125.7,61.2,6.9,47.2,130.7
1660614,86.2,39.4,4.5,56.9,140.8
1660615,143.3,47.6,7.6,64.2,108.8
1660616,126.7,41.4,3.6,29.3,63.5
1660617,110.3,57.1,7.8,28.9,101.8
1660618,141.4,51.1,8.2,29.5,115.6
1660619,92.7,44.6,8.0,72.0,73.8
1660620,129.1,43.3,5.3,33.8,108.0
1660621,101.1,37.1,8.5,72.1,98.7
1660622,77.3,49.5,6.0,19.2,106.9
1660623,109.5,38.2,9.7,28.8,72.7
1660624,97.6,54.0,5.2,65.9,129.0
1660625,139.4,33.3,7.5,36.1,91.4
1660626,95.2,70.9,7.9,47.0,144.8
1660627,82.7,44.6,6.9,21.0,79.0
1660628,145.0,44.6,8.2,61.7,124.2
1660629,73.2,18.1,10.0,51.3,97.4
1660630,115.1,57.2,8.6,53.4,112.2
1660631,137.2,56.0,8.8,54.8,128.0
1660632,77.3,56.2,8.3,54.5,126.9
1660633,66.7,46.9,6.7,56.2,64.3
1660634,111.1,52.2,5.6,73.6,87.8
1660635,116.2,71.9,6.9,45.9,106.5
1660636,78.7,42.9,7.0,28.0,131.6
1660637,90.9,42.5,6.3,34.0,62.2
1660638,117.4,48.0,9.7,45.0,90.3
1660639,42.1,53.4,6.8,31.5,116.6
1660640,76.5,59.8,6.7,34.3,77.7
1660641,128.1,45.1,7.0,35.5,59.6
1660642,132.7,53.9,6.8,20.7,105.8
1660643,82.4,43.9,6.8,57.4,91.8
1660644,101.9,38.1,5.5,38.4,131.9
1660645,95.0,33.8,7.3,56.0,131.6
1660646,114.7,45.8,8.3,32.4,97.4
1660647,148.0,90.3,6.5,34.6,103.9
1660648,163.3,56.1,7.0,29.0,136.9
1660649,77.9,69.4,4.2,17.9,81.9
1660650,123.0,61.0,6.4,58.9,125.7
1660651,57.1,57.5,6.5,35.4,108.0
1660652,107.0,28.6,7.4,37.5,118.4
1660653,122.2,30.8,6.5,49.0,61.1
1660654,63.3,58.1,7.9,20.6,137.9
1660655,95.5,33.2,6.1,61.0,98.8
1660656,94.0,25.8,8.1,46.7,56.9
1660657,110.8,49.2,5.6,61.9,107.3
1660658,73.9,54.7,6.5,41.0,129.6
1660659,77.7,42.7,9.6,43.6,110.6
1660660,116.3,75.5,5.4,36.4,90.1
1660661,102.4,52.0,6.2,44.1,108.2
1660662,105.5,39.3,8.6,2.8,127.6
1660663,127.4,62.2,6.4,39.1,166.7
1660664,122.6,20.5,5.9,41.9,114.4
1660665,157.6,29.6,4.8,53.8,117.9
1660666,58.6,3.2,5.2,38.9,90.9
1660667,44.5,45.1,6.8,46.2,98.5
1660668,101.6,44.0,8.4,37.4,53.5
1660669,99.0,51.0,7.4,62.8,135.2
1660670,120.8,7.6,8.6,48.8,121.0
1660671,86.9,32.3,9.7,30.3,79.9
1660672,96.8,48.0,4.5,72.1,83.4
1660673,106.0,64.4,7.9,17.5,96.7
1660674,110.9,58.5,6.8,53.7,44.0
1660675,128.0,21.6,8.9,71.6,93.7
1660676,101.6,6.7,7.5,9.7,102.8
1660677,109.4,53.0,6.3,37.9,84.6
1660678,97.3,22.7,7.6,54.0,81.9
1660679,93.6,35.0,7.6,50.4,137.6
1660680,57.2,,7.8,29.4,59.0
1660681,96.5,61.3,8.9,61.1,55.6
1660682,71.9,54.6,9.0,45.2,116.0
1660683,62.4,29.8,7.0,52.2,113.6
1660684,58.2,63.5,4.6,83.0,91.9
1660685,133.8,12.0,6.6,52.0,131.0
1660686,127.1,29.5,4.7,22.7,113.2
1660687,115.7,50.2,7.5,27.2,117.4
1660688,116.9,34.7,7.9,31.4,84.3
1660689,98.0,54.8,8.6,77.3,130.1
1660690,121.5,12.4,7.4,46.3,101.0
1660691,113.6,40.2,4.5,31.3,105.3
1660692,72.4,47.4,5.8,26.4,99.1
1660693,97.3,33.5,10.0,41.7,149.5
1660694,116.4,31.8,7.2,36.5,110.5
1660695,78.1,46.5,7.8,48.8,135.8
1660696,74.0,25.8,8.9,41.2,77.2
1660697,129.5,51.8,9.0,47.9,113.8
1660698,105.1,41.1,7.7,23.1,135.5
1660699,77.9,37.2,8.1,54.8,58.9
1660700,90.5,50.7,6.8,35.7,93.6
1660701,104.3,49.7,7.8,45.9,96.5
1660702,114.5,54.5,6.0,58.1,30.6
1660703,97.0,45.0,10.0,75.4,75.5
1660704,81.9,36.8,7.5,42.3,134.9
1660705,88.0,35.0,8.5,38.8,131.9
1660706,78.2,56.5,6.1,45.4,120.8
1660707,111.5,29.0,7.2,41.2,141.7
1660708,83.5,48.0,6.3,31.7,78.0
1660709,36.5,39.2,9.4,73.2,103.8
1660710,144.3,54.6,7.4,34.2,32.9
1660711,116.6,74.1,4.8,42.1,84.0
1660712,98.5,41.2,6.8,29.3,88.3
1660713,65.8,20.0,6.6,40.5,126.0
1660714,110.3,45.3,6.8,64.9,102.9
1660715,153.2,28.9,6.2,58.4,110.4
1660716,93.4,53.8,6.8,35.1,112.7
1660717,112.4,33.4,5.9,39.9,93.4
1660718,36.7,76.4,7.3,15.0,78.3
1660719,100.7,43.3,9.8,50.1,93.5
1660720,121.6,18.0,7.7,62.2,110.4
1660721,76.9,65.4,8.6,46.6,110.3
1660722,98.0,51.3,7.4,12.2,92.4
1660723,113.5,49.3,6.3,52.2,114.1
1660724,94.6,57.9,7.0,52.4,84.2
1660725,106.6,47.5,7.4,51.1,111.5
1660726,83.8,55.1,6.0,42.3,117.5
1660727,150.7,65.7,4.5,52.0,108.6
1660728,84.7,33.3,6.1,69.1,111.6
1660729,76.2,8.7,8.8,71.0,103.7
1660730,113.5,46.9,10.0,55.0,95.9
1660731,91.5,26.3,6.9,22.9,55.0
1660732,64.1,36.4,4.7,54.0,96.3
1660733,71.7,46.3,7.3,57.7,81.2
1660734,104.1,42.0,8.4,47.5,96.3
1660735,101.6,85.7,6.8,23.2,115.0
1660736,96.8,35.6,10.0,76.8,129.6
1660737,97.8,35.8,7.5,52.2,88.6
1660738,100.8,41.3,9.0,45.7,113.4
1660739,107.1,42.6,5.9,37.0,110.7
1660740,89.9,26.5,5.7,38.5,68.8
1660741,94.4,45.3,6.9,31.7,140.7
1660742,33.9,38.4,5.8,46.2,118.4
1660743,83.8,57.2,6.3,46.8,108.9
1660744,92.9,31.7,8.1,15.8,132.3
1660745,48.4,46.0,7.7,26.7,97.5
1660746,108.8,41.1,6.7,43.6,88.8
1660747,111.1,38.9,7.7,61.3,96.8
1660748,100.8,42.2,7.2,68.0,93.6
1660749,104.4,,5.7,39.2,139.6
1660750,81.8,38.8,8.1,58.6,136.4
1660751,90.3,30.7,6.7,20.6,65.6
1660752,87.5,12.4,8.6,37.4,118.6
1660753,92.3,50.6,4.4,66.1,108.4
1660754,107.7,48.9,8.1,43.0,71.3
1660755,70.5,41.8,7.4,38.0,110.7
1660756,135.5,51.2,5.8,48.2,134.5
1660757,121.9,65.2,7.7,28.5,110.5
1660758,110.7,66.2,7.0,59.8,110.9
1660759,94.2,64.1,7.6,30.4,121.1
1660760,134.2,47.3,5.8,48.9,116.9
1660761,146.9,49.8,10.0,47.5,82.7
1660762,60.3,35.0,10.0,38.0,123.4
1660763,126.3,38.1,9.0,40.6,86.3
1660764,82.7,,5.0,61.9,115.4
1660765,127.1,30.8,4.4,50.8,108.5
1660766,74.7,40.9,7.2,27.9,134.2
1660767,116.4,51.9,6.7,56.3,120.0
1660768,67.9,54.0,7.5,31.0,91.5
1660769,82.7,,6.8,21.8,93.6
1660770,88.3,30.8,8.0,74.1,104.0
1660771,112.1,24.7,6.7,61.0,68.4
1660772,70.6,39.2,8.1,51.5,80.3
1660773,90.1,58.1,7.3,54.9,86.2
1660774,89.7,44.8,4.8,52.0,84.1
1660775,137.2,41.7,7.6,28.5,156.0
1660776,127.2,36.3,5.5,44.9,101.5
1660777,135.5,42.2,6.1,16.8,156.1
1660778,128.9,44.7,8.7,51.3,118.0
1660779,113.0,38.1,5.0,78.7,50.0
1660780,117.8,69.5,7.5,42.4,79.9
1660781,126.6,40.6,8.5,38.9,114.6
1660782,96.8,64.7,7.3,35.1,58.6
1660783,88.2,,8.9,41.9,90.8
1660784,67.5,41.7,5.0,44.1,107.4
1660785,95.3,6.8,5.6,15.3,97.4
1660786,108.3,60.6,7.4,31.2,116.5
1660787,104.8,41.6,7.9,54.1,129.7
1660788,125.4,50.6,10.0,53.8,85.5
1660789,87.2,44.6,10.0,54.4,128.8
1660790,110.0,26.5,6.7,42.6,60.6
1660791,108.3,36.2,7.9,50.9,88.3
1660792,83.7,42.3,5.8,12.1,84.1
1660793,112.8,31.4,5.8,61.3,99.3
1660794,146.1,48.0,6.7,42.6,64.8
1660795,110.3,40.8,5.6,36.2,74.8
1660796,84.3,85.6,6.7,33.4,82.5
1660797,115.2,58.1,7.1,53.9,84.8
1660798,26.5,61.7,6.5,50.5,97.3
1660799,107.3,29.9,5.5,62.3,81.7
1660800,134.1,74.6,6.8,56.3,111.3
1660801,109.9,53.0,9.2,44.2,112.4
1660802,105.5,53.6,8.8,10.4,95.9
1660803,100.8,10.8,7.3,23.6,140.1
1660804,90.5,26.8,8.8,46.2,99.4
1660805,114.6,30.9,9.8,35.7,104.1
1660806,129.6,40.3,7.4,46.6,64.7
1660807,88.4,71.6,10.0,38.0,88.2
1660808,80.4,29.5,8.5,51.1,73.7
1660809,92.7,6.1,4.1,41.2,125.7
1660810,72.6,59.7,7.4,33.3,108.1
1660811,122.6,51.3,7.6,35.6,70.7
1660812,83.9,27.2,7.3,31.1,92.2
1660813,106.6,41.7,5.1,20.9,68.4
1660814,128.4,48.6,7.4,46.6,114.0
1660815,102.8,41.8,8.1,43.5,86.1
1660816,33.3,45.8,8.2,60.2,70.6
1660817,86.0,24.9,8.4,44.6,112.5
1660818,91.8,52.9,6.6,26.2,139.0
1660819,86.2,71.9,5.8,50.2,131.1
1660820,77.5,42.5,7.3,44.9,100.5
1660821,135.6,29.6,9.6,19.7,113.0
1660822,100.1,39.2,6.6,40.4,132.0
1660823,105.9,13.5,6.9,35.3,102.3
1660824,104.2,32.5,7.5,61.9,117.2
1660825,97.8,82.7,8.1,14.8,118.9
1660826,96.2,61.8,5.8,62.1,60.8
1660827,113.3,47.3,6.2,58.9,97.5
1660828,66.8,45.9,7.8,32.2,99.6
1660829,72.5,62.9,7.0,58.0,106.4
1660830,88.9,39.1,6.9,28.8,74.2
1660831,99.1,92.9,10.0,68.4,78.2
1660832,136.1,69.9,6.3,51.0,60.9
1660833,95.2,56.1,8.0,31.9,89.2
1660834,111.0,44.3,9.5,65.5,119.3
1660835,97.4,57.1,9.1,60.2,118.5
1660836,80.9,48.4,7.0,13.9,126.5
1660837,139.8,65.4,6.6,17.1,76.1
1660838,126.9,52.3,6.9,49.7,97.5
1660839,115.0,37.3,4.7,22.4,105.8
1660840,121.0,52.9,6.1,65.2,99.9
1660841,121.8,,5.4,39.2,103.9
1660842,97.6,64.7,5.9,41.2,82.9
1660843,80.8,62.2,7.3,30.4,78.4
1660844,61.5,14.8,6.9,62.8,147.6
1660845,108.6,60.4,6.0,33.4,106.2
1660846,119.4,38.8,7.4,46.4,59.7
1660847,119.3,72.8,4.5,39.7,47.0
1660848,110.4,40.4,7.3,93.5,111.3
1660849,69.4,48.0,6.6,33.1,138.3
1660850,128.8,48.5,10.0,38.0,76.0
1660851,82.2,47.7,5.4,33.4,154.8
1660852,116.2,59.6,6.3,42.7,88.8
1660853,140.1,51.0,9.1,42.4,90.4
1660854,135.5,64.7,5.7,70.6,105.0
1660855,111.0,51.2,8.1,58.8,53.6
1660856,85.8,38.8,5.7,47.0,109.0
1660857,61.3,21.4,7.7,55.4,119.7
1660858,98.0,49.7,8.8,28.9,111.0
1660859,90.4,47.4,5.6,49.8,95.1
1660860,107.3,21.7,9.9,38.4,99.2
1660861,145.0,34.0,4.4,54.6,135.2
1660862,104.7,51.5,8.9,57.3,113.6
1660863,110.1,48.7,7.9,68.1,53.3
1660864,63.8,36.0,6.5,54.7,97.5
1660865,105.9,28.3,7.6,37.1,97.7
1660866,124.1,51.4,8.1,44.3,88.6
1660867,117.4,35.7,5.9,35.8,90.6
1660868,92.7,64.0,9.2,44.3,93.1
1660869,100.0,57.5,7.3,34.3,75.6
1660870,102.5,40.1,6.8,31.4,86.5
1660871,134.9,60.7,5.8,33.1,106.8
1660872,159.5,30.6,5.4,21.4,50.7
1660873,99.2,34.4,8.9,34.7,126.5
1660874,133.7,42.7,5.8,75.0,118.9
1660875,91.4,40.0,8.3,79.4,106.8
1660876,118.5,41.2,5.3,59.6,127.4
1660877,90.0,24.4,7.5,54.8,122.9
1660878,104.8,16.2,7.8,39.5,109.9
1660879,93.6,52.6,7.4,28.6,113.4
1660880,131.0,30.8,4.6,39.2,116.9
1660881,79.8,55.3,8.6,71.1,81.9
1660882,85.7,44.6,6.1,18.3,138.3
1660883,129.4,40.3,6.3,22.2,73.1
1660884,77.9,55.8,7.5,27.3,91.2
1660885,79.3,24.8,5.3,57.8,75.1
1660886,72.8,90.3,7.7,28.8,95.7
1660887,136.1,54.5,7.5,28.7,63.9
1660888,72.0,51.0,9.6,58.3,96.9
1660889,118.4,40.6,5.9,59.4,117.9
1660890,72.8,49.1,7.2,54.7,115.3
1660891,53.8,44.1,6.3,23.4,88.5
1660892,40.1,41.5,6.3,59.0,53.3
1660893,104.6,37.0,8.4,65.5,101.9
1660894,91.3,45.8,6.8,37.1,62.2
1660895,91.8,52.3,7.4,49.3,106.0
1660896,96.0,67.7,7.6,68.8,85.4
1660897,116.1,33.2,10.0,71.6,69.3
1660898,95.1,25.2,6.7,21.5,78.7
1660899,85.2,47.6,4.4,56.7,151.6
1660900,88.3,46.6,6.9,49.4,104.9
1660901,63.8,66.2,7.7,54.1,93.8
1660902,83.5,30.5,7.8,33.3,84.9
1660903,79.9,43.8,6.8,49.7,93.1
1660904,92.9,46.1,4.5,42.6,136.8
1660905,144.4,34.3,5.0,24.7,93.8
1660906,136.5,56.0,8.4,53.7,146.0
1660907,97.9,67.3,5.7,25.9,81.1
1660908,120.2,46.6,10.0,48.7,151.3
1660909,92.0,20.2,8.3,43.3,99.5
1660910,119.3,55.5,7.0,64.5,67.6
1660911,98.2,31.8,7.3,25.1,81.5
1660912,133.6,72.7,8.2,43.6,148.6
1660913,142.3,37.4,10.0,36.6,115.4
1660914,90.4,40.9,5.9,62.9,96.2
1660915,90.8,49.3,8.7,49.0,113.6
1660916,59.3,35.7,7.0,67.4,52.5
1660917,67.1,41.1,5.7,50.9,71.1
1660918,116.8,47.5,7.1,35.7,81.7
1660919,104.7,60.2,5.7,53.3,84.7
1660920,136.0,23.5,7.2,39.9,108.3
1660921,113.5,42.5,7.8,51.7,111.1
1660922,90.2,51.3,7.0,39.3,94.6
1660923,82.6,50.7,7.6,49.4,152.0
1660924,103.2,43.5,8.2,61.4,115.9
1660925,95.9,,9.8,28.0,122.3
1660926,76.7,57.1,7.2,49.5,149.2
1660927,98.5,39.9,7.3,53.2,121.4
1660928,110.4,55.6,7.4,22.2,79.7
1660929,108.2,47.1,9.8,40.7,86.3
1660930,141.0,27.8,8.2,51.0,129.0
1660931,86.0,46.2,6.2,5.5,123.6
1660932,107.9,30.3,7.3,25.9,161.5
1660933,87.9,35.1,6.0,41.4,93.7
1660934,104.2,41.6,9.1,62.1,84.6
1660935,123.7,16.0,7.4,50.6,116.5
1660936,131.0,70.2,3.6,49.9,65.5
1660937,128.8,62.0,9.3,31.4,105.1
1660938,141.0,37.7,6.2,54.1,69.3
1660939,92.8,77.0,6.9,61.2,134.9
1660940,96.7,46.9,7.1,65.1,102.2
1660941,68.4,51.2,6.3,49.3,91.2
1660942,128.4,30.3,3.7,47.9,87.9
1660943,100.5,29.6,6.6,32.1,101.5
1660944,99.9,44.1,10.0,47.7,52.5
1660945,77.2,47.8,7.7,41.9,48.0
1660946,104.1,74.0,6.2,60.5,107.3
1660947,89.0,45.1,8.5,52.4,146.6
1660948,114.7,61.6,4.9,31.2,143.7
1660949,94.6,51.0,7.5,45.3,105.7
1660950,78.3,55.2,7.9,57.0,107.8
1660951,68.8,51.9,5.6,2.8,112.8
1660952,79.7,29.6,7.6,73.2,99.5
1660953,52.3,45.7,7.2,29.4,82.2
1660954,92.4,36.3,8.1,37.6,55.9
1660955,145.8,68.6,6.2,43.0,92.7
1660956,100.2,15.5,5.9,53.0,127.3
1660957,56.4,26.7,8.2,41.0,86.9
1660958,80.4,62.3,7.2,18.6,63.7
1660959,129.9,68.2,6.0,49.5,52.8
1660960,97.2,46.2,7.9,60.7,40.8
1660961,66.3,69.2,5.9,42.4,82.3
1660962,70.3,32.4,7.6,55.9,117.9
1660963,108.1,37.3,9.1,49.8,161.6
1660964,128.9,52.6,8.7,66.9,157.0
1660965,156.9,57.4,7.1,20.9,109.0
1660966,99.2,25.2,9.7,47.5,127.8
1660967,111.5,60.3,6.7,77.0,113.9
1660968,125.3,26.4,6.3,43.3,115.2
1660969,132.0,67.1,6.7,52.1,166.3
1660970,95.6,22.5,9.1,41.9,131.2
1660971,84.7,40.7,7.6,39.1,80.3
1660972,75.0,59.3,8.4,44.1,148.6
1660973,153.2,32.4,10.0,44.5,63.1
1660974,115.7,55.1,5.9,48.6,96.9
1660975,95.1,40.3,3.3,35.9,113.7
1660976,73.2,32.6,6.6,46.0,104.5
1660977,122.4,56.5,6.6,53.6,91.2
1660978,78.2,40.0,8.2,5.6,116.8
1660979,91.3,19.5,8.4,23.0,91.4
1660980,114.5,47.5,4.3,48.1,115.7
1660981,94.5,62.3,8.8,66.9,87.9
1660982,111.0,42.6,8.2,36.8,98.4
1660983,142.3,54.4,8.2,40.5,116.3
1660984,125.1,55.6,9.9,58.0,78.4
1660985,138.2,51.5,6.5,70.9,97.0
1660986,89.8,44.0,7.5,32.3,74.7
1660987,62.1,53.0,6.2,46.9,91.7
1660988,68.8,63.8,8.8,60.8,127.5
1660989,80.6,61.7,7.7,20.6,81.7
1660990,166.1,59.8,6.2,47.3,130.5
1660991,99.8,81.7,6.8,52.1,95.4
1660992,111.5,40.1,8.2,31.4,95.4
1660993,116.4,39.4,6.2,50.8,93.6
1660994,86.3,23.9,9.1,44.6,97.6
1660995,108.7,44.5,7.0,41.4,141.4
1660996,103.8,43.3,8.3,51.0,72.5
1660997,144.7,67.8,10.0,20.5,116.4
1660998,95.8,57.9,6.8,51.4,126.4
1660999,50.8,52.7,8.9,62.5,112.4
1661000,80.7,48.6,7.5,59.2,116.9
