EventID,StockQty,ActiveUsers,DiscountRate_Percent,StockoutTime_Secs,HighDemandRisk
1160581,100.8,141.4,55.2,1.3,116.5
1160582,73.4,110.9,50.1,11.5,78.6
1160583,90.3,91.0,39.8,10.5,80.5
1160584,115.8,117.6,50.6,3.9,107.5
1160585,96.5,108.3,35.5,2.3,106.7
1160586,38.8,130.7,36.7,9.2,53.6
1160587,133.6,103.6,28.6,11.5,106.9
1160588,46.9,84.1,41.3,10.5,88.1
1160589,107.1,72.9,42.0,1.0,90.9
1160590,87.1,80.0,31.7,1.1,89.9
1160591,138.0,109.3,23.4,25.8,136.8
1160592,99.9,99.0,25.6,10.2,104.4
1160593,111.2,110.3,52.8,23.9,65.8
1160594,117.9,94.6,48.4,5.8,74.8
1160595,89.0,109.8,50.1,42.3,65.6
1160596,104.4,105.3,42.1,16.0,91.9
1160597,131.2,80.4,53.5,11.5,135.2
1160598,96.8,81.8,61.1,9.5,76.2
1160599,139.0,116.4,66.6,5.9,123.9
1160600,89.8,128.4,55.6,10.8,121.5
1160601,79.0,87.9,46.9,15.4,23.8
1160602,93.5,120.6,59.4,3.6,82.8
1160603,80.2,47.5,36.1,53.3,60.5
1160604,105.9,126.1,53.4,9.0,83.4
1160605,126.3,113.8,55.0,15.4,138.0
1160606,71.2,133.2,10.9,1.1,92.0
1160607,101.1,128.5,39.6,11.1,134.4
1160608,96.3,100.1,19.5,10.0,45.8
1160609,104.0,101.4,53.7,15.0,131.5
1160610,83.5,73.2,52.0,5.8,73.9
1160611,105.4,109.2,23.0,1.9,111.5
1160612,105.4,78.9,42.2,15.9,94.3
1160613,134.6,74.5,47.5,1.6,121.2
1160614,76.8,136.4,18.2,15.0,98.3
1160615,75.9,46.3,30.4,3.8,97.5
1160616,78.1,135.2,22.4,13.2,92.5
1160617,86.0,120.1,42.7,24.1,134.4
1160618,156.2,120.4,31.5,4.7,56.3
1160619,97.9,64.4,13.6,1.7,150.9
1160620,163.6,138.7,40.4,8.3,101.3
1160621,130.2,156.4,73.7,1.0,131.7
1160622,182.1,81.1,44.1,11.2,102.2
1160623,85.6,70.8,38.4,28.6,58.2
1160624,73.1,86.2,55.9,5.8,126.0
1160625,63.4,156.2,29.4,4.1,111.6
1160626,76.2,58.3,49.8,5.3,70.6
1160627,94.4,123.2,34.2,4.8,119.5
1160628,63.8,151.2,24.2,12.0,91.2
1160629,124.2,74.6,44.6,2.6,88.2
1160630,94.5,86.2,20.3,4.9,79.9
1160631,88.9,43.1,40.0,3.2,106.1
1160632,106.3,113.8,71.5,1.0,72.7
1160633,142.0,105.9,27.7,54.4,47.8
1160634,117.9,109.5,27.2,22.2,27.2
1160635,81.2,91.6,50.1,3.0,87.4
1160636,79.3,79.1,2.2,11.7,95.0
1160637,83.7,124.3,47.7,2.2,115.0
1160638,119.6,85.7,17.6,2.2,130.4
1160639,138.6,94.5,34.4,7.4,62.1
1160640,101.3,76.3,69.0,4.1,100.5
1160641,46.7,98.4,52.3,37.0,133.4
1160642,159.1,93.1,42.0,34.0,80.9
1160643,41.0,86.1,28.8,1.0,104.6
1160644,75.1,101.8,49.6,1.0,133.5
1160645,93.8,110.7,38.7,3.0,77.4
1160646,83.3,63.0,51.8,17.5,87.0
1160647,119.5,67.6,60.7,65.0,73.4
1160648,141.7,129.1,40.5,8.4,104.2
1160649,63.1,73.9,41.9,2.1,102.5
1160650,66.9,124.4,33.7,3.0,121.3
1160651,113.8,126.2,41.1,7.2,128.8
1160652,78.3,116.0,33.6,6.8,113.9
1160653,48.8,101.2,22.7,1.0,126.3
1160654,99.5,77.7,55.8,4.8,61.8
1160655,119.6,75.1,50.5,14.0,80.3
1160656,95.1,88.6,48.0,21.1,107.6
1160657,81.7,67.5,37.4,5.8,86.7
1160658,111.9,89.7,47.8,3.8,80.9
1160659,109.8,107.3,42.9,5.2,114.8
1160660,118.8,122.0,25.0,6.3,123.9
1160661,96.4,70.1,36.6,1.0,141.1
1160662,98.7,88.8,42.2,4.2,74.6
1160663,74.4,89.5,58.1,2.3,86.7
1160664,110.4,99.6,37.7,47.2,99.3
1160665,105.5,96.5,38.0,18.5,114.9
1160666,123.4,105.6,38.8,16.2,74.3
1160667,84.0,95.6,54.3,2.7,96.3
1160668,44.0,129.4,41.3,14.0,148.1
1160669,126.6,132.5,88.4,10.8,107.3
1160670,172.5,86.8,61.8,13.3,92.6
1160671,96.4,105.7,43.4,1.0,108.7
1160672,99.9,136.4,43.2,12.7,87.0
1160673,86.0,103.0,63.4,36.2,92.9
1160674,117.2,76.6,25.5,2.3,92.8
1160675,132.9,137.7,44.1,19.9,79.5
1160676,106.2,120.8,12.5,17.1,104.4
1160677,93.2,127.7,66.6,6.2,113.9
1160678,65.4,98.4,15.3,7.1,115.6
1160679,138.8,102.9,46.5,18.0,137.4
1160680,106.4,158.5,49.0,17.1,117.8
1160681,85.5,68.0,41.4,9.2,66.6
1160682,102.8,84.6,32.3,3.7,81.3
1160683,110.1,94.1,65.8,47.9,147.5
1160684,160.6,104.5,63.8,9.6,113.4
1160685,115.1,114.3,52.9,3.3,139.1
1160686,53.0,114.3,45.4,5.0,77.2
1160687,67.0,100.1,35.3,14.7,126.5
1160688,165.1,109.3,43.6,9.9,110.3
1160689,124.6,76.5,60.9,15.8,99.0
1160690,124.7,85.0,55.4,2.8,128.0
1160691,51.1,150.3,36.4,14.3,103.3
1160692,75.1,125.5,25.6,7.5,94.1
1160693,87.0,49.4,22.0,5.2,78.6
1160694,121.0,64.2,53.7,20.8,133.7
1160695,111.1,77.9,60.4,2.3,112.0
1160696,102.6,83.6,35.1,3.5,115.4
1160697,114.1,94.3,60.6,1.0,103.4
1160698,106.8,89.7,55.3,15.9,133.4
1160699,102.4,110.2,66.1,11.0,109.7
1160700,115.0,56.6,36.8,6.6,100.9
1160701,66.8,66.1,34.8,29.2,111.5
1160702,73.8,93.6,48.2,10.1,85.5
1160703,104.1,101.5,24.1,13.5,72.6
1160704,122.1,122.1,43.7,28.7,109.4
1160705,132.0,104.1,49.5,7.8,61.6
1160706,102.0,101.3,48.3,14.2,65.9
1160707,76.9,77.9,50.6,2.3,81.9
1160708,108.0,80.1,56.6,8.7,83.0
1160709,74.5,97.6,70.1,11.9,108.9
1160710,63.8,110.6,40.0,26.3,106.6
1160711,128.1,107.7,48.7,7.5,104.3
1160712,89.4,103.2,22.1,20.1,76.3
1160713,79.4,94.7,48.8,31.9,59.2
1160714,124.1,42.5,69.8,7.6,111.0
1160715,132.3,104.0,47.5,16.5,75.4
1160716,117.7,154.7,60.2,92.4,122.9
1160717,84.7,112.7,33.4,2.6,112.2
1160718,126.6,52.0,38.0,22.0,93.5
1160719,116.8,44.2,42.4,2.9,143.4
1160720,120.5,96.6,54.0,1.7,93.1
1160721,138.9,125.1,38.9,9.9,96.2
1160722,53.3,117.1,48.0,13.7,70.9
1160723,128.3,68.0,27.0,33.7,41.0
1160724,81.8,128.6,37.8,1.0,118.2
1160725,121.0,119.6,46.2,1.0,109.6
1160726,67.2,83.0,36.7,51.6,72.2
1160727,107.5,114.8,25.5,3.5,74.9
1160728,145.8,90.3,51.3,1.0,100.2
1160729,150.2,53.5,40.7,1.0,64.9
1160730,97.6,140.5,40.2,6.7,76.2
1160731,60.9,133.6,36.2,18.0,78.6
1160732,110.9,102.9,68.2,4.7,108.5
1160733,111.4,79.0,31.9,10.0,124.1
1160734,80.4,127.4,40.2,3.0,107.9
1160735,94.3,37.5,54.7,33.5,113.6
1160736,108.9,124.6,52.5,4.3,110.1
1160737,68.5,43.9,51.1,35.3,80.1
1160738,96.2,110.8,63.5,10.4,49.2
1160739,102.2,92.7,58.1,113.6,70.4
1160740,84.0,91.8,59.6,10.7,101.7
1160741,103.2,87.1,60.7,4.7,120.3
1160742,102.9,128.4,50.1,3.4,70.1
1160743,104.7,89.1,71.5,17.1,89.6
1160744,98.4,120.6,52.7,22.0,53.9
1160745,101.5,105.1,39.2,10.8,69.4
1160746,59.8,69.8,40.4,26.5,58.3
1160747,84.7,89.4,17.6,21.3,111.1
1160748,89.7,87.3,66.6,2.6,86.4
1160749,102.5,123.0,47.9,19.8,63.6
1160750,77.7,93.2,50.1,9.7,128.3
1160751,130.0,94.5,39.6,12.7,149.5
1160752,122.5,94.5,31.3,6.8,94.5
1160753,57.3,111.1,26.2,18.1,107.7
1160754,122.6,87.8,51.1,29.2,106.4
1160755,68.0,92.6,50.4,7.8,79.7
1160756,53.6,114.9,49.7,7.0,106.8
1160757,94.1,82.9,17.0,33.1,95.4
1160758,120.7,120.5,38.3,12.7,106.6
1160759,93.5,90.2,36.7,17.9,110.3
1160760,111.3,121.3,40.7,2.5,102.5
1160761,74.0,65.9,58.0,11.7,137.2
1160762,83.2,94.5,43.2,8.0,99.7
1160763,70.8,86.2,46.0,8.1,90.1
1160764,51.6,127.8,33.4,10.4,104.8
1160765,120.6,103.6,58.7,28.8,114.4
1160766,95.3,91.9,33.7,7.5,95.2
1160767,114.4,114.2,15.7,14.1,80.8
1160768,40.3,77.4,19.5,20.4,129.0
1160769,98.0,117.0,40.1,6.2,66.2
1160770,115.2,92.8,57.1,7.3,112.5
1160771,102.6,109.1,61.8,26.9,90.2
1160772,141.6,67.9,36.2,38.4,76.2
1160773,124.1,100.3,66.2,12.7,86.6
1160774,108.4,111.3,44.8,8.3,89.6
1160775,130.5,159.1,46.6,6.8,76.0
1160776,100.2,102.2,34.8,6.4,114.8
1160777,82.5,67.4,40.8,62.9,87.4
1160778,93.8,49.7,53.9,46.3,94.2
1160779,105.2,75.9,40.8,5.7,46.7
1160780,92.5,126.9,60.2,1.3,67.4
1160781,113.4,68.4,22.8,4.4,82.0
1160782,107.2,93.1,61.1,1.3,64.7
1160783,70.1,65.7,32.0,50.8,84.4
1160784,50.5,122.9,47.7,10.1,119.2
1160785,86.9,,22.2,24.3,81.8
1160786,77.0,105.2,39.7,18.5,123.5
1160787,120.0,134.8,67.1,5.3,100.8
1160788,155.2,67.8,50.5,2.8,108.2
1160789,98.7,97.8,16.2,8.4,120.9
1160790,73.7,84.5,52.9,36.6,115.2
1160791,138.5,90.0,36.7,13.1,112.5
1160792,73.8,84.7,20.8,2.4,127.0
1160793,104.5,150.1,35.7,11.2,60.4
1160794,124.1,136.0,77.1,5.0,108.1
1160795,73.1,110.3,46.4,20.6,107.1
1160796,110.0,109.6,49.2,1.9,91.8
1160797,115.7,114.6,55.4,12.3,80.6
1160798,110.0,103.8,9.2,16.1,71.2
1160799,114.1,95.0,54.4,14.5,92.9
1160800,94.5,115.2,28.9,29.3,60.6
1160801,106.4,108.5,30.4,3.6,109.2
1160802,104.1,79.2,48.4,9.9,68.3
1160803,115.0,107.1,30.2,8.3,110.8
1160804,63.8,99.5,29.0,18.3,111.2
1160805,137.3,110.7,38.7,8.2,97.6
1160806,70.1,103.1,39.7,37.0,158.0
1160807,143.8,68.4,41.5,5.2,72.7
1160808,139.0,92.7,51.2,27.8,98.0
1160809,75.9,179.7,39.5,4.9,44.9
1160810,138.4,124.5,59.3,11.5,123.8
1160811,31.0,95.9,49.9,9.1,136.8
1160812,59.2,112.4,52.0,2.1,134.2
1160813,103.6,89.8,37.4,26.9,93.2
1160814,94.1,58.0,29.4,1.0,96.1
1160815,103.1,96.0,46.4,23.4,96.4
1160816,127.2,147.7,62.8,3.5,128.5
1160817,97.3,104.6,62.3,16.0,115.5
1160818,123.8,90.1,60.5,3.8,119.5
1160819,127.1,120.8,57.8,2.3,59.2
1160820,103.0,113.4,45.0,1.0,119.7
1160821,102.0,71.7,42.9,71.7,67.3
1160822,55.0,77.2,11.7,18.7,54.0
1160823,88.9,133.5,52.8,15.3,69.3
1160824,80.3,,63.8,19.3,87.9
1160825,117.3,65.8,58.2,5.2,61.1
1160826,82.6,111.3,53.3,53.0,174.2
1160827,89.7,97.7,75.1,24.5,113.5
1160828,109.4,102.0,38.5,22.5,123.5
1160829,75.3,114.9,28.4,13.7,147.3
1160830,87.7,,51.9,45.1,114.6
1160831,141.5,127.4,34.4,20.7,62.6
1160832,70.2,61.2,22.7,18.2,115.0
1160833,74.2,93.7,33.4,5.7,78.9
1160834,66.1,61.2,44.7,5.0,48.4
1160835,125.3,97.6,37.4,16.7,129.6
1160836,99.4,100.8,33.3,18.3,135.3
1160837,101.0,118.6,32.4,8.9,78.4
1160838,60.5,104.3,62.8,1.0,76.7
1160839,96.6,123.1,44.4,3.3,89.1
1160840,106.9,78.1,48.6,2.5,65.4
1160841,148.8,102.5,44.1,5.2,106.1
1160842,97.9,92.1,31.7,6.6,151.6
1160843,109.5,78.9,49.7,17.2,115.2
1160844,126.5,83.5,29.3,10.0,64.9
1160845,77.3,73.9,55.4,33.9,77.2
1160846,89.6,87.1,36.5,8.0,91.7
1160847,76.6,96.0,95.0,4.7,83.0
1160848,104.4,145.0,56.2,2.2,80.4
1160849,135.1,93.7,57.1,1.7,70.2
1160850,52.9,111.3,51.7,4.1,87.6
1160851,98.8,118.3,62.0,7.0,132.8
1160852,99.6,91.9,57.3,51.2,108.6
1160853,73.1,83.7,49.9,19.3,118.7
1160854,112.9,98.3,60.3,13.8,74.1
1160855,117.9,105.4,73.7,28.9,89.9
1160856,130.7,89.8,47.8,7.7,38.6
1160857,88.6,96.0,42.1,11.7,94.4
1160858,113.2,106.4,33.8,19.5,121.5
1160859,111.2,105.7,45.8,50.3,81.4
1160860,106.4,94.7,46.0,25.3,112.8
1160861,130.3,96.9,26.0,7.7,103.3
1160862,82.4,118.7,57.9,28.4,55.6
1160863,61.5,134.1,36.3,23.5,122.8
1160864,63.1,132.3,29.6,4.5,98.0
1160865,118.5,74.2,43.5,1.3,101.1
1160866,155.3,122.7,63.9,12.8,80.7
1160867,77.5,63.0,69.2,9.7,129.3
1160868,50.2,106.2,54.0,8.0,93.1
1160869,141.5,156.7,68.8,8.5,107.1
1160870,96.7,80.5,47.6,26.0,102.9
1160871,92.5,134.6,43.3,72.0,81.4
1160872,96.2,103.6,66.2,36.5,116.3
1160873,95.7,128.4,22.9,8.8,97.7
1160874,112.4,127.8,42.1,3.2,36.7
1160875,135.5,81.8,59.1,3.2,124.2
1160876,88.2,81.1,48.4,19.7,96.9
1160877,89.9,63.5,48.2,29.6,114.8
1160878,97.6,76.6,32.9,21.8,73.2
1160879,119.4,102.1,18.0,17.6,104.0
1160880,126.6,57.3,52.6,1.0,105.9
1160881,101.0,109.7,24.0,24.2,97.6
1160882,59.4,119.9,47.3,8.0,66.9
1160883,96.0,127.4,44.0,1.7,74.7
1160884,73.4,116.1,52.8,4.1,120.0
1160885,123.4,84.4,59.0,9.1,96.3
1160886,87.0,61.7,48.9,5.5,25.4
1160887,120.8,95.8,69.7,18.0,115.8
1160888,39.5,96.7,45.6,26.9,117.7
1160889,87.0,67.9,93.7,1.0,95.0
1160890,111.4,112.5,60.6,20.2,92.4
1160891,64.2,77.5,23.0,7.2,106.8
1160892,82.0,59.1,55.6,7.3,49.3
1160893,116.4,113.7,44.3,29.9,145.7
1160894,130.3,73.9,79.7,8.5,67.0
1160895,33.2,108.4,38.6,3.1,99.6
1160896,75.3,62.1,73.1,12.9,128.8
1160897,119.2,53.2,39.4,1.6,95.4
1160898,104.3,107.6,48.0,10.0,106.3
1160899,83.1,103.6,15.9,4.6,98.4
1160900,128.7,94.0,44.5,7.0,111.3
1160901,113.2,111.9,24.9,19.9,101.0
1160902,102.1,98.9,61.6,7.6,113.2
1160903,87.5,120.6,66.7,5.2,136.6
1160904,70.5,111.4,39.5,19.4,96.6
1160905,76.5,87.3,49.3,24.8,111.1
1160906,96.6,110.3,36.2,19.4,37.5
1160907,107.0,109.0,78.7,26.5,85.1
1160908,63.4,88.5,2.9,27.5,101.9
1160909,108.7,98.8,45.4,16.2,133.1
1160910,160.4,75.1,23.1,21.3,109.9
1160911,86.4,78.4,35.9,58.5,81.7
1160912,118.2,139.8,55.4,29.5,84.1
1160913,132.8,108.0,37.4,27.6,155.1
1160914,79.9,101.1,33.8,14.1,101.0
1160915,101.9,115.7,33.9,18.7,136.1
1160916,102.1,107.3,42.1,15.9,125.0
1160917,123.1,101.0,49.4,9.1,87.1
1160918,97.6,75.8,36.8,13.2,155.7
1160919,93.9,77.3,54.1,15.0,145.3
1160920,117.7,115.2,27.4,16.1,111.4
1160921,120.2,87.8,76.6,34.1,133.9
1160922,117.8,110.9,31.7,7.5,105.8
1160923,64.8,106.5,64.6,1.0,104.6
1160924,121.5,102.5,36.7,4.4,80.1
1160925,112.1,79.8,64.7,14.7,87.1
1160926,123.3,87.6,42.9,6.9,66.9
1160927,105.2,89.3,38.9,9.7,78.4
1160928,85.8,83.9,40.6,12.2,87.1
1160929,130.0,127.7,6.2,8.5,119.5
1160930,85.0,155.1,57.3,5.2,114.5
1160931,127.4,95.4,41.6,37.5,69.6
1160932,106.6,96.9,38.4,28.2,93.9
1160933,104.4,61.3,49.4,8.0,146.5
1160934,98.7,89.9,26.0,3.3,96.1
1160935,103.7,103.1,41.4,8.2,163.6
1160936,101.0,62.8,73.8,5.5,91.2
1160937,81.3,80.0,39.5,15.1,137.2
1160938,67.0,121.2,50.5,7.2,143.7
1160939,124.4,94.7,60.5,7.9,101.7
1160940,63.1,57.3,55.0,25.7,130.8
1160941,88.3,119.5,62.2,41.5,91.2
1160942,116.5,124.0,36.6,62.9,105.0
1160943,93.7,105.7,21.6,72.7,112.9
1160944,106.2,,35.2,5.0,66.2
1160945,114.1,104.4,47.0,1.8,75.7
1160946,93.6,117.8,52.5,3.4,108.9
1160947,81.7,95.1,33.5,31.0,134.7
1160948,99.5,92.0,46.2,8.3,89.0
1160949,102.7,120.9,58.3,1.3,135.5
1160950,114.3,59.3,53.3,10.6,107.1
1160951,116.7,104.1,63.9,1.0,120.0
1160952,64.8,99.7,6.3,4.8,98.4
1160953,107.6,97.8,64.3,24.9,138.7
1160954,114.3,137.0,51.7,32.6,112.4
1160955,115.2,112.0,75.4,28.0,69.0
1160956,88.3,88.3,28.1,6.6,54.0
1160957,90.9,126.7,42.6,6.8,169.8
1160958,95.5,123.2,48.1,16.3,120.0
1160959,87.4,159.1,37.7,15.4,97.2
1160960,114.2,75.9,31.6,8.9,93.5
1160961,69.2,98.3,31.5,40.2,104.6
1160962,90.4,99.5,44.6,15.6,91.6
1160963,114.5,56.6,57.3,24.8,128.2
1160964,133.2,98.1,21.6,13.9,141.0
1160965,92.6,102.2,38.9,17.8,80.0
1160966,64.8,108.8,13.5,1.0,109.7
1160967,103.2,118.4,49.2,13.4,109.5
1160968,99.8,84.1,37.6,10.1,113.4
1160969,133.8,118.6,39.4,16.1,105.4
1160970,98.6,74.8,62.9,25.1,131.9
1160971,101.5,126.0,58.7,7.9,77.2
1160972,54.4,109.8,48.8,10.0,110.3
1160973,145.2,70.8,40.4,17.8,106.8
1160974,131.4,137.8,30.5,1.0,60.5
1160975,95.1,140.0,35.9,3.2,112.7
1160976,116.4,163.4,90.4,18.9,108.6
1160977,57.8,30.0,46.3,15.6,92.7
1160978,57.7,184.8,45.0,5.2,128.8
1160979,121.6,142.6,63.0,5.6,144.3
1160980,101.4,87.9,54.4,32.0,119.1
1160981,87.1,97.2,52.5,5.4,74.2
1160982,75.7,121.5,27.7,20.6,129.0
1160983,105.0,112.5,51.9,10.3,80.9
1160984,97.2,105.1,27.9,8.8,77.7
1160985,67.8,112.4,57.8,23.5,98.8
1160986,93.7,134.4,65.0,1.6,91.9
1160987,125.0,84.2,41.9,2.7,94.9
1160988,63.5,92.4,31.1,8.1,69.5
1160989,75.3,170.1,30.2,25.5,140.9
1160990,109.2,84.4,61.8,2.0,94.7
1160991,122.5,90.6,47.6,4.6,102.8
1160992,118.8,98.8,40.0,2.4,107.4
1160993,118.6,40.8,46.4,15.6,86.4
1160994,132.0,52.3,49.8,15.4,68.0
1160995,93.4,31.5,37.2,4.1,101.4
1160996,141.0,101.0,62.4,5.5,97.3
1160997,79.3,52.9,59.0,29.2,120.3
1160998,107.7,81.9,36.5,29.5,118.9
1160999,109.9,135.9,24.1,27.7,89.8
1161000,58.5,100.0,36.2,16.5,134.7
