PlotID,SoilMoisture,FertilizerType,Temperature,Rainfall_mm,CropYield_kg
980571,13.1,Chemical,14.1,1132.5,1508.6
980572,65.4,Chemical,35.2,1708.2,2555.4
980573,46.4,None,22.6,913.1,1397.4
980574,86.4,Chemical,20.3,979.4,2352.8
980575,64.6,Organic,15.7,1777.5,2361.4
980576,75.9,Organic,18.9,379.4,1380.8
980577,18.3,Chemical,17.6,1635.5,1975.1
980578,28.9,Chemical,26.6,887.3,1356.1
980579,26.4,Organic,27.1,985.2,1369.3
980580,41.4,None,28.5,631.8,902.0
980581,38.6,Chemical,15.4,518.2,1198.5
980582,26.8,Chemical,19.8,567.8,1178.5
980583,75.1,None,25.2,295.8,1371.5
980584,63.1,Chemical,21.2,1419.7,2303.5
980585,73.6,Chemical,19.4,831.4,1924.8
980586,40.0,Chemical,28.6,1293.5,1817.4
980587,52.0,Organic,19.5,1020.9,1675.8
980588,23.4,None,33.9,1606.2,1456.7
980589,82.8,Organic,31.8,1570.3,2373.4
980590,18.9,Chemical,33.9,792.7,1127.2
980591,46.9,Organic,31.2,1662.2,1949.6
980592,26.5,None,23.5,1127.0,1259.9
980593,69.6,Chemical,20.7,1768.1,2649.8
980594,37.3,Chemical,31.6,768.7,1704.6
980595,13.3,Chemical,19.3,718.5,996.1
980596,85.5,Chemical,31.3,1379.2,2525.7
980597,16.8,Organic,36.0,1414.6,1448.8
980598,46.0,None,25.7,399.7,778.6
980599,41.3,None,13.5,1526.6,1741.8
980600,29.8,Chemical,18.0,1793.3,2228.7
980601,45.2,Organic,17.4,1326.3,1756.8
980602,30.6,Organic,18.8,638.5,1163.1
980603,59.1,Chemical,12.8,252.0,1224.5
980604,33.2,Organic,14.4,707.0,1000.2
980605,15.9,Organic,19.0,286.5,833.1
980606,34.0,None,32.0,1380.7,1239.8
980607,20.7,Chemical,15.9,571.5,1030.2
980608,71.5,Chemical,22.1,207.0,1472.3
980609,74.0,None,25.0,1095.5,1681.9
980610,76.6,Organic,36.3,1407.4,2079.6
980611,65.4,Chemical,33.4,364.4,1353.8
980612,75.8,None,26.3,1407.3,1932.0
980613,23.8,Organic,22.9,672.8,1064.2
980614,56.1,Organic,24.1,1498.1,2154.0
980615,54.2,Organic,36.2,913.4,1604.5
980616,53.6,Chemical,20.2,1482.5,2202.5
980617,28.6,Chemical,25.3,604.2,1366.3
980618,47.5,Chemical,21.5,1134.8,2081.5
980619,60.2,Organic,33.3,704.6,1505.1
980620,78.1,Organic,33.6,1426.1,2493.2
980621,69.0,Chemical,14.2,355.4,1487.7
980622,32.1,Organic,12.7,942.4,1496.3
980623,68.5,None,25.0,467.5,1066.9
980624,75.1,Organic,36.8,1187.2,2077.1
980625,81.8,Chemical,19.6,1692.9,2909.2
980626,15.2,None,22.1,1382.4,1231.4
980627,89.8,Chemical,13.8,1255.9,2401.4
980628,65.0,Chemical,22.4,1200.4,2330.9
980629,89.8,Organic,36.4,240.3,1313.1
980630,73.9,Organic,13.0,258.1,1269.5
980631,77.8,Organic,26.1,736.1,1760.2
980632,60.0,Chemical,15.6,305.8,1328.8
980633,27.1,None,15.8,1755.4,1571.1
980634,19.7,Chemical,29.8,1051.7,1673.4
980635,52.2,Chemical,24.9,273.4,1284.9
980636,76.4,Organic,30.6,632.8,1621.7
980637,75.5,Organic,13.1,1665.4,2344.4
980638,18.2,Organic,29.7,587.8,895.6
980639,74.5,Chemical,19.7,286.5,1646.9
980640,75.1,Chemical,23.1,1387.4,2376.1
980641,89.8,Organic,20.4,1550.4,2483.3
980642,48.0,Organic,21.6,1320.0,1897.0
980643,11.1,Chemical,32.8,1271.9,1458.3
980644,50.3,None,14.5,578.9,731.3
980645,61.0,Chemical,33.1,1039.9,1994.0
980646,36.4,Organic,23.6,1543.1,2035.0
980647,24.6,Organic,31.3,683.9,1076.5
980648,12.5,Chemical,37.0,1233.6,1388.8
980649,72.1,Chemical,14.6,1080.8,2027.6
980650,13.5,Organic,17.7,527.3,723.6
980651,71.5,Organic,12.7,1280.4,1962.8
980652,50.1,Chemical,28.0,1781.6,2503.7
980653,84.2,Organic,18.8,1393.4,2371.3
980654,76.7,Chemical,25.5,1280.3,2516.4
980655,61.1,None,26.9,1552.9,2032.4
980656,83.2,None,34.1,1701.8,2231.7
980657,42.3,Chemical,33.4,1457.3,2099.5
980658,20.7,None,17.3,1468.2,1369.7
980659,28.4,Organic,26.9,1406.6,1571.0
980660,66.0,Organic,20.8,580.7,1441.5
980661,12.9,Chemical,36.9,1609.0,1738.3
980662,87.7,Chemical,17.4,289.0,1842.2
980663,89.7,Chemical,19.5,1793.9,2937.9
980664,46.3,Chemical,36.2,620.3,1340.7
980665,84.1,None,15.2,461.5,1208.4
980666,37.1,Chemical,26.4,583.8,1279.6
980667,60.9,Chemical,17.5,816.6,1806.7
980668,36.7,Chemical,26.4,372.3,1013.8
980669,11.7,Organic,25.3,1727.9,1833.0
980670,61.1,None,28.9,1032.1,1628.3
980671,29.4,Chemical,13.7,1549.7,1864.8
980672,52.7,Chemical,21.3,1005.2,1833.7
980673,71.4,None,37.6,1609.8,1758.0
980674,17.1,None,13.5,1550.2,1302.7
980675,23.7,Chemical,27.5,377.7,1039.4
980676,62.2,None,26.1,1170.5,1667.3
980677,50.4,Chemical,28.4,472.9,1557.0
980678,51.5,Chemical,28.6,695.9,1604.2
980679,18.9,None,31.9,1128.5,910.2
980680,85.8,Chemical,30.3,418.7,1762.7
980681,34.9,Chemical,26.6,746.0,1336.7
980682,76.4,Chemical,31.5,1760.9,2725.0
980683,60.4,Organic,27.8,1606.6,2196.8
980684,18.1,Chemical,16.5,1415.7,1754.3
980685,18.0,None,20.2,1683.6,1562.1
980686,75.3,Organic,14.7,981.1,1836.6
980687,40.1,Chemical,27.1,631.1,1373.6
980688,88.0,Chemical,26.8,678.8,2054.3
980689,64.4,Chemical,21.5,1390.3,2351.2
980690,25.9,Organic,19.7,670.4,1075.8
980691,17.2,Chemical,27.0,1534.6,1809.1
980692,77.2,Chemical,25.1,555.6,1975.4
980693,70.8,Organic,37.1,1559.8,2078.4
980694,11.9,Chemical,18.1,586.1,818.5
980695,55.5,Organic,13.4,269.4,999.8
980696,63.6,Organic,30.4,1675.3,2178.6
980697,53.8,None,24.7,1044.0,1497.2
980698,52.1,Chemical,24.0,1551.9,2313.8
980699,41.3,Chemical,12.1,1560.5,2175.3
980700,28.2,Organic,34.1,1654.2,1844.3
980701,17.9,Organic,30.4,1307.7,1620.4
980702,28.0,None,16.3,846.1,950.7
980703,11.7,Chemical,22.6,1080.8,1594.2
980704,80.4,Organic,19.0,420.3,1431.2
980705,77.6,Organic,36.4,,1984.0
980706,49.1,Organic,33.7,665.0,1098.3
980707,31.0,Chemical,21.6,426.1,1479.8
980708,58.6,Chemical,15.4,421.4,1278.5
980709,79.5,Chemical,31.7,1472.2,2561.8
980710,24.8,Chemical,33.6,386.6,1032.9
980711,48.3,Chemical,27.0,1234.6,1947.0
980712,69.0,Organic,13.5,1500.5,2017.9
980713,42.2,Organic,31.5,1131.5,1636.0
980714,71.4,Chemical,22.7,1316.1,2257.9
980715,84.5,Organic,30.8,1388.3,2367.3
980716,47.1,Chemical,17.3,1031.0,1774.7
980717,38.4,Organic,23.2,401.6,1091.2
980718,14.3,Organic,33.8,1086.7,1217.4
980719,52.9,None,30.8,537.3,882.5
980720,56.7,None,26.1,,1840.4
980721,35.1,Chemical,33.0,1265.8,1733.2
980722,12.7,Organic,14.2,1467.6,1346.7
980723,16.6,Organic,26.3,1261.2,1413.2
980724,81.2,Chemical,34.2,1718.9,2694.6
980725,85.3,None,20.5,711.1,1623.7
980726,79.2,None,19.4,621.0,1340.9
980727,12.3,Chemical,21.9,1003.0,1391.7
980728,25.2,Chemical,21.3,1663.2,2100.4
980729,14.3,Chemical,12.3,621.4,1044.4
980730,69.6,Organic,25.0,1403.5,2194.8
980731,38.8,Chemical,36.4,788.6,1426.7
980732,16.4,Organic,25.4,685.5,1176.1
980733,25.7,Chemical,29.4,1198.9,1581.8
980734,68.9,Chemical,26.5,1364.5,2308.9
980735,82.4,Chemical,14.3,1643.9,2649.3
980736,83.0,Organic,36.3,428.4,1389.2
980737,35.5,None,15.6,1012.2,1169.5
980738,86.4,None,17.9,423.6,1229.4
980739,29.7,Chemical,19.1,1667.8,2175.5
980740,30.3,Chemical,29.6,819.9,1329.3
980741,79.4,Organic,18.4,377.5,1509.7
980742,86.9,Chemical,18.1,227.1,1618.3
980743,63.3,Chemical,27.0,785.4,1797.0
980744,22.1,Chemical,20.2,1399.4,1873.5
980745,55.3,None,22.6,243.2,810.4
980746,47.5,Chemical,30.4,877.4,1632.6
980747,11.1,Organic,36.1,448.5,732.2
980748,11.1,Organic,14.2,1727.4,1675.2
980749,48.5,Organic,26.6,849.2,1622.7
980750,37.3,Chemical,23.7,249.8,1140.5
980751,20.4,Chemical,13.7,1541.7,1882.0
980752,35.0,None,15.3,278.9,500.0
980753,64.9,Chemical,23.7,1487.0,2428.5
980754,19.6,None,20.3,1779.3,1829.1
980755,80.7,Chemical,16.2,1537.0,2603.8
980756,26.2,Chemical,17.5,1530.8,1861.8
980757,52.6,None,26.2,1091.4,1414.8
980758,43.5,Chemical,12.5,1777.0,2398.4
980759,36.0,Organic,25.2,1007.2,1607.3
980760,89.3,Chemical,35.9,1119.1,2177.6
980761,52.5,Chemical,34.2,801.9,1688.4
980762,44.7,Organic,32.8,1046.2,1518.0
980763,79.1,None,27.0,1778.0,2231.0
980764,86.5,Chemical,26.0,1327.3,2639.3
980765,78.5,Chemical,26.6,427.9,1754.6
980766,68.7,Organic,24.2,1738.3,2548.0
980767,65.3,Chemical,26.6,626.2,1796.7
980768,86.2,Chemical,27.3,823.7,2152.2
980769,42.0,Chemical,36.9,,2590.1
980770,14.7,None,24.6,1785.5,1662.0
980771,63.4,Organic,27.7,1196.5,1969.1
980772,65.3,Organic,15.6,860.5,1519.8
980773,68.3,Chemical,15.7,751.3,1792.0
980774,17.9,Organic,15.6,1421.2,1588.5
980775,51.2,Organic,14.8,1461.0,1915.4
980776,80.0,Chemical,28.0,1149.0,2338.7
980777,89.8,Organic,12.0,888.1,1672.9
980778,50.0,Chemical,12.1,392.6,1194.1
980779,37.1,Organic,27.1,272.4,930.6
980780,80.1,Chemical,26.8,1058.4,2202.3
980781,74.7,Organic,23.4,1529.8,2334.3
980782,36.2,Organic,27.3,1546.8,1917.5
980783,83.3,Organic,14.9,1795.0,2606.7
980784,78.4,Organic,12.7,450.4,1403.6
980785,45.9,Chemical,21.6,1212.4,2084.0
980786,69.2,None,22.7,1603.9,2262.9
980787,36.5,Chemical,21.5,728.6,1449.5
980788,21.5,Organic,12.0,212.0,639.9
980789,80.7,None,36.5,346.3,1051.7
980790,53.5,Chemical,14.4,210.0,1216.1
980791,85.2,Chemical,37.8,1628.1,2711.3
980792,42.5,None,16.2,1041.9,1109.1
980793,68.5,Organic,35.7,982.0,1651.4
980794,27.4,Chemical,34.5,824.2,1333.5
980795,77.1,Organic,22.1,1418.1,2362.4
980796,16.7,Chemical,21.4,838.5,1330.9
980797,40.7,Chemical,14.2,627.5,1301.0
980798,82.5,Chemical,24.6,205.0,1545.5
980799,59.5,Chemical,25.2,1198.2,2231.1
980800,77.3,Organic,30.7,1058.5,2008.9
980801,57.8,Chemical,12.6,568.5,1322.5
980802,38.4,Organic,26.4,1143.0,1609.4
980803,21.5,Chemical,18.4,1338.2,1672.8
980804,60.6,Chemical,12.9,1254.4,2019.9
980805,24.1,Chemical,30.0,607.8,1290.6
980806,15.9,None,20.0,275.8,500.0
980807,73.9,Organic,17.2,1241.5,2136.0
980808,21.5,Chemical,19.0,1646.9,2072.2
980809,80.4,Chemical,18.4,1575.1,2469.1
980810,17.3,None,28.5,971.3,1101.2
980811,34.7,Chemical,34.1,1052.6,1630.4
980812,54.1,Organic,30.5,651.3,1450.8
980813,65.6,Chemical,15.7,448.7,1366.4
980814,45.2,Organic,25.9,278.7,1135.8
980815,14.0,None,28.1,1222.7,1264.8
980816,81.5,Chemical,34.3,,2424.1
980817,89.3,Chemical,28.7,973.1,2268.8
980818,31.4,None,14.7,1796.7,1606.0
980819,13.7,Chemical,17.5,1466.2,1572.9
980820,32.0,Organic,30.3,514.1,1007.3
980821,72.0,Organic,15.4,1613.9,2519.2
980822,26.6,Chemical,12.5,788.0,1163.6
980823,64.6,Chemical,29.0,615.9,1716.2
980824,82.9,Organic,21.7,1168.3,2053.4
980825,75.4,Organic,12.9,599.3,1461.4
980826,15.4,Chemical,25.2,981.9,1397.3
980827,25.7,None,32.4,852.8,858.4
980828,88.0,Chemical,16.8,1718.3,3013.5
980829,39.4,Chemical,15.5,1506.3,2052.9
980830,49.2,None,23.2,749.4,1259.9
980831,32.5,Organic,17.6,1005.5,1618.9
980832,39.3,Chemical,27.0,1049.2,1774.5
980833,39.9,Chemical,34.2,554.9,1347.7
980834,46.9,Chemical,28.2,,1303.2
980835,51.6,Chemical,19.5,659.7,1725.0
980836,53.8,Chemical,18.7,1786.6,2585.4
980837,63.4,Chemical,18.8,865.4,1883.5
980838,36.2,Chemical,27.9,396.1,1161.4
980839,24.3,Organic,12.5,702.0,909.5
980840,68.5,None,15.3,558.8,1128.7
980841,35.9,Organic,22.2,1195.9,1693.6
980842,38.9,Chemical,31.6,1083.7,1515.9
980843,23.1,Organic,16.2,946.7,1210.2
980844,80.6,Chemical,17.0,820.2,1993.1
980845,20.5,Chemical,33.0,222.2,780.7
980846,47.8,Organic,27.0,1755.6,2201.1
980847,70.0,Organic,15.7,1155.9,2045.5
980848,54.6,Chemical,27.3,1754.6,2507.8
980849,59.0,Chemical,32.4,1693.4,2222.9
980850,21.4,Chemical,28.1,1058.5,1427.9
980851,82.2,Chemical,15.2,1380.4,2381.5
980852,40.6,None,31.3,225.8,762.2
980853,19.4,Chemical,23.6,265.6,756.1
980854,63.2,Chemical,22.5,1204.0,2222.7
980855,79.6,None,22.4,1311.3,2037.0
980856,72.1,Organic,21.6,434.8,1503.5
980857,53.1,Organic,16.6,1211.8,1926.9
980858,12.6,None,27.9,1027.5,841.5
980859,20.0,None,14.1,1159.8,951.7
980860,25.6,Chemical,13.0,713.1,1264.3
980861,55.3,None,34.1,1426.6,1667.2
980862,88.3,Chemical,24.8,1190.1,2441.9
980863,81.2,Chemical,14.3,409.8,1440.2
980864,73.3,Organic,31.8,995.6,2054.0
980865,51.2,None,34.5,697.6,1282.6
980866,87.2,Chemical,28.6,647.3,1998.4
980867,37.4,Organic,30.9,1066.5,1504.8
980868,51.5,None,31.2,451.2,1067.8
980869,50.0,None,37.2,981.4,1209.2
980870,35.9,None,16.7,323.7,500.0
980871,10.7,Chemical,22.4,1521.7,1840.2
980872,87.4,Chemical,27.3,1256.1,2460.2
980873,27.8,Chemical,21.5,321.9,1052.1
980874,69.6,Organic,12.6,1481.2,2035.2
980875,52.0,None,16.9,983.9,1239.8
980876,75.3,Organic,13.2,643.1,1683.0
980877,45.1,Chemical,33.4,839.9,1450.3
980878,72.5,Chemical,31.4,1229.1,2288.0
980879,41.0,Organic,19.1,1013.0,1546.8
980880,51.1,Chemical,25.3,694.9,1695.3
980881,18.6,Chemical,12.9,1402.5,1843.8
980882,55.1,None,36.7,325.7,785.7
980883,49.9,Organic,24.9,497.6,1488.5
980884,56.9,Organic,36.6,1121.1,1800.0
980885,39.7,Chemical,31.8,628.5,1095.6
980886,38.3,None,32.7,1509.3,1638.1
980887,34.1,Organic,20.7,1394.2,1737.3
980888,38.2,Chemical,30.0,318.2,1065.5
980889,49.8,Chemical,21.7,260.2,1310.8
980890,33.5,Organic,35.9,997.2,1267.9
980891,44.4,Chemical,21.7,1563.3,2173.5
980892,13.8,Chemical,23.5,1617.2,2010.7
980893,84.6,None,37.3,292.1,1014.1
980894,21.5,Organic,18.3,371.5,876.6
980895,12.4,Chemical,35.2,381.9,773.0
980896,53.9,Chemical,13.4,889.1,1697.1
980897,10.1,None,33.1,924.6,820.5
980898,32.2,Organic,14.8,524.0,1108.7
980899,15.1,Organic,31.3,1258.1,1293.9
980900,89.3,None,12.6,1654.9,2151.1
980901,31.3,Chemical,15.2,550.2,1097.7
980902,70.4,None,32.7,618.9,1315.7
980903,83.2,Chemical,25.9,1499.0,2654.1
980904,81.6,Chemical,21.6,1610.7,2545.7
980905,27.6,None,37.6,441.5,700.2
980906,20.2,Chemical,29.1,542.1,1025.9
980907,62.2,Chemical,13.3,410.4,1431.3
980908,79.3,Organic,21.8,272.2,1232.8
980909,14.2,Chemical,34.2,259.5,720.1
980910,70.3,None,30.7,1451.0,1929.7
980911,36.8,Chemical,27.0,231.6,1104.5
980912,73.1,Chemical,20.0,1023.3,2188.3
980913,22.7,Chemical,37.5,490.0,927.3
980914,26.6,Chemical,32.6,1375.9,1676.0
980915,69.6,Chemical,35.3,1317.5,2348.0
980916,51.6,None,12.5,1328.5,1525.2
980917,33.8,Organic,29.8,472.5,1123.6
980918,70.1,None,23.2,1123.7,1883.0
980919,11.7,Organic,24.5,1442.6,1554.3
980920,68.5,Chemical,16.5,313.5,1579.6
980921,62.8,Chemical,31.1,1343.0,2076.2
980922,63.8,None,29.8,1370.6,1829.1
980923,44.7,Chemical,17.0,500.4,1314.2
980924,18.3,Chemical,19.7,1413.9,1844.6
980925,65.7,None,36.5,798.8,1176.0
980926,10.3,None,37.5,331.8,500.0
980927,29.7,None,34.4,205.0,500.0
980928,83.9,None,21.9,880.4,1635.6
980929,50.2,Chemical,33.3,1295.3,2023.8
980930,72.8,Chemical,32.1,1353.8,2416.7
980931,76.0,Organic,29.6,1028.7,1766.6
980932,50.3,Chemical,14.5,1649.5,2105.5
980933,85.6,Chemical,30.4,545.6,1816.6
980934,33.8,Chemical,28.2,862.2,1340.5
980935,25.9,Organic,30.8,882.9,1314.0
980936,12.6,Organic,27.7,602.2,807.1
980937,32.3,Chemical,15.7,1267.4,1603.6
980938,26.7,Chemical,22.5,548.3,1186.5
980939,45.2,Organic,24.1,1542.4,1975.5
980940,78.6,Organic,21.2,1546.6,2378.6
980941,67.7,Organic,15.7,495.8,1414.1
980942,14.5,Organic,26.4,666.9,822.9
980943,60.8,Organic,23.4,898.9,1783.4
980944,54.6,Organic,20.9,,2072.5
980945,24.1,None,18.6,1365.1,1362.4
980946,12.2,Organic,13.6,1323.1,1240.4
980947,31.2,None,32.6,1131.8,1216.9
980948,42.1,None,32.9,710.6,866.0
980949,62.0,None,25.9,919.2,1508.6
980950,48.5,None,29.5,248.6,874.8
980951,49.9,Chemical,26.6,207.6,1182.7
980952,88.0,None,29.9,1191.8,1928.8
980953,45.0,None,34.4,354.4,843.4
980954,81.0,Chemical,17.5,1183.3,2310.8
980955,60.6,Chemical,33.8,1354.0,2185.5
980956,15.3,Chemical,32.7,332.5,939.5
980957,56.5,Organic,15.6,1305.6,1913.6
980958,20.5,None,21.8,1625.0,1645.7
980959,42.8,Organic,29.5,1473.2,1815.4
980960,85.4,Organic,25.2,1670.8,2667.4
980961,71.6,Chemical,20.7,1356.5,2487.4
980962,57.1,Organic,30.5,824.8,1613.0
980963,76.5,Chemical,32.2,739.4,2063.7
980964,74.1,Organic,31.3,1631.1,2392.4
980965,18.5,Chemical,18.0,857.6,1226.0
980966,22.3,Chemical,35.8,932.4,1312.7
980967,43.2,Chemical,33.6,,1635.2
980968,76.2,Chemical,13.3,289.9,1449.3
980969,52.5,None,28.6,1504.0,1765.8
980970,75.5,Organic,26.8,253.0,1348.1
980971,43.9,Organic,33.0,1059.9,1514.4
980972,24.0,Chemical,31.0,1375.9,1889.9
980973,27.5,None,34.6,,542.7
980974,52.2,Chemical,20.1,332.2,1382.0
980975,36.3,Chemical,18.1,1690.1,2148.3
980976,16.0,Organic,18.5,373.5,682.3
980977,17.6,None,31.9,1147.1,1040.8
980978,85.5,Organic,15.5,1089.4,2080.3
980979,80.2,Chemical,22.9,725.0,1961.0
980980,78.6,Organic,37.4,1086.1,1969.5
980981,11.5,None,16.6,547.5,500.0
980982,74.6,Organic,24.7,1243.2,2173.9
980983,57.2,None,37.1,1180.2,1494.7
980984,73.3,Organic,18.7,1355.9,2266.4
980985,51.9,Chemical,12.2,576.5,1340.2
980986,85.7,None,24.0,257.4,1096.4
980987,89.1,Organic,13.4,536.0,1664.6
980988,42.1,Chemical,26.2,251.7,1229.9
980989,60.9,Organic,16.6,1586.2,2162.1
980990,77.5,Chemical,33.5,1320.2,2284.4
980991,81.4,Organic,21.4,273.9,1473.0
980992,66.0,Chemical,24.4,626.5,1764.2
980993,54.6,None,24.3,1790.5,2207.3
980994,65.9,Organic,31.3,1118.4,1898.1
980995,33.3,Organic,35.4,1699.4,1888.4
980996,40.7,Organic,34.8,1494.0,1622.2
980997,16.8,Organic,24.6,939.3,1220.6
980998,77.0,Chemical,15.7,1626.2,2636.9
980999,79.4,Organic,18.5,1693.8,2530.3
981000,84.0,Organic,31.0,434.3,1532.2
