SubscriberID,FeedbackRating,BoxCustomizations,Price_K,DeliveryDelaysCount,Churned
1190581,82.4,110.5,56.2,2.1,125.9
1190582,122.5,100.4,91.5,7.1,122.0
1190583,155.3,124.1,118.4,2.1,54.5
1190584,143.4,142.1,75.0,8.4,124.4
1190585,151.9,133.1,97.8,4.9,68.2
1190586,109.7,112.1,82.9,2.3,54.5
1190587,83.1,95.1,82.6,5.7,107.8
1190588,144.0,134.3,75.0,1.9,60.2
1190589,144.4,47.0,95.0,0.1,86.6
1190590,115.4,68.6,76.4,0.6,129.0
1190591,133.7,76.8,46.5,0.0,122.0
1190592,145.3,117.3,87.0,5.5,88.7
1190593,188.8,68.0,77.0,0.6,128.7
1190594,147.7,100.0,55.4,5.8,89.6
1190595,150.2,87.6,75.1,3.1,99.4
1190596,85.9,76.3,56.0,5.2,86.6
1190597,131.0,102.7,101.8,6.9,126.1
1190598,64.7,112.4,30.9,6.3,93.2
1190599,179.9,108.6,79.1,1.9,106.3
1190600,162.6,89.2,57.9,2.0,113.8
1190601,97.0,118.9,44.1,1.2,85.7
1190602,65.6,68.2,102.7,5.3,92.5
1190603,143.1,67.7,44.9,3.6,89.7
1190604,148.3,106.7,69.7,1.5,70.5
1190605,114.1,93.0,84.1,5.2,78.7
1190606,131.4,115.7,89.7,6.8,90.5
1190607,91.9,82.1,62.3,0.5,141.7
1190608,110.7,99.6,71.0,8.2,110.3
1190609,131.0,50.5,62.4,8.8,127.0
1190610,163.6,74.4,47.8,7.1,54.4
1190611,76.6,58.0,62.4,3.2,117.5
1190612,98.6,150.3,62.7,0.2,90.0
1190613,61.6,75.5,67.8,7.9,74.4
1190614,106.3,125.4,87.8,0.9,130.5
1190615,153.5,46.7,114.3,0.4,101.9
1190616,158.5,133.8,95.8,3.9,70.2
1190617,172.8,98.6,115.7,1.5,95.8
1190618,148.5,116.1,47.8,0.1,91.6
1190619,146.0,130.8,77.8,0.3,79.6
1190620,130.8,115.3,81.4,4.7,103.5
1190621,125.2,94.0,89.5,9.9,106.6
1190622,131.9,120.9,84.0,5.1,113.3
1190623,94.3,121.4,78.1,4.3,99.5
1190624,99.4,95.6,86.0,0.4,88.4
1190625,77.6,103.5,46.9,7.5,69.5
1190626,129.4,78.8,59.2,3.5,131.2
1190627,178.2,64.1,71.2,0.1,39.7
1190628,159.1,103.7,60.5,4.6,102.6
1190629,142.6,105.4,99.5,2.5,66.5
1190630,155.6,84.8,64.5,0.2,101.6
1190631,62.3,102.5,68.1,0.2,84.1
1190632,94.7,72.4,77.8,5.1,91.2
1190633,,100.0,76.1,3.7,90.1
1190634,146.5,120.7,58.8,2.8,103.0
1190635,141.5,117.2,58.4,2.7,116.7
1190636,73.5,34.3,61.7,2.2,89.2
1190637,99.5,81.7,35.5,4.9,148.6
1190638,162.5,138.9,64.4,15.0,98.2
1190639,106.5,77.0,80.1,5.7,104.6
1190640,95.5,73.3,71.4,2.3,48.7
1190641,87.6,122.6,53.4,6.5,145.1
1190642,,89.3,80.2,0.8,118.0
1190643,100.7,155.8,44.0,0.5,146.1
1190644,137.7,132.6,74.3,2.9,115.5
1190645,127.8,97.9,112.4,1.4,81.0
1190646,45.0,74.1,59.8,4.4,139.8
1190647,122.6,119.9,122.2,13.1,74.6
1190648,145.1,86.7,102.5,1.9,96.1
1190649,135.1,133.8,48.0,11.1,103.4
1190650,176.7,67.1,81.6,5.7,109.7
1190651,163.6,110.4,77.3,2.1,72.1
1190652,102.1,79.2,45.5,7.0,56.2
1190653,146.4,68.7,56.4,2.0,97.3
1190654,202.2,114.4,103.7,2.4,79.8
1190655,75.9,126.6,66.1,0.6,87.8
1190656,167.3,103.8,83.7,0.3,115.2
1190657,44.2,53.9,91.3,0.9,102.4
1190658,153.2,69.6,58.8,5.1,140.6
1190659,187.8,81.0,107.6,2.2,107.6
1190660,74.9,93.0,83.6,2.8,90.2
1190661,127.0,76.5,52.9,0.1,102.6
1190662,66.3,42.4,76.5,1.6,61.1
1190663,124.6,154.4,68.3,11.9,84.9
1190664,78.1,91.4,85.2,0.6,118.5
1190665,177.1,83.5,57.1,2.8,95.1
1190666,125.7,115.3,44.6,5.0,91.5
1190667,160.4,125.0,78.2,1.6,60.7
1190668,61.9,48.1,70.0,6.8,76.5
1190669,97.8,61.9,89.3,0.4,111.4
1190670,109.6,102.0,54.4,7.7,83.3
1190671,202.3,86.4,59.2,2.8,101.7
1190672,125.1,50.8,96.6,1.4,130.6
1190673,171.1,108.2,95.3,0.9,91.4
1190674,170.6,98.1,39.9,4.5,74.5
1190675,89.9,118.6,55.7,3.3,101.7
1190676,95.4,128.9,68.2,3.6,83.2
1190677,144.1,63.1,112.0,8.2,105.7
1190678,194.5,88.4,74.9,0.6,39.1
1190679,132.5,79.8,81.6,0.8,63.6
1190680,123.0,76.3,24.3,1.7,115.9
1190681,105.9,88.3,76.2,2.6,98.3
1190682,23.3,95.0,58.6,1.4,92.5
1190683,116.2,99.6,90.5,0.3,66.3
1190684,69.4,88.7,75.3,3.2,121.9
1190685,92.8,67.9,67.7,2.2,129.3
1190686,115.1,97.1,96.2,4.6,110.0
1190687,131.3,106.0,47.8,22.5,97.1
1190688,105.0,80.8,83.3,0.3,110.5
1190689,91.0,119.4,114.8,1.3,114.5
1190690,138.0,103.2,93.9,0.4,108.8
1190691,112.8,43.8,79.1,8.8,90.2
1190692,158.5,67.4,72.5,6.6,79.5
1190693,180.3,60.1,94.1,0.5,69.9
1190694,110.1,124.3,77.0,10.6,82.2
1190695,138.4,115.9,67.0,0.2,107.3
1190696,147.0,97.1,88.0,7.6,114.1
1190697,150.9,125.2,56.4,0.5,112.4
1190698,160.8,78.5,69.7,4.3,117.1
1190699,145.8,103.4,74.8,0.7,77.8
1190700,139.3,104.9,44.8,1.2,80.6
1190701,156.0,153.4,57.2,1.3,134.3
1190702,98.2,91.2,57.7,3.3,81.9
1190703,72.7,122.8,76.8,1.8,136.2
1190704,216.6,95.9,63.5,2.3,48.9
1190705,100.4,112.2,33.0,6.1,102.3
1190706,58.1,114.1,96.8,4.2,96.0
1190707,217.8,126.1,81.5,5.0,133.6
1190708,207.8,107.3,71.4,4.6,138.2
1190709,153.3,81.1,78.0,6.3,99.3
1190710,99.6,81.7,102.5,0.7,143.5
1190711,90.4,89.1,77.7,0.6,91.2
1190712,205.3,75.4,70.9,2.0,82.1
1190713,131.0,96.8,57.5,6.9,99.1
1190714,73.1,138.7,89.6,4.6,99.8
1190715,175.1,105.7,57.6,2.6,120.4
1190716,80.7,129.8,78.0,3.2,75.2
1190717,186.9,125.3,66.6,1.4,105.0
1190718,134.1,79.6,59.3,4.4,148.9
1190719,111.4,124.8,112.5,1.5,97.5
1190720,155.5,44.5,100.1,0.1,102.2
1190721,129.2,94.4,67.4,3.7,63.5
1190722,,113.9,96.1,0.9,93.8
1190723,126.9,132.1,52.8,1.9,115.8
1190724,78.5,82.3,72.7,2.5,140.0
1190725,213.6,130.0,76.7,1.2,90.6
1190726,77.3,95.6,75.9,0.6,100.8
1190727,40.8,77.7,81.4,1.2,51.1
1190728,97.8,81.7,69.8,1.6,67.6
1190729,61.4,74.3,107.2,0.2,99.0
1190730,112.5,109.9,40.1,3.1,66.3
1190731,144.7,114.7,37.2,5.9,108.8
1190732,114.0,85.0,65.7,0.4,125.4
1190733,144.9,65.2,100.9,0.5,110.7
1190734,36.1,82.8,49.0,5.5,96.6
1190735,148.3,69.7,107.5,10.4,102.3
1190736,133.2,112.0,47.7,12.3,107.3
1190737,186.4,59.8,49.4,3.1,120.2
1190738,101.3,100.0,109.5,1.1,112.7
1190739,170.2,90.6,76.2,6.5,93.7
1190740,181.3,96.4,72.0,1.1,105.7
1190741,69.0,96.2,55.5,5.3,81.6
1190742,98.5,126.3,110.4,7.6,92.9
1190743,99.2,83.6,69.6,0.2,127.5
1190744,76.7,75.9,89.3,6.5,139.1
1190745,192.8,128.4,47.4,5.3,97.4
1190746,110.5,93.3,71.4,1.1,143.5
1190747,176.1,92.1,62.1,9.0,91.3
1190748,87.5,102.5,106.5,0.8,103.4
1190749,121.2,103.8,59.3,6.4,124.4
1190750,157.2,114.5,88.0,0.9,79.5
1190751,118.8,62.4,85.7,9.0,133.6
1190752,107.2,95.0,89.0,8.4,98.2
1190753,127.1,77.8,87.1,9.0,69.4
1190754,66.4,108.1,70.3,5.3,77.3
1190755,137.1,84.5,94.2,8.7,108.2
1190756,95.8,81.6,66.7,1.6,147.1
1190757,73.9,124.9,70.8,1.3,136.9
1190758,143.4,133.6,78.8,5.2,92.9
1190759,117.5,67.9,58.3,0.6,108.6
1190760,70.0,108.7,95.8,2.8,110.4
1190761,94.8,89.6,44.4,6.0,127.0
1190762,34.0,74.5,56.1,0.0,118.2
1190763,70.7,86.6,99.6,1.6,87.9
1190764,153.6,86.1,66.4,0.3,98.5
1190765,100.3,87.6,82.0,2.7,101.9
1190766,152.7,94.2,72.5,4.3,81.9
1190767,96.6,106.0,75.7,16.2,72.9
1190768,228.7,95.3,47.5,1.2,99.1
1190769,93.3,119.6,92.0,3.1,94.3
1190770,223.2,46.0,66.0,0.6,102.3
1190771,77.3,130.2,65.5,6.5,104.9
1190772,112.4,121.9,74.9,1.6,99.3
1190773,103.8,65.8,38.3,1.5,96.3
1190774,143.8,79.0,81.6,0.6,108.9
1190775,205.3,90.3,33.2,18.8,118.9
1190776,79.9,49.7,95.3,0.9,113.9
1190777,70.9,99.4,45.7,20.6,141.0
1190778,120.8,149.4,77.9,10.8,89.0
1190779,36.3,73.1,84.8,5.2,85.3
1190780,109.1,118.1,64.8,5.9,125.6
1190781,161.8,107.3,89.1,2.4,107.7
1190782,177.2,102.4,87.0,1.2,79.1
1190783,122.2,90.4,69.4,5.8,110.0
1190784,96.4,118.9,79.2,0.9,80.8
1190785,133.7,67.2,96.5,6.9,92.5
1190786,155.3,92.0,64.5,7.7,64.9
1190787,111.8,131.4,61.3,1.1,106.6
1190788,170.4,83.7,63.2,3.8,81.3
1190789,87.5,116.5,89.2,13.2,106.6
1190790,148.0,106.8,77.0,0.5,121.9
1190791,50.3,125.2,128.1,28.7,116.6
1190792,159.8,105.4,74.2,3.7,115.7
1190793,69.9,88.0,95.7,7.0,120.4
1190794,61.9,87.8,75.8,0.7,86.9
1190795,77.3,87.3,107.5,14.8,118.8
1190796,66.3,139.0,71.1,13.5,127.5
1190797,153.9,79.4,86.6,2.1,101.4
1190798,176.5,83.0,49.2,0.2,83.5
1190799,134.2,74.7,60.1,7.9,97.6
1190800,107.1,133.6,82.8,0.2,90.0
1190801,63.1,104.8,50.6,6.0,90.6
1190802,99.6,82.1,65.7,6.5,115.6
1190803,190.6,109.0,66.6,0.3,73.5
1190804,190.8,123.7,61.0,0.5,120.2
1190805,165.7,63.9,93.3,5.7,105.4
1190806,64.0,68.1,79.9,2.3,116.7
1190807,107.0,92.9,57.3,0.8,62.5
1190808,133.0,101.6,67.4,2.2,103.7
1190809,109.9,46.1,79.7,17.9,100.0
1190810,134.6,23.2,78.0,0.7,95.6
1190811,92.6,109.1,65.0,1.7,90.3
1190812,73.0,70.3,84.9,6.1,66.5
1190813,117.0,132.0,90.2,1.9,101.1
1190814,100.4,115.5,62.6,3.8,76.2
1190815,157.9,123.2,94.8,0.3,87.8
1190816,,97.6,50.6,5.7,72.1
1190817,128.8,89.0,87.7,9.4,116.6
1190818,153.8,118.6,72.8,0.2,101.3
1190819,120.4,97.3,66.7,10.7,113.2
1190820,124.6,71.6,78.4,0.6,82.3
1190821,140.2,81.9,82.1,0.0,88.4
1190822,122.0,85.5,94.6,0.7,66.8
1190823,73.8,56.4,87.0,1.3,78.9
1190824,64.2,95.4,65.0,2.9,96.1
1190825,139.7,144.7,83.4,3.8,88.9
1190826,,99.8,91.7,0.4,148.1
1190827,185.2,118.0,72.1,0.1,109.0
1190828,114.1,98.7,75.2,7.0,95.5
1190829,160.0,79.2,52.2,0.1,83.6
1190830,46.8,105.0,36.4,12.4,80.7
1190831,138.8,105.4,73.0,2.9,95.5
1190832,139.1,87.9,101.1,1.9,116.9
1190833,72.0,110.4,39.0,12.9,109.6
1190834,96.7,86.3,51.4,4.0,106.2
1190835,93.7,109.0,61.0,4.5,52.1
1190836,121.9,129.1,61.8,0.6,88.8
1190837,79.0,90.1,70.3,1.3,109.5
1190838,129.9,59.7,81.0,0.8,90.5
1190839,80.6,91.8,77.9,0.8,94.4
1190840,85.8,87.8,69.1,5.8,74.9
1190841,168.9,102.6,51.7,3.8,72.5
1190842,192.9,111.0,56.3,8.7,96.1
1190843,109.8,107.1,65.3,3.1,110.4
1190844,120.6,103.7,80.9,5.6,60.2
1190845,56.1,78.7,80.7,0.5,90.1
1190846,54.3,153.1,50.5,0.6,119.4
1190847,151.4,119.3,41.6,0.5,68.3
1190848,139.5,30.7,42.3,1.0,113.8
1190849,88.0,70.7,67.1,2.1,76.4
1190850,162.8,92.1,87.6,0.2,89.6
1190851,91.9,129.8,77.0,0.3,88.9
1190852,177.6,89.0,57.5,6.4,171.5
1190853,50.1,136.0,88.2,0.2,70.3
1190854,81.4,54.4,84.3,3.8,99.2
1190855,106.4,113.5,62.0,4.2,127.2
1190856,139.7,72.0,94.8,1.2,93.4
1190857,148.4,81.3,87.0,1.1,83.8
1190858,95.3,129.5,77.2,12.1,78.9
1190859,117.2,121.2,62.3,0.9,44.7
1190860,92.1,92.9,64.6,11.0,89.2
1190861,151.0,106.3,91.9,1.4,93.8
1190862,67.5,120.5,44.6,3.2,90.7
1190863,199.8,142.8,124.3,5.0,67.2
1190864,112.2,51.9,95.5,2.9,82.5
1190865,113.1,158.8,49.2,3.0,109.4
1190866,103.2,133.4,86.6,2.2,84.3
1190867,98.2,84.2,55.0,14.1,108.2
1190868,92.4,121.7,106.9,11.1,115.6
1190869,110.1,105.4,84.3,9.0,64.3
1190870,103.2,98.5,84.1,4.1,76.0
1190871,89.7,122.3,64.7,15.8,100.5
1190872,96.1,74.4,51.7,13.3,38.7
1190873,97.3,81.6,101.2,4.1,76.6
1190874,140.5,58.8,86.5,0.3,140.1
1190875,112.7,95.6,48.3,3.9,107.1
1190876,86.1,92.6,52.8,6.6,75.1
1190877,113.7,130.3,68.3,2.6,88.1
1190878,74.7,85.2,101.9,1.7,80.3
1190879,172.8,70.0,84.4,0.5,124.3
1190880,84.5,85.8,92.4,3.0,86.3
1190881,100.6,83.2,70.1,2.0,117.9
1190882,119.1,113.9,48.5,7.3,129.4
1190883,108.2,99.5,68.8,2.5,61.6
1190884,164.7,110.1,62.0,3.5,95.7
1190885,113.2,147.7,71.0,0.7,80.8
1190886,118.1,67.5,60.7,5.2,97.2
1190887,81.6,152.5,50.3,9.1,117.6
1190888,137.7,56.3,89.3,8.7,109.3
1190889,207.5,147.6,85.8,9.9,72.0
1190890,79.6,128.7,61.5,6.8,94.8
1190891,98.7,144.9,68.1,0.9,110.1
1190892,148.9,72.8,106.0,0.2,42.9
1190893,158.2,100.7,53.8,15.7,100.3
1190894,124.0,115.5,68.5,11.3,98.2
1190895,108.7,122.6,47.2,0.5,157.4
1190896,148.9,137.6,80.7,4.1,109.3
1190897,125.4,66.5,108.9,4.6,139.8
1190898,74.1,109.8,98.2,1.0,127.6
1190899,130.7,101.1,57.4,0.3,61.0
1190900,110.6,89.7,67.6,0.9,114.8
1190901,117.6,115.4,61.6,4.5,119.5
1190902,108.4,121.2,66.8,2.7,82.1
1190903,119.7,107.5,80.2,0.3,64.2
1190904,168.2,112.8,80.2,7.5,97.1
1190905,121.5,99.5,59.0,2.9,146.7
1190906,133.4,115.8,60.3,1.1,124.3
1190907,114.4,160.6,64.7,0.4,97.2
1190908,125.7,115.6,77.1,0.2,114.9
1190909,70.0,76.2,83.4,0.1,145.3
1190910,100.6,119.2,90.0,2.2,131.9
1190911,118.3,93.4,114.8,0.3,83.4
1190912,156.5,76.1,64.1,4.1,73.8
1190913,103.1,100.2,82.0,1.2,112.3
1190914,84.3,140.2,71.1,7.2,116.4
1190915,95.6,104.9,51.3,1.2,106.3
1190916,137.0,124.7,52.1,0.5,96.5
1190917,155.1,159.1,94.7,0.5,70.5
1190918,138.0,109.2,39.7,7.6,202.8
1190919,91.6,71.9,20.0,4.5,126.5
1190920,167.3,108.4,93.3,4.6,101.0
1190921,128.0,81.7,98.4,0.3,54.5
1190922,82.5,98.2,69.3,0.1,154.4
1190923,130.0,67.2,86.4,10.2,70.0
1190924,89.3,100.3,93.0,0.4,89.7
1190925,151.6,99.3,71.1,5.9,71.5
1190926,10.0,103.1,78.4,11.5,74.4
1190927,124.1,118.6,86.5,4.1,101.2
1190928,62.0,83.2,66.0,11.5,89.2
1190929,77.7,121.7,71.8,1.8,73.7
1190930,165.3,92.4,68.1,0.6,99.0
1190931,172.0,74.7,70.9,6.8,105.7
1190932,88.9,74.6,63.7,2.7,123.2
1190933,109.3,97.0,45.4,0.7,80.4
1190934,188.7,133.4,68.6,5.7,64.5
1190935,98.2,115.2,111.6,12.5,109.1
1190936,94.4,64.0,116.7,2.0,94.0
1190937,161.3,115.7,64.3,8.2,83.3
1190938,257.5,109.3,93.0,1.7,100.1
1190939,81.8,113.0,49.4,2.2,112.8
1190940,197.3,79.0,64.0,1.3,98.3
1190941,136.9,134.9,107.3,1.7,122.4
1190942,103.4,89.3,71.5,0.6,85.0
1190943,118.3,96.5,71.3,3.8,106.2
1190944,125.2,80.5,78.4,2.2,90.9
1190945,164.1,91.4,55.7,29.5,66.3
1190946,96.1,81.0,53.7,0.3,111.5
1190947,58.2,110.0,76.3,4.5,97.9
1190948,32.3,83.5,87.7,2.6,83.3
1190949,111.4,167.3,32.2,1.2,108.5
1190950,144.3,94.1,64.2,7.1,86.1
1190951,137.7,80.1,84.9,4.5,116.6
1190952,173.3,109.8,119.1,3.9,109.1
1190953,151.8,102.8,52.0,0.2,129.7
1190954,144.5,109.3,78.2,5.0,35.5
1190955,90.6,115.5,65.1,0.2,103.4
1190956,99.6,122.4,54.7,5.8,111.2
1190957,105.1,83.3,79.3,0.5,102.1
1190958,80.5,103.8,60.6,1.0,133.8
1190959,142.9,118.9,68.5,0.1,91.0
1190960,153.4,115.4,82.4,1.8,108.9
1190961,76.5,98.4,75.6,1.4,32.7
1190962,119.1,83.4,54.4,3.8,130.5
1190963,152.1,71.3,87.1,3.2,103.4
1190964,93.6,124.4,94.1,0.7,87.3
1190965,158.6,82.6,105.2,4.6,111.6
1190966,132.4,77.3,70.3,4.8,80.3
1190967,148.2,104.5,55.5,2.7,53.8
1190968,134.7,115.2,84.4,6.5,101.8
1190969,109.9,107.3,46.1,3.8,124.7
1190970,130.5,83.6,65.8,3.0,147.0
1190971,120.2,94.3,87.9,1.6,125.1
1190972,120.1,119.6,88.5,6.0,114.9
1190973,158.2,72.9,57.0,1.2,86.6
1190974,147.1,84.7,64.4,4.5,71.4
1190975,77.9,63.7,87.3,0.5,66.6
1190976,120.2,107.5,94.9,1.2,93.0
1190977,109.1,127.3,86.5,0.5,124.5
1190978,109.9,72.6,20.0,3.1,113.2
1190979,121.6,114.8,79.2,0.4,122.8
1190980,109.0,50.1,66.4,3.9,127.3
1190981,72.3,55.0,61.9,1.1,112.1
1190982,116.3,88.9,46.9,4.4,133.3
1190983,141.0,104.6,86.3,2.6,149.7
1190984,95.7,100.5,79.4,10.1,91.5
1190985,114.5,76.1,95.9,0.5,96.4
1190986,154.4,104.6,80.5,0.9,74.2
1190987,134.1,95.9,48.3,12.7,81.1
1190988,152.2,103.7,92.4,1.6,108.4
1190989,126.5,86.7,51.0,7.1,89.8
1190990,156.3,109.7,111.1,2.3,105.6
1190991,146.2,109.4,53.7,2.2,92.5
1190992,143.4,46.7,64.7,3.3,78.8
1190993,46.8,59.4,84.6,2.2,92.7
1190994,89.7,136.1,69.4,0.6,33.0
1190995,122.6,76.2,85.2,6.2,110.1
1190996,108.8,110.4,77.6,2.7,121.5
1190997,137.1,38.6,82.2,2.8,116.4
1190998,88.0,129.6,63.0,1.5,85.3
1190999,119.3,120.3,104.3,8.6,130.1
1191000,23.1,108.9,33.6,2.1,133.0
