DayID,TradingVolume_M,SocialMentions,DailyReturn_Percent,VIX_Index,PriceVolatility
1020558,143.2,145.4,27.6,12.3,35960.0
1020559,99.4,89.5,43.8,15.2,68352.0
1020560,92.0,127.9,49.5,20.5,35612.0
1020561,101.5,117.9,59.3,15.6,15000.0
1020562,112.9,128.4,27.7,16.9,39847.0
1020563,74.3,79.2,47.0,20.4,51591.0
1020564,144.9,102.7,38.3,17.6,84087.0
1020565,93.9,117.8,25.7,13.0,53609.0
1020566,84.8,114.3,53.2,14.7,62405.0
1020567,89.8,133.0,27.2,18.9,58263.0
1020568,98.3,128.1,59.7,14.8,86960.0
1020569,75.0,130.6,77.3,19.0,73954.0
1020570,130.5,88.6,43.8,25.4,79750.0
1020571,65.6,98.3,44.7,21.1,46016.0
1020572,150.5,115.8,60.4,20.6,58173.0
1020573,144.6,158.1,27.9,13.9,83296.0
1020574,52.4,78.2,37.6,18.6,66782.0
1020575,130.6,106.2,44.6,26.5,63822.0
1020576,143.3,83.5,24.7,28.6,75151.0
1020577,87.7,125.3,34.5,27.4,64287.0
1020578,133.4,120.5,40.5,21.1,104373.0
1020579,96.0,76.8,62.5,24.5,78943.0
1020580,130.7,118.8,40.6,10.9,53674.0
1020581,88.7,83.7,43.8,13.9,69943.0
1020582,96.0,93.9,26.8,20.1,41702.0
1020583,105.6,125.1,42.6,24.3,56654.0
1020584,72.3,89.8,56.9,16.3,66652.0
1020585,106.6,107.3,57.3,24.2,39447.0
1020586,92.8,95.5,34.8,13.4,68646.0
1020587,85.4,83.6,48.7,18.5,66200.0
1020588,91.2,106.7,53.8,19.6,74753.0
1020589,84.6,98.9,12.1,17.4,59927.0
1020590,83.0,75.6,40.9,13.7,77747.0
1020591,74.0,130.5,40.6,20.7,52129.0
1020592,119.0,100.2,51.2,19.8,76679.0
1020593,115.7,108.9,60.9,20.8,65910.0
1020594,113.6,80.4,40.5,21.7,50418.0
1020595,105.4,156.5,65.4,18.5,57374.0
1020596,92.8,58.3,30.0,19.0,42638.0
1020597,72.5,102.2,37.4,28.7,70527.0
1020598,120.8,78.4,50.5,21.1,56134.0
1020599,118.6,96.7,50.2,13.1,21320.0
1020600,82.0,60.3,20.0,18.0,39936.0
1020601,140.7,107.5,38.9,29.6,84171.0
1020602,68.4,94.6,15.8,9.4,70539.0
1020603,129.6,107.1,33.5,24.1,40588.0
1020604,71.5,49.2,41.7,28.3,90122.0
1020605,94.4,123.7,51.7,22.5,59129.0
1020606,46.9,126.2,55.8,24.5,74681.0
1020607,109.3,71.1,8.3,18.9,75178.0
1020608,105.9,125.8,62.8,35.1,55147.0
1020609,68.4,93.0,38.1,22.3,40467.0
1020610,87.2,102.3,33.5,21.3,50561.0
1020611,87.0,136.0,32.8,23.0,44401.0
1020612,131.9,153.2,43.1,19.7,51478.0
1020613,112.7,116.0,62.4,16.8,48665.0
1020614,93.0,69.9,39.9,23.2,72129.0
1020615,125.9,74.8,59.3,25.7,50435.0
1020616,80.7,92.0,26.6,13.8,59427.0
1020617,118.8,70.9,48.2,16.6,54818.0
1020618,108.4,87.5,32.9,19.9,40003.0
1020619,87.1,43.3,16.7,17.0,53446.0
1020620,51.3,105.9,51.5,23.6,38362.0
1020621,106.7,78.2,51.1,30.0,67138.0
1020622,82.2,85.9,26.6,16.1,60018.0
1020623,111.7,117.8,46.8,20.5,72187.0
1020624,105.7,103.0,30.7,29.5,57004.0
1020625,45.4,129.1,37.5,19.2,38153.0
1020626,100.5,114.9,45.1,18.8,71145.0
1020627,95.7,49.4,47.6,26.8,55321.0
1020628,138.6,133.5,55.0,15.6,61066.0
1020629,72.8,83.1,29.2,25.0,49651.0
1020630,53.0,127.6,44.4,19.8,74679.0
1020631,59.9,96.1,43.1,13.5,92323.0
1020632,131.2,88.9,62.8,27.2,72900.0
1020633,79.8,108.6,45.0,14.0,71317.0
1020634,193.2,83.5,47.0,21.6,51080.0
1020635,73.0,63.6,61.0,9.5,65915.0
1020636,90.9,102.4,45.5,11.7,22732.0
1020637,80.9,81.0,44.4,16.5,59098.0
1020638,80.2,122.0,54.7,14.8,26249.0
1020639,123.9,74.3,25.5,17.2,34770.0
1020640,91.3,65.3,35.8,14.4,90680.0
1020641,128.4,100.9,49.6,31.1,77053.0
1020642,141.7,84.9,45.4,21.0,82214.0
1020643,109.3,108.8,34.0,23.2,80016.0
1020644,107.9,132.2,29.9,12.4,49416.0
1020645,124.7,92.3,63.0,24.7,62574.0
1020646,106.1,101.9,54.6,27.6,98522.0
1020647,147.6,132.6,40.8,21.0,48205.0
1020648,88.7,94.2,12.0,14.2,40405.0
1020649,114.1,,42.5,24.1,53415.0
1020650,75.4,103.3,25.6,16.4,60906.0
1020651,111.6,83.5,20.9,22.9,87003.0
1020652,101.8,121.6,58.7,26.7,52718.0
1020653,84.3,120.5,58.3,27.4,43582.0
1020654,88.1,70.1,48.4,24.0,74602.0
1020655,115.2,58.6,53.3,27.4,59959.0
1020656,103.4,103.7,49.2,21.2,78743.0
1020657,163.0,90.6,35.3,15.3,23076.0
1020658,95.0,91.4,24.4,16.1,75927.0
1020659,68.7,107.7,45.0,21.3,84210.0
1020660,108.7,76.3,40.4,18.9,41093.0
1020661,122.4,109.7,47.9,18.2,44514.0
1020662,90.5,99.7,35.9,16.8,85447.0
1020663,107.2,74.9,44.0,25.9,60335.0
1020664,81.7,148.9,26.2,26.0,80988.0
1020665,76.2,61.3,49.2,20.7,18997.0
1020666,130.2,116.9,27.3,22.0,44679.0
1020667,82.1,99.7,57.3,24.0,73059.0
1020668,74.6,94.9,53.0,12.6,61047.0
1020669,70.8,121.5,29.1,26.7,90874.0
1020670,91.4,121.2,30.5,22.6,46546.0
1020671,158.9,22.4,50.3,22.6,62348.0
1020672,101.3,123.3,55.3,19.1,64646.0
1020673,104.4,65.1,29.5,19.0,87691.0
1020674,86.0,,39.3,22.4,81717.0
1020675,93.0,112.7,41.2,18.7,64635.0
1020676,109.0,84.6,48.4,19.7,96546.0
1020677,83.6,78.7,42.8,19.1,56457.0
1020678,127.5,113.8,35.5,25.2,90309.0
1020679,114.7,107.5,26.1,24.0,52174.0
1020680,78.1,141.1,44.1,22.5,42539.0
1020681,83.6,121.5,12.8,19.9,43406.0
1020682,107.7,94.4,43.4,24.0,71452.0
1020683,120.9,100.6,35.4,24.7,76059.0
1020684,94.0,45.4,66.6,12.7,27481.0
1020685,86.1,104.7,54.7,19.5,70799.0
1020686,81.5,109.9,39.9,23.7,66358.0
1020687,88.9,105.3,41.0,23.3,78932.0
1020688,102.8,76.9,48.4,18.6,54114.0
1020689,117.0,86.6,51.0,11.0,48517.0
1020690,59.2,93.8,12.3,20.3,75336.0
1020691,86.4,52.6,36.3,16.0,52480.0
1020692,103.0,139.0,39.4,28.4,51103.0
1020693,98.3,54.0,48.9,17.1,79868.0
1020694,117.1,91.4,30.2,16.3,47969.0
1020695,125.0,113.7,54.5,25.7,69755.0
1020696,99.9,101.1,55.5,30.4,31897.0
1020697,99.8,108.9,61.8,12.5,60869.0
1020698,110.6,66.5,62.3,10.6,44562.0
1020699,60.3,107.1,41.9,23.7,69207.0
1020700,95.3,79.2,55.0,19.6,85993.0
1020701,112.0,99.1,49.5,19.1,74685.0
1020702,105.6,88.0,47.9,31.0,44948.0
1020703,99.5,87.2,24.6,26.6,56052.0
1020704,90.7,131.1,34.3,24.4,63317.0
1020705,115.8,80.3,51.7,22.9,71703.0
1020706,99.8,107.0,66.7,31.5,75981.0
1020707,93.5,117.3,25.0,26.3,51654.0
1020708,110.0,100.7,51.3,11.0,73889.0
1020709,82.6,80.7,40.8,21.1,55168.0
1020710,125.1,95.8,57.1,19.4,36658.0
1020711,119.6,69.5,32.3,17.5,86085.0
1020712,100.5,89.2,43.4,27.7,48528.0
1020713,79.8,71.2,12.9,30.0,56879.0
1020714,94.5,87.0,55.7,19.7,53725.0
1020715,106.9,107.2,53.5,15.4,58880.0
1020716,77.9,149.9,45.8,13.8,83490.0
1020717,82.2,93.7,63.2,19.3,74278.0
1020718,94.3,134.4,18.7,27.4,24693.0
1020719,101.0,59.4,55.3,29.3,75708.0
1020720,114.3,71.7,38.7,12.2,50204.0
1020721,141.7,95.9,39.8,23.0,67779.0
1020722,83.4,72.9,29.8,23.2,70023.0
1020723,143.8,137.3,49.8,19.1,67340.0
1020724,87.4,102.0,15.3,27.7,64952.0
1020725,85.9,123.2,63.4,19.0,52873.0
1020726,118.3,114.0,45.5,22.5,76262.0
1020727,83.0,108.8,34.1,22.7,55012.0
1020728,85.5,63.2,66.2,24.8,50064.0
1020729,113.1,86.9,63.2,19.9,66181.0
1020730,74.8,95.4,38.7,16.3,61271.0
1020731,112.6,78.5,70.3,23.9,80767.0
1020732,111.5,84.4,53.7,19.1,87043.0
1020733,99.4,60.6,44.1,15.8,64033.0
1020734,46.4,99.3,81.3,19.5,56298.0
1020735,145.4,93.8,45.6,23.7,74838.0
1020736,89.0,59.6,49.1,19.1,49660.0
1020737,133.6,118.1,54.4,19.5,42936.0
1020738,84.2,81.8,19.8,13.8,68697.0
1020739,73.3,84.3,38.4,11.6,65399.0
1020740,162.2,100.9,43.3,15.3,46596.0
1020741,65.4,108.2,41.4,19.9,78876.0
1020742,131.4,102.4,61.2,12.5,46278.0
1020743,93.9,70.5,58.4,18.1,38177.0
1020744,95.8,61.7,34.7,19.2,45409.0
1020745,92.6,101.9,66.4,26.5,67090.0
1020746,113.1,83.3,62.5,18.0,49758.0
1020747,84.9,98.5,32.4,19.9,54423.0
1020748,140.0,71.1,45.6,9.4,43694.0
1020749,56.3,129.2,47.6,24.4,73941.0
1020750,88.6,122.1,56.8,16.8,21501.0
1020751,114.6,123.9,56.5,15.1,103148.0
1020752,130.5,78.7,84.2,14.3,35899.0
1020753,126.3,107.8,39.8,8.6,69757.0
1020754,81.1,98.3,39.1,23.2,44553.0
1020755,86.7,116.6,61.5,10.6,69190.0
1020756,95.6,130.9,52.0,14.2,78171.0
1020757,84.7,134.9,66.4,19.9,75504.0
1020758,78.5,91.8,8.6,18.0,91033.0
1020759,151.1,83.4,59.0,23.4,54067.0
1020760,139.9,81.3,49.6,13.5,80468.0
1020761,69.8,61.4,43.5,19.2,61397.0
1020762,111.9,66.2,32.6,19.7,44023.0
1020763,106.9,109.9,41.8,20.6,91443.0
1020764,88.8,89.1,33.9,17.4,38206.0
1020765,75.5,103.9,38.2,12.1,61593.0
1020766,148.1,106.6,51.4,32.9,70567.0
1020767,124.9,122.2,58.4,18.9,78707.0
1020768,121.8,94.9,71.2,21.9,76225.0
1020769,102.0,64.5,38.7,16.8,25360.0
1020770,79.9,117.4,39.6,16.2,64801.0
1020771,124.9,120.9,42.1,23.9,70775.0
1020772,66.2,104.3,65.9,29.5,48651.0
1020773,67.6,135.8,57.7,11.5,51312.0
1020774,101.1,117.3,39.9,15.8,102253.0
1020775,88.7,68.7,67.3,18.0,75791.0
1020776,95.7,104.2,64.7,21.8,43082.0
1020777,91.1,112.5,65.4,14.0,77458.0
1020778,56.3,76.4,37.2,24.0,84738.0
1020779,62.8,137.9,47.6,20.9,56824.0
1020780,89.3,103.0,29.2,18.8,74991.0
1020781,84.3,83.8,22.6,23.4,62085.0
1020782,101.6,128.1,60.5,27.1,83086.0
1020783,92.9,96.7,59.0,16.6,99781.0
1020784,88.4,50.8,59.1,17.6,38768.0
1020785,80.2,85.5,22.3,18.3,61584.0
1020786,104.6,123.3,62.2,26.1,31690.0
1020787,127.2,169.2,46.1,18.5,41170.0
1020788,139.6,61.7,17.5,10.4,76643.0
1020789,83.8,59.0,40.5,12.8,79724.0
1020790,133.6,93.3,37.8,25.9,63056.0
1020791,92.6,140.7,45.3,19.9,86181.0
1020792,113.4,111.9,33.6,18.5,51370.0
1020793,99.4,123.4,51.8,19.6,34362.0
1020794,130.2,121.5,63.4,18.3,40600.0
1020795,82.9,135.1,25.1,11.3,48705.0
1020796,113.9,92.7,56.0,25.1,84690.0
1020797,95.9,113.3,43.7,18.5,80949.0
1020798,45.5,118.4,63.0,15.2,67848.0
1020799,68.9,107.0,49.4,22.9,71212.0
1020800,88.6,76.8,49.8,19.4,78221.0
1020801,64.1,110.0,47.3,17.0,68777.0
1020802,81.8,108.2,48.3,29.6,43265.0
1020803,129.2,88.3,62.1,18.9,84172.0
1020804,107.7,121.8,28.3,22.7,53746.0
1020805,85.3,83.6,44.1,14.5,51328.0
1020806,165.5,91.9,65.0,18.7,69900.0
1020807,100.7,111.7,32.6,23.1,82322.0
1020808,108.9,99.0,44.9,20.1,90951.0
1020809,81.5,106.2,34.4,18.1,76407.0
1020810,117.8,96.1,25.8,16.6,75511.0
1020811,75.6,107.0,50.2,16.3,78427.0
1020812,113.8,79.1,28.2,15.8,56876.0
1020813,91.0,73.2,42.5,17.3,29472.0
1020814,90.1,74.9,22.9,17.2,77396.0
1020815,101.6,101.4,86.0,11.6,71952.0
1020816,134.1,128.1,53.5,11.6,52856.0
1020817,64.4,143.1,60.6,14.6,61841.0
1020818,97.7,80.0,79.4,23.9,91736.0
1020819,99.1,90.7,58.0,12.8,72371.0
1020820,122.0,72.0,55.2,20.8,91929.0
1020821,69.6,107.0,33.7,21.3,56730.0
1020822,108.5,118.3,51.8,17.2,62648.0
1020823,108.4,71.2,81.4,15.1,51987.0
1020824,98.7,77.7,25.5,20.3,84570.0
1020825,111.3,88.7,55.2,17.5,37818.0
1020826,89.7,136.4,35.6,19.9,75241.0
1020827,158.5,98.2,43.1,16.0,71039.0
1020828,102.1,125.8,4.7,20.7,80756.0
1020829,106.3,115.2,40.1,26.8,46370.0
1020830,105.3,64.3,39.9,13.2,83542.0
1020831,107.0,68.7,55.6,21.9,66833.0
1020832,111.2,69.7,48.7,22.5,41008.0
1020833,124.4,97.2,40.5,21.4,56013.0
1020834,87.7,81.3,8.4,23.8,54974.0
1020835,147.6,115.7,52.3,18.2,84908.0
1020836,49.8,89.4,36.5,15.5,78337.0
1020837,112.2,37.6,34.2,28.6,68372.0
1020838,98.5,119.4,58.1,15.5,77709.0
1020839,83.4,123.5,66.2,23.5,52871.0
1020840,68.3,77.2,56.7,23.0,90030.0
1020841,88.2,106.9,40.7,18.5,68254.0
1020842,98.0,83.3,33.1,21.4,66939.0
1020843,77.0,70.2,36.2,20.7,86692.0
1020844,82.3,133.8,42.2,18.1,67957.0
1020845,55.0,101.7,53.3,15.3,83093.0
1020846,100.0,102.1,43.0,14.0,105197.0
1020847,98.1,112.0,42.7,20.0,52659.0
1020848,107.5,120.7,60.4,32.0,47102.0
1020849,83.6,115.8,44.2,25.2,67856.0
1020850,113.4,98.5,57.9,23.4,94948.0
1020851,77.3,113.0,47.1,19.5,93250.0
1020852,123.1,97.1,20.0,24.7,34204.0
1020853,107.6,106.8,44.0,21.2,88071.0
1020854,120.5,87.6,31.3,17.4,82409.0
1020855,107.5,97.8,55.3,18.3,91316.0
1020856,127.2,101.4,40.5,22.9,60951.0
1020857,101.4,98.1,63.6,22.9,56473.0
1020858,97.0,154.5,43.3,22.1,68099.0
1020859,82.5,112.2,52.9,17.1,77090.0
1020860,110.6,72.7,57.0,23.6,91567.0
1020861,80.4,78.4,27.9,23.7,55074.0
1020862,93.6,111.5,30.4,15.8,81602.0
1020863,97.7,79.4,46.2,8.1,78868.0
1020864,116.8,72.5,59.6,21.7,55903.0
1020865,91.1,98.1,47.3,14.6,43807.0
1020866,131.7,68.8,51.9,18.5,50407.0
1020867,94.1,104.4,43.6,22.3,63229.0
1020868,105.4,96.0,54.4,19.5,53288.0
1020869,82.5,117.8,12.8,18.5,91234.0
1020870,96.8,127.7,37.6,25.2,61199.0
1020871,142.6,117.9,50.1,22.1,54348.0
1020872,74.6,88.3,65.9,13.5,70752.0
1020873,125.3,105.3,53.5,19.3,65184.0
1020874,87.3,114.9,38.3,9.7,26084.0
1020875,129.0,86.9,34.2,18.7,60393.0
1020876,112.5,115.8,51.1,16.7,49650.0
1020877,118.1,89.8,33.6,15.8,71494.0
1020878,106.7,97.9,29.6,16.6,84294.0
1020879,68.0,72.5,55.8,18.7,77822.0
1020880,121.2,66.1,62.2,13.4,33975.0
1020881,86.5,124.5,44.3,18.3,64510.0
1020882,67.9,88.6,15.2,14.0,74886.0
1020883,93.8,111.8,43.9,24.0,81498.0
1020884,82.2,108.7,37.3,24.8,43064.0
1020885,119.6,100.1,16.2,16.3,42789.0
1020886,117.8,130.1,45.7,22.7,46898.0
1020887,102.8,69.4,56.4,22.6,96988.0
1020888,130.8,121.3,40.0,17.7,65107.0
1020889,123.0,109.8,43.2,11.3,63033.0
1020890,87.3,109.5,52.6,21.5,57956.0
1020891,113.5,112.5,38.6,19.0,45387.0
1020892,104.3,120.1,14.3,27.5,90491.0
1020893,105.0,113.8,30.9,22.0,97070.0
1020894,79.4,73.3,51.1,14.1,82982.0
1020895,107.4,136.7,57.2,18.6,71771.0
1020896,80.3,114.5,40.8,17.8,80415.0
1020897,62.3,49.7,16.0,22.8,80504.0
1020898,91.1,111.7,60.4,14.5,43166.0
1020899,92.9,50.6,62.6,10.2,67360.0
1020900,91.4,130.8,28.2,26.9,67077.0
1020901,138.9,82.8,35.8,18.9,57825.0
1020902,136.9,72.1,43.2,14.1,73989.0
1020903,128.4,89.7,34.7,16.9,86151.0
1020904,115.6,105.0,62.3,22.1,82490.0
1020905,107.4,105.7,45.4,27.4,92941.0
1020906,74.6,112.9,58.5,22.8,77337.0
1020907,154.1,124.9,36.9,24.2,56729.0
1020908,97.6,104.3,26.4,26.4,58882.0
1020909,121.1,113.1,52.0,25.1,83996.0
1020910,138.8,109.0,39.8,18.6,75334.0
1020911,97.7,66.8,39.6,17.3,56264.0
1020912,91.1,137.5,60.0,12.9,62937.0
1020913,113.1,76.6,43.1,13.2,74550.0
1020914,52.9,136.8,16.9,22.0,88825.0
1020915,81.2,108.9,49.4,19.4,83341.0
1020916,95.5,102.2,40.6,14.1,61358.0
1020917,131.2,94.0,73.1,19.7,76041.0
1020918,121.2,121.4,49.8,20.7,83198.0
1020919,91.3,96.0,41.9,20.1,38374.0
1020920,111.1,149.1,26.8,17.2,79565.0
1020921,78.5,97.6,71.3,30.9,76518.0
1020922,123.0,109.1,47.5,23.5,78114.0
1020923,62.2,119.3,33.0,26.5,49002.0
1020924,99.3,133.2,71.3,10.9,43962.0
1020925,127.0,151.5,28.8,22.3,63601.0
1020926,105.7,98.4,48.9,12.1,77955.0
1020927,102.5,139.0,32.0,8.0,82701.0
1020928,144.6,96.0,38.3,14.0,51397.0
1020929,79.9,131.2,50.1,23.1,90937.0
1020930,79.5,87.8,59.2,21.6,23813.0
1020931,68.5,110.8,55.0,19.3,62475.0
1020932,72.2,109.0,45.8,21.8,94824.0
1020933,75.4,88.4,57.0,20.4,52566.0
1020934,134.1,101.6,35.9,20.0,62609.0
1020935,64.1,101.0,64.1,8.0,49789.0
1020936,99.1,89.2,57.2,18.1,62281.0
1020937,66.9,121.3,47.7,24.1,81237.0
1020938,109.7,102.7,53.1,22.2,49401.0
1020939,70.6,112.0,27.5,21.7,57908.0
1020940,116.7,108.5,38.1,18.6,100832.0
1020941,91.3,116.3,49.1,16.1,35175.0
1020942,65.0,166.2,40.8,9.0,88581.0
1020943,67.8,66.7,34.9,25.0,76014.0
1020944,72.5,83.3,46.7,27.8,95786.0
1020945,145.9,109.2,54.7,19.6,46267.0
1020946,108.7,112.0,49.8,18.0,74553.0
1020947,100.3,150.5,26.0,18.4,48444.0
1020948,110.2,123.2,61.6,15.5,83255.0
1020949,124.4,135.9,40.8,32.6,80880.0
1020950,97.6,106.6,25.6,17.6,77960.0
1020951,115.4,120.1,51.7,21.4,90372.0
1020952,95.7,,37.0,19.6,65749.0
1020953,128.2,116.6,53.2,19.3,39969.0
1020954,77.9,,81.6,22.6,50521.0
1020955,102.1,90.4,60.4,22.1,40867.0
1020956,120.3,127.7,58.5,19.4,51078.0
1020957,74.4,121.6,45.6,19.7,63818.0
1020958,119.0,83.8,72.2,22.5,91432.0
1020959,92.7,141.6,24.1,16.8,85284.0
1020960,105.4,103.0,69.4,24.6,64326.0
1020961,64.8,130.4,56.8,28.5,51785.0
1020962,95.8,96.1,44.5,20.4,40643.0
1020963,86.5,75.2,29.8,15.4,72716.0
1020964,105.7,120.3,43.0,15.6,86636.0
1020965,61.1,129.9,47.9,16.5,83402.0
1020966,132.0,93.9,38.6,17.8,67767.0
1020967,59.8,139.5,27.2,19.7,80186.0
1020968,123.2,,32.9,19.2,70223.0
1020969,81.1,96.0,47.8,15.6,68908.0
1020970,63.9,94.0,52.1,18.1,80851.0
1020971,85.7,115.6,15.0,20.6,38461.0
1020972,81.3,85.9,36.8,20.3,72261.0
1020973,145.7,,55.9,18.9,75642.0
1020974,114.3,100.8,43.1,20.2,62052.0
1020975,111.0,68.8,27.5,25.4,80604.0
1020976,112.3,87.3,30.4,14.7,85521.0
1020977,53.0,126.4,59.1,16.9,39281.0
1020978,120.4,125.0,43.9,17.2,62532.0
1020979,82.3,75.7,62.9,8.0,92905.0
1020980,96.2,75.7,2.9,21.2,75761.0
1020981,69.7,77.8,54.3,32.4,72922.0
1020982,73.1,96.5,58.7,18.2,60458.0
1020983,79.1,114.5,41.6,17.4,84798.0
1020984,75.2,109.1,51.4,26.4,82579.0
1020985,119.4,116.0,39.9,26.4,77527.0
1020986,84.0,119.1,36.3,11.4,41969.0
1020987,85.8,95.6,51.8,11.2,83375.0
1020988,63.4,87.6,60.5,8.0,69564.0
1020989,94.3,78.3,19.2,13.1,104887.0
1020990,58.8,138.2,51.1,18.3,46983.0
1020991,77.9,92.6,26.6,13.8,41776.0
1020992,91.1,90.7,52.5,12.2,70338.0
1020993,85.6,136.9,47.2,19.7,20469.0
1020994,130.1,124.2,52.9,26.4,64594.0
1020995,83.1,94.2,42.7,23.2,77781.0
1020996,86.0,54.7,68.9,22.5,55349.0
1020997,90.2,106.6,64.5,15.5,93216.0
1020998,107.3,124.0,22.2,23.8,73423.0
1020999,72.0,71.9,55.5,13.5,89328.0
1021000,142.3,82.4,31.7,25.1,53595.0
