StudentID,AbsenceDays,MidtermScore,CounselingSessions,ParentEngagementScore,DroppedOut
1710634,80.6,5.8,94.6,5.2,0
1710635,141.8,6.1,61.2,6.5,0
1710636,124.7,5.4,121.4,7.2,1
1710637,100.8,6.3,59.3,6.6,1
1710638,115.7,8.7,107.4,6.6,0
1710639,60.0,6.3,104.5,5.8,0
1710640,160.6,9.6,110.7,9.7,0
1710641,85.8,8.6,81.6,6.7,1
1710642,137.1,6.4,121.0,5.8,0
1710643,104.1,7.7,120.0,7.1,1
1710644,130.7,8.6,89.7,6.6,1
1710645,141.8,6.7,104.4,7.5,0
1710646,75.1,5.9,86.4,7.0,1
1710647,130.1,8.5,107.0,7.1,0
1710648,133.8,5.9,158.1,7.6,0
1710649,118.8,8.4,131.9,7.8,0
1710650,99.8,9.6,94.9,8.2,0
1710651,92.5,7.2,130.6,7.1,1
1710652,133.0,8.1,89.8,8.5,1
1710653,105.3,6.6,119.9,9.2,1
1710654,94.2,6.1,61.7,7.6,0
1710655,122.7,3.9,106.4,5.1,0
1710656,67.3,5.2,58.8,8.9,1
1710657,124.3,6.0,99.9,7.4,0
1710658,142.2,6.1,66.4,10.0,0
1710659,118.0,4.6,70.9,5.9,1
1710660,99.0,7.2,106.8,9.7,1
1710661,66.8,6.9,116.5,10.0,0
1710662,138.1,8.6,110.7,10.0,0
1710663,82.6,4.0,118.4,8.3,0
1710664,74.8,6.3,58.5,10.0,1
1710665,102.8,3.7,84.9,8.2,0
1710666,110.2,6.0,88.9,6.4,1
1710667,76.7,5.5,50.9,6.4,1
1710668,94.5,7.0,106.9,8.4,0
1710669,94.0,6.0,84.1,3.8,0
1710670,93.6,7.4,94.5,7.1,1
1710671,101.0,8.5,41.7,9.3,0
1710672,84.8,8.2,116.0,4.6,0
1710673,120.8,7.0,94.5,8.6,0
1710674,105.1,9.5,102.2,6.7,1
1710675,83.6,7.3,92.7,5.0,1
1710676,168.9,7.3,51.8,7.4,1
1710677,59.5,8.3,114.8,7.3,1
1710678,82.3,6.5,92.1,8.0,0
1710679,90.4,7.1,92.7,7.6,0
1710680,83.7,7.2,135.9,7.0,0
1710681,109.6,7.9,60.2,7.1,0
1710682,111.5,4.4,87.7,8.9,0
1710683,116.0,3.9,64.3,6.8,0
1710684,80.0,8.4,54.1,6.2,1
1710685,129.2,8.1,103.8,7.9,0
1710686,135.7,7.2,103.3,10.0,1
1710687,125.0,7.9,152.6,6.8,1
1710688,144.0,7.7,93.9,7.4,1
1710689,86.9,5.9,114.5,6.0,1
1710690,131.4,8.1,103.0,7.3,0
1710691,63.7,4.6,135.1,7.0,1
1710692,124.8,7.9,70.1,8.0,0
1710693,82.5,9.8,108.2,3.8,1
1710694,84.5,8.6,125.2,7.3,1
1710695,78.2,6.6,122.6,7.1,0
1710696,67.0,7.4,144.7,7.9,1
1710697,115.2,8.8,93.1,8.0,0
1710698,100.0,8.2,113.5,4.9,1
1710699,150.1,6.0,99.2,6.7,0
1710700,123.1,6.8,108.9,6.7,1
1710701,100.0,6.5,101.7,5.2,0
1710702,73.9,7.4,123.5,,1
1710703,93.3,8.4,144.5,6.5,0
1710704,123.1,7.9,113.4,6.2,0
1710705,77.6,7.1,109.5,,1
1710706,126.9,6.5,106.3,6.8,1
1710707,57.5,8.8,118.4,5.5,0
1710708,106.7,6.8,122.6,8.8,0
1710709,105.9,4.0,114.5,9.9,1
1710710,100.7,6.4,93.9,6.5,0
1710711,70.5,4.8,109.1,8.6,1
1710712,144.6,6.7,93.4,7.7,0
1710713,50.5,8.1,121.5,7.9,0
1710714,120.4,9.4,69.6,6.9,0
1710715,123.6,8.2,75.1,6.3,1
1710716,65.9,6.5,76.7,8.7,1
1710717,126.5,8.1,87.4,6.3,1
1710718,134.2,7.3,122.6,5.2,1
1710719,96.3,7.0,126.0,5.4,0
1710720,148.1,8.0,89.3,9.1,0
1710721,103.7,5.5,72.4,9.6,0
1710722,96.1,7.0,96.9,7.0,1
1710723,123.6,5.8,87.3,10.0,1
1710724,120.9,6.1,137.1,6.7,0
1710725,103.0,7.5,89.1,6.6,0
1710726,94.6,9.0,104.7,7.1,1
1710727,74.5,7.9,105.8,6.1,1
1710728,92.7,7.2,103.1,7.0,1
1710729,97.0,7.3,82.3,9.0,0
1710730,141.5,6.9,87.2,6.6,1
1710731,63.3,6.9,77.2,6.3,1
1710732,96.8,9.0,92.5,,0
1710733,132.6,8.7,119.5,7.8,0
1710734,154.2,5.0,121.1,,0
1710735,143.7,7.4,93.2,7.3,1
1710736,110.4,6.9,86.6,8.6,0
1710737,105.3,8.9,78.3,8.3,0
1710738,125.4,8.3,112.5,6.8,0
1710739,73.7,8.0,61.3,8.1,0
1710740,103.3,7.0,99.8,7.4,0
1710741,85.9,7.8,106.2,7.6,0
1710742,99.5,8.3,102.6,8.4,0
1710743,71.0,6.3,110.1,5.0,0
1710744,92.2,8.6,125.3,8.3,1
1710745,63.1,7.9,136.9,4.5,0
1710746,84.2,6.0,98.7,7.6,1
1710747,66.5,4.4,82.2,5.3,1
1710748,134.2,7.5,112.2,7.5,0
1710749,116.7,7.5,136.8,6.0,0
1710750,103.9,9.1,111.4,4.9,0
1710751,58.4,8.5,98.7,8.0,1
1710752,102.8,4.6,106.3,4.9,1
1710753,106.1,9.6,96.1,6.9,0
1710754,96.2,7.4,98.3,8.9,1
1710755,110.1,4.6,97.3,7.4,0
1710756,82.1,6.9,122.7,5.8,0
1710757,89.3,8.5,142.9,6.5,0
1710758,72.5,7.1,85.6,7.1,1
1710759,127.6,4.9,137.2,7.8,1
1710760,87.8,8.2,99.1,8.8,1
1710761,86.8,6.9,143.5,6.3,0
1710762,128.0,4.0,89.6,4.6,0
1710763,116.7,6.0,117.9,7.4,1
1710764,74.6,5.5,124.8,6.2,0
1710765,84.3,7.0,104.1,4.4,0
1710766,85.8,8.1,109.6,8.8,0
1710767,111.0,5.1,111.6,8.4,1
1710768,117.0,9.6,109.3,7.2,1
1710769,100.8,7.1,120.5,7.7,0
1710770,120.7,7.2,137.4,7.6,1
1710771,106.0,7.0,103.4,8.1,0
1710772,69.3,6.3,78.1,10.0,0
1710773,113.5,8.9,65.9,9.9,1
1710774,120.6,6.8,87.6,4.0,0
1710775,111.2,4.6,97.3,8.0,0
1710776,132.5,8.2,58.0,6.0,1
1710777,121.7,7.8,136.4,8.6,0
1710778,117.2,9.4,69.9,6.9,0
1710779,136.3,7.4,84.6,7.8,0
1710780,86.2,8.1,112.1,8.3,0
1710781,122.1,8.2,97.7,7.2,1
1710782,88.4,6.3,62.6,6.3,1
1710783,78.8,5.1,111.6,6.6,1
1710784,63.8,7.0,109.3,4.3,0
1710785,93.6,6.1,48.5,6.4,1
1710786,87.8,5.2,68.2,6.3,1
1710787,97.8,8.8,117.0,9.5,0
1710788,107.9,5.8,134.1,5.2,1
1710789,143.3,6.7,108.0,6.9,1
1710790,78.1,8.7,143.5,4.9,1
1710791,87.8,5.3,56.8,6.3,1
1710792,92.7,6.2,87.6,6.9,0
1710793,108.1,5.4,25.9,8.7,0
1710794,129.6,9.1,108.7,8.1,1
1710795,84.0,8.7,143.5,5.4,0
1710796,148.2,5.6,146.9,8.3,0
1710797,105.2,7.6,83.6,6.6,1
1710798,99.4,6.5,71.2,6.8,1
1710799,102.9,8.0,112.5,6.7,0
1710800,129.2,5.0,138.6,9.2,0
1710801,105.1,8.3,82.8,8.1,0
1710802,119.6,8.3,76.1,9.2,0
1710803,116.6,7.5,81.1,5.5,0
1710804,111.4,7.0,78.4,7.4,1
1710805,93.5,4.6,82.7,5.9,0
1710806,100.6,7.6,114.2,6.4,0
1710807,86.0,8.7,83.7,7.2,0
1710808,169.7,8.7,47.9,9.9,0
1710809,110.2,8.3,103.4,6.4,0
1710810,104.5,7.1,94.3,4.8,0
1710811,94.5,8.6,106.9,5.9,1
1710812,74.9,7.3,102.7,9.0,1
1710813,148.3,7.4,52.0,6.0,1
1710814,79.1,5.6,85.0,8.7,0
1710815,128.0,9.3,46.4,8.6,1
1710816,100.5,9.9,81.4,10.0,0
1710817,107.5,8.7,87.8,8.9,1
1710818,76.2,7.3,110.9,10.0,0
1710819,97.0,10.0,136.8,9.0,0
1710820,114.6,8.1,96.1,6.5,1
1710821,81.0,5.1,121.6,8.7,0
1710822,59.2,3.8,104.0,5.6,1
1710823,86.7,10.0,110.9,5.0,0
1710824,98.6,4.7,107.8,8.7,0
1710825,79.1,6.7,121.6,7.8,1
1710826,91.9,7.0,65.6,8.2,1
1710827,128.1,2.3,67.4,10.0,0
1710828,92.8,8.3,95.2,6.9,0
1710829,103.4,10.0,126.6,6.3,0
1710830,85.6,7.0,97.0,5.9,0
1710831,100.1,10.0,143.6,8.7,1
1710832,100.9,7.5,107.0,6.9,0
1710833,93.3,9.0,108.2,6.8,0
1710834,100.4,7.5,73.2,8.4,1
1710835,96.6,8.0,107.5,9.5,0
1710836,83.2,8.1,116.3,6.9,1
1710837,155.0,5.7,88.6,7.1,0
1710838,80.2,7.4,110.4,7.5,0
1710839,91.8,7.2,100.5,7.3,0
1710840,130.6,6.6,92.3,5.7,0
1710841,69.2,4.9,108.7,10.0,0
1710842,123.0,4.6,95.4,5.8,1
1710843,84.0,6.9,79.7,9.1,0
1710844,139.4,8.7,113.5,6.3,0
1710845,97.2,9.9,79.0,8.7,0
1710846,84.4,6.5,113.8,6.0,0
1710847,85.1,7.4,111.5,7.0,1
1710848,79.1,7.4,79.8,7.0,0
1710849,91.8,8.5,91.6,5.3,0
1710850,85.5,8.0,74.3,6.2,0
1710851,136.9,8.4,77.0,10.0,1
1710852,100.0,10.0,149.9,7.8,1
1710853,73.8,5.5,68.3,6.2,0
1710854,73.5,10.0,124.6,8.1,0
1710855,130.9,7.1,115.2,9.6,0
1710856,133.5,7.2,79.5,6.8,0
1710857,76.7,5.3,51.0,5.3,1
1710858,69.6,10.0,126.8,6.8,0
1710859,115.8,5.9,84.9,7.5,0
1710860,112.2,8.3,82.9,4.7,0
1710861,131.9,6.9,61.6,6.5,1
1710862,139.2,7.2,121.1,6.3,1
1710863,108.8,8.7,136.4,4.5,1
1710864,98.4,7.7,124.9,8.0,1
1710865,95.0,9.3,42.5,7.9,1
1710866,76.6,4.7,102.2,4.7,0
1710867,120.4,8.1,102.5,7.8,0
1710868,123.8,7.0,113.1,,0
1710869,93.5,9.2,91.3,8.3,0
1710870,99.1,7.3,127.0,7.6,1
1710871,53.4,6.9,93.3,5.2,1
1710872,68.2,8.5,58.3,8.9,0
1710873,134.3,7.7,92.7,7.1,1
1710874,85.4,6.7,70.0,7.7,0
1710875,119.7,6.6,59.7,7.5,0
1710876,140.7,6.1,61.2,6.4,0
1710877,61.4,7.5,97.0,7.2,0
1710878,89.7,9.4,85.1,7.9,0
1710879,120.6,9.5,95.2,6.4,1
1710880,80.2,6.0,93.0,8.5,0
1710881,73.7,7.6,133.4,5.4,0
1710882,119.6,9.6,120.4,7.5,0
1710883,126.3,7.0,126.0,9.8,1
1710884,99.8,7.4,82.7,5.2,1
1710885,98.3,7.7,54.4,8.1,0
1710886,167.1,6.7,107.0,7.2,1
1710887,81.2,7.3,89.8,9.3,0
1710888,113.8,9.3,80.0,9.3,0
1710889,81.1,9.1,91.3,5.9,0
1710890,92.8,7.9,83.0,6.5,0
1710891,92.2,8.6,116.6,4.3,0
1710892,123.9,9.5,70.3,5.2,0
1710893,107.8,6.7,121.9,8.5,0
1710894,63.6,9.4,80.9,6.4,0
1710895,95.0,6.6,86.3,4.0,1
1710896,105.3,7.0,115.0,9.6,0
1710897,117.2,7.8,122.2,6.9,1
1710898,73.2,8.3,127.8,7.0,0
1710899,124.9,4.1,108.7,5.8,0
1710900,101.5,6.6,99.9,8.5,1
1710901,150.6,5.4,111.2,8.2,0
1710902,70.7,7.4,93.5,7.8,1
1710903,58.5,8.5,113.5,7.5,0
1710904,118.4,9.5,69.7,6.3,0
1710905,106.2,8.3,130.7,5.0,1
1710906,96.0,5.8,101.7,7.8,1
1710907,113.4,8.3,58.9,7.8,0
1710908,115.3,7.1,62.7,7.7,0
1710909,107.2,8.5,84.0,4.2,1
1710910,132.3,9.1,36.1,2.5,1
1710911,108.9,6.2,124.1,5.4,0
1710912,72.1,6.7,106.7,8.9,1
1710913,110.3,6.8,48.6,7.3,0
1710914,115.9,6.8,76.1,6.0,0
1710915,127.3,6.3,89.5,5.3,0
1710916,85.3,7.8,63.5,7.6,1
1710917,86.3,7.8,63.7,6.9,1
1710918,99.7,7.5,52.5,6.5,1
1710919,112.4,7.4,71.0,5.8,0
1710920,92.3,7.1,108.8,8.0,0
1710921,66.7,6.0,110.4,8.8,0
1710922,94.1,8.9,94.5,6.9,0
1710923,136.1,10.0,100.6,8.3,1
1710924,140.0,9.0,92.0,7.0,0
1710925,118.8,7.6,67.6,6.4,0
1710926,123.9,4.7,92.6,9.3,0
1710927,120.6,7.0,116.0,9.4,1
1710928,95.5,7.7,106.1,7.2,0
1710929,75.9,8.6,110.7,7.2,1
1710930,120.2,8.3,83.9,8.1,0
1710931,37.5,6.9,76.4,5.1,1
1710932,104.7,8.9,129.5,4.8,1
1710933,110.1,7.8,100.1,8.3,0
1710934,142.2,9.4,127.4,6.7,0
1710935,125.6,8.5,144.8,6.2,1
1710936,88.9,9.4,119.8,4.6,0
1710937,135.3,7.0,132.1,6.1,0
1710938,115.4,7.8,110.7,7.8,1
1710939,101.5,7.7,68.7,6.1,1
1710940,114.9,7.0,118.3,8.8,0
1710941,78.0,5.3,86.2,7.6,1
1710942,85.3,7.7,36.4,7.2,0
1710943,132.7,7.1,58.4,6.6,0
1710944,117.5,5.2,115.7,6.5,1
1710945,86.4,7.8,92.5,8.5,1
1710946,90.0,9.0,106.2,6.7,1
1710947,91.8,8.3,92.2,8.2,1
1710948,110.9,7.6,77.9,7.4,0
1710949,115.0,8.3,72.8,6.8,1
1710950,91.1,6.3,116.6,8.9,1
1710951,85.9,7.6,99.3,7.0,0
1710952,114.1,6.0,83.3,8.8,0
1710953,64.8,4.7,67.4,8.6,1
1710954,150.6,6.6,105.9,9.0,0
1710955,83.8,4.9,74.9,5.2,0
1710956,90.3,8.5,82.3,8.4,0
1710957,88.0,4.9,130.4,6.5,0
1710958,98.6,8.3,129.6,6.6,1
1710959,109.4,5.5,94.6,7.5,0
1710960,123.3,8.0,73.0,8.8,0
1710961,108.5,6.5,81.6,6.2,1
1710962,96.8,8.4,88.5,10.0,1
1710963,112.5,7.3,108.6,7.3,0
1710964,106.8,8.2,137.4,5.5,0
1710965,132.4,7.7,146.8,8.8,0
1710966,119.4,6.0,93.8,10.0,1
1710967,41.9,7.8,110.0,9.7,1
1710968,87.1,7.4,93.5,7.4,0
1710969,112.2,7.2,66.6,5.8,1
1710970,96.3,5.1,69.9,6.0,0
1710971,141.5,6.4,74.2,7.5,0
1710972,78.6,9.3,60.4,6.1,0
1710973,126.8,7.2,72.8,9.0,1
1710974,62.2,7.1,101.7,8.8,0
1710975,82.2,7.1,65.8,7.2,0
1710976,79.7,5.1,86.1,6.7,1
1710977,86.4,7.5,108.7,8.3,1
1710978,77.1,7.9,78.4,7.0,0
1710979,136.3,6.5,125.3,3.5,1
1710980,35.2,7.4,84.9,8.2,1
1710981,70.3,7.9,86.3,7.2,0
1710982,110.7,9.1,80.1,8.7,1
1710983,121.6,9.5,109.7,10.0,0
1710984,158.8,5.5,92.4,9.4,0
1710985,123.5,8.2,160.0,7.8,1
1710986,131.8,10.0,117.8,6.6,0
1710987,87.2,6.1,85.9,10.0,1
1710988,107.1,5.6,82.1,7.7,0
1710989,125.0,8.8,121.6,4.8,0
1710990,98.3,8.1,104.8,5.1,0
1710991,94.2,5.2,112.0,7.4,0
1710992,124.0,5.6,90.3,7.3,0
1710993,106.7,8.8,140.6,6.7,1
1710994,123.8,9.8,42.8,9.8,0
1710995,107.7,6.2,89.3,4.4,0
1710996,96.8,8.4,85.9,6.5,0
1710997,102.6,8.6,132.1,6.9,0
1710998,2.9,7.4,82.8,6.8,0
1710999,104.6,6.3,73.7,8.4,1
1711000,86.4,8.7,118.6,7.3,0
