CustomerID,YearlyFlights,PointsAccumulated,MembershipClass,RedemptionRate,Churned
860682,36,43448.2,Silver,13.64,Yes
860683,7,8280.8,Silver,63.77,No
860684,13,20064.3,Gold,69.78,Yes
860685,51,76063.4,Platinum,42.45,No
860686,45,53576.3,Silver,11.79,No
860687,27,32185.6,Silver,70.41,No
860688,42,49209.9,Silver,65.85,No
860689,12,19648.0,Gold,20.62,No
860690,23,27472.0,Silver,88.13,No
860691,45,53510.8,Silver,9.79,No
860692,7,8879.3,Silver,76.4,No
860693,39,47531.4,Silver,30.17,No
860694,30,41589.8,Gold,26.4,Yes
860695,23,32762.3,Gold,30.55,No
860696,2,2388.8,Silver,80.25,No
860697,20,23518.1,Silver,9.49,No
860698,48,57669.8,Silver,43.96,No
860699,12,19090.7,Gold,59.09,No
860700,31,37472.2,Silver,27.35,No
860701,4,5317.9,Silver,61.91,No
860702,51,60721.3,Silver,42.93,No
860703,25,29986.6,Silver,69.35,No
860704,35,46346.9,Gold,21.54,No
860705,33,44896.8,Gold,66.97,No
860706,18,26077.3,Gold,35.12,No
860707,32,52752.8,Platinum,89.37,No
860708,31,37568.6,Silver,67.69,No
860709,32,38388.2,Silver,53.42,No
860710,5,5591.9,Silver,44.29,No
860711,1,915.5,Silver,15.21,Yes
860712,39,46032.9,Silver,13.32,No
860713,12,13900.1,Silver,77.18,No
860714,22,41449.6,Platinum,27.1,No
860715,51,65780.0,Gold,15.72,No
860716,48,58014.6,Silver,70.91,No
860717,20,38719.6,Platinum,18.31,No
860718,28,33433.6,Silver,18.05,No
860719,43,51591.4,Silver,91.34,No
860720,11,13652.3,Silver,84.5,No
860721,1,705.5,Silver,88.87,No
860722,36,42513.0,Silver,85.44,No
860723,42,55430.6,Gold,33.29,No
860724,45,59353.2,Gold,17.99,No
860725,2,7437.5,Gold,57.3,No
860726,48,57085.3,Silver,88.75,No
860727,17,36106.5,Platinum,77.28,Yes
860728,10,11750.9,Silver,34.06,No
860729,12,14207.0,Silver,21.42,No
860730,46,56018.4,Silver,60.25,No
860731,6,7352.0,Silver,38.77,Yes
860732,5,20972.0,Platinum,80.78,Yes
860733,2,2479.9,Silver,35.71,Yes
860734,37,44242.3,Silver,15.56,No
860735,20,38848.0,Platinum,31.72,No
860736,14,31636.7,Platinum,33.79,Yes
860737,7,8028.1,Silver,49.85,Yes
860738,28,38635.1,Gold,67.65,No
860739,32,44852.8,Gold,74.44,No
860740,33,39116.8,Silver,19.95,Yes
860741,21,25633.7,Silver,24.34,No
860742,26,31423.7,Silver,32.91,Yes
860743,4,4331.9,Silver,71.66,No
860744,47,56548.6,Silver,17.4,No
860745,46,,Silver,14.75,No
860746,8,15300.8,Gold,42.7,Yes
860747,1,16810.6,Platinum,38.92,Yes
860748,1,1561.1,Silver,38.56,Yes
860749,48,57032.3,Silver,32.88,No
860750,9,15975.2,Gold,74.36,No
860751,10,16072.0,Gold,90.43,No
860752,23,28172.0,Silver,52.01,No
860753,26,36253.3,Gold,58.03,No
860754,23,42972.5,Platinum,5.2,No
860755,47,56177.6,Silver,84.48,No
860756,38,45355.8,Silver,81.49,Yes
860757,12,13958.7,Silver,6.98,No
860758,8,15452.9,Gold,65.3,No
860759,9,10245.2,Silver,79.14,No
860760,25,29745.6,Silver,50.97,No
860761,3,8310.2,Gold,61.63,Yes
860762,33,54650.8,Platinum,65.95,No
860763,38,45660.9,Silver,5.93,No
860764,10,17327.7,Gold,78.83,No
860765,39,52562.2,Gold,45.89,No
860766,33,39084.2,Silver,54.68,No
860767,33,44167.6,Gold,82.0,No
860768,43,51733.7,Silver,86.64,No
860769,47,71589.3,Platinum,8.97,No
860770,45,59321.6,Gold,28.69,No
860771,10,17166.7,Gold,93.12,No
860772,9,10897.0,Silver,33.79,Yes
860773,5,5639.0,Silver,33.57,No
860774,21,25539.4,Silver,84.92,No
860775,26,36074.1,Gold,49.59,Yes
860776,17,24984.4,Gold,75.47,No
860777,38,46158.8,Silver,45.61,No
860778,9,15673.6,Gold,66.15,No
860779,3,9134.6,Gold,37.16,No
860780,48,56966.0,Silver,47.58,No
860781,26,30580.5,Silver,65.47,No
860782,50,63753.2,Gold,27.79,No
860783,9,11028.2,Silver,77.12,No
860784,2,2505.3,Silver,84.2,No
860785,34,45485.5,Gold,19.01,Yes
860786,33,39393.2,Silver,89.49,No
860787,43,51464.0,Silver,91.75,No
860788,43,51534.1,Silver,42.76,No
860789,27,32877.7,Silver,94.59,No
860790,14,16988.1,Silver,15.52,No
860791,39,46373.8,Silver,20.76,No
860792,35,41826.2,Silver,77.78,No
860793,12,14360.1,Silver,31.21,No
860794,13,,Silver,86.59,No
860795,26,32048.8,Silver,17.45,No
860796,17,20683.1,Silver,52.26,Yes
860797,36,42218.3,Silver,89.44,No
860798,7,22148.3,Platinum,43.08,Yes
860799,44,52992.0,Silver,90.86,No
860800,9,15910.4,Gold,61.64,Yes
860801,46,54609.5,Silver,74.53,No
860802,23,32169.4,Gold,54.52,Yes
860803,16,19196.0,Silver,93.07,No
860804,9,10622.1,Silver,41.33,No
860805,32,39082.1,Silver,93.22,No
860806,43,52430.2,Silver,48.95,No
860807,17,25147.9,Gold,70.16,Yes
860808,34,,Silver,51.06,No
860809,51,61544.9,Silver,91.18,No
860810,44,58269.4,Gold,33.89,No
860811,7,8688.1,Silver,26.05,Yes
860812,31,37424.7,Silver,61.83,No
860813,18,22989.6,Silver,73.16,No
860814,50,74819.2,Platinum,69.99,No
860815,51,66482.7,Gold,92.95,No
860816,49,58836.8,Silver,60.11,No
860817,46,,Gold,18.17,No
860818,19,23255.1,Silver,51.65,No
860819,3,19295.3,Platinum,94.53,No
860820,9,11020.2,Silver,77.84,No
860821,37,59267.4,Platinum,72.61,No
860822,40,48752.1,Silver,94.81,No
860823,3,3560.6,Silver,50.5,Yes
860824,36,48692.2,Gold,35.29,No
860825,43,56395.3,Gold,32.12,No
860826,41,48596.1,Silver,58.94,No
860827,24,33682.2,Gold,42.22,No
860828,50,59864.3,Silver,86.78,No
860829,46,60005.5,Gold,89.06,No
860830,23,28087.5,Silver,31.03,No
860831,15,23269.4,Gold,57.94,Yes
860832,51,65977.7,Gold,79.24,No
860833,21,24520.7,Silver,84.06,No
860834,8,9948.8,Silver,77.92,Yes
860835,7,8676.1,Silver,40.73,No
860836,36,43472.7,Silver,51.49,No
860837,24,34189.8,Gold,57.27,No
860838,43,51822.7,Silver,29.99,No
860839,21,40254.3,Platinum,55.63,Yes
860840,24,34310.9,Gold,62.79,Yes
860841,37,44879.4,Silver,89.26,No
860842,47,61552.7,Gold,22.68,No
860843,11,18935.1,Gold,58.85,No
860844,34,47168.4,Gold,80.73,No
860845,43,51599.2,Silver,12.84,No
860846,22,30421.7,Gold,83.43,No
860847,48,58574.7,Silver,87.81,No
860848,13,20913.9,Gold,16.13,Yes
860849,25,30450.0,Silver,57.25,No
860850,19,23057.4,Silver,17.9,No
860851,5,6104.2,Silver,77.99,No
860852,10,17984.2,Gold,54.59,No
860853,34,40577.5,Silver,71.48,No
860854,13,20942.2,Gold,81.36,No
860855,32,43321.7,Gold,15.28,No
860856,4,5944.9,Silver,59.8,No
860857,13,30820.1,Platinum,10.45,Yes
860858,14,21128.0,Gold,60.93,Yes
860859,7,23629.1,Platinum,36.92,No
860860,32,53306.3,Platinum,82.34,No
860861,48,71955.2,Platinum,14.19,No
860862,5,5756.1,Silver,84.65,Yes
860863,15,17943.0,Silver,8.19,No
860864,29,34360.1,Silver,69.08,No
860865,41,48614.3,Silver,57.2,No
860866,3,3182.2,Silver,73.59,Yes
860867,24,28652.4,Silver,45.42,No
860868,15,17363.5,Silver,15.19,No
860869,18,25797.5,Gold,71.8,No
860870,25,35036.5,Gold,24.29,Yes
860871,51,66387.7,Gold,6.95,No
860872,8,9507.5,Silver,51.54,Yes
860873,30,36677.7,Silver,63.42,No
860874,14,16874.1,Silver,83.8,No
860875,41,48851.8,Silver,78.64,No
860876,21,25225.9,Silver,80.21,No
860877,1,6312.4,Gold,63.96,No
860878,18,27127.3,Gold,24.66,No
860879,48,62423.9,Gold,40.24,No
860880,22,26254.7,Silver,42.21,Yes
860881,35,42477.2,Silver,51.42,No
860882,16,19273.2,Silver,32.88,No
860883,24,33167.7,Gold,33.67,No
860884,50,63998.1,Gold,89.64,No
860885,23,32932.1,Gold,66.33,Yes
860886,39,46547.3,Silver,18.67,No
860887,5,10797.9,Gold,76.09,No
860888,21,29867.0,Gold,33.13,No
860889,47,57201.3,Silver,17.75,No
860890,28,33304.1,Silver,93.81,No
860891,34,41145.6,Silver,22.97,No
860892,11,18673.5,Gold,81.62,No
860893,24,28535.7,Silver,52.34,No
860894,16,18754.1,Silver,65.34,No
860895,33,44840.1,Gold,14.37,No
860896,8,9281.9,Silver,38.71,No
860897,3,18989.9,Platinum,91.08,No
860898,35,43107.5,Silver,5.25,No
860899,51,61113.4,Silver,16.65,No
860900,47,61870.1,Gold,9.67,No
860901,15,22999.4,Gold,7.39,No
860902,51,62162.0,Silver,56.08,No
860903,43,50961.6,Silver,67.93,No
860904,39,47937.8,Silver,27.17,No
860905,45,59313.3,Gold,65.79,No
860906,12,19593.1,Gold,91.03,Yes
860907,34,40797.6,Silver,45.26,No
860908,43,50853.1,Silver,82.63,No
860909,16,19709.6,Silver,9.0,Yes
860910,23,32433.4,Gold,57.77,No
860911,41,49566.9,Silver,67.2,No
860912,11,,Silver,11.11,Yes
860913,8,9326.6,Silver,16.66,Yes
860914,42,54996.8,Gold,11.84,No
860915,27,32626.7,Silver,92.07,No
860916,16,18810.8,Silver,50.18,No
860917,33,39306.0,Silver,52.82,No
860918,50,65044.3,Gold,10.17,No
860919,46,55424.4,Silver,55.86,No
860920,51,61121.9,Silver,48.07,No
860921,26,31969.8,Silver,91.1,No
860922,34,46252.3,Gold,74.7,No
860923,31,51999.4,Platinum,24.34,No
860924,28,34332.9,Silver,48.09,No
860925,12,14302.0,Silver,91.88,No
860926,26,36574.4,Gold,43.02,No
860927,31,42786.5,Gold,73.51,No
860928,41,54550.8,Gold,34.58,Yes
860929,13,21215.2,Gold,81.79,No
860930,50,60430.2,Silver,28.66,No
860931,17,20249.9,Silver,41.37,No
860932,21,25144.1,Silver,40.85,No
860933,50,74858.5,Platinum,67.03,No
860934,17,21007.9,Silver,7.96,Yes
860935,3,9821.1,Gold,31.38,Yes
860936,30,40669.8,Gold,92.74,No
860937,15,17277.1,Silver,80.23,No
860938,2,2582.1,Silver,51.2,Yes
860939,14,22220.2,Gold,74.75,No
860940,3,3668.3,Silver,88.99,No
860941,28,34970.6,Silver,79.49,No
860942,44,52451.9,Silver,81.47,No
860943,3,19308.9,Platinum,15.32,Yes
860944,23,28497.3,Silver,30.82,No
860945,2,17691.3,Platinum,77.97,No
860946,6,12242.1,Gold,89.25,No
860947,45,54791.1,Silver,88.81,No
860948,7,8275.7,Silver,91.3,No
860949,26,31556.7,Silver,54.08,No
860950,39,46656.5,Silver,47.19,No
860951,48,57821.7,Silver,40.92,No
860952,26,37075.8,Gold,6.84,Yes
860953,11,18580.6,Gold,50.75,No
860954,37,44372.2,Silver,6.32,No
860955,6,7956.0,Silver,54.22,No
860956,16,18900.1,Silver,32.79,No
860957,11,12900.1,Silver,56.91,No
860958,6,7254.6,Silver,28.43,No
860959,42,50361.0,Silver,46.19,No
860960,15,18249.7,Silver,64.39,No
860961,6,7048.2,Silver,37.19,No
860962,16,19531.1,Silver,67.0,No
860963,47,56290.7,Silver,72.09,No
860964,6,6921.0,Silver,72.23,No
860965,5,4588.8,Silver,27.61,No
860966,38,51060.2,Gold,91.33,No
860967,13,15557.1,Silver,80.74,No
860968,31,42518.0,Gold,65.71,No
860969,37,59222.0,Platinum,17.72,No
860970,19,23070.6,Silver,15.71,No
860971,13,15687.5,Silver,34.83,Yes
860972,14,16537.7,Silver,49.82,No
860973,50,59647.4,Silver,85.28,No
860974,28,33900.5,Silver,5.28,No
860975,14,17936.9,Silver,28.81,Yes
860976,33,39004.3,Silver,39.52,Yes
860977,28,33067.1,Silver,50.77,No
860978,50,59451.9,Silver,80.64,No
860979,42,50580.9,Silver,23.89,No
860980,2,3192.5,Silver,86.61,Yes
860981,13,30462.3,Platinum,37.85,No
860982,35,56338.8,Platinum,61.49,No
860983,29,34313.0,Silver,58.2,No
860984,35,40993.0,Silver,55.1,No
860985,20,23633.4,Silver,92.22,No
860986,26,31895.4,Silver,37.73,Yes
860987,30,36070.7,Silver,5.3,No
860988,37,45734.3,Silver,12.49,No
860989,15,18000.0,Silver,77.37,No
860990,18,21439.2,Silver,65.37,No
860991,13,21001.4,Gold,48.77,No
860992,44,51849.4,Silver,12.94,Yes
860993,45,54572.5,Silver,70.41,No
860994,5,11130.8,Gold,73.24,No
860995,25,45285.5,Platinum,42.28,No
860996,3,8565.1,Gold,85.3,No
860997,13,20457.9,Gold,33.25,No
860998,34,45394.0,Gold,89.75,No
860999,17,20448.2,Silver,11.98,Yes
861000,4,9056.8,Gold,67.4,No
