StationID,HourlyChargerOccupancy_Percent,AmbientTemp,ChargerType,WaitTimeMinutes,CongestionLevel
1560557,21.1,27.0,Type_C,7.3,87.3
1560558,71.3,9.7,Type_A,4.0,126.1
1560559,21.6,27.8,Type_A,4.6,92.7
1560560,35.3,7.6,Type_C,10.0,90.9
1560561,50.7,30.2,Type_B,3.7,74.2
1560562,36.1,19.8,Type_B,5.0,44.7
1560563,33.0,11.2,Type_B,7.1,138.8
1560564,36.6,12.1,Type_C,36.4,138.1
1560565,75.1,19.0,Type_B,15.4,107.7
1560566,39.9,15.1,Type_B,1.2,145.6
1560567,40.4,21.5,Type_B,13.2,72.1
1560568,47.8,15.4,Type_A,18.5,94.4
1560569,50.8,15.9,Type_B,3.1,107.1
1560570,48.1,25.4,Type_B,19.4,95.9
1560571,41.1,26.8,Type_C,15.1,152.9
1560572,57.4,20.6,Type_A,17.1,104.9
1560573,59.0,30.4,Type_B,14.8,124.2
1560574,54.6,26.8,Type_C,35.1,86.7
1560575,45.1,18.2,Type_C,24.2,84.3
1560576,46.9,25.5,Type_C,1.5,85.9
1560577,40.7,20.3,Type_A,5.0,70.2
1560578,49.3,17.3,Type_B,43.0,106.8
1560579,16.2,17.7,Type_A,21.7,94.9
1560580,72.1,20.6,Type_A,2.2,105.7
1560581,61.4,24.6,Type_C,10.0,66.0
1560582,50.8,14.3,Type_B,25.2,73.5
1560583,40.8,11.1,Type_C,38.7,107.7
1560584,48.7,16.4,Type_C,1.2,140.2
1560585,63.8,25.5,Type_C,11.3,55.9
1560586,50.6,21.6,Type_A,45.1,106.9
1560587,48.9,15.4,Type_C,1.0,113.1
1560588,32.8,28.6,Type_A,21.9,100.7
1560589,19.6,1.1,Type_B,14.0,121.3
1560590,49.8,7.6,Type_C,1.0,89.7
1560591,38.3,24.7,Type_B,17.9,113.4
1560592,54.5,11.9,Type_B,2.6,119.9
1560593,54.0,25.8,Type_A,20.7,80.6
1560594,54.5,11.3,Type_B,13.1,91.8
1560595,21.4,14.0,Type_B,31.5,66.1
1560596,30.6,27.1,Type_B,50.4,147.8
1560597,26.4,17.4,Type_A,,100.9
1560598,29.4,12.2,Type_B,12.4,84.8
1560599,60.0,16.5,Type_C,1.0,102.9
1560600,45.4,24.8,Type_B,12.7,125.8
1560601,45.7,30.8,Type_C,25.9,105.3
1560602,60.3,26.0,Type_B,1.0,73.5
1560603,66.2,19.2,Type_C,16.1,56.8
1560604,38.2,15.4,Type_C,10.2,120.0
1560605,58.9,8.4,Type_B,7.2,110.2
1560606,29.3,22.2,Type_A,5.3,68.8
1560607,41.6,15.6,Type_A,6.4,91.2
1560608,17.6,25.1,Type_A,35.0,131.5
1560609,43.1,27.6,Type_B,7.3,64.1
1560610,49.1,4.2,Type_A,6.6,148.1
1560611,45.5,23.4,Type_B,13.3,79.4
1560612,45.1,17.7,Type_B,7.0,100.5
1560613,40.8,8.6,Type_C,39.8,72.6
1560614,64.1,26.4,Type_C,8.8,113.4
1560615,28.8,20.0,Type_B,1.0,83.2
1560616,9.9,15.5,Type_B,13.3,109.5
1560617,40.0,12.3,Type_C,47.6,92.1
1560618,44.0,27.0,Type_B,32.3,95.5
1560619,11.9,21.6,Type_B,20.0,113.7
1560620,25.6,25.9,Type_A,9.0,103.8
1560621,24.7,12.5,Type_B,8.4,109.9
1560622,20.5,23.5,Type_A,3.6,94.7
1560623,43.5,17.9,Type_B,11.3,82.5
1560624,29.8,33.5,Type_A,1.9,127.0
1560625,55.7,38.8,Type_A,3.8,91.1
1560626,33.0,32.8,Type_A,7.9,47.3
1560627,57.4,16.1,Type_A,17.9,107.6
1560628,23.8,21.0,Type_B,1.7,88.9
1560629,45.3,13.0,Type_A,16.6,77.5
1560630,27.5,11.0,Type_A,29.9,122.3
1560631,37.6,30.4,Type_A,17.2,122.4
1560632,43.0,20.2,Type_A,29.4,131.5
1560633,68.4,12.5,Type_A,1.3,98.2
1560634,39.7,10.9,Type_A,24.4,115.6
1560635,44.2,10.0,Type_A,6.4,97.4
1560636,65.9,18.8,Type_A,11.0,122.9
1560637,43.7,20.0,Type_C,26.8,60.8
1560638,56.0,15.3,Type_A,32.2,80.6
1560639,21.3,31.9,Type_C,5.7,127.0
1560640,52.4,32.7,Type_B,15.2,95.7
1560641,49.3,30.5,Type_A,6.4,103.2
1560642,65.7,17.5,Type_B,26.4,78.0
1560643,63.8,35.5,Type_B,21.3,85.4
1560644,57.1,27.8,Type_B,14.3,104.1
1560645,19.1,22.4,Type_B,15.7,117.2
1560646,78.0,23.2,Type_B,7.1,87.8
1560647,67.5,2.4,Type_A,15.4,136.3
1560648,42.2,16.6,Type_B,1.1,90.3
1560649,41.9,-5.5,Type_B,19.4,121.1
1560650,38.4,21.2,Type_C,5.4,113.1
1560651,52.4,16.6,Type_A,2.0,122.2
1560652,52.2,14.5,Type_A,38.3,67.2
1560653,54.8,19.7,Type_A,11.7,70.0
1560654,49.0,21.1,Type_A,2.4,93.6
1560655,50.6,13.2,Type_C,30.7,65.6
1560656,29.8,17.6,Type_A,4.7,100.0
1560657,75.3,27.9,Type_A,11.8,122.3
1560658,51.8,7.9,Type_B,3.9,66.9
1560659,37.7,12.9,Type_B,3.3,77.6
1560660,20.5,24.1,Type_B,1.0,102.4
1560661,51.6,24.3,Type_A,4.8,134.5
1560662,41.9,13.3,Type_B,6.2,91.5
1560663,28.7,11.4,Type_B,35.0,90.5
1560664,57.1,14.7,Type_C,13.7,98.1
1560665,28.1,29.8,Type_A,12.3,106.4
1560666,46.7,27.4,Type_C,4.0,112.9
1560667,47.5,13.1,Type_B,41.3,87.0
1560668,79.7,29.7,Type_A,25.4,41.4
1560669,64.7,31.2,Type_B,5.2,83.3
1560670,51.4,22.9,Type_C,28.7,47.5
1560671,57.6,17.1,Type_C,6.5,74.5
1560672,15.4,26.8,Type_A,29.6,94.5
1560673,69.1,21.5,Type_A,29.8,70.0
1560674,54.5,28.4,Type_B,32.3,94.8
1560675,38.8,9.4,Type_C,3.2,150.3
1560676,63.4,9.0,Type_C,1.6,100.8
1560677,39.8,5.0,Type_C,2.3,102.7
1560678,76.7,25.6,Type_B,1.0,108.6
1560679,71.1,28.2,Type_C,8.3,78.2
1560680,44.9,7.3,Type_B,8.9,135.8
1560681,38.7,12.2,Type_B,7.7,86.3
1560682,43.4,26.8,Type_A,11.4,68.6
1560683,2.3,16.7,Type_B,13.6,101.9
1560684,50.0,20.2,Type_C,10.7,99.3
1560685,56.5,24.5,Type_A,12.7,75.2
1560686,44.8,25.0,Type_A,2.5,70.8
1560687,68.5,18.6,Type_A,6.2,89.5
1560688,25.1,26.3,Type_B,16.8,83.0
1560689,35.1,8.5,Type_A,11.6,108.0
1560690,45.9,8.2,Type_A,7.3,85.4
1560691,46.5,30.3,Type_B,10.9,105.2
1560692,23.9,24.8,Type_C,8.9,107.3
1560693,46.8,24.8,Type_C,4.9,108.7
1560694,66.8,27.8,Type_A,16.3,114.3
1560695,26.1,20.3,Type_A,9.8,87.9
1560696,47.1,12.9,Type_C,11.6,114.0
1560697,36.2,17.3,Type_C,14.9,76.5
1560698,30.1,19.1,Type_C,22.4,102.1
1560699,39.2,11.3,Type_B,2.6,81.0
1560700,20.0,34.5,Type_B,22.3,100.0
1560701,38.6,20.2,Type_A,2.4,114.8
1560702,32.4,26.3,Type_A,2.2,114.6
1560703,40.3,19.8,Type_B,19.8,61.5
1560704,69.2,24.0,Type_B,8.6,66.5
1560705,59.0,19.4,Type_C,21.8,103.6
1560706,50.4,21.9,Type_B,1.0,64.1
1560707,62.1,27.6,Type_B,2.6,117.1
1560708,33.8,18.2,Type_C,26.9,162.3
1560709,33.0,18.9,Type_B,17.2,77.3
1560710,58.7,17.7,Type_A,26.1,141.1
1560711,32.0,18.6,Type_B,18.9,57.9
1560712,26.6,13.3,Type_B,10.0,92.1
1560713,34.7,16.0,Type_A,8.0,115.6
1560714,53.8,25.2,Type_B,19.4,93.8
1560715,39.7,8.7,Type_C,9.7,72.0
1560716,53.8,13.5,Type_B,27.5,92.7
1560717,38.5,9.2,Type_A,5.6,107.4
1560718,42.7,21.3,Type_A,1.3,131.2
1560719,30.9,16.0,Type_C,9.0,67.7
1560720,42.6,14.4,Type_C,23.8,146.3
1560721,60.8,11.0,Type_C,,85.9
1560722,32.2,28.3,Type_C,1.7,98.4
1560723,21.4,23.9,Type_A,11.4,109.3
1560724,41.6,23.7,Type_C,52.8,100.9
1560725,78.4,37.2,Type_B,23.4,72.7
1560726,62.3,31.6,Type_A,19.4,92.3
1560727,53.4,18.2,Type_C,35.5,133.1
1560728,81.8,14.0,Type_A,30.5,107.6
1560729,22.7,17.2,Type_A,23.0,106.7
1560730,60.3,12.6,Type_B,12.4,122.5
1560731,37.9,21.7,Type_B,1.0,103.1
1560732,35.7,9.6,Type_C,15.1,128.7
1560733,65.2,19.4,Type_A,44.7,142.8
1560734,35.3,19.8,Type_A,3.5,80.3
1560735,52.0,14.3,Type_B,10.0,103.3
1560736,22.4,1.1,Type_A,,79.9
1560737,46.6,26.4,Type_B,5.3,118.8
1560738,45.4,28.5,Type_B,21.7,96.8
1560739,43.8,23.9,Type_A,6.1,101.9
1560740,56.6,12.3,Type_B,18.7,136.3
1560741,25.2,16.1,Type_A,5.1,96.0
1560742,48.0,18.5,Type_A,3.8,98.2
1560743,34.0,25.8,Type_C,21.4,97.7
1560744,63.9,17.4,Type_A,31.6,52.3
1560745,44.6,26.3,Type_C,13.9,108.5
1560746,39.8,16.4,Type_A,3.4,98.8
1560747,60.8,5.0,Type_B,3.9,107.0
1560748,70.8,28.3,Type_C,12.4,117.0
1560749,51.9,17.5,Type_C,9.3,85.8
1560750,38.1,14.0,Type_C,4.5,115.1
1560751,39.0,23.7,Type_C,10.0,62.9
1560752,41.9,24.5,Type_A,117.1,101.0
1560753,53.0,10.1,Type_C,39.4,90.7
1560754,33.3,23.7,Type_B,23.5,84.5
1560755,51.8,20.4,Type_A,3.5,76.5
1560756,39.5,25.0,Type_B,27.5,99.0
1560757,25.1,11.2,Type_B,3.0,85.5
1560758,18.3,12.1,Type_B,16.2,124.3
1560759,51.2,17.6,Type_A,21.7,82.2
1560760,44.9,9.5,Type_A,12.2,80.1
1560761,34.4,17.5,Type_C,7.8,133.9
1560762,14.8,25.5,Type_B,5.1,111.9
1560763,22.1,14.6,Type_B,16.2,129.3
1560764,44.8,9.0,Type_B,20.0,48.7
1560765,58.0,15.2,Type_A,3.7,120.0
1560766,66.9,3.6,Type_B,3.1,111.4
1560767,37.4,29.2,Type_B,12.3,86.0
1560768,46.4,5.1,Type_B,4.7,91.9
1560769,50.4,31.9,Type_B,23.3,119.5
1560770,49.0,14.1,Type_C,2.6,50.5
1560771,44.5,27.6,Type_C,10.2,103.4
1560772,47.4,14.3,Type_C,4.0,95.9
1560773,55.7,18.0,Type_A,1.2,86.3
1560774,30.1,12.2,Type_C,4.4,124.9
1560775,52.8,23.0,Type_B,11.3,86.1
1560776,22.3,11.7,Type_A,19.4,142.3
1560777,42.6,21.5,Type_A,10.8,117.8
1560778,31.5,9.5,Type_C,41.6,73.7
1560779,50.8,18.0,Type_B,3.9,79.2
1560780,52.1,11.0,Type_B,15.4,92.7
1560781,54.6,22.4,Type_A,7.9,78.5
1560782,61.1,22.3,Type_B,14.9,100.4
1560783,56.1,11.3,Type_A,17.5,110.3
1560784,52.9,16.7,Type_C,1.9,107.2
1560785,54.3,14.9,Type_C,33.2,94.5
1560786,35.5,21.2,Type_C,9.3,31.6
1560787,29.3,19.3,Type_C,1.0,69.5
1560788,26.5,25.4,Type_C,5.9,109.4
1560789,74.3,12.8,Type_B,4.5,74.6
1560790,27.9,6.3,Type_A,19.1,65.9
1560791,59.8,19.4,Type_C,30.3,100.0
1560792,40.9,30.4,Type_A,4.5,79.2
1560793,50.5,12.2,Type_B,6.4,129.6
1560794,32.1,11.2,Type_B,42.6,93.6
1560795,30.9,21.6,Type_B,20.9,70.3
1560796,28.9,23.7,Type_B,17.4,97.3
1560797,43.5,22.7,Type_B,22.3,42.3
1560798,55.2,15.8,Type_B,2.5,94.4
1560799,41.8,6.6,Type_C,15.5,134.6
1560800,19.9,15.6,Type_B,1.5,95.4
1560801,62.4,27.8,Type_A,1.1,115.1
1560802,31.7,19.4,Type_A,10.7,132.1
1560803,46.3,14.9,Type_C,12.4,58.4
1560804,39.5,7.0,Type_B,1.0,91.4
1560805,34.8,26.1,Type_A,2.7,84.7
1560806,0.0,16.9,Type_C,12.6,92.5
1560807,75.2,9.7,Type_B,16.6,144.7
1560808,34.8,3.2,Type_A,1.0,110.2
1560809,30.7,30.7,Type_A,24.7,123.2
1560810,41.7,19.8,Type_A,2.8,104.3
1560811,51.7,23.4,Type_B,17.9,110.9
1560812,76.0,24.2,Type_C,7.1,93.5
1560813,63.4,18.0,Type_C,8.6,106.4
1560814,56.7,26.2,Type_B,23.9,60.3
1560815,33.3,30.3,Type_A,43.2,91.6
1560816,64.9,23.2,Type_B,25.2,132.8
1560817,56.9,11.9,Type_C,28.6,96.4
1560818,50.9,22.5,Type_B,,69.4
1560819,57.0,12.1,Type_B,2.4,102.2
1560820,52.0,3.6,Type_C,26.4,176.6
1560821,39.5,5.3,Type_C,1.0,125.5
1560822,67.0,26.6,Type_B,37.8,77.9
1560823,32.8,17.1,Type_B,3.1,86.3
1560824,52.1,9.8,Type_C,1.0,75.6
1560825,66.3,18.9,Type_C,18.7,46.4
1560826,40.1,14.0,Type_C,52.3,88.3
1560827,49.6,11.0,Type_B,1.0,51.5
1560828,35.4,19.8,Type_A,1.0,117.9
1560829,59.4,14.6,Type_B,2.8,64.3
1560830,41.3,14.0,Type_B,4.0,120.1
1560831,67.4,17.9,Type_C,3.3,87.9
1560832,33.7,7.9,Type_B,15.1,107.9
1560833,29.8,17.9,Type_C,25.2,125.4
1560834,58.7,17.6,Type_A,5.1,154.8
1560835,37.4,-0.3,Type_B,1.0,90.0
1560836,55.4,3.6,Type_C,17.8,127.9
1560837,54.5,36.3,Type_C,9.1,82.4
1560838,39.0,9.7,Type_B,36.0,96.0
1560839,62.7,12.5,Type_A,21.8,82.1
1560840,26.8,21.1,Type_B,10.0,99.5
1560841,37.1,36.8,Type_A,28.7,124.4
1560842,31.2,14.0,Type_B,31.9,64.4
1560843,57.0,18.9,Type_B,4.3,141.7
1560844,70.0,11.1,Type_A,9.8,129.3
1560845,31.7,10.5,Type_A,40.4,115.9
1560846,36.5,10.1,Type_A,8.9,87.7
1560847,51.6,13.5,Type_B,2.6,133.6
1560848,10.5,36.0,Type_C,10.5,89.5
1560849,51.1,1.9,Type_A,4.4,61.6
1560850,34.6,7.2,Type_A,22.9,96.8
1560851,41.0,3.8,Type_C,17.5,105.2
1560852,51.6,19.4,Type_B,5.8,106.6
1560853,71.7,23.2,Type_C,1.0,122.9
1560854,61.8,13.8,Type_C,18.7,34.3
1560855,50.4,13.1,Type_A,32.5,107.3
1560856,77.3,7.9,Type_B,2.3,112.5
1560857,8.9,25.1,Type_B,3.7,131.3
1560858,36.2,38.2,Type_A,1.2,82.4
1560859,13.5,12.4,Type_C,1.0,163.0
1560860,39.7,22.5,Type_C,1.0,122.2
1560861,57.5,14.9,Type_A,9.9,94.3
1560862,78.0,14.7,Type_A,7.5,89.2
1560863,63.2,12.7,Type_C,15.5,144.1
1560864,42.8,19.1,Type_B,1.3,70.1
1560865,40.1,28.9,Type_C,2.6,135.0
1560866,34.7,23.9,Type_C,11.0,126.7
1560867,50.8,5.5,Type_B,16.2,111.4
1560868,21.6,25.0,Type_A,2.4,97.2
1560869,58.3,6.6,Type_B,13.9,125.8
1560870,50.1,18.4,Type_A,19.0,104.3
1560871,42.4,18.3,Type_A,,86.5
1560872,62.7,7.8,Type_C,24.3,80.2
1560873,76.2,6.5,Type_A,36.5,149.1
1560874,51.5,18.6,Type_A,1.1,73.4
1560875,73.7,11.5,Type_B,14.9,85.0
1560876,23.6,18.0,Type_B,21.9,122.8
1560877,40.7,18.9,Type_C,5.8,102.6
1560878,38.8,24.6,Type_B,42.4,114.5
1560879,73.0,28.7,Type_B,1.3,97.2
1560880,46.3,21.7,Type_A,12.5,136.4
1560881,33.5,18.1,Type_B,13.5,43.9
1560882,68.6,21.9,Type_A,5.4,77.2
1560883,58.8,20.3,Type_C,4.0,90.8
1560884,46.3,30.9,Type_A,3.2,79.2
1560885,38.3,19.0,Type_A,3.9,101.8
1560886,53.6,26.8,Type_B,16.4,82.1
1560887,33.5,11.6,Type_C,26.4,81.0
1560888,52.0,21.1,Type_B,3.0,90.6
1560889,41.5,36.9,Type_C,21.2,94.5
1560890,66.5,24.6,Type_C,4.8,84.2
1560891,27.4,25.8,Type_B,8.3,95.7
1560892,40.8,25.6,Type_B,3.4,109.3
1560893,59.0,22.1,Type_C,2.5,96.0
1560894,50.5,9.0,Type_C,11.0,97.2
1560895,49.8,9.0,Type_B,1.0,85.9
1560896,38.6,21.3,Type_C,18.5,100.2
1560897,38.0,27.3,Type_A,35.4,104.5
1560898,35.8,10.4,Type_A,12.7,78.1
1560899,35.3,14.3,Type_B,7.9,119.6
1560900,35.7,17.7,Type_A,9.4,88.4
1560901,50.1,19.4,Type_B,18.0,111.3
1560902,44.7,9.4,Type_B,1.6,109.1
1560903,34.0,3.5,Type_C,20.2,83.0
1560904,42.0,19.1,Type_C,6.3,133.0
1560905,72.5,21.7,Type_B,1.6,105.5
1560906,32.2,15.9,Type_C,7.7,97.1
1560907,66.3,6.0,Type_C,1.3,114.0
1560908,44.4,28.7,Type_C,1.0,83.1
1560909,25.8,28.9,Type_B,1.9,93.4
1560910,24.3,17.9,Type_B,1.1,104.8
1560911,58.7,13.2,Type_A,8.2,97.1
1560912,46.4,24.4,Type_A,5.6,90.8
1560913,70.3,13.0,Type_B,1.0,100.1
1560914,38.8,18.1,Type_A,1.7,47.2
1560915,23.2,11.0,Type_A,10.5,63.8
1560916,18.2,23.3,Type_B,23.8,113.5
1560917,72.7,6.1,Type_C,13.0,99.2
1560918,65.5,33.8,Type_B,16.5,104.3
1560919,52.9,17.9,Type_A,1.5,95.5
1560920,50.2,21.3,Type_C,10.5,68.9
1560921,51.4,25.0,Type_A,13.9,90.1
1560922,49.2,15.0,Type_B,20.1,120.9
1560923,66.7,17.0,Type_C,18.7,107.7
1560924,51.1,17.2,Type_A,41.5,94.6
1560925,43.4,17.5,Type_A,29.0,116.8
1560926,29.5,22.6,Type_A,5.3,91.1
1560927,53.1,21.6,Type_B,2.4,88.4
1560928,73.2,18.8,Type_B,1.2,90.0
1560929,34.2,11.0,Type_B,3.9,145.1
1560930,36.3,14.7,Type_C,39.2,83.1
1560931,58.1,-5.2,Type_A,4.2,69.0
1560932,58.8,37.9,Type_C,2.5,107.7
1560933,52.2,18.3,Type_C,11.3,101.4
1560934,52.4,12.0,Type_C,7.3,67.0
1560935,58.8,20.1,Type_A,1.8,128.2
1560936,63.6,9.8,Type_C,21.3,107.6
1560937,36.2,40.0,Type_C,12.5,119.9
1560938,34.5,11.5,Type_A,5.4,102.1
1560939,51.4,24.8,Type_B,1.0,123.7
1560940,13.8,7.4,Type_A,,81.4
1560941,56.6,12.1,Type_C,44.5,66.8
1560942,37.6,3.7,Type_B,9.2,109.2
1560943,15.6,5.5,Type_A,43.5,96.0
1560944,71.5,15.3,Type_B,1.0,85.1
1560945,41.4,19.7,Type_B,8.0,97.9
1560946,32.3,18.5,Type_C,2.0,114.1
1560947,45.1,23.1,Type_C,79.7,114.7
1560948,50.7,18.5,Type_B,1.5,96.7
1560949,61.7,21.0,Type_A,28.4,102.8
1560950,43.0,29.6,Type_C,27.3,83.1
1560951,55.2,23.0,Type_A,6.3,88.7
1560952,66.6,3.4,Type_A,3.3,97.0
1560953,73.7,23.3,Type_A,9.7,72.6
1560954,44.0,9.1,Type_B,1.3,109.1
1560955,49.1,20.9,Type_A,42.5,144.6
1560956,61.7,15.9,Type_A,13.3,112.0
1560957,22.0,22.1,Type_C,60.7,94.1
1560958,43.3,14.9,Type_C,43.0,84.2
1560959,40.2,27.6,Type_A,12.2,70.9
1560960,44.1,24.2,Type_A,4.6,90.1
1560961,32.5,24.2,Type_C,6.8,79.3
1560962,53.2,31.0,Type_A,9.3,134.0
1560963,39.7,21.6,Type_A,19.9,95.0
1560964,48.6,19.8,Type_C,24.1,123.2
1560965,49.2,12.3,Type_B,11.1,126.9
1560966,63.1,19.1,Type_A,7.3,128.2
1560967,21.9,19.9,Type_B,2.4,77.2
1560968,47.0,3.7,Type_C,23.1,84.5
1560969,41.0,12.8,Type_B,37.7,120.7
1560970,37.1,10.0,Type_B,2.7,114.4
1560971,41.9,22.9,Type_A,26.8,118.3
1560972,69.7,3.9,Type_B,25.6,103.8
1560973,36.0,36.7,Type_C,21.9,76.1
1560974,37.7,5.0,Type_C,7.4,103.2
1560975,64.8,10.8,Type_B,15.3,113.3
1560976,47.9,7.5,Type_C,26.1,120.8
1560977,33.6,3.6,Type_B,2.1,90.0
1560978,36.6,22.3,Type_C,9.1,135.3
1560979,45.9,29.2,Type_B,25.1,90.9
1560980,34.3,18.7,Type_B,1.1,74.7
1560981,31.6,17.3,Type_A,1.2,59.1
1560982,50.8,17.2,Type_C,6.6,80.2
1560983,27.8,27.2,Type_C,2.4,103.9
1560984,56.1,29.5,Type_A,7.6,129.8
1560985,62.4,25.0,Type_C,4.1,84.4
1560986,25.0,27.4,Type_C,22.3,144.4
1560987,37.7,8.8,Type_C,25.3,98.7
1560988,64.0,7.5,Type_B,20.5,124.3
1560989,71.7,32.9,Type_A,49.3,122.6
1560990,65.0,29.9,Type_B,32.4,48.0
1560991,11.5,15.0,Type_B,1.4,142.7
1560992,39.6,20.1,Type_B,8.3,129.3
1560993,27.5,17.1,Type_A,14.1,91.6
1560994,53.0,3.4,Type_B,1.7,70.6
1560995,54.8,32.8,Type_C,27.9,99.5
1560996,59.3,1.2,Type_B,17.6,147.7
1560997,39.8,27.9,Type_A,11.1,127.3
1560998,81.6,19.8,Type_A,1.0,74.8
1560999,43.6,11.0,Type_C,2.1,124.9
1561000,69.3,16.2,Type_B,7.4,87.4
