UserID,DailyStreakDays,PracticeIntervalHours,QuizScore_Percent,WordsMasteredCount,RetainedActive
1720634,146.1,4.4,67.7,110.7,1
1720635,91.0,4.1,47.8,126.7,1
1720636,82.7,0.9,64.8,127.6,0
1720637,100.8,0.3,50.1,58.7,0
1720638,105.4,14.3,24.0,105.4,0
1720639,112.2,6.5,43.3,115.2,0
1720640,103.8,0.9,49.7,80.9,0
1720641,81.0,2.0,68.1,109.3,0
1720642,109.6,1.7,43.1,110.9,0
1720643,109.9,3.1,28.5,135.0,1
1720644,112.9,9.4,35.7,79.4,0
1720645,102.1,2.6,39.8,87.3,1
1720646,52.8,4.6,23.2,77.9,1
1720647,87.6,0.2,27.6,124.8,0
1720648,64.8,8.8,48.5,122.5,1
1720649,87.7,2.9,43.6,117.5,0
1720650,57.7,9.9,37.9,144.7,1
1720651,103.9,3.9,32.1,89.8,0
1720652,97.7,7.6,60.4,132.2,0
1720653,65.8,1.6,52.8,76.0,1
1720654,106.1,10.3,41.0,113.0,1
1720655,98.5,8.8,35.0,85.3,1
1720656,58.3,6.6,49.3,129.4,0
1720657,94.1,0.4,51.4,104.8,0
1720658,107.5,8.9,57.3,97.3,1
1720659,95.4,2.7,29.9,72.1,0
1720660,114.6,0.6,73.0,131.3,0
1720661,93.3,3.1,44.5,91.7,1
1720662,95.7,4.2,45.4,141.6,0
1720663,99.6,4.4,37.0,101.2,1
1720664,57.9,11.2,50.9,109.0,0
1720665,109.8,6.0,73.0,100.0,1
1720666,62.4,0.8,31.3,71.6,1
1720667,102.5,2.9,38.9,103.1,1
1720668,102.7,0.7,38.7,106.8,0
1720669,84.6,2.0,27.6,111.5,0
1720670,64.3,13.0,58.4,77.7,1
1720671,100.1,5.5,44.9,87.9,0
1720672,92.1,8.2,64.8,85.1,0
1720673,83.1,3.0,61.8,39.8,1
1720674,72.7,7.0,31.0,31.3,1
1720675,96.9,2.3,34.5,107.1,1
1720676,136.3,0.9,69.5,94.0,1
1720677,132.6,3.7,48.4,102.9,0
1720678,74.7,5.5,48.1,118.4,0
1720679,87.4,1.6,33.9,90.0,1
1720680,90.5,1.1,28.0,63.2,1
1720681,104.4,7.4,25.8,80.7,1
1720682,128.0,0.0,52.6,104.0,0
1720683,99.8,0.7,50.3,87.1,1
1720684,70.2,3.9,48.9,66.4,0
1720685,148.5,6.0,31.6,139.1,0
1720686,76.9,4.9,49.4,86.4,1
1720687,119.6,1.1,70.1,94.7,0
1720688,98.8,9.2,61.5,119.8,0
1720689,109.0,6.0,46.9,153.0,0
1720690,106.3,6.6,57.0,105.2,1
1720691,68.8,8.0,23.8,75.1,0
1720692,107.5,0.3,23.7,110.0,1
1720693,112.0,0.7,34.0,105.9,0
1720694,111.1,,52.2,103.5,1
1720695,132.1,0.8,59.1,75.9,1
1720696,94.8,0.1,64.6,137.2,1
1720697,70.9,5.9,63.8,98.0,0
1720698,85.6,2.4,36.1,120.9,0
1720699,120.1,7.5,70.2,39.7,0
1720700,114.9,0.0,59.6,89.1,0
1720701,108.2,1.4,44.6,89.5,0
1720702,80.2,0.7,41.1,156.1,0
1720703,87.5,13.8,55.8,129.7,1
1720704,153.4,0.0,64.0,118.9,0
1720705,125.5,3.1,52.7,113.9,0
1720706,97.6,3.7,23.2,92.4,0
1720707,98.3,1.5,43.5,152.8,0
1720708,129.7,,58.4,79.1,0
1720709,73.8,1.0,47.3,88.0,1
1720710,155.4,1.2,55.8,73.7,0
1720711,66.7,1.5,57.9,90.0,1
1720712,59.0,5.8,57.1,130.2,1
1720713,124.7,2.2,31.3,61.1,0
1720714,134.5,1.6,47.1,118.8,0
1720715,97.3,3.2,72.8,82.9,1
1720716,80.4,2.7,27.2,62.4,1
1720717,74.9,0.7,72.0,99.7,0
1720718,79.7,7.0,35.8,107.9,1
1720719,69.1,3.1,48.5,109.6,0
1720720,41.3,5.3,55.4,126.5,1
1720721,121.1,9.3,39.5,109.3,1
1720722,83.7,6.7,57.7,99.1,0
1720723,106.9,3.7,72.4,124.7,1
1720724,83.3,17.1,48.1,81.8,0
1720725,114.3,1.6,41.0,91.9,1
1720726,140.1,0.6,64.5,106.4,1
1720727,78.9,1.3,39.9,105.3,0
1720728,74.2,0.1,49.5,92.4,1
1720729,37.4,3.5,31.6,113.8,0
1720730,64.6,2.4,57.4,75.6,1
1720731,66.1,1.1,40.9,81.1,0
1720732,73.7,4.3,66.2,100.4,1
1720733,69.8,2.1,77.6,135.5,1
1720734,84.3,2.5,47.8,128.5,1
1720735,71.1,4.5,50.5,97.9,0
1720736,94.6,2.9,48.6,122.0,0
1720737,132.9,3.7,58.5,108.0,1
1720738,65.6,0.6,45.6,84.5,0
1720739,92.4,1.1,48.8,73.8,0
1720740,110.1,13.8,40.9,109.9,1
1720741,84.4,13.9,55.3,122.7,0
1720742,87.5,3.7,42.0,88.0,1
1720743,72.2,5.5,31.8,99.8,1
1720744,123.6,3.0,42.9,51.1,1
1720745,117.8,2.4,49.3,119.1,1
1720746,120.6,6.2,41.8,109.4,0
1720747,84.8,10.3,50.4,95.6,1
1720748,135.7,0.2,44.6,77.0,0
1720749,105.2,4.3,34.2,102.9,0
1720750,115.5,4.2,34.5,54.1,1
1720751,52.6,2.5,66.6,105.4,1
1720752,80.2,2.6,52.4,91.0,1
1720753,122.7,6.9,27.8,78.7,0
1720754,100.5,3.1,60.9,74.7,0
1720755,126.0,4.5,32.2,156.0,1
1720756,114.6,9.5,54.2,109.2,1
1720757,104.9,1.0,66.7,108.6,0
1720758,59.1,2.5,62.6,100.0,1
1720759,133.8,7.4,60.3,114.2,1
1720760,116.5,8.2,45.8,97.8,1
1720761,89.2,2.4,24.3,61.5,0
1720762,159.7,7.9,62.7,40.5,0
1720763,95.9,8.4,38.1,118.6,0
1720764,39.2,4.7,35.4,51.5,0
1720765,117.5,1.2,12.9,133.6,0
1720766,117.6,0.3,47.5,125.4,0
1720767,107.3,5.4,31.6,129.8,1
1720768,65.6,10.8,59.6,128.5,1
1720769,83.6,7.4,60.0,89.8,1
1720770,85.4,1.5,33.3,135.1,1
1720771,73.9,1.5,40.7,95.8,1
1720772,69.6,8.8,58.6,101.3,0
1720773,96.0,12.7,40.6,74.9,0
1720774,51.9,3.9,41.5,58.5,1
1720775,101.1,3.7,51.8,108.2,0
1720776,136.5,9.3,32.4,52.1,1
1720777,115.6,10.4,39.3,91.3,0
1720778,125.7,5.3,66.5,154.7,1
1720779,76.3,0.3,52.7,79.9,1
1720780,157.4,0.0,55.9,64.6,1
1720781,84.7,4.6,13.3,98.9,0
1720782,139.6,4.2,20.2,109.3,0
1720783,119.7,5.1,31.6,46.5,0
1720784,78.0,1.5,50.7,84.3,0
1720785,75.5,5.8,57.7,84.2,0
1720786,137.3,0.3,70.9,106.5,1
1720787,95.3,1.1,41.8,84.2,0
1720788,85.5,,45.1,91.8,0
1720789,73.9,11.3,49.7,152.0,1
1720790,121.6,3.7,69.4,109.3,1
1720791,90.1,0.5,46.7,114.4,0
1720792,92.8,2.1,33.5,107.4,0
1720793,87.5,9.7,39.3,130.0,1
1720794,94.1,14.5,58.4,114.4,1
1720795,46.0,3.4,44.8,68.5,1
1720796,112.2,2.7,51.2,122.2,1
1720797,137.1,12.3,59.7,82.4,1
1720798,94.7,0.2,61.9,38.8,1
1720799,116.3,1.4,76.4,81.4,0
1720800,90.3,2.4,22.5,101.9,1
1720801,102.3,2.6,40.6,52.5,0
1720802,115.7,2.2,12.4,103.1,0
1720803,18.2,1.7,68.8,98.7,0
1720804,113.7,6.8,27.6,87.7,1
1720805,151.2,2.7,43.3,96.4,1
1720806,104.0,1.4,48.4,120.8,1
1720807,92.3,4.1,43.3,84.2,0
1720808,118.3,2.3,54.1,93.6,0
1720809,116.6,12.8,48.8,88.7,0
1720810,91.4,1.3,19.2,133.2,1
1720811,56.9,1.0,24.0,80.6,1
1720812,98.3,3.0,10.3,122.4,1
1720813,66.7,0.9,50.6,91.2,0
1720814,83.4,1.6,19.2,136.9,0
1720815,85.8,6.6,27.5,79.2,0
1720816,111.9,6.7,41.0,113.0,0
1720817,58.6,0.2,62.3,74.6,1
1720818,104.2,11.5,45.8,92.8,0
1720819,98.5,9.9,64.2,48.4,1
1720820,122.8,6.5,34.6,140.3,0
1720821,39.6,8.8,47.7,79.3,0
1720822,62.7,0.8,49.4,59.3,1
1720823,109.2,0.1,43.7,100.6,0
1720824,46.4,3.5,29.9,120.2,0
1720825,87.7,0.6,31.6,51.5,1
1720826,88.4,6.8,38.2,103.3,0
1720827,90.0,0.0,38.7,81.0,0
1720828,105.4,10.5,41.6,67.5,1
1720829,127.1,3.1,33.6,75.0,0
1720830,125.1,2.4,26.6,131.2,1
1720831,97.2,1.7,53.6,67.2,0
1720832,94.7,4.6,54.5,59.1,0
1720833,125.9,0.9,42.4,124.7,1
1720834,133.0,0.0,55.5,67.6,1
1720835,111.0,2.2,62.4,92.7,1
1720836,72.7,6.5,54.1,108.7,1
1720837,67.5,0.4,37.6,133.2,0
1720838,86.8,2.7,25.6,106.0,1
1720839,80.4,1.6,34.7,104.7,0
1720840,98.3,2.3,29.6,89.3,1
1720841,131.5,10.3,68.0,114.7,1
1720842,101.7,3.5,42.7,108.3,0
1720843,116.2,1.2,25.5,73.5,0
1720844,58.8,7.7,42.8,105.9,0
1720845,104.5,21.1,47.8,139.6,1
1720846,66.1,9.0,33.5,74.3,0
1720847,78.1,1.5,72.6,125.7,0
1720848,87.8,12.1,41.1,63.4,1
1720849,88.9,8.9,17.7,121.2,1
1720850,118.4,1.3,56.8,63.9,1
1720851,94.3,0.5,44.7,100.3,1
1720852,75.0,6.6,27.8,85.0,0
1720853,77.7,0.1,32.0,111.7,1
1720854,130.7,1.4,49.5,140.8,0
1720855,99.5,5.7,42.6,52.1,0
1720856,139.3,1.5,63.6,118.7,1
1720857,61.7,0.8,36.2,59.6,0
1720858,146.0,0.6,58.7,89.5,0
1720859,62.3,0.1,33.6,118.7,0
1720860,100.6,2.0,48.2,98.2,0
1720861,96.3,1.9,41.7,86.5,1
1720862,105.5,11.3,50.7,77.4,0
1720863,113.0,1.2,22.1,66.5,1
1720864,85.5,1.9,43.8,86.8,1
1720865,83.4,3.9,53.3,104.7,0
1720866,96.9,2.0,22.8,108.4,0
1720867,120.3,4.0,53.5,88.9,1
1720868,76.7,3.7,43.3,103.4,0
1720869,63.9,0.9,53.1,117.1,1
1720870,115.7,1.2,42.9,72.8,1
1720871,122.4,1.2,57.5,71.1,1
1720872,97.4,2.9,44.8,88.6,1
1720873,109.2,5.2,17.0,43.9,1
1720874,99.6,8.3,45.9,106.1,0
1720875,148.7,0.4,47.6,132.9,0
1720876,72.2,1.0,36.8,129.1,0
1720877,69.9,1.4,47.6,73.0,1
1720878,112.3,3.1,46.3,56.4,1
1720879,128.2,0.9,18.3,113.2,0
1720880,111.6,8.5,27.6,111.5,0
1720881,88.2,2.2,46.5,132.6,0
1720882,91.2,2.6,39.9,55.9,1
1720883,135.1,8.1,56.6,103.9,1
1720884,80.1,0.6,63.0,71.9,0
1720885,53.2,0.6,46.0,92.1,1
1720886,143.1,4.7,52.3,72.5,0
1720887,83.4,3.0,16.5,109.5,0
1720888,68.5,8.3,49.4,69.4,1
1720889,63.2,4.4,54.9,140.1,1
1720890,102.4,2.3,57.1,119.8,1
1720891,118.8,0.4,43.9,96.4,0
1720892,113.2,1.7,73.4,92.3,0
1720893,117.4,0.0,46.3,93.3,0
1720894,120.6,2.1,64.4,54.1,0
1720895,84.7,2.7,35.9,115.9,1
1720896,91.5,2.5,36.6,56.3,0
1720897,94.3,7.0,50.0,110.1,1
1720898,109.2,9.8,22.8,63.9,0
1720899,50.4,9.1,32.9,61.8,1
1720900,130.1,3.2,57.2,77.4,0
1720901,69.4,1.5,48.4,39.7,0
1720902,99.3,5.1,44.3,96.9,1
1720903,107.4,1.1,43.9,77.2,1
1720904,102.8,4.4,23.2,77.6,0
1720905,95.2,0.4,36.3,110.2,1
1720906,82.6,13.4,29.4,113.1,1
1720907,73.3,0.9,37.0,98.1,1
1720908,87.9,0.3,41.8,71.1,0
1720909,120.9,6.0,58.6,120.7,0
1720910,143.7,0.2,38.8,132.1,1
1720911,113.1,2.4,41.9,114.6,0
1720912,90.0,2.6,31.9,95.6,0
1720913,140.4,1.9,33.3,84.9,0
1720914,155.1,4.7,23.2,73.7,1
1720915,72.6,8.2,40.6,119.5,0
1720916,124.7,3.6,40.8,90.8,1
1720917,100.6,0.6,74.0,102.7,1
1720918,102.5,3.2,4.4,105.0,1
1720919,107.2,1.4,21.7,93.2,0
1720920,121.3,9.6,48.2,89.2,0
1720921,115.5,5.6,33.1,99.0,0
1720922,112.4,7.4,61.6,94.2,1
1720923,87.2,5.5,29.3,62.9,1
1720924,86.0,3.5,39.8,70.9,0
1720925,105.6,2.8,46.1,94.7,0
1720926,50.8,4.0,39.8,86.0,1
1720927,102.4,0.0,43.3,150.2,0
1720928,132.3,3.7,35.7,112.8,0
1720929,69.0,2.1,43.1,110.7,1
1720930,88.7,14.7,42.5,107.2,1
1720931,101.5,13.4,40.9,85.9,0
1720932,101.1,27.1,36.0,96.9,1
1720933,130.8,1.0,54.4,108.2,1
1720934,81.9,1.1,46.3,132.2,0
1720935,102.9,10.2,44.1,84.0,0
1720936,107.7,3.6,31.8,135.5,0
1720937,100.9,0.5,27.8,54.7,1
1720938,134.1,3.7,55.7,42.3,1
1720939,74.3,3.7,71.1,114.1,1
1720940,100.8,2.3,41.4,82.7,0
1720941,113.6,4.7,40.3,87.6,1
1720942,106.6,2.4,44.2,86.6,0
1720943,93.7,1.7,41.9,106.1,0
1720944,75.7,1.9,66.6,127.1,1
1720945,98.5,3.7,48.7,141.7,0
1720946,106.3,2.7,23.4,82.4,1
1720947,162.8,0.5,26.7,112.3,0
1720948,106.7,0.3,75.0,132.4,0
1720949,121.4,0.3,41.3,115.0,0
1720950,80.8,0.4,72.0,115.0,1
1720951,78.3,3.9,50.0,109.2,0
1720952,88.0,2.8,44.6,61.4,0
1720953,79.7,1.7,28.1,147.4,1
1720954,109.7,0.1,45.5,60.6,1
1720955,114.1,0.2,28.7,122.9,0
1720956,127.1,8.7,13.8,75.8,1
1720957,121.3,1.0,45.5,135.6,1
1720958,133.5,0.7,71.5,91.9,0
1720959,124.6,1.3,46.8,108.6,1
1720960,99.8,13.3,29.5,86.8,0
1720961,100.2,0.9,63.1,93.7,0
1720962,90.4,2.7,54.5,126.5,0
1720963,136.1,1.6,54.0,123.6,0
1720964,77.1,7.7,30.7,101.1,0
1720965,103.5,15.4,87.0,102.0,1
1720966,89.3,1.5,49.5,86.3,0
1720967,81.6,0.4,39.6,82.0,0
1720968,94.9,2.2,21.5,111.7,0
1720969,101.5,7.5,50.3,156.7,0
1720970,90.2,0.9,50.7,94.8,1
1720971,61.1,3.0,28.4,102.2,0
1720972,113.2,17.8,32.1,73.1,0
1720973,118.1,1.8,32.7,138.8,0
1720974,99.8,0.5,66.2,114.8,1
1720975,116.6,6.8,50.0,68.6,0
1720976,96.3,6.4,36.3,91.0,1
1720977,131.9,3.9,56.8,121.0,0
1720978,71.6,12.4,53.4,133.4,0
1720979,58.8,1.2,52.4,137.6,0
1720980,121.5,0.1,18.5,90.7,1
1720981,121.3,2.2,55.9,113.6,1
1720982,129.4,2.2,38.1,111.2,1
1720983,65.3,13.3,47.6,96.6,1
1720984,106.1,2.3,34.7,89.6,1
1720985,131.1,4.8,46.0,104.8,1
1720986,82.9,3.5,33.1,114.5,1
1720987,107.3,1.5,89.4,114.7,0
1720988,136.5,12.0,46.6,144.3,1
1720989,80.2,11.3,39.1,115.0,0
1720990,94.6,0.3,47.2,123.8,0
1720991,98.4,2.0,62.9,116.5,1
1720992,61.2,10.4,36.9,90.8,0
1720993,95.8,12.0,35.8,146.4,0
1720994,75.8,1.2,28.2,129.9,0
1720995,93.2,7.0,29.5,63.2,0
1720996,90.6,7.7,45.2,96.8,1
1720997,80.7,16.5,46.7,90.3,0
1720998,86.7,6.9,59.2,108.2,1
1720999,91.7,3.2,33.5,87.3,0
1721000,89.7,2.4,61.5,124.7,1
