LampID,TrafficDensityHourly,MidnightDimming_Percent,PowerConsumption_Wh,LuxSensorReading,EnergySavingGrade
1890580,74.6,41.5,193.8,83.4,98.4
1890581,129.9,52.8,269.4,139.9,132.9
1890582,123.0,45.0,225.0,98.0,117.5
1890583,112.3,43.3,321.5,123.3,88.9
1890584,90.2,41.4,102.2,84.9,79.9
1890585,108.7,79.0,168.0,111.8,101.9
1890586,81.8,36.8,197.8,64.6,133.9
1890587,93.2,52.3,207.6,90.3,80.9
1890588,113.0,72.7,250.2,119.5,109.3
1890589,93.2,54.4,267.0,102.8,103.1
1890590,92.7,52.2,124.1,68.7,61.3
1890591,96.6,34.3,240.2,113.7,100.1
1890592,107.7,33.8,335.1,100.8,48.2
1890593,91.5,46.4,211.4,82.0,125.2
1890594,159.2,49.6,292.6,93.8,107.5
1890595,111.8,30.6,321.0,106.8,105.2
1890596,88.7,50.0,291.8,60.4,129.9
1890597,91.8,46.3,172.4,67.5,155.1
1890598,80.3,40.2,342.0,108.5,112.2
1890599,101.4,50.4,26.6,92.0,116.9
1890600,92.1,23.8,296.6,121.4,99.2
1890601,138.1,53.4,139.9,82.9,95.9
1890602,101.6,50.4,265.5,135.5,54.7
1890603,110.6,54.9,231.4,106.1,139.0
1890604,115.5,42.4,68.2,134.0,111.4
1890605,68.7,63.6,405.5,111.1,64.0
1890606,123.7,60.9,127.0,120.1,110.2
1890607,93.6,66.4,184.9,94.7,106.7
1890608,92.6,24.3,365.9,101.6,122.4
1890609,71.2,54.6,182.7,89.3,93.7
1890610,57.3,39.4,156.5,125.8,79.1
1890611,94.1,38.3,279.3,138.0,99.0
1890612,153.5,74.9,169.6,153.1,95.5
1890613,68.7,42.0,355.5,43.7,176.5
1890614,142.3,63.3,147.8,71.9,49.1
1890615,88.3,48.3,213.4,84.0,127.3
1890616,59.6,58.1,249.7,85.3,56.3
1890617,118.0,20.4,390.3,93.4,70.8
1890618,120.3,42.7,123.8,62.9,103.2
1890619,122.3,42.1,267.9,97.5,103.0
1890620,112.0,44.9,230.1,137.1,110.9
1890621,81.8,30.2,261.0,103.2,114.6
1890622,78.7,55.9,330.3,101.0,132.3
1890623,88.5,41.8,260.9,49.3,98.4
1890624,143.6,63.8,278.0,68.1,91.9
1890625,67.8,26.0,251.3,86.7,72.9
1890626,95.1,34.3,191.1,90.6,97.1
1890627,114.1,56.6,289.2,77.5,125.8
1890628,136.3,54.4,190.1,149.3,127.3
1890629,111.1,34.1,258.4,95.5,78.5
1890630,140.8,29.7,291.2,122.2,105.5
1890631,55.6,57.6,238.5,102.8,118.4
1890632,132.3,52.8,299.4,94.6,104.5
1890633,92.6,38.7,331.5,102.1,115.5
1890634,92.3,47.9,108.3,122.1,84.8
1890635,166.3,59.1,249.3,96.4,154.7
1890636,80.5,46.4,284.9,87.6,100.7
1890637,106.7,61.9,300.0,103.2,138.2
1890638,89.4,56.8,226.0,73.0,92.8
1890639,82.0,34.9,166.5,84.4,68.1
1890640,130.8,20.4,315.7,116.0,112.4
1890641,109.6,65.2,281.1,109.1,76.7
1890642,83.9,85.8,342.3,69.9,114.8
1890643,71.8,51.9,305.7,79.0,98.2
1890644,93.5,59.0,291.0,126.1,91.9
1890645,105.8,45.1,402.0,103.8,106.2
1890646,85.6,44.5,294.3,98.9,84.5
1890647,98.8,37.8,264.9,81.6,83.6
1890648,102.3,59.3,280.7,88.4,148.4
1890649,95.4,27.7,270.3,82.0,103.5
1890650,100.4,18.8,273.2,106.6,82.8
1890651,92.7,23.6,436.1,77.2,114.9
1890652,,43.1,412.6,70.6,145.2
1890653,106.4,27.0,218.9,91.3,107.3
1890654,92.6,62.1,289.5,40.1,119.0
1890655,75.3,16.6,504.9,114.4,45.7
1890656,98.3,55.9,107.2,71.0,76.9
1890657,122.8,11.8,279.2,108.5,94.5
1890658,116.3,48.8,364.4,65.5,31.8
1890659,73.0,32.9,200.4,104.2,53.8
1890660,72.1,47.2,182.5,103.8,113.8
1890661,114.6,43.6,266.5,107.2,96.3
1890662,131.7,50.6,298.5,112.4,160.4
1890663,145.9,40.2,216.1,87.6,108.7
1890664,143.9,52.3,297.1,89.3,105.7
1890665,131.8,53.7,178.9,115.3,90.6
1890666,139.0,8.3,202.8,94.2,154.5
1890667,154.8,60.9,250.7,107.5,81.3
1890668,94.4,40.4,42.8,84.7,91.5
1890669,62.1,34.7,207.6,105.5,161.7
1890670,104.4,44.1,293.1,107.0,120.6
1890671,111.4,69.5,219.0,124.9,103.3
1890672,96.3,10.4,240.4,111.4,81.7
1890673,113.4,48.1,198.0,112.7,101.7
1890674,109.2,36.6,268.1,104.4,100.6
1890675,126.7,56.2,146.7,62.0,80.3
1890676,101.3,47.5,255.9,64.6,129.3
1890677,63.0,31.6,220.9,108.7,130.8
1890678,143.3,47.8,170.4,109.6,89.2
1890679,90.2,46.1,105.8,110.7,150.4
1890680,87.2,70.4,245.3,117.7,87.5
1890681,126.4,51.3,331.3,168.2,121.1
1890682,91.2,48.4,92.1,89.5,129.2
1890683,100.7,35.0,254.5,81.6,64.1
1890684,77.7,65.7,248.4,105.3,98.8
1890685,98.7,50.2,286.3,108.1,151.4
1890686,113.4,50.9,378.4,119.2,120.4
1890687,114.0,48.5,360.2,117.8,69.7
1890688,119.6,41.9,139.9,97.6,125.0
1890689,107.9,57.6,195.0,125.3,104.5
1890690,96.7,76.2,279.3,99.3,147.6
1890691,97.3,27.0,130.6,86.4,132.3
1890692,115.1,71.0,248.3,120.8,112.2
1890693,76.5,23.4,265.0,81.3,118.3
1890694,121.0,67.8,249.8,73.6,105.3
1890695,57.1,64.8,171.6,64.7,130.9
1890696,97.2,49.9,271.3,106.3,100.8
1890697,69.5,27.2,260.8,98.8,153.4
1890698,106.7,61.6,252.0,112.2,137.8
1890699,108.5,45.5,123.5,158.3,116.2
1890700,95.3,71.7,374.7,88.6,115.5
1890701,122.5,42.5,296.7,74.8,128.4
1890702,58.7,64.3,336.0,92.5,109.3
1890703,115.1,60.1,381.9,91.6,85.1
1890704,158.7,49.1,329.4,59.4,162.0
1890705,128.0,35.5,186.6,74.5,94.6
1890706,124.4,41.7,245.2,83.7,106.6
1890707,99.3,51.7,243.7,124.8,103.9
1890708,95.9,44.0,296.5,54.2,111.5
1890709,112.5,52.1,284.8,63.9,98.1
1890710,114.7,59.1,202.7,73.4,87.5
1890711,87.9,60.7,175.7,114.5,124.3
1890712,88.6,37.0,199.5,76.8,110.6
1890713,114.5,64.6,267.3,90.9,109.1
1890714,129.1,39.5,214.3,97.8,101.0
1890715,132.5,50.0,339.7,139.1,78.5
1890716,154.2,46.7,321.2,124.4,142.6
1890717,75.9,52.8,138.0,76.7,111.7
1890718,102.6,41.0,262.3,43.9,99.0
1890719,81.0,59.9,360.8,80.1,111.2
1890720,147.5,58.4,262.2,119.4,63.2
1890721,61.2,57.9,227.4,138.8,67.9
1890722,90.3,43.3,138.6,99.2,38.9
1890723,96.8,60.7,260.6,142.4,100.1
1890724,132.9,51.0,378.2,131.7,115.4
1890725,101.8,40.1,86.0,98.4,122.7
1890726,87.8,58.3,204.3,75.2,115.6
1890727,74.3,44.9,209.0,84.6,78.8
1890728,52.6,23.5,314.7,64.8,77.8
1890729,71.8,43.4,84.4,96.7,103.4
1890730,138.4,54.4,163.0,94.0,78.8
1890731,84.1,32.9,308.5,61.8,112.2
1890732,145.4,51.0,291.7,96.5,100.2
1890733,115.8,55.7,208.7,109.6,151.8
1890734,110.1,41.9,243.4,135.9,96.0
1890735,96.4,37.4,319.7,90.6,100.3
1890736,89.1,42.2,241.4,63.6,126.2
1890737,112.0,22.5,180.3,107.4,104.5
1890738,99.3,84.9,387.9,87.3,100.3
1890739,89.7,38.7,195.9,99.2,84.0
1890740,87.8,61.8,243.8,124.8,122.0
1890741,72.7,30.7,241.5,130.9,128.9
1890742,73.2,60.4,140.1,119.5,108.3
1890743,121.3,33.5,192.3,90.6,94.3
1890744,134.9,40.7,141.9,141.5,140.8
1890745,99.4,45.7,323.3,74.7,114.3
1890746,85.0,50.2,275.9,79.5,99.5
1890747,100.4,42.5,373.5,66.4,119.2
1890748,111.6,50.7,195.2,122.3,136.1
1890749,65.9,43.5,273.1,111.3,81.5
1890750,138.7,46.9,401.5,108.3,117.7
1890751,38.3,48.9,283.6,73.2,110.7
1890752,63.4,50.4,399.4,113.9,92.8
1890753,94.5,53.1,257.3,83.9,112.5
1890754,92.8,22.9,412.9,154.8,87.9
1890755,96.9,46.4,292.3,69.0,129.5
1890756,123.0,50.8,195.6,119.7,62.4
1890757,111.7,50.1,298.8,77.8,80.5
1890758,,4.7,104.0,85.5,100.8
1890759,117.8,61.8,322.0,111.0,101.2
1890760,108.6,23.6,235.5,116.7,103.5
1890761,64.5,50.8,216.4,99.5,122.2
1890762,114.0,30.4,223.8,83.2,121.7
1890763,130.9,42.0,255.7,97.0,104.2
1890764,115.4,54.5,375.1,105.6,105.2
1890765,108.9,57.7,212.6,88.5,81.5
1890766,119.9,58.1,220.9,103.2,128.8
1890767,107.4,41.5,160.3,60.5,108.1
1890768,107.3,54.9,303.5,89.2,71.0
1890769,118.7,37.1,89.7,106.6,121.9
1890770,106.2,73.2,205.5,91.0,129.5
1890771,124.4,46.1,340.1,61.6,111.2
1890772,94.3,17.1,259.9,119.3,87.7
1890773,105.2,52.6,230.8,114.0,97.1
1890774,127.0,40.5,239.2,125.1,112.5
1890775,47.4,29.0,222.1,111.5,54.0
1890776,102.4,28.0,185.9,103.9,138.7
1890777,112.2,5.5,172.6,65.5,105.0
1890778,92.6,61.8,350.0,108.8,120.0
1890779,73.4,53.6,260.8,116.6,105.2
1890780,56.4,62.4,181.7,89.5,124.7
1890781,87.8,34.6,300.4,56.8,83.3
1890782,97.8,48.8,279.9,135.0,97.0
1890783,120.6,29.5,294.9,93.7,137.7
1890784,101.5,58.6,300.1,100.3,76.5
1890785,108.0,43.4,321.4,53.5,102.7
1890786,130.0,22.6,283.1,94.1,70.3
1890787,121.6,59.2,276.2,109.2,114.2
1890788,136.2,26.8,167.5,79.8,92.3
1890789,114.5,50.2,237.6,97.1,105.7
1890790,102.8,24.7,377.8,95.6,104.9
1890791,94.4,46.2,310.2,100.1,73.6
1890792,134.9,45.9,294.3,95.8,112.1
1890793,97.1,53.6,196.8,86.3,125.6
1890794,112.6,27.0,403.8,111.4,109.4
1890795,111.8,45.4,274.1,70.6,92.2
1890796,89.8,28.6,250.1,37.1,103.5
1890797,78.9,49.5,270.4,87.1,95.7
1890798,87.5,38.1,279.3,143.8,106.7
1890799,140.1,32.3,461.5,85.9,148.1
1890800,132.4,60.1,255.1,80.9,81.9
1890801,94.5,61.2,352.0,104.5,113.5
1890802,147.8,59.8,250.5,97.5,70.6
1890803,,69.1,66.9,54.9,103.5
1890804,90.7,66.2,218.1,112.1,64.6
1890805,88.6,42.0,271.3,65.5,79.0
1890806,83.8,29.9,191.1,102.7,80.5
1890807,94.1,22.7,91.5,84.0,90.2
1890808,116.6,51.5,258.7,165.6,92.1
1890809,108.9,46.6,265.5,74.9,107.8
1890810,80.3,19.7,267.6,82.5,94.2
1890811,85.4,55.3,292.8,72.4,110.1
1890812,110.0,51.6,302.7,83.4,123.1
1890813,76.6,52.6,292.7,81.1,104.2
1890814,129.9,42.9,458.8,105.3,161.6
1890815,81.3,35.7,313.7,111.5,108.1
1890816,47.1,56.6,150.0,101.4,139.7
1890817,103.9,41.4,292.9,114.9,91.1
1890818,123.5,49.0,263.6,84.2,136.6
1890819,103.2,53.6,305.9,93.7,84.4
1890820,81.7,53.8,292.7,90.8,108.1
1890821,95.9,49.6,199.4,129.2,104.6
1890822,42.4,41.1,371.6,65.0,121.6
1890823,57.3,51.1,352.4,115.8,145.2
1890824,59.6,28.6,225.8,123.9,100.7
1890825,146.9,56.4,206.7,88.7,86.2
1890826,49.6,19.6,290.9,98.5,62.2
1890827,114.1,66.3,272.3,76.8,106.0
1890828,71.9,38.2,286.2,64.8,84.5
1890829,113.1,26.0,245.4,74.7,90.2
1890830,110.9,41.2,213.2,53.2,59.3
1890831,112.4,59.5,273.3,106.0,64.5
1890832,78.4,44.1,423.0,144.7,72.0
1890833,98.3,83.8,324.2,90.7,113.0
1890834,75.2,42.5,237.4,103.2,93.6
1890835,136.1,53.0,326.8,102.5,99.1
1890836,102.4,60.1,276.5,131.3,120.5
1890837,128.9,48.0,123.7,118.9,84.0
1890838,76.4,77.0,160.8,104.2,102.5
1890839,120.6,46.5,186.2,69.1,104.5
1890840,138.3,49.3,100.0,161.0,80.4
1890841,66.7,40.9,150.2,41.4,87.7
1890842,115.8,42.3,303.9,93.1,122.8
1890843,104.2,34.9,189.0,95.6,127.5
1890844,95.4,43.2,331.0,144.9,92.9
1890845,109.7,50.7,249.5,103.7,74.3
1890846,105.0,11.8,151.0,106.1,144.8
1890847,102.1,23.5,251.2,126.6,106.0
1890848,128.8,38.4,254.3,172.8,60.3
1890849,75.9,62.7,354.9,101.1,70.3
1890850,95.0,47.7,195.5,93.5,107.4
1890851,83.8,48.4,273.6,97.4,113.5
1890852,78.2,57.2,275.5,87.4,118.5
1890853,76.4,37.7,176.8,101.5,111.8
1890854,115.7,62.8,178.4,55.7,130.6
1890855,77.2,41.9,284.8,75.3,78.8
1890856,130.9,36.1,149.3,104.4,142.1
1890857,81.3,26.2,270.5,110.7,94.5
1890858,121.5,38.0,337.3,129.8,76.7
1890859,101.2,61.1,227.0,88.4,100.7
1890860,122.5,54.0,268.6,110.8,112.3
1890861,115.2,52.6,242.3,105.7,120.3
1890862,70.1,28.4,352.0,94.7,73.1
1890863,102.1,36.9,158.3,125.9,69.0
1890864,133.2,45.5,288.4,143.9,110.0
1890865,72.7,50.4,199.4,92.7,92.5
1890866,,50.5,248.7,87.5,74.6
1890867,112.9,35.8,297.1,95.4,87.0
1890868,68.5,52.4,239.1,95.4,91.0
1890869,106.5,58.2,148.3,118.5,142.6
1890870,87.9,66.1,303.0,123.3,113.6
1890871,98.0,29.3,146.1,132.0,100.5
1890872,123.6,33.6,166.8,89.1,91.7
1890873,160.3,40.2,475.1,85.4,104.3
1890874,157.3,55.0,384.4,82.4,113.6
1890875,108.1,54.4,319.5,100.8,112.6
1890876,152.4,54.9,302.2,105.4,87.2
1890877,113.1,14.4,214.1,54.0,112.8
1890878,55.4,20.2,296.5,126.3,107.4
1890879,97.6,1.3,330.2,123.7,94.1
1890880,96.4,40.8,332.3,70.2,104.0
1890881,92.1,32.5,344.1,135.7,110.9
1890882,57.6,38.1,361.7,77.7,144.6
1890883,111.0,67.1,358.6,89.8,88.6
1890884,68.5,60.2,306.0,68.3,66.5
1890885,107.0,0.3,217.2,85.9,88.2
1890886,50.8,53.4,240.7,101.9,119.9
1890887,90.5,16.3,249.0,158.1,123.4
1890888,83.4,60.5,218.7,95.2,162.2
1890889,98.9,26.1,187.4,108.9,154.6
1890890,138.5,56.5,320.1,86.7,122.1
1890891,138.7,39.8,246.2,68.4,60.0
1890892,67.8,43.3,168.5,117.4,101.6
1890893,121.3,47.9,350.3,112.2,122.1
1890894,89.1,16.0,434.9,146.3,121.1
1890895,76.4,35.5,263.0,130.3,93.9
1890896,74.9,44.4,315.7,94.8,125.2
1890897,146.3,40.2,393.3,87.3,140.0
1890898,112.5,48.1,350.4,114.2,121.7
1890899,95.2,43.9,307.8,100.4,106.6
1890900,138.8,43.6,324.7,80.2,106.9
1890901,126.1,25.2,214.4,90.5,72.0
1890902,105.4,76.4,122.0,83.3,76.2
1890903,68.9,42.4,210.7,39.0,124.4
1890904,106.9,16.1,131.1,89.2,127.2
1890905,122.9,57.5,280.4,88.1,81.7
1890906,91.1,54.2,280.5,131.0,129.6
1890907,87.5,64.9,243.0,73.0,105.7
1890908,89.4,76.7,234.3,111.0,98.3
1890909,85.4,11.5,298.5,84.0,103.0
1890910,110.0,40.2,290.8,98.0,151.8
1890911,61.5,36.6,225.5,100.8,99.2
1890912,6.6,41.6,216.2,81.7,102.3
1890913,94.5,59.2,187.5,54.6,116.6
1890914,74.3,58.4,163.9,104.3,81.3
1890915,95.2,48.1,204.8,82.3,97.9
1890916,132.6,34.3,166.6,123.4,101.0
1890917,105.4,51.4,327.1,104.6,94.5
1890918,110.7,50.0,487.7,101.3,98.9
1890919,84.8,29.8,279.3,99.5,78.8
1890920,51.4,40.7,291.2,100.0,95.6
1890921,52.8,42.2,198.7,77.1,73.1
1890922,78.4,66.4,255.8,96.1,120.1
1890923,100.6,52.6,155.1,87.6,96.9
1890924,87.9,28.8,185.6,117.0,102.6
1890925,88.0,57.3,245.9,137.3,69.7
1890926,141.3,8.6,307.9,89.4,112.8
1890927,146.2,33.3,331.7,123.1,92.5
1890928,84.5,61.2,298.0,134.7,63.7
1890929,97.4,72.0,220.8,99.9,137.2
1890930,130.3,38.9,57.9,148.1,85.6
1890931,148.9,21.6,233.6,89.5,110.5
1890932,126.2,19.9,252.4,60.0,117.7
1890933,101.7,32.2,290.4,142.8,113.1
1890934,93.2,48.7,165.4,78.8,104.6
1890935,116.6,0.0,142.4,67.3,64.4
1890936,62.5,63.2,371.5,103.5,120.7
1890937,119.2,57.8,237.2,102.4,108.4
1890938,120.6,85.9,107.8,119.6,91.8
1890939,91.7,56.9,305.8,32.6,87.0
1890940,77.7,12.9,175.9,138.6,90.3
1890941,134.8,74.6,329.4,95.7,73.7
1890942,112.9,58.1,382.1,111.1,91.2
1890943,102.8,54.0,295.5,76.4,92.4
1890944,109.2,36.6,249.3,51.7,124.1
1890945,93.1,52.4,123.9,103.9,59.8
1890946,97.2,53.6,286.1,136.4,84.0
1890947,114.7,36.3,329.5,85.9,110.6
1890948,104.2,56.7,264.7,82.3,98.2
1890949,116.2,53.4,127.1,106.1,98.2
1890950,129.4,47.3,278.1,72.3,87.9
1890951,,48.8,246.2,116.0,64.9
1890952,109.4,72.7,122.4,86.4,127.8
1890953,83.3,37.9,300.7,126.9,98.3
1890954,37.1,77.2,268.4,109.8,121.2
1890955,70.7,58.7,326.0,118.1,97.6
1890956,118.2,22.9,236.5,132.5,95.5
1890957,76.6,32.6,269.7,109.0,125.5
1890958,105.6,69.4,197.7,112.3,92.4
1890959,96.6,69.9,264.7,107.5,59.8
1890960,102.6,40.8,303.2,127.9,76.7
1890961,109.2,33.0,203.7,92.8,89.0
1890962,88.3,41.2,147.4,100.8,115.3
1890963,106.5,44.3,270.3,96.8,62.1
1890964,123.4,44.8,277.8,155.1,138.6
1890965,139.9,60.8,393.5,105.3,141.3
1890966,85.4,58.8,224.0,96.3,115.5
1890967,80.8,50.2,273.6,93.8,93.1
1890968,122.1,59.5,248.4,84.7,58.8
1890969,80.1,50.0,126.5,112.5,103.5
1890970,53.2,53.6,234.5,88.1,113.7
1890971,126.0,41.1,337.9,91.9,98.1
1890972,123.1,50.1,319.5,110.2,106.3
1890973,90.5,45.1,289.2,59.8,88.3
1890974,76.7,8.2,282.9,67.1,64.8
1890975,78.2,63.9,104.3,146.0,97.9
1890976,64.4,35.1,313.3,100.3,61.9
1890977,65.3,20.9,417.5,92.4,98.5
1890978,63.8,61.8,273.5,74.6,100.3
1890979,101.5,23.8,382.5,70.3,131.9
1890980,88.9,39.5,346.3,60.2,93.1
1890981,137.1,39.5,232.9,120.7,137.4
1890982,115.1,52.9,231.9,108.5,149.5
1890983,,64.1,189.9,96.6,121.4
1890984,79.7,53.1,350.0,117.6,101.4
1890985,105.5,44.7,204.1,132.8,104.9
1890986,70.2,36.8,347.0,87.1,90.2
1890987,127.7,70.4,158.6,100.6,139.2
1890988,89.7,28.3,165.3,59.9,118.6
1890989,113.2,46.2,324.1,122.7,91.7
1890990,116.2,31.4,361.7,69.4,57.4
1890991,75.6,45.2,136.8,80.5,79.7
1890992,87.1,36.6,181.5,124.6,96.4
1890993,64.9,56.8,280.6,133.9,125.5
1890994,108.3,72.1,232.7,108.7,116.2
1890995,83.8,35.7,215.4,105.9,92.0
1890996,90.1,55.9,309.4,105.1,61.0
1890997,88.9,57.0,229.3,94.9,146.8
1890998,117.2,34.1,341.6,116.8,101.7
1890999,108.8,42.5,170.2,77.2,112.1
1891000,99.6,87.5,95.4,87.3,113.7
