RequestID,ServerRegion,PageSize_MB,RequestCount,CacheStatus,LoadTime_ms
950576,AP-East,4.72,799.0,Hit,1292.1
950577,AP-East,6.84,171.0,Miss,1577.1
950578,AP-East,5.74,334.0,Hit,1257.5
950579,US-East,7.6,236.0,Hit,1521.0
950580,US-East,8.0,651.0,Hit,1810.3
950581,AP-East,1.06,31.0,Miss,458.3
950582,AP-East,1.6,737.0,Miss,868.7
950583,EU-West,1.69,706.0,Miss,927.1
950584,AP-East,7.14,323.0,Miss,1618.0
950585,US-East,0.2,285.0,Hit,187.9
950586,US-East,4.93,772.0,Hit,1310.5
950587,EU-West,7.5,648.0,Miss,1988.3
950588,EU-West,1.64,677.0,Hit,692.0
950589,EU-West,4.01,294.0,Miss,1173.8
950590,EU-West,2.5,505.0,Miss,892.6
950591,AP-East,6.85,443.0,Hit,1404.4
950592,AP-East,6.58,472.0,Miss,1552.4
950593,EU-West,0.32,20.0,Hit,57.3
950594,AP-East,7.49,761.0,Miss,2037.7
950595,US-East,6.85,456.0,Hit,1532.5
950596,US-East,6.13,797.0,Hit,1522.6
950597,US-East,4.74,592.0,Hit,1172.4
950598,EU-West,7.23,539.0,Hit,1686.0
950599,AP-East,4.6,763.0,Hit,1202.3
950600,US-East,6.18,715.0,Hit,1448.0
950601,AP-East,5.56,470.0,Hit,1335.3
950602,US-East,5.16,603.0,Miss,1459.1
950603,EU-West,0.17,60.0,Miss,316.8
950604,EU-West,2.33,116.0,Miss,667.9
950605,EU-West,6.98,319.0,Miss,1742.6
950606,US-East,5.06,236.0,Hit,1071.3
950607,EU-West,5.74,716.0,Hit,1366.0
950608,AP-East,4.15,304.0,Miss,1022.6
950609,AP-East,3.61,426.0,Hit,857.0
950610,US-East,4.01,173.0,Miss,1095.2
950611,US-East,6.3,437.0,Hit,1404.8
950612,US-East,2.76,665.0,Hit,887.5
950613,EU-West,0.35,485.0,Hit,315.5
950614,AP-East,1.16,723.0,Hit,540.5
950615,EU-West,3.93,582.0,Hit,986.0
950616,US-East,1.21,457.0,Hit,423.0
950617,AP-East,8.0,580.0,Miss,2022.2
950618,AP-East,2.09,661.0,Hit,706.1
950619,EU-West,2.61,362.0,Hit,708.9
950620,US-East,6.86,145.0,Miss,1519.3
950621,EU-West,1.7,79.0,Miss,656.0
950622,AP-East,1.95,204.0,Hit,519.7
950623,AP-East,3.64,324.0,Miss,1021.9
950624,EU-West,7.47,143.0,Hit,1406.3
950625,EU-West,2.57,230.0,Miss,875.5
950626,AP-East,1.49,178.0,Miss,595.0
950627,EU-West,0.11,201.0,Hit,150.3
950628,AP-East,1.92,100.0,Hit,474.7
950629,AP-East,6.15,107.0,Hit,1160.0
950630,US-East,4.03,238.0,Hit,829.2
950631,US-East,3.92,169.0,Hit,901.4
950632,US-East,5.76,580.0,Hit,1332.4
950633,US-East,1.49,486.0,Hit,580.5
950634,US-East,8.29,432.0,Hit,1692.1
950635,US-East,8.16,73.0,Miss,1698.0
950636,US-East,3.16,271.0,Hit,774.7
950637,EU-West,8.37,570.0,Hit,1798.1
950638,EU-West,7.45,687.0,Hit,1699.9
950639,US-East,1.49,767.0,Miss,888.2
950640,US-East,0.87,257.0,Miss,553.8
950641,EU-West,5.94,201.0,Hit,1157.7
950642,AP-East,6.7,652.0,Miss,1742.7
950643,EU-West,3.29,245.0,Miss,982.2
950644,AP-East,4.36,336.0,Hit,1033.6
950645,EU-West,4.42,215.0,Hit,833.3
950646,EU-West,6.62,246.0,Miss,1546.6
950647,EU-West,4.11,519.0,Hit,1039.3
950648,AP-East,0.6,71.0,Miss,378.4
950649,US-East,6.27,314.0,Hit,1302.0
950650,AP-East,4.77,464.0,Hit,1072.1
950651,US-East,3.43,223.0,Hit,653.5
950652,US-East,7.58,245.0,Hit,1451.3
950653,AP-East,0.15,590.0,Hit,311.2
950654,AP-East,6.24,785.0,Hit,1442.6
950655,AP-East,8.36,146.0,Hit,1629.1
950656,US-East,0.83,774.0,Hit,571.0
950657,AP-East,3.09,770.0,Miss,1132.8
950658,US-East,3.62,48.0,Hit,742.7
950659,AP-East,6.99,301.0,Hit,1371.9
950660,US-East,3.81,173.0,Hit,848.4
950661,EU-West,5.4,616.0,Hit,1365.3
950662,AP-East,7.72,296.0,Hit,1543.3
950663,EU-West,4.87,412.0,Hit,1110.3
950664,AP-East,0.12,602.0,Hit,305.7
950665,AP-East,4.84,446.0,Hit,1095.1
950666,AP-East,7.3,123.0,Miss,1681.1
950667,US-East,6.89,228.0,Hit,1412.7
950668,US-East,6.08,418.0,Miss,1445.3
950669,US-East,5.47,477.0,Miss,1483.3
950670,AP-East,6.61,73.0,Miss,1467.3
950671,AP-East,6.29,232.0,Hit,1240.3
950672,EU-West,0.69,266.0,Hit,283.2
950673,US-East,1.16,53.0,Hit,296.5
950674,EU-West,2.33,72.0,Miss,825.8
950675,EU-West,7.37,659.0,Hit,1693.7
950676,AP-East,8.4,182.0,Hit,1632.3
950677,US-East,6.49,64.0,Miss,1486.7
950678,EU-West,6.22,188.0,Miss,1489.8
950679,AP-East,0.51,308.0,Miss,537.3
950680,AP-East,0.9,93.0,Miss,444.0
950681,US-East,1.87,199.0,Hit,481.8
950682,AP-East,6.91,96.0,Miss,1569.5
950683,AP-East,8.4,303.0,Miss,1845.0
950684,EU-West,3.21,652.0,Hit,798.4
950685,US-East,4.85,598.0,Hit,1183.6
950686,EU-West,1.49,465.0,Miss,749.1
950687,US-East,5.88,714.0,Hit,1403.2
950688,EU-West,7.17,289.0,Hit,1525.7
950689,US-East,4.1,192.0,Hit,906.4
950690,US-East,6.49,782.0,Hit,1564.9
950691,AP-East,5.61,22.0,Miss,1248.6
950692,US-East,5.15,508.0,Hit,1171.5
950693,US-East,6.99,381.0,Miss,1652.5
950694,EU-West,5.01,516.0,Hit,1174.4
950695,EU-West,2.07,566.0,Hit,666.6
950696,AP-East,4.44,305.0,Miss,1176.9
950697,EU-West,7.53,378.0,Hit,1554.8
950698,EU-West,2.08,545.0,Hit,629.2
950699,AP-East,2.84,736.0,Miss,1074.2
950700,EU-West,6.15,314.0,Miss,1470.9
950701,EU-West,3.98,101.0,Hit,918.3
950702,AP-East,2.61,465.0,Hit,770.2
950703,US-East,7.04,314.0,Hit,1573.1
950704,AP-East,2.58,758.0,Hit,851.2
950705,US-East,6.21,493.0,Miss,1576.8
950706,EU-West,2.73,402.0,Miss,920.0
950707,EU-West,1.14,764.0,Miss,842.3
950708,EU-West,6.77,487.0,Hit,1577.0
950709,US-East,1.56,460.0,Miss,744.4
950710,EU-West,0.57,568.0,Hit,390.1
950711,US-East,8.18,710.0,Hit,1907.5
950712,AP-East,1.18,403.0,Miss,642.3
950713,US-East,0.5,133.0,Miss,311.7
950714,EU-West,7.02,100.0,Hit,1311.5
950715,EU-West,3.7,63.0,Miss,900.6
950716,US-East,0.53,644.0,Miss,681.9
950717,EU-West,1.13,292.0,Hit,359.6
950718,US-East,7.4,138.0,Hit,1438.0
950719,US-East,6.61,,Hit,1403.8
950720,AP-East,0.96,18.0,Miss,501.9
950721,AP-East,3.49,620.0,Hit,951.9
950722,EU-West,4.53,46.0,Miss,1013.8
950723,AP-East,5.34,179.0,Hit,1137.1
950724,US-East,6.52,114.0,Miss,1491.6
950725,AP-East,8.47,102.0,Miss,1826.0
950726,EU-West,7.6,61.0,Miss,1628.8
950727,US-East,4.78,362.0,Hit,1080.5
950728,AP-East,0.71,501.0,Miss,652.0
950729,US-East,8.19,714.0,Miss,2038.5
950730,EU-West,1.2,62.0,Hit,224.6
950731,AP-East,2.82,626.0,Miss,1024.6
950732,AP-East,2.56,757.0,Miss,1098.9
950733,AP-East,5.76,163.0,Miss,1315.2
950734,AP-East,3.28,278.0,Miss,1008.9
950735,AP-East,7.65,471.0,Hit,1699.0
950736,US-East,8.44,522.0,Hit,1841.1
950737,AP-East,4.68,257.0,Hit,1030.0
950738,EU-West,1.19,164.0,Hit,307.3
950739,EU-West,3.9,101.0,Miss,979.7
950740,AP-East,1.18,711.0,Miss,787.2
950741,AP-East,7.29,270.0,Hit,1529.4
950742,AP-East,6.56,508.0,Hit,1405.0
950743,AP-East,5.11,392.0,Miss,1331.8
950744,AP-East,2.53,232.0,Hit,552.9
950745,US-East,2.09,480.0,Miss,855.6
950746,EU-West,5.29,728.0,Hit,1352.3
950747,EU-West,6.49,768.0,Hit,1598.2
950748,EU-West,6.4,114.0,Miss,1440.5
950749,EU-West,7.43,114.0,Hit,1403.3
950750,EU-West,1.52,239.0,Hit,471.9
950751,US-East,3.03,453.0,Hit,773.8
950752,AP-East,3.96,36.0,Hit,725.6
950753,EU-West,6.11,444.0,Miss,1649.6
950754,US-East,6.95,761.0,Hit,1721.8
950755,AP-East,7.28,42.0,Hit,1311.4
950756,EU-West,0.78,498.0,Miss,586.7
950757,AP-East,0.66,778.0,Hit,601.3
950758,US-East,1.56,652.0,Hit,548.4
950759,EU-West,4.84,115.0,Hit,892.1
950760,EU-West,4.1,25.0,Hit,852.6
950761,EU-West,7.5,512.0,Miss,1818.3
950762,US-East,5.18,286.0,Miss,1258.7
950763,US-East,4.98,203.0,Miss,1229.5
950764,EU-West,5.3,415.0,Hit,1196.4
950765,AP-East,5.37,744.0,Miss,1615.8
950766,AP-East,3.09,409.0,Miss,967.6
950767,AP-East,5.93,709.0,Hit,1432.5
950768,EU-West,6.97,299.0,Hit,1412.4
950769,US-East,0.8,502.0,Hit,505.1
950770,EU-West,4.12,504.0,Miss,1202.4
950771,AP-East,6.63,204.0,Hit,1447.5
950772,US-East,6.15,658.0,Miss,1607.8
950773,EU-West,3.25,419.0,Hit,786.5
950774,AP-East,0.57,592.0,Hit,455.1
950775,EU-West,7.64,607.0,Miss,1952.5
950776,AP-East,0.87,289.0,Miss,536.2
950777,AP-East,6.44,76.0,Miss,1469.5
950778,US-East,0.68,679.0,Hit,477.4
950779,AP-East,4.22,524.0,Hit,1045.1
950780,AP-East,5.84,443.0,Hit,1175.4
950781,EU-West,8.02,49.0,Hit,1401.3
950782,US-East,2.6,791.0,Miss,1112.5
950783,AP-East,5.7,342.0,Hit,1209.1
950784,US-East,6.82,745.0,Hit,1625.8
950785,US-East,5.88,792.0,Miss,1680.8
950786,US-East,2.98,669.0,Hit,891.5
950787,EU-West,0.72,84.0,Hit,231.5
950788,EU-West,7.14,191.0,Miss,1589.5
950789,EU-West,8.26,88.0,Miss,1744.3
950790,EU-West,2.9,692.0,Hit,959.1
950791,US-East,7.54,618.0,Hit,1694.5
950792,AP-East,2.83,467.0,Hit,769.5
950793,EU-West,5.26,588.0,Hit,1320.6
950794,US-East,5.93,429.0,Hit,1410.3
950795,EU-West,3.56,44.0,Hit,637.4
950796,US-East,7.6,774.0,Hit,1753.7
950797,AP-East,8.45,72.0,Miss,1864.7
950798,EU-West,4.75,642.0,Hit,1237.6
950799,AP-East,3.27,785.0,Miss,1228.8
950800,US-East,3.66,703.0,Miss,1159.0
950801,AP-East,3.67,720.0,Hit,1061.1
950802,EU-West,3.46,351.0,Hit,845.6
950803,AP-East,8.07,459.0,Miss,1919.2
950804,AP-East,1.78,702.0,Miss,885.0
950805,US-East,0.99,79.0,Hit,327.2
950806,AP-East,6.2,458.0,Miss,1551.1
950807,US-East,2.22,316.0,Miss,782.2
950808,AP-East,5.07,147.0,Hit,985.8
950809,US-East,7.95,,Miss,2069.7
950810,EU-West,0.56,341.0,Miss,490.3
950811,AP-East,2.98,71.0,Hit,718.4
950812,AP-East,4.19,443.0,Hit,975.8
950813,EU-West,6.51,506.0,Hit,1410.1
950814,AP-East,8.15,16.0,Miss,1708.4
950815,US-East,7.63,137.0,Hit,1456.6
950816,AP-East,2.93,316.0,Hit,698.2
950817,US-East,3.57,438.0,Hit,872.1
950818,AP-East,5.81,546.0,Hit,1343.0
950819,EU-West,4.42,37.0,Hit,905.4
950820,EU-West,3.66,691.0,Hit,1078.1
950821,EU-West,7.04,724.0,Hit,1575.0
950822,AP-East,7.66,216.0,Miss,1793.5
950823,US-East,6.47,419.0,Miss,1700.3
950824,AP-East,4.96,241.0,Hit,1014.3
950825,US-East,2.49,716.0,Hit,795.6
950826,US-East,2.78,251.0,Hit,647.0
950827,US-East,4.17,415.0,Miss,1247.7
950828,AP-East,5.62,140.0,Miss,1291.7
950829,AP-East,2.03,87.0,Hit,367.6
950830,AP-East,4.88,561.0,Miss,1431.8
950831,EU-West,4.79,480.0,Miss,1279.2
950832,EU-West,1.55,267.0,Miss,656.6
950833,AP-East,4.02,634.0,Miss,1266.5
950834,AP-East,3.18,281.0,Miss,936.2
950835,US-East,4.87,613.0,Miss,1456.1
950836,AP-East,5.47,140.0,Hit,1099.8
950837,AP-East,7.72,292.0,Hit,1591.9
950838,EU-West,3.54,220.0,Hit,814.2
950839,US-East,3.71,498.0,Miss,1149.8
950840,AP-East,5.56,599.0,Miss,1589.6
950841,EU-West,2.35,277.0,Hit,596.5
950842,US-East,4.42,485.0,Hit,1030.9
950843,AP-East,7.8,654.0,Hit,1735.0
950844,US-East,7.27,445.0,Hit,1462.5
950845,AP-East,6.95,16.0,Miss,1524.3
950846,EU-West,1.75,226.0,Miss,598.2
950847,US-East,7.73,432.0,Miss,1795.3
950848,AP-East,6.62,483.0,Miss,1617.6
950849,EU-West,8.15,392.0,Hit,1715.8
950850,EU-West,8.18,742.0,Miss,2010.7
950851,AP-East,3.68,536.0,Hit,954.0
950852,EU-West,6.11,605.0,Miss,1599.1
950853,AP-East,7.45,504.0,Miss,1841.3
950854,US-East,5.8,794.0,Miss,1580.8
950855,EU-West,8.02,722.0,Miss,2060.7
950856,AP-East,3.3,275.0,Hit,785.7
950857,EU-West,1.99,491.0,Hit,698.5
950858,AP-East,1.56,518.0,Hit,426.5
950859,AP-East,6.55,240.0,Miss,1503.8
950860,EU-West,2.19,106.0,Hit,541.3
950861,EU-West,4.29,119.0,Miss,1054.4
950862,AP-East,0.9,23.0,Hit,206.7
950863,AP-East,8.46,297.0,Hit,1630.4
950864,EU-West,3.31,,Hit,784.5
950865,AP-East,2.93,425.0,Hit,702.0
950866,US-East,0.51,598.0,Hit,466.3
950867,AP-East,2.29,697.0,Miss,933.8
950868,EU-West,5.84,700.0,Hit,1457.0
950869,EU-West,1.63,433.0,Hit,521.3
950870,EU-West,4.59,53.0,Miss,1063.0
950871,EU-West,6.68,237.0,Hit,1385.1
950872,AP-East,6.6,361.0,Miss,1632.1
950873,US-East,5.19,430.0,Hit,1189.0
950874,EU-West,2.02,51.0,Hit,420.3
950875,EU-West,3.2,757.0,Miss,1221.7
950876,AP-East,2.2,22.0,Miss,701.2
950877,AP-East,7.89,58.0,Miss,1755.4
950878,US-East,7.3,697.0,Hit,1668.3
950879,EU-West,7.15,24.0,Miss,1532.1
950880,EU-West,2.46,388.0,Miss,826.4
950881,AP-East,6.76,586.0,Miss,1813.4
950882,US-East,6.94,413.0,Miss,1713.4
950883,US-East,7.74,238.0,Miss,1731.1
950884,AP-East,0.49,300.0,Miss,543.9
950885,EU-West,4.56,730.0,Hit,1165.7
950886,EU-West,4.92,32.0,Hit,930.7
950887,AP-East,7.23,331.0,Hit,1499.6
950888,EU-West,6.33,113.0,Miss,1300.7
950889,EU-West,1.91,185.0,Hit,411.4
950890,EU-West,3.68,754.0,Hit,1070.0
950891,US-East,7.41,233.0,Miss,1660.4
950892,AP-East,0.67,14.0,Miss,395.3
950893,EU-West,5.75,121.0,Miss,1294.2
950894,US-East,5.09,371.0,Miss,1348.8
950895,US-East,6.12,310.0,Miss,1568.4
950896,AP-East,8.4,150.0,Miss,1823.6
950897,AP-East,1.7,633.0,Hit,695.4
950898,AP-East,1.17,699.0,Hit,532.6
950899,EU-West,2.23,410.0,Miss,788.0
950900,EU-West,8.07,335.0,Hit,1594.6
950901,EU-West,2.95,339.0,Hit,705.7
950902,US-East,6.41,328.0,Hit,1375.3
950903,AP-East,5.94,434.0,Hit,1336.6
950904,US-East,4.66,262.0,Hit,1025.4
950905,EU-West,0.39,624.0,Miss,578.5
950906,US-East,6.75,149.0,Hit,1276.0
950907,US-East,7.39,198.0,Hit,1441.7
950908,US-East,2.07,769.0,Miss,991.5
950909,AP-East,4.17,87.0,Hit,762.5
950910,US-East,6.44,172.0,Miss,1669.3
950911,AP-East,8.46,344.0,Hit,1708.0
950912,EU-West,5.74,112.0,Hit,1080.4
950913,AP-East,5.06,641.0,Miss,1486.8
950914,EU-West,4.34,570.0,Hit,1051.1
950915,AP-East,3.99,71.0,Miss,945.5
950916,AP-East,7.46,596.0,Hit,1673.8
950917,EU-West,2.33,243.0,Hit,593.2
950918,EU-West,1.83,315.0,Hit,468.7
950919,US-East,5.7,141.0,Hit,1079.5
950920,US-East,7.03,577.0,Hit,1532.7
950921,US-East,2.24,396.0,Hit,678.5
950922,US-East,0.12,306.0,Miss,425.3
950923,US-East,1.26,509.0,Hit,540.6
950924,US-East,1.82,767.0,Hit,705.0
950925,AP-East,2.7,711.0,Hit,887.2
950926,US-East,2.43,718.0,Miss,949.6
950927,EU-West,3.71,90.0,Miss,982.6
950928,EU-West,2.58,635.0,Miss,910.2
950929,US-East,1.66,156.0,Hit,351.5
950930,EU-West,7.02,471.0,Hit,1511.4
950931,EU-West,1.62,75.0,Hit,365.9
950932,US-East,6.56,221.0,Hit,1274.5
950933,EU-West,7.42,,Miss,1749.1
950934,EU-West,4.81,285.0,Hit,1119.5
950935,AP-East,1.19,637.0,Miss,641.2
950936,US-East,6.32,438.0,Hit,1369.6
950937,AP-East,4.6,220.0,Hit,960.9
950938,AP-East,2.49,434.0,Miss,822.4
950939,EU-West,4.6,168.0,Miss,1214.8
950940,EU-West,8.33,591.0,Miss,1986.0
950941,AP-East,0.88,328.0,Miss,577.8
950942,AP-East,2.95,737.0,Hit,805.7
950943,US-East,3.67,75.0,Miss,909.1
950944,US-East,6.33,437.0,Miss,1664.8
950945,EU-West,2.99,688.0,Hit,821.3
950946,AP-East,2.79,480.0,Hit,781.5
950947,US-East,5.93,324.0,Hit,1261.8
950948,EU-West,0.67,419.0,Hit,427.9
950949,AP-East,3.41,594.0,Hit,958.4
950950,US-East,8.46,29.0,Miss,1863.3
950951,AP-East,7.47,577.0,Miss,1967.7
950952,AP-East,2.39,213.0,Hit,500.0
950953,US-East,4.36,653.0,Hit,1126.7
950954,EU-West,0.89,784.0,Hit,648.5
950955,AP-East,6.24,560.0,Miss,1672.4
950956,US-East,0.53,784.0,Miss,562.9
950957,US-East,5.43,607.0,Hit,1312.9
950958,AP-East,0.9,180.0,Hit,387.5
950959,EU-West,0.52,719.0,Miss,728.5
950960,US-East,6.2,780.0,Hit,1487.0
950961,AP-East,7.59,135.0,Hit,1510.6
950962,US-East,3.48,466.0,Hit,903.3
950963,US-East,5.2,569.0,Hit,1242.4
950964,AP-East,2.4,782.0,Miss,979.0
950965,US-East,3.8,323.0,Hit,1010.0
950966,EU-West,7.85,337.0,Hit,1728.9
950967,EU-West,4.15,60.0,Hit,778.4
950968,US-East,0.86,364.0,Miss,592.1
950969,AP-East,7.55,355.0,Hit,1546.2
950970,EU-West,1.28,673.0,Hit,624.5
950971,EU-West,4.34,647.0,Hit,1043.0
950972,EU-West,6.95,18.0,Hit,1317.7
950973,EU-West,1.3,264.0,Hit,349.9
950974,AP-East,6.9,635.0,Miss,1746.0
950975,US-East,7.36,273.0,Miss,1766.9
950976,AP-East,6.2,762.0,Hit,1525.9
950977,EU-West,3.99,615.0,Hit,1078.1
950978,EU-West,7.67,194.0,Hit,1574.0
950979,EU-West,2.66,417.0,Hit,708.9
950980,AP-East,4.04,167.0,Miss,1175.7
950981,AP-East,8.26,423.0,Hit,1719.7
950982,EU-West,3.86,406.0,Hit,841.9
950983,US-East,1.11,534.0,Miss,672.9
950984,US-East,5.47,421.0,Hit,1278.6
950985,AP-East,4.76,244.0,Miss,1170.2
950986,AP-East,1.7,140.0,Miss,713.9
950987,AP-East,3.09,24.0,Hit,561.3
950988,EU-West,7.39,436.0,Miss,1760.2
950989,AP-East,1.12,409.0,Hit,357.5
950990,AP-East,5.46,319.0,Miss,1419.1
950991,US-East,6.41,523.0,Miss,1697.7
950992,AP-East,3.79,482.0,Hit,919.2
950993,EU-West,3.16,770.0,Miss,1267.4
950994,EU-West,5.35,240.0,Hit,1172.2
950995,EU-West,2.98,267.0,Miss,848.8
950996,EU-West,8.3,652.0,Hit,1841.9
950997,EU-West,0.64,615.0,Hit,493.2
950998,AP-East,3.47,416.0,Hit,945.0
950999,EU-West,3.88,596.0,Hit,1077.3
951000,EU-West,4.45,309.0,Miss,1075.6
