StudentID,VideoDuration_Mins,PauseCount,SpeedMultiplier,QuizScore,CompletionRate
920734,34.7,4,1.25,70,77.9
920735,12.2,4,1.0,66,81.7
920736,55.6,6,1.0,62,65.4
920737,59.3,2,2.0,67,75.0
920738,48.9,2,1.5,63,70.4
920739,59.6,4,1.5,53,63.8
920740,33.3,2,1.0,82,76.7
920741,43.1,8,1.0,61,66.8
920742,14.2,11,2.0,57,63.9
920743,55.9,4,1.0,74,71.9
920744,21.6,4,1.0,63,79.3
920745,59.8,8,1.0,54,60.0
920746,15.8,6,1.0,60,73.8
920747,6.2,6,1.0,60,73.7
920748,13.5,6,1.0,72,75.0
920749,8.2,7,1.0,64,70.5
920750,11.3,8,1.0,51,63.8
920751,14.9,9,1.0,69,69.6
920752,47.8,3,1.5,65,72.4
920753,49.9,4,1.25,65,70.9
920754,27.1,11,1.25,66,60.6
920755,37.0,3,1.25,81,81.0
920756,19.6,1,1.0,75,85.4
920757,5.0,5,1.25,62,79.3
920758,54.9,8,1.0,59,63.7
920759,15.0,11,1.0,49,61.5
920760,41.3,7,1.5,55,63.5
920761,57.4,8,1.0,47,62.3
920762,31.8,6,2.0,55,57.0
920763,19.3,3,1.0,75,79.7
920764,10.0,11,1.5,53,63.4
920765,40.8,6,1.0,58,64.5
920766,59.9,4,1.0,54,64.8
920767,36.8,1,1.25,74,78.4
920768,13.6,9,1.0,58,65.8
920769,15.8,5,1.25,61,87.5
920770,41.6,3,1.0,66,67.1
920771,11.6,4,1.5,83,88.2
920772,47.9,1,1.0,78,79.9
920773,26.4,10,1.0,62,65.5
920774,19.2,2,1.25,79,87.2
920775,9.2,7,1.0,73,76.3
920776,53.9,8,1.0,51,57.8
920777,52.7,7,1.0,48,60.0
920778,50.5,10,1.25,53,57.0
920779,27.3,10,1.0,58,60.7
920780,44.1,8,1.5,68,70.8
920781,47.8,8,1.0,39,56.4
920782,44.7,7,1.0,46,63.7
920783,52.9,10,2.0,43,52.8
920784,22.7,9,1.25,59,70.6
920785,16.5,1,1.0,83,87.9
920786,21.4,4,1.0,68,79.4
920787,57.1,2,1.0,65,65.5
920788,29.4,11,1.0,57,64.9
920789,30.2,4,1.0,67,81.8
920790,48.1,3,1.0,71,77.9
920791,29.6,8,1.0,63,68.1
920792,41.1,11,1.0,46,56.9
920793,58.4,7,1.0,60,62.1
920794,25.1,0,1.0,72,84.0
920795,41.4,11,1.0,42,55.4
920796,21.0,11,1.0,55,60.1
920797,19.0,3,1.25,71,79.8
920798,30.2,7,1.25,52,70.6
920799,12.7,11,1.5,67,68.2
920800,6.0,5,1.0,71,79.9
920801,24.7,11,1.5,59,61.1
920802,48.2,1,1.0,78,82.6
920803,29.7,10,1.0,55,60.6
920804,10.2,6,1.0,71,77.8
920805,30.2,4,2.0,64,72.4
920806,17.4,7,1.5,72,74.5
920807,47.0,5,1.0,69,71.4
920808,43.5,8,1.0,58,61.0
920809,57.7,7,1.0,56,57.8
920810,57.9,3,1.0,65,72.2
920811,35.1,8,1.5,51,62.4
920812,11.8,8,1.25,66,75.8
920813,37.1,3,1.0,72,77.3
920814,15.9,3,1.25,71,84.8
920815,52.7,8,1.0,58,60.3
920816,30.8,3,1.0,63,79.1
920817,19.0,1,1.0,88,91.7
920818,54.3,6,2.0,46,57.2
920819,48.2,8,1.0,56,61.6
920820,7.0,5,1.5,74,79.8
920821,21.6,10,1.0,46,58.7
920822,9.4,1,1.0,78,84.1
920823,55.1,7,1.0,60,62.2
920824,7.9,10,1.0,58,68.2
920825,42.0,4,1.0,66,75.9
920826,15.3,2,1.0,82,86.2
920827,33.1,3,1.0,60,78.2
920828,35.7,5,1.0,63,65.5
920829,52.4,10,1.25,58,59.0
920830,9.4,9,1.0,52,64.7
920831,41.5,0,1.5,87,87.2
920832,33.7,0,1.0,63,80.1
920833,51.3,0,1.5,71,75.3
920834,28.5,0,1.0,75,88.3
920835,12.0,9,1.5,67,70.4
920836,59.6,10,1.5,39,52.1
920837,13.0,4,1.0,69,75.9
920838,48.2,3,1.0,70,79.1
920839,57.6,11,1.0,43,51.3
920840,45.2,1,1.0,71,79.3
920841,27.0,3,1.0,81,83.4
920842,37.3,6,1.0,69,75.2
920843,54.2,6,,63,69.8
920844,14.1,9,1.25,53,67.1
920845,33.7,7,1.25,55,60.7
920846,42.7,9,1.0,44,59.9
920847,55.9,9,1.0,54,55.7
920848,29.7,10,1.0,66,65.0
920849,10.5,0,1.5,83,94.2
920850,43.1,4,1.25,71,74.5
920851,56.7,11,1.25,43,50.8
920852,24.7,2,1.0,72,78.6
920853,44.7,4,1.0,71,75.6
920854,26.7,8,1.0,59,66.5
920855,36.3,4,1.25,66,73.2
920856,23.0,2,1.0,70,75.0
920857,41.7,10,1.0,52,57.3
920858,9.8,4,2.0,92,88.3
920859,17.8,11,1.0,53,63.8
920860,41.7,2,1.0,61,77.6
920861,56.6,1,1.5,74,78.9
920862,17.2,9,1.25,71,71.6
920863,43.7,10,1.25,41,54.8
920864,59.2,5,1.0,59,62.0
920865,12.6,2,1.5,83,92.2
920866,53.3,0,1.0,68,74.3
920867,51.1,8,1.0,46,50.4
920868,44.5,6,1.0,63,63.6
920869,13.3,3,1.0,73,83.8
920870,55.0,10,1.0,44,45.8
920871,24.1,6,1.25,54,65.2
920872,15.4,9,1.0,56,67.6
920873,51.0,9,1.0,44,53.1
920874,45.4,2,1.0,59,73.8
920875,43.1,3,1.0,80,78.7
920876,50.5,3,1.0,70,76.5
920877,5.9,11,1.0,62,72.5
920878,13.9,7,1.0,68,73.0
920879,32.8,10,1.0,57,59.2
920880,26.1,11,1.0,46,58.2
920881,23.3,2,1.5,72,83.6
920882,19.3,3,1.25,75,79.7
920883,44.2,6,1.0,66,70.9
920884,33.3,9,1.0,56,56.7
920885,38.3,2,1.0,70,80.1
920886,53.7,8,1.0,46,58.2
920887,23.1,3,1.0,69,83.1
920888,26.9,7,1.25,52,63.2
920889,23.3,5,1.0,74,80.0
920890,46.0,10,2.0,53,55.3
920891,45.0,3,1.0,76,75.3
920892,47.3,11,1.0,30,48.5
920893,34.4,0,1.0,75,84.6
920894,45.3,7,1.0,56,65.7
920895,13.5,10,1.0,58,66.4
920896,43.2,2,1.0,58,74.8
920897,30.6,10,1.0,51,59.6
920898,32.9,0,1.5,82,83.7
920899,17.4,9,1.0,64,70.4
920900,18.3,7,1.25,70,76.4
920901,49.6,5,2.0,59,63.7
920902,29.7,4,1.25,70,79.5
920903,26.4,0,1.5,82,89.4
920904,21.9,6,1.5,60,74.2
920905,53.9,7,,66,65.1
920906,39.6,4,1.0,65,73.3
920907,40.0,6,2.0,61,71.0
920908,40.1,11,1.0,57,57.9
920909,47.4,6,1.25,53,57.4
920910,18.4,1,1.25,79,89.9
920911,19.5,10,1.5,62,71.2
920912,21.8,1,1.0,75,86.9
920913,59.8,11,1.5,35,45.4
920914,52.0,1,1.5,66,76.6
920915,28.7,6,1.0,66,73.9
920916,41.5,10,1.25,50,59.9
920917,18.6,11,1.0,45,53.8
920918,41.3,1,1.0,65,75.2
920919,17.3,0,1.0,87,88.2
920920,50.7,6,1.0,54,66.0
920921,57.9,5,1.0,52,59.9
920922,36.8,3,1.0,56,68.4
920923,57.4,7,1.0,56,63.6
920924,32.8,5,1.0,62,71.1
920925,29.5,8,1.0,56,69.6
920926,53.7,11,1.25,44,52.7
920927,49.6,2,1.0,65,78.6
920928,39.0,10,1.0,47,54.0
920929,58.5,11,1.0,42,43.6
920930,25.3,4,1.25,62,76.5
920931,28.5,1,1.25,66,78.9
920932,41.7,7,1.5,62,65.7
920933,5.7,9,1.0,62,69.9
920934,59.9,10,1.0,55,56.8
920935,33.5,6,1.0,66,66.7
920936,51.4,6,2.0,58,63.3
920937,44.2,3,2.0,63,74.2
920938,8.6,9,1.0,68,71.8
920939,55.0,4,1.0,64,65.6
920940,8.2,6,1.0,71,79.8
920941,7.0,3,1.0,73,82.5
920942,51.4,7,1.0,53,54.4
920943,6.4,7,1.5,61,66.4
920944,15.3,8,1.0,73,73.5
920945,9.4,8,1.0,53,71.2
920946,31.3,10,1.25,55,54.8
920947,27.1,7,1.25,54,68.3
920948,48.6,3,1.0,60,73.4
920949,9.0,7,1.0,57,72.3
920950,47.0,2,1.0,63,76.3
920951,52.9,8,2.0,53,59.2
920952,15.8,4,1.0,74,84.3
920953,32.2,8,1.0,50,65.5
920954,48.3,3,1.0,59,69.2
920955,57.1,9,1.0,46,57.5
920956,21.9,10,1.25,47,58.5
920957,49.5,7,1.0,56,62.0
920958,44.5,5,1.0,64,69.3
920959,31.8,10,1.0,48,52.5
920960,30.2,3,1.0,66,71.0
920961,47.8,7,1.25,57,57.3
920962,44.1,3,1.5,63,75.7
920963,55.3,2,1.5,62,80.3
920964,34.3,6,1.5,62,67.1
920965,13.4,0,1.0,82,93.4
920966,33.1,10,1.0,69,64.3
920967,33.9,2,1.0,64,74.4
920968,59.3,3,1.0,69,74.9
920969,34.3,0,1.0,73,87.1
920970,58.8,9,1.0,40,49.0
920971,34.7,9,1.25,59,64.5
920972,41.6,5,1.25,61,62.6
920973,56.1,0,1.0,76,83.2
920974,23.2,8,1.0,75,74.0
920975,24.8,9,1.0,53,62.3
920976,39.5,9,1.0,39,56.8
920977,56.6,5,1.0,63,63.7
920978,20.2,8,1.0,73,69.3
920979,26.3,7,1.5,63,70.6
920980,53.8,8,1.0,40,48.9
920981,35.8,7,1.0,54,67.5
920982,31.7,4,1.0,70,75.7
920983,25.6,11,1.0,55,62.7
920984,7.7,2,1.0,80,85.4
920985,32.3,7,,60,69.2
920986,13.0,9,2.0,63,69.4
920987,36.1,11,1.5,45,57.6
920988,52.7,5,1.0,65,72.8
920989,40.5,11,1.25,52,55.9
920990,45.8,4,1.5,64,72.4
920991,33.1,8,1.0,59,60.9
920992,27.9,6,1.25,64,71.8
920993,34.4,4,1.0,64,76.8
920994,18.0,0,1.5,86,93.5
920995,34.8,2,1.5,64,73.6
920996,11.0,7,1.25,67,67.9
920997,36.1,4,1.5,61,66.4
920998,21.4,2,1.5,83,86.6
920999,47.6,9,1.25,45,59.5
921000,48.7,7,1.0,48,57.6
