ReviewID,Category,ReviewText_Length,Rating,Recommended
120815,Clothing,104.0,5,Yes
120816,Home,,5,Yes
120817,Sports,115.0,5,Yes
120818,Electronics,169.0,5,Yes
120819,Electronics,201.0,5,Yes
120820,Electronics,170.0,5,Yes
120821,Clothing,145.0,5,Yes
120822,Electronics,182.0,4,Yes
120823,Electronics,173.0,5,Yes
120824,Electronics,171.0,4,Yes
120825,Electronics,174.0,5,Yes
120826,Clothing,134.0,4,Yes
120827,Home,80.0,3,No
120828,Clothing,205.0,4,Yes
120829,Home,193.0,5,Yes
120830,Clothing,156.0,3,No
120831,Electronics,122.0,4,Yes
120832,Clothing,146.0,4,Yes
120833,Electronics,152.0,5,Yes
120834,Home,91.0,5,Yes
120835,Home,183.0,3,No
120836,Clothing,219.0,5,Yes
120837,Electronics,109.0,5,Yes
120838,Electronics,66.0,4,Yes
120839,Electronics,176.0,4,Yes
120840,Electronics,153.0,5,Yes
120841,Electronics,157.0,4,Yes
120842,Beauty,94.0,5,Yes
120843,Clothing,238.0,5,Yes
120844,Clothing,208.0,5,Yes
120845,Clothing,164.0,3,No
120846,Clothing,134.0,4,Yes
120847,Clothing,103.0,3,No
120848,Clothing,313.0,2,No
120849,Electronics,167.0,4,Yes
120850,Clothing,168.0,5,Yes
120851,Clothing,153.0,5,Yes
120852,Clothing,108.0,4,Yes
120853,Sports,96.0,3,No
120854,Beauty,166.0,4,Yes
120855,Clothing,224.0,4,Yes
120856,Beauty,56.0,5,Yes
120857,Home,271.0,4,Yes
120858,Electronics,226.0,5,Yes
120859,Clothing,101.0,5,Yes
120860,Electronics,69.0,5,Yes
120861,Electronics,190.0,1,No
120862,Home,81.0,4,Yes
120863,Electronics,168.0,4,Yes
120864,Clothing,,5,Yes
120865,Electronics,163.0,5,Yes
120866,Beauty,134.0,5,Yes
120867,Clothing,93.0,4,Yes
120868,Clothing,207.0,5,Yes
120869,Electronics,80.0,4,Yes
120870,Clothing,138.0,5,Yes
120871,Electronics,55.0,5,Yes
120872,Clothing,248.0,5,Yes
120873,Electronics,211.0,1,No
120874,Electronics,180.0,5,Yes
120875,Clothing,109.0,4,Yes
120876,Clothing,232.0,5,Yes
120877,Clothing,152.0,3,No
120878,Clothing,159.0,4,Yes
120879,Clothing,195.0,4,Yes
120880,Sports,219.0,1,No
120881,Electronics,117.0,5,Yes
120882,Electronics,213.0,5,Yes
120883,Clothing,197.0,1,No
120884,Clothing,150.0,4,Yes
120885,Sports,213.0,4,Yes
120886,Clothing,114.0,4,Yes
120887,Clothing,179.0,5,Yes
120888,Electronics,250.0,2,No
120889,Clothing,153.0,4,Yes
120890,Clothing,177.0,5,Yes
120891,Electronics,49.0,5,Yes
120892,Clothing,176.0,4,Yes
120893,Clothing,63.0,3,No
120894,Electronics,176.0,5,Yes
120895,Electronics,110.0,4,Yes
120896,Electronics,58.0,4,Yes
120897,Clothing,193.0,4,Yes
120898,Electronics,148.0,3,No
120899,Beauty,119.0,5,Yes
120900,Clothing,259.0,4,Yes
120901,Clothing,127.0,5,Yes
120902,Beauty,137.0,3,No
120903,Clothing,136.0,4,Yes
120904,Clothing,75.0,5,Yes
120905,Home,116.0,4,Yes
120906,Home,198.0,5,Yes
120907,Clothing,276.0,2,No
120908,Home,146.0,5,Yes
120909,Home,49.0,4,Yes
120910,Electronics,85.0,4,Yes
120911,Home,234.0,2,No
120912,Home,184.0,5,Yes
120913,Clothing,250.0,5,Yes
120914,Beauty,185.0,4,Yes
120915,Home,229.0,5,Yes
120916,Clothing,182.0,5,Yes
120917,Clothing,274.0,5,Yes
120918,Beauty,176.0,4,Yes
120919,Beauty,103.0,4,Yes
120920,Clothing,55.0,3,No
120921,Home,154.0,4,Yes
120922,Sports,138.0,4,Yes
120923,Clothing,158.0,3,No
120924,Electronics,97.0,3,No
120925,Home,305.0,4,Yes
120926,Home,27.0,4,Yes
120927,Beauty,137.0,4,Yes
120928,Clothing,91.0,5,Yes
120929,Beauty,276.0,5,Yes
120930,Clothing,146.0,4,Yes
120931,Clothing,113.0,5,Yes
120932,Clothing,117.0,5,Yes
120933,Electronics,137.0,4,Yes
120934,Home,221.0,4,Yes
120935,Electronics,154.0,3,No
120936,Electronics,226.0,5,Yes
120937,Clothing,144.0,5,Yes
120938,Clothing,71.0,4,Yes
120939,Electronics,144.0,5,Yes
120940,Clothing,194.0,3,No
120941,Clothing,130.0,2,No
120942,Clothing,94.0,5,Yes
120943,Sports,208.0,4,Yes
120944,Beauty,153.0,3,No
120945,Clothing,104.0,4,Yes
120946,Clothing,188.0,4,Yes
120947,Sports,96.0,5,Yes
120948,Clothing,107.0,5,Yes
120949,Home,209.0,4,Yes
120950,Electronics,209.0,4,Yes
120951,Clothing,294.0,4,Yes
120952,Clothing,,4,Yes
120953,Beauty,101.0,5,Yes
120954,Electronics,140.0,5,Yes
120955,Sports,169.0,4,Yes
120956,Clothing,218.0,2,No
120957,Clothing,234.0,2,No
120958,Electronics,105.0,3,No
120959,Clothing,186.0,3,No
120960,Home,144.0,5,Yes
120961,Sports,148.0,3,No
120962,Beauty,114.0,4,Yes
120963,Sports,178.0,5,Yes
120964,Clothing,203.0,4,Yes
120965,Electronics,10.0,4,Yes
120966,Home,150.0,2,No
120967,Sports,266.0,2,No
120968,Sports,56.0,5,Yes
120969,Electronics,173.0,5,Yes
120970,Clothing,188.0,5,Yes
120971,Sports,235.0,5,Yes
120972,Electronics,147.0,4,Yes
120973,Beauty,185.0,5,Yes
120974,Clothing,119.0,5,Yes
120975,Clothing,191.0,4,Yes
120976,Clothing,270.0,1,No
120977,Clothing,,4,Yes
120978,Clothing,166.0,1,No
120979,Clothing,226.0,2,No
120980,Home,247.0,4,Yes
120981,Clothing,149.0,4,Yes
120982,Electronics,196.0,5,Yes
120983,Electronics,216.0,3,No
120984,Electronics,134.0,3,No
120985,Home,149.0,5,Yes
120986,Beauty,122.0,5,Yes
120987,Electronics,134.0,3,No
120988,Clothing,,5,Yes
120989,Clothing,209.0,4,Yes
120990,Home,89.0,5,Yes
120991,Electronics,118.0,4,Yes
120992,Electronics,156.0,5,Yes
120993,Sports,33.0,4,Yes
120994,Beauty,75.0,4,Yes
120995,Clothing,101.0,4,Yes
120996,Electronics,202.0,5,Yes
120997,Clothing,166.0,5,Yes
120998,Clothing,161.0,4,Yes
120999,Clothing,110.0,4,Yes
121000,Sports,29.0,4,Yes
