RideID,InclineRatio_Percent,RiderWeight_Kg,SpeedKmh,BatteryDrainRate_Percent,HighDrainRisk
1370633,48.0,106.1,12.5,24.7,1
1370634,21.8,114.4,15.2,42.3,1
1370635,32.3,107.8,3.4,12.8,1
1370636,50.2,82.0,10.5,59.6,0
1370637,46.1,93.0,4.0,47.0,0
1370638,58.5,106.7,15.3,55.8,1
1370639,28.4,86.1,10.7,60.2,0
1370640,62.8,94.4,10.8,55.2,1
1370641,57.1,65.7,17.2,54.3,0
1370642,41.1,115.0,5.7,58.6,1
1370643,66.5,121.6,14.6,22.2,1
1370644,19.7,84.4,17.8,59.1,0
1370645,23.6,62.0,14.7,46.2,1
1370646,63.1,62.0,16.0,33.4,0
1370647,72.6,133.2,18.0,54.2,0
1370648,69.2,94.9,15.5,67.6,0
1370649,16.1,65.2,18.5,56.5,0
1370650,4.6,81.0,4.8,67.0,1
1370651,34.9,118.7,1.0,50.8,0
1370652,44.7,101.4,9.6,38.0,1
1370653,80.7,138.8,10.2,26.0,0
1370654,33.6,70.5,9.1,51.6,1
1370655,49.2,64.5,15.2,28.9,0
1370656,33.8,111.6,7.7,78.8,1
1370657,25.1,60.1,15.1,66.1,0
1370658,28.3,107.4,17.8,75.4,0
1370659,61.3,104.5,5.9,32.3,0
1370660,56.9,115.8,8.9,40.1,0
1370661,80.2,107.7,7.3,45.9,1
1370662,54.4,107.9,8.0,45.5,1
1370663,53.2,108.4,8.9,34.9,1
1370664,34.2,92.3,18.6,48.7,0
1370665,20.0,106.2,9.2,49.7,0
1370666,71.4,81.9,16.1,53.3,0
1370667,19.2,74.7,1.8,40.1,0
1370668,51.7,97.0,10.8,20.5,0
1370669,55.8,112.1,9.2,35.0,1
1370670,54.8,97.9,10.6,31.7,1
1370671,40.8,65.9,9.2,59.6,0
1370672,58.4,94.2,9.2,49.6,1
1370673,32.7,59.2,8.8,63.4,1
1370674,24.7,89.7,6.3,39.0,0
1370675,48.0,97.9,7.5,65.5,0
1370676,62.4,70.4,13.2,43.4,0
1370677,40.5,92.3,4.0,32.9,1
1370678,50.1,102.9,19.8,57.6,0
1370679,55.1,85.1,15.4,42.7,0
1370680,49.2,92.8,14.8,37.2,0
1370681,40.7,121.1,7.7,85.1,0
1370682,66.4,74.5,8.2,45.1,1
1370683,46.8,114.7,7.7,42.9,1
1370684,31.0,56.4,11.2,43.3,0
1370685,21.3,127.9,8.3,30.5,0
1370686,36.7,100.5,12.0,55.0,1
1370687,57.4,108.5,14.1,49.6,1
1370688,39.4,118.1,15.6,34.7,1
1370689,39.4,126.4,15.6,27.8,1
1370690,34.5,153.7,11.7,41.3,1
1370691,47.7,81.6,17.7,36.6,0
1370692,79.7,80.4,8.9,46.7,1
1370693,42.5,123.5,4.4,26.9,1
1370694,73.7,78.2,17.6,38.5,1
1370695,26.7,75.1,13.0,46.8,0
1370696,64.5,117.2,6.6,36.3,1
1370697,35.7,117.8,23.8,53.2,1
1370698,24.0,116.8,13.9,44.8,0
1370699,64.8,63.6,8.0,46.0,1
1370700,40.9,98.8,12.5,48.3,1
1370701,47.7,64.6,20.6,32.7,1
1370702,25.1,117.4,15.1,39.6,1
1370703,54.0,100.2,6.8,43.8,0
1370704,53.8,119.8,1.0,40.5,1
1370705,59.7,71.5,5.7,30.9,1
1370706,61.0,55.8,20.8,26.5,0
1370707,43.0,125.2,12.4,37.3,1
1370708,67.5,69.4,20.4,57.8,1
1370709,49.7,75.1,5.4,37.8,1
1370710,37.9,115.1,21.8,33.7,1
1370711,77.0,76.0,8.8,63.5,1
1370712,50.3,89.8,11.5,60.1,1
1370713,38.0,127.3,19.0,47.5,0
1370714,52.3,115.5,17.3,43.5,1
1370715,25.2,58.6,2.1,43.2,0
1370716,62.0,118.8,17.7,13.2,1
1370717,40.5,106.6,19.4,14.7,0
1370718,69.4,78.7,8.4,21.7,0
1370719,40.2,89.9,11.1,52.8,0
1370720,43.7,118.0,15.5,59.5,0
1370721,36.5,82.6,14.5,57.1,1
1370722,54.3,124.1,3.7,67.8,1
1370723,49.2,108.4,23.7,59.5,0
1370724,68.1,85.1,10.7,55.7,0
1370725,37.3,114.3,20.0,61.6,0
1370726,18.6,98.8,12.1,39.1,1
1370727,58.2,127.8,6.8,13.8,0
1370728,38.0,109.1,6.6,76.0,0
1370729,28.8,89.0,7.5,45.0,1
1370730,29.8,84.3,12.2,28.5,1
1370731,21.3,50.4,8.7,42.5,0
1370732,26.8,118.5,22.2,35.0,1
1370733,38.1,93.3,9.7,34.1,1
1370734,35.6,106.3,5.6,34.1,1
1370735,56.2,98.7,15.3,72.7,1
1370736,35.3,93.7,12.4,48.9,0
1370737,24.9,118.6,3.0,53.9,1
1370738,44.4,152.7,14.9,32.9,1
1370739,62.6,113.0,2.9,43.1,0
1370740,39.4,136.8,9.8,31.1,1
1370741,27.4,84.3,7.3,72.0,0
1370742,60.5,107.4,5.7,32.2,1
1370743,52.1,127.1,15.5,20.2,0
1370744,16.4,87.4,16.3,65.2,0
1370745,29.8,151.4,13.1,65.0,0
1370746,37.7,120.1,11.2,45.6,0
1370747,34.6,126.0,16.0,17.3,0
1370748,29.2,115.2,6.6,47.0,0
1370749,50.2,106.1,13.4,82.4,1
1370750,45.9,94.3,16.0,41.3,0
1370751,83.9,80.7,11.4,54.5,0
1370752,48.4,107.8,14.8,32.5,0
1370753,59.8,85.5,10.6,46.9,1
1370754,75.2,93.4,9.4,54.1,1
1370755,20.7,151.6,11.3,43.1,0
1370756,42.2,74.2,15.9,44.3,1
1370757,46.0,122.6,7.3,40.3,1
1370758,52.8,63.9,3.1,51.8,0
1370759,48.9,88.7,15.1,69.6,0
1370760,47.5,58.1,12.0,79.0,0
1370761,65.2,116.2,13.9,45.1,1
1370762,35.8,45.6,16.4,52.2,0
1370763,61.0,112.6,15.0,46.1,1
1370764,32.1,58.4,1.0,46.9,1
1370765,52.6,99.4,9.1,70.7,1
1370766,22.3,100.1,6.1,28.9,1
1370767,35.6,106.9,11.6,84.3,1
1370768,61.2,93.0,11.8,14.9,1
1370769,48.2,131.3,11.1,45.5,0
1370770,18.4,76.5,19.4,46.0,0
1370771,20.1,145.1,16.3,61.9,0
1370772,24.8,83.3,17.6,40.5,0
1370773,46.1,115.9,10.5,39.1,0
1370774,35.9,58.4,14.4,61.2,0
1370775,35.1,142.3,10.6,27.3,0
1370776,37.9,73.4,8.4,19.5,0
1370777,70.0,78.9,12.3,31.8,1
1370778,50.9,72.5,9.6,42.9,0
1370779,47.6,66.2,12.0,38.0,1
1370780,55.0,103.6,1.8,55.3,1
1370781,35.4,47.4,12.2,38.7,0
1370782,61.3,101.5,15.4,43.0,0
1370783,50.4,113.9,15.4,39.3,1
1370784,42.0,112.2,8.6,41.9,1
1370785,27.7,68.9,1.0,25.2,1
1370786,27.5,109.2,7.9,31.5,1
1370787,66.7,90.3,26.3,49.3,0
1370788,34.1,64.8,6.9,40.1,0
1370789,48.5,55.2,21.4,32.7,1
1370790,38.9,90.5,10.0,54.3,0
1370791,27.1,108.5,15.6,42.1,1
1370792,18.2,101.1,22.3,47.7,1
1370793,29.1,82.5,5.2,43.5,1
1370794,54.1,51.8,6.3,39.2,1
1370795,29.3,86.3,16.6,76.3,0
1370796,55.7,34.0,10.1,45.4,0
1370797,38.9,117.4,15.0,31.0,1
1370798,20.9,111.2,6.0,10.5,1
1370799,54.4,97.8,8.1,29.6,1
1370800,26.7,151.9,4.6,50.9,0
1370801,48.8,130.9,11.1,84.0,0
1370802,34.0,88.1,17.6,64.5,0
1370803,63.9,87.8,3.2,26.1,0
1370804,38.4,96.3,10.6,51.9,0
1370805,80.7,81.6,10.9,58.0,1
1370806,49.9,95.6,17.2,34.2,0
1370807,47.3,96.4,12.1,53.7,1
1370808,37.4,88.4,10.9,43.9,1
1370809,0.2,52.3,15.7,53.6,0
1370810,34.8,72.1,14.1,25.6,1
1370811,45.9,104.0,12.8,30.2,0
1370812,57.4,143.1,17.9,24.3,1
1370813,55.3,130.6,8.4,41.8,1
1370814,38.6,120.5,12.5,70.7,1
1370815,45.4,132.5,6.2,45.1,0
1370816,47.3,113.1,12.6,59.8,0
1370817,42.4,104.2,5.5,45.8,1
1370818,26.6,93.8,19.1,54.0,0
1370819,46.3,87.7,12.2,65.7,0
1370820,38.2,98.5,24.4,55.4,1
1370821,22.4,103.0,11.8,43.8,1
1370822,42.6,94.1,11.8,49.9,1
1370823,41.5,113.8,14.7,71.4,1
1370824,41.4,115.3,13.0,57.2,0
1370825,38.9,95.9,10.2,57.5,1
1370826,55.3,77.3,12.6,44.0,0
1370827,21.9,125.5,4.0,40.5,0
1370828,59.5,145.2,18.9,59.5,0
1370829,40.3,143.4,8.8,35.8,1
1370830,70.1,119.4,10.9,68.8,0
1370831,35.4,165.7,8.0,63.5,1
1370832,21.1,103.3,15.5,41.3,0
1370833,75.3,113.2,13.6,51.5,0
1370834,50.4,128.8,17.1,42.4,1
1370835,54.9,129.5,1.0,52.4,1
1370836,45.3,84.1,17.9,18.3,1
1370837,58.0,76.6,16.6,49.6,0
1370838,43.6,97.2,10.9,0.0,0
1370839,40.2,107.9,3.8,64.8,0
1370840,48.5,45.8,7.4,37.5,1
1370841,60.9,114.8,1.0,26.6,0
1370842,35.3,71.3,15.5,37.6,0
1370843,51.7,45.7,13.4,34.8,1
1370844,73.2,98.9,18.6,30.3,1
1370845,39.8,133.4,15.4,28.0,1
1370846,62.0,141.4,10.3,61.3,0
1370847,23.3,95.8,10.0,64.3,1
1370848,36.4,85.8,15.8,41.5,0
1370849,40.7,135.9,9.6,53.5,0
1370850,33.3,97.1,10.0,45.5,1
1370851,39.2,113.9,22.1,14.5,1
1370852,47.4,95.1,5.8,42.7,0
1370853,38.3,129.5,8.9,51.5,1
1370854,18.1,97.0,11.2,54.7,1
1370855,36.3,123.8,20.4,39.8,0
1370856,64.0,88.8,6.5,39.4,1
1370857,59.2,146.8,12.0,76.5,0
1370858,53.0,132.4,20.0,26.4,0
1370859,39.4,153.3,8.2,69.0,0
1370860,27.1,83.5,9.2,29.1,0
1370861,56.6,121.7,14.7,25.3,1
1370862,53.7,91.3,13.5,46.8,1
1370863,56.8,93.2,8.5,51.6,1
1370864,47.2,97.0,1.0,59.8,0
1370865,29.0,101.4,23.6,29.3,0
1370866,39.7,124.2,13.0,12.3,0
1370867,40.2,112.2,9.5,35.5,1
1370868,45.2,104.4,21.4,21.8,1
1370869,34.2,92.2,7.6,44.3,1
1370870,35.2,121.9,8.3,33.2,1
1370871,48.8,84.6,11.1,42.8,0
1370872,57.3,98.5,4.6,35.4,1
1370873,31.1,80.6,15.2,66.1,1
1370874,60.7,115.3,8.0,61.6,0
1370875,58.1,100.7,16.9,49.1,1
1370876,37.6,104.6,7.6,26.6,1
1370877,67.9,92.4,11.1,49.8,0
1370878,48.0,134.8,14.9,53.1,0
1370879,48.3,94.1,5.5,36.8,0
1370880,45.3,105.0,10.0,27.2,0
1370881,32.9,126.1,14.5,49.6,1
1370882,24.6,131.8,13.4,40.0,0
1370883,29.8,94.7,10.3,16.8,1
1370884,57.2,133.0,20.0,32.5,1
1370885,37.4,82.0,10.8,27.0,0
1370886,63.0,88.3,11.1,58.1,1
1370887,60.3,112.4,6.2,60.0,1
1370888,76.2,79.4,5.1,59.3,1
1370889,56.0,102.7,23.6,48.2,0
1370890,65.1,136.6,18.3,65.1,0
1370891,33.6,70.5,6.9,37.1,0
1370892,43.1,100.1,12.5,19.5,1
1370893,41.6,94.8,13.7,41.2,1
1370894,59.9,87.6,5.7,14.9,0
1370895,78.9,104.2,17.7,6.7,0
1370896,58.7,107.7,26.3,65.4,1
1370897,67.9,73.7,13.6,51.8,0
1370898,41.5,94.7,5.7,25.3,0
1370899,66.5,106.0,22.0,43.4,1
1370900,45.1,76.9,13.0,46.6,0
1370901,41.5,76.1,15.6,44.1,0
1370902,50.1,135.7,12.0,55.8,1
1370903,46.5,111.3,18.1,60.8,0
1370904,34.9,105.2,10.2,42.6,1
1370905,46.9,62.1,17.7,49.2,1
1370906,44.1,73.4,11.4,47.9,1
1370907,39.5,100.4,11.8,61.8,0
1370908,46.8,97.9,7.6,60.2,0
1370909,59.3,142.1,4.2,46.6,1
1370910,37.5,108.7,6.9,42.5,1
1370911,48.0,123.8,15.6,40.8,0
1370912,15.5,57.9,6.0,31.4,1
1370913,79.6,74.3,17.8,60.1,1
1370914,67.2,87.1,12.8,50.7,1
1370915,,75.5,2.1,53.9,0
1370916,43.6,64.6,15.3,65.4,1
1370917,38.2,82.8,15.8,48.5,1
1370918,60.3,81.3,4.3,70.4,1
1370919,62.6,63.5,10.7,51.8,0
1370920,40.4,119.3,16.5,88.7,1
1370921,46.4,127.7,10.6,50.9,0
1370922,57.2,70.6,18.1,11.4,1
1370923,43.8,129.2,15.8,50.1,1
1370924,46.3,144.3,8.8,38.4,1
1370925,58.3,79.3,1.0,38.8,1
1370926,37.3,138.8,15.7,39.5,1
1370927,53.4,99.6,7.9,25.2,0
1370928,55.6,49.8,11.5,34.9,1
1370929,40.6,79.4,1.0,52.3,1
1370930,56.8,63.6,10.1,24.9,1
1370931,34.0,81.8,16.2,39.6,0
1370932,38.7,60.7,10.9,38.2,1
1370933,80.5,88.0,17.5,75.9,1
1370934,52.2,88.7,11.8,35.5,1
1370935,49.1,101.5,11.2,27.7,0
1370936,44.3,104.5,10.8,43.0,1
1370937,46.4,94.3,19.3,34.3,1
1370938,66.0,69.8,18.6,46.6,1
1370939,44.7,111.1,13.7,41.7,0
1370940,60.4,94.0,9.8,24.6,1
1370941,35.0,97.2,7.9,51.4,0
1370942,52.0,94.4,9.2,72.4,1
1370943,38.1,92.9,18.8,39.3,1
1370944,,54.6,9.5,16.8,1
1370945,54.9,65.5,17.9,42.4,1
1370946,37.1,85.7,15.0,74.7,1
1370947,39.2,92.5,13.3,71.8,1
1370948,,102.2,15.2,54.2,1
1370949,47.4,98.0,15.9,19.3,0
1370950,48.6,124.1,20.3,56.7,1
1370951,50.9,141.1,14.6,56.2,1
1370952,56.1,126.5,17.2,30.1,0
1370953,63.3,63.8,5.7,63.8,1
1370954,48.2,88.1,10.1,41.4,0
1370955,55.7,70.7,14.0,52.1,1
1370956,44.7,79.6,20.9,52.5,0
1370957,67.3,91.6,7.1,36.8,1
1370958,72.2,110.1,13.6,31.5,1
1370959,48.0,113.4,17.6,35.4,1
1370960,58.3,143.6,16.8,51.2,1
1370961,25.6,140.2,9.7,25.6,0
1370962,37.5,90.3,1.0,41.2,1
1370963,48.1,68.8,8.0,61.9,0
1370964,74.5,68.8,10.1,63.7,1
1370965,46.4,92.5,15.5,59.2,1
1370966,42.1,74.8,18.4,21.9,1
1370967,38.9,99.7,15.5,51.1,1
1370968,53.3,59.9,11.9,60.0,1
1370969,34.6,109.6,11.6,41.8,1
1370970,23.3,121.8,13.6,40.8,0
1370971,63.6,90.1,12.1,62.7,0
1370972,38.7,116.1,10.6,52.8,0
1370973,45.8,128.8,5.9,41.0,0
1370974,33.5,64.6,21.9,68.6,0
1370975,37.7,97.4,19.3,47.5,1
1370976,48.1,104.4,12.6,19.4,0
1370977,47.4,107.2,17.0,58.3,0
1370978,44.3,99.8,10.9,32.2,1
1370979,55.5,147.3,10.7,43.7,1
1370980,46.3,121.5,7.6,53.3,0
1370981,31.4,101.0,10.5,52.3,1
1370982,45.3,74.2,22.3,0.0,0
1370983,60.6,133.7,4.3,39.9,0
1370984,62.2,128.7,20.6,46.5,0
1370985,70.8,47.0,14.9,26.1,1
1370986,51.8,136.1,1.0,55.9,0
1370987,54.6,91.1,16.5,36.1,0
1370988,35.0,72.8,7.2,53.2,1
1370989,47.7,86.4,11.4,4.1,1
1370990,36.3,83.7,7.4,25.1,1
1370991,10.0,73.8,1.0,37.1,1
1370992,30.7,104.5,18.3,44.2,0
1370993,29.9,87.9,17.2,54.4,0
1370994,62.4,150.3,12.3,23.2,0
1370995,52.1,103.6,7.9,22.8,0
1370996,33.9,150.3,15.5,72.5,0
1370997,53.9,96.5,18.3,65.2,1
1370998,60.3,72.3,5.4,48.7,1
1370999,52.0,119.8,6.2,21.5,1
1371000,51.7,44.3,14.0,39.4,1
