ReaderID,PageDensityWords,ReadingSpeed_WPM,BookmarkDropChapter,TotalReadTimeMinutes,Finished
1680633,29.0,1.1,0.1,46.6,0
1680634,58.0,11.0,3.8,54.6,1
1680635,48.0,7.3,4.9,50.5,1
1680636,61.0,3.7,1.9,40.5,0
1680637,25.0,3.2,16.1,17.5,0
1680638,31.0,10.1,6.8,47.6,1
1680639,57.0,18.3,9.8,57.8,1
1680640,30.0,17.4,13.1,26.4,1
1680641,24.0,,5.8,41.4,0
1680642,63.0,13.8,5.2,44.5,0
1680643,23.0,14.4,11.0,59.1,1
1680644,43.0,23.6,0.4,43.9,0
1680645,51.0,15.6,13.7,57.6,1
1680646,35.0,12.1,2.4,70.2,0
1680647,54.0,11.9,5.6,65.2,1
1680648,22.0,7.6,6.3,47.4,1
1680649,28.0,4.4,5.5,60.8,0
1680650,42.0,2.3,7.6,42.2,0
1680651,52.0,5.6,1.9,30.6,0
1680652,35.0,1.0,4.0,51.8,1
1680653,44.0,13.5,15.6,51.4,1
1680654,11.0,8.0,5.5,36.6,0
1680655,49.0,10.5,0.8,43.0,0
1680656,38.0,13.7,6.6,43.2,0
1680657,38.0,16.1,2.1,9.8,0
1680658,32.0,3.0,0.8,39.4,0
1680659,42.0,10.3,31.1,28.3,0
1680660,45.0,15.4,0.7,45.6,1
1680661,58.0,19.3,16.8,51.3,1
1680662,43.0,24.7,3.6,52.7,1
1680663,29.0,7.5,1.1,46.8,0
1680664,34.0,13.9,2.2,47.9,1
1680665,50.0,6.4,23.6,17.1,0
1680666,21.0,26.2,6.1,26.8,0
1680667,35.0,11.2,19.7,57.7,1
1680668,36.0,5.1,3.8,34.3,0
1680669,42.0,4.1,0.3,29.3,1
1680670,60.0,16.4,3.4,50.0,0
1680671,59.0,6.4,51.5,1.3,0
1680672,47.0,12.7,2.1,30.2,1
1680673,34.0,11.0,4.6,48.2,1
1680674,32.0,8.2,4.4,49.4,0
1680675,49.0,8.8,18.1,23.0,0
1680676,49.0,8.3,3.9,56.0,0
1680677,69.0,15.0,8.4,51.9,1
1680678,41.0,8.0,1.8,67.3,1
1680679,23.0,17.7,1.4,58.8,0
1680680,33.0,12.2,2.5,54.9,0
1680681,40.0,9.3,1.9,60.3,1
1680682,47.0,9.4,13.4,45.4,0
1680683,25.0,15.7,3.2,41.5,0
1680684,51.0,23.2,0.2,47.9,1
1680685,39.0,11.5,0.9,31.4,1
1680686,55.0,1.0,1.7,37.2,1
1680687,47.0,16.1,0.3,44.5,0
1680688,8.0,16.9,2.2,41.5,0
1680689,39.0,7.0,6.0,44.8,0
1680690,33.0,19.6,10.4,77.4,1
1680691,38.0,4.0,18.5,52.7,1
1680692,38.0,14.8,3.5,44.9,0
1680693,15.0,17.7,14.0,39.1,1
1680694,45.0,8.4,3.1,49.4,0
1680695,45.0,17.7,8.4,26.6,0
1680696,23.0,9.8,0.9,2.5,0
1680697,34.0,27.5,10.8,45.0,1
1680698,50.0,15.0,7.6,80.5,1
1680699,43.0,6.6,7.5,60.5,0
1680700,27.0,7.7,2.1,56.1,0
1680701,38.0,7.1,5.9,52.2,1
1680702,38.0,14.2,5.1,73.3,1
1680703,45.0,11.0,0.8,54.9,0
1680704,42.0,5.4,2.0,76.8,1
1680705,65.0,14.6,8.6,40.7,0
1680706,60.0,12.6,31.3,37.2,0
1680707,34.0,14.3,0.1,48.1,0
1680708,48.0,8.1,9.1,33.2,1
1680709,41.0,18.6,0.3,37.3,0
1680710,44.0,6.2,6.6,38.7,1
1680711,49.0,13.7,4.5,46.1,1
1680712,37.0,13.3,5.7,48.6,1
1680713,46.0,12.2,9.1,40.8,1
1680714,35.0,20.8,2.6,53.2,1
1680715,37.0,13.5,2.6,52.7,0
1680716,50.0,11.0,0.7,41.9,1
1680717,24.0,10.8,11.0,33.4,1
1680718,48.0,10.1,12.8,31.2,0
1680719,28.0,12.7,1.5,28.0,0
1680720,53.0,18.5,2.8,51.5,1
1680721,19.0,5.2,1.1,74.8,1
1680722,29.0,17.8,10.0,41.5,1
1680723,33.0,19.7,0.1,34.7,0
1680724,27.0,6.0,2.9,43.8,1
1680725,66.0,16.9,1.6,41.5,0
1680726,29.0,9.0,5.0,27.5,0
1680727,40.0,18.5,0.5,37.9,0
1680728,57.0,7.9,7.9,27.2,1
1680729,42.0,10.2,2.2,32.7,0
1680730,29.0,15.5,3.1,43.5,1
1680731,48.0,15.7,4.9,52.1,0
1680732,47.0,10.9,1.6,31.9,0
1680733,61.0,16.1,21.2,32.3,1
1680734,48.0,2.8,1.3,72.5,0
1680735,42.0,13.2,0.6,45.2,1
1680736,35.0,,2.3,10.4,0
1680737,32.0,12.2,9.7,65.4,1
1680738,6.0,1.0,17.9,58.9,1
1680739,40.0,10.4,9.0,53.9,1
1680740,21.0,16.3,5.2,39.9,1
1680741,29.0,12.7,12.3,48.9,1
1680742,26.0,14.9,2.3,58.7,0
1680743,64.0,15.3,2.3,46.7,0
1680744,37.0,7.6,5.5,45.9,1
1680745,45.0,4.6,3.8,67.9,1
1680746,29.0,7.5,21.5,66.7,1
1680747,47.0,5.8,3.3,65.7,1
1680748,45.0,12.8,2.6,54.2,1
1680749,54.0,12.0,0.8,49.6,0
1680750,53.0,8.5,3.4,17.7,1
1680751,62.0,20.4,13.1,43.1,1
1680752,1.0,1.0,12.0,32.2,0
1680753,33.0,14.8,8.1,63.4,1
1680754,30.0,,11.6,23.5,0
1680755,58.0,11.7,4.3,27.3,1
1680756,50.0,16.8,4.1,65.2,0
1680757,43.0,11.1,8.2,44.1,1
1680758,32.0,8.1,6.0,54.1,1
1680759,60.0,9.4,2.3,27.3,0
1680760,38.0,11.8,3.4,59.6,0
1680761,50.0,9.9,25.3,49.7,1
1680762,47.0,10.3,8.2,48.0,0
1680763,23.0,8.0,4.7,32.1,1
1680764,40.0,18.9,19.4,68.7,1
1680765,39.0,20.3,0.2,44.3,0
1680766,30.0,13.0,3.0,50.6,0
1680767,30.0,8.3,18.9,69.2,0
1680768,68.0,8.8,5.1,68.2,1
1680769,21.0,8.1,4.2,71.4,0
1680770,18.0,11.4,3.7,58.0,0
1680771,19.0,17.9,8.6,36.0,1
1680772,43.0,14.6,12.6,32.9,0
1680773,25.0,1.0,8.4,71.5,1
1680774,70.0,11.2,2.3,29.7,1
1680775,47.0,5.1,14.0,68.2,0
1680776,55.0,13.5,5.5,52.4,1
1680777,41.0,14.4,1.4,27.9,0
1680778,34.0,5.1,16.2,35.7,0
1680779,46.0,12.5,5.0,37.6,1
1680780,39.0,12.0,19.4,39.5,0
1680781,26.0,15.6,7.4,37.2,0
1680782,44.0,11.0,0.5,29.9,0
1680783,25.0,21.6,5.8,50.7,0
1680784,54.0,22.5,1.7,65.4,1
1680785,42.0,6.5,12.5,39.9,0
1680786,35.0,16.8,18.4,53.6,1
1680787,48.0,13.1,16.6,57.9,0
1680788,66.0,9.9,0.4,53.7,0
1680789,51.0,15.3,0.9,40.4,0
1680790,47.0,16.7,0.8,44.8,0
1680791,23.0,9.2,4.5,44.1,0
1680792,49.0,7.9,11.7,38.8,1
1680793,47.0,5.2,1.2,67.4,1
1680794,50.0,6.0,1.4,51.5,0
1680795,47.0,5.2,4.8,36.6,0
1680796,12.0,12.0,3.5,48.1,0
1680797,59.0,6.7,1.1,43.8,1
1680798,45.0,9.0,11.9,45.1,1
1680799,29.0,6.8,11.6,51.4,1
1680800,34.0,11.0,0.1,44.8,0
1680801,43.0,7.5,7.5,53.0,0
1680802,65.0,11.4,4.5,33.8,1
1680803,32.0,3.7,6.8,43.8,1
1680804,57.0,13.8,13.8,51.3,1
1680805,55.0,10.0,8.3,62.7,1
1680806,14.0,6.0,2.9,46.7,0
1680807,24.0,17.0,2.6,45.3,1
1680808,40.0,23.7,27.4,44.8,1
1680809,61.0,6.9,3.1,30.6,0
1680810,7.0,6.7,11.8,27.8,0
1680811,36.0,15.9,34.4,27.2,0
1680812,23.0,1.7,1.3,69.6,1
1680813,22.0,13.1,7.6,38.2,0
1680814,27.0,20.7,5.6,17.7,0
1680815,40.0,16.3,0.2,58.6,1
1680816,76.0,1.0,2.6,72.2,1
1680817,44.0,13.3,14.0,46.4,0
1680818,51.0,12.6,1.3,53.6,0
1680819,46.0,15.9,11.8,50.0,1
1680820,66.0,14.3,3.5,19.3,1
1680821,43.0,4.7,27.8,37.4,0
1680822,44.0,3.5,0.1,66.3,1
1680823,28.0,19.5,4.9,49.4,0
1680824,26.0,15.3,10.6,67.5,0
1680825,38.0,23.8,17.4,32.7,0
1680826,42.0,14.8,10.3,42.4,0
1680827,35.0,9.3,15.1,29.5,0
1680828,68.0,5.1,3.9,32.6,1
1680829,65.0,11.5,3.7,43.2,0
1680830,27.0,16.8,4.5,52.8,0
1680831,43.0,7.5,12.1,30.2,1
1680832,37.0,13.5,2.3,21.8,0
1680833,51.0,7.6,25.6,31.1,0
1680834,22.0,12.3,23.8,32.6,1
1680835,54.0,12.4,3.3,32.9,1
1680836,35.0,1.0,6.0,47.3,1
1680837,46.0,13.7,15.3,66.2,0
1680838,34.0,12.3,6.4,57.8,1
1680839,26.0,11.8,28.1,47.8,1
1680840,26.0,16.6,2.4,55.0,1
1680841,24.0,7.1,3.3,55.1,1
1680842,46.0,18.3,30.1,34.3,1
1680843,36.0,13.2,8.8,17.0,1
1680844,48.0,17.8,4.3,44.6,0
1680845,62.0,2.7,0.6,40.3,0
1680846,32.0,7.4,3.5,69.3,1
1680847,17.0,11.3,3.2,35.3,1
1680848,36.0,11.1,0.2,44.7,0
1680849,42.0,23.4,12.1,33.7,0
1680850,71.0,14.6,2.9,34.6,1
1680851,57.0,13.2,4.7,15.6,1
1680852,37.0,2.5,51.8,23.0,0
1680853,32.0,15.2,1.1,77.5,1
1680854,39.0,12.0,1.3,29.8,1
1680855,66.0,14.4,2.8,54.3,0
1680856,32.0,18.1,3.9,43.3,0
1680857,8.0,16.7,7.1,43.0,1
1680858,86.0,6.9,5.9,58.3,0
1680859,42.0,5.1,19.2,52.1,1
1680860,39.0,13.8,9.5,52.8,1
1680861,45.0,14.4,10.3,37.9,0
1680862,42.0,17.3,14.6,52.0,0
1680863,41.0,7.7,1.4,59.2,0
1680864,29.0,10.4,14.1,47.5,0
1680865,32.0,7.3,1.5,54.2,0
1680866,50.0,11.7,2.0,40.2,0
1680867,43.0,11.2,5.7,55.4,0
1680868,42.0,9.4,12.7,52.6,1
1680869,45.0,17.5,10.0,59.2,1
1680870,1.0,13.5,8.2,45.2,0
1680871,33.0,2.5,3.0,61.0,0
1680872,22.0,,15.9,34.5,0
1680873,57.0,9.8,5.3,49.5,1
1680874,63.0,1.0,4.6,42.2,1
1680875,49.0,17.4,30.3,76.0,1
1680876,41.0,16.9,5.6,44.0,1
1680877,52.0,6.8,3.3,58.9,1
1680878,32.0,15.6,3.3,39.8,0
1680879,25.0,16.7,4.3,30.0,0
1680880,34.0,15.9,7.8,55.2,1
1680881,43.0,7.7,10.8,42.8,1
1680882,41.0,6.6,8.8,49.2,1
1680883,35.0,5.1,7.0,41.7,0
1680884,44.0,13.7,5.5,37.0,0
1680885,24.0,8.5,9.8,61.2,1
1680886,34.0,6.6,2.7,41.9,1
1680887,66.0,21.2,8.0,40.6,1
1680888,14.0,15.3,10.5,39.5,0
1680889,61.0,18.7,4.9,48.2,0
1680890,44.0,1.0,3.6,49.7,1
1680891,59.0,,8.2,33.8,0
1680892,27.0,8.3,1.3,41.6,0
1680893,22.0,8.4,0.9,76.6,1
1680894,46.0,14.5,4.6,30.3,1
1680895,23.0,18.5,11.8,74.0,1
1680896,62.0,11.0,16.6,36.7,0
1680897,39.0,10.6,8.4,69.6,1
1680898,52.0,16.9,0.1,31.7,0
1680899,24.0,7.7,2.2,51.0,1
1680900,46.0,7.4,4.0,49.7,1
1680901,37.0,1.4,4.5,53.7,1
1680902,77.0,10.4,1.6,43.4,0
1680903,20.0,6.0,2.8,39.8,0
1680904,52.0,6.2,13.6,37.9,0
1680905,54.0,11.3,4.5,46.1,0
1680906,33.0,16.3,7.8,26.4,0
1680907,31.0,18.6,5.6,29.4,0
1680908,51.0,8.1,1.9,53.0,1
1680909,50.0,6.1,4.0,53.2,1
1680910,42.0,9.1,4.1,40.9,0
1680911,34.0,14.2,3.5,48.0,1
1680912,35.0,14.3,3.2,64.4,1
1680913,76.0,13.6,33.7,59.2,1
1680914,34.0,10.8,0.4,30.8,0
1680915,13.0,14.8,4.0,47.5,1
1680916,40.0,4.9,24.1,66.4,1
1680917,54.0,7.4,3.5,70.3,1
1680918,46.0,14.7,3.2,28.4,0
1680919,47.0,18.8,1.1,66.4,1
1680920,71.0,17.8,11.9,64.9,1
1680921,43.0,12.6,6.3,63.1,1
1680922,35.0,9.2,6.5,45.5,0
1680923,64.0,12.9,9.9,15.6,0
1680924,65.0,9.9,1.2,53.4,1
1680925,41.0,13.7,18.3,36.4,0
1680926,62.0,17.7,4.1,52.7,0
1680927,64.0,5.5,8.1,76.8,1
1680928,37.0,9.9,2.2,21.8,0
1680929,40.0,15.8,14.2,46.0,1
1680930,44.0,3.7,2.0,58.0,1
1680931,42.0,12.1,3.0,38.6,1
1680932,57.0,9.6,5.7,40.2,1
1680933,54.0,13.9,3.1,72.1,0
1680934,60.0,20.9,8.1,35.4,1
1680935,31.0,11.0,6.8,28.3,0
1680936,49.0,8.0,8.5,71.7,1
1680937,58.0,4.0,4.1,40.8,1
1680938,51.0,15.5,6.0,42.7,0
1680939,43.0,5.0,14.1,25.5,1
1680940,39.0,13.3,1.9,61.8,1
1680941,30.0,16.2,4.9,51.4,0
1680942,43.0,13.9,0.8,37.5,0
1680943,32.0,20.8,2.5,41.0,1
1680944,76.0,19.2,4.9,29.0,0
1680945,36.0,11.7,0.6,69.3,1
1680946,34.0,12.6,8.8,22.9,0
1680947,63.0,16.7,21.1,37.9,0
1680948,45.0,17.1,5.5,40.5,1
1680949,35.0,14.4,22.8,44.6,0
1680950,41.0,6.9,5.7,23.7,1
1680951,31.0,19.6,3.7,24.9,0
1680952,46.0,6.9,13.4,26.1,0
1680953,56.0,21.9,1.9,23.0,0
1680954,34.0,8.3,11.2,31.0,0
1680955,55.0,21.4,3.6,63.8,1
1680956,57.0,19.1,7.7,43.5,0
1680957,34.0,13.6,7.6,35.4,1
1680958,66.0,10.3,3.4,39.3,0
1680959,41.0,10.7,2.2,29.6,1
1680960,62.0,2.4,11.7,45.0,1
1680961,49.0,11.9,0.8,50.0,1
1680962,41.0,10.1,8.7,48.8,1
1680963,33.0,11.8,7.3,34.1,0
1680964,53.0,11.9,9.8,32.4,0
1680965,26.0,3.1,4.6,54.8,0
1680966,56.0,2.4,15.6,37.3,1
1680967,53.0,6.3,1.7,43.0,1
1680968,10.0,8.7,24.7,63.6,1
1680969,42.0,10.3,10.0,60.4,1
1680970,34.0,10.8,10.0,66.7,1
1680971,20.0,11.2,4.5,38.1,1
1680972,33.0,12.6,7.9,38.2,1
1680973,24.0,17.1,11.5,34.5,1
1680974,47.0,10.8,0.7,38.4,0
1680975,28.0,5.1,1.6,36.4,0
1680976,41.0,14.3,1.7,63.1,0
1680977,39.0,19.2,1.3,52.8,1
1680978,39.0,15.9,12.5,61.4,0
1680979,22.0,18.7,1.0,42.9,0
1680980,42.0,8.4,2.1,56.7,1
1680981,66.0,6.9,6.8,15.6,1
1680982,36.0,17.1,6.9,31.6,1
1680983,30.0,4.4,1.0,51.9,0
1680984,48.0,14.9,10.7,54.6,0
1680985,44.0,10.1,1.2,37.2,0
1680986,55.0,16.3,4.4,46.9,1
1680987,62.0,18.3,5.2,9.7,0
1680988,47.0,19.7,5.0,48.4,1
1680989,69.0,14.7,5.8,57.3,1
1680990,22.0,19.3,3.4,39.5,0
1680991,32.0,10.8,4.3,46.1,0
1680992,35.0,9.6,1.2,56.7,0
1680993,24.0,8.6,0.5,35.6,0
1680994,67.0,13.0,2.8,72.0,0
1680995,56.0,14.7,11.1,15.9,0
1680996,44.0,7.6,6.0,13.2,0
1680997,20.0,14.5,6.9,54.6,0
1680998,62.0,17.1,6.7,48.1,1
1680999,31.0,20.1,1.6,59.5,1
1681000,26.0,15.7,10.4,60.6,1
