ApplicantID,ChannelCost_K,ResumeScreenScore,InterviewScore,FinalHired,RetentionMonths
1420581,43.7,6.3,7.4,117.1,46.0
1420582,69.3,8.5,8.2,149.1,40.0
1420583,80.7,6.5,7.3,85.1,20.0
1420584,58.2,6.5,6.5,110.1,32.0
1420585,104.4,6.4,10.0,86.8,25.0
1420586,88.1,7.4,8.3,99.1,41.0
1420587,63.2,4.7,7.2,157.9,39.0
1420588,48.7,8.3,7.4,71.4,56.0
1420589,65.5,6.4,8.4,117.3,11.0
1420590,63.4,5.6,10.0,24.9,54.0
1420591,81.5,9.3,8.7,95.7,7.0
1420592,72.3,9.7,6.1,113.2,43.0
1420593,90.8,7.5,5.2,93.1,21.0
1420594,89.4,6.5,7.4,113.1,30.0
1420595,53.0,4.3,9.3,123.9,60.0
1420596,71.0,6.9,5.8,88.9,32.0
1420597,33.1,5.3,8.0,51.7,15.0
1420598,52.3,7.8,5.9,104.3,36.0
1420599,56.9,5.2,7.0,74.9,39.0
1420600,89.4,9.1,6.1,134.5,10.0
1420601,65.3,8.6,5.6,101.1,60.0
1420602,98.1,7.8,8.6,117.2,36.0
1420603,89.2,8.1,6.6,106.6,41.0
1420604,77.9,7.1,6.7,66.4,35.0
1420605,63.2,6.6,5.6,109.4,41.0
1420606,60.8,5.9,8.1,82.7,58.0
1420607,90.4,8.9,7.3,69.7,6.0
1420608,66.0,,6.1,150.6,58.0
1420609,108.5,8.8,7.6,114.9,55.0
1420610,87.4,7.0,6.9,75.9,37.0
1420611,62.0,7.7,5.9,114.4,28.0
1420612,90.5,7.2,7.4,92.7,4.0
1420613,67.0,7.7,7.7,79.1,51.0
1420614,86.0,5.3,7.9,82.0,6.0
1420615,82.4,6.4,5.4,107.8,4.0
1420616,49.7,7.9,7.4,95.0,36.0
1420617,87.5,6.2,8.3,101.6,27.0
1420618,62.9,,9.9,120.2,43.0
1420619,42.7,8.5,6.9,109.2,18.0
1420620,103.4,7.2,7.7,101.6,53.0
1420621,75.3,8.8,6.8,113.2,41.0
1420622,103.3,9.3,7.9,105.1,56.0
1420623,60.5,7.0,8.5,108.8,12.0
1420624,75.3,8.1,6.9,138.7,51.0
1420625,65.5,4.3,9.6,112.1,22.0
1420626,69.4,8.3,7.6,69.1,54.0
1420627,118.3,6.7,6.9,132.0,24.0
1420628,64.1,7.6,7.1,107.4,20.0
1420629,98.4,6.8,9.4,130.3,9.0
1420630,79.9,4.2,5.3,127.4,13.0
1420631,78.0,6.1,6.8,59.5,12.0
1420632,108.4,3.7,5.9,116.6,33.0
1420633,79.8,7.8,8.3,89.1,17.0
1420634,55.4,6.1,6.2,85.5,52.0
1420635,56.9,8.2,7.4,131.7,26.0
1420636,97.2,8.2,6.2,91.5,47.0
1420637,68.9,9.1,7.8,60.3,4.0
1420638,55.6,9.0,5.8,77.2,28.0
1420639,80.2,8.0,6.0,167.2,46.0
1420640,87.9,9.0,7.8,75.0,38.0
1420641,67.4,9.0,10.0,76.4,59.0
1420642,83.2,8.0,8.1,116.2,46.0
1420643,73.8,6.2,10.0,80.6,24.0
1420644,66.1,9.5,5.4,90.8,7.0
1420645,86.3,5.5,6.3,95.9,27.0
1420646,79.5,8.8,6.8,90.5,5.0
1420647,108.4,5.3,7.4,117.0,28.0
1420648,60.7,7.9,6.6,82.0,56.0
1420649,95.2,7.7,6.2,53.3,6.0
1420650,87.7,8.2,7.8,88.8,25.0
1420651,83.8,8.3,6.5,123.6,42.0
1420652,87.9,6.3,7.2,109.7,52.0
1420653,73.8,8.2,8.0,79.1,52.0
1420654,68.6,7.0,9.9,75.6,59.0
1420655,74.4,6.2,4.6,78.4,33.0
1420656,52.4,6.2,5.9,125.6,45.0
1420657,58.3,6.9,9.2,124.3,57.0
1420658,88.2,6.6,7.4,102.3,39.0
1420659,103.0,8.2,8.5,106.3,21.0
1420660,88.3,5.1,5.4,50.3,45.0
1420661,64.4,9.1,8.4,100.3,15.0
1420662,61.1,7.4,6.7,108.8,40.0
1420663,60.7,6.8,8.1,110.6,56.0
1420664,54.7,8.0,9.0,68.4,46.0
1420665,103.2,7.9,6.5,87.6,31.0
1420666,102.2,4.9,8.9,116.2,24.0
1420667,58.8,6.9,7.4,100.6,12.0
1420668,102.1,7.2,8.1,86.5,24.0
1420669,76.5,6.0,5.3,133.1,3.0
1420670,83.8,8.7,7.2,97.1,49.0
1420671,59.7,5.5,7.8,64.1,20.0
1420672,100.9,7.4,7.6,102.5,32.0
1420673,87.5,5.0,7.8,97.0,45.0
1420674,108.2,6.7,5.8,100.5,33.0
1420675,83.4,7.9,9.9,84.6,23.0
1420676,76.5,5.9,7.2,93.4,42.0
1420677,70.9,8.4,5.9,80.6,40.0
1420678,68.5,7.2,6.1,93.3,30.0
1420679,84.3,7.8,6.3,94.6,21.0
1420680,51.4,8.9,7.1,95.5,39.0
1420681,41.7,7.5,4.7,89.2,16.0
1420682,82.9,8.5,6.5,59.9,19.0
1420683,73.2,4.8,7.2,80.5,7.0
1420684,88.5,8.1,7.5,61.5,41.0
1420685,108.0,7.4,5.3,134.9,33.0
1420686,67.3,7.0,6.7,132.2,45.0
1420687,67.0,5.4,6.9,102.7,53.0
1420688,99.4,9.1,8.2,65.3,31.0
1420689,102.5,9.0,6.8,103.6,32.0
1420690,87.1,8.5,9.0,99.5,10.0
1420691,85.8,5.7,3.7,142.4,16.0
1420692,69.0,8.5,7.1,130.0,58.0
1420693,48.5,6.5,6.4,110.7,11.0
1420694,42.0,8.8,7.3,111.3,30.0
1420695,35.0,5.8,9.8,70.7,59.0
1420696,79.0,10.0,6.7,143.7,22.0
1420697,70.2,9.5,7.9,66.8,45.0
1420698,77.1,7.1,7.9,114.4,11.0
1420699,72.5,6.0,7.2,82.9,44.0
1420700,74.8,7.2,7.6,123.8,6.0
1420701,66.9,6.3,6.9,171.8,22.0
1420702,67.9,7.8,8.9,85.2,14.0
1420703,92.9,6.9,5.6,108.7,5.0
1420704,100.0,8.0,8.1,109.8,22.0
1420705,60.6,8.3,7.7,132.5,56.0
1420706,68.8,7.3,7.3,113.2,48.0
1420707,54.3,3.9,6.2,87.4,35.0
1420708,75.0,9.1,9.7,71.1,31.0
1420709,90.0,7.3,6.6,73.7,40.0
1420710,106.0,8.2,7.1,132.8,46.0
1420711,81.4,6.8,9.0,62.7,45.0
1420712,90.6,8.3,6.8,101.3,20.0
1420713,72.6,6.5,8.2,84.7,31.0
1420714,46.6,9.3,5.8,112.0,21.0
1420715,112.1,4.3,9.3,110.4,24.0
1420716,72.9,7.1,10.0,51.7,17.0
1420717,100.0,4.5,9.2,134.8,14.0
1420718,113.6,4.7,9.1,126.9,19.0
1420719,98.2,7.9,7.8,93.9,54.0
1420720,79.6,6.6,7.6,140.8,23.0
1420721,86.4,5.6,5.9,115.9,30.0
1420722,83.3,7.9,6.8,87.3,47.0
1420723,86.8,3.9,8.0,124.4,22.0
1420724,56.4,5.5,9.4,131.4,30.0
1420725,88.3,6.3,6.9,97.0,14.0
1420726,52.6,6.0,8.8,80.0,59.0
1420727,70.8,7.2,9.3,77.2,13.0
1420728,119.2,9.7,9.2,59.0,48.0
1420729,46.9,,9.0,96.5,17.0
1420730,101.2,7.3,10.0,89.1,17.0
1420731,74.2,6.8,6.0,109.1,46.0
1420732,44.2,6.3,7.0,127.4,30.0
1420733,84.0,6.3,8.1,77.9,27.0
1420734,77.2,5.1,7.5,52.9,56.0
1420735,95.8,5.3,9.2,111.1,60.0
1420736,57.8,6.7,7.9,54.9,18.0
1420737,73.5,6.3,8.2,63.0,48.0
1420738,74.8,6.1,7.4,80.6,36.0
1420739,76.2,4.7,6.7,126.5,17.0
1420740,78.1,8.5,7.2,125.9,50.0
1420741,72.3,8.3,4.6,113.1,4.0
1420742,70.0,9.2,7.4,103.9,34.0
1420743,56.0,6.7,6.3,79.0,7.0
1420744,62.3,7.8,7.5,122.5,25.0
1420745,119.0,6.6,9.3,74.9,56.0
1420746,39.8,9.3,6.5,71.0,14.0
1420747,67.9,9.8,6.0,106.5,8.0
1420748,62.0,9.6,5.4,116.9,57.0
1420749,65.8,6.1,6.7,77.5,54.0
1420750,71.6,7.2,6.4,85.8,45.0
1420751,53.6,5.7,8.7,101.6,42.0
1420752,64.6,6.3,9.6,67.2,34.0
1420753,100.6,7.7,5.5,85.7,4.0
1420754,62.9,6.7,9.2,85.6,41.0
1420755,93.8,8.1,4.8,108.2,8.0
1420756,83.9,8.2,9.6,124.4,21.0
1420757,79.8,7.7,6.5,123.3,54.0
1420758,78.9,4.7,7.1,87.4,58.0
1420759,99.1,6.4,10.0,115.5,46.0
1420760,72.2,6.7,8.0,130.0,51.0
1420761,89.4,5.3,8.1,101.8,58.0
1420762,63.9,7.9,5.7,120.5,21.0
1420763,84.6,8.5,7.2,104.5,58.0
1420764,98.2,5.5,7.2,73.1,29.0
1420765,77.3,7.1,8.5,101.9,56.0
1420766,84.3,4.6,7.5,102.0,8.0
1420767,83.3,5.4,4.6,113.3,4.0
1420768,83.8,7.3,5.8,117.9,56.0
1420769,89.6,8.7,9.5,66.4,32.0
1420770,79.8,2.8,6.9,118.5,47.0
1420771,67.7,9.3,8.7,57.8,31.0
1420772,38.1,8.4,5.9,64.5,22.0
1420773,75.9,7.2,9.5,112.0,10.0
1420774,82.5,7.7,7.9,95.0,6.0
1420775,67.3,4.9,8.4,91.4,37.0
1420776,108.7,8.3,8.2,106.3,20.0
1420777,125.4,4.2,5.5,117.5,34.0
1420778,46.9,7.8,8.5,143.8,10.0
1420779,107.9,9.0,4.2,147.0,57.0
1420780,76.6,5.0,7.7,54.7,52.0
1420781,89.2,6.5,7.6,106.5,54.0
1420782,78.8,4.6,8.5,119.5,56.0
1420783,94.6,8.4,5.1,115.6,30.0
1420784,58.8,4.0,10.0,92.8,39.0
1420785,85.3,6.2,9.9,71.5,16.0
1420786,87.9,9.3,8.2,78.6,18.0
1420787,77.1,4.4,4.8,50.2,13.0
1420788,81.6,6.0,9.0,76.7,16.0
1420789,88.6,10.0,7.3,104.2,35.0
1420790,93.5,7.2,6.3,143.5,50.0
1420791,80.9,8.1,6.3,79.5,42.0
1420792,84.0,6.5,6.4,114.2,48.0
1420793,58.7,5.7,9.1,80.5,55.0
1420794,81.4,5.7,6.5,89.8,25.0
1420795,75.2,5.5,6.2,84.6,43.0
1420796,81.0,8.3,5.8,98.5,11.0
1420797,50.5,9.1,6.0,90.9,37.0
1420798,94.4,6.5,8.4,101.7,6.0
1420799,96.5,6.7,5.5,73.0,29.0
1420800,53.0,5.7,7.3,108.4,19.0
1420801,80.3,9.4,7.6,104.1,42.0
1420802,58.7,5.9,8.7,44.9,5.0
1420803,88.5,6.2,3.2,134.6,13.0
1420804,78.0,4.9,6.1,60.4,14.0
1420805,105.5,6.2,8.9,123.8,49.0
1420806,60.1,7.5,6.0,125.4,5.0
1420807,102.7,7.9,8.0,84.7,31.0
1420808,74.6,8.9,7.4,116.1,36.0
1420809,82.5,8.0,7.6,94.4,10.0
1420810,82.3,9.3,7.1,56.8,31.0
1420811,56.9,7.1,7.4,83.9,15.0
1420812,51.3,6.4,6.1,122.6,42.0
1420813,74.1,10.0,8.5,89.6,16.0
1420814,93.3,9.2,7.0,90.9,9.0
1420815,88.3,7.5,8.4,85.0,19.0
1420816,92.4,6.4,5.3,76.7,27.0
1420817,66.2,9.4,7.3,98.7,55.0
1420818,56.7,6.9,6.5,78.2,7.0
1420819,44.3,10.0,7.1,103.1,37.0
1420820,102.7,7.5,5.9,78.4,50.0
1420821,85.6,8.4,7.4,129.8,46.0
1420822,83.9,7.2,5.1,78.2,14.0
1420823,28.4,6.0,5.2,101.6,19.0
1420824,91.6,5.2,8.4,126.6,16.0
1420825,43.5,5.1,3.6,114.5,3.0
1420826,47.3,8.0,6.9,126.0,32.0
1420827,85.1,4.4,7.2,115.8,59.0
1420828,106.5,6.4,3.3,85.7,28.0
1420829,81.9,6.9,8.6,115.2,41.0
1420830,67.5,8.0,9.1,109.3,24.0
1420831,61.2,5.7,6.1,141.1,17.0
1420832,54.4,5.6,6.9,140.6,17.0
1420833,87.3,7.9,9.2,54.7,38.0
1420834,45.5,9.7,5.0,119.8,9.0
1420835,90.7,8.9,6.9,89.6,52.0
1420836,109.4,6.5,7.6,95.3,55.0
1420837,70.4,6.8,3.6,85.9,45.0
1420838,59.2,5.9,6.5,99.2,40.0
1420839,54.0,4.5,6.7,133.6,32.0
1420840,88.3,9.4,7.9,111.5,50.0
1420841,90.6,7.8,8.8,89.1,51.0
1420842,70.1,7.3,8.5,102.7,37.0
1420843,103.2,7.0,7.9,86.1,37.0
1420844,56.9,6.7,8.5,106.2,28.0
1420845,90.3,7.6,10.0,86.7,34.0
1420846,87.3,6.3,6.5,89.4,23.0
1420847,54.8,5.5,6.7,82.8,51.0
1420848,78.9,8.4,8.7,116.9,32.0
1420849,75.9,10.0,5.0,81.0,19.0
1420850,63.4,8.0,5.9,81.7,40.0
1420851,61.0,7.7,6.6,107.4,37.0
1420852,97.5,6.8,8.2,130.1,30.0
1420853,73.7,6.3,10.0,78.4,51.0
1420854,65.3,5.4,10.0,96.2,11.0
1420855,68.2,6.8,6.5,124.5,28.0
1420856,54.2,5.3,6.8,78.4,18.0
1420857,80.2,6.2,8.1,131.7,25.0
1420858,77.3,8.5,4.5,116.2,9.0
1420859,82.4,3.7,5.1,135.4,17.0
1420860,33.1,9.5,5.9,127.9,58.0
1420861,80.4,6.4,5.8,102.6,22.0
1420862,35.2,6.8,7.8,89.7,45.0
1420863,45.2,4.1,7.2,123.6,4.0
1420864,51.5,8.6,7.0,89.5,37.0
1420865,73.3,7.1,8.7,106.9,12.0
1420866,66.2,8.1,8.4,119.3,52.0
1420867,67.9,6.1,3.7,124.1,16.0
1420868,97.1,6.8,8.9,77.9,56.0
1420869,69.0,8.0,7.8,119.3,7.0
1420870,81.7,6.8,5.6,133.1,22.0
1420871,48.4,7.1,6.3,135.0,48.0
1420872,41.8,8.0,6.9,97.3,32.0
1420873,108.7,9.6,6.5,96.5,56.0
1420874,80.4,6.5,6.8,120.3,50.0
1420875,105.1,7.4,6.7,82.3,14.0
1420876,53.9,7.9,8.6,181.5,31.0
1420877,90.3,7.8,8.2,97.1,23.0
1420878,67.0,6.5,6.1,85.5,11.0
1420879,65.8,7.0,7.8,99.4,24.0
1420880,85.6,7.8,9.0,113.8,51.0
1420881,114.6,7.5,8.4,80.7,18.0
1420882,82.5,8.0,6.7,130.1,54.0
1420883,66.1,5.1,6.7,53.8,58.0
1420884,41.0,8.5,8.4,105.9,59.0
1420885,77.0,5.6,6.5,106.1,27.0
1420886,77.2,7.0,8.1,120.1,42.0
1420887,61.4,5.7,8.5,81.9,56.0
1420888,110.0,7.2,8.3,109.8,42.0
1420889,32.7,7.8,9.5,87.6,52.0
1420890,82.0,7.3,6.9,104.4,33.0
1420891,43.6,4.7,8.1,93.9,33.0
1420892,47.4,6.6,7.1,103.4,15.0
1420893,88.4,7.8,7.1,97.4,49.0
1420894,74.5,8.1,8.1,94.8,27.0
1420895,32.8,6.6,5.8,108.3,22.0
1420896,53.4,,6.2,93.0,19.0
1420897,78.3,9.5,8.6,111.6,28.0
1420898,65.2,7.1,3.9,73.0,49.0
1420899,108.7,7.8,6.5,130.0,26.0
1420900,103.5,6.4,7.8,78.3,40.0
1420901,84.4,7.7,6.9,125.1,47.0
1420902,115.7,4.6,4.6,98.9,48.0
1420903,61.1,6.7,7.9,113.3,14.0
1420904,76.3,6.1,7.6,49.5,38.0
1420905,96.8,8.3,8.8,64.2,54.0
1420906,53.9,5.6,7.8,111.8,43.0
1420907,104.9,8.4,7.8,89.8,20.0
1420908,78.8,4.8,7.3,87.4,18.0
1420909,75.3,7.1,5.3,145.0,40.0
1420910,93.1,9.3,6.6,91.5,53.0
1420911,76.2,4.8,7.0,103.8,16.0
1420912,44.6,8.9,7.2,88.2,53.0
1420913,58.9,8.7,6.9,112.4,27.0
1420914,95.8,6.7,5.7,118.6,58.0
1420915,98.0,8.5,6.4,138.0,40.0
1420916,35.7,8.1,7.3,130.5,48.0
1420917,74.4,5.9,6.7,92.2,34.0
1420918,89.8,6.9,5.6,115.6,12.0
1420919,65.3,6.3,5.9,71.6,32.0
1420920,103.0,5.6,6.1,58.9,43.0
1420921,90.6,7.4,5.7,96.5,24.0
1420922,79.5,6.3,7.2,85.3,35.0
1420923,90.4,4.3,6.3,90.1,54.0
1420924,51.1,6.1,9.1,100.1,56.0
1420925,40.0,6.0,6.7,65.6,54.0
1420926,52.0,9.3,7.4,80.8,37.0
1420927,82.4,6.9,6.1,176.5,48.0
1420928,84.8,6.6,6.7,98.3,56.0
1420929,66.4,6.5,5.9,120.5,26.0
1420930,73.3,8.1,7.2,104.6,15.0
1420931,93.9,8.7,6.5,108.1,13.0
1420932,103.2,9.1,5.7,101.8,38.0
1420933,94.5,6.6,6.0,97.9,34.0
1420934,107.8,5.8,6.6,95.2,50.0
1420935,63.1,6.9,7.4,82.8,11.0
1420936,79.8,5.5,6.7,109.9,38.0
1420937,77.4,6.3,7.5,123.6,46.0
1420938,69.0,8.1,8.1,115.0,51.0
1420939,93.4,8.4,7.2,137.4,40.0
1420940,63.2,,7.1,82.0,53.0
1420941,85.7,5.8,8.7,108.3,6.0
1420942,95.9,6.5,7.0,80.0,38.0
1420943,62.7,8.5,7.2,104.5,52.0
1420944,74.1,6.6,4.3,66.4,10.0
1420945,66.6,10.0,6.5,57.4,16.0
1420946,58.5,6.6,7.1,97.5,58.0
1420947,70.4,7.7,9.1,89.8,32.0
1420948,83.9,9.6,8.1,108.1,51.0
1420949,67.2,6.7,8.8,118.1,58.0
1420950,105.1,5.9,7.7,71.9,13.0
1420951,30.5,7.5,6.4,101.9,45.0
1420952,83.0,7.4,6.6,138.1,45.0
1420953,54.8,4.9,8.9,127.7,46.0
1420954,76.4,8.2,6.7,107.9,56.0
1420955,88.3,7.2,8.4,79.3,58.0
1420956,49.6,5.3,8.2,113.5,26.0
1420957,74.6,5.1,5.2,96.7,42.0
1420958,79.0,8.6,6.8,78.2,40.0
1420959,81.7,6.0,7.0,96.6,18.0
1420960,67.5,6.6,5.2,49.4,9.0
1420961,66.9,8.3,4.8,111.0,28.0
1420962,56.2,7.2,7.7,107.9,18.0
1420963,98.7,5.9,5.0,123.1,54.0
1420964,59.2,7.1,7.9,100.1,11.0
1420965,56.3,4.2,5.7,98.1,38.0
1420966,31.4,8.9,3.8,135.6,12.0
1420967,38.7,8.0,6.9,120.8,50.0
1420968,101.0,8.5,5.5,58.9,34.0
1420969,69.1,6.9,6.3,47.2,38.0
1420970,70.8,8.3,7.2,62.2,24.0
1420971,90.2,7.8,7.5,63.4,32.0
1420972,131.5,7.9,5.4,152.3,21.0
1420973,32.9,5.8,6.8,125.1,18.0
1420974,38.4,6.0,7.7,89.1,42.0
1420975,106.4,5.4,7.9,89.0,18.0
1420976,74.2,5.1,7.4,114.6,47.0
1420977,63.3,5.6,8.1,58.9,27.0
1420978,63.7,8.9,6.8,100.9,12.0
1420979,78.0,6.2,5.5,130.2,42.0
1420980,57.6,8.2,3.7,82.2,31.0
1420981,99.2,9.3,7.7,125.4,40.0
1420982,86.1,6.1,7.6,133.3,31.0
1420983,105.4,8.5,8.2,104.9,6.0
1420984,86.3,4.1,6.9,100.1,53.0
1420985,50.5,6.5,7.0,115.5,36.0
1420986,70.3,6.4,7.5,35.5,21.0
1420987,61.1,7.1,7.7,118.8,23.0
1420988,86.0,7.6,8.3,110.2,39.0
1420989,52.1,7.6,7.9,101.6,39.0
1420990,48.2,8.3,5.7,119.3,56.0
1420991,71.7,8.1,7.0,149.7,19.0
1420992,62.0,7.9,7.2,71.6,53.0
1420993,67.8,7.9,7.2,63.4,50.0
1420994,66.9,7.9,7.0,80.1,47.0
1420995,111.2,7.4,6.0,87.3,34.0
1420996,48.9,6.8,6.0,92.0,4.0
1420997,53.0,7.1,5.4,103.3,10.0
1420998,84.2,4.9,7.5,73.2,43.0
1420999,65.8,5.7,7.4,125.5,13.0
1421000,69.4,6.3,5.1,77.3,10.0
