HouseholdID,LowestTempCelsius,GasConsumption_M3,BuildingAgeYears,ThermostatTemp,HighEnergyBill
1820633,137.4,102.3,10.0,111.2,0
1820634,116.4,105.6,1.0,85.7,0
1820635,65.9,117.8,29.0,100.2,0
1820636,132.1,70.7,17.0,98.1,0
1820637,107.9,109.3,46.0,125.3,1
1820638,127.7,58.9,13.0,95.1,1
1820639,120.8,108.6,48.0,137.1,1
1820640,76.1,74.6,54.0,94.5,0
1820641,104.2,108.9,60.0,124.4,0
1820642,97.6,110.5,39.0,128.9,0
1820643,141.8,,39.0,121.6,1
1820644,132.6,126.7,43.0,110.6,0
1820645,119.6,99.7,23.0,94.8,1
1820646,135.6,147.4,40.0,108.4,1
1820647,108.7,131.1,30.0,97.6,0
1820648,119.0,53.3,38.0,50.0,0
1820649,104.5,73.5,58.0,90.5,0
1820650,156.7,60.7,50.0,120.3,0
1820651,134.7,85.7,39.0,167.8,1
1820652,121.9,115.3,45.0,114.5,0
1820653,150.5,169.0,27.0,99.0,0
1820654,83.4,128.1,26.0,164.2,1
1820655,170.1,103.2,36.0,81.5,1
1820656,136.7,92.6,60.0,166.8,1
1820657,158.6,98.2,24.0,124.2,0
1820658,106.4,97.8,32.0,107.5,0
1820659,137.9,61.1,48.0,127.4,1
1820660,35.9,95.5,28.0,149.7,1
1820661,187.4,100.3,36.0,167.2,1
1820662,127.4,114.0,51.0,181.8,1
1820663,142.2,93.8,32.0,128.9,0
1820664,114.6,94.3,39.0,124.5,0
1820665,158.1,91.9,29.0,132.0,1
1820666,137.9,129.4,56.0,114.4,0
1820667,126.0,91.1,31.0,75.4,0
1820668,130.8,111.9,49.0,67.8,1
1820669,108.5,55.8,55.0,115.2,1
1820670,116.6,69.5,52.0,141.8,1
1820671,164.0,116.3,52.0,120.3,1
1820672,119.5,130.1,33.0,146.6,1
1820673,77.7,90.1,49.0,108.6,1
1820674,93.6,75.6,62.0,151.5,1
1820675,177.6,114.6,52.0,124.3,1
1820676,136.1,99.1,38.0,128.2,1
1820677,149.3,104.2,61.0,105.9,1
1820678,114.9,121.0,32.0,146.1,0
1820679,194.6,105.4,51.0,99.9,1
1820680,107.9,131.2,23.0,123.0,1
1820681,117.8,107.0,48.0,43.9,0
1820682,116.2,132.3,28.0,153.3,0
1820683,118.1,129.5,49.0,158.3,1
1820684,133.4,131.0,37.0,112.3,1
1820685,124.5,61.9,34.0,45.5,0
1820686,129.6,123.2,39.0,106.1,0
1820687,165.6,120.9,53.0,146.8,1
1820688,118.6,104.5,68.0,150.4,1
1820689,110.3,107.4,45.0,104.4,0
1820690,124.5,94.2,54.0,101.0,0
1820691,114.8,90.1,57.0,110.5,0
1820692,195.1,115.0,60.0,101.0,1
1820693,122.8,110.4,38.0,125.2,0
1820694,88.7,101.8,61.0,164.7,1
1820695,141.0,118.3,19.0,144.2,1
1820696,105.9,80.9,36.0,126.7,0
1820697,171.4,79.9,24.0,107.6,1
1820698,94.8,168.4,35.0,127.4,0
1820699,124.7,105.4,41.0,151.1,0
1820700,120.7,94.2,70.0,81.3,0
1820701,85.3,73.3,15.0,127.7,1
1820702,123.6,112.2,64.0,138.8,0
1820703,97.0,118.1,42.0,115.0,0
1820704,129.6,81.0,20.0,63.3,0
1820705,138.3,72.7,20.0,137.6,1
1820706,124.9,79.1,48.0,115.2,1
1820707,45.6,120.0,50.0,103.2,0
1820708,113.8,42.8,31.0,128.8,0
1820709,128.9,61.9,48.0,161.7,0
1820710,73.0,110.0,38.0,123.4,0
1820711,102.1,90.3,49.0,132.9,0
1820712,123.3,130.8,64.0,84.4,0
1820713,110.6,73.8,46.0,95.1,1
1820714,113.7,80.2,60.0,97.3,1
1820715,115.7,124.3,20.0,153.8,1
1820716,107.7,85.7,22.0,116.1,0
1820717,120.3,122.4,61.0,93.1,0
1820718,188.6,65.2,19.0,134.7,1
1820719,66.3,110.5,38.0,121.2,0
1820720,138.6,97.8,45.0,99.3,1
1820721,208.5,80.3,62.0,79.5,1
1820722,134.6,106.3,53.0,152.4,1
1820723,103.1,93.8,20.0,137.8,0
1820724,151.6,47.5,44.0,119.0,1
1820725,123.6,86.5,20.0,175.6,1
1820726,84.3,75.3,38.0,158.6,0
1820727,138.8,63.5,34.0,119.9,0
1820728,145.6,122.0,35.0,124.7,0
1820729,128.3,71.9,57.0,138.6,1
1820730,155.8,134.3,57.0,91.3,0
1820731,127.7,91.8,29.0,127.9,1
1820732,181.2,96.6,55.0,125.7,1
1820733,139.6,142.9,51.0,97.8,1
1820734,124.6,137.4,34.0,102.4,1
1820735,164.2,103.5,57.0,127.8,1
1820736,106.7,79.6,68.0,92.3,0
1820737,134.8,88.1,34.0,150.2,1
1820738,108.7,112.3,47.0,118.7,0
1820739,103.1,147.2,21.0,167.1,1
1820740,126.3,80.5,48.0,140.9,1
1820741,124.7,139.6,67.0,133.9,0
1820742,122.3,123.0,19.0,125.0,0
1820743,139.4,121.3,49.0,139.3,1
1820744,114.1,113.0,36.0,76.2,0
1820745,127.6,120.3,32.0,110.4,0
1820746,110.8,129.7,40.0,113.9,0
1820747,159.9,94.2,31.0,115.4,1
1820748,129.1,79.3,26.0,43.0,0
1820749,165.4,77.6,75.0,125.5,1
1820750,112.5,57.9,43.0,127.6,1
1820751,184.7,120.5,61.0,100.0,1
1820752,148.0,99.1,47.0,114.7,1
1820753,106.0,96.2,46.0,123.5,1
1820754,105.0,112.0,33.0,83.0,0
1820755,135.0,71.4,27.0,158.5,1
1820756,115.0,121.1,52.0,110.2,0
1820757,144.9,122.4,47.0,145.1,1
1820758,151.8,101.4,24.0,98.3,1
1820759,114.1,86.4,45.0,104.8,1
1820760,82.1,103.9,70.0,106.6,0
1820761,91.0,144.5,61.0,97.5,0
1820762,110.7,93.0,59.0,78.6,0
1820763,84.6,86.6,47.0,91.6,0
1820764,113.3,104.2,70.0,170.2,0
1820765,136.0,78.2,45.0,135.6,0
1820766,89.9,66.9,39.0,97.7,1
1820767,103.8,73.4,34.0,105.1,0
1820768,81.8,102.5,36.0,94.5,0
1820769,152.0,114.0,41.0,128.1,1
1820770,157.3,108.1,35.0,109.3,1
1820771,92.2,76.8,62.0,69.5,0
1820772,63.7,114.9,28.0,165.8,0
1820773,81.0,130.0,43.0,59.7,0
1820774,157.7,66.4,50.0,97.1,1
1820775,66.9,91.1,71.0,142.5,0
1820776,140.2,118.0,38.0,153.4,1
1820777,110.8,85.1,59.0,146.0,1
1820778,93.6,75.6,36.0,130.0,0
1820779,137.5,93.7,46.0,84.6,0
1820780,71.9,54.2,55.0,84.5,0
1820781,142.6,89.1,52.0,138.2,1
1820782,133.7,91.8,40.0,154.0,0
1820783,140.0,98.6,32.0,128.0,1
1820784,127.7,80.6,28.0,124.5,1
1820785,103.3,89.0,53.0,146.5,1
1820786,121.4,115.0,62.0,80.1,1
1820787,144.7,76.2,43.0,108.0,1
1820788,92.7,145.7,75.0,125.6,0
1820789,93.4,92.6,24.0,86.5,0
1820790,110.2,115.3,27.0,168.2,0
1820791,157.2,115.1,59.0,129.0,1
1820792,138.5,110.0,40.0,144.1,1
1820793,126.6,131.3,43.0,116.5,0
1820794,175.1,114.8,23.0,100.7,1
1820795,130.5,88.8,51.0,98.6,1
1820796,167.4,122.2,14.0,98.3,0
1820797,139.5,113.4,40.0,74.4,0
1820798,94.4,146.0,13.0,140.9,0
1820799,106.1,123.3,45.0,91.0,1
1820800,190.1,96.8,46.0,177.8,1
1820801,106.4,55.7,35.0,184.6,1
1820802,86.3,161.4,50.0,142.0,1
1820803,140.4,111.3,43.0,140.9,1
1820804,87.9,90.0,49.0,130.7,0
1820805,143.9,104.7,34.0,147.6,0
1820806,104.3,140.6,50.0,84.9,0
1820807,90.0,71.7,47.0,138.5,1
1820808,106.5,89.7,76.0,158.7,1
1820809,175.0,93.6,18.0,92.2,1
1820810,156.8,132.8,51.0,98.4,0
1820811,125.4,,14.0,146.4,1
1820812,120.0,69.6,27.0,200.1,1
1820813,85.8,63.0,39.0,80.1,0
1820814,92.7,129.2,13.0,137.1,1
1820815,106.0,132.7,33.0,79.3,0
1820816,106.1,61.2,26.0,128.4,0
1820817,145.1,107.4,68.0,163.9,1
1820818,108.8,132.1,22.0,156.4,0
1820819,177.7,114.5,19.0,197.1,0
1820820,92.1,109.7,62.0,122.1,0
1820821,120.1,87.2,62.0,90.7,0
1820822,113.0,98.4,52.0,139.2,0
1820823,104.3,80.1,56.0,149.2,0
1820824,114.7,121.4,27.0,69.0,1
1820825,135.5,78.0,42.0,149.6,0
1820826,128.3,106.7,36.0,126.1,0
1820827,151.1,102.8,54.0,128.6,1
1820828,156.2,90.9,50.0,83.0,0
1820829,134.8,70.8,37.0,131.6,0
1820830,103.8,83.3,40.0,175.3,0
1820831,115.3,141.5,31.0,106.8,0
1820832,164.0,79.6,38.0,103.9,0
1820833,129.1,66.8,55.0,113.3,1
1820834,162.0,107.2,57.0,149.5,1
1820835,154.1,108.8,17.0,113.6,1
1820836,126.2,48.8,18.0,149.4,0
1820837,152.8,113.9,53.0,116.0,1
1820838,105.0,84.0,37.0,116.6,0
1820839,128.7,138.4,40.0,133.9,0
1820840,79.3,62.6,15.0,149.0,0
1820841,149.0,125.7,49.0,115.5,1
1820842,122.3,100.9,48.0,171.1,1
1820843,168.9,86.9,52.0,141.2,1
1820844,129.8,103.4,72.0,162.5,1
1820845,140.1,62.0,23.0,108.2,1
1820846,71.1,98.4,66.0,124.2,0
1820847,96.7,108.3,42.0,160.4,0
1820848,123.3,54.0,25.0,170.0,1
1820849,210.5,130.0,53.0,116.7,1
1820850,89.3,112.7,57.0,96.5,1
1820851,185.3,122.5,44.0,120.4,1
1820852,151.7,139.1,35.0,119.1,1
1820853,108.9,115.2,44.0,125.2,0
1820854,111.5,119.0,11.0,127.1,1
1820855,120.8,102.7,33.0,114.4,0
1820856,81.6,59.4,32.0,156.8,1
1820857,107.0,89.8,62.0,93.4,0
1820858,117.4,,40.0,122.7,1
1820859,103.9,72.5,62.0,118.2,0
1820860,123.6,124.6,39.0,124.3,0
1820861,96.3,77.9,22.0,82.7,0
1820862,65.9,101.0,25.0,113.7,0
1820863,111.2,82.0,52.0,139.2,0
1820864,152.5,108.9,22.0,101.3,0
1820865,122.0,62.3,36.0,88.8,0
1820866,81.8,78.5,56.0,135.6,0
1820867,157.2,112.6,31.0,176.1,0
1820868,90.1,98.8,30.0,102.4,0
1820869,114.9,113.8,39.0,155.1,0
1820870,99.0,84.1,24.0,144.8,0
1820871,120.1,114.0,50.0,89.0,0
1820872,128.6,119.7,41.0,118.9,0
1820873,118.5,112.3,26.0,128.6,0
1820874,121.2,118.2,37.0,112.8,1
1820875,106.1,109.7,29.0,136.9,1
1820876,119.4,133.8,42.0,147.2,0
1820877,130.5,107.5,26.0,158.3,1
1820878,98.4,56.3,54.0,117.9,0
1820879,108.7,63.5,41.0,140.0,1
1820880,128.8,131.8,18.0,111.1,0
1820881,131.3,,25.0,157.5,1
1820882,98.8,95.8,33.0,116.0,0
1820883,151.9,75.7,24.0,114.1,1
1820884,117.7,130.1,54.0,94.8,1
1820885,95.0,81.7,44.0,126.2,0
1820886,117.4,97.2,28.0,147.7,0
1820887,164.4,117.4,45.0,135.2,1
1820888,131.0,110.5,29.0,115.4,0
1820889,140.4,112.2,43.0,136.9,1
1820890,88.1,96.5,39.0,143.8,1
1820891,148.2,70.8,37.0,151.6,0
1820892,84.3,89.3,29.0,77.3,1
1820893,110.2,91.7,41.0,138.4,1
1820894,126.7,108.8,20.0,116.4,0
1820895,42.2,138.4,36.0,107.8,1
1820896,137.1,116.1,41.0,127.3,1
1820897,121.4,88.0,32.0,155.7,1
1820898,102.4,160.1,52.0,183.4,1
1820899,165.5,87.7,47.0,144.5,0
1820900,151.3,87.6,67.0,100.8,1
1820901,99.2,71.8,41.0,128.7,0
1820902,95.5,80.3,33.0,43.2,0
1820903,106.6,70.3,65.0,128.3,0
1820904,115.0,113.8,41.0,150.9,1
1820905,73.4,142.6,41.0,89.5,1
1820906,101.9,169.7,67.0,135.0,1
1820907,125.7,122.1,41.0,115.3,0
1820908,83.2,108.0,27.0,94.5,1
1820909,119.5,120.4,50.0,151.7,1
1820910,150.9,116.8,45.0,152.6,0
1820911,157.1,84.4,26.0,67.5,1
1820912,90.3,102.4,83.0,73.6,0
1820913,144.7,92.7,40.0,149.4,1
1820914,142.9,127.8,28.0,140.4,0
1820915,107.0,104.7,39.0,149.9,1
1820916,143.8,92.4,27.0,137.2,1
1820917,183.6,125.0,50.0,131.4,1
1820918,100.5,136.3,45.0,99.6,0
1820919,126.3,90.9,35.0,141.9,1
1820920,125.4,56.0,18.0,91.6,0
1820921,126.0,75.0,22.0,64.5,0
1820922,139.3,124.3,22.0,125.7,1
1820923,115.3,117.8,47.0,119.3,1
1820924,78.9,119.8,35.0,95.1,0
1820925,91.2,74.8,52.0,134.1,1
1820926,156.6,86.6,45.0,136.4,1
1820927,99.0,95.7,50.0,142.3,0
1820928,144.7,137.3,19.0,63.0,1
1820929,105.2,108.1,20.0,151.1,0
1820930,114.2,140.5,66.0,152.4,1
1820931,114.5,107.1,87.0,101.7,0
1820932,108.2,49.5,59.0,116.2,1
1820933,118.6,80.6,43.0,108.5,0
1820934,101.6,57.4,54.0,109.0,0
1820935,88.1,112.1,57.0,66.2,1
1820936,151.7,105.5,34.0,160.5,1
1820937,88.9,126.9,20.0,92.0,0
1820938,94.2,107.7,36.0,177.3,0
1820939,85.3,173.8,20.0,146.4,0
1820940,81.8,53.5,54.0,196.2,1
1820941,137.7,90.2,60.0,122.9,1
1820942,93.9,75.5,10.0,111.6,0
1820943,131.4,93.5,47.0,174.0,1
1820944,134.1,132.1,56.0,163.2,1
1820945,111.1,103.2,38.0,76.9,0
1820946,117.5,112.6,49.0,133.8,1
1820947,119.7,121.3,43.0,110.1,0
1820948,88.7,133.1,20.0,110.9,0
1820949,128.4,112.4,39.0,162.1,1
1820950,137.4,127.5,9.0,112.5,0
1820951,91.9,103.4,46.0,153.4,0
1820952,135.2,104.5,40.0,145.7,0
1820953,146.2,124.7,63.0,115.6,0
1820954,105.5,89.6,23.0,163.3,1
1820955,147.0,90.6,64.0,127.2,1
1820956,76.4,136.6,23.0,127.5,0
1820957,122.2,76.7,65.0,190.1,1
1820958,140.4,114.4,58.0,130.7,1
1820959,144.4,92.0,38.0,100.5,1
1820960,127.4,69.0,63.0,129.7,1
1820961,88.3,148.0,36.0,121.4,0
1820962,132.1,82.0,25.0,145.2,1
1820963,156.3,141.0,32.0,120.8,0
1820964,91.1,93.8,60.0,105.1,0
1820965,105.0,,39.0,135.5,1
1820966,131.3,92.4,54.0,136.4,0
1820967,133.8,90.8,41.0,111.4,1
1820968,128.3,111.1,45.0,77.9,0
1820969,106.3,98.9,21.0,101.9,0
1820970,106.4,113.7,45.0,98.3,0
1820971,120.6,97.3,36.0,122.1,1
1820972,56.3,129.7,38.0,124.5,0
1820973,160.6,67.6,45.0,92.8,1
1820974,121.9,93.1,60.0,156.9,1
1820975,110.0,97.6,19.0,96.4,0
1820976,116.3,110.5,61.0,109.7,0
1820977,87.9,81.2,48.0,173.6,1
1820978,56.9,50.9,27.0,183.0,1
1820979,143.4,115.4,44.0,125.9,1
1820980,131.4,91.6,24.0,165.1,1
1820981,160.9,103.1,42.0,139.4,1
1820982,95.9,117.8,46.0,104.7,0
1820983,94.7,133.3,47.0,106.9,0
1820984,133.0,109.0,55.0,92.3,0
1820985,145.6,99.1,40.0,145.5,1
1820986,106.2,127.4,49.0,93.0,0
1820987,115.1,109.2,46.0,108.0,0
1820988,132.9,53.3,33.0,115.3,0
1820989,96.8,119.4,45.0,77.3,1
1820990,123.0,176.3,40.0,117.9,0
1820991,113.3,82.4,42.0,104.6,0
1820992,106.2,80.0,46.0,63.2,0
1820993,138.0,103.4,40.0,73.3,0
1820994,90.0,93.3,37.0,93.4,0
1820995,119.0,101.8,48.0,130.1,1
1820996,110.3,96.2,46.0,93.4,0
1820997,167.5,85.7,45.0,124.5,1
1820998,147.6,89.0,23.0,80.8,1
1820999,131.6,118.7,29.0,103.3,0
1821000,115.9,95.2,28.0,115.6,0
