ReportID,FormulaCount,ReferenceCount,PlagiarismRatio_Percent,ReportGrade,PeerReviewScore
1780581,62.5,106.7,44.8,64.6,6.0
1780582,99.5,78.6,50.1,70.3,6.9
1780583,125.7,88.9,27.8,86.9,5.9
1780584,58.8,83.8,63.0,121.4,7.8
1780585,136.7,64.5,67.4,121.6,7.4
1780586,108.3,122.2,62.6,92.4,7.7
1780587,129.5,108.8,45.5,107.1,5.8
1780588,90.9,106.8,47.4,85.2,8.3
1780589,96.2,123.0,41.6,94.1,6.8
1780590,129.7,146.0,25.3,136.7,8.9
1780591,76.0,111.3,27.6,136.8,8.6
1780592,159.8,123.7,62.2,143.1,9.0
1780593,96.2,144.0,49.5,98.9,4.9
1780594,67.8,101.0,41.4,87.1,8.4
1780595,116.1,38.7,41.2,115.7,6.0
1780596,97.8,83.7,38.4,128.4,6.7
1780597,54.5,151.1,41.6,103.0,6.4
1780598,109.8,88.0,70.1,90.8,6.9
1780599,116.1,116.1,40.8,102.6,8.5
1780600,136.3,122.5,41.8,37.9,7.8
1780601,98.9,75.0,38.9,106.7,6.4
1780602,107.2,74.0,74.9,116.5,7.2
1780603,136.2,113.2,45.9,95.5,8.1
1780604,53.2,91.3,45.0,117.4,7.3
1780605,93.6,66.2,47.5,83.9,7.3
1780606,92.8,101.5,37.2,104.8,6.8
1780607,101.3,123.1,53.5,144.1,7.1
1780608,123.6,104.6,64.7,92.5,6.9
1780609,80.3,104.5,35.4,114.4,7.5
1780610,158.6,76.2,48.4,74.2,6.7
1780611,90.8,115.4,54.6,86.4,6.0
1780612,107.0,124.9,56.7,96.4,5.6
1780613,114.2,120.0,39.4,67.9,7.3
1780614,69.0,53.8,15.7,73.2,7.9
1780615,64.9,144.9,32.5,78.9,7.8
1780616,113.3,129.2,50.7,130.0,7.0
1780617,117.6,112.0,49.0,83.2,6.9
1780618,94.3,77.2,43.1,80.5,4.0
1780619,132.8,148.8,41.8,121.9,7.0
1780620,82.9,139.8,57.5,107.5,5.2
1780621,110.1,57.3,48.2,60.9,7.0
1780622,89.8,100.9,85.2,53.8,6.3
1780623,98.4,111.4,29.6,74.9,5.6
1780624,110.7,75.2,41.8,127.7,8.5
1780625,62.2,48.9,47.8,91.2,5.3
1780626,77.8,57.2,36.0,148.2,6.5
1780627,118.7,120.8,36.8,108.6,7.0
1780628,118.6,107.9,37.7,137.8,7.6
1780629,88.8,58.0,48.3,50.5,5.9
1780630,122.6,139.4,60.3,102.3,6.4
1780631,116.4,67.5,39.7,85.0,8.8
1780632,95.7,93.1,59.9,73.7,8.3
1780633,88.1,111.9,24.8,122.0,8.6
1780634,102.1,123.1,43.3,94.3,9.0
1780635,93.6,20.7,22.0,88.0,8.2
1780636,117.7,83.0,49.3,121.0,5.9
1780637,110.3,110.1,55.1,86.6,5.9
1780638,130.1,116.4,43.1,83.7,8.2
1780639,138.0,99.1,15.4,115.5,8.3
1780640,109.5,110.1,59.4,100.9,8.1
1780641,57.2,85.1,47.2,115.8,7.6
1780642,96.3,42.7,40.7,91.8,6.7
1780643,132.5,103.3,76.3,71.8,6.6
1780644,110.7,95.4,54.5,121.3,8.2
1780645,92.5,131.6,35.8,146.4,7.2
1780646,113.5,72.2,53.9,81.9,4.7
1780647,125.7,100.0,27.9,103.6,4.9
1780648,107.3,151.7,52.7,93.2,6.9
1780649,53.9,108.3,47.8,107.8,5.7
1780650,70.8,94.4,48.1,126.4,4.9
1780651,60.1,95.7,27.8,77.9,5.9
1780652,96.6,85.9,11.4,68.6,5.4
1780653,62.3,73.8,19.4,82.7,6.8
1780654,110.4,89.4,30.0,103.3,6.9
1780655,127.4,103.3,53.5,119.4,7.9
1780656,60.4,126.3,33.1,131.6,8.2
1780657,157.1,135.3,44.9,116.9,5.7
1780658,128.3,81.8,55.7,127.7,4.5
1780659,126.5,131.6,42.5,102.2,6.8
1780660,151.6,96.5,42.4,132.8,5.8
1780661,102.6,75.6,49.4,116.1,8.5
1780662,83.1,94.4,71.8,87.0,7.8
1780663,105.9,102.8,40.3,97.3,5.7
1780664,90.0,98.3,46.1,91.6,8.7
1780665,83.5,107.9,59.4,39.7,7.5
1780666,111.3,68.9,69.3,136.7,9.2
1780667,94.0,117.4,61.6,93.4,7.1
1780668,102.7,109.4,62.5,93.3,7.9
1780669,88.2,68.2,49.2,94.8,7.9
1780670,126.9,93.7,28.0,106.8,7.1
1780671,84.1,81.5,24.6,98.9,6.1
1780672,84.1,100.6,27.1,120.2,5.6
1780673,62.6,94.6,42.0,90.6,7.8
1780674,70.8,79.6,39.4,82.1,7.8
1780675,46.9,125.8,41.9,66.5,9.1
1780676,72.1,139.0,65.6,141.5,8.3
1780677,86.2,111.1,66.2,127.5,7.4
1780678,99.1,66.0,41.9,107.7,5.9
1780679,92.9,82.7,64.7,112.4,7.5
1780680,70.0,65.3,34.0,68.5,6.2
1780681,135.6,122.6,59.0,132.4,9.0
1780682,37.1,93.9,23.5,119.2,4.4
1780683,115.2,100.7,46.0,70.6,5.9
1780684,101.9,75.2,22.0,79.8,7.4
1780685,52.2,154.7,63.9,75.4,8.2
1780686,84.2,75.2,37.3,116.2,8.5
1780687,68.0,136.1,52.9,98.9,7.7
1780688,107.2,98.1,26.0,95.0,6.6
1780689,76.0,135.6,51.9,64.6,9.0
1780690,124.0,90.1,44.3,83.9,8.9
1780691,126.8,81.8,35.3,119.9,8.0
1780692,145.5,84.1,47.3,73.4,7.1
1780693,96.4,107.2,45.8,122.1,6.7
1780694,103.2,128.5,45.7,111.0,5.1
1780695,108.6,93.3,42.0,102.1,8.0
1780696,43.1,81.8,38.6,102.5,6.6
1780697,93.6,100.3,,102.5,9.4
1780698,132.2,103.5,18.8,96.3,6.4
1780699,107.7,121.3,29.8,113.1,5.6
1780700,67.3,95.7,58.7,91.0,5.1
1780701,109.2,119.0,56.8,102.9,8.8
1780702,105.1,75.9,57.7,25.2,8.9
1780703,63.4,102.4,41.1,102.4,8.0
1780704,71.9,73.2,41.8,138.8,9.3
1780705,127.0,103.3,26.4,36.4,7.9
1780706,61.9,69.1,48.8,82.0,7.6
1780707,92.0,92.2,54.2,95.4,7.3
1780708,133.4,145.5,26.9,63.1,7.4
1780709,94.5,123.0,3.7,82.6,7.2
1780710,115.8,144.1,25.1,108.6,9.3
1780711,138.9,83.7,30.1,67.4,2.4
1780712,88.3,141.1,75.2,109.8,9.0
1780713,106.2,61.0,21.1,101.1,8.4
1780714,127.4,129.5,57.7,148.7,4.1
1780715,114.6,70.2,64.4,106.4,3.5
1780716,127.6,94.0,28.2,146.9,9.0
1780717,95.2,84.7,,92.3,7.3
1780718,90.5,87.7,38.2,81.3,6.1
1780719,141.0,119.5,37.5,96.1,9.1
1780720,119.6,95.6,50.4,79.5,5.5
1780721,94.2,83.8,53.3,75.7,7.0
1780722,131.0,81.9,38.1,120.6,8.1
1780723,111.6,97.4,40.3,102.2,7.3
1780724,102.1,93.0,61.2,80.2,5.3
1780725,67.4,84.8,34.2,110.4,8.1
1780726,79.9,98.3,27.8,126.1,7.3
1780727,71.0,73.0,34.7,123.1,6.0
1780728,110.6,89.4,60.1,102.9,7.3
1780729,101.5,115.2,23.9,106.8,9.6
1780730,66.0,139.1,40.3,101.4,5.4
1780731,137.2,107.8,55.5,67.2,8.0
1780732,130.4,99.6,43.4,90.1,7.8
1780733,122.3,135.7,48.9,89.1,6.0
1780734,82.0,97.6,22.4,131.2,6.1
1780735,79.6,126.6,49.4,70.1,6.8
1780736,110.4,119.5,32.1,79.2,7.2
1780737,139.1,74.0,51.5,132.6,9.1
1780738,77.5,75.0,55.1,75.8,6.2
1780739,77.9,107.5,66.4,98.7,7.8
1780740,127.5,101.6,22.4,117.4,8.8
1780741,78.2,71.5,48.5,57.1,8.9
1780742,121.6,94.2,52.6,93.4,7.1
1780743,69.6,72.7,49.7,104.3,7.4
1780744,72.4,120.9,44.6,83.3,5.8
1780745,45.4,113.5,40.1,82.3,8.3
1780746,34.9,121.8,57.7,118.2,7.7
1780747,135.0,121.5,49.3,77.6,7.0
1780748,51.9,119.1,37.6,106.0,8.9
1780749,126.0,98.8,46.1,74.3,7.8
1780750,91.3,126.6,27.6,62.6,3.2
1780751,102.1,55.0,40.4,120.0,7.3
1780752,108.9,135.7,45.0,77.2,8.2
1780753,69.9,113.0,54.6,123.0,7.3
1780754,113.7,107.3,69.9,119.2,7.9
1780755,88.4,97.6,60.4,91.1,6.1
1780756,77.5,102.2,42.8,100.9,6.4
1780757,97.9,76.5,46.9,55.7,6.6
1780758,93.4,76.9,68.3,86.9,6.5
1780759,127.0,92.4,20.8,87.6,6.1
1780760,105.8,99.8,42.5,94.2,7.9
1780761,85.9,81.8,48.2,59.1,7.3
1780762,88.1,76.7,43.7,149.4,6.9
1780763,90.9,149.3,27.1,75.5,6.9
1780764,103.8,98.1,26.2,139.3,5.9
1780765,73.4,105.1,13.2,80.6,6.6
1780766,84.5,92.7,18.6,64.8,4.4
1780767,102.7,131.6,50.8,135.3,6.4
1780768,89.1,143.0,48.6,132.6,5.9
1780769,56.2,109.2,43.0,84.5,8.0
1780770,100.0,103.5,29.8,83.7,10.0
1780771,109.1,85.0,46.5,123.3,5.9
1780772,100.1,76.0,51.7,129.4,7.2
1780773,136.3,91.2,74.4,85.1,9.4
1780774,40.9,107.5,39.9,103.8,7.1
1780775,57.0,106.4,36.4,114.6,6.4
1780776,87.4,83.6,64.8,123.3,7.2
1780777,104.9,143.8,47.4,81.7,6.2
1780778,124.4,94.6,62.7,105.9,9.9
1780779,115.7,100.3,43.2,99.1,9.7
1780780,48.4,94.3,29.9,110.4,4.0
1780781,101.9,110.0,42.8,128.1,7.5
1780782,114.3,92.9,51.8,74.8,8.0
1780783,146.3,85.1,58.1,89.2,8.1
1780784,131.6,106.4,43.9,80.9,7.3
1780785,110.7,107.6,31.2,91.5,8.2
1780786,140.0,34.3,45.5,73.7,4.3
1780787,141.5,43.5,38.6,90.6,7.4
1780788,115.3,99.3,64.7,102.7,8.3
1780789,70.9,107.9,46.5,112.2,6.7
1780790,108.3,137.3,60.9,155.0,8.0
1780791,106.8,114.8,23.2,41.6,6.9
1780792,96.5,72.6,51.1,65.8,5.8
1780793,89.8,105.5,32.4,39.1,6.5
1780794,138.5,143.2,41.6,110.8,6.2
1780795,181.2,88.4,60.6,103.2,5.4
1780796,69.9,110.2,41.2,64.2,6.9
1780797,107.0,147.9,56.3,44.7,7.7
1780798,105.9,88.8,76.3,120.8,8.5
1780799,74.3,141.9,58.9,118.8,6.8
1780800,101.1,90.3,45.7,105.8,6.9
1780801,119.5,57.8,57.1,111.0,5.4
1780802,122.1,147.8,65.6,98.0,8.9
1780803,97.3,81.2,57.9,91.6,4.2
1780804,123.7,97.3,31.7,71.5,5.9
1780805,106.7,136.8,39.0,76.7,8.9
1780806,114.9,62.3,,80.2,5.0
1780807,124.5,132.0,51.4,77.8,5.6
1780808,133.2,72.1,56.8,109.9,8.5
1780809,83.2,85.8,45.6,73.9,8.0
1780810,119.2,105.3,47.1,71.9,10.0
1780811,66.2,87.4,74.4,94.1,10.0
1780812,76.3,119.4,33.7,92.2,2.8
1780813,113.6,119.6,,90.3,8.0
1780814,92.0,132.6,95.7,53.0,6.4
1780815,95.2,107.2,49.9,78.6,8.1
1780816,103.6,68.4,45.1,80.3,6.7
1780817,167.7,88.5,61.0,107.7,8.2
1780818,94.5,107.4,58.6,116.3,6.8
1780819,96.5,96.9,23.1,106.7,6.4
1780820,116.1,59.6,48.5,108.3,9.5
1780821,120.0,59.0,48.6,64.8,7.9
1780822,99.5,63.2,35.2,114.4,7.4
1780823,70.0,107.7,36.3,121.1,6.1
1780824,131.1,85.1,79.8,102.3,4.8
1780825,119.7,107.6,49.7,93.8,8.0
1780826,100.9,109.0,62.1,65.7,6.7
1780827,135.7,92.2,51.6,99.3,7.4
1780828,130.6,109.2,32.3,114.4,7.2
1780829,67.5,87.9,30.0,95.0,6.9
1780830,89.7,114.3,29.9,95.9,4.9
1780831,83.9,91.8,28.4,136.1,7.7
1780832,112.2,96.4,34.3,117.0,7.0
1780833,95.6,85.8,29.7,79.1,5.0
1780834,102.5,118.2,18.7,87.2,7.5
1780835,113.1,116.5,49.2,112.0,9.4
1780836,113.4,71.4,57.6,88.2,8.1
1780837,24.8,109.2,56.7,129.2,9.9
1780838,97.8,75.1,,73.1,7.7
1780839,138.0,84.6,65.0,119.7,8.9
1780840,119.0,124.5,0.0,109.7,5.0
1780841,136.7,75.8,34.6,116.2,5.8
1780842,116.4,74.1,43.4,145.5,6.1
1780843,109.7,138.5,67.5,88.4,4.3
1780844,110.7,86.4,63.9,107.7,7.0
1780845,119.5,92.7,43.4,100.0,7.5
1780846,132.6,58.7,36.9,84.0,6.0
1780847,103.1,124.1,2.2,85.1,5.6
1780848,100.7,113.2,47.3,126.1,5.1
1780849,127.0,90.5,47.0,60.1,4.5
1780850,96.8,95.3,55.5,92.5,6.4
1780851,82.1,124.6,61.4,99.1,6.3
1780852,81.0,85.4,40.8,94.2,7.4
1780853,104.9,149.2,57.1,128.3,7.6
1780854,104.3,60.3,15.3,114.5,8.4
1780855,123.2,81.7,77.1,100.0,5.7
1780856,121.1,85.1,12.5,119.0,10.0
1780857,96.5,117.1,35.0,97.2,7.9
1780858,56.0,87.9,26.5,88.1,7.8
1780859,54.5,131.1,49.2,101.7,5.7
1780860,44.3,106.3,54.7,110.2,4.7
1780861,63.8,101.6,28.7,136.7,10.0
1780862,91.6,122.6,64.5,100.8,8.3
1780863,131.7,82.8,35.6,110.0,8.3
1780864,132.7,153.5,46.5,166.2,8.4
1780865,99.2,80.8,58.8,91.0,8.0
1780866,149.6,105.8,31.8,104.9,5.9
1780867,93.2,121.5,18.4,104.8,9.3
1780868,57.2,128.5,23.3,110.5,4.3
1780869,127.8,91.0,40.4,106.5,8.0
1780870,121.6,75.0,34.0,101.3,8.8
1780871,92.8,77.9,37.8,73.6,7.7
1780872,97.1,110.7,34.8,115.9,5.8
1780873,94.8,122.6,53.6,109.2,5.7
1780874,118.3,82.5,45.8,65.7,10.0
1780875,95.5,123.0,30.3,104.4,5.7
1780876,97.1,108.3,39.4,66.8,6.8
1780877,72.6,88.8,46.5,121.1,7.1
1780878,71.6,88.3,55.5,153.0,7.3
1780879,90.8,106.9,43.6,93.9,7.0
1780880,76.2,119.2,21.9,65.9,10.0
1780881,99.8,104.0,60.4,122.8,8.9
1780882,133.1,105.6,22.4,105.5,5.0
1780883,108.0,80.2,40.4,83.5,8.5
1780884,103.8,76.9,38.7,105.7,8.0
1780885,111.1,101.7,51.5,83.7,5.1
1780886,92.0,95.4,37.2,115.7,7.8
1780887,100.0,89.5,22.8,66.3,8.6
1780888,43.6,82.4,41.5,108.3,8.2
1780889,136.3,131.1,41.2,109.0,7.8
1780890,119.7,106.7,42.2,142.3,8.8
1780891,116.2,83.4,56.1,33.4,8.3
1780892,124.3,104.8,50.7,72.7,6.8
1780893,87.6,105.8,29.5,83.2,4.3
1780894,90.1,96.0,19.5,119.0,9.4
1780895,98.6,104.7,44.7,107.6,7.5
1780896,74.4,66.8,42.4,103.2,6.2
1780897,104.3,67.7,42.2,76.1,6.0
1780898,103.4,109.3,43.8,95.0,6.9
1780899,54.2,114.5,48.9,132.0,9.2
1780900,84.2,135.4,60.6,99.7,6.6
1780901,69.1,79.7,48.6,123.0,8.7
1780902,73.0,83.4,57.3,95.0,7.8
1780903,105.6,79.5,74.8,103.9,7.4
1780904,101.5,120.8,58.7,87.1,7.5
1780905,72.5,73.7,50.9,42.3,8.5
1780906,156.4,100.2,31.3,118.6,10.0
1780907,115.3,83.3,30.7,104.0,5.8
1780908,78.0,89.4,25.7,71.2,6.4
1780909,119.8,74.9,25.0,65.6,7.9
1780910,130.5,105.6,48.5,69.4,9.4
1780911,105.0,110.1,42.5,93.7,5.4
1780912,112.3,76.9,43.6,112.8,6.1
1780913,90.3,98.7,34.4,89.9,6.1
1780914,94.9,79.0,52.2,34.1,6.0
1780915,83.4,72.7,54.7,87.4,5.5
1780916,53.2,116.9,28.5,76.4,6.4
1780917,120.1,60.9,30.3,81.8,5.6
1780918,119.3,95.4,45.1,100.4,8.4
1780919,112.8,57.8,9.8,79.4,6.8
1780920,92.3,73.6,75.2,91.1,7.5
1780921,110.8,88.1,40.4,120.2,6.6
1780922,69.3,116.4,66.7,108.6,8.3
1780923,130.1,105.5,31.2,101.9,3.7
1780924,116.5,145.6,31.8,105.8,7.7
1780925,108.6,96.0,44.8,120.5,4.8
1780926,130.6,85.2,50.6,94.7,6.4
1780927,98.9,119.8,31.5,120.0,7.3
1780928,96.6,108.3,57.0,90.1,2.6
1780929,58.9,119.9,50.5,92.5,7.1
1780930,72.6,104.0,28.2,146.6,6.7
1780931,91.6,112.4,40.2,121.3,9.4
1780932,77.9,139.5,44.4,131.2,7.9
1780933,109.7,88.9,31.6,101.1,6.1
1780934,115.5,120.8,32.4,110.7,8.8
1780935,122.3,133.3,47.4,123.3,6.1
1780936,119.5,121.5,43.9,132.7,8.2
1780937,116.4,112.1,34.4,87.7,6.3
1780938,95.4,133.1,45.9,107.3,7.6
1780939,119.5,110.6,,75.4,4.5
1780940,113.0,113.5,25.7,84.2,5.3
1780941,66.7,104.6,43.8,113.0,6.5
1780942,119.6,111.7,62.1,107.8,6.1
1780943,127.6,111.0,44.9,80.6,6.4
1780944,133.2,95.8,26.8,67.6,7.0
1780945,100.1,130.0,20.5,105.8,5.0
1780946,101.0,171.3,38.6,119.4,8.8
1780947,54.4,68.5,45.5,115.6,9.7
1780948,52.4,113.8,23.0,101.2,7.8
1780949,121.6,80.1,39.5,120.5,9.2
1780950,72.6,136.2,29.6,49.0,8.9
1780951,120.3,138.0,42.8,134.2,5.9
1780952,95.4,96.6,37.1,81.9,6.9
1780953,84.0,122.6,56.2,118.5,9.1
1780954,104.5,114.8,59.3,111.8,7.6
1780955,135.0,102.4,70.0,81.7,7.7
1780956,113.4,99.1,44.8,96.0,7.7
1780957,69.3,90.0,35.1,90.9,7.3
1780958,138.8,138.3,73.6,117.5,8.7
1780959,81.4,78.8,49.4,93.4,9.2
1780960,128.7,112.8,51.8,124.5,7.4
1780961,100.0,138.1,62.9,126.6,7.0
1780962,105.9,137.9,23.1,107.4,5.7
1780963,133.0,52.7,54.8,92.4,6.9
1780964,72.3,98.9,43.1,105.4,7.5
1780965,96.9,127.4,23.3,98.0,10.0
1780966,124.9,111.7,46.4,74.2,6.8
1780967,109.2,121.7,49.4,97.3,5.3
1780968,28.0,101.5,30.5,137.2,8.5
1780969,117.8,95.3,45.4,122.0,7.4
1780970,117.0,145.5,57.1,59.9,4.1
1780971,52.5,75.7,51.5,96.4,6.9
1780972,78.9,108.1,45.4,65.7,7.0
1780973,122.1,113.3,78.6,100.2,9.2
1780974,76.9,127.1,59.7,109.8,7.3
1780975,99.7,130.1,20.4,94.7,6.4
1780976,134.0,126.1,36.4,102.3,9.5
1780977,62.6,51.1,68.9,104.2,4.6
1780978,94.4,89.3,39.4,123.1,8.1
1780979,115.1,57.1,60.2,101.3,7.7
1780980,96.9,132.1,28.5,102.4,6.8
1780981,119.1,99.4,11.0,98.2,9.2
1780982,88.1,153.1,27.9,46.5,8.5
1780983,124.4,92.1,33.4,87.4,10.0
1780984,113.2,91.2,40.4,90.5,7.9
1780985,71.3,104.0,42.9,150.8,6.2
1780986,99.5,115.8,34.1,106.1,6.0
1780987,91.2,131.0,71.6,71.2,8.3
1780988,81.2,139.0,34.6,102.9,6.6
1780989,123.9,127.1,40.1,108.0,6.4
1780990,73.3,76.0,45.3,117.8,5.0
1780991,118.7,94.9,58.1,154.9,8.2
1780992,104.3,131.8,51.6,78.7,8.0
1780993,48.3,69.5,66.3,97.2,3.4
1780994,74.1,62.7,46.3,96.6,6.4
1780995,95.9,151.7,62.6,74.2,8.5
1780996,56.9,30.5,39.2,72.8,6.4
1780997,78.4,95.1,54.5,59.6,4.1
1780998,117.1,102.1,60.6,76.5,9.1
1780999,169.3,104.6,41.9,77.6,6.0
1781000,95.5,80.4,72.2,100.4,8.6
