TransactionID,ProductCategory,SizeMatch,DiscountApplied,PurchaseChannel,Returned
970634,Electronics,0.0,12.7,In-Store,No
970635,Footwear,1.0,41.5,Online,No
970636,Apparel,1.0,36.0,Online,No
970637,Electronics,1.0,2.4,In-Store,No
970638,Accessories,1.0,45.1,Online,No
970639,Accessories,1.0,35.2,Online,No
970640,Apparel,,56.4,Online,Yes
970641,Footwear,1.0,1.2,In-Store,No
970642,Footwear,1.0,45.0,Online,No
970643,Accessories,1.0,25.1,Online,No
970644,Footwear,1.0,46.4,In-Store,No
970645,Footwear,1.0,59.0,Online,No
970646,Electronics,1.0,25.1,Online,No
970647,Footwear,1.0,8.0,In-Store,No
970648,Apparel,1.0,36.4,Online,No
970649,Accessories,1.0,22.2,In-Store,No
970650,Accessories,1.0,46.0,In-Store,No
970651,Accessories,1.0,52.5,In-Store,Yes
970652,Accessories,1.0,1.9,In-Store,No
970653,Footwear,1.0,12.5,In-Store,No
970654,Apparel,1.0,36.8,Online,No
970655,Accessories,1.0,44.8,In-Store,No
970656,Footwear,0.0,43.0,Online,No
970657,Electronics,1.0,40.7,In-Store,No
970658,Accessories,0.0,59.5,Online,No
970659,Footwear,0.0,42.4,In-Store,No
970660,Accessories,1.0,43.7,Online,No
970661,Electronics,1.0,34.5,Online,No
970662,Accessories,1.0,2.9,In-Store,No
970663,Electronics,1.0,39.1,Online,No
970664,Accessories,1.0,50.3,Online,No
970665,Apparel,0.0,56.4,In-Store,No
970666,Footwear,1.0,58.2,Online,No
970667,Electronics,1.0,25.2,In-Store,Yes
970668,Apparel,0.0,37.8,Online,Yes
970669,Footwear,1.0,20.7,Online,No
970670,Accessories,1.0,2.1,Online,No
970671,Accessories,1.0,1.2,Online,No
970672,Apparel,1.0,55.6,Online,No
970673,Apparel,1.0,5.0,Online,No
970674,Electronics,1.0,9.0,In-Store,No
970675,Footwear,1.0,6.7,Online,No
970676,Accessories,1.0,54.7,In-Store,No
970677,Accessories,1.0,39.6,In-Store,No
970678,Apparel,1.0,10.0,Online,No
970679,Footwear,0.0,39.9,Online,Yes
970680,Accessories,1.0,15.7,Online,No
970681,Electronics,1.0,0.2,In-Store,No
970682,Accessories,1.0,11.4,Online,Yes
970683,Apparel,1.0,45.9,Online,Yes
970684,Footwear,1.0,1.5,In-Store,No
970685,Accessories,0.0,30.1,In-Store,No
970686,Apparel,1.0,17.4,In-Store,No
970687,Electronics,0.0,52.6,In-Store,Yes
970688,Accessories,0.0,18.8,Online,Yes
970689,Accessories,1.0,34.0,In-Store,No
970690,Apparel,1.0,24.9,Online,No
970691,Footwear,0.0,53.0,In-Store,No
970692,Accessories,1.0,12.2,In-Store,No
970693,Apparel,1.0,28.7,In-Store,No
970694,Electronics,1.0,18.5,Online,No
970695,Footwear,1.0,12.7,Online,No
970696,Electronics,1.0,31.0,In-Store,Yes
970697,Apparel,0.0,25.0,Online,No
970698,Electronics,1.0,53.5,Online,Yes
970699,Apparel,1.0,35.8,Online,No
970700,Accessories,0.0,52.2,Online,No
970701,Apparel,1.0,37.6,Online,No
970702,Apparel,1.0,24.5,Online,No
970703,Electronics,1.0,51.1,Online,No
970704,Footwear,1.0,31.4,Online,Yes
970705,Apparel,1.0,40.6,Online,No
970706,Apparel,1.0,55.8,Online,No
970707,Electronics,1.0,9.2,In-Store,No
970708,Footwear,0.0,33.7,Online,No
970709,Electronics,1.0,32.9,Online,No
970710,Apparel,1.0,46.9,In-Store,No
970711,Footwear,1.0,21.2,In-Store,No
970712,Footwear,1.0,26.5,Online,No
970713,Apparel,1.0,39.1,Online,No
970714,Accessories,0.0,42.2,Online,Yes
970715,Accessories,1.0,28.9,Online,Yes
970716,Electronics,1.0,26.0,Online,No
970717,Footwear,1.0,17.6,In-Store,No
970718,Apparel,0.0,19.0,Online,No
970719,Accessories,1.0,26.1,Online,No
970720,Accessories,1.0,28.8,Online,Yes
970721,Footwear,1.0,40.5,In-Store,No
970722,Apparel,1.0,58.7,In-Store,No
970723,Apparel,1.0,54.2,Online,No
970724,Electronics,1.0,53.4,Online,No
970725,Apparel,1.0,42.4,Online,No
970726,Footwear,1.0,37.9,In-Store,No
970727,Footwear,1.0,17.7,Online,No
970728,Footwear,1.0,24.8,Online,No
970729,Footwear,1.0,39.0,In-Store,No
970730,Accessories,1.0,38.6,Online,No
970731,Electronics,,18.3,In-Store,No
970732,Electronics,0.0,33.3,In-Store,Yes
970733,Electronics,1.0,55.2,Online,No
970734,Electronics,1.0,26.1,Online,No
970735,Accessories,1.0,27.3,In-Store,No
970736,Electronics,1.0,8.8,Online,No
970737,Electronics,1.0,13.3,Online,No
970738,Footwear,1.0,43.3,Online,No
970739,Apparel,1.0,23.7,In-Store,No
970740,Accessories,0.0,13.2,Online,No
970741,Electronics,1.0,5.4,In-Store,No
970742,Electronics,1.0,44.4,Online,No
970743,Footwear,,42.4,Online,No
970744,Apparel,,10.0,Online,No
970745,Electronics,0.0,14.0,In-Store,Yes
970746,Accessories,1.0,55.3,Online,No
970747,Apparel,1.0,24.7,Online,No
970748,Apparel,1.0,19.6,Online,No
970749,Footwear,1.0,15.5,Online,Yes
970750,Apparel,1.0,46.6,In-Store,No
970751,Electronics,,12.5,Online,No
970752,Accessories,1.0,27.1,Online,No
970753,Footwear,1.0,12.3,In-Store,No
970754,Apparel,1.0,3.1,Online,Yes
970755,Accessories,1.0,11.3,In-Store,No
970756,Electronics,1.0,45.4,Online,No
970757,Accessories,1.0,42.6,In-Store,No
970758,Electronics,1.0,34.2,In-Store,Yes
970759,Accessories,1.0,51.9,In-Store,No
970760,Footwear,1.0,20.4,Online,No
970761,Accessories,1.0,50.2,Online,No
970762,Footwear,1.0,7.4,In-Store,No
970763,Footwear,1.0,23.9,Online,No
970764,Accessories,1.0,40.8,Online,Yes
970765,Accessories,1.0,44.7,Online,No
970766,Electronics,,47.7,Online,No
970767,Footwear,1.0,22.0,In-Store,No
970768,Electronics,0.0,1.3,Online,No
970769,Footwear,0.0,7.4,In-Store,No
970770,Accessories,1.0,50.5,Online,No
970771,Electronics,1.0,44.5,Online,No
970772,Accessories,1.0,20.2,Online,No
970773,Apparel,1.0,20.4,Online,No
970774,Apparel,1.0,8.7,Online,Yes
970775,Accessories,1.0,57.9,In-Store,No
970776,Accessories,1.0,48.5,Online,No
970777,Apparel,1.0,42.1,Online,No
970778,Electronics,1.0,20.4,Online,No
970779,Electronics,1.0,11.2,Online,No
970780,Accessories,1.0,29.9,In-Store,No
970781,Apparel,1.0,4.9,Online,No
970782,Electronics,1.0,1.9,Online,No
970783,Footwear,1.0,17.3,In-Store,No
970784,Accessories,1.0,42.7,In-Store,No
970785,Apparel,1.0,53.1,In-Store,No
970786,Accessories,1.0,58.2,In-Store,No
970787,Electronics,0.0,40.8,Online,No
970788,Apparel,1.0,31.7,Online,No
970789,Footwear,1.0,37.7,Online,No
970790,Accessories,1.0,10.8,Online,No
970791,Accessories,0.0,41.0,Online,No
970792,Footwear,1.0,10.8,Online,No
970793,Apparel,1.0,42.6,In-Store,No
970794,Electronics,1.0,11.7,Online,No
970795,Apparel,1.0,47.8,Online,No
970796,Apparel,1.0,43.4,In-Store,No
970797,Footwear,1.0,59.9,Online,No
970798,Footwear,1.0,56.3,Online,No
970799,Footwear,1.0,21.4,Online,No
970800,Electronics,1.0,51.7,Online,No
970801,Footwear,1.0,48.4,In-Store,No
970802,Apparel,1.0,8.5,Online,No
970803,Apparel,1.0,40.0,Online,No
970804,Apparel,1.0,42.6,Online,No
970805,Electronics,1.0,13.8,Online,No
970806,Footwear,1.0,44.3,Online,Yes
970807,Footwear,1.0,13.8,Online,No
970808,Accessories,0.0,4.2,In-Store,No
970809,Footwear,1.0,56.2,In-Store,No
970810,Footwear,1.0,57.4,Online,No
970811,Accessories,1.0,8.0,Online,No
970812,Electronics,1.0,27.0,Online,No
970813,Apparel,1.0,46.4,Online,No
970814,Footwear,1.0,59.7,Online,No
970815,Footwear,0.0,41.9,Online,No
970816,Electronics,1.0,11.9,Online,No
970817,Accessories,1.0,54.4,In-Store,Yes
970818,Apparel,1.0,43.9,Online,No
970819,Accessories,0.0,27.4,In-Store,No
970820,Footwear,1.0,33.6,Online,No
970821,Electronics,1.0,55.6,Online,Yes
970822,Apparel,1.0,34.0,In-Store,No
970823,Apparel,1.0,18.7,Online,No
970824,Electronics,1.0,15.4,Online,No
970825,Footwear,1.0,2.9,In-Store,No
970826,Accessories,0.0,10.8,Online,No
970827,Electronics,1.0,28.2,Online,No
970828,Apparel,1.0,29.3,In-Store,No
970829,Accessories,1.0,47.6,Online,No
970830,Apparel,1.0,37.6,In-Store,No
970831,Apparel,1.0,52.8,Online,No
970832,Accessories,1.0,11.7,In-Store,No
970833,Apparel,1.0,45.4,Online,Yes
970834,Apparel,1.0,16.6,Online,No
970835,Accessories,1.0,24.9,Online,Yes
970836,Footwear,1.0,36.4,Online,No
970837,Electronics,1.0,1.4,Online,No
970838,Electronics,1.0,32.7,In-Store,No
970839,Footwear,0.0,56.2,Online,No
970840,Footwear,1.0,32.2,Online,No
970841,Electronics,1.0,31.0,In-Store,No
970842,Accessories,1.0,25.6,Online,No
970843,Footwear,1.0,50.3,Online,No
970844,Accessories,1.0,43.3,Online,No
970845,Electronics,1.0,35.5,Online,No
970846,Footwear,0.0,59.6,Online,Yes
970847,Apparel,1.0,5.2,Online,No
970848,Accessories,1.0,3.6,In-Store,No
970849,Electronics,1.0,50.6,Online,No
970850,Electronics,1.0,53.5,Online,No
970851,Electronics,1.0,18.6,Online,No
970852,Accessories,1.0,1.6,In-Store,No
970853,Electronics,1.0,15.0,Online,No
970854,Footwear,1.0,52.6,Online,Yes
970855,Electronics,1.0,19.9,In-Store,No
970856,Footwear,1.0,45.3,In-Store,No
970857,Electronics,1.0,44.4,Online,No
970858,Footwear,1.0,45.1,In-Store,No
970859,Apparel,1.0,13.4,In-Store,No
970860,Electronics,0.0,39.3,Online,No
970861,Apparel,1.0,11.2,In-Store,No
970862,Electronics,1.0,55.6,Online,Yes
970863,Accessories,1.0,55.8,In-Store,No
970864,Accessories,1.0,31.8,In-Store,No
970865,Apparel,1.0,44.6,Online,No
970866,Accessories,1.0,41.1,In-Store,No
970867,Footwear,0.0,9.8,In-Store,No
970868,Footwear,1.0,24.5,In-Store,No
970869,Footwear,0.0,8.8,Online,No
970870,Apparel,1.0,47.6,In-Store,Yes
970871,Apparel,1.0,27.1,Online,No
970872,Apparel,1.0,41.5,Online,No
970873,Footwear,0.0,53.3,Online,Yes
970874,Footwear,1.0,0.2,Online,No
970875,Electronics,1.0,51.8,Online,No
970876,Accessories,1.0,32.3,Online,Yes
970877,Apparel,1.0,24.6,Online,No
970878,Footwear,1.0,48.6,Online,Yes
970879,Accessories,1.0,3.9,Online,No
970880,Accessories,1.0,31.0,Online,No
970881,Accessories,1.0,17.8,Online,Yes
970882,Footwear,1.0,45.3,In-Store,No
970883,Accessories,1.0,24.7,Online,No
970884,Electronics,1.0,30.8,Online,No
970885,Footwear,1.0,0.6,In-Store,No
970886,Accessories,1.0,47.6,In-Store,No
970887,Electronics,1.0,57.0,Online,Yes
970888,Apparel,1.0,4.5,Online,No
970889,Footwear,1.0,56.4,Online,No
970890,Footwear,1.0,31.3,In-Store,No
970891,Electronics,1.0,4.9,In-Store,No
970892,Accessories,1.0,42.4,Online,Yes
970893,Footwear,1.0,52.3,Online,No
970894,Footwear,1.0,19.6,In-Store,No
970895,Electronics,1.0,35.0,Online,No
970896,Footwear,1.0,48.9,Online,No
970897,Footwear,1.0,4.4,In-Store,No
970898,Electronics,1.0,54.8,In-Store,No
970899,Accessories,1.0,41.6,Online,No
970900,Apparel,1.0,23.1,In-Store,No
970901,Footwear,1.0,26.8,In-Store,No
970902,Accessories,1.0,49.5,Online,No
970903,Accessories,1.0,39.5,Online,Yes
970904,Apparel,1.0,1.8,Online,No
970905,Accessories,1.0,2.0,In-Store,No
970906,Accessories,1.0,37.5,Online,No
970907,Footwear,0.0,51.1,Online,Yes
970908,Apparel,1.0,21.0,In-Store,No
970909,Apparel,1.0,8.1,In-Store,No
970910,Footwear,,36.7,Online,No
970911,Accessories,1.0,41.1,Online,No
970912,Apparel,0.0,43.3,Online,Yes
970913,Apparel,1.0,27.1,Online,No
970914,Footwear,1.0,6.4,Online,No
970915,Accessories,1.0,46.9,Online,No
970916,Apparel,1.0,42.9,In-Store,No
970917,Accessories,1.0,48.2,In-Store,No
970918,Electronics,1.0,22.0,Online,No
970919,Accessories,1.0,5.9,Online,No
970920,Apparel,1.0,47.1,Online,No
970921,Electronics,1.0,19.9,Online,Yes
970922,Accessories,1.0,16.8,Online,Yes
970923,Footwear,1.0,1.3,Online,No
970924,Electronics,1.0,22.2,In-Store,No
970925,Footwear,1.0,32.3,In-Store,No
970926,Accessories,0.0,8.7,Online,No
970927,Apparel,1.0,22.8,Online,No
970928,Footwear,0.0,59.9,In-Store,Yes
970929,Apparel,1.0,48.8,In-Store,No
970930,Electronics,1.0,25.8,In-Store,No
970931,Accessories,1.0,49.8,Online,No
970932,Accessories,1.0,14.6,In-Store,No
970933,Electronics,1.0,1.6,Online,No
970934,Accessories,0.0,53.2,Online,Yes
970935,Accessories,1.0,14.1,Online,Yes
970936,Footwear,1.0,4.4,In-Store,No
970937,Accessories,1.0,21.8,Online,No
970938,Electronics,1.0,59.8,In-Store,No
970939,Electronics,1.0,29.3,Online,No
970940,Accessories,1.0,13.5,In-Store,No
970941,Accessories,0.0,45.7,Online,No
970942,Footwear,1.0,21.8,Online,Yes
970943,Electronics,1.0,38.4,Online,No
970944,Footwear,1.0,28.2,Online,No
970945,Electronics,0.0,52.7,Online,No
970946,Footwear,1.0,30.5,Online,No
970947,Electronics,0.0,14.7,Online,No
970948,Electronics,1.0,40.6,In-Store,No
970949,Footwear,1.0,42.9,Online,No
970950,Accessories,1.0,33.0,Online,No
970951,Accessories,1.0,33.8,In-Store,No
970952,Footwear,1.0,28.8,In-Store,No
970953,Footwear,0.0,57.7,In-Store,Yes
970954,Accessories,1.0,12.3,Online,No
970955,Footwear,1.0,39.2,Online,No
970956,Footwear,1.0,35.9,Online,No
970957,Footwear,1.0,9.0,Online,No
970958,Footwear,0.0,1.5,In-Store,No
970959,Electronics,1.0,21.0,Online,No
970960,Footwear,1.0,46.9,Online,No
970961,Footwear,1.0,46.8,Online,No
970962,Accessories,1.0,31.4,In-Store,Yes
970963,Footwear,1.0,25.5,In-Store,No
970964,Electronics,1.0,9.6,Online,No
970965,Footwear,1.0,12.5,Online,No
970966,Footwear,1.0,20.8,In-Store,No
970967,Accessories,1.0,1.9,Online,No
970968,Apparel,1.0,38.4,Online,No
970969,Apparel,1.0,5.7,In-Store,No
970970,Footwear,1.0,51.8,In-Store,No
970971,Apparel,1.0,28.8,Online,No
970972,Footwear,1.0,45.6,Online,Yes
970973,Apparel,0.0,6.2,Online,Yes
970974,Electronics,0.0,21.6,Online,No
970975,Footwear,1.0,53.0,Online,No
970976,Accessories,1.0,37.5,In-Store,No
970977,Footwear,1.0,40.0,Online,No
970978,Apparel,1.0,38.3,Online,No
970979,Apparel,1.0,8.6,In-Store,No
970980,Accessories,1.0,17.3,In-Store,No
970981,Footwear,0.0,19.6,Online,Yes
970982,Apparel,0.0,57.4,Online,No
970983,Electronics,1.0,49.0,Online,Yes
970984,Electronics,1.0,0.3,Online,No
970985,Accessories,1.0,32.8,Online,No
970986,Apparel,1.0,34.6,In-Store,No
970987,Apparel,1.0,38.6,In-Store,No
970988,Apparel,1.0,11.8,Online,No
970989,Electronics,1.0,45.8,Online,No
970990,Accessories,1.0,58.4,Online,No
970991,Footwear,0.0,34.1,Online,No
970992,Apparel,1.0,57.5,Online,No
970993,Electronics,1.0,18.2,In-Store,No
970994,Accessories,1.0,15.3,In-Store,No
970995,Electronics,,38.4,Online,No
970996,Footwear,1.0,20.2,Online,No
970997,Accessories,1.0,10.8,In-Store,No
970998,Accessories,1.0,4.0,Online,No
970999,Electronics,1.0,3.4,Online,No
971000,Accessories,1.0,34.1,Online,No
