DamID,WaterInflowRate,ReservoirLevel_Meters,PowerGenerated_MWh,TurbineEfficiency_Percent,FloodWarningTriggered
1840633,41.0,2.6,27.9,52.5,0
1840634,18.7,29.8,47.8,31.6,1
1840635,36.6,6.9,78.4,48.3,0
1840636,46.9,8.3,61.6,63.6,1
1840637,54.6,0.4,27.7,67.6,0
1840638,42.4,3.7,33.1,55.5,0
1840639,25.9,9.3,54.0,60.8,0
1840640,24.6,2.6,34.3,28.5,0
1840641,61.4,6.6,52.0,40.4,0
1840642,49.4,6.9,60.4,34.7,1
1840643,47.9,3.4,25.2,61.1,0
1840644,54.4,15.7,50.7,44.6,0
1840645,39.1,5.9,62.5,45.8,0
1840646,40.2,8.0,48.7,53.2,0
1840647,54.9,5.2,61.3,63.7,0
1840648,71.2,13.1,42.2,63.5,1
1840649,51.1,6.5,3.8,39.6,1
1840650,34.5,0.3,27.6,65.1,0
1840651,36.9,12.7,64.9,33.8,0
1840652,56.3,2.1,42.4,23.1,1
1840653,51.7,7.7,53.6,55.9,1
1840654,52.4,8.5,42.0,41.9,1
1840655,59.6,4.3,64.9,39.6,1
1840656,62.3,1.9,48.7,26.1,1
1840657,75.0,1.2,45.0,47.1,0
1840658,44.8,6.8,27.4,30.5,1
1840659,46.1,1.1,52.2,8.8,1
1840660,21.5,13.5,58.9,24.3,1
1840661,49.4,10.1,54.6,66.3,0
1840662,40.9,2.0,43.2,33.6,1
1840663,1.2,2.5,76.3,39.0,1
1840664,42.6,26.8,72.1,47.9,1
1840665,38.5,0.9,58.8,58.0,0
1840666,47.2,7.1,65.7,56.3,0
1840667,25.2,1.7,32.8,44.0,0
1840668,37.6,1.6,59.6,57.4,0
1840669,38.2,26.1,45.7,36.2,0
1840670,33.7,17.1,34.8,52.9,1
1840671,31.7,1.3,47.7,47.0,0
1840672,53.2,20.9,64.2,54.7,0
1840673,72.1,15.6,60.9,29.6,0
1840674,47.4,7.5,43.7,47.5,1
1840675,47.9,4.5,39.8,58.6,0
1840676,72.4,6.3,67.1,57.4,0
1840677,33.3,1.2,39.7,58.7,0
1840678,68.2,3.9,26.2,41.8,0
1840679,58.4,6.4,52.1,36.5,0
1840680,30.0,9.5,52.9,51.7,0
1840681,54.7,11.8,38.2,54.0,0
1840682,33.1,8.4,37.4,26.3,1
1840683,17.1,17.5,44.4,62.0,0
1840684,57.4,0.6,54.3,35.0,1
1840685,54.2,7.0,48.5,48.6,0
1840686,29.6,2.8,43.0,60.4,1
1840687,46.1,18.3,39.6,65.8,0
1840688,36.4,12.4,39.6,54.2,0
1840689,49.6,10.6,39.8,42.3,0
1840690,87.8,9.7,35.2,52.9,1
1840691,34.9,3.8,28.2,19.0,1
1840692,58.4,3.7,46.6,35.8,1
1840693,56.9,17.8,46.6,38.7,0
1840694,43.0,0.4,53.9,43.6,0
1840695,31.0,30.8,18.9,62.6,1
1840696,46.8,2.5,34.7,57.4,0
1840697,52.7,1.4,32.8,40.1,0
1840698,25.5,13.8,43.7,35.6,1
1840699,59.1,3.6,33.2,60.2,0
1840700,66.9,13.8,38.3,28.0,0
1840701,48.0,21.6,52.7,38.1,0
1840702,28.9,11.1,46.9,69.3,0
1840703,41.4,34.1,48.9,54.7,0
1840704,31.0,1.7,63.1,37.2,1
1840705,69.0,7.3,55.5,61.1,0
1840706,61.5,4.4,25.3,27.1,1
1840707,34.2,5.7,16.9,35.7,0
1840708,54.1,52.8,58.3,39.1,1
1840709,42.3,6.8,71.4,34.1,1
1840710,41.9,7.4,35.2,35.0,0
1840711,63.0,3.3,80.2,43.4,0
1840712,37.2,5.9,44.6,36.3,1
1840713,24.7,1.9,42.8,51.0,1
1840714,15.9,7.3,70.0,65.8,0
1840715,62.2,1.7,56.2,35.8,1
1840716,30.4,8.2,35.8,33.2,1
1840717,44.3,8.9,58.1,41.9,0
1840718,15.3,15.6,42.0,68.6,0
1840719,55.7,11.8,38.1,42.1,1
1840720,42.1,0.3,16.7,49.1,1
1840721,44.5,0.5,32.0,17.2,0
1840722,26.7,0.7,44.7,42.4,0
1840723,55.9,1.4,53.1,50.5,0
1840724,42.2,1.3,31.1,67.8,0
1840725,67.5,,27.8,36.3,1
1840726,40.0,12.4,51.7,42.8,0
1840727,67.8,10.9,44.5,60.8,0
1840728,38.4,10.6,38.5,46.4,1
1840729,23.7,1.1,27.6,53.5,0
1840730,53.5,2.0,54.5,24.9,1
1840731,45.2,19.7,62.5,48.1,1
1840732,37.6,9.1,53.9,46.3,0
1840733,75.5,16.7,41.9,21.1,1
1840734,57.3,3.8,37.4,0.0,1
1840735,29.9,0.1,31.1,51.7,0
1840736,51.8,1.6,21.7,64.4,0
1840737,47.8,10.3,52.2,51.9,0
1840738,54.4,19.6,40.8,31.6,0
1840739,65.4,6.9,61.6,54.2,0
1840740,32.5,12.7,33.2,38.8,1
1840741,58.3,8.6,35.2,73.8,0
1840742,54.7,5.9,57.8,53.2,0
1840743,22.5,4.4,52.0,37.3,1
1840744,32.6,16.7,24.5,57.7,1
1840745,39.9,8.7,67.6,20.3,1
1840746,51.9,3.6,46.2,68.1,0
1840747,58.7,53.8,28.2,53.6,1
1840748,65.4,1.1,60.8,31.6,0
1840749,31.3,,48.6,43.4,0
1840750,56.1,8.4,32.3,55.9,0
1840751,74.8,9.0,45.5,70.4,0
1840752,38.7,1.8,23.1,65.9,1
1840753,47.0,28.8,70.2,36.7,1
1840754,53.9,12.1,39.0,47.7,0
1840755,43.4,8.9,13.8,40.4,0
1840756,18.9,4.4,63.6,11.5,1
1840757,48.7,29.3,53.1,32.4,0
1840758,36.8,15.1,69.3,34.6,1
1840759,61.3,9.7,47.7,70.2,0
1840760,50.7,2.9,49.7,80.1,0
1840761,37.1,5.0,27.8,39.7,0
1840762,78.4,24.3,62.2,32.0,0
1840763,38.0,12.6,38.5,26.5,1
1840764,5.9,1.5,23.5,27.9,1
1840765,56.4,19.3,41.6,37.4,0
1840766,23.9,9.1,41.8,31.8,1
1840767,67.4,4.3,56.0,33.5,0
1840768,66.5,2.1,30.3,25.4,1
1840769,35.3,,50.8,43.9,1
1840770,60.3,10.5,53.5,50.5,0
1840771,9.2,9.5,45.9,55.1,0
1840772,56.6,1.9,37.0,31.8,1
1840773,51.7,0.6,44.1,53.7,1
1840774,72.2,3.1,38.1,17.2,1
1840775,55.8,0.1,63.4,53.3,1
1840776,46.9,1.6,63.2,42.0,1
1840777,68.7,11.3,50.0,22.7,1
1840778,35.9,6.0,30.2,51.5,0
1840779,36.8,4.4,59.4,51.5,1
1840780,11.0,3.7,63.5,66.4,0
1840781,52.3,16.5,51.9,43.8,1
1840782,33.9,1.4,63.7,70.3,1
1840783,27.1,22.5,53.5,45.6,0
1840784,49.6,8.2,32.7,57.0,0
1840785,48.9,6.8,58.9,41.4,1
1840786,42.8,2.8,29.2,54.6,1
1840787,45.5,8.2,64.9,43.4,0
1840788,44.4,7.6,41.6,20.8,1
1840789,43.2,5.5,37.6,56.7,0
1840790,31.2,1.4,27.4,62.6,0
1840791,23.0,0.3,32.2,31.7,1
1840792,46.6,0.1,41.3,57.8,0
1840793,39.6,9.4,50.0,37.8,0
1840794,58.6,0.1,36.0,54.5,0
1840795,55.4,5.4,56.2,41.8,1
1840796,55.0,1.0,50.5,54.5,0
1840797,43.6,9.7,48.8,26.1,0
1840798,48.0,6.3,45.4,33.7,1
1840799,38.3,7.8,36.5,62.5,0
1840800,58.0,0.3,42.7,46.2,1
1840801,45.9,0.2,26.3,56.9,1
1840802,54.1,4.2,39.9,40.7,0
1840803,60.4,29.9,22.4,10.5,1
1840804,48.0,0.7,70.7,69.4,0
1840805,31.8,28.6,36.5,47.8,0
1840806,36.8,0.5,52.2,25.9,0
1840807,43.3,6.2,73.5,59.6,0
1840808,24.4,7.5,27.1,46.3,1
1840809,18.0,25.9,14.8,36.4,0
1840810,48.8,1.2,27.5,37.6,0
1840811,64.7,0.7,32.1,52.6,0
1840812,47.7,7.8,39.6,45.9,1
1840813,44.1,1.9,38.0,79.3,0
1840814,49.9,0.9,30.5,45.1,1
1840815,72.3,5.8,45.6,73.0,0
1840816,29.0,9.3,47.8,50.3,1
1840817,56.8,14.9,67.7,27.2,1
1840818,58.2,0.2,4.8,37.3,0
1840819,35.9,0.6,43.8,47.7,0
1840820,34.0,4.5,45.8,54.3,1
1840821,42.5,3.4,33.6,35.1,1
1840822,47.0,8.5,17.4,48.0,1
1840823,72.7,7.0,67.7,27.4,1
1840824,58.8,16.3,65.5,42.8,0
1840825,53.6,8.1,11.0,50.7,1
1840826,78.2,0.9,51.8,72.0,0
1840827,47.1,2.9,62.1,32.3,1
1840828,43.0,1.9,44.1,22.4,1
1840829,12.3,7.3,58.7,18.0,1
1840830,47.9,8.1,44.9,20.3,1
1840831,42.3,13.2,43.2,66.1,0
1840832,50.4,1.4,69.1,62.1,0
1840833,58.8,5.2,31.7,48.2,1
1840834,50.5,14.2,35.3,56.8,1
1840835,25.7,13.5,49.5,23.9,1
1840836,42.9,4.5,32.6,56.6,0
1840837,47.5,0.1,31.6,72.2,0
1840838,51.0,10.7,55.9,44.2,1
1840839,66.2,18.9,72.9,46.6,1
1840840,29.4,8.7,12.0,31.4,0
1840841,67.8,10.5,33.0,48.3,0
1840842,41.1,,60.2,44.1,1
1840843,26.8,10.3,42.1,56.4,0
1840844,23.0,7.0,57.7,42.0,1
1840845,70.7,2.0,40.6,55.8,0
1840846,46.0,6.5,64.6,56.8,0
1840847,53.7,3.6,50.1,41.7,1
1840848,51.3,3.8,46.0,38.1,1
1840849,49.6,4.8,41.6,38.5,0
1840850,0.0,1.7,76.4,41.5,1
1840851,42.3,11.7,33.3,42.9,0
1840852,59.3,6.3,64.6,23.6,1
1840853,37.8,1.5,49.0,47.3,1
1840854,39.7,16.7,35.4,59.2,0
1840855,48.5,2.6,44.2,58.0,0
1840856,55.0,2.5,32.1,40.6,0
1840857,35.7,3.2,61.6,44.2,1
1840858,43.0,45.0,48.8,64.8,0
1840859,46.9,7.2,58.7,33.0,0
1840860,53.7,10.3,39.7,30.7,0
1840861,38.2,1.6,50.3,10.7,1
1840862,35.3,0.2,36.9,44.1,1
1840863,43.5,4.3,51.5,55.0,1
1840864,40.6,5.6,28.0,39.2,0
1840865,47.9,4.2,22.1,19.3,0
1840866,41.6,11.1,47.9,37.8,1
1840867,76.5,3.3,52.9,44.7,0
1840868,40.2,17.7,37.5,40.7,1
1840869,42.1,5.5,43.9,28.8,1
1840870,18.2,1.1,47.0,27.2,1
1840871,48.6,6.8,51.4,36.0,1
1840872,38.2,11.8,19.0,55.8,1
1840873,32.8,12.5,37.5,20.1,1
1840874,66.6,8.8,19.9,67.3,0
1840875,46.9,12.7,34.6,48.8,0
1840876,75.1,6.8,42.7,43.0,1
1840877,58.0,7.8,45.6,71.3,0
1840878,61.5,1.6,67.0,57.7,0
1840879,44.6,2.2,59.2,31.8,1
1840880,44.8,3.9,40.7,35.0,1
1840881,45.9,17.6,55.9,40.4,0
1840882,48.1,,27.8,50.0,0
1840883,32.5,25.6,57.6,19.8,1
1840884,44.0,16.2,39.8,43.7,0
1840885,52.3,9.4,23.6,44.8,1
1840886,34.5,9.0,54.4,22.4,0
1840887,47.8,17.9,30.7,23.1,1
1840888,53.6,18.6,80.3,38.3,0
1840889,38.6,11.4,36.8,53.9,0
1840890,37.6,39.1,55.4,32.5,1
1840891,30.6,1.8,41.2,37.8,0
1840892,26.1,15.7,67.1,40.0,1
1840893,56.3,12.0,45.1,33.6,1
1840894,26.7,4.2,56.2,27.6,1
1840895,35.3,14.3,32.2,46.4,0
1840896,52.8,0.9,40.1,34.4,1
1840897,58.3,6.2,39.7,38.7,0
1840898,52.1,7.0,28.8,35.9,0
1840899,35.4,18.2,38.7,56.5,1
1840900,27.0,11.9,60.6,50.5,1
1840901,20.5,13.9,37.5,49.9,1
1840902,63.0,15.3,41.9,10.2,1
1840903,54.0,8.1,42.7,61.8,0
1840904,31.5,12.6,45.2,49.1,1
1840905,65.0,7.1,30.8,45.1,0
1840906,36.8,0.6,45.5,49.5,1
1840907,41.6,27.7,57.3,40.2,0
1840908,32.7,11.9,69.5,20.8,1
1840909,53.5,0.3,58.6,25.1,1
1840910,45.5,4.7,44.3,40.4,1
1840911,42.0,9.7,45.3,46.9,1
1840912,56.7,0.8,63.3,58.6,1
1840913,23.1,21.8,46.4,26.0,1
1840914,35.2,18.7,29.4,42.4,0
1840915,57.7,4.1,70.5,59.3,1
1840916,46.3,1.7,66.2,34.7,1
1840917,59.8,44.5,43.0,52.3,1
1840918,24.7,1.3,26.5,37.5,1
1840919,47.0,8.3,40.7,72.1,0
1840920,46.6,5.7,34.7,54.4,1
1840921,17.6,5.6,49.6,18.7,1
1840922,36.6,31.5,62.7,60.5,1
1840923,29.2,40.2,45.7,44.3,0
1840924,35.9,0.2,56.1,26.6,1
1840925,38.6,1.3,29.0,27.6,1
1840926,56.3,22.4,50.9,49.8,1
1840927,72.7,0.8,33.3,72.9,0
1840928,53.7,1.7,49.7,43.2,1
1840929,45.7,3.2,40.7,37.4,1
1840930,20.2,1.7,46.0,59.3,0
1840931,12.1,4.2,58.0,22.6,1
1840932,35.7,12.9,19.8,43.9,1
1840933,37.9,23.3,61.6,55.7,0
1840934,37.1,19.0,41.0,50.7,1
1840935,51.3,3.7,34.8,32.7,1
1840936,52.2,2.9,42.4,73.7,0
1840937,21.9,14.8,49.2,66.8,1
1840938,51.3,2.2,59.0,43.4,1
1840939,41.2,32.0,29.7,39.8,1
1840940,62.6,3.8,64.7,62.9,0
1840941,72.6,24.0,26.6,49.1,1
1840942,33.6,8.6,61.0,16.7,1
1840943,53.3,4.5,50.3,54.2,1
1840944,42.3,3.8,48.7,16.6,1
1840945,37.1,3.7,35.9,34.5,0
1840946,65.7,4.4,16.5,32.0,1
1840947,50.6,20.9,49.3,61.5,0
1840948,59.6,11.6,40.2,40.1,0
1840949,27.4,11.9,52.8,44.2,1
1840950,12.0,0.6,80.3,49.9,0
1840951,81.4,13.7,21.0,29.8,1
1840952,50.2,8.3,47.1,55.9,1
1840953,54.1,10.0,29.7,44.2,0
1840954,56.8,4.9,64.9,39.6,1
1840955,37.8,4.3,49.6,58.4,0
1840956,40.6,4.8,27.6,51.0,0
1840957,53.8,0.1,48.9,46.9,1
1840958,75.8,32.1,47.2,28.8,0
1840959,30.5,15.7,64.0,49.8,0
1840960,29.4,6.9,35.7,36.9,1
1840961,44.4,1.0,34.0,43.3,0
1840962,70.6,10.3,37.9,25.4,1
1840963,55.5,6.7,65.6,60.6,0
1840964,47.7,26.0,21.9,64.8,0
1840965,56.2,4.3,64.7,29.6,1
1840966,74.0,2.2,45.7,38.6,1
1840967,51.5,22.4,53.3,46.7,1
1840968,60.0,9.9,33.5,32.2,1
1840969,34.6,0.4,29.7,43.7,1
1840970,40.7,14.5,91.2,44.6,1
1840971,40.4,10.3,24.5,44.8,0
1840972,55.9,0.8,41.5,50.4,0
1840973,23.4,2.4,36.3,35.7,1
1840974,61.0,6.8,38.3,54.4,1
1840975,38.1,3.1,42.9,20.6,1
1840976,32.0,9.5,64.0,61.4,0
1840977,53.6,32.0,47.4,35.1,1
1840978,48.0,1.8,36.9,23.4,1
1840979,49.0,0.7,39.3,67.6,0
1840980,13.9,4.4,23.3,58.1,0
1840981,60.0,6.1,47.7,64.4,0
1840982,35.9,8.1,63.0,19.8,1
1840983,62.8,6.6,43.0,57.5,0
1840984,54.4,12.5,64.6,25.8,1
1840985,52.9,10.2,37.5,34.8,0
1840986,43.2,5.1,50.4,58.5,0
1840987,39.3,2.8,60.8,59.5,0
1840988,62.0,7.9,71.5,47.5,0
1840989,58.6,3.6,64.0,25.7,1
1840990,25.3,7.1,17.5,52.4,1
1840991,54.5,0.1,62.3,52.9,1
1840992,57.7,11.6,36.9,63.1,0
1840993,30.9,1.7,54.2,49.7,1
1840994,16.9,10.1,19.0,59.9,0
1840995,56.0,6.8,20.8,65.1,0
1840996,60.0,3.5,26.0,47.0,0
1840997,14.8,7.6,37.8,49.2,0
1840998,20.2,9.8,45.7,24.3,1
1840999,32.1,1.8,45.0,38.6,1
1841000,36.4,0.5,40.3,49.4,0
