UserID,InstallSource,OnboardingCompleted,NotificationsActive,SessionCount,Day7_Retained
900620,FacebookAds,1,1.0,14.0,Yes
900621,FacebookAds,0,0.0,14.0,Yes
900622,GoogleAds,1,1.0,16.0,Yes
900623,Referral,1,0.0,12.0,Yes
900624,GoogleAds,0,0.0,1.0,No
900625,GoogleAds,1,1.0,25.0,Yes
900626,GoogleAds,1,0.0,19.0,No
900627,GoogleAds,0,1.0,6.0,Yes
900628,FacebookAds,0,1.0,16.0,Yes
900629,FacebookAds,1,1.0,20.0,Yes
900630,FacebookAds,1,1.0,25.0,Yes
900631,Organic,1,0.0,9.0,Yes
900632,GoogleAds,1,1.0,24.0,No
900633,FacebookAds,1,1.0,16.0,Yes
900634,Organic,1,1.0,25.0,Yes
900635,FacebookAds,1,1.0,21.0,Yes
900636,GoogleAds,1,0.0,22.0,Yes
900637,FacebookAds,1,1.0,17.0,Yes
900638,FacebookAds,0,0.0,4.0,Yes
900639,GoogleAds,1,0.0,14.0,Yes
900640,FacebookAds,1,1.0,26.0,Yes
900641,FacebookAds,1,1.0,19.0,Yes
900642,Referral,1,1.0,20.0,Yes
900643,FacebookAds,1,1.0,23.0,Yes
900644,GoogleAds,1,0.0,22.0,Yes
900645,Referral,1,0.0,11.0,Yes
900646,GoogleAds,1,1.0,13.0,Yes
900647,Organic,0,0.0,12.0,No
900648,Referral,1,1.0,26.0,Yes
900649,FacebookAds,1,1.0,17.0,No
900650,Referral,0,1.0,12.0,Yes
900651,Organic,1,1.0,14.0,Yes
900652,Organic,1,1.0,21.0,Yes
900653,Organic,0,0.0,7.0,No
900654,GoogleAds,0,1.0,12.0,Yes
900655,GoogleAds,1,0.0,11.0,Yes
900656,GoogleAds,1,1.0,22.0,Yes
900657,GoogleAds,1,1.0,16.0,No
900658,FacebookAds,1,1.0,18.0,Yes
900659,FacebookAds,1,1.0,18.0,Yes
900660,FacebookAds,1,0.0,17.0,No
900661,Referral,1,0.0,17.0,Yes
900662,FacebookAds,0,0.0,4.0,No
900663,GoogleAds,1,1.0,15.0,Yes
900664,FacebookAds,1,,17.0,Yes
900665,Organic,1,0.0,12.0,No
900666,FacebookAds,1,0.0,17.0,Yes
900667,GoogleAds,0,,8.0,No
900668,GoogleAds,1,1.0,20.0,Yes
900669,Organic,0,0.0,8.0,No
900670,GoogleAds,1,1.0,25.0,Yes
900671,Organic,1,1.0,13.0,Yes
900672,GoogleAds,1,1.0,23.0,No
900673,FacebookAds,1,1.0,21.0,Yes
900674,Organic,1,0.0,16.0,No
900675,Organic,1,,23.0,Yes
900676,Organic,1,1.0,21.0,Yes
900677,GoogleAds,0,0.0,2.0,No
900678,GoogleAds,1,0.0,19.0,Yes
900679,Referral,1,1.0,16.0,Yes
900680,GoogleAds,1,1.0,19.0,Yes
900681,Organic,1,1.0,22.0,Yes
900682,FacebookAds,0,1.0,15.0,No
900683,Organic,1,1.0,24.0,Yes
900684,Referral,1,1.0,16.0,Yes
900685,GoogleAds,1,1.0,15.0,Yes
900686,GoogleAds,0,1.0,5.0,Yes
900687,FacebookAds,1,1.0,16.0,Yes
900688,FacebookAds,1,1.0,22.0,Yes
900689,GoogleAds,1,1.0,17.0,No
900690,Referral,1,1.0,21.0,No
900691,FacebookAds,1,0.0,16.0,No
900692,GoogleAds,1,1.0,19.0,No
900693,Referral,1,1.0,18.0,Yes
900694,FacebookAds,0,1.0,16.0,Yes
900695,FacebookAds,1,1.0,15.0,Yes
900696,Referral,1,1.0,17.0,Yes
900697,GoogleAds,0,0.0,12.0,No
900698,GoogleAds,1,0.0,12.0,Yes
900699,Organic,0,1.0,14.0,No
900700,GoogleAds,0,1.0,5.0,No
900701,FacebookAds,1,0.0,13.0,Yes
900702,FacebookAds,1,1.0,23.0,Yes
900703,GoogleAds,1,1.0,15.0,Yes
900704,Referral,0,1.0,7.0,Yes
900705,FacebookAds,0,1.0,8.0,Yes
900706,FacebookAds,1,0.0,13.0,No
900707,Organic,0,1.0,15.0,No
900708,FacebookAds,1,1.0,22.0,Yes
900709,GoogleAds,1,1.0,25.0,Yes
900710,FacebookAds,0,1.0,14.0,No
900711,FacebookAds,0,1.0,7.0,Yes
900712,FacebookAds,1,1.0,23.0,Yes
900713,GoogleAds,0,0.0,9.0,Yes
900714,FacebookAds,0,1.0,5.0,No
900715,Referral,1,1.0,24.0,Yes
900716,GoogleAds,0,0.0,6.0,No
900717,GoogleAds,0,0.0,3.0,No
900718,GoogleAds,1,0.0,20.0,Yes
900719,FacebookAds,1,1.0,18.0,No
900720,Organic,1,1.0,25.0,Yes
900721,Organic,1,1.0,20.0,Yes
900722,FacebookAds,1,1.0,22.0,No
900723,Organic,0,0.0,10.0,Yes
900724,Organic,1,1.0,17.0,Yes
900725,GoogleAds,1,1.0,23.0,Yes
900726,FacebookAds,1,1.0,13.0,Yes
900727,FacebookAds,1,0.0,13.0,Yes
900728,GoogleAds,1,0.0,14.0,Yes
900729,FacebookAds,1,1.0,22.0,Yes
900730,FacebookAds,0,1.0,8.0,No
900731,GoogleAds,0,1.0,9.0,No
900732,GoogleAds,0,0.0,12.0,No
900733,Referral,1,1.0,14.0,Yes
900734,GoogleAds,0,0.0,7.0,Yes
900735,FacebookAds,1,0.0,13.0,Yes
900736,GoogleAds,1,1.0,18.0,Yes
900737,FacebookAds,1,1.0,26.0,No
900738,FacebookAds,0,1.0,10.0,Yes
900739,GoogleAds,1,1.0,26.0,Yes
900740,Referral,0,0.0,8.0,No
900741,Referral,1,1.0,21.0,Yes
900742,Referral,1,1.0,18.0,Yes
900743,Organic,1,0.0,15.0,No
900744,FacebookAds,1,0.0,14.0,No
900745,FacebookAds,1,,14.0,Yes
900746,FacebookAds,1,0.0,18.0,Yes
900747,GoogleAds,0,1.0,17.0,Yes
900748,FacebookAds,1,0.0,13.0,No
900749,GoogleAds,1,1.0,21.0,No
900750,FacebookAds,0,0.0,14.0,No
900751,GoogleAds,0,1.0,7.0,Yes
900752,Organic,0,1.0,16.0,No
900753,GoogleAds,1,0.0,10.0,No
900754,GoogleAds,0,1.0,14.0,No
900755,FacebookAds,1,1.0,25.0,Yes
900756,Organic,0,0.0,1.0,No
900757,GoogleAds,1,1.0,23.0,Yes
900758,Organic,1,1.0,17.0,Yes
900759,FacebookAds,1,1.0,24.0,Yes
900760,GoogleAds,1,1.0,22.0,No
900761,GoogleAds,1,1.0,14.0,Yes
900762,FacebookAds,1,1.0,16.0,Yes
900763,FacebookAds,0,0.0,3.0,No
900764,Referral,1,0.0,11.0,Yes
900765,FacebookAds,1,1.0,13.0,Yes
900766,GoogleAds,1,0.0,9.0,No
900767,GoogleAds,0,1.0,15.0,No
900768,GoogleAds,0,1.0,12.0,No
900769,FacebookAds,1,1.0,23.0,Yes
900770,GoogleAds,0,1.0,12.0,No
900771,GoogleAds,1,1.0,26.0,Yes
900772,GoogleAds,0,0.0,4.0,No
900773,Referral,1,1.0,25.0,Yes
900774,FacebookAds,1,0.0,14.0,Yes
900775,GoogleAds,1,1.0,25.0,Yes
900776,GoogleAds,1,1.0,15.0,Yes
900777,GoogleAds,0,1.0,9.0,No
900778,FacebookAds,1,0.0,20.0,No
900779,FacebookAds,0,1.0,14.0,Yes
900780,FacebookAds,1,1.0,16.0,Yes
900781,Organic,0,0.0,6.0,No
900782,FacebookAds,1,0.0,15.0,Yes
900783,GoogleAds,0,1.0,13.0,Yes
900784,GoogleAds,0,1.0,17.0,Yes
900785,FacebookAds,1,1.0,17.0,Yes
900786,FacebookAds,0,0.0,13.0,No
900787,GoogleAds,1,1.0,19.0,Yes
900788,FacebookAds,1,1.0,14.0,Yes
900789,Organic,0,1.0,11.0,Yes
900790,GoogleAds,1,1.0,24.0,Yes
900791,Organic,1,1.0,26.0,Yes
900792,Organic,1,1.0,23.0,No
900793,Organic,1,1.0,19.0,Yes
900794,FacebookAds,1,1.0,17.0,Yes
900795,GoogleAds,0,1.0,14.0,Yes
900796,FacebookAds,0,1.0,14.0,Yes
900797,Referral,1,0.0,13.0,No
900798,Referral,1,0.0,9.0,Yes
900799,GoogleAds,1,0.0,11.0,No
900800,Organic,0,1.0,6.0,Yes
900801,FacebookAds,1,1.0,19.0,Yes
900802,Organic,1,1.0,17.0,Yes
900803,Organic,1,1.0,17.0,Yes
900804,FacebookAds,1,0.0,20.0,No
900805,GoogleAds,0,1.0,12.0,Yes
900806,FacebookAds,0,0.0,7.0,No
900807,GoogleAds,1,0.0,11.0,Yes
900808,FacebookAds,1,0.0,17.0,No
900809,FacebookAds,1,1.0,14.0,Yes
900810,FacebookAds,1,1.0,25.0,Yes
900811,GoogleAds,0,0.0,13.0,Yes
900812,GoogleAds,0,1.0,16.0,Yes
900813,GoogleAds,1,0.0,19.0,Yes
900814,GoogleAds,0,0.0,5.0,No
900815,GoogleAds,1,1.0,16.0,Yes
900816,Organic,1,0.0,15.0,Yes
900817,FacebookAds,1,0.0,22.0,Yes
900818,FacebookAds,1,1.0,17.0,Yes
900819,GoogleAds,0,1.0,17.0,Yes
900820,Referral,0,0.0,14.0,Yes
900821,GoogleAds,1,1.0,21.0,Yes
900822,GoogleAds,1,1.0,13.0,Yes
900823,Organic,0,0.0,2.0,No
900824,FacebookAds,1,1.0,18.0,Yes
900825,Organic,1,1.0,15.0,Yes
900826,FacebookAds,1,1.0,13.0,No
900827,GoogleAds,1,1.0,15.0,Yes
900828,Organic,1,0.0,16.0,No
900829,Referral,1,0.0,15.0,No
900830,GoogleAds,1,0.0,10.0,Yes
900831,GoogleAds,1,0.0,15.0,Yes
900832,GoogleAds,0,0.0,10.0,No
900833,Organic,1,1.0,14.0,No
900834,GoogleAds,0,1.0,16.0,No
900835,FacebookAds,1,0.0,16.0,Yes
900836,FacebookAds,1,0.0,18.0,Yes
900837,GoogleAds,1,0.0,19.0,Yes
900838,GoogleAds,1,1.0,22.0,Yes
900839,FacebookAds,1,1.0,20.0,Yes
900840,GoogleAds,1,1.0,13.0,Yes
900841,Referral,0,1.0,5.0,No
900842,Organic,0,1.0,13.0,No
900843,Organic,1,0.0,19.0,Yes
900844,Referral,0,1.0,16.0,Yes
900845,GoogleAds,0,0.0,13.0,No
900846,GoogleAds,1,1.0,23.0,Yes
900847,GoogleAds,1,1.0,13.0,No
900848,Organic,0,1.0,16.0,Yes
900849,FacebookAds,1,0.0,9.0,Yes
900850,GoogleAds,0,0.0,1.0,No
900851,FacebookAds,1,0.0,17.0,Yes
900852,Organic,0,1.0,17.0,Yes
900853,GoogleAds,1,1.0,26.0,Yes
900854,GoogleAds,0,0.0,4.0,No
900855,GoogleAds,1,1.0,13.0,Yes
900856,GoogleAds,0,0.0,6.0,Yes
900857,GoogleAds,0,1.0,10.0,Yes
900858,FacebookAds,0,0.0,4.0,No
900859,FacebookAds,1,0.0,13.0,Yes
900860,FacebookAds,1,0.0,18.0,Yes
900861,FacebookAds,1,1.0,13.0,Yes
900862,Referral,0,1.0,16.0,No
900863,FacebookAds,1,1.0,18.0,Yes
900864,GoogleAds,1,0.0,10.0,No
900865,FacebookAds,0,0.0,14.0,No
900866,GoogleAds,0,1.0,7.0,No
900867,GoogleAds,0,0.0,9.0,Yes
900868,GoogleAds,1,1.0,20.0,Yes
900869,GoogleAds,0,1.0,6.0,No
900870,FacebookAds,1,1.0,22.0,No
900871,GoogleAds,1,1.0,19.0,Yes
900872,Organic,1,0.0,14.0,Yes
900873,FacebookAds,0,0.0,8.0,No
900874,FacebookAds,1,1.0,18.0,Yes
900875,GoogleAds,0,1.0,17.0,No
900876,FacebookAds,0,0.0,3.0,No
900877,Referral,1,1.0,15.0,Yes
900878,Referral,1,1.0,26.0,Yes
900879,Referral,0,1.0,5.0,Yes
900880,GoogleAds,1,1.0,16.0,Yes
900881,GoogleAds,0,0.0,14.0,Yes
900882,Referral,1,1.0,19.0,Yes
900883,GoogleAds,1,1.0,13.0,Yes
900884,Organic,1,1.0,20.0,Yes
900885,FacebookAds,1,1.0,18.0,Yes
900886,FacebookAds,1,1.0,25.0,Yes
900887,GoogleAds,1,0.0,19.0,Yes
900888,FacebookAds,0,1.0,10.0,No
900889,FacebookAds,1,0.0,13.0,No
900890,GoogleAds,0,0.0,11.0,No
900891,GoogleAds,1,1.0,23.0,Yes
900892,GoogleAds,1,1.0,17.0,Yes
900893,GoogleAds,1,1.0,14.0,Yes
900894,FacebookAds,1,1.0,17.0,Yes
900895,Referral,1,1.0,23.0,Yes
900896,GoogleAds,0,0.0,11.0,No
900897,GoogleAds,1,1.0,14.0,Yes
900898,GoogleAds,1,1.0,23.0,Yes
900899,Organic,1,1.0,21.0,Yes
900900,FacebookAds,1,0.0,18.0,Yes
900901,FacebookAds,1,0.0,19.0,Yes
900902,GoogleAds,1,0.0,18.0,Yes
900903,FacebookAds,1,0.0,15.0,No
900904,Organic,0,0.0,12.0,Yes
900905,Referral,1,1.0,20.0,Yes
900906,FacebookAds,1,0.0,19.0,Yes
900907,Organic,1,0.0,18.0,No
900908,GoogleAds,1,0.0,12.0,Yes
900909,GoogleAds,1,0.0,10.0,Yes
900910,GoogleAds,1,0.0,11.0,Yes
900911,Referral,1,0.0,17.0,Yes
900912,FacebookAds,0,1.0,9.0,No
900913,GoogleAds,0,1.0,7.0,Yes
900914,GoogleAds,1,1.0,25.0,Yes
900915,Organic,1,1.0,15.0,Yes
900916,Organic,0,0.0,5.0,No
900917,Organic,1,0.0,10.0,Yes
900918,GoogleAds,0,0.0,12.0,No
900919,FacebookAds,1,0.0,19.0,No
900920,Organic,1,1.0,18.0,No
900921,GoogleAds,1,0.0,15.0,No
900922,GoogleAds,1,0.0,17.0,Yes
900923,Referral,0,1.0,6.0,No
900924,GoogleAds,1,1.0,26.0,Yes
900925,FacebookAds,1,0.0,22.0,No
900926,FacebookAds,1,1.0,19.0,Yes
900927,FacebookAds,0,1.0,9.0,No
900928,GoogleAds,0,1.0,18.0,No
900929,FacebookAds,1,0.0,17.0,Yes
900930,GoogleAds,1,1.0,23.0,Yes
900931,FacebookAds,0,1.0,15.0,No
900932,GoogleAds,0,1.0,6.0,No
900933,FacebookAds,1,1.0,18.0,Yes
900934,Organic,1,1.0,16.0,Yes
900935,FacebookAds,1,1.0,16.0,Yes
900936,FacebookAds,1,0.0,9.0,Yes
900937,GoogleAds,0,0.0,2.0,No
900938,GoogleAds,1,1.0,19.0,Yes
900939,Organic,0,,9.0,No
900940,FacebookAds,0,0.0,11.0,No
900941,Organic,0,0.0,2.0,No
900942,FacebookAds,1,1.0,14.0,Yes
900943,Referral,1,1.0,14.0,Yes
900944,GoogleAds,0,1.0,14.0,Yes
900945,GoogleAds,1,1.0,25.0,No
900946,FacebookAds,1,1.0,21.0,Yes
900947,Referral,1,1.0,13.0,No
900948,Organic,1,1.0,25.0,Yes
900949,GoogleAds,1,1.0,25.0,Yes
900950,FacebookAds,0,1.0,5.0,No
900951,GoogleAds,1,0.0,18.0,Yes
900952,GoogleAds,1,0.0,17.0,Yes
900953,Referral,1,1.0,13.0,Yes
900954,FacebookAds,1,0.0,21.0,Yes
900955,Referral,1,0.0,21.0,Yes
900956,FacebookAds,1,0.0,13.0,No
900957,Organic,0,1.0,5.0,Yes
900958,Organic,0,0.0,13.0,No
900959,Organic,1,1.0,26.0,Yes
900960,GoogleAds,1,1.0,20.0,No
900961,GoogleAds,1,1.0,23.0,Yes
900962,FacebookAds,0,1.0,14.0,No
900963,FacebookAds,0,0.0,11.0,No
900964,Organic,1,0.0,9.0,Yes
900965,Organic,1,1.0,18.0,Yes
900966,GoogleAds,1,0.0,18.0,Yes
900967,GoogleAds,1,1.0,24.0,Yes
900968,FacebookAds,1,0.0,16.0,Yes
900969,FacebookAds,1,0.0,19.0,Yes
900970,Organic,1,0.0,20.0,No
900971,GoogleAds,1,1.0,25.0,Yes
900972,FacebookAds,0,1.0,7.0,Yes
900973,GoogleAds,0,1.0,14.0,No
900974,FacebookAds,1,1.0,15.0,Yes
900975,FacebookAds,1,1.0,15.0,Yes
900976,FacebookAds,1,1.0,20.0,Yes
900977,FacebookAds,0,,5.0,No
900978,GoogleAds,0,0.0,1.0,No
900979,GoogleAds,1,0.0,16.0,No
900980,Organic,1,0.0,14.0,Yes
900981,GoogleAds,1,0.0,18.0,Yes
900982,GoogleAds,1,0.0,12.0,Yes
900983,GoogleAds,1,1.0,25.0,No
900984,GoogleAds,0,1.0,7.0,Yes
900985,Organic,1,1.0,21.0,Yes
900986,FacebookAds,1,1.0,22.0,Yes
900987,GoogleAds,1,1.0,21.0,Yes
900988,FacebookAds,1,1.0,25.0,Yes
900989,FacebookAds,1,1.0,26.0,Yes
900990,Organic,0,1.0,11.0,Yes
900991,FacebookAds,1,1.0,20.0,Yes
900992,Organic,0,1.0,9.0,No
900993,FacebookAds,0,1.0,11.0,Yes
900994,Referral,1,1.0,22.0,Yes
900995,FacebookAds,1,1.0,17.0,Yes
900996,GoogleAds,0,0.0,1.0,No
900997,Organic,1,1.0,14.0,Yes
900998,Referral,0,1.0,13.0,No
900999,GoogleAds,0,0.0,8.0,No
901000,Referral,0,0.0,12.0,No
