TicketID,TicketType,Channel,ResolutionTime_Hours,AgentExp_Months,CSAT_Score
850761,Refund,Email,9.5,34,3
850762,Account Access,Email,0.5,42,4
850763,Technical,Email,24.7,42,4
850764,General,Email,5.7,26,1
850765,Account Access,Email,0.5,55,5
850766,Refund,Chat,5.8,9,4
850767,Account Access,Chat,0.5,50,5
850768,Account Access,Chat,1.6,23,5
850769,Technical,Email,20.9,59,1
850770,General,Email,7.6,5,1
850771,Account Access,Phone,0.5,27,5
850772,Technical,Phone,15.4,53,3
850773,General,Email,1.1,50,5
850774,Refund,Phone,0.5,44,5
850775,Technical,Chat,21.3,26,3
850776,Account Access,Phone,0.5,56,5
850777,Refund,Email,14.7,11,2
850778,Account Access,Phone,2.0,2,5
850779,Account Access,Phone,0.5,2,5
850780,General,Email,0.5,58,4
850781,Technical,Email,23.1,40,1
850782,General,Phone,0.5,51,5
850783,Refund,Email,8.1,30,2
850784,Technical,Chat,18.8,34,3
850785,Account Access,Chat,0.5,47,4
850786,Refund,Email,2.9,50,5
850787,Account Access,Chat,0.7,19,4
850788,Technical,Email,24.8,48,2
850789,Technical,Email,30.8,5,4
850790,General,Email,8.0,5,1
850791,General,Phone,0.5,35,4
850792,Account Access,Email,0.5,59,5
850793,Refund,Chat,1.0,37,4
850794,General,Phone,0.5,42,5
850795,Refund,Chat,6.9,10,4
850796,Technical,Chat,23.9,11,4
850797,Technical,Chat,16.2,45,4
850798,Account Access,Phone,0.5,22,5
850799,General,Phone,0.5,39,4
850800,Refund,Phone,4.5,17,1
850801,Account Access,Phone,0.5,3,5
850802,Account Access,Chat,0.5,41,4
850803,Account Access,Chat,0.5,18,4
850804,General,Phone,0.5,41,5
850805,Refund,Email,10.1,34,4
850806,Refund,Chat,5.3,13,1
850807,Refund,Chat,7.2,1,4
850808,Refund,Email,11.3,12,2
850809,Account Access,Chat,0.5,37,5
850810,Technical,Email,23.9,23,1
850811,Technical,Phone,17.8,39,3
850812,Technical,Email,25.2,42,2
850813,Technical,Email,25.5,30,2
850814,Account Access,Chat,0.5,40,5
850815,Account Access,Email,8.1,6,2
850816,General,Phone,0.5,28,4
850817,Technical,Email,26.0,29,3
850818,General,Phone,0.5,12,4
850819,General,Chat,0.5,48,4
850820,General,Email,0.9,51,5
850821,Account Access,Email,2.8,27,5
850822,Account Access,Phone,0.5,19,4
850823,Refund,Email,14.4,16,3
850824,Refund,Email,10.0,22,1
850825,Refund,Phone,4.5,32,4
850826,Technical,Email,27.3,21,1
850827,Account Access,Chat,0.5,27,5
850828,General,Email,1.3,39,5
850829,Refund,Chat,0.5,41,4
850830,Account Access,Chat,0.5,24,5
850831,Technical,Chat,16.9,47,2
850832,Technical,Phone,19.3,32,4
850833,Account Access,Chat,0.5,32,5
850834,General,Phone,0.5,34,4
850835,Refund,Chat,2.4,45,5
850836,Technical,Email,23.3,35,2
850837,Technical,Chat,18.6,28,4
850838,Technical,Phone,14.9,54,2
850839,General,Chat,0.5,51,5
850840,Technical,Email,26.0,27,4
850841,General,Email,3.5,24,5
850842,Account Access,Chat,2.4,6,5
850843,Account Access,Phone,0.5,45,4
850844,Technical,Phone,19.5,37,3
850845,Refund,Phone,7.1,10,4
850846,Account Access,Chat,0.5,52,4
850847,General,Email,3.4,29,5
850848,Technical,Phone,15.5,55,1
850849,Refund,Chat,5.7,25,2
850850,Refund,Email,8.6,38,3
850851,Technical,Email,27.4,18,1
850852,Technical,Chat,24.7,7,1
850853,Account Access,Email,2.0,36,5
850854,Technical,Email,22.1,57,2
850855,Refund,Phone,2.4,56,5
850856,General,Phone,1.4,6,4
850857,Technical,Chat,21.5,14,3
850858,General,Chat,0.5,54,4
850859,Technical,Chat,22.7,18,1
850860,Technical,Email,24.8,23,2
850861,Refund,Email,7.1,48,1
850862,Technical,Phone,16.4,33,1
850863,Technical,Chat,21.3,32,1
850864,Technical,Chat,19.0,29,4
850865,Technical,Phone,18.5,30,3
850866,General,Phone,0.5,43,4
850867,Account Access,Email,6.0,12,2
850868,Account Access,Phone,0.5,51,5
850869,Technical,Chat,20.4,34,1
850870,General,Phone,0.5,56,5
850871,Account Access,Email,3.5,46,5
850872,General,Email,2.1,26,5
850873,Account Access,Email,1.7,54,4
850874,Account Access,Chat,3.2,7,5
850875,Technical,Phone,17.7,50,3
850876,Account Access,Email,2.0,23,5
850877,Refund,Chat,4.9,20,4
850878,Refund,Phone,1.3,39,5
850879,General,Chat,0.5,44,5
850880,Refund,Chat,2.2,48,5
850881,Account Access,Chat,0.5,22,5
850882,Account Access,Phone,0.6,14,4
850883,Refund,Phone,1.8,44,5
850884,Account Access,Email,7.1,13,3
850885,Account Access,Chat,0.5,54,5
850886,Technical,Chat,19.8,28,3
850887,Account Access,Phone,0.5,42,4
850888,Account Access,Email,4.3,26,1
850889,Refund,Email,9.0,30,3
850890,Refund,Chat,6.1,10,2
850891,Account Access,Phone,0.5,15,5
850892,Technical,Chat,22.3,15,1
850893,Technical,Phone,17.1,43,2
850894,Refund,Chat,3.7,43,5
850895,Account Access,Chat,0.5,23,4
850896,Refund,Chat,4.6,10,2
850897,Refund,Email,8.1,41,1
850898,Technical,Chat,17.9,57,1
850899,General,Chat,0.5,34,4
850900,Refund,Email,9.4,26,3
850901,Technical,Chat,23.5,4,3
850902,Account Access,Email,6.5,25,2
850903,Refund,Phone,6.3,9,4
850904,Account Access,Chat,,31,5
850905,Technical,Email,22.6,46,3
850906,Refund,Chat,0.5,47,5
850907,Technical,Email,29.1,14,3
850908,Account Access,Email,4.6,33,4
850909,General,Email,5.1,22,2
850910,General,Chat,0.5,43,5
850911,General,Email,0.5,54,5
850912,Account Access,Phone,0.5,32,4
850913,Account Access,Phone,0.5,44,5
850914,Account Access,Email,5.1,13,2
850915,Account Access,Phone,0.5,39,4
850916,General,Phone,0.5,24,5
850917,Account Access,Phone,0.5,29,4
850918,General,Phone,0.5,22,5
850919,Technical,Chat,16.7,37,1
850920,Account Access,Chat,0.5,31,5
850921,General,Chat,0.5,43,5
850922,General,Phone,0.5,30,5
850923,Refund,Phone,6.8,4,2
850924,Refund,Phone,7.5,1,2
850925,Technical,Phone,20.3,22,2
850926,Account Access,Email,6.7,13,4
850927,Technical,Email,19.7,58,1
850928,Refund,Phone,0.7,51,5
850929,Account Access,Email,8.1,12,4
850930,General,Phone,0.5,13,4
850931,General,Email,0.5,52,5
850932,Refund,Chat,0.5,55,5
850933,General,Phone,0.5,15,5
850934,Refund,Email,11.9,8,2
850935,Account Access,Email,3.9,16,4
850936,Refund,Email,10.2,11,3
850937,Refund,Phone,0.5,43,5
850938,Technical,Phone,22.8,17,3
850939,Refund,Chat,5.3,12,1
850940,Technical,Phone,14.2,51,2
850941,Technical,Phone,16.1,41,2
850942,General,Phone,0.5,45,5
850943,Refund,Email,5.9,45,4
850944,Refund,Chat,1.6,33,4
850945,Refund,Email,7.4,51,4
850946,Technical,Email,28.4,24,3
850947,General,Phone,0.5,32,5
850948,Refund,Phone,6.2,4,1
850949,Account Access,Chat,0.5,38,5
850950,General,Email,4.2,16,3
850951,Account Access,Phone,0.5,47,5
850952,General,Email,3.4,36,5
850953,Technical,Chat,22.6,16,4
850954,Technical,Email,31.3,6,2
850955,Refund,Phone,4.2,22,3
850956,Account Access,Phone,2.6,7,5
850957,Technical,Email,30.6,3,2
850958,Account Access,Email,11.8,2,1
850959,General,Chat,0.5,4,4
850960,Technical,Email,27.2,28,2
850961,Refund,Chat,1.5,39,4
850962,Technical,Chat,19.0,24,4
850963,Technical,Chat,17.7,49,3
850964,Account Access,Email,6.2,18,3
850965,Account Access,Phone,0.5,29,5
850966,Refund,Email,10.6,16,3
850967,Account Access,Chat,0.5,40,5
850968,General,Email,5.8,12,3
850969,Refund,Phone,0.5,51,4
850970,General,Phone,0.5,50,4
850971,Account Access,Chat,0.7,18,5
850972,Account Access,Phone,0.5,22,5
850973,Refund,Email,11.2,14,3
850974,Technical,Email,25.3,29,2
850975,Technical,Chat,14.5,56,1
850976,General,Email,0.5,56,5
850977,General,Phone,0.5,15,5
850978,Refund,Phone,0.8,34,4
850979,General,Email,6.0,10,2
850980,Technical,Email,26.3,30,2
850981,Technical,Phone,18.5,31,1
850982,General,Chat,0.5,33,5
850983,Account Access,Email,6.3,3,1
850984,Refund,Email,8.7,31,1
850985,Refund,Chat,4.4,7,1
850986,Technical,Phone,20.7,13,4
850987,Refund,Email,14.8,2,2
850988,General,Phone,0.5,59,5
850989,General,Email,6.3,10,3
850990,Refund,Phone,8.2,1,4
850991,Account Access,Phone,2.8,6,5
850992,Account Access,Email,4.8,11,1
850993,Technical,Chat,19.2,52,3
850994,General,Chat,0.5,53,5
850995,Refund,Chat,2.3,38,5
850996,General,Email,1.9,46,5
850997,Technical,Phone,20.7,13,3
850998,Technical,Email,27.2,21,2
850999,Account Access,Phone,0.5,15,5
851000,General,Phone,0.5,50,5
