RackID,AirVelocity_mps,CellMaxTempCelsius,ChargingCurrent_Amps,TempVariance,CoolingSystemFault
1880633,4.3,87.8,6.19,123.2,0
1880634,16.0,156.6,4.37,121.6,1
1880635,12.7,138.6,4.31,112.7,1
1880636,13.9,109.8,5.22,120.0,1
1880637,1.4,99.2,5.04,85.6,1
1880638,11.1,70.7,3.4,89.2,1
1880639,14.3,144.2,3.05,142.2,0
1880640,9.0,123.6,4.07,118.3,1
1880641,11.9,101.8,4.74,128.3,1
1880642,9.9,180.1,2.7,169.0,1
1880643,9.1,101.3,3.09,93.3,0
1880644,11.8,136.5,4.19,102.0,0
1880645,19.3,112.2,4.23,124.7,0
1880646,18.3,128.5,3.78,120.2,1
1880647,9.4,84.7,2.94,161.9,1
1880648,10.3,174.5,5.82,118.4,1
1880649,5.3,150.0,3.7,66.5,1
1880650,11.8,183.4,4.92,170.8,1
1880651,11.3,117.4,5.24,116.5,0
1880652,7.1,113.4,4.03,147.1,0
1880653,12.9,103.3,4.06,117.7,1
1880654,8.5,137.5,5.06,147.1,0
1880655,3.6,77.7,2.75,122.8,0
1880656,18.2,128.4,6.11,75.2,0
1880657,12.2,91.0,4.02,78.0,0
1880658,12.5,101.5,8.44,122.7,0
1880659,7.0,79.4,5.76,124.7,0
1880660,17.7,222.5,4.91,80.1,1
1880661,17.0,178.9,4.83,94.1,1
1880662,11.9,128.2,3.07,133.0,1
1880663,9.8,134.1,1.19,119.3,1
1880664,12.7,128.2,4.93,78.7,0
1880665,16.7,92.0,3.66,130.2,1
1880666,5.0,128.2,3.21,148.3,1
1880667,6.7,121.0,6.25,142.3,1
1880668,3.8,114.8,4.67,85.1,0
1880669,15.0,82.1,4.42,148.2,0
1880670,13.4,160.9,4.36,129.8,1
1880671,10.8,141.4,4.22,89.8,1
1880672,12.5,102.0,3.8,128.8,1
1880673,12.7,128.6,6.18,91.6,0
1880674,13.1,101.7,5.01,160.1,1
1880675,15.8,136.4,4.4,108.9,1
1880676,11.6,143.3,4.43,156.6,1
1880677,12.1,120.0,7.51,193.7,0
1880678,16.3,115.7,5.85,97.1,0
1880679,14.3,114.8,3.36,91.6,0
1880680,9.9,123.3,5.72,184.6,1
1880681,19.6,149.8,2.38,97.1,0
1880682,13.9,105.1,3.98,108.0,0
1880683,14.2,145.7,5.03,112.2,1
1880684,9.7,134.3,3.88,128.5,1
1880685,9.6,133.8,5.11,88.6,0
1880686,14.2,117.0,5.54,108.3,0
1880687,18.2,76.6,2.89,61.6,0
1880688,13.9,173.4,2.28,112.1,1
1880689,12.0,210.2,4.48,119.9,1
1880690,23.5,115.3,3.81,112.8,0
1880691,12.0,117.5,4.92,150.7,1
1880692,14.0,132.1,6.61,104.4,1
1880693,10.1,137.6,4.08,130.4,1
1880694,13.3,105.9,6.43,170.8,1
1880695,2.6,137.1,4.35,183.7,1
1880696,20.5,120.1,6.36,150.4,1
1880697,11.6,143.6,5.16,121.8,1
1880698,14.9,127.5,3.96,144.8,1
1880699,19.3,158.2,5.09,177.6,1
1880700,11.2,141.6,5.54,94.9,0
1880701,13.2,109.2,5.51,129.6,1
1880702,16.6,128.8,4.54,135.0,0
1880703,14.8,97.9,6.66,75.2,0
1880704,11.0,142.0,6.15,133.2,1
1880705,20.3,121.5,6.5,117.3,0
1880706,5.5,134.8,2.4,110.8,0
1880707,21.2,107.9,5.15,116.2,1
1880708,6.9,134.4,4.77,110.5,1
1880709,4.4,127.1,3.94,80.8,0
1880710,5.3,94.1,4.16,131.1,1
1880711,15.4,73.1,3.4,121.7,0
1880712,14.8,89.1,4.04,111.0,0
1880713,6.8,122.4,3.81,61.1,0
1880714,11.6,145.0,3.09,102.7,1
1880715,26.0,114.2,3.77,173.3,1
1880716,21.5,75.6,2.88,107.1,0
1880717,17.0,173.2,5.0,135.6,1
1880718,8.7,114.6,3.17,90.7,0
1880719,13.7,104.5,2.0,145.6,1
1880720,11.1,92.2,3.8,119.2,0
1880721,9.0,141.6,3.59,62.8,0
1880722,4.5,88.1,5.73,61.9,0
1880723,8.8,86.9,5.32,131.4,0
1880724,5.6,123.7,6.1,54.9,0
1880725,17.8,142.7,3.22,124.7,1
1880726,14.5,98.1,3.76,172.4,1
1880727,20.6,173.9,5.55,71.6,1
1880728,12.2,108.9,4.66,165.2,1
1880729,16.2,133.2,6.27,134.4,1
1880730,6.7,124.4,4.12,117.8,0
1880731,12.3,130.2,5.88,142.5,1
1880732,7.5,119.7,4.45,100.3,0
1880733,19.9,155.1,4.87,40.7,0
1880734,14.5,73.8,3.62,96.2,0
1880735,5.0,114.8,2.82,156.9,1
1880736,7.6,141.3,3.9,149.7,1
1880737,10.6,130.7,3.59,133.4,0
1880738,8.4,79.7,3.39,136.9,1
1880739,14.7,146.5,4.66,141.6,1
1880740,10.4,166.4,6.05,152.9,1
1880741,18.0,96.2,5.53,98.4,0
1880742,11.2,94.6,5.04,178.6,1
1880743,1.0,104.1,6.94,117.6,0
1880744,15.4,31.4,3.15,108.4,0
1880745,26.5,151.1,3.17,110.3,1
1880746,13.4,95.6,5.37,100.9,0
1880747,14.0,111.3,4.18,109.9,0
1880748,12.2,131.5,4.34,117.9,0
1880749,19.5,150.5,4.48,85.3,1
1880750,25.0,81.8,5.32,180.0,1
1880751,8.7,79.1,6.25,130.6,0
1880752,5.7,121.2,6.28,105.7,1
1880753,16.5,126.1,4.7,131.8,1
1880754,8.3,170.6,3.42,154.0,1
1880755,8.0,128.5,4.62,88.6,0
1880756,13.0,99.5,3.92,113.6,0
1880757,4.6,118.9,5.59,76.1,1
1880758,10.2,98.3,5.45,90.6,0
1880759,6.0,191.6,3.54,139.5,0
1880760,9.9,152.7,3.98,76.9,0
1880761,17.1,103.7,5.77,124.8,0
1880762,5.9,116.3,6.47,170.8,1
1880763,11.7,142.6,3.03,95.6,0
1880764,15.9,161.7,4.38,79.4,1
1880765,14.3,114.7,6.83,146.5,1
1880766,13.4,89.8,4.7,170.5,0
1880767,5.9,87.2,3.57,133.5,1
1880768,1.6,93.0,3.71,93.3,0
1880769,10.9,135.6,4.38,91.0,0
1880770,16.0,101.2,5.04,148.7,1
1880771,10.0,157.9,4.33,132.6,1
1880772,15.2,130.0,3.54,39.6,0
1880773,5.1,169.8,6.42,132.4,1
1880774,10.2,114.7,5.17,130.7,1
1880775,10.8,141.4,2.84,64.6,0
1880776,16.9,112.9,7.31,90.2,0
1880777,19.6,70.8,4.16,119.0,0
1880778,11.6,121.0,2.76,78.9,0
1880779,5.7,,4.07,98.6,1
1880780,3.5,100.2,4.58,119.8,1
1880781,13.9,153.2,4.04,106.9,1
1880782,1.6,98.1,2.56,107.4,0
1880783,14.7,148.6,3.18,87.2,1
1880784,16.1,118.6,4.67,177.6,0
1880785,12.0,70.4,3.87,105.7,1
1880786,7.9,112.9,4.05,154.4,1
1880787,20.5,118.5,4.51,92.0,0
1880788,18.6,118.6,5.88,138.4,1
1880789,8.7,96.9,3.37,113.5,0
1880790,11.2,,5.33,82.9,1
1880791,10.0,135.0,2.95,148.5,0
1880792,14.8,99.4,2.54,112.2,0
1880793,12.7,100.2,5.1,119.3,0
1880794,9.0,174.4,5.23,95.7,0
1880795,18.9,122.2,4.81,100.8,1
1880796,21.0,,4.97,143.7,1
1880797,14.9,83.8,4.37,148.6,1
1880798,19.6,183.2,6.45,75.2,1
1880799,7.2,148.5,3.56,125.5,1
1880800,17.7,132.7,4.27,155.5,1
1880801,10.6,126.5,5.18,151.4,1
1880802,8.9,,4.14,122.5,0
1880803,2.1,142.4,4.45,136.0,1
1880804,4.6,152.1,5.04,116.5,0
1880805,12.1,93.7,3.7,95.2,0
1880806,13.4,133.8,1.69,207.6,1
1880807,11.7,118.4,4.56,150.9,1
1880808,13.8,134.9,4.76,112.3,1
1880809,17.3,120.6,4.51,81.3,0
1880810,13.7,134.3,4.61,144.5,0
1880811,4.9,123.8,4.48,101.9,0
1880812,5.0,103.4,5.23,110.8,0
1880813,2.7,102.8,3.71,112.2,0
1880814,12.4,139.9,7.49,118.7,1
1880815,7.6,162.7,6.46,96.0,0
1880816,23.5,124.6,3.81,110.1,0
1880817,4.3,158.3,3.38,89.6,0
1880818,17.1,109.1,4.63,115.8,0
1880819,5.8,90.6,4.29,78.9,0
1880820,10.8,104.2,3.19,121.2,1
1880821,5.7,151.8,5.2,96.8,1
1880822,2.3,112.9,3.35,86.5,1
1880823,9.1,111.4,4.25,91.7,0
1880824,5.5,141.9,4.23,110.2,0
1880825,11.5,129.6,5.21,162.1,1
1880826,14.4,164.6,7.54,91.1,1
1880827,15.8,81.8,4.48,108.1,0
1880828,15.0,124.8,4.89,72.0,0
1880829,9.0,132.5,3.7,97.6,0
1880830,13.8,147.7,5.01,68.0,1
1880831,7.4,80.4,4.16,44.5,0
1880832,1.0,113.6,4.34,110.5,0
1880833,5.1,92.0,4.02,115.6,1
1880834,6.3,109.9,1.8,115.5,0
1880835,5.6,178.6,4.47,151.2,1
1880836,4.7,120.0,2.53,117.2,0
1880837,9.6,170.5,6.19,139.5,0
1880838,11.4,129.6,4.23,117.7,0
1880839,16.2,142.9,5.68,116.5,1
1880840,12.3,97.5,5.34,181.1,1
1880841,1.8,110.5,5.35,152.6,1
1880842,16.5,53.9,2.48,94.6,0
1880843,11.6,159.8,5.04,101.8,1
1880844,14.4,53.7,3.54,121.4,0
1880845,7.3,145.1,3.18,114.1,0
1880846,16.6,86.2,4.23,92.4,0
1880847,18.7,116.5,5.23,161.5,1
1880848,3.9,129.1,3.89,165.5,1
1880849,23.8,140.9,5.16,123.1,0
1880850,2.2,102.5,3.75,117.6,0
1880851,10.9,101.1,4.2,110.6,1
1880852,18.3,111.9,4.09,75.4,0
1880853,8.8,88.3,2.72,152.7,0
1880854,13.6,190.2,4.21,191.1,1
1880855,18.8,75.4,6.2,144.4,0
1880856,11.1,102.2,5.46,114.5,0
1880857,14.3,128.8,3.52,104.0,1
1880858,3.9,186.6,4.47,105.2,0
1880859,12.7,66.3,3.09,114.3,0
1880860,13.8,103.3,3.11,195.9,1
1880861,5.7,71.6,4.15,81.6,0
1880862,15.5,103.6,4.36,149.3,1
1880863,9.9,97.5,4.03,140.5,1
1880864,9.1,123.3,3.88,190.3,1
1880865,12.2,53.5,5.04,128.1,0
1880866,7.3,148.0,2.63,123.0,1
1880867,18.0,75.0,3.8,155.0,0
1880868,14.6,196.0,5.3,64.4,0
1880869,8.8,146.4,4.1,118.8,1
1880870,13.9,93.4,3.19,130.2,0
1880871,13.1,117.2,4.45,91.9,0
1880872,10.5,180.2,3.5,105.1,0
1880873,5.0,121.0,5.8,108.9,0
1880874,15.5,142.3,3.11,138.6,1
1880875,11.8,,4.91,86.4,0
1880876,13.9,124.6,4.36,133.1,1
1880877,4.8,101.9,3.89,128.1,0
1880878,8.8,97.9,4.55,101.0,0
1880879,12.6,109.9,4.38,134.0,0
1880880,21.1,87.5,4.38,98.4,0
1880881,6.9,103.6,4.61,151.4,1
1880882,15.0,97.3,4.09,90.8,0
1880883,1.9,145.7,4.71,111.8,0
1880884,20.9,119.8,5.53,65.1,0
1880885,15.3,100.9,4.59,162.2,0
1880886,1.0,97.0,5.55,122.2,0
1880887,9.4,119.9,3.19,82.6,0
1880888,3.9,138.3,6.18,129.1,1
1880889,19.7,155.8,5.99,102.1,0
1880890,14.0,184.7,4.34,130.7,1
1880891,9.2,104.7,2.07,94.0,0
1880892,20.2,127.7,3.36,131.2,1
1880893,14.6,117.4,3.81,86.5,0
1880894,14.7,95.7,3.79,108.8,0
1880895,19.4,134.6,4.46,130.2,0
1880896,16.2,117.8,4.8,132.8,0
1880897,9.5,118.8,3.08,96.0,1
1880898,5.7,99.6,5.19,96.9,0
1880899,6.2,168.2,6.16,151.2,0
1880900,20.5,128.8,3.87,72.3,1
1880901,14.9,117.9,1.97,155.3,1
1880902,2.8,149.1,4.36,129.3,1
1880903,7.4,116.9,3.93,110.9,0
1880904,12.3,98.6,3.72,168.6,1
1880905,9.3,42.3,5.01,178.0,0
1880906,17.0,132.1,4.84,94.0,1
1880907,14.1,94.2,2.48,114.1,0
1880908,12.5,116.0,6.66,149.5,1
1880909,19.8,90.6,5.58,118.5,1
1880910,16.3,93.0,3.2,113.1,0
1880911,11.7,102.7,3.96,117.7,0
1880912,13.6,60.3,4.2,103.8,0
1880913,7.9,134.2,4.38,133.9,1
1880914,14.9,141.9,2.84,175.5,1
1880915,10.9,96.3,2.9,64.8,0
1880916,15.0,107.7,4.89,129.8,1
1880917,20.3,62.9,4.14,125.2,0
1880918,18.4,145.9,4.2,133.5,1
1880919,9.2,50.0,6.41,151.2,0
1880920,11.6,140.3,6.08,128.9,0
1880921,9.9,140.6,4.74,192.4,0
1880922,18.4,140.3,4.44,77.8,1
1880923,17.1,120.9,3.78,135.2,1
1880924,15.2,103.2,5.21,149.3,0
1880925,7.5,105.8,4.78,195.1,1
1880926,7.5,155.1,6.33,93.8,0
1880927,10.3,85.6,4.0,90.3,1
1880928,18.2,172.6,5.48,131.7,1
1880929,21.5,120.9,6.39,151.6,1
1880930,15.8,81.5,6.9,194.5,1
1880931,9.4,110.9,5.74,157.2,1
1880932,4.3,112.4,4.25,89.0,0
1880933,11.5,,5.83,106.4,1
1880934,12.6,176.7,6.24,104.2,1
1880935,12.1,158.0,4.53,111.5,1
1880936,17.5,104.6,5.6,92.2,0
1880937,7.6,96.7,6.44,101.9,0
1880938,16.2,134.0,5.62,141.3,0
1880939,8.0,97.1,7.4,151.0,1
1880940,21.6,96.4,3.72,81.1,0
1880941,7.5,95.6,4.37,120.6,0
1880942,14.6,153.3,5.36,125.2,1
1880943,18.6,123.0,5.83,100.2,1
1880944,5.0,99.7,4.17,152.1,1
1880945,9.0,115.6,6.49,158.8,1
1880946,14.1,161.0,4.61,186.6,0
1880947,11.8,94.8,5.0,140.9,0
1880948,14.3,109.8,6.18,119.5,0
1880949,16.6,94.7,4.05,124.1,0
1880950,10.2,111.0,3.68,140.8,1
1880951,10.5,150.7,5.01,123.5,1
1880952,3.9,151.5,4.49,95.0,0
1880953,8.7,178.4,3.7,135.3,0
1880954,10.8,129.7,4.99,158.6,1
1880955,14.0,62.7,3.43,113.3,0
1880956,12.3,113.3,5.0,110.6,0
1880957,17.8,102.8,5.24,99.3,0
1880958,13.1,182.3,6.46,100.5,1
1880959,6.1,81.3,4.54,80.9,0
1880960,14.1,105.6,4.11,97.3,0
1880961,25.5,74.3,2.7,93.2,0
1880962,8.0,81.8,5.19,111.8,0
1880963,11.0,121.9,3.72,94.0,0
1880964,9.6,126.9,2.88,115.6,0
1880965,14.5,93.5,5.9,123.4,0
1880966,13.5,152.5,5.88,104.1,1
1880967,7.4,105.8,3.68,110.6,0
1880968,14.1,115.0,5.92,101.6,1
1880969,13.8,70.9,4.4,117.5,0
1880970,13.4,110.4,5.93,149.2,0
1880971,18.0,106.5,1.28,99.3,1
1880972,9.7,172.7,5.64,143.1,1
1880973,5.2,99.8,3.37,139.9,0
1880974,18.5,117.5,4.61,159.8,1
1880975,6.5,151.3,4.81,152.9,1
1880976,12.7,75.1,4.18,122.9,0
1880977,19.3,107.2,3.3,118.8,1
1880978,7.5,104.8,5.32,92.1,0
1880979,13.4,120.8,3.65,87.3,1
1880980,17.0,144.4,3.13,158.2,1
1880981,18.6,138.9,4.91,159.1,1
1880982,7.1,80.7,5.51,147.7,0
1880983,16.2,120.7,4.77,113.8,1
1880984,19.9,130.5,2.95,81.4,0
1880985,21.7,123.4,2.41,140.2,1
1880986,5.9,104.3,3.28,153.3,1
1880987,12.0,81.9,6.85,161.4,0
1880988,8.5,132.5,3.5,135.8,0
1880989,11.7,102.6,4.95,119.5,0
1880990,15.6,163.1,5.04,83.6,1
1880991,5.2,166.2,5.59,86.9,1
1880992,14.1,99.8,4.59,175.4,1
1880993,15.9,180.2,3.4,88.5,1
1880994,17.2,93.1,4.22,119.7,0
1880995,17.4,,4.37,154.1,1
1880996,13.7,131.5,4.31,102.8,0
1880997,8.4,81.4,3.76,89.7,1
1880998,19.3,164.9,3.99,109.9,0
1880999,9.9,140.6,3.25,188.5,1
1881000,14.8,128.7,4.51,102.6,0
