RespondentID,Country,YearsCode,Employment,Salary,PrimaryLanguage
300652,India,18,Independent contractor,118306,Python
300653,India,3,Employed full-time,35409,Python
300654,US,19,Employed full-time,113210,Python
300655,UK,16,Employed full-time,101234,Java
300656,US,3,Employed full-time,66996,Go
300657,India,1,Independent contractor,38305,JavaScript
300658,India,17,Not employed,101831,Python
300659,US,16,Employed full-time,105315,Go
300660,US,17,Independent contractor,95962,Java
300661,US,17,Independent contractor,104609,Java
300662,UK,10,Employed full-time,82670,Python
300663,India,10,Employed full-time,77928,C++
300664,US,9,Employed full-time,78176,Rust
300665,Canada,11,Employed full-time,83880,JavaScript
300666,UK,5,Employed full-time,53183,JavaScript
300667,US,2,Employed full-time,47309,JavaScript
300668,India,4,Employed full-time,54254,JavaScript
300669,India,12,Employed full-time,97436,Rust
300670,US,14,Employed full-time,95172,C++
300671,India,15,Employed full-time,108596,JavaScript
300672,US,20,Employed full-time,107118,C++
300673,Germany,7,Independent contractor,65984,JavaScript
300674,India,8,Employed full-time,67071,Java
300675,Korea,11,Employed full-time,70688,JavaScript
300676,UK,19,Employed full-time,122126,Go
300677,US,2,Employed full-time,58204,Java
300678,US,17,Employed full-time,83387,Python
300679,India,7,Not employed,75090,Go
300680,Korea,15,Not employed,87232,Python
300681,Korea,16,Employed full-time,93445,JavaScript
300682,US,6,Employed full-time,42299,Java
300683,US,3,Independent contractor,58641,Python
300684,US,1,Employed full-time,51203,JavaScript
300685,India,8,Employed full-time,81845,Go
300686,US,9,Employed full-time,69903,Java
300687,India,17,Not employed,89351,Python
300688,US,4,Employed full-time,51694,Java
300689,US,17,Employed full-time,99794,Python
300690,US,14,Employed full-time,87719,Python
300691,US,4,Not employed,70856,Python
300692,Germany,9,Employed full-time,71669,Python
300693,UK,1,Employed full-time,58436,Go
300694,Canada,6,Employed full-time,70283,C++
300695,Canada,12,Independent contractor,82693,JavaScript
300696,India,3,Employed full-time,64095,Go
300697,Germany,1,Employed full-time,60447,Rust
300698,US,11,Independent contractor,75357,Java
300699,US,10,Employed full-time,64648,JavaScript
300700,US,10,Employed full-time,78728,Java
300701,US,4,Not employed,77070,Go
300702,Canada,4,Employed full-time,57988,Python
300703,US,12,Employed full-time,86363,Python
300704,Germany,7,Employed full-time,74719,Rust
300705,India,17,Independent contractor,99743,JavaScript
300706,UK,18,Employed full-time,110969,Rust
300707,UK,3,Employed full-time,46680,JavaScript
300708,India,6,Not employed,64040,JavaScript
300709,Germany,5,Employed full-time,56974,Java
300710,US,5,Employed full-time,76443,Go
300711,India,15,Employed full-time,86920,JavaScript
300712,Germany,15,Employed full-time,90617,JavaScript
300713,India,14,Employed full-time,82306,Python
300714,India,17,Employed full-time,100399,Python
300715,India,1,Employed full-time,58746,Python
300716,Canada,7,Employed full-time,81268,Go
300717,India,7,Employed full-time,57986,JavaScript
300718,Germany,7,Independent contractor,74830,JavaScript
300719,US,7,Employed full-time,58807,Python
300720,Canada,11,Employed full-time,80744,JavaScript
300721,Germany,9,Employed full-time,57212,Python
300722,India,16,Employed full-time,84877,C++
300723,India,13,Employed full-time,76074,Java
300724,US,15,Employed full-time,98341,Go
300725,US,10,Employed full-time,82510,C++
300726,UK,18,Independent contractor,115883,Go
300727,Germany,17,Employed full-time,92651,Java
300728,India,2,Employed full-time,40525,C++
300729,US,1,Employed full-time,56096,Rust
300730,Germany,7,Employed full-time,63185,Python
300731,India,13,Independent contractor,84194,JavaScript
300732,US,5,Employed full-time,75969,Rust
300733,UK,15,Not employed,95660,Python
300734,India,14,Employed full-time,85513,Python
300735,Germany,14,Employed full-time,73685,JavaScript
300736,Canada,16,Employed full-time,109424,C++
300737,India,20,Independent contractor,139305,Rust
300738,India,16,Employed full-time,107801,Python
300739,India,9,Employed full-time,79029,JavaScript
300740,US,2,Independent contractor,46757,C++
300741,US,18,Employed full-time,108712,Rust
300742,India,18,Not employed,114797,C++
300743,UK,16,Employed full-time,112661,Rust
300744,UK,2,Employed full-time,49404,JavaScript
300745,Canada,1,Employed full-time,35058,Python
300746,US,11,Employed full-time,66257,Java
300747,India,20,Employed full-time,127154,Rust
300748,India,2,Employed full-time,47038,Java
300749,Germany,17,Employed full-time,97092,JavaScript
300750,Canada,14,Employed full-time,94338,Python
300751,India,19,Employed full-time,116776,Go
300752,US,20,Employed full-time,108005,JavaScript
300753,US,14,Employed full-time,79276,C++
300754,Canada,14,Independent contractor,104304,Go
300755,US,13,Employed full-time,87215,JavaScript
300756,Germany,6,Employed full-time,58162,JavaScript
300757,India,9,Not employed,71322,Python
300758,UK,3,Employed full-time,51535,JavaScript
300759,US,16,Employed full-time,103247,Java
300760,US,8,Employed full-time,84472,Java
300761,Germany,9,Employed full-time,62720,JavaScript
300762,India,9,Employed full-time,77232,Python
300763,US,11,Employed full-time,70834,Java
300764,US,14,Employed full-time,78823,Java
300765,US,1,Employed full-time,52100,C++
300766,US,1,Not employed,47674,Python
300767,US,11,Employed full-time,75717,Python
300768,US,15,Employed full-time,91701,Java
300769,India,15,Employed full-time,84309,C++
300770,Germany,15,Independent contractor,90789,Java
300771,Korea,20,Employed full-time,118308,C++
300772,India,9,Employed full-time,74252,JavaScript
300773,UK,19,Employed full-time,114072,JavaScript
300774,India,6,Employed full-time,72801,Java
300775,India,17,Employed full-time,106615,Python
300776,Korea,19,Independent contractor,112864,Python
300777,Germany,13,Independent contractor,87821,JavaScript
300778,Germany,11,Employed full-time,88629,JavaScript
300779,US,11,Employed full-time,73329,JavaScript
300780,US,15,Employed full-time,86858,JavaScript
300781,US,11,Employed full-time,82249,Python
300782,Germany,3,Independent contractor,53420,Java
300783,Germany,13,Employed full-time,80886,Java
300784,Canada,4,Employed full-time,56201,Go
300785,Canada,16,Employed full-time,95443,JavaScript
300786,US,13,Employed full-time,86379,Java
300787,Canada,16,Employed full-time,105206,C++
300788,Germany,14,Employed full-time,88488,Python
300789,India,3,Employed full-time,57107,JavaScript
300790,Canada,13,Employed full-time,94673,Java
300791,US,15,Employed full-time,103411,JavaScript
300792,India,11,Employed full-time,69790,C++
300793,Germany,18,Employed full-time,108877,Python
300794,US,1,Employed full-time,35221,C++
300795,UK,6,Employed full-time,67728,Rust
300796,US,6,Employed full-time,71002,Python
300797,Germany,16,Independent contractor,102556,JavaScript
300798,Canada,12,Employed full-time,98546,Rust
300799,India,4,Employed full-time,57668,JavaScript
300800,UK,18,Employed full-time,107823,Java
300801,UK,1,Employed full-time,42150,JavaScript
300802,Germany,2,Employed full-time,53889,Java
300803,Germany,15,Independent contractor,87287,Java
300804,India,6,Employed full-time,63591,JavaScript
300805,Germany,3,Employed full-time,51812,JavaScript
300806,India,4,Employed full-time,56033,C++
300807,UK,16,Employed full-time,102261,C++
300808,Canada,20,Employed full-time,109348,Python
300809,Korea,15,Independent contractor,78511,Java
300810,Korea,19,Employed full-time,112676,Python
300811,UK,13,Employed full-time,63506,JavaScript
300812,Korea,17,Employed full-time,93620,JavaScript
300813,US,17,Employed full-time,110114,Python
300814,Germany,1,Employed full-time,61174,Rust
300815,US,14,Independent contractor,85405,JavaScript
300816,US,19,Employed full-time,93359,C++
300817,Germany,15,Employed full-time,81293,C++
300818,Germany,6,Employed full-time,67268,JavaScript
300819,US,20,Employed full-time,109873,Python
300820,India,9,Employed full-time,72188,C++
300821,India,19,Employed full-time,95383,Python
300822,Germany,8,Employed full-time,59997,C++
300823,US,13,Employed full-time,107320,Rust
300824,US,13,Employed full-time,87084,JavaScript
300825,US,14,Employed full-time,107402,Go
300826,Germany,8,Employed full-time,64322,Python
300827,Germany,5,Employed full-time,48007,JavaScript
300828,UK,5,Employed full-time,56967,JavaScript
300829,UK,3,Employed full-time,62564,Python
300830,Korea,4,Employed full-time,42761,Java
300831,India,9,Employed full-time,58941,C++
300832,Korea,14,Employed full-time,83250,Python
300833,UK,18,Independent contractor,99011,Python
300834,India,20,Employed full-time,108824,Python
300835,Canada,10,Employed full-time,82846,Python
300836,Korea,2,Not employed,64187,Java
300837,US,16,Employed full-time,96001,Java
300838,UK,14,Employed full-time,87116,Java
300839,US,19,Independent contractor,101905,C++
300840,Germany,12,Employed full-time,91045,C++
300841,Germany,14,Employed full-time,94530,Python
300842,UK,10,Independent contractor,90522,Rust
300843,Canada,10,Employed full-time,76161,Go
300844,Germany,3,Employed full-time,69350,Rust
300845,Canada,2,Employed full-time,45959,Python
300846,Germany,14,Employed full-time,100152,JavaScript
300847,Canada,13,Employed full-time,88711,Python
300848,Germany,6,Employed full-time,52197,C++
300849,India,14,Employed full-time,96589,Java
300850,US,13,Independent contractor,95116,Rust
300851,US,9,Employed full-time,69118,Python
300852,US,8,Employed full-time,71385,JavaScript
300853,India,1,Employed full-time,47192,Java
300854,Canada,11,Employed full-time,73649,Java
300855,US,9,Employed full-time,78536,Python
300856,India,11,Employed full-time,67715,JavaScript
300857,US,12,Employed full-time,69584,JavaScript
300858,India,18,Employed full-time,123263,C++
300859,US,17,Employed full-time,114184,Python
300860,US,4,Employed full-time,67432,Rust
300861,UK,2,Employed full-time,47140,C++
300862,US,14,Employed full-time,108052,Rust
300863,India,5,Employed full-time,55696,JavaScript
300864,Germany,19,Employed full-time,118418,Go
300865,US,16,Employed full-time,82324,JavaScript
300866,US,7,Employed full-time,62878,JavaScript
300867,India,18,Employed full-time,101252,JavaScript
300868,India,2,Employed full-time,71068,Go
300869,Canada,2,Employed full-time,67800,Go
300870,Germany,2,Employed full-time,48835,JavaScript
300871,US,13,Employed full-time,77873,JavaScript
300872,US,10,Employed full-time,88521,C++
300873,UK,6,Employed full-time,67080,Go
300874,India,15,Employed full-time,109665,Go
300875,Germany,2,Employed full-time,50061,Python
300876,US,9,Employed full-time,62585,Java
300877,India,3,Employed full-time,48245,Python
300878,UK,8,Employed full-time,74179,Python
300879,US,8,Independent contractor,73271,Python
300880,Germany,17,Employed full-time,102844,Java
300881,US,11,Employed full-time,105252,Go
300882,Germany,9,Employed full-time,62612,Python
300883,US,7,Employed full-time,55584,C++
300884,Germany,1,Employed full-time,55287,Python
300885,US,11,Employed full-time,82482,Java
300886,Germany,15,Employed full-time,87267,Java
300887,Korea,10,Employed full-time,92648,Rust
300888,US,3,Employed full-time,54732,Rust
300889,India,7,Employed full-time,62404,Python
300890,US,1,Employed full-time,55205,Go
300891,US,7,Employed full-time,70202,Go
300892,Germany,4,Employed full-time,63070,Python
300893,India,4,Employed full-time,67898,Rust
300894,US,9,Employed full-time,68739,Python
300895,US,6,Employed full-time,83054,Go
300896,India,15,Employed full-time,105744,Go
300897,India,6,Employed full-time,68773,JavaScript
300898,India,8,Employed full-time,66739,JavaScript
300899,India,8,Employed full-time,55044,JavaScript
300900,India,14,Independent contractor,83440,Python
300901,India,19,Employed full-time,109979,Java
300902,US,10,Employed full-time,74730,Python
300903,US,15,Independent contractor,107011,Java
300904,UK,13,Employed full-time,112003,Go
300905,US,3,Employed full-time,77514,Rust
300906,India,5,Not employed,59507,C++
300907,UK,3,Independent contractor,49947,Java
300908,Germany,12,Employed full-time,76218,Java
300909,US,6,Employed full-time,68362,Python
300910,Germany,1,Employed full-time,45061,JavaScript
300911,Canada,1,Employed full-time,40917,Python
300912,US,11,Employed full-time,80777,Python
300913,US,15,Employed full-time,94698,C++
300914,US,18,Employed full-time,96277,Python
300915,US,6,Employed full-time,59589,C++
300916,India,4,Employed full-time,69637,C++
300917,Canada,18,Employed full-time,99104,C++
300918,Germany,7,Independent contractor,70581,Go
300919,US,7,Employed full-time,67027,JavaScript
300920,UK,3,Employed full-time,53183,JavaScript
300921,US,1,Employed full-time,30329,JavaScript
300922,India,7,Employed full-time,58995,Python
300923,Germany,5,Employed full-time,65495,Java
300924,India,6,Employed full-time,60236,Python
300925,US,17,Employed full-time,97615,JavaScript
300926,Germany,10,Employed full-time,71960,Java
300927,US,14,Not employed,79146,Java
300928,US,15,Employed full-time,95673,Python
300929,India,9,Employed full-time,90926,JavaScript
300930,Canada,13,Employed full-time,83582,JavaScript
300931,Korea,20,Independent contractor,112214,C++
300932,US,20,Employed full-time,118555,C++
300933,US,3,Employed full-time,59830,JavaScript
300934,US,2,Employed full-time,54191,Python
300935,Germany,13,Employed full-time,64785,Python
300936,US,17,Employed full-time,103909,Java
300937,US,7,Employed full-time,64403,Python
300938,US,5,Employed full-time,62917,Go
300939,India,15,Employed full-time,97819,Python
300940,US,2,Employed full-time,50404,Python
300941,India,9,Independent contractor,75438,Python
300942,US,19,Employed full-time,109211,Python
300943,US,8,Employed full-time,87524,Rust
300944,US,6,Employed full-time,71306,JavaScript
300945,India,5,Employed full-time,44198,JavaScript
300946,Canada,18,Employed full-time,91754,Java
300947,India,7,Employed full-time,48611,Java
300948,US,7,Employed full-time,58635,Python
300949,India,4,Employed full-time,62632,C++
300950,US,12,Employed full-time,91944,JavaScript
300951,US,20,Employed full-time,118293,Python
300952,Korea,5,Employed full-time,53695,JavaScript
300953,India,10,Employed full-time,77025,Python
300954,Germany,12,Employed full-time,98090,Rust
300955,India,5,Employed full-time,71180,C++
300956,Canada,20,Employed full-time,101650,Python
300957,Korea,17,Employed full-time,104088,Java
300958,US,16,Employed full-time,100145,JavaScript
300959,Germany,4,Employed full-time,54455,Java
300960,US,14,Employed full-time,91055,JavaScript
300961,India,16,Independent contractor,106092,Python
300962,US,7,Independent contractor,63988,C++
300963,India,4,Independent contractor,55546,Java
300964,India,1,Employed full-time,38362,Python
300965,US,20,Employed full-time,119317,C++
300966,US,5,Employed full-time,68131,Go
300967,US,14,Employed full-time,94815,Python
300968,India,2,Independent contractor,39086,JavaScript
300969,Canada,7,Employed full-time,74349,Java
300970,Canada,14,Employed full-time,102896,Python
300971,Korea,10,Employed full-time,69890,JavaScript
300972,India,13,Employed full-time,99244,Rust
300973,US,15,Employed full-time,103406,Go
300974,India,9,Employed full-time,80228,JavaScript
300975,Germany,15,Employed full-time,90900,Java
300976,US,16,Employed full-time,113126,JavaScript
300977,US,13,Employed full-time,102278,Rust
300978,Canada,18,Employed full-time,91358,Python
300979,India,14,Employed full-time,83086,Java
300980,UK,18,Employed full-time,96965,Python
300981,UK,9,Employed full-time,84987,Java
300982,Canada,5,Employed full-time,52793,C++
300983,US,4,Independent contractor,76540,JavaScript
300984,Germany,3,Employed full-time,56554,Python
300985,UK,16,Employed full-time,103006,Python
300986,India,5,Employed full-time,52119,Python
300987,UK,8,Independent contractor,64054,JavaScript
300988,UK,12,Employed full-time,98526,Go
300989,US,16,Employed full-time,96976,Java
300990,Korea,17,Employed full-time,119168,Rust
300991,Canada,20,Employed full-time,119536,Java
300992,US,14,Employed full-time,92176,C++
300993,US,8,Independent contractor,79729,Rust
300994,Germany,13,Not employed,67530,JavaScript
300995,US,16,Employed full-time,103942,C++
300996,Canada,17,Employed full-time,85780,Python
300997,US,17,Employed full-time,104075,Java
300998,Canada,6,Employed full-time,53894,Python
300999,India,10,Employed full-time,75493,Java
301000,Korea,9,Employed full-time,73135,Rust
