FreightID,WeightTon,FragileFlag,Humidity_Percent,DamageClaimAmount_K,TransitTimeDays
1380581,127.5,100.9,55.7,71.9,11.9
1380582,121.5,104.4,67.0,49.8,52.0
1380583,74.5,58.8,56.3,48.5,5.2
1380584,82.4,114.3,47.7,61.8,6.8
1380585,103.0,131.9,70.6,97.1,40.5
1380586,112.7,70.4,61.6,49.2,5.5
1380587,120.9,61.5,64.1,92.5,10.6
1380588,132.9,107.9,74.7,71.6,20.6
1380589,72.6,125.5,67.7,77.1,8.1
1380590,104.3,57.2,44.1,75.7,4.9
1380591,101.7,109.1,13.1,61.1,1.1
1380592,95.3,124.5,27.7,83.6,25.3
1380593,83.5,87.3,45.5,77.1,36.9
1380594,121.6,96.0,46.1,72.2,23.4
1380595,134.0,116.8,52.0,84.9,41.0
1380596,94.9,111.4,62.9,56.6,4.1
1380597,83.4,40.4,46.4,41.5,9.6
1380598,61.0,154.0,44.7,42.3,19.8
1380599,117.5,110.4,20.8,80.5,6.5
1380600,97.5,94.4,48.1,56.2,4.7
1380601,128.0,104.0,54.7,70.7,35.6
1380602,152.8,92.1,52.1,87.0,2.5
1380603,122.2,118.0,67.5,53.5,31.6
1380604,68.0,135.9,50.6,53.0,3.3
1380605,135.9,68.4,30.0,56.3,1.0
1380606,105.6,82.4,61.5,102.1,5.0
1380607,77.9,70.7,34.7,76.6,4.3
1380608,115.9,149.0,62.0,45.5,33.5
1380609,94.4,79.1,37.2,66.7,3.3
1380610,94.9,127.2,32.9,68.5,30.7
1380611,38.8,104.2,56.6,84.5,45.9
1380612,126.5,50.8,52.3,73.4,46.9
1380613,68.1,102.0,36.4,56.1,10.5
1380614,107.4,103.6,62.6,88.2,11.7
1380615,92.1,110.3,45.3,67.5,17.1
1380616,128.1,85.8,25.0,62.1,21.5
1380617,31.6,124.1,57.0,97.4,7.6
1380618,84.0,71.7,41.8,76.0,5.8
1380619,121.5,123.0,39.4,84.7,5.7
1380620,90.4,84.9,59.4,53.1,40.6
1380621,82.1,132.4,21.6,77.5,8.4
1380622,126.8,75.2,42.2,50.0,11.4
1380623,71.0,60.0,48.0,70.0,42.7
1380624,78.8,67.2,55.1,91.5,1.0
1380625,88.1,73.8,43.6,53.5,11.1
1380626,100.5,86.5,43.0,88.2,9.5
1380627,99.0,100.2,39.3,85.8,12.2
1380628,138.2,101.6,63.8,101.4,9.5
1380629,121.7,93.1,30.2,58.5,18.7
1380630,100.2,82.2,53.8,53.2,5.2
1380631,88.8,112.7,30.7,60.0,19.1
1380632,84.6,126.6,39.0,94.0,23.2
1380633,82.7,98.6,58.1,103.8,32.9
1380634,94.9,104.9,66.6,61.5,7.0
1380635,97.2,114.0,35.8,95.9,15.4
1380636,113.8,58.1,45.0,92.4,61.7
1380637,157.7,71.0,38.4,76.1,2.0
1380638,90.5,99.4,74.8,82.8,73.6
1380639,90.9,80.5,41.8,62.8,14.7
1380640,95.1,96.5,49.2,69.2,4.5
1380641,117.9,139.5,45.7,84.3,8.2
1380642,67.7,65.9,60.3,55.1,4.8
1380643,65.1,96.0,51.6,98.2,3.8
1380644,136.4,77.4,54.4,109.5,3.4
1380645,99.9,90.9,68.5,58.2,28.6
1380646,132.9,99.6,38.0,87.2,16.2
1380647,124.4,86.1,14.7,57.6,25.2
1380648,84.4,131.6,44.4,64.8,27.1
1380649,113.9,112.3,76.3,53.6,6.7
1380650,125.8,117.3,40.3,63.7,32.8
1380651,94.1,67.5,59.9,82.8,59.6
1380652,107.2,98.3,61.1,59.0,1.3
1380653,114.7,128.3,50.4,93.7,44.9
1380654,128.0,97.3,35.9,104.9,34.3
1380655,117.0,137.5,49.5,83.8,13.7
1380656,112.0,92.0,36.6,71.2,1.0
1380657,110.9,113.6,33.3,104.3,18.4
1380658,116.3,107.9,57.6,37.3,5.2
1380659,123.3,122.7,36.2,82.8,20.4
1380660,94.3,68.9,18.7,98.4,3.4
1380661,98.2,51.6,41.2,50.2,1.4
1380662,100.5,84.0,58.7,60.9,2.8
1380663,87.3,52.4,17.0,74.7,21.7
1380664,108.4,102.0,46.0,100.7,12.9
1380665,154.6,133.5,62.7,74.0,4.4
1380666,100.1,106.4,52.3,76.4,10.0
1380667,135.4,74.8,37.2,93.6,16.9
1380668,61.9,122.1,35.5,96.2,7.4
1380669,113.0,92.0,47.5,81.0,1.0
1380670,86.3,128.3,19.9,98.4,6.8
1380671,178.6,111.6,36.3,70.6,6.6
1380672,100.1,67.0,55.4,52.8,3.9
1380673,145.5,114.5,24.1,74.2,15.6
1380674,102.6,110.8,50.3,66.2,26.1
1380675,39.8,155.1,24.8,66.8,9.6
1380676,120.0,79.2,34.1,76.9,36.2
1380677,91.2,96.2,23.6,49.3,22.4
1380678,77.5,72.3,28.0,60.3,45.0
1380679,65.3,128.7,56.6,65.9,8.9
1380680,93.7,69.6,60.9,82.8,18.1
1380681,113.8,126.0,26.8,61.0,57.0
1380682,142.0,116.7,33.4,84.6,8.4
1380683,153.2,110.0,15.0,49.7,38.0
1380684,120.3,94.3,52.2,68.2,23.2
1380685,132.6,81.8,70.8,79.8,27.2
1380686,72.7,99.3,37.9,93.5,3.2
1380687,65.0,116.5,53.6,68.5,33.6
1380688,109.3,77.2,36.7,75.8,24.8
1380689,97.8,139.6,43.0,69.5,3.2
1380690,109.6,92.5,43.6,65.9,27.6
1380691,76.9,54.5,52.4,67.0,5.4
1380692,109.7,118.7,59.7,77.8,41.5
1380693,83.4,111.9,24.6,113.2,5.5
1380694,82.1,117.7,53.4,68.8,4.0
1380695,71.5,86.5,41.4,78.8,14.6
1380696,69.3,99.1,50.9,71.4,6.6
1380697,65.8,83.1,20.0,42.9,10.4
1380698,82.1,112.8,62.5,39.9,5.9
1380699,88.0,129.8,31.4,78.7,3.8
1380700,90.1,45.1,46.5,83.6,49.3
1380701,99.2,110.8,59.4,65.4,45.7
1380702,127.2,105.2,12.5,128.3,1.0
1380703,64.2,48.1,68.6,60.2,24.2
1380704,73.5,96.8,49.9,82.0,37.4
1380705,121.9,85.3,47.2,97.7,22.7
1380706,143.4,49.1,42.9,58.4,16.4
1380707,106.7,118.5,23.1,68.7,14.0
1380708,51.1,93.8,27.4,65.4,2.1
1380709,117.8,92.9,27.9,56.0,32.3
1380710,126.0,101.4,47.6,61.1,10.0
1380711,69.9,79.3,22.5,113.4,9.6
1380712,108.5,98.9,45.0,71.8,16.5
1380713,81.0,109.0,61.2,66.7,6.2
1380714,105.6,108.0,56.3,60.1,10.4
1380715,71.2,130.8,28.1,38.9,36.6
1380716,54.4,104.7,52.5,100.4,13.8
1380717,114.6,100.1,63.0,59.8,14.0
1380718,114.8,73.6,47.6,74.0,2.6
1380719,130.1,122.9,51.5,69.6,25.1
1380720,112.4,109.8,46.8,92.3,2.2
1380721,116.3,116.2,44.9,40.9,10.8
1380722,93.2,97.6,63.2,82.1,57.6
1380723,76.2,145.7,42.4,42.6,7.0
1380724,88.5,105.0,36.3,68.0,1.1
1380725,92.5,90.5,33.1,58.1,82.5
1380726,72.1,63.1,64.9,84.8,20.7
1380727,122.3,140.9,51.3,84.8,2.2
1380728,136.6,115.4,48.2,106.7,18.2
1380729,73.4,104.7,44.8,88.8,5.4
1380730,107.9,117.3,41.6,72.3,1.4
1380731,63.6,83.4,49.5,61.5,9.7
1380732,107.8,124.9,58.6,97.1,1.0
1380733,86.9,130.3,32.4,72.3,20.5
1380734,80.3,61.1,16.0,59.0,2.8
1380735,106.0,114.3,65.7,83.1,44.5
1380736,50.5,107.2,68.6,57.0,1.7
1380737,101.7,101.9,28.5,64.9,29.4
1380738,99.6,98.8,52.8,58.5,5.4
1380739,62.9,58.1,44.1,47.7,1.2
1380740,63.9,117.4,42.6,83.4,23.1
1380741,102.4,114.9,48.8,95.2,26.1
1380742,98.3,138.3,54.2,81.2,9.2
1380743,66.0,60.2,18.3,77.4,9.9
1380744,91.9,78.8,46.7,110.3,18.5
1380745,95.1,70.8,64.8,56.3,7.5
1380746,92.2,104.6,45.5,66.1,26.5
1380747,104.7,97.0,47.7,54.5,4.2
1380748,110.7,55.5,42.4,100.3,1.3
1380749,127.8,89.4,46.5,79.8,19.3
1380750,147.0,130.4,27.3,,1.0
1380751,168.8,66.2,45.9,81.8,5.5
1380752,90.9,151.3,61.4,68.3,7.9
1380753,62.6,90.2,44.5,74.7,1.6
1380754,92.2,56.3,35.9,62.6,1.4
1380755,93.6,79.0,25.8,93.4,109.0
1380756,131.1,89.6,40.9,67.2,14.0
1380757,103.4,99.6,65.3,72.2,40.8
1380758,78.6,71.9,41.4,91.1,17.7
1380759,151.7,106.0,51.8,36.6,31.8
1380760,107.5,143.1,52.9,83.4,3.2
1380761,129.7,104.1,11.7,95.1,12.0
1380762,122.2,74.1,36.6,85.8,1.0
1380763,96.5,115.6,70.8,89.9,4.6
1380764,106.0,97.9,47.0,101.4,13.4
1380765,100.8,95.0,60.3,61.1,6.2
1380766,143.5,80.4,29.0,112.7,1.0
1380767,105.8,71.9,40.2,90.6,3.3
1380768,124.6,101.4,47.1,88.5,6.1
1380769,127.2,97.2,30.1,56.8,1.0
1380770,90.9,121.6,48.6,72.8,54.9
1380771,84.9,86.8,65.2,73.6,14.3
1380772,103.2,109.9,57.3,46.3,14.5
1380773,78.4,85.4,32.6,85.5,5.8
1380774,110.8,126.8,34.2,60.6,4.9
1380775,59.5,78.9,46.8,77.5,7.9
1380776,128.5,97.4,37.8,88.8,18.5
1380777,128.6,67.6,38.7,59.4,4.0
1380778,84.9,98.7,44.8,52.7,1.4
1380779,128.3,112.6,31.8,104.4,16.4
1380780,111.8,147.5,77.7,89.8,5.6
1380781,131.4,97.2,37.9,93.4,23.6
1380782,67.5,65.8,52.8,46.4,15.9
1380783,139.7,86.8,48.6,55.9,10.5
1380784,125.2,122.9,38.4,54.2,33.2
1380785,62.8,112.6,31.8,47.0,35.7
1380786,63.9,99.1,60.8,64.4,2.5
1380787,78.5,119.1,46.3,56.7,8.9
1380788,73.1,107.4,36.0,85.2,55.7
1380789,118.4,95.2,49.3,39.3,19.3
1380790,73.5,75.7,28.9,61.5,1.0
1380791,111.7,112.3,58.8,81.2,2.8
1380792,94.4,125.2,37.4,74.2,29.8
1380793,121.9,111.1,75.5,82.6,10.2
1380794,99.0,35.3,68.4,76.2,10.1
1380795,123.4,137.3,43.2,140.7,48.8
1380796,121.5,109.9,51.3,50.2,3.3
1380797,95.0,107.5,57.2,119.9,1.0
1380798,96.6,84.8,48.5,57.6,10.3
1380799,103.0,122.5,38.9,69.0,12.2
1380800,100.7,111.2,59.5,89.5,5.3
1380801,84.9,95.0,44.0,63.9,18.7
1380802,76.7,80.7,45.9,49.5,32.4
1380803,51.6,112.6,32.5,64.2,6.1
1380804,121.8,99.0,63.4,51.3,15.3
1380805,99.8,57.5,64.6,64.7,23.3
1380806,98.0,90.2,33.7,49.5,31.5
1380807,113.8,42.4,48.4,41.6,17.4
1380808,75.5,110.7,42.9,60.4,1.0
1380809,136.1,139.4,55.0,45.4,17.1
1380810,38.9,99.4,55.1,112.3,27.4
1380811,119.4,132.1,46.8,74.7,10.7
1380812,99.3,125.6,19.3,97.8,24.6
1380813,163.5,124.7,38.8,122.5,18.6
1380814,112.6,106.8,51.9,,4.5
1380815,108.2,102.5,6.8,66.0,13.9
1380816,73.6,116.9,38.3,69.9,40.1
1380817,96.5,108.2,42.2,89.2,8.1
1380818,109.2,88.7,74.6,56.7,30.5
1380819,111.5,116.5,40.5,81.6,15.7
1380820,62.0,63.6,42.6,79.3,15.4
1380821,79.3,75.3,64.6,51.5,1.8
1380822,152.8,98.3,52.3,108.4,6.1
1380823,91.7,120.8,35.9,60.9,8.8
1380824,88.2,73.3,50.3,27.4,12.1
1380825,90.3,106.5,32.7,103.6,1.0
1380826,120.9,128.4,42.6,77.7,3.0
1380827,122.6,62.7,46.7,68.7,56.0
1380828,100.7,90.5,40.0,64.4,19.4
1380829,113.6,102.3,61.9,79.6,10.6
1380830,95.1,94.6,47.3,83.0,6.7
1380831,76.6,59.5,63.3,58.1,11.1
1380832,105.5,70.2,45.2,44.1,18.2
1380833,116.9,130.5,45.6,106.8,11.3
1380834,91.1,90.8,46.6,,13.4
1380835,101.8,94.1,36.5,124.8,21.1
1380836,121.1,63.2,37.6,59.6,17.5
1380837,96.8,102.8,42.4,49.2,21.1
1380838,91.5,115.5,57.9,46.7,1.8
1380839,105.4,101.6,68.4,84.1,26.9
1380840,107.1,68.1,59.1,90.0,25.9
1380841,117.9,152.4,61.9,51.7,1.0
1380842,110.9,121.2,39.1,63.6,6.4
1380843,111.3,98.8,32.4,68.4,39.2
1380844,139.4,100.7,45.6,44.8,3.3
1380845,93.9,109.1,63.1,42.2,61.6
1380846,113.8,120.7,64.7,76.8,71.2
1380847,84.0,94.1,22.9,87.3,10.3
1380848,135.1,105.5,62.6,60.7,16.9
1380849,132.4,100.3,84.9,78.7,20.5
1380850,114.3,79.6,52.0,91.2,8.3
1380851,68.9,130.0,21.8,83.7,81.8
1380852,106.1,99.1,63.5,65.8,11.9
1380853,95.7,102.2,36.7,92.0,16.9
1380854,78.6,103.8,40.8,62.5,3.7
1380855,125.2,97.9,52.8,69.3,6.8
1380856,110.8,76.9,28.8,64.0,8.8
1380857,125.6,111.8,25.0,63.2,4.2
1380858,90.0,72.6,23.1,57.1,2.1
1380859,58.4,88.3,38.9,118.1,18.3
1380860,134.9,126.8,54.0,100.8,5.6
1380861,116.2,77.1,43.0,91.8,56.6
1380862,137.1,109.9,42.0,74.0,22.5
1380863,101.2,85.4,52.2,77.6,14.8
1380864,85.6,120.5,40.5,31.5,2.0
1380865,85.0,109.6,73.2,68.5,29.4
1380866,60.3,119.4,41.3,76.8,4.0
1380867,71.0,102.0,65.1,120.4,1.0
1380868,130.4,110.0,56.5,77.6,6.3
1380869,146.7,75.5,23.4,112.8,4.7
1380870,81.2,74.8,28.9,79.3,1.0
1380871,92.0,103.3,66.0,68.3,18.4
1380872,48.0,98.7,57.4,48.9,9.3
1380873,94.4,119.6,46.3,49.9,58.7
1380874,119.9,87.6,35.3,20.0,1.2
1380875,91.0,97.3,55.8,95.8,3.1
1380876,93.5,87.8,24.8,86.1,30.5
1380877,110.6,157.9,48.7,57.4,7.9
1380878,100.9,125.2,47.4,87.2,8.7
1380879,120.7,99.1,72.7,104.3,36.5
1380880,135.4,88.2,45.8,101.2,3.0
1380881,82.0,95.0,34.0,,12.2
1380882,140.5,155.6,39.8,98.6,12.7
1380883,123.9,88.8,38.1,45.8,1.0
1380884,116.4,103.1,50.1,74.7,38.1
1380885,90.9,103.7,30.7,119.1,47.6
1380886,101.8,80.3,43.9,50.4,27.1
1380887,130.6,71.9,23.4,108.8,24.9
1380888,98.6,87.1,69.6,79.0,1.7
1380889,59.7,135.0,35.7,66.1,23.7
1380890,97.8,83.4,44.1,124.7,2.6
1380891,115.1,61.2,55.7,78.2,64.8
1380892,99.5,118.4,32.7,49.9,8.5
1380893,110.5,50.3,59.6,76.6,25.4
1380894,99.2,86.8,30.0,38.7,8.1
1380895,105.6,124.8,20.3,49.7,24.7
1380896,133.1,119.5,45.6,121.5,8.6
1380897,95.9,79.0,32.5,104.2,50.3
1380898,70.9,103.0,43.3,47.9,12.4
1380899,91.1,40.5,32.6,91.1,16.9
1380900,105.2,120.4,60.5,68.9,1.0
1380901,73.4,85.5,24.3,93.4,17.9
1380902,106.5,109.6,56.4,81.5,6.0
1380903,88.6,124.0,71.8,121.1,24.9
1380904,110.9,88.3,54.7,115.3,3.7
1380905,108.7,82.5,43.2,107.0,23.7
1380906,42.1,92.2,20.1,,27.0
1380907,95.3,91.4,79.3,75.8,63.8
1380908,99.7,117.3,16.9,61.4,18.9
1380909,94.4,103.9,67.4,82.0,1.1
1380910,160.1,70.3,80.1,108.7,6.4
1380911,108.5,85.8,39.3,89.5,69.4
1380912,73.1,97.7,40.2,100.3,3.6
1380913,82.7,111.2,19.0,36.4,38.9
1380914,85.5,94.0,40.3,72.5,7.8
1380915,88.5,89.9,62.0,86.1,2.1
1380916,93.2,113.6,48.6,99.6,110.7
1380917,136.4,112.5,43.1,99.9,46.0
1380918,117.9,141.1,62.3,101.1,44.1
1380919,115.9,140.1,49.5,57.4,1.8
1380920,103.3,99.9,33.3,62.0,1.8
1380921,91.4,101.9,23.3,40.7,1.0
1380922,96.6,73.1,50.0,82.7,21.8
1380923,141.6,73.3,63.1,78.1,20.8
1380924,83.5,86.7,33.0,58.8,22.0
1380925,70.5,58.1,49.3,50.3,11.9
1380926,84.5,102.9,51.1,54.2,4.5
1380927,65.8,97.7,38.6,102.1,19.7
1380928,88.7,119.2,48.9,77.8,69.5
1380929,99.3,70.8,82.2,66.2,1.0
1380930,80.6,114.8,41.7,83.8,16.4
1380931,100.7,55.9,44.2,70.3,23.9
1380932,66.5,80.2,29.2,126.8,6.3
1380933,111.3,99.3,18.1,83.6,16.9
1380934,78.6,87.5,43.4,33.8,11.1
1380935,83.0,141.1,42.6,74.6,1.0
1380936,61.0,109.0,54.5,48.7,5.4
1380937,124.5,57.3,63.7,56.7,9.4
1380938,85.7,98.8,65.1,52.4,4.6
1380939,76.5,94.0,64.5,94.1,6.1
1380940,115.6,99.7,59.5,114.5,46.2
1380941,91.6,94.5,59.3,82.2,4.3
1380942,93.6,85.0,16.3,77.2,35.5
1380943,83.6,151.9,60.8,80.4,6.3
1380944,110.0,81.3,51.9,99.4,14.9
1380945,121.7,85.7,60.7,82.8,28.2
1380946,110.6,114.1,32.2,47.9,26.9
1380947,133.9,130.1,41.7,71.7,29.4
1380948,72.5,131.4,34.0,,26.2
1380949,79.7,29.2,45.7,93.6,35.3
1380950,127.0,94.1,50.6,40.1,3.3
1380951,62.1,130.6,26.3,62.1,1.4
1380952,85.7,111.4,28.1,76.1,3.1
1380953,103.2,87.2,30.7,69.0,16.3
1380954,114.5,104.9,32.6,102.5,7.0
1380955,125.5,84.8,54.6,69.2,45.2
1380956,126.4,97.5,22.4,83.0,46.6
1380957,126.6,143.7,52.9,33.3,6.2
1380958,102.0,101.1,41.4,58.9,2.0
1380959,104.0,67.1,39.3,69.2,14.7
1380960,87.1,75.0,75.4,86.1,12.5
1380961,134.4,137.6,78.0,85.5,37.9
1380962,113.8,93.2,51.7,88.2,17.4
1380963,107.0,66.7,46.3,69.5,1.0
1380964,89.4,67.4,63.0,72.7,16.2
1380965,96.7,96.6,38.9,63.1,4.1
1380966,98.7,88.7,54.1,81.7,22.3
1380967,48.9,114.3,52.0,109.4,21.9
1380968,113.8,69.0,11.1,57.8,7.6
1380969,123.8,92.4,52.3,100.6,2.4
1380970,120.3,127.5,30.0,69.1,4.0
1380971,85.4,133.8,56.8,55.8,1.0
1380972,104.2,88.1,44.7,106.2,7.0
1380973,119.1,88.7,83.4,69.3,20.3
1380974,90.2,45.5,70.6,89.3,27.4
1380975,76.6,90.9,39.8,87.6,7.9
1380976,82.7,112.0,41.4,65.0,27.2
1380977,90.6,49.7,44.2,69.7,29.2
1380978,62.3,115.1,51.6,101.2,10.9
1380979,50.8,104.7,6.9,59.5,1.0
1380980,110.6,70.9,38.2,76.5,7.5
1380981,118.6,133.5,39.4,84.2,4.3
1380982,102.7,116.8,59.5,66.1,21.2
1380983,81.8,77.2,49.9,83.3,7.4
1380984,112.1,56.5,27.3,46.0,29.8
1380985,111.3,78.8,47.2,77.4,5.2
1380986,86.7,130.3,38.8,51.7,9.8
1380987,119.7,86.8,38.8,64.7,9.1
1380988,91.6,93.9,52.2,88.8,21.9
1380989,72.6,96.8,59.8,112.4,18.2
1380990,87.8,114.5,50.9,73.6,5.7
1380991,109.2,119.7,54.0,53.4,14.6
1380992,117.5,86.1,35.9,83.0,32.4
1380993,87.1,129.0,24.5,124.6,15.7
1380994,74.2,109.5,48.3,53.3,3.4
1380995,70.6,128.6,32.6,73.2,43.5
1380996,77.5,82.0,47.9,68.2,6.0
1380997,99.1,109.0,36.9,72.5,10.3
1380998,61.0,90.8,43.2,94.3,32.0
1380999,87.1,129.5,40.2,56.1,9.9
1381000,118.2,124.9,64.9,74.7,31.5
