HomeID,EcoModeDurationHours,OutdoorHumidity_Percent,PowerSaved_Percent,UserOverriddenCount,SystemEfficiencyGrade
1830632,59.1,60.6,42.3,114.0,0
1830633,31.5,44.8,54.5,57.0,1
1830634,37.8,41.0,61.8,92.1,0
1830635,60.2,37.6,29.3,86.3,1
1830636,41.7,50.1,27.4,92.4,0
1830637,40.5,60.4,74.6,136.4,1
1830638,57.4,58.9,52.0,69.5,0
1830639,43.6,86.2,55.8,70.6,1
1830640,48.6,32.7,40.4,153.9,1
1830641,78.2,44.1,35.1,104.6,0
1830642,40.4,25.8,19.4,101.6,1
1830643,49.8,28.7,17.8,103.5,0
1830644,67.7,21.9,36.6,124.1,1
1830645,64.8,30.4,61.9,105.1,1
1830646,35.1,69.6,71.4,84.6,1
1830647,60.5,39.4,44.7,88.5,1
1830648,30.4,61.1,79.1,97.9,0
1830649,47.2,61.3,34.8,126.3,0
1830650,22.6,45.4,63.3,52.2,0
1830651,33.9,56.3,15.5,107.5,0
1830652,41.1,64.1,50.7,84.7,1
1830653,66.5,50.9,72.9,103.4,0
1830654,41.7,42.7,43.2,75.2,0
1830655,42.8,59.9,69.8,124.3,1
1830656,35.7,48.9,56.5,84.9,0
1830657,36.0,33.4,32.3,147.3,1
1830658,52.9,13.5,48.5,99.0,0
1830659,27.8,57.6,55.7,92.9,0
1830660,36.2,38.7,22.7,107.1,1
1830661,50.1,50.8,43.0,96.2,1
1830662,31.3,32.9,62.7,67.0,1
1830663,10.7,44.2,38.9,101.4,0
1830664,27.9,29.4,40.4,88.1,0
1830665,53.2,,26.6,95.0,1
1830666,53.0,77.7,39.7,94.2,0
1830667,48.0,4.5,51.6,93.3,0
1830668,54.4,41.2,63.6,82.8,1
1830669,55.3,36.0,18.5,105.0,0
1830670,27.1,53.1,68.6,118.4,0
1830671,62.1,82.5,54.1,138.3,1
1830672,47.5,29.1,50.2,71.8,1
1830673,40.2,31.7,41.6,123.1,1
1830674,19.6,33.7,71.0,65.4,0
1830675,76.0,31.8,52.8,75.7,1
1830676,46.0,61.2,50.4,113.2,1
1830677,79.7,57.4,64.5,98.8,1
1830678,56.4,18.8,45.7,78.2,1
1830679,59.9,35.8,43.3,85.2,0
1830680,39.5,,38.3,72.1,1
1830681,41.9,53.3,54.6,109.0,0
1830682,51.1,85.3,17.1,111.4,0
1830683,58.8,38.4,54.2,78.1,0
1830684,65.4,26.9,31.2,98.3,1
1830685,37.7,29.3,28.8,55.2,1
1830686,44.2,61.2,53.3,84.5,0
1830687,57.1,42.9,40.7,108.6,1
1830688,25.6,32.5,12.2,122.5,0
1830689,53.9,42.2,14.5,78.3,0
1830690,35.7,39.1,28.6,89.1,0
1830691,45.7,56.0,50.6,57.4,1
1830692,34.4,53.9,54.6,120.2,0
1830693,31.8,48.6,36.9,112.0,0
1830694,82.3,48.2,39.1,95.8,1
1830695,42.6,47.9,35.1,122.3,1
1830696,58.4,56.6,40.4,18.9,0
1830697,53.4,43.3,45.4,47.1,0
1830698,33.3,33.2,49.4,79.8,0
1830699,38.0,63.8,42.5,102.0,1
1830700,61.2,25.7,34.0,111.9,1
1830701,45.5,39.6,32.9,114.3,0
1830702,48.0,49.0,34.9,100.8,1
1830703,74.3,55.9,59.6,86.8,1
1830704,50.3,82.4,59.6,80.9,1
1830705,55.3,43.2,35.8,132.9,1
1830706,36.1,67.4,69.4,100.7,1
1830707,50.2,32.1,32.8,94.2,1
1830708,39.1,41.0,51.2,118.7,1
1830709,30.0,55.9,59.2,111.3,0
1830710,20.6,29.1,42.4,32.0,0
1830711,69.8,73.4,53.1,153.9,1
1830712,49.4,49.0,37.8,95.9,0
1830713,29.5,53.7,18.3,102.7,0
1830714,63.8,40.9,29.1,68.1,1
1830715,54.5,58.0,46.3,97.8,0
1830716,41.0,16.4,54.4,77.8,1
1830717,43.8,72.1,33.9,133.6,0
1830718,56.5,40.5,52.7,122.0,1
1830719,42.6,5.3,59.8,71.8,0
1830720,29.8,45.7,45.9,60.4,0
1830721,44.8,55.4,76.5,80.8,0
1830722,58.7,34.7,36.8,92.2,1
1830723,13.9,41.4,59.1,66.2,0
1830724,39.0,36.9,84.6,110.1,1
1830725,50.2,44.7,51.3,82.2,0
1830726,56.8,38.2,49.3,108.7,1
1830727,35.1,44.4,61.7,80.4,0
1830728,33.6,51.0,47.8,92.3,1
1830729,44.9,25.6,44.9,113.8,1
1830730,28.7,48.4,28.2,113.2,1
1830731,38.8,47.7,42.8,104.9,1
1830732,33.2,33.3,48.6,94.5,0
1830733,53.3,33.0,39.5,142.3,0
1830734,40.0,38.1,29.9,116.0,0
1830735,44.1,51.0,42.0,118.3,1
1830736,37.3,20.0,16.2,113.6,0
1830737,39.6,37.9,30.9,123.5,1
1830738,46.7,22.5,33.8,116.1,1
1830739,38.7,66.5,40.1,112.2,0
1830740,47.4,34.4,45.1,135.9,0
1830741,22.5,64.8,38.7,85.5,0
1830742,49.9,24.5,46.9,151.1,0
1830743,28.3,33.5,71.1,85.3,0
1830744,21.3,19.1,77.0,96.9,1
1830745,52.5,57.3,50.4,81.4,1
1830746,57.5,57.8,43.9,114.7,1
1830747,38.7,48.7,34.2,106.0,0
1830748,28.5,50.4,50.8,98.3,0
1830749,29.4,31.8,45.1,114.1,0
1830750,42.4,39.4,34.4,151.9,0
1830751,38.4,67.7,79.2,151.7,0
1830752,56.8,44.9,52.9,73.7,0
1830753,28.2,29.0,54.6,79.2,0
1830754,58.1,38.6,18.3,114.1,0
1830755,57.3,33.3,64.9,32.8,0
1830756,23.5,48.9,44.6,103.8,0
1830757,50.8,51.7,41.5,145.7,1
1830758,21.5,17.5,39.1,87.2,1
1830759,31.9,29.2,45.7,90.8,1
1830760,6.6,47.3,42.0,91.6,0
1830761,50.8,34.7,51.7,103.6,1
1830762,34.3,58.3,60.4,151.1,0
1830763,36.5,20.1,71.2,130.5,0
1830764,25.2,27.0,58.8,82.9,0
1830765,32.2,31.8,61.8,63.7,1
1830766,55.2,37.7,38.4,153.8,1
1830767,23.1,49.1,54.1,112.2,0
1830768,29.7,49.4,56.6,123.6,0
1830769,42.1,56.1,44.6,85.9,1
1830770,52.2,34.6,33.9,66.6,0
1830771,67.1,64.2,35.9,111.9,1
1830772,77.2,28.9,54.9,118.4,1
1830773,43.5,48.0,51.4,126.8,0
1830774,62.2,73.7,42.2,84.4,1
1830775,39.9,39.7,76.3,97.8,1
1830776,76.4,51.8,30.2,125.5,1
1830777,78.2,39.3,45.0,121.0,1
1830778,41.8,32.8,25.6,119.1,1
1830779,40.8,65.0,45.7,90.3,1
1830780,70.6,60.3,18.5,97.2,1
1830781,41.9,40.8,35.4,99.1,0
1830782,36.7,38.9,23.4,115.4,0
1830783,70.1,67.3,38.7,107.4,1
1830784,65.1,44.6,53.0,105.2,1
1830785,19.3,52.2,75.2,94.7,1
1830786,40.2,46.3,51.3,79.1,0
1830787,55.9,47.3,41.3,95.5,1
1830788,25.5,39.3,46.9,126.3,0
1830789,17.2,8.5,23.0,34.3,0
1830790,54.1,24.9,28.7,92.0,1
1830791,72.9,79.3,52.4,99.1,1
1830792,60.9,71.6,69.8,132.9,0
1830793,56.0,56.0,19.9,90.7,1
1830794,52.0,31.4,45.8,82.3,0
1830795,59.3,48.1,46.0,65.2,1
1830796,49.7,41.1,71.4,157.8,1
1830797,46.4,49.3,23.7,69.3,1
1830798,65.0,52.4,54.4,129.2,1
1830799,35.7,39.0,51.4,97.7,0
1830800,33.7,19.8,40.1,77.2,0
1830801,43.8,54.9,62.6,122.6,0
1830802,16.8,37.1,38.3,90.2,1
1830803,35.1,37.0,14.1,113.4,0
1830804,45.8,66.8,39.0,60.1,1
1830805,56.7,58.1,47.0,80.8,1
1830806,44.7,56.2,42.6,99.5,0
1830807,35.1,56.3,44.5,57.2,0
1830808,20.1,44.0,53.1,90.5,0
1830809,78.2,16.0,34.7,91.2,0
1830810,35.3,67.5,46.3,78.8,0
1830811,30.2,46.0,25.2,74.8,0
1830812,41.0,73.7,54.9,102.3,0
1830813,52.2,61.5,18.4,99.3,1
1830814,80.6,44.9,57.4,140.9,1
1830815,47.1,21.5,74.8,104.7,1
1830816,28.1,63.7,17.9,112.5,0
1830817,61.2,60.5,72.6,80.3,1
1830818,55.8,15.2,59.7,86.9,1
1830819,32.7,41.7,55.5,124.9,0
1830820,39.5,55.3,60.2,91.4,0
1830821,78.2,45.3,37.4,86.6,1
1830822,47.9,61.0,41.8,60.6,1
1830823,16.5,38.9,28.6,97.3,0
1830824,32.0,57.4,52.3,119.5,0
1830825,40.0,17.4,63.1,68.8,1
1830826,55.1,20.5,53.3,95.9,0
1830827,64.6,71.7,34.7,102.5,1
1830828,34.7,62.6,23.3,114.6,0
1830829,44.5,36.9,68.9,106.4,0
1830830,47.0,65.1,44.5,98.7,0
1830831,43.4,19.7,22.8,104.6,0
1830832,47.0,47.4,66.0,105.5,0
1830833,49.9,54.8,53.8,106.5,1
1830834,41.7,33.0,61.3,75.7,0
1830835,37.3,71.2,65.9,52.2,0
1830836,29.3,67.9,54.3,88.5,1
1830837,26.8,70.3,44.7,110.5,0
1830838,33.8,56.1,42.9,137.1,1
1830839,38.6,58.3,29.2,114.9,1
1830840,39.3,56.3,53.9,102.4,1
1830841,67.5,55.2,42.1,68.6,1
1830842,44.3,28.1,51.6,39.7,0
1830843,47.2,42.2,44.4,72.9,1
1830844,57.0,59.3,38.7,81.5,0
1830845,21.4,30.2,61.7,112.9,0
1830846,22.9,56.9,34.2,87.9,1
1830847,54.4,60.1,35.3,104.4,0
1830848,51.8,64.2,29.3,73.0,0
1830849,46.0,48.3,59.8,89.2,0
1830850,58.7,46.6,58.3,126.7,1
1830851,33.1,38.6,39.2,122.6,1
1830852,30.7,53.3,18.3,108.0,0
1830853,55.5,22.4,48.9,75.7,1
1830854,46.8,25.5,51.3,62.9,0
1830855,60.0,51.7,68.4,95.0,1
1830856,34.7,53.1,73.1,90.3,1
1830857,58.3,42.0,28.2,99.2,1
1830858,27.2,41.1,59.3,79.2,0
1830859,77.3,37.7,43.3,112.8,1
1830860,22.1,42.4,24.3,118.3,0
1830861,72.2,53.5,67.0,106.6,0
1830862,57.9,45.9,71.5,118.8,0
1830863,51.0,69.5,65.9,106.9,1
1830864,33.6,31.1,36.7,91.6,0
1830865,41.0,55.2,62.8,122.7,0
1830866,52.2,37.9,62.0,123.6,1
1830867,55.8,24.1,77.4,126.8,1
1830868,35.1,37.8,41.8,57.4,0
1830869,19.5,33.2,19.8,114.9,1
1830870,76.1,30.5,40.6,57.5,1
1830871,76.1,55.2,46.3,66.8,1
1830872,48.7,59.0,59.7,76.8,0
1830873,33.6,53.5,34.5,57.1,0
1830874,37.9,53.5,60.5,122.6,1
1830875,54.5,68.3,71.0,149.3,1
1830876,49.0,43.2,36.8,71.1,0
1830877,64.5,68.8,83.2,86.7,0
1830878,75.3,41.6,41.0,80.3,0
1830879,34.4,54.1,30.7,124.7,0
1830880,47.6,70.6,44.3,44.4,0
1830881,45.0,25.3,40.0,138.5,1
1830882,57.3,43.9,59.1,58.4,0
1830883,87.8,63.6,45.0,57.1,1
1830884,43.3,56.0,47.8,133.0,1
1830885,22.6,61.3,39.3,111.2,0
1830886,40.4,43.5,51.3,89.4,0
1830887,50.1,25.5,36.1,99.1,1
1830888,8.0,32.6,27.4,79.9,0
1830889,53.5,54.4,69.3,76.6,0
1830890,51.4,35.0,28.5,59.1,1
1830891,55.4,39.1,54.9,104.0,0
1830892,42.3,16.5,46.2,129.6,1
1830893,32.6,45.8,52.8,103.9,0
1830894,34.7,11.2,46.8,112.9,1
1830895,47.8,46.7,46.3,187.7,1
1830896,30.8,21.5,25.3,96.9,0
1830897,45.5,50.6,57.7,74.6,1
1830898,32.7,74.7,51.0,70.8,1
1830899,22.0,39.8,35.4,89.9,0
1830900,31.3,42.2,52.4,66.2,0
1830901,61.0,57.9,58.2,126.4,0
1830902,48.0,74.4,53.5,65.9,0
1830903,55.6,67.7,42.0,123.1,1
1830904,48.7,,57.0,105.4,1
1830905,64.3,35.6,23.4,118.4,1
1830906,49.7,79.4,72.5,75.2,1
1830907,61.5,54.5,75.8,109.6,1
1830908,63.5,59.2,26.4,125.9,0
1830909,48.6,38.8,58.7,121.5,1
1830910,65.1,44.1,42.5,63.1,1
1830911,48.0,11.5,60.5,110.9,1
1830912,41.8,51.9,47.1,47.6,0
1830913,55.0,24.6,33.6,128.6,0
1830914,49.9,50.0,38.5,121.0,0
1830915,17.6,70.3,68.0,72.0,0
1830916,69.0,36.7,27.1,115.5,0
1830917,52.2,32.5,40.7,139.8,1
1830918,67.1,44.2,22.5,110.6,1
1830919,58.1,36.1,40.4,109.3,1
1830920,52.2,31.9,41.4,75.2,1
1830921,42.2,44.1,45.2,130.8,0
1830922,38.6,38.7,16.8,123.6,1
1830923,44.5,64.1,31.6,159.9,1
1830924,45.7,20.5,29.6,100.3,1
1830925,44.7,64.0,48.9,109.3,0
1830926,46.8,66.2,30.4,129.6,0
1830927,44.9,45.0,29.2,107.9,0
1830928,59.3,44.8,49.9,75.9,0
1830929,45.3,37.9,42.3,85.4,1
1830930,38.6,51.6,46.3,85.6,1
1830931,56.1,24.2,27.7,103.0,1
1830932,41.2,64.7,56.7,66.5,1
1830933,23.3,49.5,54.2,125.6,0
1830934,81.9,51.5,59.8,97.4,1
1830935,78.5,53.3,45.6,63.4,1
1830936,51.3,97.9,57.9,97.2,0
1830937,16.7,49.7,34.7,95.1,0
1830938,38.1,4.0,53.9,109.3,1
1830939,56.4,60.1,19.9,66.8,0
1830940,42.7,41.1,36.5,114.7,0
1830941,43.3,39.1,45.6,63.4,0
1830942,47.3,52.1,36.4,100.3,1
1830943,82.5,23.6,46.6,102.3,1
1830944,63.2,41.6,58.9,102.3,1
1830945,53.5,65.1,32.2,90.4,0
1830946,41.8,46.9,60.1,100.7,1
1830947,31.5,39.3,25.8,141.9,0
1830948,40.8,49.5,40.5,86.9,1
1830949,58.3,44.8,39.8,115.7,0
1830950,43.8,51.7,41.3,85.9,0
1830951,38.6,51.0,25.3,118.6,0
1830952,49.1,28.1,52.7,99.9,0
1830953,30.7,62.0,38.0,126.5,1
1830954,42.1,66.3,35.4,104.3,0
1830955,38.8,46.9,53.4,81.2,1
1830956,61.1,47.7,53.7,119.7,1
1830957,58.9,,47.5,120.6,1
1830958,68.2,52.2,61.4,69.3,1
1830959,72.2,23.5,35.7,55.9,1
1830960,61.7,34.6,20.6,109.9,1
1830961,30.8,47.6,47.3,137.7,0
1830962,61.9,65.5,80.4,90.5,1
1830963,36.2,33.7,44.3,62.2,1
1830964,40.1,33.1,67.9,89.7,0
1830965,27.8,46.2,29.8,122.0,0
1830966,30.1,32.4,58.0,87.3,1
1830967,41.3,44.0,23.2,71.3,0
1830968,53.0,27.8,43.6,57.6,1
1830969,33.1,34.7,41.5,120.8,0
1830970,29.3,49.6,54.6,109.0,0
1830971,50.6,42.1,44.3,146.5,1
1830972,36.8,39.0,43.2,103.2,0
1830973,47.7,46.6,75.4,107.0,0
1830974,76.1,41.2,57.2,44.3,1
1830975,48.2,53.8,41.1,97.8,0
1830976,34.9,,31.8,134.4,0
1830977,35.9,21.2,49.6,118.8,0
1830978,57.5,49.6,38.0,82.3,0
1830979,57.7,15.3,32.0,113.9,1
1830980,25.7,34.6,56.3,97.0,0
1830981,22.6,67.8,49.5,122.6,0
1830982,58.2,62.2,44.1,106.4,1
1830983,44.9,45.6,41.4,118.3,1
1830984,11.3,55.9,62.5,113.5,0
1830985,42.6,74.7,47.3,70.4,1
1830986,54.9,23.0,58.9,83.8,1
1830987,23.1,70.2,43.2,102.9,0
1830988,54.3,36.1,27.8,124.7,1
1830989,49.3,49.7,50.0,82.9,1
1830990,47.0,,41.8,94.1,0
1830991,52.2,51.7,66.1,82.5,1
1830992,44.0,24.3,48.0,86.8,0
1830993,53.2,27.2,34.4,135.9,0
1830994,65.3,31.7,57.5,114.2,0
1830995,44.7,48.6,36.2,97.0,1
1830996,50.9,41.7,51.0,69.5,1
1830997,49.6,28.9,55.5,153.1,0
1830998,40.4,52.3,46.3,136.3,0
1830999,50.4,42.8,42.2,122.5,0
1831000,60.7,63.4,17.9,71.0,1
