TerminalID,InboundTrucks,CrossDockTimeMinutes,ThroughputQty,StaffShiftCount,DockUtilizationScore
1390580,90.0,14.8,120.7,84.5,42.3
1390581,88.7,6.3,143.7,110.2,37.9
1390582,99.1,31.3,77.5,83.3,41.2
1390583,90.0,2.5,84.1,44.1,49.9
1390584,157.8,26.9,129.0,120.7,49.8
1390585,90.0,1.5,87.0,98.3,28.0
1390586,58.5,23.3,94.1,84.3,48.1
1390587,106.5,78.0,102.6,116.8,60.5
1390588,99.6,37.4,123.5,72.3,42.0
1390589,110.7,49.3,45.8,97.1,28.6
1390590,106.6,4.9,95.4,97.4,48.7
1390591,107.9,28.8,73.0,125.0,22.6
1390592,59.1,3.2,87.8,127.8,45.8
1390593,142.9,23.7,81.3,62.0,33.1
1390594,141.6,5.0,112.0,135.3,28.7
1390595,120.5,50.6,113.9,138.4,54.7
1390596,80.8,19.9,66.2,97.6,39.4
1390597,95.9,32.8,175.3,114.6,46.5
1390598,103.3,2.9,110.3,82.7,38.1
1390599,89.1,21.2,147.4,119.7,32.0
1390600,84.9,13.2,108.6,110.4,63.9
1390601,67.6,9.2,120.2,79.5,24.8
1390602,114.4,30.4,86.1,112.7,54.9
1390603,106.7,9.8,102.8,81.6,66.0
1390604,99.0,5.9,70.8,75.7,43.3
1390605,120.1,28.3,69.1,128.4,35.8
1390606,84.4,21.2,112.4,69.6,57.5
1390607,103.1,8.4,81.5,128.7,43.9
1390608,67.3,,96.7,85.3,40.4
1390609,45.4,24.7,112.3,104.9,36.5
1390610,72.4,9.5,99.5,95.4,51.0
1390611,75.6,3.5,101.4,109.1,24.5
1390612,113.3,5.4,88.2,138.4,20.7
1390613,98.5,38.3,80.2,75.4,100.0
1390614,97.3,40.8,103.4,106.2,74.2
1390615,120.4,24.6,84.2,102.7,43.7
1390616,101.3,57.9,131.6,127.6,49.0
1390617,75.9,4.6,70.7,86.8,36.4
1390618,90.4,2.4,123.1,144.0,20.7
1390619,89.9,12.6,118.5,78.6,66.0
1390620,87.0,9.0,154.5,122.7,21.5
1390621,98.0,8.4,164.1,90.4,42.9
1390622,69.3,14.8,126.3,98.1,65.2
1390623,101.0,20.5,80.5,120.0,46.9
1390624,76.9,5.1,90.1,75.2,53.6
1390625,111.8,19.0,52.4,77.0,35.0
1390626,100.5,30.4,95.7,115.5,67.7
1390627,106.1,56.9,91.3,95.7,29.7
1390628,100.0,3.4,95.3,104.7,35.4
1390629,127.9,28.7,59.3,84.0,36.2
1390630,123.6,8.1,100.9,138.3,25.5
1390631,59.0,5.5,97.9,86.6,79.7
1390632,121.4,14.0,57.5,113.2,23.1
1390633,71.6,9.6,77.8,78.8,26.1
1390634,97.1,4.8,126.1,122.8,44.5
1390635,121.6,2.0,77.1,43.7,30.3
1390636,83.7,9.4,97.4,97.5,33.7
1390637,73.7,14.6,128.9,80.8,74.5
1390638,108.3,14.0,79.3,126.5,46.5
1390639,128.5,8.6,93.8,93.9,55.5
1390640,73.9,5.8,91.4,94.9,26.6
1390641,53.0,2.0,126.6,96.0,24.8
1390642,134.0,25.5,83.3,113.2,30.6
1390643,169.8,15.0,87.6,130.2,28.6
1390644,63.0,1.1,80.4,69.6,39.9
1390645,87.9,12.8,92.5,105.8,43.7
1390646,115.7,4.9,85.2,42.4,35.3
1390647,78.3,11.8,79.4,142.4,61.7
1390648,106.0,41.7,107.0,88.9,53.9
1390649,109.4,20.5,114.9,141.7,36.8
1390650,102.5,4.3,61.5,109.8,47.5
1390651,94.7,3.8,112.1,90.7,25.7
1390652,20.5,1.4,102.4,109.9,33.8
1390653,105.1,1.0,119.5,100.7,56.5
1390654,98.3,7.4,92.9,115.1,46.9
1390655,119.7,8.4,115.5,100.8,39.9
1390656,68.1,4.3,95.9,141.7,45.1
1390657,86.9,17.0,93.5,109.7,83.3
1390658,99.9,12.8,108.1,118.5,35.9
1390659,105.7,21.4,114.9,87.4,45.5
1390660,113.7,25.0,99.8,131.5,42.2
1390661,99.6,2.5,68.3,123.9,40.4
1390662,32.9,6.7,90.5,121.2,37.5
1390663,132.4,26.4,135.1,94.0,37.1
1390664,84.3,20.6,64.7,94.8,50.5
1390665,100.4,20.6,135.4,172.1,51.6
1390666,60.9,15.6,65.2,84.3,31.9
1390667,94.1,5.8,65.2,121.9,39.2
1390668,126.0,20.2,57.6,99.8,50.2
1390669,106.5,16.2,106.4,74.5,49.1
1390670,76.5,51.5,107.5,95.2,67.7
1390671,131.5,10.7,92.4,98.1,61.0
1390672,111.2,2.0,144.4,70.4,64.0
1390673,86.6,9.0,134.1,120.9,9.1
1390674,96.3,10.0,56.2,95.4,55.4
1390675,70.6,20.6,109.7,61.5,33.3
1390676,118.5,1.4,119.2,99.9,27.1
1390677,57.1,1.0,62.3,115.9,17.8
1390678,117.7,39.8,88.3,113.0,38.7
1390679,76.3,17.3,80.1,87.2,45.6
1390680,89.2,1.8,134.2,154.5,61.9
1390681,77.0,1.0,124.7,75.4,29.5
1390682,107.9,9.2,124.5,147.7,34.1
1390683,139.3,13.7,148.0,99.9,37.2
1390684,126.8,2.2,141.8,105.0,63.4
1390685,99.8,13.0,123.3,99.8,55.7
1390686,134.4,2.1,106.6,128.4,17.6
1390687,100.0,1.8,71.3,95.1,40.4
1390688,39.9,25.3,107.6,110.8,69.7
1390689,98.0,2.4,152.3,92.7,58.8
1390690,107.3,14.9,129.5,128.9,58.9
1390691,112.1,3.6,88.9,122.2,27.8
1390692,79.5,1.0,78.9,81.4,54.0
1390693,66.2,35.9,105.3,129.5,39.8
1390694,70.3,2.4,73.4,96.6,46.2
1390695,135.5,2.8,96.6,114.4,39.2
1390696,124.6,57.3,101.1,79.5,45.5
1390697,53.2,3.5,135.1,103.4,36.2
1390698,102.7,,85.0,28.1,54.9
1390699,100.8,17.1,43.0,95.4,49.5
1390700,120.5,15.1,110.7,111.1,30.1
1390701,162.7,14.5,63.5,160.1,37.0
1390702,155.9,11.2,106.3,96.4,76.2
1390703,126.7,7.1,77.9,52.8,70.5
1390704,85.4,9.4,116.6,118.0,46.2
1390705,96.0,1.0,54.6,141.1,60.6
1390706,98.6,27.5,50.5,74.5,47.4
1390707,91.1,8.7,107.4,95.6,73.6
1390708,74.6,11.7,126.4,117.9,46.4
1390709,75.5,3.0,90.4,120.9,15.6
1390710,89.1,9.4,86.0,63.7,57.0
1390711,93.5,28.9,87.5,82.9,55.2
1390712,86.8,5.0,124.9,123.9,42.1
1390713,82.9,27.3,75.1,155.3,45.3
1390714,82.8,7.8,105.7,107.9,36.3
1390715,101.9,5.7,112.0,100.2,27.3
1390716,74.7,2.2,126.6,87.2,44.5
1390717,122.0,3.5,112.8,105.9,22.2
1390718,100.8,7.5,77.2,144.7,46.1
1390719,107.9,39.1,81.4,81.5,45.1
1390720,69.8,36.5,116.2,79.5,16.3
1390721,119.8,47.0,69.0,83.0,33.0
1390722,100.0,1.8,73.7,90.6,48.6
1390723,82.8,11.3,77.4,77.4,33.9
1390724,75.5,12.3,66.6,101.4,69.6
1390725,106.7,33.0,76.0,68.5,39.2
1390726,122.9,17.1,102.6,77.1,52.5
1390727,100.3,4.4,72.1,62.5,44.6
1390728,44.3,5.8,66.5,96.0,22.4
1390729,119.9,10.9,100.8,106.9,63.6
1390730,106.4,5.1,106.8,109.3,14.6
1390731,49.3,20.1,94.1,52.6,42.9
1390732,62.2,29.8,89.1,112.7,51.5
1390733,131.4,107.1,69.5,106.9,43.2
1390734,71.8,7.1,123.6,88.5,35.3
1390735,109.4,1.0,126.2,100.0,18.1
1390736,79.2,37.8,117.8,91.8,44.5
1390737,82.0,,72.0,113.0,41.9
1390738,145.3,5.1,89.1,150.0,33.2
1390739,130.5,16.6,139.0,97.2,78.9
1390740,89.6,50.9,93.7,74.0,54.9
1390741,102.5,2.2,96.7,81.8,77.4
1390742,81.1,14.2,124.7,129.7,54.1
1390743,105.3,49.0,87.3,121.9,12.8
1390744,89.9,43.6,114.2,59.8,63.3
1390745,145.7,21.7,107.8,121.4,58.2
1390746,114.5,17.7,143.7,124.2,60.2
1390747,77.0,3.0,92.2,47.7,49.3
1390748,59.3,12.1,134.6,154.9,43.2
1390749,109.9,2.1,80.7,88.8,24.7
1390750,101.5,10.4,136.9,76.9,16.1
1390751,122.1,18.5,99.8,102.0,48.6
1390752,93.4,42.1,134.3,136.1,46.2
1390753,118.3,2.0,114.5,47.9,36.9
1390754,94.7,9.6,104.7,95.4,29.4
1390755,112.1,2.2,74.5,102.8,63.1
1390756,117.6,18.0,88.6,97.2,52.2
1390757,128.7,10.1,99.3,80.4,62.3
1390758,108.5,3.3,112.1,84.4,50.6
1390759,117.4,1.0,168.5,65.6,65.0
1390760,114.8,11.2,85.5,122.3,39.1
1390761,127.0,11.9,101.3,95.2,34.2
1390762,117.6,24.1,132.3,114.1,49.9
1390763,85.3,36.3,153.6,95.7,36.6
1390764,88.4,4.7,96.7,52.1,62.3
1390765,105.1,11.8,118.2,88.8,43.9
1390766,138.2,5.6,104.2,68.9,46.2
1390767,115.0,3.8,166.3,91.7,48.2
1390768,105.3,16.3,116.5,61.6,42.0
1390769,111.9,1.0,75.2,51.9,17.5
1390770,89.2,1.0,102.6,46.3,40.9
1390771,74.6,9.5,112.8,46.9,39.4
1390772,71.1,21.3,107.7,79.9,42.5
1390773,117.4,28.7,77.3,75.9,55.4
1390774,140.3,7.5,116.1,66.2,32.7
1390775,111.6,21.2,95.0,103.9,48.4
1390776,46.4,17.1,138.3,135.4,26.7
1390777,119.2,20.1,138.1,90.0,65.2
1390778,89.7,13.8,106.0,105.0,63.3
1390779,65.1,18.0,103.3,87.5,38.2
1390780,100.8,1.7,76.6,51.7,41.2
1390781,42.0,20.2,138.5,65.2,58.0
1390782,65.9,4.1,15.5,113.5,51.3
1390783,77.7,28.0,119.4,105.7,55.5
1390784,107.9,40.2,91.4,88.2,65.7
1390785,125.0,3.4,109.7,128.7,27.0
1390786,97.9,33.2,112.9,107.3,40.5
1390787,104.9,19.3,116.5,60.0,37.8
1390788,48.9,9.4,104.7,92.3,21.7
1390789,137.2,6.2,67.2,109.0,48.5
1390790,101.4,,43.1,72.7,40.5
1390791,63.6,2.5,50.0,74.1,20.6
1390792,72.9,12.6,119.0,72.6,45.5
1390793,73.8,14.6,95.6,78.7,16.0
1390794,124.1,1.0,110.1,78.4,46.2
1390795,75.3,5.7,24.1,106.8,43.0
1390796,82.3,4.1,101.4,157.6,36.0
1390797,113.9,12.2,60.4,106.0,34.5
1390798,75.2,27.0,116.0,111.1,25.0
1390799,82.6,46.8,129.9,79.1,51.6
1390800,135.2,1.0,80.9,109.4,55.7
1390801,82.3,3.2,79.3,109.0,50.5
1390802,118.7,12.9,115.0,95.3,49.2
1390803,143.7,1.1,123.3,111.6,45.5
1390804,83.1,1.3,51.1,116.6,45.6
1390805,112.2,1.0,73.5,66.5,49.5
1390806,125.1,40.3,43.5,128.6,44.2
1390807,84.5,4.3,74.9,112.9,52.5
1390808,122.7,5.5,137.2,109.4,47.3
1390809,67.0,10.0,123.4,137.7,58.2
1390810,41.1,7.1,102.7,89.2,38.6
1390811,128.2,11.2,109.1,73.8,75.2
1390812,105.9,5.1,105.5,131.8,58.5
1390813,95.2,17.1,165.7,97.5,16.6
1390814,122.4,12.0,119.3,133.9,40.0
1390815,88.8,17.9,49.0,96.2,73.6
1390816,109.0,1.0,78.8,91.5,32.0
1390817,89.2,23.8,87.3,112.3,65.2
1390818,109.8,3.3,127.3,110.4,40.7
1390819,112.3,24.6,129.2,82.3,45.0
1390820,80.3,19.7,125.2,67.5,40.0
1390821,109.8,2.1,103.5,107.4,22.7
1390822,122.1,3.5,90.0,76.9,28.1
1390823,86.7,11.0,89.4,102.5,61.2
1390824,106.7,33.7,63.0,88.4,75.7
1390825,92.9,,95.7,116.6,54.1
1390826,106.8,26.7,110.7,88.5,49.9
1390827,71.0,8.1,119.5,132.0,71.4
1390828,47.7,10.8,94.1,75.9,58.4
1390829,103.8,2.2,89.1,65.6,46.2
1390830,83.1,4.7,81.1,101.8,40.1
1390831,124.7,14.5,72.7,105.3,40.5
1390832,117.3,3.7,94.8,57.6,39.7
1390833,107.1,5.9,109.4,114.6,51.4
1390834,113.9,2.1,138.5,85.8,71.5
1390835,111.8,21.4,88.1,168.8,24.5
1390836,86.2,15.0,128.0,139.0,17.2
1390837,144.2,28.5,73.7,92.9,46.3
1390838,77.9,3.5,95.2,112.5,63.3
1390839,109.5,8.8,158.3,67.9,63.7
1390840,111.7,10.3,28.1,100.5,23.6
1390841,133.9,1.0,96.9,128.5,22.5
1390842,37.6,8.4,82.8,119.3,53.3
1390843,80.3,42.2,136.7,81.0,53.8
1390844,121.8,2.6,76.9,102.1,48.1
1390845,154.6,29.9,102.8,85.0,43.0
1390846,100.2,12.3,119.9,109.1,52.1
1390847,116.7,47.1,137.3,111.4,69.4
1390848,95.4,7.6,107.6,84.0,56.3
1390849,133.7,3.8,133.3,122.2,42.6
1390850,78.6,2.5,65.5,124.4,67.2
1390851,116.3,1.0,75.1,125.4,49.0
1390852,96.1,5.0,105.0,112.2,58.7
1390853,89.1,1.9,130.4,101.5,45.3
1390854,34.5,31.1,110.6,84.5,59.3
1390855,57.3,20.3,58.5,76.8,67.6
1390856,77.1,5.6,107.1,64.5,25.7
1390857,152.4,4.0,103.5,75.2,69.5
1390858,92.7,1.2,155.9,85.2,42.8
1390859,146.9,18.9,124.1,59.4,45.6
1390860,122.9,6.2,116.3,121.0,42.2
1390861,100.2,5.3,112.9,88.1,44.0
1390862,98.9,15.3,66.0,166.4,64.4
1390863,102.5,26.1,153.5,103.8,59.9
1390864,108.6,2.1,128.2,111.8,32.4
1390865,77.4,41.9,77.4,128.9,45.2
1390866,76.3,1.0,47.1,94.1,65.3
1390867,151.6,7.3,115.0,119.7,68.2
1390868,116.2,3.4,124.8,88.1,37.2
1390869,92.8,46.4,115.8,80.6,54.7
1390870,41.8,7.0,148.6,76.7,84.4
1390871,57.5,14.7,129.6,92.2,54.4
1390872,62.6,38.9,78.9,102.6,28.7
1390873,122.3,22.0,118.6,111.2,58.5
1390874,89.6,3.3,77.7,111.4,49.8
1390875,97.6,11.7,117.1,114.6,56.8
1390876,99.7,2.7,101.7,113.2,48.8
1390877,95.2,17.8,126.8,76.9,88.0
1390878,78.2,9.5,105.8,80.9,42.8
1390879,109.3,31.0,95.7,104.1,61.7
1390880,81.6,11.4,97.8,97.4,40.4
1390881,63.8,4.2,117.1,85.2,67.1
1390882,142.0,23.6,145.6,68.0,54.2
1390883,118.9,14.5,64.1,135.6,47.5
1390884,96.2,25.4,79.1,107.3,63.3
1390885,125.2,6.0,139.2,96.5,55.4
1390886,141.2,12.7,95.9,161.9,48.9
1390887,103.3,18.7,120.6,96.3,30.3
1390888,114.5,5.7,65.3,103.7,26.5
1390889,84.2,5.5,88.3,84.8,61.2
1390890,89.5,1.0,69.0,49.1,39.7
1390891,121.9,14.6,118.3,90.0,49.0
1390892,59.3,1.7,119.9,89.5,46.0
1390893,134.4,1.8,133.2,91.2,81.0
1390894,104.1,36.2,140.9,122.1,45.0
1390895,114.5,2.3,60.0,140.4,44.4
1390896,95.3,4.8,72.1,81.5,33.8
1390897,86.3,1.0,132.6,98.8,72.3
1390898,148.6,1.0,77.5,110.1,37.5
1390899,116.3,7.9,144.2,138.8,51.6
1390900,97.8,16.6,110.7,86.2,48.1
1390901,145.2,3.4,67.5,107.5,24.3
1390902,124.7,5.0,85.6,105.3,46.2
1390903,65.9,6.8,112.1,125.6,45.1
1390904,93.9,2.1,77.5,115.7,71.3
1390905,104.5,61.1,79.1,105.2,73.1
1390906,88.8,1.0,159.6,73.4,60.4
1390907,62.1,13.5,94.9,164.9,62.0
1390908,88.2,7.8,102.6,132.1,28.6
1390909,77.0,4.4,99.3,85.4,33.0
1390910,86.7,8.0,120.5,89.9,41.9
1390911,102.4,16.8,100.3,50.0,53.0
1390912,135.2,28.4,101.1,93.7,39.8
1390913,96.2,18.4,63.8,83.6,46.9
1390914,67.8,19.9,64.7,136.1,35.7
1390915,130.1,45.2,101.3,103.7,43.2
1390916,83.9,3.9,132.4,84.4,42.1
1390917,114.6,16.0,142.1,132.0,59.9
1390918,92.1,17.8,94.1,114.6,41.7
1390919,110.1,10.6,71.9,87.0,31.8
1390920,69.3,2.3,74.5,89.2,54.7
1390921,173.9,3.5,139.5,90.6,35.9
1390922,99.9,11.4,129.0,110.7,38.2
1390923,48.7,19.4,96.9,97.8,23.2
1390924,117.4,11.7,78.6,92.1,47.6
1390925,97.8,31.9,101.9,114.9,49.5
1390926,117.9,2.5,115.4,85.7,66.3
1390927,31.9,10.9,95.8,108.0,73.7
1390928,72.5,27.6,120.5,132.1,27.9
1390929,81.1,54.8,110.9,83.4,52.7
1390930,82.9,38.0,99.8,136.5,43.2
1390931,135.1,8.6,63.1,134.6,45.4
1390932,113.3,1.6,108.0,121.1,40.6
1390933,100.2,3.9,88.3,114.8,37.5
1390934,119.8,6.4,85.0,52.0,25.4
1390935,129.8,9.1,70.2,83.8,29.5
1390936,88.9,48.5,137.3,114.5,74.7
1390937,122.4,1.4,81.5,118.9,21.3
1390938,109.8,32.2,87.7,105.6,70.4
1390939,74.0,2.4,93.8,83.4,47.4
1390940,117.8,17.5,111.1,112.3,26.0
1390941,91.3,11.3,99.9,100.5,64.4
1390942,81.3,23.1,89.3,126.2,64.1
1390943,107.1,10.7,101.6,114.7,45.7
1390944,100.0,,91.7,108.6,67.7
1390945,97.7,10.4,131.3,175.1,48.4
1390946,105.7,32.4,106.6,68.4,64.8
1390947,67.5,5.7,133.4,131.2,52.7
1390948,125.9,2.3,128.8,152.4,56.2
1390949,134.0,8.1,125.4,122.9,47.8
1390950,65.7,6.7,103.9,102.3,61.2
1390951,126.4,26.2,121.4,120.8,7.8
1390952,142.8,9.8,113.4,86.8,40.7
1390953,63.9,3.8,107.7,110.3,42.3
1390954,89.7,18.2,138.7,170.5,54.2
1390955,83.3,3.6,111.1,102.2,47.7
1390956,111.6,1.0,110.2,132.9,57.8
1390957,112.9,6.8,125.4,86.4,49.0
1390958,136.1,5.2,96.7,61.8,35.2
1390959,116.1,6.7,132.7,116.4,42.4
1390960,84.7,5.7,68.9,88.7,39.6
1390961,130.3,14.9,100.1,114.0,18.7
1390962,122.4,6.5,113.8,116.4,56.2
1390963,94.6,8.6,107.1,76.3,56.7
1390964,93.1,43.2,105.8,43.8,45.7
1390965,103.1,9.0,110.4,64.0,47.3
1390966,99.7,5.3,98.0,87.7,41.2
1390967,102.2,32.8,104.9,92.2,62.5
1390968,97.5,35.2,98.4,88.1,42.5
1390969,116.9,2.6,104.1,62.6,44.2
1390970,78.9,1.2,86.1,93.4,43.4
1390971,130.9,16.8,166.0,102.3,79.8
1390972,79.2,3.4,84.1,150.2,50.0
1390973,109.2,3.9,128.4,114.3,44.9
1390974,105.7,21.7,161.5,96.4,53.1
1390975,60.7,8.8,107.6,86.0,46.2
1390976,154.9,6.3,72.6,98.2,46.5
1390977,105.3,15.5,55.8,120.4,27.7
1390978,80.2,29.5,108.4,102.5,64.0
1390979,70.7,16.3,119.2,104.5,57.4
1390980,89.5,6.5,89.1,95.4,31.0
1390981,110.5,63.4,141.8,132.3,33.4
1390982,132.6,6.5,110.8,103.1,38.5
1390983,97.3,2.0,41.2,81.6,46.2
1390984,103.9,21.5,81.0,98.0,33.1
1390985,129.5,4.4,45.3,116.5,52.9
1390986,87.9,28.5,97.0,56.3,45.4
1390987,74.2,31.0,77.4,154.0,51.1
1390988,76.9,4.9,91.7,101.9,51.5
1390989,84.2,12.7,111.9,66.4,55.5
1390990,106.5,21.4,91.3,86.1,28.3
1390991,113.4,2.6,103.7,92.4,28.5
1390992,68.8,1.0,96.0,75.5,26.1
1390993,132.2,2.0,89.3,101.5,24.9
1390994,75.3,13.2,113.2,111.4,44.8
1390995,113.1,1.0,104.6,147.4,33.5
1390996,73.5,3.0,105.9,109.7,17.8
1390997,87.1,21.5,85.9,117.3,22.1
1390998,102.4,12.4,102.9,83.2,41.6
1390999,151.4,1.0,86.8,71.9,76.5
1391000,116.2,30.7,88.8,73.8,62.7
