ArticleID,PolarityScore,Volume_K,PriceGap_Percent,Institutional_Ratio,MarketImpactScore
1030581,8.4,54.3,41.4,41.4,6.4
1030582,6.1,,59.0,80.4,7.0
1030583,7.8,70.7,55.2,32.0,7.3
1030584,7.1,48.1,59.4,28.1,7.1
1030585,8.4,87.3,44.6,49.3,9.5
1030586,5.7,70.4,46.8,44.6,6.9
1030587,5.5,175.4,37.1,19.1,4.8
1030588,6.2,61.6,66.3,42.9,8.8
1030589,5.6,90.5,41.9,35.4,8.6
1030590,5.5,107.2,41.4,64.6,4.7
1030591,5.6,87.1,32.9,59.8,10.0
1030592,9.4,127.8,50.8,57.0,9.1
1030593,9.0,88.2,43.1,28.8,5.8
1030594,9.3,106.8,13.7,49.6,6.5
1030595,8.9,75.2,52.8,42.0,4.8
1030596,8.1,67.4,64.6,77.3,7.7
1030597,5.0,103.6,45.1,61.6,7.4
1030598,7.0,122.9,36.6,49.6,5.0
1030599,9.4,114.8,46.8,39.8,5.1
1030600,7.9,46.3,51.6,39.2,8.0
1030601,8.1,82.4,25.5,57.5,6.7
1030602,8.5,102.9,52.5,14.9,9.3
1030603,9.6,109.2,44.4,50.4,9.4
1030604,6.8,93.7,32.3,45.6,5.8
1030605,7.4,107.9,35.6,29.4,6.7
1030606,7.1,92.3,26.2,30.2,6.5
1030607,6.8,57.5,36.1,64.0,4.5
1030608,7.6,101.9,40.8,31.4,7.6
1030609,6.4,101.8,59.5,51.4,6.7
1030610,4.9,151.2,42.6,35.3,9.0
1030611,7.0,40.2,39.2,36.5,8.4
1030612,7.7,93.8,36.2,45.0,7.9
1030613,7.2,118.4,39.5,30.7,7.4
1030614,7.9,95.2,70.0,25.8,5.9
1030615,9.2,126.0,87.5,58.6,8.6
1030616,6.6,116.7,44.0,52.4,4.4
1030617,5.9,98.5,19.6,39.2,3.9
1030618,7.9,118.8,27.3,53.2,5.4
1030619,7.7,77.1,53.8,56.2,8.3
1030620,7.0,79.2,49.7,56.2,9.2
1030621,6.2,93.3,35.2,52.3,8.7
1030622,6.8,94.9,70.3,44.1,6.9
1030623,5.2,105.6,39.8,58.3,7.7
1030624,5.5,68.0,34.8,53.3,8.9
1030625,7.1,133.1,39.1,38.1,7.0
1030626,6.0,88.7,67.9,22.7,6.5
1030627,6.7,128.9,60.8,37.5,10.0
1030628,6.5,112.4,39.2,49.0,9.9
1030629,8.0,81.0,43.1,0.0,7.3
1030630,9.4,132.3,18.6,77.2,7.1
1030631,9.2,66.9,57.5,18.5,6.0
1030632,7.9,119.4,69.6,41.9,8.3
1030633,6.1,92.8,50.8,26.0,6.1
1030634,7.8,99.3,63.9,49.0,7.3
1030635,7.9,84.3,55.6,59.0,6.4
1030636,4.2,56.2,54.9,35.9,6.8
1030637,3.9,111.3,43.0,25.7,8.6
1030638,7.4,93.7,48.0,41.0,9.0
1030639,4.7,121.7,33.0,25.9,5.6
1030640,8.3,78.4,64.8,80.2,10.0
1030641,8.6,115.6,52.9,40.6,10.0
1030642,7.7,118.4,59.1,63.7,7.8
1030643,7.6,95.8,42.0,30.5,8.5
1030644,6.5,116.2,62.8,41.3,6.7
1030645,7.4,86.4,68.2,17.5,7.4
1030646,5.9,56.7,28.5,79.0,8.1
1030647,7.2,,71.7,41.9,6.8
1030648,8.8,108.5,43.7,51.5,7.5
1030649,8.7,111.6,39.7,50.3,8.6
1030650,9.1,131.9,35.1,60.5,8.9
1030651,6.3,100.0,49.6,34.4,7.3
1030652,6.4,138.6,52.6,20.5,9.1
1030653,5.7,112.9,68.4,43.1,8.2
1030654,7.4,115.0,21.2,7.8,7.2
1030655,4.7,76.5,51.1,44.0,6.4
1030656,9.2,57.4,15.2,33.6,6.8
1030657,5.3,92.1,48.8,30.7,5.9
1030658,5.8,64.0,28.9,64.6,8.2
1030659,8.5,85.4,53.9,26.6,6.7
1030660,8.4,84.8,46.3,47.5,8.5
1030661,7.8,80.2,19.5,34.8,8.4
1030662,7.6,100.7,56.7,54.2,8.7
1030663,7.2,106.6,42.0,30.7,4.5
1030664,8.2,109.5,24.5,68.6,3.3
1030665,7.7,134.6,54.0,37.9,3.9
1030666,7.5,128.3,40.4,40.4,10.0
1030667,4.9,132.8,22.6,11.8,7.4
1030668,7.6,120.0,33.4,24.4,6.4
1030669,9.8,95.0,14.5,17.8,9.4
1030670,8.4,121.9,35.2,38.4,8.5
1030671,4.8,129.2,44.4,52.5,5.2
1030672,8.8,99.4,50.9,29.3,7.2
1030673,10.0,91.1,52.3,33.3,6.4
1030674,6.9,101.7,47.5,39.2,6.4
1030675,5.4,64.9,71.4,45.7,7.6
1030676,7.6,73.9,61.5,32.5,7.4
1030677,7.3,43.2,39.0,70.7,5.9
1030678,8.0,153.2,95.8,33.8,7.3
1030679,6.6,87.3,36.3,61.4,5.7
1030680,7.7,111.9,45.1,30.2,6.5
1030681,7.0,107.1,45.0,7.6,6.4
1030682,8.0,94.2,45.9,35.0,8.9
1030683,6.3,115.1,43.0,38.6,5.9
1030684,6.7,77.3,65.6,35.4,8.5
1030685,6.6,118.0,42.8,38.8,9.9
1030686,6.7,106.7,71.7,28.0,8.5
1030687,5.8,115.3,26.5,38.0,5.4
1030688,9.0,83.6,47.2,70.5,10.0
1030689,6.8,112.8,26.7,27.4,6.4
1030690,9.5,76.1,46.8,25.5,5.2
1030691,6.8,131.6,48.1,24.0,6.4
1030692,4.0,100.5,24.9,64.4,10.0
1030693,5.5,116.4,47.5,56.4,8.5
1030694,6.9,127.4,65.3,22.4,5.9
1030695,7.2,93.7,31.9,45.6,7.0
1030696,7.6,76.7,52.0,41.1,6.0
1030697,7.0,82.2,54.0,52.3,6.7
1030698,6.6,136.9,30.5,43.0,7.7
1030699,6.2,73.9,55.3,52.4,6.9
1030700,5.3,125.5,49.0,25.3,6.0
1030701,6.0,101.6,50.2,41.6,8.3
1030702,8.8,83.3,60.6,49.6,6.3
1030703,8.9,33.8,61.9,33.4,3.4
1030704,9.1,129.3,34.9,62.0,7.4
1030705,7.4,126.2,18.4,37.4,10.0
1030706,10.0,98.5,42.7,55.9,8.3
1030707,5.0,130.3,29.8,42.7,6.4
1030708,8.5,62.3,20.2,40.0,8.0
1030709,7.9,92.2,46.1,35.5,6.9
1030710,8.7,101.6,45.1,35.2,7.9
1030711,8.4,120.8,48.5,48.2,9.1
1030712,7.8,102.4,48.4,53.2,8.4
1030713,8.1,81.1,50.6,23.3,9.8
1030714,7.0,155.2,42.2,59.6,9.8
1030715,5.1,128.1,48.8,37.5,6.9
1030716,7.0,123.6,38.1,67.6,5.1
1030717,8.3,100.6,35.8,31.1,10.0
1030718,6.6,36.0,35.0,49.7,8.9
1030719,7.3,102.0,12.9,38.1,7.2
1030720,7.2,98.5,34.6,52.3,8.5
1030721,10.0,85.7,55.4,30.1,6.2
1030722,6.9,96.2,45.5,55.8,8.6
1030723,7.5,80.8,23.0,43.3,5.0
1030724,6.4,82.1,55.9,56.8,7.9
1030725,4.8,59.0,47.5,36.1,8.5
1030726,7.8,112.0,50.1,21.3,3.7
1030727,8.6,103.0,68.3,54.0,10.0
1030728,6.3,106.7,31.1,76.9,8.4
1030729,7.1,130.6,20.1,65.3,7.4
1030730,6.4,132.3,27.2,19.5,8.0
1030731,7.9,101.9,28.4,20.0,5.8
1030732,7.7,91.6,55.1,21.8,9.0
1030733,8.0,106.0,12.4,50.5,4.5
1030734,8.0,52.8,43.8,78.9,5.1
1030735,8.2,108.1,21.3,35.8,7.6
1030736,9.9,116.8,71.5,63.3,8.1
1030737,6.5,78.0,42.3,59.9,6.4
1030738,6.0,114.3,26.6,30.9,6.9
1030739,6.8,115.2,58.7,51.4,7.8
1030740,7.1,55.7,60.4,36.8,5.5
1030741,8.9,106.8,45.0,22.9,6.8
1030742,7.1,123.6,11.4,48.5,6.1
1030743,9.5,167.6,38.2,23.4,8.6
1030744,5.7,140.5,56.9,54.6,6.7
1030745,6.9,82.5,30.1,35.9,6.7
1030746,3.4,129.9,58.9,59.7,6.3
1030747,6.8,85.8,43.6,57.3,8.6
1030748,10.0,92.1,31.7,71.6,7.3
1030749,5.2,119.7,48.8,30.4,5.9
1030750,7.5,97.9,36.4,38.5,6.8
1030751,7.7,86.5,57.7,47.6,4.8
1030752,8.3,107.2,51.6,7.3,7.4
1030753,9.1,95.3,40.0,35.7,5.9
1030754,9.4,67.4,45.2,53.1,9.6
1030755,5.5,71.2,49.9,60.4,9.2
1030756,7.5,114.1,48.2,45.9,6.0
1030757,8.2,72.4,52.9,33.8,7.7
1030758,6.9,139.3,31.9,24.2,6.6
1030759,7.3,65.5,44.9,7.0,5.3
1030760,6.8,40.2,48.3,80.7,6.8
1030761,8.5,101.7,56.6,70.5,6.7
1030762,6.8,82.0,45.0,46.1,9.2
1030763,8.8,104.0,51.5,62.2,9.9
1030764,6.4,102.3,26.2,53.1,6.0
1030765,6.3,66.6,34.6,39.5,10.0
1030766,8.6,100.9,19.5,29.6,9.6
1030767,7.8,106.6,43.4,74.3,7.9
1030768,7.3,86.3,43.9,47.3,9.1
1030769,6.8,157.6,41.7,64.3,7.8
1030770,6.4,93.4,26.6,63.1,2.5
1030771,6.7,69.0,40.3,73.0,6.3
1030772,7.3,84.8,41.4,54.4,6.9
1030773,6.6,113.4,79.3,40.0,6.3
1030774,9.5,106.5,23.4,39.3,7.6
1030775,7.7,105.2,28.0,59.9,8.3
1030776,6.8,123.3,31.4,59.0,6.1
1030777,7.1,104.2,43.7,36.0,7.9
1030778,3.3,89.1,54.8,44.8,4.5
1030779,3.8,86.5,38.4,62.1,7.0
1030780,7.8,142.5,82.0,17.5,5.0
1030781,5.8,112.7,51.6,48.7,9.6
1030782,8.3,53.3,27.4,33.5,4.8
1030783,6.5,82.0,31.4,57.2,7.4
1030784,6.1,119.1,48.8,44.8,7.1
1030785,7.9,95.5,40.2,21.7,4.8
1030786,8.2,63.6,31.5,43.6,7.1
1030787,6.9,,48.1,58.5,10.0
1030788,10.0,96.5,39.1,9.7,10.0
1030789,7.2,79.6,52.3,32.0,3.0
1030790,8.8,135.0,41.8,44.7,7.5
1030791,8.6,81.7,50.0,61.3,6.8
1030792,8.8,122.2,62.2,43.6,4.3
1030793,8.4,109.6,62.4,55.9,7.6
1030794,7.2,154.1,45.9,54.1,7.2
1030795,8.3,88.1,28.4,55.8,4.9
1030796,6.9,87.4,27.9,62.3,5.5
1030797,7.6,79.9,53.0,55.0,8.2
1030798,6.8,112.6,58.3,62.0,6.1
1030799,7.8,116.3,50.4,38.4,8.9
1030800,8.0,135.3,30.9,48.1,8.9
1030801,6.7,119.3,24.7,45.5,10.0
1030802,8.9,91.5,52.5,25.6,3.8
1030803,7.1,110.3,49.6,47.2,7.4
1030804,7.4,90.7,47.8,41.5,7.3
1030805,3.9,92.8,55.0,42.3,6.0
1030806,3.4,72.8,49.4,47.1,9.0
1030807,7.8,102.9,29.6,22.9,7.7
1030808,5.9,105.3,41.1,69.4,8.1
1030809,7.1,55.0,27.5,48.6,7.2
1030810,6.6,86.4,33.3,55.5,5.6
1030811,9.6,151.1,58.3,53.2,9.3
1030812,6.8,130.1,43.3,43.1,5.2
1030813,6.3,83.6,28.9,50.8,5.3
1030814,8.4,,53.2,64.9,8.0
1030815,7.4,88.9,57.0,42.8,8.5
1030816,9.1,163.3,35.7,33.1,7.9
1030817,9.7,153.5,16.6,34.3,6.4
1030818,6.5,82.6,49.8,41.7,7.7
1030819,9.8,96.9,50.8,28.8,8.4
1030820,7.9,35.8,55.8,38.7,7.2
1030821,5.0,,56.7,24.4,6.6
1030822,7.2,107.7,61.2,48.9,9.4
1030823,10.0,104.5,48.6,52.2,5.8
1030824,7.2,59.3,58.4,67.1,7.6
1030825,8.4,115.5,40.3,36.2,8.3
1030826,6.1,117.8,71.1,47.9,9.7
1030827,6.0,82.2,36.7,43.7,5.6
1030828,7.2,128.7,77.1,58.4,7.8
1030829,7.9,91.3,56.2,53.0,6.8
1030830,7.9,122.4,61.7,60.3,7.6
1030831,5.8,137.6,28.6,41.9,6.1
1030832,5.4,137.3,46.4,36.8,3.9
1030833,6.3,72.2,46.8,27.4,5.5
1030834,5.7,92.7,46.4,55.4,5.2
1030835,8.8,107.4,0.0,58.2,6.4
1030836,6.7,71.5,55.6,47.9,7.6
1030837,7.4,42.5,55.0,37.4,7.2
1030838,7.0,93.1,46.6,44.5,5.3
1030839,6.1,125.3,45.0,49.2,6.4
1030840,7.1,89.4,41.4,43.7,7.0
1030841,6.5,141.3,47.1,36.2,3.8
1030842,7.6,105.9,39.3,37.0,5.2
1030843,7.9,79.6,23.6,27.3,8.1
1030844,7.4,93.7,38.3,38.6,9.1
1030845,8.1,113.6,31.3,49.7,6.9
1030846,6.5,61.4,34.4,24.9,9.2
1030847,6.2,71.5,82.2,41.3,5.5
1030848,8.9,85.2,58.6,40.9,7.9
1030849,6.2,68.2,27.5,72.7,6.0
1030850,4.8,85.3,43.1,41.7,5.7
1030851,7.5,125.7,63.9,67.8,7.8
1030852,6.9,115.5,43.7,51.7,10.0
1030853,6.6,74.1,44.3,23.0,7.9
1030854,6.1,102.2,62.4,45.9,5.1
1030855,5.4,131.2,47.8,0.0,6.2
1030856,9.1,84.9,46.1,62.0,9.1
1030857,6.4,102.6,70.0,50.1,5.8
1030858,8.3,125.5,61.5,59.7,5.0
1030859,8.4,96.4,65.4,44.8,4.2
1030860,6.9,105.2,36.6,55.5,4.2
1030861,7.7,83.6,68.2,51.6,9.2
1030862,5.9,69.2,49.3,64.5,7.7
1030863,9.3,140.7,52.9,32.2,5.9
1030864,8.0,124.5,62.5,40.4,5.4
1030865,7.4,87.9,56.5,31.1,7.3
1030866,8.0,137.5,37.6,28.6,7.5
1030867,6.8,,66.0,33.8,5.0
1030868,10.0,92.7,56.0,48.0,6.1
1030869,7.1,104.3,39.2,14.6,8.1
1030870,4.9,84.2,52.8,27.6,8.8
1030871,5.2,107.8,38.7,33.9,9.3
1030872,7.8,62.3,53.9,47.7,5.2
1030873,10.0,81.2,53.1,36.4,7.8
1030874,4.9,61.1,47.2,14.0,7.6
1030875,8.1,113.8,55.6,74.2,8.7
1030876,7.0,81.7,58.1,35.2,8.6
1030877,8.0,78.0,57.8,62.7,6.2
1030878,10.0,117.6,36.5,43.7,7.5
1030879,3.9,66.1,79.6,15.0,5.1
1030880,6.8,77.0,72.7,33.1,8.6
1030881,10.0,139.0,40.4,40.2,7.2
1030882,6.1,69.0,39.3,31.1,5.5
1030883,8.4,139.1,60.2,44.7,7.0
1030884,7.4,144.9,45.2,36.3,7.2
1030885,7.3,140.6,23.6,40.4,7.4
1030886,4.5,118.5,43.0,39.2,5.1
1030887,8.9,138.4,28.8,59.1,7.0
1030888,4.9,122.8,45.9,52.5,6.9
1030889,7.7,104.2,74.3,36.5,5.7
1030890,7.5,101.5,73.3,43.5,5.8
1030891,7.5,79.7,47.8,37.5,8.3
1030892,6.2,86.4,40.4,57.3,6.5
1030893,4.5,86.5,32.9,65.6,8.0
1030894,9.7,111.3,31.4,41.5,4.8
1030895,6.8,100.0,61.7,38.1,7.1
1030896,7.0,96.4,42.0,65.0,6.2
1030897,10.0,100.7,42.7,27.5,6.1
1030898,6.5,89.8,46.1,38.9,7.6
1030899,7.7,160.6,64.3,68.4,7.4
1030900,7.0,72.6,0.2,40.9,7.4
1030901,7.2,123.7,15.8,61.9,5.2
1030902,6.2,90.0,42.2,63.6,4.3
1030903,7.8,73.2,9.9,27.8,4.4
1030904,7.9,92.3,22.8,34.2,5.7
1030905,8.3,114.6,63.7,55.5,8.8
1030906,5.4,120.0,31.0,42.1,8.3
1030907,7.4,66.8,78.7,68.9,6.9
1030908,8.2,95.5,39.7,66.7,7.2
1030909,8.3,86.6,57.5,65.8,4.8
1030910,9.4,82.8,52.5,12.4,7.5
1030911,9.4,101.3,51.4,27.1,7.9
1030912,5.8,122.7,27.8,48.0,7.7
1030913,5.4,102.3,38.3,56.2,6.8
1030914,8.6,68.0,33.3,30.2,8.4
1030915,7.0,95.7,49.6,8.0,5.4
1030916,7.8,96.4,52.2,39.8,6.0
1030917,7.7,135.2,29.2,48.7,7.8
1030918,8.8,125.0,32.6,36.8,5.5
1030919,9.0,61.3,59.3,36.6,10.0
1030920,6.9,70.4,53.1,60.4,7.8
1030921,9.7,98.5,60.3,33.0,5.1
1030922,9.6,114.7,46.1,36.1,5.4
1030923,4.8,104.3,57.0,45.2,10.0
1030924,8.0,113.6,52.8,39.2,6.2
1030925,6.2,64.7,20.1,27.6,5.8
1030926,9.3,99.4,44.9,42.2,7.7
1030927,7.4,123.1,71.5,72.2,8.0
1030928,5.2,89.5,57.8,45.9,7.5
1030929,8.9,136.8,51.0,55.7,6.0
1030930,5.8,120.1,41.4,56.0,6.9
1030931,6.6,101.1,45.1,76.4,6.3
1030932,8.2,105.3,51.6,50.5,6.5
1030933,6.3,117.5,47.5,83.2,6.8
1030934,8.0,95.5,36.3,16.7,3.4
1030935,6.0,78.6,36.5,39.1,6.1
1030936,5.7,104.4,32.0,47.4,7.1
1030937,5.3,102.0,57.7,45.8,7.1
1030938,7.1,127.9,18.1,12.9,3.8
1030939,6.7,120.7,51.2,37.6,10.0
1030940,6.1,40.3,38.3,43.2,8.3
1030941,6.3,119.2,39.2,45.9,7.9
1030942,8.2,86.0,47.4,40.5,9.1
1030943,7.5,105.2,61.5,37.0,5.5
1030944,7.6,113.0,37.5,6.8,8.6
1030945,8.9,49.5,72.0,47.1,6.6
1030946,7.9,129.4,53.4,23.2,7.5
1030947,4.7,108.2,60.4,57.3,6.1
1030948,10.0,78.3,49.6,48.7,6.2
1030949,7.3,76.6,40.8,10.3,7.8
1030950,6.7,122.1,41.7,22.8,7.0
1030951,5.0,92.1,30.2,45.1,5.1
1030952,5.2,116.9,65.9,42.8,8.3
1030953,5.8,107.2,56.6,57.1,5.6
1030954,5.7,109.7,61.0,58.6,8.0
1030955,7.8,48.9,60.4,20.8,8.2
1030956,10.0,74.3,25.2,47.0,7.0
1030957,6.9,103.2,50.3,49.3,8.4
1030958,7.6,109.2,45.1,21.9,10.0
1030959,8.3,115.2,27.5,54.1,6.2
1030960,8.4,105.8,53.3,41.7,4.6
1030961,6.3,136.5,54.4,52.3,9.8
1030962,7.7,65.3,76.4,46.2,6.7
1030963,6.9,114.5,72.2,62.1,7.9
1030964,6.6,82.3,53.4,28.9,5.5
1030965,7.1,69.1,0.0,52.9,8.1
1030966,4.4,101.2,52.4,31.2,7.4
1030967,8.8,86.9,45.7,43.6,6.9
1030968,7.9,125.1,28.9,61.3,6.4
1030969,9.8,91.8,31.9,53.9,10.0
1030970,8.5,94.5,59.9,67.1,9.1
1030971,8.3,105.2,33.3,52.4,5.8
1030972,5.6,112.2,65.1,51.2,7.6
1030973,9.1,129.0,49.8,50.1,8.0
1030974,8.2,120.5,32.8,51.7,6.7
1030975,8.1,83.0,45.8,69.0,7.6
1030976,6.2,63.7,43.7,28.6,9.9
1030977,8.1,93.4,53.0,30.1,8.7
1030978,7.6,117.7,24.9,40.5,8.5
1030979,5.9,112.3,45.7,49.0,6.8
1030980,9.3,96.7,24.1,32.5,8.4
1030981,6.2,99.2,38.8,36.6,9.5
1030982,6.0,65.6,50.1,51.6,6.3
1030983,7.4,86.3,70.0,55.1,6.2
1030984,8.3,121.5,36.7,56.7,4.6
1030985,6.5,94.4,46.6,26.5,4.5
1030986,7.9,117.8,54.8,3.6,9.8
1030987,8.6,116.5,35.9,49.8,8.7
1030988,8.0,131.8,40.9,59.8,7.1
1030989,7.8,106.8,43.6,52.5,7.4
1030990,9.0,74.2,54.0,39.4,6.7
1030991,7.2,76.9,48.4,29.5,6.8
1030992,6.4,145.2,62.3,72.1,7.3
1030993,9.5,107.8,60.0,60.7,8.5
1030994,8.4,144.7,69.7,45.6,4.6
1030995,6.6,73.1,51.2,21.9,9.8
1030996,5.6,96.4,47.2,53.8,5.5
1030997,8.5,81.6,34.5,30.2,7.6
1030998,7.0,135.9,56.5,0.8,8.7
1030999,8.8,115.1,42.5,51.4,4.0
1031000,6.6,82.6,46.9,56.3,6.4
