SessionID,PlayerLevel,SessionLength_Mins,IAP_Amount,GameMode,AdsWatched
790714,71,10.0,0.0,Ranked,0
790715,31,18.5,0.0,Co-op,2
790716,29,100.2,4.63,Co-op,0
790717,5,7.5,0.0,Ranked,2
790718,65,58.8,12.93,Casual,9
790719,53,19.8,0.0,Casual,8
790720,41,15.4,0.0,Ranked,9
790721,39,32.4,0.0,Ranked,5
790722,84,58.5,22.19,Ranked,9
790723,54,40.0,0.0,Ranked,6
790724,3,2.9,0.0,Casual,8
790725,26,74.6,16.58,Casual,4
790726,5,35.8,0.0,Casual,9
790727,14,105.2,9.42,Casual,4
790728,15,2.0,0.0,Co-op,9
790729,54,15.1,0.0,Casual,2
790730,23,19.9,0.0,Ranked,6
790731,98,7.7,0.0,Casual,1
790732,57,15.3,0.0,Ranked,6
790733,20,4.7,0.0,Ranked,3
790734,52,3.9,0.0,Ranked,0
790735,71,2.9,0.0,Casual,1
790736,81,45.1,0.05,Casual,1
790737,6,33.3,0.0,Casual,5
790738,85,67.2,34.52,Co-op,9
790739,96,14.2,0.0,Casual,0
790740,71,59.7,2.92,Casual,5
790741,55,22.6,0.0,Ranked,1
790742,32,40.4,4.11,Co-op,9
790743,89,24.3,0.0,Ranked,3
790744,87,9.2,0.0,Ranked,2
790745,3,64.7,101.2,Ranked,0
790746,38,3.0,0.0,Ranked,9
790747,18,16.8,0.0,Casual,7
790748,54,3.0,0.0,Ranked,8
790749,32,9.6,0.0,Ranked,8
790750,81,26.8,0.0,Ranked,7
790751,14,3.9,0.0,Casual,6
790752,50,11.7,0.0,Co-op,2
790753,40,38.2,0.0,Casual,1
790754,11,12.8,0.0,Casual,4
790755,81,7.8,0.0,Co-op,6
790756,76,16.9,0.0,Ranked,3
790757,89,8.9,0.0,Co-op,9
790758,7,14.6,0.0,Ranked,7
790759,43,16.7,0.0,Co-op,8
790760,14,44.6,4.76,Co-op,3
790761,87,47.4,17.29,Ranked,2
790762,72,62.7,21.57,Casual,3
790763,65,34.4,0.0,Ranked,8
790764,96,10.4,0.0,Casual,8
790765,39,12.3,,Ranked,7
790766,83,12.3,0.0,Ranked,8
790767,44,57.3,68.69,Ranked,3
790768,16,25.3,0.0,Casual,1
790769,58,23.0,0.0,Ranked,3
790770,54,21.5,0.0,Casual,9
790771,40,40.9,16.55,Ranked,1
790772,87,6.2,0.0,Casual,3
790773,78,77.3,6.04,Ranked,9
790774,57,67.9,0.02,Ranked,6
790775,10,34.1,0.0,Ranked,6
790776,46,2.0,0.0,Ranked,8
790777,62,21.7,0.0,Casual,1
790778,72,51.9,1.93,Casual,0
790779,92,63.6,3.36,Ranked,8
790780,63,6.9,0.0,Co-op,4
790781,17,6.6,0.0,Co-op,9
790782,41,32.0,0.0,Ranked,9
790783,43,4.4,0.0,Ranked,3
790784,70,8.1,0.0,Ranked,0
790785,60,61.9,3.67,Ranked,8
790786,96,39.5,0.0,Casual,8
790787,49,7.0,0.0,Co-op,6
790788,94,89.6,10.12,Casual,3
790789,40,5.2,0.0,Ranked,9
790790,55,38.7,0.0,Casual,6
790791,46,15.9,0.0,Casual,1
790792,41,3.2,0.0,Casual,5
790793,24,41.7,13.5,Casual,0
790794,36,10.7,0.0,Casual,7
790795,4,7.7,0.0,Casual,0
790796,68,32.1,0.0,Ranked,3
790797,95,25.9,0.0,Ranked,0
790798,38,12.0,0.0,Casual,7
790799,20,24.6,0.0,Casual,8
790800,33,11.7,0.0,Ranked,8
790801,12,28.5,0.0,Casual,9
790802,4,26.1,0.0,Co-op,4
790803,45,25.1,0.0,Casual,5
790804,10,10.4,0.0,Casual,3
790805,49,41.1,3.94,Casual,1
790806,66,40.7,23.26,Casual,0
790807,21,11.4,0.0,Ranked,7
790808,32,7.6,0.0,Casual,2
790809,11,16.3,0.0,Casual,1
790810,39,63.7,32.28,Casual,1
790811,33,11.1,,Co-op,1
790812,29,9.2,0.0,Ranked,3
790813,96,35.5,0.0,Casual,9
790814,99,5.8,0.0,Casual,8
790815,92,15.5,0.0,Co-op,7
790816,41,18.9,0.0,Casual,3
790817,51,15.0,0.0,Casual,5
790818,19,18.2,0.0,Co-op,9
790819,47,2.0,0.0,Co-op,3
790820,40,39.1,0.0,Ranked,5
790821,53,33.7,0.0,Ranked,9
790822,78,60.0,6.21,Casual,4
790823,96,3.8,0.0,Casual,4
790824,75,3.3,0.0,Casual,5
790825,61,5.0,0.0,Co-op,5
790826,66,32.2,0.0,Co-op,5
790827,27,43.1,33.43,Ranked,8
790828,49,4.6,0.0,Casual,6
790829,67,38.8,0.0,Co-op,3
790830,8,19.8,0.0,Ranked,9
790831,73,9.5,0.0,Ranked,1
790832,52,9.7,0.0,Ranked,8
790833,95,25.7,0.0,Casual,6
790834,95,3.8,0.0,Ranked,6
790835,20,6.2,0.0,Casual,8
790836,38,68.6,17.55,Casual,0
790837,25,4.7,0.0,Co-op,3
790838,37,23.4,0.0,Co-op,2
790839,22,26.1,0.0,Casual,9
790840,37,2.4,,Ranked,3
790841,2,13.8,0.0,Ranked,2
790842,17,59.3,4.63,Casual,8
790843,18,25.6,0.0,Ranked,2
790844,55,27.4,0.0,Co-op,0
790845,97,14.2,0.0,Ranked,7
790846,32,7.9,0.0,Ranked,0
790847,81,39.6,,Co-op,5
790848,83,15.7,0.0,Co-op,9
790849,38,22.0,0.0,Casual,9
790850,70,9.1,0.0,Ranked,4
790851,13,39.1,0.0,Ranked,8
790852,31,6.3,0.0,Casual,3
790853,7,34.1,0.0,Casual,9
790854,24,17.7,0.0,Casual,9
790855,21,17.9,0.0,Co-op,7
790856,89,2.0,0.0,Co-op,3
790857,9,2.0,0.0,Ranked,2
790858,73,127.7,69.01,Ranked,1
790859,18,38.9,0.0,Co-op,0
790860,56,21.1,0.0,Casual,2
790861,3,6.4,0.0,Ranked,4
790862,23,3.9,0.0,Ranked,3
790863,96,2.0,0.0,Casual,2
790864,73,2.3,0.0,Ranked,9
790865,48,15.2,,Casual,6
790866,30,14.6,0.0,Co-op,8
790867,97,27.8,0.0,Casual,9
790868,69,32.9,0.0,Casual,1
790869,82,6.9,0.0,Casual,3
790870,71,19.5,0.0,Ranked,9
790871,59,23.9,0.0,Casual,5
790872,11,5.0,0.0,Ranked,4
790873,81,49.8,56.4,Ranked,5
790874,37,17.1,0.0,Casual,7
790875,24,19.5,0.0,Ranked,3
790876,62,16.2,0.0,Casual,9
790877,84,17.0,0.0,Ranked,1
790878,78,46.2,8.16,Ranked,4
790879,48,37.1,0.0,Casual,5
790880,5,4.6,0.0,Casual,8
790881,50,21.0,0.0,Co-op,9
790882,21,2.0,0.0,Ranked,0
790883,50,11.2,0.0,Ranked,1
790884,9,2.0,0.0,Ranked,9
790885,5,15.4,0.0,Ranked,1
790886,8,33.5,0.0,Casual,9
790887,12,2.0,0.0,Co-op,6
790888,26,2.0,0.0,Casual,4
790889,10,8.6,0.0,Co-op,0
790890,49,2.0,0.0,Casual,8
790891,67,5.6,,Casual,0
790892,26,23.6,0.0,Ranked,9
790893,84,29.0,0.0,Co-op,8
790894,99,25.0,0.0,Casual,4
790895,73,17.9,0.0,Casual,1
790896,95,23.4,0.0,Co-op,4
790897,90,31.0,0.0,Casual,6
790898,60,14.9,0.0,Ranked,6
790899,93,6.2,0.0,Ranked,2
790900,85,11.0,0.0,Casual,3
790901,13,5.9,0.0,Ranked,4
790902,1,16.1,0.0,Casual,1
790903,89,12.1,0.0,Casual,3
790904,31,26.1,0.0,Ranked,0
790905,13,9.8,0.0,Co-op,4
790906,79,7.2,0.0,Casual,5
790907,97,24.5,0.0,Casual,8
790908,86,44.2,40.4,Ranked,3
790909,16,10.6,0.0,Casual,5
790910,91,26.3,,Casual,2
790911,2,30.2,0.0,Ranked,0
790912,49,4.3,0.0,Co-op,0
790913,47,27.0,0.0,Casual,9
790914,70,5.0,0.0,Ranked,9
790915,44,23.5,0.0,Ranked,3
790916,23,3.1,0.0,Casual,3
790917,84,34.4,0.0,Co-op,1
790918,61,53.9,49.69,Casual,1
790919,45,2.9,,Casual,7
790920,39,34.8,0.0,Casual,7
790921,67,7.9,0.0,Ranked,2
790922,28,10.1,0.0,Ranked,9
790923,56,46.1,1.21,Casual,2
790924,53,2.9,0.0,Casual,4
790925,17,10.2,0.0,Casual,7
790926,43,11.5,0.0,Ranked,6
790927,7,13.1,0.0,Co-op,1
790928,48,3.9,0.0,Ranked,2
790929,52,7.1,0.0,Casual,5
790930,47,5.4,0.0,Ranked,9
790931,3,11.5,0.0,Casual,3
790932,28,6.2,0.0,Co-op,6
790933,52,7.0,0.0,Ranked,4
790934,99,5.8,0.0,Casual,3
790935,43,11.9,0.0,Casual,5
790936,4,10.1,0.0,Casual,0
790937,7,22.8,0.0,Co-op,0
790938,30,10.0,0.0,Casual,9
790939,24,131.4,39.22,Casual,6
790940,4,2.3,0.0,Ranked,5
790941,71,21.3,0.0,Casual,7
790942,9,2.0,0.0,Casual,6
790943,71,22.6,0.0,Casual,4
790944,8,16.9,0.0,Ranked,8
790945,54,2.6,0.0,Casual,4
790946,54,27.1,0.0,Co-op,4
790947,33,16.9,0.0,Ranked,2
790948,89,12.9,0.0,Casual,5
790949,11,18.6,0.0,Casual,2
790950,82,19.6,0.0,Casual,5
790951,34,2.0,0.0,Ranked,4
790952,66,54.1,1.07,Co-op,8
790953,35,15.0,0.0,Co-op,0
790954,30,113.2,2.54,Casual,5
790955,36,53.0,14.23,Casual,3
790956,27,7.3,0.0,Ranked,6
790957,96,6.8,0.0,Casual,9
790958,46,24.0,0.0,Casual,1
790959,66,2.0,0.0,Ranked,5
790960,29,19.7,0.0,Ranked,1
790961,41,6.9,0.0,Ranked,0
790962,71,15.1,0.0,Casual,9
790963,24,22.5,0.0,Casual,2
790964,53,40.2,6.24,Co-op,0
790965,45,14.3,0.0,Ranked,1
790966,65,82.3,0.6,Ranked,4
790967,31,63.3,1.97,Co-op,8
790968,91,18.2,0.0,Ranked,4
790969,71,25.3,0.0,Ranked,3
790970,23,180.0,43.03,Ranked,1
790971,73,2.0,0.0,Casual,1
790972,39,2.0,0.0,Co-op,2
790973,71,2.5,0.0,Casual,5
790974,39,7.4,0.0,Casual,9
790975,29,24.5,0.0,Casual,5
790976,30,29.9,0.0,Casual,0
790977,67,2.0,0.0,Ranked,4
790978,84,62.7,21.31,Casual,9
790979,12,19.3,0.0,Casual,3
790980,62,22.3,0.0,Ranked,6
790981,91,38.9,0.0,Casual,0
790982,70,11.3,0.0,Ranked,2
790983,54,2.5,0.0,Ranked,9
790984,29,15.8,0.0,Co-op,9
790985,80,22.1,0.0,Ranked,9
790986,95,30.5,0.0,Casual,8
790987,78,8.5,0.0,Casual,8
790988,24,8.6,0.0,Casual,1
790989,19,16.7,0.0,Casual,2
790990,75,37.2,0.0,Casual,9
790991,1,65.1,47.69,Casual,6
790992,84,19.0,0.0,Co-op,6
790993,41,25.4,0.0,Ranked,8
790994,39,2.0,0.0,Casual,5
790995,71,40.0,22.03,Co-op,4
790996,68,84.1,16.51,Co-op,2
790997,94,5.6,0.0,Casual,1
790998,2,34.8,0.0,Co-op,9
790999,83,4.0,0.0,Co-op,2
791000,86,6.2,0.0,Co-op,2
