ItemID,OriginalPrice_K,DiscountRate_Percent,SalesQty_Weekly,CompetitorPrice_K,ElasticityCategory
1150580,42.0,46.3,58.4,89.6,134.7
1150581,84.2,53.2,90.1,44.2,63.6
1150582,69.5,37.1,130.5,58.4,79.8
1150583,71.6,36.6,116.6,80.5,136.6
1150584,20.0,48.5,68.4,119.4,119.2
1150585,104.9,70.2,83.9,64.3,97.1
1150586,81.5,35.2,151.9,74.7,121.7
1150587,63.6,45.7,133.9,105.2,82.6
1150588,81.1,49.9,95.4,43.5,95.9
1150589,36.1,29.2,146.1,94.2,101.4
1150590,67.9,55.2,64.5,53.3,92.2
1150591,83.8,45.3,81.3,61.5,79.2
1150592,83.8,45.6,97.4,74.0,82.7
1150593,58.5,30.0,108.8,59.7,119.1
1150594,54.4,25.8,108.8,80.2,94.1
1150595,53.5,60.7,114.5,57.1,71.3
1150596,78.2,38.0,115.4,49.3,110.5
1150597,60.9,67.3,78.8,108.0,129.9
1150598,95.9,53.0,119.4,77.3,58.3
1150599,59.3,32.1,131.8,76.8,72.2
1150600,84.6,39.2,138.8,71.9,93.9
1150601,64.3,58.4,93.0,115.3,97.4
1150602,103.4,65.4,115.5,102.1,105.2
1150603,65.5,90.5,92.5,47.3,121.7
1150604,72.7,47.6,86.2,75.2,60.8
1150605,86.3,42.6,116.7,52.2,50.5
1150606,90.3,31.6,102.8,103.5,79.3
1150607,65.3,47.7,76.4,61.1,123.7
1150608,68.8,18.4,98.5,107.9,137.0
1150609,93.9,58.8,92.4,82.3,92.8
1150610,72.0,38.2,128.3,86.6,100.6
1150611,131.4,54.8,94.1,101.2,68.2
1150612,52.3,44.9,96.9,83.9,160.6
1150613,94.6,34.3,65.4,63.7,145.2
1150614,66.1,63.9,137.6,71.8,120.3
1150615,80.3,46.5,114.0,89.8,84.4
1150616,57.8,51.1,84.3,55.8,128.7
1150617,94.6,47.8,118.6,73.0,89.1
1150618,93.7,54.0,144.7,72.3,134.2
1150619,72.7,61.3,73.0,76.8,106.1
1150620,87.5,46.5,83.1,87.2,69.0
1150621,92.9,24.4,93.3,67.3,86.5
1150622,64.9,48.7,129.7,89.4,90.4
1150623,65.6,35.5,87.3,55.4,113.4
1150624,99.9,49.9,156.5,61.3,83.1
1150625,67.5,4.6,121.3,75.6,73.7
1150626,58.4,52.5,65.4,112.4,129.0
1150627,60.5,79.8,55.1,73.7,102.4
1150628,100.5,57.2,131.7,114.5,112.7
1150629,91.8,46.5,142.2,109.8,91.9
1150630,105.2,33.5,137.7,77.2,139.8
1150631,63.5,22.6,88.5,95.6,96.9
1150632,56.7,37.3,113.3,55.5,61.7
1150633,59.2,41.3,95.8,97.7,63.4
1150634,86.8,55.7,89.8,92.2,116.1
1150635,33.2,44.2,130.2,67.6,113.6
1150636,63.1,75.3,79.6,,154.7
1150637,60.3,45.7,70.7,84.7,113.7
1150638,51.9,40.5,89.8,67.3,104.4
1150639,65.4,32.2,91.4,89.8,117.2
1150640,98.6,66.5,142.1,73.1,90.3
1150641,39.8,38.3,107.3,52.9,133.1
1150642,57.9,50.6,101.3,83.6,146.3
1150643,119.1,37.3,79.7,83.9,72.5
1150644,85.8,52.4,97.8,45.9,127.8
1150645,90.4,45.0,131.4,85.6,111.8
1150646,87.0,89.5,113.4,69.5,108.9
1150647,84.7,52.7,93.0,100.7,112.8
1150648,99.3,46.1,93.1,105.9,58.3
1150649,76.7,44.6,132.5,89.3,128.6
1150650,76.3,35.4,90.5,71.5,101.2
1150651,81.7,47.1,113.7,92.3,82.0
1150652,43.4,53.9,115.6,69.9,55.5
1150653,39.0,47.6,59.8,76.0,93.2
1150654,62.5,57.6,105.7,59.2,112.0
1150655,52.1,35.5,97.1,82.3,55.7
1150656,93.2,63.8,66.0,64.6,108.5
1150657,82.3,38.1,92.9,94.7,64.3
1150658,76.7,81.4,119.7,88.8,78.5
1150659,77.1,72.4,139.8,55.5,133.5
1150660,65.6,43.8,82.1,63.7,72.7
1150661,107.3,48.2,107.9,96.2,76.6
1150662,81.3,43.6,88.5,39.0,131.3
1150663,69.3,44.2,90.1,99.2,65.5
1150664,90.0,39.5,94.0,65.5,113.0
1150665,78.9,57.0,79.3,89.1,64.2
1150666,63.9,48.8,119.5,76.6,75.5
1150667,53.8,55.2,92.9,105.0,76.4
1150668,65.2,41.9,112.4,100.6,81.7
1150669,91.4,38.4,96.7,64.4,93.9
1150670,57.5,51.7,94.7,58.4,92.3
1150671,105.0,56.8,81.8,57.5,111.2
1150672,71.6,64.3,107.0,81.0,128.7
1150673,95.3,63.4,65.4,50.6,86.2
1150674,78.2,54.0,86.4,53.7,107.7
1150675,81.2,25.4,90.2,67.9,126.7
1150676,79.5,32.1,110.4,96.2,96.0
1150677,71.5,45.8,117.8,86.2,111.1
1150678,100.3,54.3,80.6,93.8,141.0
1150679,51.5,28.6,70.2,84.6,75.4
1150680,44.5,33.0,89.9,89.3,75.4
1150681,59.5,26.9,41.3,76.6,97.8
1150682,62.5,43.2,132.6,85.9,88.1
1150683,75.6,65.5,133.1,71.1,85.4
1150684,92.0,49.1,97.6,80.8,123.2
1150685,26.9,46.0,81.2,72.0,164.7
1150686,61.5,35.7,145.0,115.4,99.6
1150687,69.9,30.7,112.6,54.9,75.5
1150688,87.2,7.9,110.6,79.9,123.8
1150689,100.6,58.2,108.3,70.7,80.8
1150690,108.3,31.9,71.2,94.0,61.9
1150691,70.7,52.4,92.3,82.2,112.2
1150692,67.6,63.4,124.1,73.8,83.3
1150693,83.6,47.6,150.2,61.6,74.1
1150694,63.8,37.5,76.2,83.8,89.0
1150695,52.7,47.4,138.3,97.7,64.3
1150696,71.6,43.0,73.8,96.1,91.4
1150697,36.0,31.8,142.0,69.5,87.0
1150698,74.5,47.2,85.4,58.6,104.0
1150699,117.2,71.1,109.1,122.3,152.8
1150700,101.6,57.1,96.6,77.3,135.9
1150701,20.0,60.9,93.3,95.6,91.5
1150702,95.3,54.1,119.1,89.6,123.0
1150703,61.2,34.3,62.7,62.9,100.2
1150704,73.7,20.0,83.9,62.6,109.0
1150705,54.4,44.9,122.2,39.7,136.0
1150706,93.4,29.3,115.8,76.0,115.9
1150707,55.4,35.0,91.8,28.8,86.5
1150708,86.6,15.2,75.5,60.3,102.8
1150709,66.5,25.9,117.6,79.3,118.6
1150710,82.9,31.3,104.4,30.7,84.5
1150711,82.1,49.0,124.1,67.7,94.4
1150712,87.0,27.4,142.5,79.7,86.2
1150713,87.7,69.1,70.6,71.2,86.6
1150714,87.5,46.7,73.2,79.1,101.2
1150715,52.1,43.4,124.1,67.3,114.8
1150716,93.9,43.9,91.4,119.5,105.5
1150717,61.8,31.6,85.5,72.9,102.2
1150718,83.5,63.6,98.7,75.8,112.2
1150719,84.4,45.1,112.8,50.9,113.2
1150720,101.9,57.4,92.9,59.0,125.6
1150721,88.8,36.7,114.5,62.8,73.1
1150722,50.9,33.7,114.6,104.8,104.0
1150723,118.8,52.5,137.5,33.2,119.7
1150724,71.6,52.0,96.3,93.8,72.2
1150725,66.9,45.8,122.3,86.9,69.2
1150726,60.7,30.0,137.2,100.8,94.2
1150727,85.9,44.9,127.1,51.7,104.9
1150728,44.7,45.2,110.8,71.9,136.7
1150729,73.6,75.4,109.1,82.3,120.3
1150730,84.3,40.3,119.9,80.6,121.2
1150731,76.6,48.9,52.0,74.4,80.2
1150732,67.8,43.0,101.0,83.2,59.5
1150733,73.0,46.8,122.5,66.1,115.6
1150734,73.3,41.4,136.9,72.6,104.7
1150735,65.4,28.9,81.9,59.1,101.6
1150736,51.2,26.2,88.8,52.3,114.2
1150737,71.8,45.2,90.9,,69.8
1150738,53.4,41.7,73.3,87.7,89.5
1150739,86.2,65.0,80.8,81.1,78.6
1150740,51.6,42.8,135.8,75.1,105.4
1150741,85.5,53.4,88.2,116.0,103.0
1150742,68.6,20.2,114.3,82.3,99.3
1150743,55.2,51.4,116.0,110.8,86.8
1150744,70.7,48.4,121.2,30.2,127.2
1150745,76.4,52.9,89.9,50.1,82.6
1150746,70.3,65.7,82.7,87.5,147.9
1150747,64.4,23.4,88.6,65.2,96.8
1150748,89.1,52.4,109.0,75.8,119.7
1150749,70.0,43.2,105.2,101.8,109.2
1150750,49.6,31.5,99.7,64.0,60.6
1150751,84.1,44.1,96.9,80.7,88.3
1150752,44.5,46.3,93.9,62.9,93.4
1150753,69.7,67.6,109.5,98.7,138.0
1150754,63.3,66.4,86.5,85.5,97.4
1150755,95.2,31.1,103.6,123.0,86.6
1150756,76.5,50.3,125.0,70.6,121.2
1150757,111.4,53.3,93.8,100.1,67.0
1150758,70.0,68.4,88.7,74.9,95.0
1150759,82.1,43.8,121.5,61.6,118.2
1150760,46.6,39.8,101.6,91.7,156.4
1150761,70.4,65.7,68.8,72.9,101.6
1150762,67.3,52.5,133.4,51.6,102.1
1150763,95.1,45.9,138.8,122.6,107.8
1150764,52.5,28.5,104.6,94.4,105.4
1150765,76.1,63.1,49.1,76.6,118.5
1150766,59.0,19.4,108.4,81.1,68.5
1150767,49.8,49.1,111.6,94.3,132.4
1150768,81.7,23.5,132.2,90.2,90.0
1150769,87.2,62.1,119.1,61.3,80.3
1150770,70.8,50.9,74.8,104.9,129.1
1150771,53.2,34.8,132.9,33.0,101.7
1150772,40.6,41.6,111.8,46.5,95.8
1150773,97.5,46.3,75.5,55.6,89.5
1150774,79.5,63.2,125.6,63.9,85.6
1150775,64.6,48.7,86.1,44.5,118.7
1150776,73.8,53.3,92.1,24.7,92.6
1150777,91.5,47.5,87.9,74.2,58.7
1150778,85.3,50.2,118.7,61.0,88.4
1150779,75.8,53.3,109.9,55.7,123.5
1150780,64.0,35.8,63.3,81.5,73.2
1150781,40.1,28.7,69.7,50.0,104.4
1150782,86.4,55.1,136.3,101.0,118.5
1150783,110.9,47.4,142.6,49.2,86.2
1150784,79.8,35.6,134.3,106.8,72.9
1150785,75.7,56.0,106.3,65.2,78.1
1150786,56.8,48.0,116.5,67.8,105.2
1150787,73.7,39.4,114.9,80.3,98.3
1150788,31.0,52.6,78.1,89.0,89.9
1150789,88.1,63.4,50.0,74.5,92.1
1150790,77.4,40.9,65.8,53.2,106.2
1150791,68.3,65.2,49.9,63.4,113.6
1150792,38.3,40.6,93.2,83.0,72.4
1150793,69.1,42.6,79.1,72.9,117.8
1150794,80.2,39.0,104.0,98.4,43.6
1150795,55.8,41.2,83.4,89.4,70.0
1150796,103.4,38.4,96.6,77.5,102.6
1150797,68.2,41.2,73.4,77.9,121.1
1150798,83.9,75.8,84.6,37.0,127.6
1150799,100.1,55.4,89.0,80.7,107.5
1150800,66.6,43.9,71.9,78.6,105.2
1150801,81.9,54.3,118.8,89.1,91.0
1150802,114.0,70.6,71.2,25.6,111.9
1150803,65.7,48.8,85.8,57.1,111.0
1150804,55.5,23.7,164.4,97.4,110.6
1150805,102.4,55.8,84.9,91.3,77.0
1150806,46.9,57.1,106.6,61.6,56.4
1150807,57.5,62.3,147.3,82.4,106.3
1150808,84.0,28.4,112.1,68.8,109.1
1150809,58.1,49.5,100.9,105.8,87.3
1150810,77.6,44.4,59.8,58.7,115.5
1150811,87.5,58.9,117.1,84.7,87.7
1150812,47.4,66.7,81.5,98.6,102.0
1150813,52.4,13.4,110.9,83.1,98.8
1150814,84.0,48.8,112.4,117.2,123.4
1150815,57.6,29.6,101.7,70.9,64.8
1150816,61.2,49.0,105.3,75.6,127.4
1150817,53.9,57.0,95.4,80.2,49.2
1150818,72.4,48.2,130.2,51.3,77.6
1150819,70.1,35.1,61.3,85.6,142.8
1150820,78.1,48.9,109.6,109.7,100.2
1150821,83.8,74.3,132.2,93.4,77.7
1150822,80.8,25.7,126.0,97.6,124.4
1150823,70.7,58.9,105.5,,105.5
1150824,96.8,60.9,60.1,70.7,129.0
1150825,55.9,50.9,131.6,70.5,122.2
1150826,78.1,41.7,73.1,104.0,149.8
1150827,79.3,50.8,123.8,89.2,129.9
1150828,25.3,59.7,121.7,98.5,91.5
1150829,90.3,54.1,140.4,31.5,124.0
1150830,64.7,52.0,107.3,90.6,88.8
1150831,83.6,58.7,43.2,98.4,80.3
1150832,70.4,61.0,100.1,92.2,88.6
1150833,52.4,18.0,104.0,83.8,82.6
1150834,63.0,67.5,32.6,73.6,79.9
1150835,40.6,51.0,118.3,93.3,94.8
1150836,92.3,52.3,118.0,76.2,90.3
1150837,44.7,11.1,82.1,102.7,89.3
1150838,59.6,41.8,90.9,110.1,127.9
1150839,98.2,37.9,101.6,89.6,114.2
1150840,71.1,49.0,122.5,99.0,95.0
1150841,50.7,45.7,50.8,84.9,98.0
1150842,37.8,47.0,104.2,72.7,84.1
1150843,108.8,46.2,111.0,67.9,72.2
1150844,72.4,58.5,97.9,92.0,94.9
1150845,96.3,34.9,91.2,64.0,70.5
1150846,84.8,62.5,54.5,66.1,137.0
1150847,85.2,47.6,67.1,88.2,85.5
1150848,124.2,36.2,130.9,114.0,85.5
1150849,35.7,9.5,157.4,92.3,132.5
1150850,105.1,33.6,157.4,82.0,115.4
1150851,90.7,14.3,120.1,50.0,115.9
1150852,63.4,38.7,110.4,92.1,118.5
1150853,77.3,61.3,141.0,113.5,94.4
1150854,50.1,66.6,139.6,62.5,112.0
1150855,68.5,47.3,137.5,60.5,132.2
1150856,49.1,56.8,84.9,87.7,64.2
1150857,101.5,23.4,63.1,86.2,147.9
1150858,69.6,55.7,115.5,53.2,110.7
1150859,89.8,68.7,132.0,81.0,96.7
1150860,66.2,66.4,99.4,62.6,74.7
1150861,62.8,32.5,73.2,90.8,109.9
1150862,54.3,37.1,118.1,28.2,71.4
1150863,63.3,44.9,90.4,100.2,47.7
1150864,89.0,34.7,107.8,59.6,134.8
1150865,41.2,57.7,94.0,67.4,107.4
1150866,45.7,31.5,109.7,98.2,63.1
1150867,21.8,52.8,70.6,100.9,132.3
1150868,80.0,41.2,124.5,92.9,110.9
1150869,76.7,32.7,91.4,72.4,123.0
1150870,75.7,30.6,103.7,85.8,154.4
1150871,75.0,50.4,72.2,83.0,90.2
1150872,78.4,34.5,128.4,33.6,54.9
1150873,80.8,22.4,135.1,45.0,101.2
1150874,88.2,50.3,87.5,50.1,70.8
1150875,81.2,48.1,113.4,89.6,87.1
1150876,82.4,37.1,108.3,56.3,128.3
1150877,82.1,51.8,75.3,90.2,79.0
1150878,46.8,19.9,98.4,66.9,113.5
1150879,87.2,33.1,117.6,61.9,104.7
1150880,67.7,11.1,72.8,54.3,116.3
1150881,85.3,50.6,86.3,73.4,82.3
1150882,64.5,44.8,115.0,,121.3
1150883,62.1,36.5,112.6,81.8,92.4
1150884,26.8,62.5,113.8,62.2,100.4
1150885,104.5,40.4,138.3,61.1,105.8
1150886,84.8,47.1,94.9,105.9,81.2
1150887,39.8,69.2,73.5,53.2,72.8
1150888,72.4,46.7,143.1,94.6,61.6
1150889,55.3,25.5,112.0,62.8,61.7
1150890,99.6,23.9,159.9,103.5,131.9
1150891,76.3,40.1,82.8,99.2,95.2
1150892,59.1,49.2,126.5,67.6,105.7
1150893,56.5,60.1,80.4,77.9,79.0
1150894,90.9,64.5,84.1,59.5,81.5
1150895,41.0,58.0,104.0,107.4,71.6
1150896,63.7,28.6,118.2,75.9,124.5
1150897,33.2,39.1,73.5,94.9,95.2
1150898,64.2,31.0,72.5,53.0,89.8
1150899,78.7,22.4,114.2,56.8,126.2
1150900,82.8,50.6,108.3,67.2,108.1
1150901,76.4,70.0,101.4,74.7,92.0
1150902,98.3,58.3,98.9,42.0,124.6
1150903,74.2,40.9,101.1,50.7,117.1
1150904,62.4,37.2,72.0,121.8,96.1
1150905,67.5,38.9,134.3,79.4,150.6
1150906,57.9,46.6,136.0,58.9,98.3
1150907,59.8,50.8,116.8,89.4,114.9
1150908,56.1,69.4,101.5,70.9,103.9
1150909,84.6,55.4,82.1,58.2,63.8
1150910,89.8,65.1,68.8,49.2,106.7
1150911,64.6,60.0,108.9,65.8,108.9
1150912,73.1,34.0,61.5,67.4,131.2
1150913,81.7,38.1,131.4,71.8,54.6
1150914,64.9,40.1,100.1,93.5,118.1
1150915,122.3,35.0,117.3,89.2,94.5
1150916,43.4,41.6,113.8,124.9,129.1
1150917,73.5,28.8,83.0,53.6,95.0
1150918,105.6,67.2,120.4,89.3,126.9
1150919,76.4,86.9,109.0,101.9,92.2
1150920,87.5,46.8,113.8,83.8,71.0
1150921,100.1,54.6,78.9,69.0,95.1
1150922,92.7,32.1,114.6,62.6,124.1
1150923,88.4,44.4,102.1,70.2,67.5
1150924,63.2,40.9,121.7,64.8,100.4
1150925,74.3,17.6,98.9,55.7,72.1
1150926,82.3,42.3,100.3,85.4,124.5
1150927,89.1,48.0,65.0,83.0,72.6
1150928,92.1,63.3,127.1,94.2,81.8
1150929,88.1,48.5,78.3,72.8,71.4
1150930,79.7,31.6,124.4,84.3,110.7
1150931,94.0,58.3,83.4,91.6,96.8
1150932,65.7,62.5,118.5,42.4,102.8
1150933,110.0,32.7,80.1,64.1,110.7
1150934,43.8,63.2,88.5,86.9,84.8
1150935,82.8,23.8,88.0,104.5,125.4
1150936,71.9,52.8,107.5,57.5,52.1
1150937,85.0,61.3,116.1,85.1,113.5
1150938,103.6,48.8,83.7,88.4,121.5
1150939,68.6,40.6,93.1,74.8,96.0
1150940,82.8,18.3,96.7,88.8,98.8
1150941,80.2,42.9,111.2,74.8,94.8
1150942,70.6,50.2,80.9,66.5,107.9
1150943,91.6,21.1,139.3,109.1,104.5
1150944,62.6,31.7,139.5,43.6,87.4
1150945,78.5,39.8,66.0,95.1,115.3
1150946,68.5,19.2,71.3,69.6,82.8
1150947,46.5,25.7,83.3,80.7,60.7
1150948,112.5,63.1,110.1,52.4,132.5
1150949,107.2,39.8,74.0,93.3,102.0
1150950,95.3,72.6,85.0,93.1,62.7
1150951,63.9,48.5,98.5,100.5,52.3
1150952,60.1,58.2,99.4,83.9,90.5
1150953,64.3,48.0,95.7,63.7,98.7
1150954,83.5,39.0,87.7,113.7,151.2
1150955,58.7,38.1,59.2,93.8,38.2
1150956,94.8,27.3,131.5,37.3,85.8
1150957,43.0,53.6,115.7,67.5,91.6
1150958,95.8,40.4,66.7,60.8,85.6
1150959,76.3,65.4,59.6,62.1,121.9
1150960,68.7,62.6,72.6,122.0,62.3
1150961,58.6,36.4,52.6,77.7,105.6
1150962,63.4,39.5,99.4,78.5,90.0
1150963,65.0,52.3,63.4,96.4,130.2
1150964,84.7,53.7,130.7,82.7,142.4
1150965,74.9,32.9,52.5,53.7,88.7
1150966,90.5,37.0,106.8,110.3,66.6
1150967,104.7,62.5,111.8,95.3,105.8
1150968,95.6,55.7,146.1,123.6,160.7
1150969,76.9,43.3,135.5,86.4,100.1
1150970,110.0,33.8,67.8,81.2,90.2
1150971,53.7,45.6,112.4,35.1,102.9
1150972,47.2,60.2,128.0,107.5,155.4
1150973,99.5,52.8,68.2,55.8,118.5
1150974,95.8,15.4,116.4,89.6,114.7
1150975,55.8,30.2,61.0,76.0,79.9
1150976,112.8,37.9,83.6,82.3,83.6
1150977,81.3,49.8,131.0,44.8,112.2
1150978,102.7,12.8,120.1,86.3,64.8
1150979,76.2,25.1,75.2,,119.3
1150980,77.0,26.1,86.2,54.4,79.5
1150981,39.2,11.1,103.2,99.4,109.0
1150982,81.0,19.1,82.9,77.5,71.2
1150983,76.0,46.7,41.3,93.4,108.6
1150984,66.6,38.3,73.4,75.6,74.5
1150985,75.9,36.4,58.1,93.0,111.2
1150986,99.1,41.4,102.7,85.3,92.2
1150987,81.1,44.5,64.3,54.6,107.0
1150988,68.1,58.0,94.3,58.8,110.4
1150989,73.0,45.7,133.1,61.8,71.0
1150990,44.2,32.7,125.8,61.0,101.1
1150991,69.1,35.1,76.9,64.3,98.9
1150992,96.4,20.5,73.8,74.4,97.0
1150993,96.9,44.0,137.9,40.7,106.9
1150994,77.4,41.6,118.7,100.6,117.1
1150995,64.2,47.2,114.7,102.0,72.7
1150996,55.4,50.1,143.4,66.5,146.6
1150997,85.9,38.0,118.1,,101.1
1150998,77.7,43.2,98.9,76.4,129.2
1150999,92.5,3.8,95.4,102.0,144.9
1151000,82.9,38.8,149.7,55.7,98.9
