EmployeeID,Tenure_Years,TeamSize,WorkSatisfaction,ManagerRating,EngagementScore
810664,2.4,20,8.6,6.4,55.5
810665,0.6,20,4.2,3.4,43.5
810666,8.9,12,9.3,7.4,80.0
810667,8.8,5,3.6,2.0,57.8
810668,11.5,8,,4.9,75.0
810669,5.5,5,5.5,3.6,66.6
810670,14.5,20,3.8,2.5,79.9
810671,7.6,20,9.1,6.9,79.3
810672,2.4,12,4.2,1.5,49.4
810673,14.5,5,1.9,1.9,73.7
810674,4.2,3,2.0,1.9,55.1
810675,7.4,3,3.0,2.6,48.4
810676,9.7,20,9.6,6.2,95.3
810677,11.8,20,9.4,8.8,95.2
810678,13.4,3,3.6,3.3,73.6
810679,11.9,12,2.3,1.0,70.3
810680,2.9,5,8.8,6.9,61.8
810681,9.9,12,2.0,2.1,66.9
810682,2.9,8,6.9,6.3,58.1
810683,12.0,20,1.8,2.9,61.7
810684,7.7,5,6.9,4.8,82.0
810685,14.4,5,5.2,3.9,90.5
810686,5.5,12,7.5,4.8,69.7
810687,6.4,5,7.5,4.9,71.3
810688,4.9,3,3.9,3.8,60.2
810689,13.7,8,6.6,5.5,90.6
810690,3.7,8,3.1,2.5,44.5
810691,0.9,20,9.8,5.3,60.9
810692,12.5,5,2.1,1.4,69.4
810693,5.6,3,9.5,6.2,81.8
810694,12.1,3,3.0,3.0,70.5
810695,9.9,8,3.0,2.8,64.7
810696,5.9,20,8.7,5.9,77.1
810697,9.6,8,8.7,6.1,86.1
810698,5.6,20,6.6,3.7,58.9
810699,11.6,5,4.6,5.0,69.6
810700,7.2,5,5.0,4.2,59.9
810701,3.8,20,5.1,3.1,56.8
810702,8.5,3,8.5,6.3,81.5
810703,10.7,8,3.2,2.0,67.5
810704,10.0,12,7.9,4.2,77.6
810705,8.0,5,4.4,4.9,62.3
810706,8.7,12,6.9,6.4,84.7
810707,8.1,3,6.5,5.8,68.6
810708,11.1,8,7.4,5.5,85.9
810709,10.0,3,4.0,3.4,70.7
810710,1.6,8,9.8,8.9,69.2
810711,11.3,5,1.1,1.8,67.5
810712,10.1,3,3.4,4.2,64.4
810713,3.0,5,9.9,7.7,65.7
810714,11.8,8,3.2,4.0,63.2
810715,5.6,20,8.9,8.0,78.8
810716,14.9,3,5.5,3.3,93.9
810717,5.2,20,8.6,7.1,77.1
810718,9.8,3,6.1,4.9,85.1
810719,4.0,5,4.3,5.1,59.8
810720,6.9,3,4.0,2.5,54.2
810721,3.1,20,1.7,1.0,45.0
810722,9.0,20,7.3,6.4,75.6
810723,8.2,12,8.7,4.4,81.7
810724,1.7,12,6.6,4.1,55.6
810725,13.8,12,6.1,4.3,91.0
810726,14.1,20,5.4,3.6,83.8
810727,13.8,20,4.3,3.7,80.6
810728,3.7,20,2.6,2.4,51.8
810729,0.6,12,6.2,3.8,49.9
810730,0.9,12,4.2,2.3,46.6
810731,12.5,5,5.4,4.4,79.7
810732,3.0,20,1.9,1.0,48.6
810733,2.7,20,6.3,6.6,63.7
810734,7.3,3,8.4,6.8,74.4
810735,9.0,5,10.0,6.5,97.5
810736,12.1,20,5.3,4.2,73.3
810737,7.0,8,6.9,5.0,76.0
810738,7.7,20,3.2,1.0,56.3
810739,3.3,20,2.4,2.0,45.5
810740,0.8,3,7.3,6.9,57.2
810741,10.1,20,2.7,2.3,71.0
810742,0.6,8,6.4,5.1,53.2
810743,13.9,3,5.4,3.4,93.4
810744,11.9,5,4.2,2.4,66.8
810745,7.9,20,7.0,3.5,71.3
810746,14.7,20,5.1,4.7,87.3
810747,12.9,5,9.0,6.7,100.0
810748,13.3,20,8.4,8.4,96.5
810749,6.7,3,5.0,5.2,58.2
810750,4.8,5,6.5,4.4,66.4
810751,12.7,8,9.5,7.7,86.0
810752,9.4,20,5.2,4.6,75.5
810753,3.0,12,2.5,1.0,39.6
810754,7.2,8,5.0,4.8,59.7
810755,2.8,8,7.5,5.3,61.6
810756,6.0,12,2.4,1.1,53.1
810757,6.2,12,3.3,4.3,58.9
810758,10.5,5,5.7,4.8,79.0
810759,10.5,12,4.5,4.5,70.5
810760,12.2,8,4.8,3.4,66.7
810761,12.5,12,4.3,2.0,70.2
810762,4.2,5,9.1,6.3,69.3
810763,14.7,12,5.8,5.1,100.0
810764,13.0,5,1.0,1.3,73.0
810765,11.4,8,3.1,1.0,67.1
810766,5.0,8,3.1,4.6,42.0
810767,3.4,12,7.4,6.1,66.1
810768,12.5,8,1.3,1.0,61.5
810769,9.1,12,3.3,1.2,59.7
810770,14.5,3,5.0,2.9,83.1
810771,5.4,20,2.8,2.5,56.0
810772,4.0,3,2.3,2.5,44.3
810773,14.4,12,9.7,7.4,95.3
810774,4.2,8,9.1,7.8,70.6
810775,2.1,20,1.9,1.3,40.4
810776,4.4,8,2.8,1.1,38.7
810777,2.3,5,1.7,1.0,28.5
810778,5.1,8,10.0,8.2,77.2
810779,8.7,8,6.1,5.2,69.4
810780,4.6,3,2.1,1.4,58.8
810781,9.0,20,4.6,4.9,70.6
810782,9.5,8,3.4,1.9,70.2
810783,5.6,3,6.7,4.3,75.9
810784,7.5,8,1.9,1.0,61.5
810785,7.2,8,8.9,7.9,79.7
810786,0.9,3,8.8,7.0,65.1
810787,7.8,20,2.3,1.9,62.7
810788,9.9,8,7.1,5.7,72.5
810789,11.1,3,3.3,2.5,74.0
810790,2.9,3,1.4,2.0,39.3
810791,9.6,20,4.2,1.6,69.1
810792,2.8,12,7.9,5.9,62.7
810793,8.8,5,8.5,8.8,81.0
810794,11.4,3,8.0,4.7,83.2
810795,13.3,3,3.1,4.0,71.9
810796,1.0,8,5.3,5.0,51.4
810797,9.9,20,7.2,5.8,84.1
810798,11.9,5,6.2,3.5,80.6
810799,4.6,20,4.3,3.1,59.3
810800,3.9,20,2.7,2.8,43.1
810801,11.7,3,8.1,8.3,90.2
810802,7.6,8,7.6,4.6,75.9
810803,8.1,5,6.2,5.0,78.4
810804,5.9,8,2.9,1.9,62.6
810805,3.5,3,8.6,7.1,69.2
810806,11.2,3,5.1,5.2,65.3
810807,13.0,20,4.1,2.7,83.4
810808,3.4,3,5.6,5.8,51.5
810809,5.0,12,1.2,2.0,46.7
810810,0.7,8,1.6,1.0,39.3
810811,9.8,5,2.0,1.7,64.5
810812,8.1,20,8.0,7.9,73.0
810813,4.9,3,5.8,4.9,62.1
810814,5.3,3,1.4,1.0,46.1
810815,5.3,3,9.7,9.8,76.7
810816,13.1,8,8.0,5.6,91.1
810817,5.7,20,1.2,2.4,45.1
810818,4.3,12,6.0,4.8,58.7
810819,5.6,5,8.2,5.5,72.0
810820,5.0,5,4.9,6.3,52.2
810821,5.7,20,3.5,3.1,58.9
810822,6.8,8,2.1,1.7,55.9
810823,4.5,3,9.5,7.9,77.5
810824,7.5,12,8.1,6.7,78.1
810825,3.7,8,2.6,2.0,49.7
810826,10.6,8,5.6,3.3,73.1
810827,4.9,12,5.6,2.4,63.6
810828,3.6,5,1.1,1.0,38.7
810829,5.3,12,2.6,1.0,50.0
810830,10.1,5,6.5,7.1,70.9
810831,5.5,20,8.1,6.6,76.9
810832,1.1,3,4.2,4.6,53.7
810833,9.9,5,6.4,3.9,74.4
810834,7.6,8,6.0,6.4,71.9
810835,9.7,8,5.4,3.0,74.7
810836,10.9,3,7.2,6.2,75.7
810837,9.4,12,7.4,7.3,81.8
810838,12.0,12,7.9,6.4,75.1
810839,12.8,12,8.8,6.1,93.5
810840,6.1,12,2.2,2.9,50.2
810841,2.3,20,4.9,3.4,58.8
810842,6.8,3,1.8,2.6,47.1
810843,7.5,12,4.1,3.4,57.9
810844,11.8,8,9.6,6.6,96.0
810845,2.6,5,6.9,5.8,57.7
810846,15.0,5,3.3,3.1,75.7
810847,11.1,12,9.1,7.3,95.2
810848,11.0,8,8.9,7.5,94.8
810849,6.4,12,4.7,3.3,65.3
810850,6.9,8,6.2,1.9,66.3
810851,1.0,20,1.1,1.0,24.7
810852,5.7,8,5.4,3.2,63.7
810853,5.5,20,6.5,5.4,67.8
810854,3.0,12,6.9,3.8,55.8
810855,7.2,3,2.2,1.0,52.2
810856,14.3,12,1.5,2.9,69.1
810857,14.5,3,,7.0,88.5
810858,11.7,8,1.7,1.8,62.2
810859,9.8,8,7.7,6.6,89.0
810860,11.3,20,4.5,2.7,75.4
810861,0.9,20,1.9,1.0,41.1
810862,6.0,8,3.7,3.7,53.3
810863,9.7,5,8.5,7.9,89.7
810864,12.4,8,3.4,2.1,67.0
810865,10.7,12,,2.1,68.6
810866,0.7,12,5.7,4.8,44.4
810867,8.3,3,9.8,8.3,88.2
810868,14.1,20,5.4,3.2,84.5
810869,13.5,5,2.2,1.0,70.4
810870,14.7,8,9.5,4.4,99.9
810871,1.3,12,5.3,6.4,55.7
810872,7.8,3,2.7,2.7,62.3
810873,6.8,20,8.6,7.7,78.9
810874,8.4,3,6.8,5.2,59.8
810875,6.6,12,9.0,7.2,78.3
810876,9.2,12,4.4,2.8,63.2
810877,10.8,3,9.6,8.6,89.2
810878,12.8,5,3.7,3.4,70.3
810879,10.3,3,2.9,1.0,60.8
810880,12.5,20,3.9,2.5,70.5
810881,0.8,8,5.4,5.9,47.5
810882,2.8,3,8.7,7.9,70.5
810883,1.9,3,1.8,1.7,46.2
810884,12.9,12,4.6,3.6,81.0
810885,5.9,3,2.4,2.1,54.6
810886,10.0,8,7.2,5.5,80.4
810887,10.9,8,3.2,2.0,72.7
810888,6.8,12,2.7,1.0,49.9
810889,10.1,8,6.9,6.8,65.3
810890,9.3,12,8.0,7.2,74.7
810891,9.9,5,9.6,5.4,86.7
810892,10.2,20,7.0,4.4,80.6
810893,2.6,12,6.8,3.9,63.7
810894,7.8,12,6.2,3.0,69.5
810895,4.9,8,2.1,3.5,46.2
810896,3.4,20,8.8,8.4,76.8
810897,4.6,8,5.6,6.3,57.5
810898,6.1,8,3.6,3.9,56.7
810899,9.2,20,7.1,4.3,75.6
810900,10.8,5,2.9,2.1,65.4
810901,7.1,8,7.5,6.3,72.6
810902,4.4,12,7.1,4.8,65.5
810903,3.6,3,1.4,1.3,43.8
810904,14.9,8,1.1,1.0,67.9
810905,8.7,12,5.9,4.9,74.3
810906,4.9,8,2.0,2.1,48.9
810907,13.3,8,3.2,2.9,76.5
810908,13.2,3,3.0,1.0,77.0
810909,9.2,12,1.1,1.6,46.7
810910,2.3,8,4.4,4.9,53.9
810911,1.3,8,4.0,2.3,40.4
810912,7.8,3,8.7,7.2,75.6
810913,10.2,12,3.6,1.3,66.4
810914,13.5,20,5.1,4.3,77.8
810915,12.8,20,5.2,4.5,76.4
810916,3.7,8,1.1,1.0,48.1
810917,5.9,5,2.2,1.0,49.8
810918,12.7,3,4.2,3.3,62.0
810919,15.0,20,5.9,5.9,88.7
810920,10.1,8,3.1,2.5,66.8
810921,10.7,8,1.5,1.1,66.5
810922,5.6,8,4.3,4.5,64.3
810923,6.9,5,3.0,2.2,57.9
810924,14.9,20,3.3,1.4,72.3
810925,13.3,20,3.1,1.0,68.1
810926,13.2,5,7.1,4.8,100.0
810927,6.7,20,8.3,5.7,74.5
810928,3.7,3,5.5,4.8,57.6
810929,9.8,5,4.0,3.9,66.9
810930,2.0,20,8.7,7.2,66.1
810931,3.2,20,6.8,6.9,62.9
810932,4.5,3,3.4,3.5,41.9
810933,5.0,12,8.2,6.6,63.4
810934,10.3,3,2.3,1.0,63.2
810935,12.4,12,6.3,3.3,86.7
810936,6.1,8,6.2,5.0,66.9
810937,1.7,8,5.2,1.9,51.3
810938,8.4,12,9.6,7.1,86.0
810939,4.1,20,5.4,5.0,59.4
810940,12.7,3,7.0,5.1,84.5
810941,8.0,20,4.9,5.3,64.3
810942,3.4,5,6.7,5.5,61.8
810943,10.5,5,2.2,1.0,65.3
810944,0.8,5,4.9,4.6,52.2
810945,5.9,3,9.5,7.8,80.0
810946,7.0,3,1.5,2.0,48.2
810947,9.2,5,1.7,2.5,57.7
810948,11.9,8,1.2,1.0,58.5
810949,6.0,8,7.8,4.8,76.4
810950,7.8,5,6.4,6.3,77.7
810951,6.9,8,6.1,5.3,70.5
810952,9.4,8,4.9,4.9,72.9
810953,12.0,20,2.4,2.1,60.6
810954,10.7,5,6.4,4.4,78.3
810955,4.5,20,2.4,2.0,49.1
810956,13.9,5,1.4,1.0,74.6
810957,12.5,12,8.6,6.9,88.5
810958,12.9,8,4.8,2.4,85.0
810959,8.8,5,9.1,8.0,87.0
810960,14.1,3,5.2,2.8,88.8
810961,1.3,3,6.6,2.7,50.5
810962,6.8,12,1.1,1.0,53.7
810963,0.7,20,6.9,5.4,59.5
810964,1.4,5,7.4,6.7,57.8
810965,6.3,20,4.6,4.8,56.7
810966,8.7,20,8.2,6.9,80.1
810967,1.4,5,8.1,6.1,56.2
810968,8.9,5,2.1,1.7,55.8
810969,0.5,3,5.4,3.9,49.9
810970,4.8,3,4.3,4.5,55.7
810971,6.6,5,2.5,2.9,45.4
810972,9.2,20,8.4,7.3,77.3
810973,3.4,12,2.6,1.6,49.3
810974,9.4,20,2.9,1.6,64.2
810975,10.0,5,2.9,1.2,58.9
810976,7.6,8,9.0,6.9,72.4
810977,13.1,8,2.8,1.7,67.9
810978,9.5,20,4.8,4.2,69.9
810979,11.0,3,7.2,7.7,95.7
810980,10.4,8,6.5,5.3,76.1
810981,9.0,12,6.7,5.4,82.3
810982,3.5,20,,2.3,58.7
810983,13.1,12,7.1,5.8,91.4
810984,9.9,8,8.7,5.8,86.8
810985,10.5,20,7.8,7.5,87.8
810986,9.1,8,1.8,2.2,56.3
810987,7.6,5,1.7,1.5,61.5
810988,3.2,8,3.8,4.1,52.8
810989,9.5,8,2.5,2.2,58.3
810990,10.6,12,3.8,2.4,75.4
810991,12.1,12,9.7,7.2,92.9
810992,13.6,12,6.3,3.6,86.3
810993,6.7,5,2.8,2.4,64.5
810994,4.3,5,1.9,1.1,49.6
810995,1.8,3,4.2,3.3,52.2
810996,7.1,8,5.4,3.7,74.3
810997,7.9,20,9.4,6.9,86.5
810998,5.4,20,9.3,6.1,75.9
810999,14.8,5,3.1,1.6,75.0
811000,1.2,20,1.3,1.0,40.0
