CarID,Year,Mileage,EngineSize,FuelType,Price
150608,2020,32059,1.6,Petrol,54069.13
150609,2016,109789,3.0,Diesel,34802.82
150610,2013,146797,2.0,Electric,38195.76
150611,2023,12491,2.5,Petrol,60726.49
150612,2015,97730,2.0,Diesel,28191.3
150613,2022,9070,2.0,Petrol,58439.09
150614,2019,65844,1.6,Petrol,41144.17
150615,2012,111739,1.6,Petrol,30487.76
150616,2023,15616,2.5,Diesel,57529.7
150617,2010,116491,3.0,Petrol,31469.34
150618,2016,109180,1.6,Hybrid,39705.15
150619,2018,115604,2.0,Electric,48472.41
150620,2012,177021,2.5,Diesel,33758.86
150621,2019,38703,1.6,Diesel,45598.53
150622,2013,131077,1.6,Hybrid,31066.7
150623,2022,19868,2.0,Petrol,56007.44
150624,2021,18329,2.5,Electric,69728.06
150625,2015,151529,1.6,Petrol,
150626,2023,18285,1.6,Diesel,52317.96
150627,2014,168097,1.6,Diesel,23933.96
150628,2011,112357,2.5,Electric,37794.25
150629,2013,184266,2.5,Diesel,24577.18
150630,2019,55313,2.0,Diesel,50096.33
150631,2018,74271,2.5,Diesel,41361.73
150632,2011,130170,2.0,Petrol,31040.45
150633,2023,10960,2.5,Petrol,60031.5
150634,2018,45686,2.0,Diesel,44581.85
150635,2019,57037,1.6,Diesel,47617.09
150636,2023,7658,2.0,Petrol,60053.22
150637,2013,150619,2.5,Petrol,26715.76
150638,2017,77679,2.5,Petrol,37391.37
150639,2023,11927,1.6,Petrol,50331.88
150640,2021,30920,1.6,Petrol,51426.84
150641,2019,74946,2.5,Petrol,44154.75
150642,2012,103555,2.0,Petrol,31382.05
150643,2013,126423,1.6,Diesel,32342.56
150644,2012,150795,1.6,Petrol,19428.0
150645,2021,31062,2.0,Petrol,47199.11
150646,2017,106320,1.6,Electric,47378.74
150647,2023,11976,1.6,Petrol,56989.54
150648,2016,78302,1.6,Diesel,37709.52
150649,2011,149666,1.6,Diesel,23448.45
150650,2021,40933,1.6,Diesel,52824.24
150651,2017,80508,2.0,Petrol,37969.07
150652,2016,1640,2.0,Diesel,46486.63
150653,2022,31652,3.0,Diesel,56450.32
150654,2019,66293,1.6,Petrol,48772.9
150655,2017,85966,2.0,Diesel,39301.78
150656,2011,196149,2.0,Hybrid,21229.01
150657,2013,108680,1.6,Diesel,30521.29
150658,2011,196600,1.6,Electric,21359.42
150659,2010,171644,2.0,Hybrid,22092.69
150660,2018,31986,2.0,Petrol,53503.98
150661,2011,112889,1.6,Petrol,26666.95
150662,2020,40172,1.6,Petrol,51500.4
150663,2011,176131,1.6,Hybrid,16311.47
150664,2016,63708,2.0,Diesel,45880.35
150665,2015,142384,2.0,Petrol,31090.42
150666,2022,25350,2.5,Petrol,56588.95
150667,2019,62753,1.6,Petrol,43847.43
150668,2022,29522,1.6,Petrol,50119.98
150669,2012,91938,3.5,Diesel,41064.31
150670,2017,72717,2.0,Hybrid,53913.96
150671,2019,52436,2.0,Electric,61577.15
150672,2012,116736,1.6,Petrol,23841.24
150673,2023,9965,2.0,Petrol,54929.39
150674,2023,11117,3.0,Diesel,58927.32
150675,2010,224056,2.0,Electric,16475.5
150676,2017,84315,2.0,Diesel,39286.97
150677,2023,14387,2.5,Hybrid,64669.03
150678,2015,105918,1.6,Diesel,37976.91
150679,2012,197328,2.0,Diesel,24142.03
150680,2021,26570,3.0,Hybrid,63767.28
150681,2010,222741,2.5,Electric,24257.65
150682,2013,116703,2.0,Diesel,33645.06
150683,2023,13367,2.0,Diesel,62259.65
150684,2016,117274,2.0,Diesel,33136.7
150685,2021,27427,3.5,Diesel,51896.39
150686,2023,7820,3.5,Petrol,66161.44
150687,2018,82043,1.6,Diesel,44828.53
150688,2011,174587,2.5,Electric,30558.63
150689,2019,70526,2.5,Diesel,49539.4
150690,2012,117644,1.6,Petrol,25040.83
150691,2010,166290,1.6,Petrol,18827.59
150692,2018,67505,2.5,Petrol,42634.73
150693,2013,132432,2.0,Petrol,23713.44
150694,2011,141982,1.6,Hybrid,27112.74
150695,2012,85813,2.5,Hybrid,42742.4
150696,2012,167589,1.6,Hybrid,31407.57
150697,2013,157981,1.6,Petrol,25103.46
150698,2015,89946,3.0,Diesel,41274.17
150699,2019,68544,2.0,Petrol,45646.96
150700,2017,88555,2.0,Petrol,36528.97
150701,2011,237131,1.6,Petrol,12066.75
150702,2020,52328,1.6,Diesel,41810.81
150703,2010,174388,3.0,Diesel,25412.37
150704,2021,40968,2.0,Hybrid,58334.33
150705,2016,144884,2.0,Electric,46355.12
150706,2021,36614,2.0,Electric,62996.38
150707,2011,172555,3.0,Petrol,
150708,2019,69596,1.6,Petrol,38572.84
150709,2011,167848,1.6,Electric,26176.67
150710,2023,12676,2.0,Petrol,57298.08
150711,2021,34485,2.5,Petrol,52617.67
150712,2017,87362,1.6,Hybrid,45812.54
150713,2020,72136,2.0,Petrol,43184.25
150714,2021,42819,2.5,Petrol,57827.11
150715,2018,60724,1.6,Diesel,42966.13
150716,2012,120890,2.0,Hybrid,33360.28
150717,2022,13566,2.0,Electric,66572.51
150718,2021,36060,2.5,Electric,71854.48
150719,2017,72233,1.6,Hybrid,48109.25
150720,2016,105752,1.6,Electric,44452.14
150721,2023,11570,1.6,Diesel,49498.47
150722,2020,40909,1.6,Petrol,48154.14
150723,2010,171037,2.5,Petrol,23354.31
150724,2021,41466,2.0,Petrol,50584.7
150725,2015,122284,2.0,Petrol,36608.11
150726,2010,205148,1.6,Petrol,15859.09
150727,2014,115514,2.5,Diesel,36642.42
150728,2021,45657,2.0,Diesel,47458.71
150729,2013,86706,2.0,Diesel,42354.23
150730,2023,10770,2.0,Petrol,55872.95
150731,2014,96954,2.0,Petrol,36559.22
150732,2010,195565,2.5,Diesel,23335.0
150733,2012,145524,2.5,Petrol,28231.96
150734,2018,54773,1.6,Petrol,48432.85
150735,2020,49086,2.5,Hybrid,53503.6
150736,2023,9132,2.0,Hybrid,68605.47
150737,2015,148435,2.0,Hybrid,35058.3
150738,2016,99382,2.5,Petrol,43869.45
150739,2018,83081,2.0,Petrol,39599.84
150740,2013,136787,1.6,Electric,29518.13
150741,2016,123061,1.6,Petrol,39358.69
150742,2020,41836,2.0,Electric,63601.1
150743,2016,55911,2.0,Diesel,41817.35
150744,2017,122688,2.5,Petrol,37204.86
150745,2011,102083,2.0,Hybrid,28108.67
150746,2021,41552,2.0,Hybrid,55301.45
150747,2010,158638,2.0,Hybrid,25203.58
150748,2016,102392,2.0,Petrol,35366.73
150749,2021,40229,1.6,Hybrid,49806.86
150750,2013,149283,2.0,Petrol,22925.01
150751,2012,130881,2.0,Diesel,24814.32
150752,2017,122134,1.6,Petrol,31105.28
150753,2017,74923,2.0,Petrol,45050.51
150754,2018,70046,2.0,Petrol,43497.41
150755,2014,149791,1.6,Diesel,28720.1
150756,2011,103576,1.6,Diesel,25850.78
150757,2020,33250,1.6,Petrol,49564.36
150758,2022,26217,2.0,Petrol,51285.66
150759,2015,103586,1.6,Petrol,31308.64
150760,2020,60690,1.6,Diesel,45503.5
150761,2015,70148,1.6,Petrol,31785.93
150762,2022,19193,2.5,Petrol,58498.2
150763,2020,59330,1.6,Petrol,45151.45
150764,2018,69522,2.0,Petrol,45965.41
150765,2017,93894,2.0,Hybrid,46087.06
150766,2015,121934,2.5,Petrol,37398.82
150767,2010,177077,1.6,Petrol,15095.5
150768,2021,30088,2.0,Hybrid,63672.03
150769,2018,66061,2.0,Petrol,43352.59
150770,2018,62539,1.6,Electric,56145.74
150771,2014,163420,1.6,Hybrid,33216.77
150772,2020,38352,2.0,Diesel,52071.48
150773,2011,91598,3.0,Diesel,35659.41
150774,2015,111464,1.6,Petrol,29701.89
150775,2023,13133,1.6,Hybrid,60820.39
150776,2019,40685,1.6,Diesel,44577.95
150777,2016,105821,1.6,Petrol,34424.92
150778,2013,208251,2.5,Hybrid,32624.99
150779,2013,182604,3.0,Petrol,27894.82
150780,2019,83228,1.6,Petrol,42000.23
150781,2020,65787,2.5,Petrol,45202.18
150782,2018,52525,2.0,Hybrid,52760.24
150783,2011,123235,2.5,Petrol,28294.62
150784,2018,86975,1.6,Diesel,
150785,2020,37897,2.5,Hybrid,62722.58
150786,2023,12170,3.5,Electric,84618.1
150787,2017,45100,1.6,Petrol,43031.66
150788,2022,20210,1.6,Petrol,53435.33
150789,2022,27928,1.6,Petrol,54347.65
150790,2018,70056,2.0,Petrol,44577.33
150791,2022,12019,2.0,Petrol,57869.18
150792,2014,115114,2.0,Petrol,27966.54
150793,2012,171518,2.5,Hybrid,31140.53
150794,2015,94950,3.0,Diesel,43062.2
150795,2014,80482,1.6,Diesel,31382.61
150796,2010,169313,2.0,Petrol,21260.6
150797,2022,33878,2.0,Petrol,50305.29
150798,2017,115752,2.5,Petrol,37871.29
150799,2013,145622,1.6,Diesel,30816.54
150800,2021,33332,2.5,Diesel,48376.19
150801,2011,83749,2.0,Diesel,29050.65
150802,2023,12106,2.5,Electric,76352.87
150803,2012,169587,1.6,Petrol,20591.51
150804,2015,169681,2.0,Petrol,29182.69
150805,2012,184669,1.6,Diesel,17397.65
150806,2019,68995,1.6,Petrol,46222.72
150807,2016,53406,2.0,Petrol,40671.32
150808,2013,130493,1.6,Electric,36355.38
150809,2014,157689,1.6,Diesel,28721.25
150810,2017,89272,3.0,Diesel,41941.31
150811,2020,62215,2.0,Hybrid,58168.04
150812,2015,68483,2.0,Petrol,36409.75
150813,2011,189904,2.0,Hybrid,23787.51
150814,2011,88435,2.0,Diesel,27472.21
150815,2011,178275,2.0,Petrol,
150816,2013,134244,2.5,Diesel,30517.66
150817,2015,77561,2.5,Electric,47919.01
150818,2014,112689,2.0,Hybrid,34828.88
150819,2017,74415,2.0,Petrol,42664.38
150820,2018,65270,2.0,Petrol,45175.59
150821,2023,8615,1.6,Petrol,50114.63
150822,2018,72900,1.6,Hybrid,50265.82
150823,2023,13973,1.6,Electric,75307.76
150824,2010,100544,1.6,Diesel,23664.06
150825,2023,9731,2.5,Electric,
150826,2020,72237,2.5,Petrol,40561.47
150827,2014,86462,2.0,Diesel,32046.76
150828,2021,45008,2.5,Petrol,51719.94
150829,2017,81423,1.6,Diesel,39766.02
150830,2023,9058,2.0,Petrol,56785.53
150831,2019,55559,1.6,Electric,55847.79
150832,2013,129826,1.6,Diesel,22161.62
150833,2018,85561,2.0,Petrol,39218.36
150834,2021,37728,3.5,Hybrid,66715.0
150835,2019,37834,2.0,Petrol,45298.17
150836,2012,110054,2.0,Electric,35407.53
150837,2015,135452,1.6,Petrol,30503.92
150838,2019,58208,3.0,Petrol,49410.06
150839,2010,152766,1.6,Petrol,24690.45
150840,2022,23931,2.0,Diesel,54727.13
150841,2013,136185,2.0,Petrol,30790.7
150842,2023,13441,2.0,Hybrid,63951.89
150843,2018,50928,2.0,Diesel,44872.69
150844,2012,98345,2.0,Hybrid,32782.33
150845,2015,94181,2.5,Petrol,40715.91
150846,2020,66349,2.0,Petrol,47574.09
150847,2011,160638,1.6,Petrol,21262.32
150848,2012,101176,2.5,Petrol,27922.88
150849,2023,11595,2.0,Petrol,57960.07
150850,2018,71647,1.6,Petrol,42346.81
150851,2018,70073,2.0,Diesel,44692.02
150852,2016,111563,2.0,Electric,46455.11
150853,2011,250000,1.6,Petrol,7499.78
150854,2012,137090,2.0,Petrol,22553.41
150855,2013,135689,2.0,Diesel,31027.87
150856,2023,12254,1.6,Petrol,56112.18
150857,2013,110774,2.0,Diesel,33505.44
150858,2012,170619,1.6,Petrol,21301.58
150859,2020,56911,2.0,Diesel,44673.85
150860,2016,111357,2.0,Electric,44134.5
150861,2015,75530,2.0,Electric,44911.91
150862,2023,6856,1.6,Electric,72839.11
150863,2022,13498,2.0,Diesel,61050.57
150864,2014,126248,2.5,Diesel,37495.2
150865,2014,89077,2.0,Electric,48193.23
150866,2015,136914,1.6,Hybrid,32791.04
150867,2018,71892,2.5,Diesel,44360.32
150868,2023,12040,2.0,Petrol,56031.77
150869,2014,120300,2.0,Petrol,34421.7
150870,2016,96216,1.6,Petrol,42058.65
150871,2014,136415,1.6,Diesel,27821.97
150872,2022,31815,2.0,Electric,71082.54
150873,2014,1739,1.6,Hybrid,51662.39
150874,2018,84452,1.6,Hybrid,47801.65
150875,2023,7822,2.0,Diesel,60145.92
150876,2011,181416,2.5,Diesel,24564.32
150877,2022,21576,1.6,Hybrid,
150878,2017,120006,1.6,Diesel,37506.34
150879,2022,27985,1.6,Petrol,44212.13
150880,2016,64766,2.5,Diesel,42145.2
150881,2017,85221,1.6,Diesel,43652.71
150882,2015,72354,1.6,Diesel,36051.85
150883,2012,151468,2.0,Electric,34397.45
150884,2023,12961,3.5,Diesel,65502.4
150885,2010,149755,2.0,Diesel,21459.38
150886,2015,61680,2.5,Petrol,44261.97
150887,2014,124026,1.6,Petrol,31861.37
150888,2016,79917,1.6,Hybrid,42973.27
150889,2020,53020,3.0,Petrol,54993.27
150890,2023,13095,1.6,Diesel,49257.21
150891,2015,58657,1.6,Petrol,39638.86
150892,2020,27130,1.6,Petrol,43382.67
150893,2016,140244,1.6,Petrol,30307.61
150894,2011,137925,2.0,Petrol,28722.68
150895,2020,52290,2.0,Petrol,48402.8
150896,2013,100143,1.6,Electric,46899.65
150897,2022,27045,1.6,Hybrid,58277.17
150898,2017,71533,2.0,Hybrid,48135.04
150899,2011,157155,2.5,Petrol,21779.31
150900,2023,13123,2.5,Petrol,58343.62
150901,2018,50103,2.0,Hybrid,50001.5
150902,2022,31078,1.6,Petrol,52088.15
150903,2014,127093,2.0,Petrol,30047.6
150904,2010,147700,2.0,Petrol,23053.02
150905,2018,95138,1.6,Electric,40764.11
150906,2023,11049,2.5,Electric,76615.73
150907,2022,25439,2.0,Electric,67791.23
150908,2021,32379,2.0,Petrol,50889.89
150909,2019,72673,2.0,Petrol,46140.33
150910,2023,14616,1.6,Electric,68399.8
150911,2014,97062,3.0,Petrol,33564.75
150912,2013,91536,2.5,Diesel,37757.65
150913,2018,89095,2.0,Petrol,46200.97
150914,2011,250000,2.5,Petrol,16746.66
150915,2016,72628,1.6,Petrol,32323.58
150916,2023,7691,2.0,Diesel,54594.4
150917,2016,91364,1.6,Petrol,33681.97
150918,2011,168232,2.0,Petrol,22652.88
150919,2017,73346,2.0,Electric,53705.96
150920,2018,107917,1.6,Petrol,32369.82
150921,2012,133002,1.6,Petrol,26504.88
150922,2023,12601,2.0,Petrol,56347.43
150923,2012,152760,2.5,Diesel,24560.0
150924,2023,12534,2.5,Petrol,55754.69
150925,2019,43619,1.6,Petrol,48325.78
150926,2013,117652,2.0,Diesel,38295.41
150927,2018,85347,2.5,Diesel,45187.07
150928,2011,130244,2.5,Petrol,32457.51
150929,2015,52038,1.6,Petrol,35582.3
150930,2010,209087,2.0,Petrol,17561.05
150931,2012,108664,2.0,Petrol,31303.78
150932,2010,250000,2.0,Petrol,10384.31
150933,2016,90418,3.0,Diesel,42173.85
150934,2023,3766,1.6,Electric,69712.52
150935,2018,96857,2.0,Diesel,38951.52
150936,2022,16543,2.5,Petrol,59986.51
150937,2020,33944,2.0,Diesel,47754.51
150938,2010,147787,2.0,Petrol,23348.99
150939,2018,54778,2.5,Hybrid,55179.09
150940,2018,37484,2.0,Hybrid,49173.69
150941,2015,64800,2.0,Hybrid,48636.0
150942,2019,42768,1.6,Petrol,45438.38
150943,2019,47399,2.5,Electric,59777.41
150944,2010,173865,2.0,Diesel,22008.86
150945,2011,169304,2.0,Diesel,23470.17
150946,2019,72916,1.6,Petrol,41057.8
150947,2014,114241,2.5,Petrol,29841.58
150948,2022,36546,1.6,Diesel,51429.34
150949,2022,19204,2.5,Petrol,53193.42
150950,2012,106012,2.0,Petrol,31203.19
150951,2013,156235,2.0,Hybrid,32531.18
150952,2017,110205,1.6,Diesel,39474.86
150953,2022,24612,2.5,Petrol,57158.48
150954,2014,106900,1.6,Electric,43566.32
150955,2020,47560,2.5,Petrol,51748.3
150956,2022,19010,1.6,Petrol,50596.78
150957,2020,50458,2.5,Petrol,49509.37
150958,2010,222424,1.6,Petrol,13602.74
150959,2017,131587,3.5,Petrol,37805.67
150960,2014,85568,2.0,Petrol,29343.72
150961,2010,168712,2.0,Petrol,21956.49
150962,2015,133732,2.5,Electric,49848.37
150963,2014,76866,1.6,Petrol,33951.06
150964,2020,55837,1.6,Petrol,45946.85
150965,2013,121560,1.6,Petrol,29063.16
150966,2014,127267,3.0,Petrol,34412.91
150967,2023,9183,2.0,Petrol,57461.59
150968,2010,182247,1.6,Petrol,13819.87
150969,2015,60367,1.6,Diesel,39542.71
150970,2022,18887,3.0,Petrol,56123.38
150971,2015,73385,2.0,Petrol,40934.19
150972,2021,32879,3.5,Petrol,59321.02
150973,2019,71659,2.0,Petrol,48093.38
150974,2017,114054,2.0,Hybrid,39628.67
150975,2021,41158,2.5,Diesel,52678.69
150976,2013,139899,1.6,Petrol,31276.77
150977,2011,109496,1.6,Electric,32964.08
150978,2019,44293,2.5,Petrol,48800.33
150979,2018,89691,1.6,Hybrid,43938.08
150980,2022,13385,3.0,Petrol,54392.54
150981,2019,54586,2.5,Diesel,46674.52
150982,2020,69628,2.0,Petrol,43294.44
150983,2021,26260,2.0,Petrol,51927.43
150984,2011,101108,2.5,Diesel,32589.41
150985,2016,113624,2.5,Petrol,36268.21
150986,2011,167486,1.6,Diesel,23386.32
150987,2017,119998,1.6,Diesel,32706.78
150988,2014,125846,2.0,Electric,39709.97
150989,2017,89082,2.0,Petrol,38937.32
150990,2013,162564,2.5,Petrol,27943.43
150991,2016,97515,1.6,Diesel,33580.7
150992,2012,167739,2.0,Diesel,31181.62
150993,2019,60403,2.0,Diesel,46577.84
150994,2022,16251,2.5,Hybrid,65364.14
150995,2017,75963,1.6,Petrol,38293.48
150996,2013,87407,2.0,Petrol,30949.87
150997,2017,71262,2.5,Petrol,
150998,2020,29187,3.0,Diesel,53767.07
150999,2018,65667,2.0,Hybrid,49222.13
151000,2011,175182,2.5,Diesel,
