TripID,WaterTempCelsius,FishingEffortHours,CPUE_Index,TargetSpeciesRatio,CatchOverQuota
1990633,69.0,28.9,75.9,49.9,0
1990634,55.4,44.3,90.1,54.4,1
1990635,104.3,12.1,95.1,44.6,0
1990636,110.6,9.9,98.8,59.3,1
1990637,87.7,40.6,83.1,45.9,0
1990638,140.6,8.6,147.4,39.2,1
1990639,35.7,27.9,,41.1,0
1990640,140.0,42.4,87.1,39.4,1
1990641,125.7,40.1,58.6,65.6,1
1990642,138.3,34.9,61.5,52.4,1
1990643,161.0,25.0,52.3,31.1,1
1990644,124.6,38.8,91.0,63.9,1
1990645,155.3,19.3,70.0,43.0,1
1990646,101.5,25.0,128.1,62.7,1
1990647,144.9,31.4,120.5,47.7,1
1990648,118.6,36.9,78.1,39.5,1
1990649,115.2,30.3,137.5,32.4,1
1990650,130.6,31.7,143.5,11.5,1
1990651,122.7,37.4,75.3,52.0,0
1990652,126.0,12.4,124.6,51.4,1
1990653,95.7,30.6,91.8,67.6,0
1990654,136.3,22.5,69.4,47.3,0
1990655,133.8,40.6,83.3,48.5,1
1990656,111.3,29.9,119.5,7.1,1
1990657,151.1,8.6,107.3,51.9,1
1990658,155.4,9.7,70.8,34.2,1
1990659,111.7,7.9,89.7,36.2,1
1990660,131.2,41.2,126.1,34.7,1
1990661,130.0,28.8,79.0,59.4,1
1990662,123.7,7.3,91.5,13.2,1
1990663,105.0,44.1,100.7,59.0,1
1990664,148.6,36.4,166.1,52.2,1
1990665,61.9,26.7,95.6,59.9,0
1990666,148.4,15.9,48.7,40.2,1
1990667,102.7,35.4,118.2,59.0,1
1990668,155.6,37.2,71.5,13.9,1
1990669,131.6,41.5,103.2,41.1,1
1990670,110.5,27.5,127.3,47.6,0
1990671,117.4,29.5,130.2,28.3,1
1990672,130.4,9.8,82.3,45.9,1
1990673,136.0,10.3,104.6,44.6,0
1990674,123.5,21.9,91.3,66.8,1
1990675,104.2,31.8,81.5,17.7,1
1990676,128.9,13.2,90.6,33.6,1
1990677,55.9,37.8,90.4,79.2,1
1990678,133.9,36.0,81.4,58.2,1
1990679,134.5,28.2,66.1,41.2,1
1990680,116.9,5.9,109.6,46.8,1
1990681,73.1,41.7,75.7,35.6,0
1990682,78.4,28.7,104.5,36.7,0
1990683,114.3,28.2,90.0,43.9,0
1990684,149.3,24.7,100.3,62.6,1
1990685,73.0,11.6,101.7,67.6,0
1990686,170.1,19.6,90.9,80.5,1
1990687,147.6,25.1,100.6,71.1,1
1990688,84.0,31.8,81.9,42.9,0
1990689,130.1,31.7,99.1,63.4,1
1990690,143.1,26.6,125.4,44.7,1
1990691,71.1,22.8,83.0,30.3,1
1990692,82.5,36.0,105.3,36.2,1
1990693,127.8,17.6,117.6,72.9,1
1990694,162.6,12.4,125.0,60.4,1
1990695,107.8,15.1,115.1,58.7,1
1990696,162.3,7.7,120.9,66.4,1
1990697,101.3,18.2,85.6,25.4,1
1990698,158.2,7.8,89.3,32.4,1
1990699,95.4,18.8,73.9,70.5,1
1990700,132.2,39.1,45.5,53.8,0
1990701,116.5,8.8,74.8,46.2,1
1990702,132.5,16.0,71.0,68.5,1
1990703,83.5,24.9,98.9,45.6,0
1990704,103.6,15.0,95.8,52.2,0
1990705,80.6,20.1,64.8,35.0,0
1990706,106.8,6.0,156.0,55.0,0
1990707,176.9,17.1,97.2,51.9,1
1990708,109.7,15.3,155.4,32.4,0
1990709,108.1,44.0,107.0,19.7,0
1990710,107.1,16.3,93.2,39.3,1
1990711,155.1,26.5,102.7,39.1,0
1990712,90.2,39.2,121.1,27.1,1
1990713,116.0,32.4,89.3,55.5,0
1990714,146.8,9.1,92.3,39.0,1
1990715,142.4,24.3,136.1,81.1,1
1990716,94.1,27.5,43.1,48.4,0
1990717,112.9,5.4,129.9,46.4,0
1990718,130.1,18.6,91.8,36.6,1
1990719,119.6,37.6,140.7,52.5,0
1990720,150.6,9.4,109.8,38.8,1
1990721,71.1,12.5,118.8,18.2,0
1990722,121.5,16.1,113.3,12.2,1
1990723,122.7,15.1,91.4,38.3,1
1990724,170.3,34.0,116.2,43.6,1
1990725,71.2,19.5,125.8,45.9,0
1990726,106.8,36.4,76.8,20.7,1
1990727,134.0,38.5,116.1,35.1,1
1990728,177.1,22.6,50.0,38.3,1
1990729,180.0,18.4,124.2,35.5,0
1990730,135.7,35.5,93.7,29.5,1
1990731,119.6,25.3,114.1,39.3,1
1990732,160.5,8.7,,55.6,1
1990733,120.8,33.1,84.0,42.2,1
1990734,67.5,39.5,129.0,31.1,0
1990735,75.6,11.7,94.4,40.6,0
1990736,135.1,21.6,110.3,39.4,0
1990737,102.4,23.9,120.0,40.7,0
1990738,136.2,21.6,104.5,62.4,1
1990739,105.8,14.7,128.9,61.4,0
1990740,136.3,8.5,87.8,17.7,1
1990741,99.4,34.6,107.8,6.6,0
1990742,121.8,15.3,137.9,48.8,1
1990743,100.2,31.2,107.2,59.6,1
1990744,80.9,11.6,120.2,62.1,0
1990745,125.1,20.8,79.6,59.0,1
1990746,151.0,43.5,79.6,21.4,1
1990747,84.6,33.7,110.4,29.2,0
1990748,129.2,32.0,110.6,44.4,1
1990749,134.0,24.3,60.1,64.8,1
1990750,85.5,38.1,118.9,33.2,1
1990751,101.9,15.9,92.4,46.1,1
1990752,115.4,25.6,104.3,30.2,1
1990753,86.6,8.5,104.8,46.3,1
1990754,121.8,22.9,70.8,52.9,1
1990755,151.1,39.6,93.8,44.1,1
1990756,90.3,41.0,84.6,47.1,0
1990757,99.2,10.1,76.5,52.1,0
1990758,79.2,32.1,100.0,35.7,0
1990759,117.0,36.8,95.7,48.4,0
1990760,142.9,29.9,,50.9,1
1990761,147.4,40.1,99.8,14.1,0
1990762,156.6,13.4,108.9,64.8,1
1990763,106.7,33.4,102.4,36.3,0
1990764,118.2,27.4,97.8,50.7,0
1990765,77.4,10.3,108.0,17.0,0
1990766,25.5,5.1,99.7,73.2,1
1990767,133.4,35.9,148.6,50.2,0
1990768,77.5,41.3,108.8,38.2,1
1990769,133.6,19.7,98.6,56.3,1
1990770,71.2,39.2,138.6,40.4,0
1990771,98.2,6.3,66.7,29.4,0
1990772,95.0,5.8,113.9,30.1,0
1990773,122.8,29.7,143.1,60.7,0
1990774,128.1,24.2,107.7,43.1,1
1990775,151.1,15.1,98.5,75.5,1
1990776,106.4,18.2,90.3,51.2,0
1990777,121.3,5.0,88.4,49.6,1
1990778,86.3,43.9,76.3,74.9,0
1990779,97.9,16.0,130.3,59.2,0
1990780,152.9,37.9,94.9,25.0,1
1990781,149.5,32.3,120.3,32.2,1
1990782,122.8,15.3,47.6,52.1,0
1990783,118.4,28.7,82.5,59.8,0
1990784,101.1,41.2,121.3,55.3,0
1990785,134.2,10.0,92.3,51.0,1
1990786,124.4,5.2,56.9,75.7,1
1990787,93.6,15.3,120.9,43.2,0
1990788,98.0,41.3,89.1,80.0,0
1990789,96.0,17.5,85.5,27.6,0
1990790,148.2,19.2,106.7,52.3,1
1990791,96.7,18.6,97.7,29.2,0
1990792,77.3,17.5,84.8,35.9,0
1990793,81.4,26.5,102.8,24.5,0
1990794,113.4,20.1,103.4,7.5,1
1990795,95.2,34.2,100.1,69.2,1
1990796,132.2,19.1,103.2,41.8,1
1990797,122.3,29.8,134.7,55.3,0
1990798,106.2,20.8,55.6,37.6,0
1990799,144.6,17.6,113.0,37.6,0
1990800,151.8,43.7,88.8,61.5,1
1990801,127.8,44.6,63.8,63.1,1
1990802,120.9,26.0,129.9,44.3,0
1990803,77.4,41.5,103.0,59.2,0
1990804,132.1,8.1,114.5,52.7,1
1990805,119.4,33.1,116.7,34.2,1
1990806,143.0,44.3,84.3,41.7,1
1990807,112.4,16.8,93.2,53.5,0
1990808,123.3,21.7,121.7,43.0,0
1990809,110.3,26.9,82.9,41.0,1
1990810,147.7,16.2,,44.0,1
1990811,119.5,37.5,83.4,35.1,1
1990812,99.3,36.5,118.4,28.4,0
1990813,102.1,18.4,65.3,40.9,1
1990814,169.1,41.1,76.6,56.8,1
1990815,135.6,31.5,101.0,47.7,0
1990816,126.2,38.9,53.6,45.1,0
1990817,124.1,35.5,116.6,47.9,0
1990818,116.2,26.7,155.0,56.7,1
1990819,120.8,42.5,113.8,27.2,1
1990820,149.4,16.9,23.2,63.3,1
1990821,101.1,21.0,116.6,14.3,0
1990822,130.8,28.4,103.8,60.2,0
1990823,172.4,26.3,68.2,45.2,1
1990824,88.9,33.0,111.9,57.9,0
1990825,78.9,14.7,112.4,52.0,0
1990826,93.8,29.8,123.6,43.8,1
1990827,121.8,34.3,,55.8,1
1990828,113.8,27.5,121.5,31.3,1
1990829,131.4,9.5,118.1,57.7,0
1990830,123.4,27.1,60.0,42.2,1
1990831,114.1,20.2,135.9,62.3,0
1990832,164.3,31.6,99.8,24.5,0
1990833,83.5,13.8,62.2,37.6,0
1990834,69.5,37.0,103.9,46.5,1
1990835,115.3,30.2,70.1,23.8,0
1990836,109.7,36.7,79.3,55.4,1
1990837,105.5,40.2,103.4,67.9,1
1990838,122.1,25.6,151.4,22.1,0
1990839,112.5,40.4,134.3,58.5,1
1990840,138.7,30.0,,43.1,1
1990841,123.7,26.1,110.3,45.8,0
1990842,123.6,13.3,95.7,67.9,0
1990843,154.0,31.5,70.8,55.6,1
1990844,142.6,29.7,71.8,47.5,1
1990845,157.1,10.9,100.1,26.9,0
1990846,103.3,18.8,61.0,25.3,0
1990847,111.6,36.5,134.5,12.8,1
1990848,114.1,14.5,132.3,52.7,0
1990849,91.4,24.2,82.5,51.3,0
1990850,127.9,33.4,66.8,52.0,1
1990851,137.0,38.5,83.6,65.7,1
1990852,136.0,44.7,67.4,20.6,1
1990853,96.4,31.7,125.6,75.6,0
1990854,145.5,6.9,109.0,50.8,0
1990855,122.8,41.8,106.9,51.1,0
1990856,71.0,32.7,105.7,16.0,0
1990857,154.3,7.1,92.3,35.0,1
1990858,132.3,14.1,88.9,45.7,1
1990859,75.5,10.8,84.8,33.6,0
1990860,120.0,34.6,93.9,47.7,1
1990861,150.6,8.8,111.1,62.0,1
1990862,134.2,22.0,62.3,32.8,1
1990863,146.4,42.7,108.1,40.4,1
1990864,122.4,41.7,128.2,18.0,1
1990865,66.8,26.0,73.9,57.6,0
1990866,128.9,33.0,62.7,37.5,1
1990867,72.8,42.9,93.7,41.1,0
1990868,79.5,26.0,113.3,64.4,0
1990869,160.9,39.3,102.3,73.3,1
1990870,143.8,23.2,114.9,31.7,1
1990871,109.8,18.7,130.2,43.2,0
1990872,138.1,43.8,132.4,45.5,0
1990873,141.3,6.4,99.2,45.5,1
1990874,161.1,32.7,94.7,38.2,1
1990875,144.2,32.3,91.1,29.9,1
1990876,93.9,43.0,107.0,46.6,0
1990877,106.3,24.0,65.7,48.9,0
1990878,92.3,12.3,96.4,24.7,0
1990879,150.3,23.7,116.9,51.7,0
1990880,66.5,20.3,94.6,42.2,0
1990881,190.0,30.4,67.3,64.9,1
1990882,103.8,21.6,113.9,55.6,1
1990883,86.5,34.3,110.2,52.7,0
1990884,145.9,16.4,121.4,58.9,1
1990885,93.8,15.9,119.9,27.8,0
1990886,168.5,29.1,106.9,51.7,1
1990887,133.7,31.1,114.2,47.2,0
1990888,174.7,35.4,143.4,32.9,1
1990889,189.2,23.1,123.4,45.0,1
1990890,106.5,43.0,121.2,53.0,0
1990891,103.5,23.5,139.2,14.5,1
1990892,171.2,44.1,113.3,40.3,1
1990893,169.8,28.7,124.8,28.5,1
1990894,125.0,8.7,86.4,51.7,1
1990895,93.9,33.7,94.1,34.5,0
1990896,136.4,10.1,99.1,40.6,1
1990897,87.0,21.1,95.1,41.9,1
1990898,122.6,6.5,93.4,58.3,1
1990899,69.0,25.1,139.5,58.7,0
1990900,118.4,35.1,96.3,34.3,1
1990901,102.8,34.9,53.0,41.5,1
1990902,168.3,7.5,88.0,50.7,1
1990903,107.4,22.3,96.5,52.8,0
1990904,149.9,32.3,78.7,52.0,1
1990905,124.4,41.2,51.4,53.2,1
1990906,86.8,22.2,86.4,34.8,1
1990907,127.6,21.3,71.3,46.7,1
1990908,114.7,41.0,117.7,52.6,0
1990909,121.2,34.9,112.8,45.6,0
1990910,152.8,26.7,84.6,31.9,1
1990911,112.5,19.6,122.8,63.4,0
1990912,115.9,33.9,105.1,37.6,0
1990913,76.8,11.8,67.5,50.2,1
1990914,118.4,7.1,115.3,43.4,0
1990915,119.9,44.8,108.7,81.8,1
1990916,119.3,34.3,115.6,51.4,1
1990917,87.9,10.6,88.5,50.3,0
1990918,115.2,37.4,108.9,51.4,1
1990919,104.6,7.9,127.7,45.9,1
1990920,96.2,29.8,66.3,29.8,0
1990921,143.0,20.2,91.8,45.5,1
1990922,133.4,5.4,103.6,44.0,1
1990923,127.2,40.3,85.9,26.5,0
1990924,92.9,21.9,85.8,32.7,0
1990925,125.2,24.2,129.7,47.7,1
1990926,81.9,42.0,55.7,56.2,0
1990927,110.9,24.0,153.0,39.3,0
1990928,152.0,34.5,138.0,17.4,1
1990929,112.9,35.8,133.3,48.2,0
1990930,97.7,36.6,95.4,56.3,1
1990931,108.9,44.4,147.4,54.3,0
1990932,115.6,14.1,108.4,54.5,0
1990933,124.8,11.4,87.7,35.6,0
1990934,123.3,33.2,76.9,30.6,0
1990935,100.5,17.4,56.9,28.3,0
1990936,146.6,15.9,86.7,43.1,1
1990937,195.9,39.1,108.7,59.4,1
1990938,73.4,42.4,146.1,58.0,0
1990939,160.6,22.4,69.1,20.4,1
1990940,112.5,36.4,81.0,24.4,0
1990941,108.2,15.9,,38.1,0
1990942,113.4,8.8,116.1,18.1,0
1990943,114.6,39.4,87.0,52.1,1
1990944,94.5,14.3,129.1,16.7,0
1990945,113.7,5.9,132.5,35.6,1
1990946,145.9,30.1,126.9,29.0,1
1990947,102.6,34.4,94.2,57.3,0
1990948,99.4,41.9,90.7,51.1,0
1990949,46.0,29.3,113.1,23.2,0
1990950,65.8,13.6,114.3,60.6,0
1990951,165.3,39.1,129.0,36.4,1
1990952,112.9,24.0,47.1,61.6,0
1990953,143.4,18.5,97.9,75.4,0
1990954,114.5,36.3,65.6,39.5,1
1990955,140.0,5.0,118.9,74.4,0
1990956,96.8,14.8,108.4,33.4,0
1990957,171.2,7.5,85.4,71.4,1
1990958,144.3,10.4,95.1,25.5,0
1990959,105.5,30.2,117.5,69.2,0
1990960,121.6,7.5,96.6,51.4,1
1990961,102.4,17.2,79.4,71.7,1
1990962,61.9,24.8,127.0,32.4,0
1990963,123.5,25.7,77.0,69.8,1
1990964,98.7,24.0,98.2,48.4,1
1990965,109.4,24.7,54.7,39.7,1
1990966,79.6,32.4,107.1,51.3,1
1990967,141.4,37.1,109.0,11.5,0
1990968,145.1,29.4,124.9,32.9,1
1990969,106.2,13.6,90.8,33.1,0
1990970,126.0,18.6,87.1,32.9,1
1990971,166.7,16.5,99.6,46.3,1
1990972,83.3,23.1,127.5,34.9,0
1990973,145.6,10.4,104.1,33.8,1
1990974,96.9,20.1,93.0,56.4,0
1990975,128.0,31.4,61.3,16.0,1
1990976,110.8,27.0,76.7,68.1,0
1990977,132.1,29.4,131.0,25.7,1
1990978,106.7,44.4,113.9,34.5,1
1990979,117.4,15.3,117.0,56.7,0
1990980,90.4,25.4,84.1,73.9,0
1990981,112.6,17.1,77.1,48.4,1
1990982,81.3,30.0,70.8,55.5,1
1990983,80.0,17.1,108.3,41.7,0
1990984,122.6,14.5,112.0,47.9,1
1990985,74.2,24.7,140.1,44.9,0
1990986,177.1,38.4,83.7,69.8,1
1990987,91.7,35.6,88.7,18.0,1
1990988,143.9,19.6,80.7,49.0,1
1990989,121.0,33.2,114.6,43.1,1
1990990,131.4,17.5,94.6,11.7,1
1990991,157.8,13.5,,32.6,1
1990992,139.5,38.6,108.2,36.0,0
1990993,166.1,30.1,115.4,44.8,0
1990994,69.2,24.8,77.1,12.1,0
1990995,167.5,10.0,81.1,57.8,1
1990996,154.9,35.9,121.3,48.3,1
1990997,119.7,32.7,93.4,48.4,1
1990998,169.8,41.4,100.4,34.7,1
1990999,69.0,17.6,105.4,43.0,0
1991000,139.1,37.3,124.7,58.8,0
