TransitID,SensorReadingCount,OutRangeTempDuration_Mins,AmbientTemp,CoolantAge_Days,SpoilageRisk
1310580,112.7,47.8,20.3,37.0,47.0
1310581,111.2,23.9,11.0,59.0,29.0
1310582,100.3,23.6,25.3,46.0,33.0
1310583,101.6,44.9,16.6,40.0,27.0
1310584,101.7,44.8,2.9,41.0,15.0
1310585,56.9,15.6,11.9,39.0,16.0
1310586,132.2,53.9,25.3,30.0,31.0
1310587,104.3,28.5,2.8,46.0,31.0
1310588,80.2,35.6,12.9,38.0,29.0
1310589,84.7,33.2,25.2,43.0,45.0
1310590,137.9,30.5,23.2,48.0,46.0
1310591,137.1,55.0,18.0,62.0,29.0
1310592,50.2,44.9,4.5,30.0,1.0
1310593,81.2,49.1,21.6,32.0,40.0
1310594,93.1,38.6,10.0,42.0,34.0
1310595,81.7,35.5,12.7,55.0,39.0
1310596,29.2,25.3,18.6,47.0,64.0
1310597,136.6,47.8,11.0,33.0,43.0
1310598,79.4,42.6,15.9,49.0,44.0
1310599,90.4,47.5,18.2,42.0,62.0
1310600,51.4,62.8,4.2,31.0,54.0
1310601,104.1,38.7,5.9,33.0,28.0
1310602,92.6,42.3,18.2,36.0,29.0
1310603,152.0,40.5,-0.6,56.0,17.0
1310604,98.4,22.8,22.4,30.0,29.0
1310605,117.0,38.0,15.9,22.0,47.0
1310606,81.8,51.9,-2.3,16.0,27.0
1310607,150.7,51.8,12.6,44.0,46.0
1310608,164.1,19.4,19.3,38.0,48.0
1310609,67.2,50.6,26.0,54.0,52.0
1310610,82.0,75.8,17.1,50.0,46.0
1310611,80.9,37.3,22.8,59.0,47.0
1310612,58.8,62.8,16.3,44.0,31.0
1310613,74.6,38.7,21.4,54.0,81.0
1310614,130.2,59.0,4.5,67.0,40.0
1310615,123.3,45.6,21.5,38.0,45.0
1310616,86.9,71.6,28.6,17.0,42.0
1310617,102.0,41.4,23.9,61.0,25.0
1310618,80.2,36.3,24.1,57.0,56.0
1310619,104.7,46.5,12.5,38.0,39.0
1310620,132.9,43.0,17.6,50.0,48.0
1310621,106.5,58.0,34.8,34.0,34.0
1310622,96.8,50.8,29.1,68.0,40.0
1310623,120.5,34.1,-1.2,50.0,31.0
1310624,118.7,54.1,29.8,47.0,36.0
1310625,61.8,40.6,23.7,51.0,64.0
1310626,107.7,36.6,16.4,48.0,41.0
1310627,92.3,54.2,18.7,42.0,29.0
1310628,65.9,34.6,13.2,44.0,48.0
1310629,86.9,31.6,10.2,37.0,59.0
1310630,129.1,66.8,18.1,61.0,54.0
1310631,95.0,60.5,34.2,27.0,39.0
1310632,126.6,53.3,21.9,52.0,45.0
1310633,80.4,47.7,12.3,42.0,30.0
1310634,82.9,78.8,31.8,42.0,56.0
1310635,102.0,19.9,18.7,49.0,46.0
1310636,90.1,35.4,15.5,53.0,37.0
1310637,83.7,21.1,17.9,14.0,72.0
1310638,106.4,30.4,13.6,60.0,25.0
1310639,109.3,13.6,19.6,45.0,49.0
1310640,147.3,47.7,29.8,67.0,22.0
1310641,122.7,46.3,23.6,23.0,31.0
1310642,96.4,45.0,26.8,9.0,41.0
1310643,98.1,22.4,13.8,46.0,50.0
1310644,81.2,58.6,17.8,48.0,61.0
1310645,83.6,41.5,23.0,25.0,32.0
1310646,75.7,24.6,21.3,28.0,44.0
1310647,90.5,48.5,30.7,36.0,48.0
1310648,77.8,70.1,4.6,31.0,49.0
1310649,105.9,40.7,20.1,30.0,42.0
1310650,100.0,55.1,8.9,19.0,55.0
1310651,110.0,48.5,27.9,50.0,59.0
1310652,88.9,57.1,10.6,52.0,43.0
1310653,96.5,28.1,17.7,44.0,29.0
1310654,87.6,57.3,17.3,39.0,45.0
1310655,64.9,9.4,17.6,50.0,33.0
1310656,89.4,47.2,0.9,44.0,15.0
1310657,129.0,33.4,21.1,15.0,58.0
1310658,65.7,39.2,19.5,49.0,55.0
1310659,97.6,56.9,16.6,49.0,40.0
1310660,112.5,46.1,22.2,77.0,43.0
1310661,88.4,66.2,-0.3,64.0,38.0
1310662,109.7,20.6,-7.0,1.0,95.0
1310663,86.9,51.7,0.8,42.0,41.0
1310664,114.0,40.1,28.7,25.0,44.0
1310665,108.5,52.8,18.5,59.0,59.0
1310666,98.5,19.1,19.3,45.0,54.0
1310667,141.2,63.4,15.6,50.0,39.0
1310668,74.2,50.6,20.7,40.0,43.0
1310669,87.5,58.2,26.9,41.0,27.0
1310670,98.1,21.5,23.0,37.0,48.0
1310671,118.3,22.7,19.2,25.0,47.0
1310672,89.3,54.0,31.3,25.0,31.0
1310673,75.6,54.8,16.2,50.0,65.0
1310674,107.7,49.8,21.2,29.0,47.0
1310675,102.3,48.7,2.6,33.0,49.0
1310676,94.8,36.9,12.9,62.0,48.0
1310677,105.7,57.2,4.9,34.0,52.0
1310678,115.7,36.2,27.5,45.0,29.0
1310679,130.8,36.2,12.4,48.0,60.0
1310680,89.1,77.6,11.2,39.0,36.0
1310681,61.4,38.6,15.6,42.0,41.0
1310682,110.1,20.6,13.2,31.0,41.0
1310683,107.7,16.2,10.8,45.0,31.0
1310684,105.1,34.0,23.4,50.0,36.0
1310685,34.0,45.4,14.2,59.0,68.0
1310686,122.6,36.6,7.0,51.0,37.0
1310687,94.8,39.0,17.0,20.0,50.0
1310688,94.7,45.5,36.5,40.0,35.0
1310689,140.6,49.5,19.1,62.0,44.0
1310690,101.1,64.6,28.9,29.0,42.0
1310691,94.2,38.5,1.9,34.0,26.0
1310692,72.7,13.3,30.3,53.0,33.0
1310693,107.8,41.8,30.0,52.0,37.0
1310694,82.3,52.3,26.7,32.0,57.0
1310695,77.6,72.3,31.3,22.0,46.0
1310696,78.1,55.1,11.1,40.0,48.0
1310697,46.4,36.9,4.8,52.0,53.0
1310698,114.6,24.6,18.2,40.0,53.0
1310699,104.9,52.5,25.1,53.0,45.0
1310700,118.8,71.1,21.7,22.0,41.0
1310701,97.1,67.5,26.4,25.0,37.0
1310702,111.7,77.0,18.0,11.0,54.0
1310703,77.0,43.9,18.2,41.0,52.0
1310704,117.8,70.2,30.0,42.0,26.0
1310705,117.2,52.6,23.0,28.0,50.0
1310706,73.3,44.7,5.9,57.0,53.0
1310707,133.5,49.7,6.5,34.0,32.0
1310708,49.6,40.3,2.1,43.0,34.0
1310709,105.9,56.0,14.4,32.0,78.0
1310710,98.1,58.8,24.5,26.0,30.0
1310711,84.0,38.3,28.1,49.0,38.0
1310712,96.3,63.0,11.9,42.0,27.0
1310713,63.6,41.4,20.9,72.0,32.0
1310714,151.0,24.0,14.4,40.0,29.0
1310715,68.8,58.6,22.7,45.0,24.0
1310716,94.5,39.8,35.5,19.0,55.0
1310717,74.8,50.0,22.1,39.0,54.0
1310718,110.1,46.6,17.2,67.0,40.0
1310719,140.1,57.5,0.4,58.0,59.0
1310720,99.2,42.4,20.0,50.0,14.0
1310721,122.4,32.6,11.0,31.0,11.0
1310722,115.2,41.5,24.3,46.0,34.0
1310723,132.3,48.2,23.5,23.0,29.0
1310724,96.7,33.9,20.4,67.0,44.0
1310725,82.4,47.9,18.8,63.0,51.0
1310726,151.2,32.3,25.8,44.0,53.0
1310727,52.4,29.5,4.4,34.0,34.0
1310728,113.5,41.6,20.9,60.0,28.0
1310729,78.6,36.0,22.3,59.0,45.0
1310730,72.5,39.9,19.7,58.0,49.0
1310731,60.4,53.4,24.9,61.0,19.0
1310732,94.5,20.6,20.0,28.0,70.0
1310733,72.7,28.1,11.4,70.0,46.0
1310734,105.7,70.0,16.7,59.0,71.0
1310735,92.9,39.2,18.2,36.0,26.0
1310736,89.1,53.3,22.7,72.0,59.0
1310737,97.4,68.9,6.8,21.0,35.0
1310738,173.9,27.2,27.1,35.0,12.0
1310739,111.2,47.6,16.0,39.0,25.0
1310740,109.2,32.5,12.9,36.0,38.0
1310741,99.1,55.4,16.3,59.0,58.0
1310742,129.6,64.0,26.0,46.0,25.0
1310743,167.7,35.2,39.9,56.0,29.0
1310744,121.4,50.1,3.4,58.0,39.0
1310745,78.2,38.7,19.8,38.0,59.0
1310746,81.3,,10.4,25.0,39.0
1310747,65.7,6.2,13.0,47.0,40.0
1310748,95.8,62.9,16.3,44.0,29.0
1310749,66.3,50.1,11.6,40.0,37.0
1310750,69.8,50.6,32.3,45.0,25.0
1310751,107.3,77.2,26.5,51.0,28.0
1310752,83.6,18.8,18.6,35.0,41.0
1310753,104.9,38.5,17.9,55.0,50.0
1310754,67.7,44.9,29.9,51.0,39.0
1310755,111.4,37.8,21.0,32.0,40.0
1310756,78.5,28.0,20.1,7.0,43.0
1310757,71.8,3.1,14.2,26.0,47.0
1310758,81.6,34.7,23.9,55.0,64.0
1310759,99.3,58.7,24.3,39.0,54.0
1310760,96.5,42.9,20.4,42.0,40.0
1310761,96.4,49.5,23.2,39.0,42.0
1310762,119.7,48.5,11.0,32.0,53.0
1310763,84.5,48.8,32.1,50.0,18.0
1310764,127.3,28.3,39.8,38.0,60.0
1310765,134.6,43.8,18.2,58.0,41.0
1310766,77.3,47.9,9.1,29.0,28.0
1310767,143.7,47.5,22.7,50.0,30.0
1310768,119.6,53.4,19.0,70.0,21.0
1310769,13.2,23.5,8.8,25.0,45.0
1310770,103.3,47.8,8.9,46.0,34.0
1310771,68.7,65.8,23.4,27.0,6.0
1310772,103.5,44.7,33.3,44.0,42.0
1310773,49.8,19.8,34.9,52.0,57.0
1310774,128.0,56.6,23.7,41.0,39.0
1310775,87.1,39.5,12.0,49.0,13.0
1310776,135.5,55.4,20.8,32.0,17.0
1310777,101.8,33.5,11.9,25.0,55.0
1310778,83.9,24.3,9.9,49.0,38.0
1310779,152.4,42.1,31.8,36.0,62.0
1310780,120.3,24.4,13.6,40.0,42.0
1310781,124.7,,12.6,39.0,38.0
1310782,119.5,59.6,17.7,67.0,46.0
1310783,154.0,65.4,17.5,20.0,53.0
1310784,95.2,82.3,25.2,36.0,58.0
1310785,98.8,32.5,18.7,58.0,49.0
1310786,87.5,42.4,15.0,66.0,31.0
1310787,78.3,54.6,8.7,43.0,46.0
1310788,97.9,43.9,27.1,22.0,43.0
1310789,71.8,57.0,29.4,40.0,28.0
1310790,89.3,73.0,27.9,49.0,52.0
1310791,87.1,63.4,27.4,38.0,20.0
1310792,48.7,31.7,13.3,39.0,23.0
1310793,99.1,23.3,9.1,61.0,43.0
1310794,82.3,49.6,18.4,34.0,40.0
1310795,101.6,24.6,19.8,27.0,43.0
1310796,144.1,37.1,22.3,19.0,18.0
1310797,94.0,55.5,23.6,48.0,24.0
1310798,62.8,45.4,13.1,62.0,52.0
1310799,89.2,58.5,24.3,41.0,50.0
1310800,133.8,35.6,14.6,26.0,31.0
1310801,79.4,37.4,10.2,59.0,42.0
1310802,77.5,27.4,27.5,28.0,48.0
1310803,117.1,42.0,8.4,14.0,61.0
1310804,115.5,36.6,12.3,11.0,52.0
1310805,119.4,31.7,26.5,51.0,33.0
1310806,96.4,43.8,12.6,28.0,53.0
1310807,53.6,43.4,9.5,68.0,54.0
1310808,97.3,77.9,26.4,41.0,32.0
1310809,130.7,20.4,24.2,38.0,56.0
1310810,94.0,45.3,7.0,42.0,40.0
1310811,77.1,42.4,6.1,38.0,51.0
1310812,88.9,43.2,18.7,39.0,37.0
1310813,57.0,65.1,15.6,55.0,43.0
1310814,103.7,40.5,19.3,64.0,43.0
1310815,118.5,41.3,15.1,46.0,62.0
1310816,107.9,51.4,9.6,45.0,36.0
1310817,76.8,16.4,21.4,34.0,29.0
1310818,73.1,39.0,21.7,43.0,49.0
1310819,90.2,45.1,20.3,45.0,49.0
1310820,61.8,57.6,17.9,58.0,64.0
1310821,85.8,74.2,6.7,45.0,46.0
1310822,115.5,73.8,4.7,41.0,21.0
1310823,102.9,59.0,16.5,36.0,34.0
1310824,121.0,35.1,16.6,22.0,31.0
1310825,147.5,40.3,25.0,52.0,58.0
1310826,83.0,62.9,19.8,19.0,34.0
1310827,111.8,38.8,27.8,16.0,45.0
1310828,114.3,24.9,18.2,41.0,52.0
1310829,102.9,30.3,3.3,6.0,71.0
1310830,101.1,47.6,24.1,36.0,20.0
1310831,112.9,50.0,19.0,48.0,42.0
1310832,64.9,46.7,26.7,66.0,36.0
1310833,128.8,23.9,5.6,48.0,36.0
1310834,129.1,26.3,36.0,21.0,32.0
1310835,67.2,42.1,27.6,58.0,50.0
1310836,100.5,73.1,15.8,41.0,34.0
1310837,98.8,53.9,16.7,63.0,37.0
1310838,51.3,35.4,14.5,59.0,51.0
1310839,80.1,53.2,13.6,22.0,34.0
1310840,107.1,58.3,12.2,24.0,53.0
1310841,116.9,65.4,25.1,71.0,71.0
1310842,112.4,41.8,21.1,18.0,35.0
1310843,136.1,40.6,24.9,45.0,34.0
1310844,104.5,33.1,11.8,61.0,24.0
1310845,105.5,43.2,15.4,54.0,60.0
1310846,69.9,56.7,29.4,57.0,40.0
1310847,132.0,61.5,24.0,52.0,51.0
1310848,111.6,33.5,15.8,16.0,20.0
1310849,81.9,36.4,26.7,30.0,68.0
1310850,46.7,58.4,9.8,51.0,30.0
1310851,96.7,42.5,7.1,42.0,41.0
1310852,120.8,70.5,22.9,37.0,39.0
1310853,86.4,47.4,8.5,33.0,15.0
1310854,89.5,40.3,9.3,37.0,50.0
1310855,73.1,37.6,13.5,43.0,40.0
1310856,110.0,34.7,20.6,55.0,38.0
1310857,103.1,44.9,8.5,26.0,54.0
1310858,88.5,46.6,22.1,43.0,20.0
1310859,72.6,52.2,36.0,33.0,49.0
1310860,105.1,25.3,7.5,30.0,15.0
1310861,84.3,45.6,13.5,45.0,28.0
1310862,78.7,45.9,29.4,49.0,68.0
1310863,115.0,55.5,12.8,42.0,35.0
1310864,70.9,50.7,22.2,49.0,11.0
1310865,72.9,45.1,18.5,63.0,38.0
1310866,98.3,42.3,10.9,34.0,10.0
1310867,99.0,41.8,24.0,31.0,37.0
1310868,85.5,25.4,12.2,26.0,40.0
1310869,116.1,57.5,31.6,49.0,38.0
1310870,70.3,31.1,23.5,42.0,35.0
1310871,131.4,43.2,24.4,41.0,29.0
1310872,107.4,29.3,36.0,55.0,52.0
1310873,108.3,44.9,11.1,36.0,62.0
1310874,74.6,73.1,24.3,54.0,51.0
1310875,112.6,17.6,22.9,31.0,40.0
1310876,77.4,36.8,10.5,60.0,38.0
1310877,91.4,69.1,33.1,40.0,42.0
1310878,117.8,52.4,29.6,42.0,66.0
1310879,129.6,45.0,30.4,46.0,42.0
1310880,101.2,35.2,4.6,44.0,50.0
1310881,102.3,21.7,11.1,33.0,52.0
1310882,88.2,37.6,28.7,34.0,57.0
1310883,84.1,40.0,21.2,41.0,47.0
1310884,119.2,9.4,17.2,28.0,55.0
1310885,99.5,31.7,16.1,67.0,78.0
1310886,67.7,33.1,21.7,60.0,28.0
1310887,89.9,49.7,10.9,31.0,39.0
1310888,135.3,23.1,26.8,31.0,20.0
1310889,88.5,61.4,11.1,37.0,42.0
1310890,53.4,65.9,19.0,49.0,48.0
1310891,91.9,72.0,18.4,30.0,24.0
1310892,79.1,42.0,8.0,38.0,37.0
1310893,82.7,38.8,7.3,45.0,47.0
1310894,135.3,34.3,19.4,46.0,31.0
1310895,46.4,19.7,16.1,36.0,30.0
1310896,87.2,70.5,19.7,4.0,89.0
1310897,103.5,40.6,24.2,25.0,17.0
1310898,49.1,41.1,15.0,33.0,13.0
1310899,89.9,35.3,6.6,65.0,54.0
1310900,95.0,6.7,10.9,46.0,51.0
1310901,130.9,48.5,13.7,24.0,50.0
1310902,89.6,46.3,16.0,52.0,41.0
1310903,136.9,44.8,17.6,37.0,59.0
1310904,88.9,41.6,24.5,61.0,38.0
1310905,142.4,53.4,7.3,42.0,25.0
1310906,77.2,32.7,10.9,36.0,48.0
1310907,61.3,29.4,16.3,57.0,50.0
1310908,108.0,58.2,23.4,33.0,47.0
1310909,76.5,36.8,28.3,48.0,62.0
1310910,119.2,21.9,19.6,36.0,56.0
1310911,112.0,65.9,20.2,41.0,52.0
1310912,118.7,57.1,21.1,42.0,33.0
1310913,142.1,62.4,25.1,40.0,57.0
1310914,107.1,29.3,3.0,1.0,44.0
1310915,78.0,37.8,1.7,35.0,42.0
1310916,68.1,18.7,13.4,25.0,18.0
1310917,72.8,42.5,21.1,44.0,37.0
1310918,79.7,49.0,20.9,26.0,58.0
1310919,97.6,64.4,26.9,41.0,41.0
1310920,93.0,34.3,21.8,32.0,28.0
1310921,130.2,11.3,15.6,36.0,42.0
1310922,101.6,39.8,23.8,41.0,37.0
1310923,104.6,30.9,8.2,54.0,48.0
1310924,83.8,50.0,5.9,35.0,33.0
1310925,127.7,66.4,24.2,65.0,51.0
1310926,112.2,33.5,14.7,23.0,8.0
1310927,98.7,26.3,25.4,36.0,41.0
1310928,87.1,53.8,18.6,20.0,66.0
1310929,131.8,36.8,19.2,37.0,36.0
1310930,87.3,30.2,6.6,43.0,2.0
1310931,107.7,,38.0,16.0,28.0
1310932,110.5,24.8,9.9,57.0,31.0
1310933,129.7,61.3,12.5,61.0,31.0
1310934,82.0,37.3,21.1,36.0,13.0
1310935,103.2,47.2,14.0,57.0,53.0
1310936,182.3,55.3,2.0,37.0,47.0
1310937,139.9,45.8,25.4,40.0,31.0
1310938,93.7,35.0,-6.3,53.0,37.0
1310939,146.1,37.7,19.1,32.0,74.0
1310940,119.1,35.5,9.2,54.0,31.0
1310941,42.3,32.4,18.7,51.0,61.0
1310942,128.2,65.5,31.7,29.0,22.0
1310943,89.2,77.9,17.3,65.0,43.0
1310944,104.1,53.8,23.1,44.0,67.0
1310945,72.2,51.1,18.7,51.0,47.0
1310946,135.5,56.4,31.7,46.0,33.0
1310947,76.6,67.4,19.9,48.0,53.0
1310948,138.7,14.8,6.2,40.0,53.0
1310949,126.9,44.3,20.3,18.0,51.0
1310950,64.6,10.9,17.4,30.0,47.0
1310951,111.2,53.7,23.7,35.0,60.0
1310952,131.5,49.1,11.0,21.0,41.0
1310953,98.9,51.7,20.9,45.0,32.0
1310954,115.0,32.1,17.7,43.0,21.0
1310955,72.0,,19.4,53.0,43.0
1310956,123.5,54.9,-2.4,39.0,52.0
1310957,114.7,41.1,26.7,22.0,23.0
1310958,135.7,52.8,29.0,20.0,32.0
1310959,133.1,62.4,13.5,50.0,36.0
1310960,117.3,48.1,6.8,39.0,34.0
1310961,113.9,59.1,27.4,37.0,51.0
1310962,112.6,39.9,10.0,35.0,41.0
1310963,120.9,49.8,30.5,35.0,40.0
1310964,83.2,49.6,16.7,45.0,48.0
1310965,117.7,23.5,13.7,25.0,19.0
1310966,111.4,69.6,17.8,38.0,35.0
1310967,83.0,56.9,21.1,39.0,56.0
1310968,123.7,25.9,14.4,34.0,47.0
1310969,115.0,88.5,15.6,10.0,33.0
1310970,80.6,63.5,26.8,30.0,43.0
1310971,107.3,54.0,17.1,34.0,50.0
1310972,100.8,39.9,0.6,33.0,57.0
1310973,70.8,52.0,3.5,57.0,53.0
1310974,86.9,64.1,29.4,43.0,57.0
1310975,77.2,57.3,23.6,27.0,39.0
1310976,82.8,39.5,21.7,68.0,34.0
1310977,72.9,39.6,13.0,57.0,40.0
1310978,131.3,47.7,15.0,45.0,26.0
1310979,58.3,46.5,19.8,56.0,49.0
1310980,122.4,34.3,19.7,1.0,36.0
1310981,90.0,,21.8,59.0,40.0
1310982,118.2,27.7,1.8,58.0,56.0
1310983,111.8,66.1,22.0,42.0,38.0
1310984,84.0,30.1,21.9,16.0,59.0
1310985,121.1,8.6,23.3,28.0,36.0
1310986,84.4,31.4,22.7,51.0,30.0
1310987,85.2,51.6,19.1,54.0,51.0
1310988,45.7,41.3,18.1,63.0,29.0
1310989,90.3,41.7,12.2,45.0,68.0
1310990,59.7,37.8,13.1,40.0,47.0
1310991,131.0,38.0,23.9,43.0,42.0
1310992,108.6,49.4,10.3,70.0,43.0
1310993,78.3,47.3,15.2,46.0,40.0
1310994,69.5,71.2,18.2,40.0,25.0
1310995,96.6,30.4,10.0,24.0,35.0
1310996,57.3,24.7,25.9,31.0,58.0
1310997,97.0,35.9,20.4,39.0,59.0
1310998,90.0,47.9,11.6,63.0,30.0
1310999,83.0,32.7,22.2,32.0,51.0
1311000,91.9,42.8,13.1,50.0,20.0
