MatchID,MMR_Difference,Latency_ms,MatchDurationMinutes,QuitRate,FairnessScore
1610581,101.7,102.5,39.2,23.7,7.0
1610582,115.0,64.0,48.6,39.6,9.0
1610583,115.0,60.7,41.3,38.6,8.6
1610584,87.4,73.0,52.4,22.3,6.7
1610585,117.8,77.1,33.1,41.3,5.6
1610586,59.4,115.7,60.7,68.0,8.0
1610587,127.6,49.9,69.3,54.3,7.6
1610588,137.6,98.7,60.3,45.2,6.7
1610589,100.5,83.2,60.2,51.8,4.8
1610590,71.1,83.6,61.0,64.1,8.8
1610591,78.6,151.7,60.6,19.9,7.7
1610592,78.1,136.2,38.9,46.7,6.6
1610593,113.3,31.5,72.9,59.3,5.6
1610594,121.8,122.9,75.4,63.7,9.1
1610595,119.8,49.2,53.8,25.4,7.1
1610596,63.6,121.2,47.3,69.2,7.0
1610597,141.4,89.2,43.1,44.4,7.4
1610598,81.2,63.0,29.4,13.7,9.1
1610599,109.6,72.0,61.0,51.9,6.2
1610600,169.5,133.5,36.6,29.6,6.7
1610601,111.5,88.2,55.5,47.0,7.7
1610602,94.4,123.2,41.3,39.1,2.7
1610603,89.3,86.1,60.4,41.6,6.7
1610604,101.9,101.9,30.8,6.0,8.6
1610605,164.9,99.9,37.7,29.3,8.3
1610606,112.4,117.2,40.3,41.2,8.5
1610607,108.3,115.2,56.1,44.0,5.1
1610608,69.3,86.8,67.1,21.7,6.4
1610609,82.5,113.9,54.2,28.7,8.7
1610610,136.5,95.5,12.2,57.2,7.0
1610611,98.1,75.4,44.6,53.1,5.5
1610612,104.5,84.5,48.8,22.7,9.3
1610613,62.4,67.7,42.1,45.3,8.1
1610614,88.7,133.5,52.1,27.6,6.7
1610615,139.4,83.7,38.5,40.4,7.8
1610616,149.3,84.1,49.2,52.7,6.7
1610617,76.2,94.7,38.1,65.3,7.8
1610618,120.1,132.1,44.6,24.7,9.4
1610619,104.6,82.2,43.4,43.4,8.5
1610620,67.5,93.0,9.9,53.6,6.5
1610621,61.9,153.7,19.8,48.0,10.0
1610622,102.8,88.7,59.3,36.6,5.1
1610623,107.1,106.9,36.4,46.8,7.1
1610624,118.8,118.7,50.3,47.4,7.6
1610625,125.9,55.8,58.0,49.8,5.7
1610626,131.5,79.0,37.3,52.4,7.9
1610627,,96.7,27.7,45.1,8.7
1610628,92.2,120.8,57.4,35.1,4.7
1610629,138.8,94.2,37.5,64.2,8.5
1610630,41.9,103.6,51.0,44.5,6.2
1610631,117.8,102.5,54.1,39.9,7.7
1610632,121.2,104.8,6.9,54.1,6.4
1610633,133.1,122.7,54.6,53.0,8.9
1610634,115.9,103.3,41.4,37.9,6.5
1610635,108.9,104.7,36.3,49.4,4.6
1610636,95.8,109.3,38.6,48.9,6.6
1610637,127.2,66.7,41.0,51.2,6.0
1610638,73.4,61.6,68.8,68.1,8.8
1610639,142.8,102.6,40.7,42.6,6.9
1610640,158.2,54.5,60.3,43.7,9.9
1610641,99.0,71.5,56.7,65.6,7.3
1610642,148.6,138.1,34.0,50.9,5.1
1610643,71.6,112.3,61.4,52.1,5.1
1610644,124.9,75.1,36.9,50.0,6.1
1610645,84.9,60.2,53.9,95.1,7.2
1610646,87.6,104.3,56.4,59.7,5.6
1610647,150.4,80.5,68.1,17.3,7.9
1610648,136.7,139.0,18.6,49.3,7.7
1610649,126.1,99.8,60.8,40.7,4.2
1610650,132.7,83.4,47.7,40.1,6.5
1610651,101.7,119.5,33.2,49.6,5.6
1610652,105.6,102.0,35.2,43.4,10.0
1610653,45.9,91.4,40.2,23.5,6.9
1610654,104.8,78.4,62.0,70.3,7.4
1610655,105.4,82.0,46.7,41.7,6.4
1610656,103.7,51.8,57.9,44.4,8.5
1610657,85.1,91.4,58.3,45.5,5.2
1610658,105.2,105.3,35.6,45.7,7.2
1610659,59.0,120.1,52.4,60.8,9.3
1610660,93.0,78.9,46.8,29.9,9.3
1610661,128.1,89.3,30.2,46.8,7.0
1610662,62.7,72.2,73.6,39.2,5.8
1610663,82.3,105.6,22.4,43.7,7.3
1610664,116.0,114.4,8.6,36.6,4.8
1610665,96.4,131.1,37.5,22.4,8.5
1610666,115.5,138.0,43.5,38.8,7.5
1610667,92.4,88.2,38.4,39.7,5.6
1610668,,90.8,50.5,25.2,6.1
1610669,89.1,81.0,41.0,32.6,8.5
1610670,97.2,143.8,64.4,33.8,8.5
1610671,116.3,94.6,47.2,33.0,7.8
1610672,99.0,85.8,34.2,39.0,8.9
1610673,120.6,119.1,29.8,42.2,6.6
1610674,132.7,76.8,44.5,49.8,7.0
1610675,51.2,80.3,27.3,20.8,6.2
1610676,140.5,126.9,55.5,53.1,6.9
1610677,134.5,66.1,58.1,41.0,4.4
1610678,110.9,87.9,47.1,41.2,6.9
1610679,109.0,133.7,40.4,54.5,8.1
1610680,68.6,132.5,49.3,66.4,7.2
1610681,139.0,86.1,54.1,24.6,9.2
1610682,124.8,51.8,38.6,44.2,7.1
1610683,79.7,134.9,38.6,48.0,7.6
1610684,117.2,68.3,44.7,43.2,9.1
1610685,141.1,96.1,47.8,24.9,5.9
1610686,114.4,147.5,36.7,52.7,8.5
1610687,74.9,117.7,53.8,44.6,6.1
1610688,102.0,126.1,39.7,69.0,5.5
1610689,106.9,79.8,54.9,25.4,6.3
1610690,85.2,139.1,75.6,21.6,6.4
1610691,90.8,83.3,66.8,77.1,5.5
1610692,119.6,137.6,5.6,91.1,8.5
1610693,94.4,85.6,53.0,15.3,8.0
1610694,124.4,132.7,39.8,48.2,9.2
1610695,88.0,117.6,38.3,50.9,7.5
1610696,94.8,80.2,30.9,64.1,6.4
1610697,110.0,92.9,55.6,13.7,8.6
1610698,93.8,82.9,61.7,49.6,6.8
1610699,125.4,134.2,22.3,52.7,7.4
1610700,96.0,36.4,60.9,47.5,5.1
1610701,51.0,64.3,27.3,31.7,8.2
1610702,119.2,88.5,50.4,49.6,8.8
1610703,122.8,132.4,68.2,8.9,7.6
1610704,41.6,81.0,37.0,43.6,5.8
1610705,106.4,92.5,24.2,78.4,7.2
1610706,148.5,99.2,63.4,59.2,6.5
1610707,75.4,83.4,42.6,43.6,7.3
1610708,122.4,64.5,38.0,34.0,8.4
1610709,91.0,97.7,33.2,58.8,6.1
1610710,115.2,93.7,40.5,51.8,7.4
1610711,78.0,152.8,40.6,50.1,8.1
1610712,130.2,124.1,20.4,40.7,6.0
1610713,102.9,108.5,28.9,47.6,8.1
1610714,105.4,112.2,37.7,43.1,6.2
1610715,92.6,158.1,36.7,69.1,8.4
1610716,85.1,120.5,36.8,28.5,8.3
1610717,97.4,91.5,65.8,69.3,8.0
1610718,117.7,134.5,49.4,43.2,7.4
1610719,118.1,81.1,5.0,48.6,9.0
1610720,97.5,127.5,39.3,50.3,5.7
1610721,120.7,134.5,48.1,61.0,7.3
1610722,113.4,96.0,59.2,44.0,6.1
1610723,103.7,83.9,36.5,3.3,6.4
1610724,142.2,117.3,49.2,33.3,8.0
1610725,44.1,125.4,53.5,51.1,8.9
1610726,92.7,153.3,47.5,71.7,6.4
1610727,113.4,67.1,37.5,78.9,9.5
1610728,42.7,98.9,37.6,36.4,8.7
1610729,71.4,85.0,34.1,75.0,5.0
1610730,73.4,115.7,48.8,63.4,6.6
1610731,93.5,88.6,49.2,29.4,7.0
1610732,109.4,114.9,31.9,25.3,7.7
1610733,139.9,115.6,26.6,60.2,3.8
1610734,107.8,100.9,28.9,42.0,6.7
1610735,101.4,62.8,38.3,43.6,6.9
1610736,85.0,126.4,64.8,58.5,7.1
1610737,102.0,153.6,51.9,39.6,5.5
1610738,135.6,119.9,50.0,21.0,5.7
1610739,83.4,147.2,64.5,39.3,8.3
1610740,46.9,91.5,31.3,50.8,6.7
1610741,95.6,78.7,31.3,58.5,6.4
1610742,109.2,90.6,42.0,48.0,8.0
1610743,117.6,95.0,36.0,40.6,6.7
1610744,115.7,81.1,43.9,66.2,6.5
1610745,101.5,114.7,63.9,67.1,7.9
1610746,126.1,70.2,24.8,45.5,6.1
1610747,85.0,117.5,34.5,57.9,7.9
1610748,83.4,110.5,55.2,39.9,6.2
1610749,103.8,47.3,67.2,10.3,6.7
1610750,115.3,94.2,52.3,22.1,7.8
1610751,100.3,65.7,50.4,49.1,6.9
1610752,115.0,113.4,39.9,58.1,6.4
1610753,130.6,107.5,46.3,24.8,8.2
1610754,139.7,67.0,17.7,38.3,8.6
1610755,93.2,100.3,68.6,64.0,8.8
1610756,101.5,126.4,71.0,42.6,5.5
1610757,117.2,146.3,33.4,58.0,7.0
1610758,133.0,101.0,42.0,39.5,5.7
1610759,103.7,34.6,62.1,62.0,5.7
1610760,115.8,121.9,65.9,55.4,7.8
1610761,108.8,148.2,40.0,45.9,4.6
1610762,50.9,75.5,35.0,28.8,9.9
1610763,53.7,87.5,53.6,62.1,8.1
1610764,95.5,65.4,44.3,54.2,9.4
1610765,34.4,111.9,60.1,38.1,9.6
1610766,74.0,119.7,38.0,57.5,5.1
1610767,109.3,79.2,33.8,48.0,5.6
1610768,115.2,133.2,55.6,44.4,6.1
1610769,101.2,129.9,35.9,33.9,4.8
1610770,145.8,112.8,49.7,33.4,6.6
1610771,70.8,80.7,38.7,43.6,8.6
1610772,93.7,95.8,50.5,28.2,6.4
1610773,141.6,86.2,37.5,32.2,7.6
1610774,79.7,103.4,66.7,31.7,5.9
1610775,102.2,117.0,39.8,52.8,6.2
1610776,127.0,128.2,10.3,38.8,9.8
1610777,108.0,99.4,61.8,49.8,8.2
1610778,112.4,137.8,62.1,55.7,6.7
1610779,58.9,98.0,43.4,48.0,8.5
1610780,132.6,85.8,38.5,32.7,7.8
1610781,120.2,98.1,42.9,12.1,8.1
1610782,65.8,127.1,23.6,77.7,6.4
1610783,81.4,141.9,55.8,56.5,4.2
1610784,137.0,62.6,62.1,47.6,6.8
1610785,30.1,114.9,67.5,32.1,7.9
1610786,92.1,128.2,43.4,0.0,10.0
1610787,105.9,134.6,54.9,38.9,8.2
1610788,80.8,59.9,40.5,37.7,5.4
1610789,92.9,88.0,26.4,51.2,7.9
1610790,128.2,92.3,44.4,43.8,7.1
1610791,86.9,98.7,64.3,47.5,7.1
1610792,53.0,108.3,31.2,36.2,7.7
1610793,127.1,58.6,53.6,47.9,9.0
1610794,97.8,53.4,43.6,67.6,7.9
1610795,73.1,100.4,48.6,31.4,6.5
1610796,115.3,65.5,39.9,42.8,6.9
1610797,122.5,139.6,48.4,33.3,6.6
1610798,68.3,109.1,49.0,37.5,7.5
1610799,63.4,64.7,57.5,54.7,6.5
1610800,106.3,65.6,39.8,59.1,4.6
1610801,98.1,73.3,62.2,27.3,7.1
1610802,95.2,122.8,32.2,38.8,8.8
1610803,79.0,103.1,40.3,73.1,6.5
1610804,122.4,116.7,36.7,44.2,7.0
1610805,76.7,73.5,81.0,65.9,9.3
1610806,80.0,123.3,35.9,41.0,8.1
1610807,106.6,90.4,57.8,42.4,10.0
1610808,103.6,97.7,47.4,43.3,8.6
1610809,112.7,85.5,44.4,8.0,7.9
1610810,123.3,41.8,58.0,20.7,7.1
1610811,87.5,123.7,46.5,35.4,6.8
1610812,63.2,101.5,33.2,63.3,10.0
1610813,113.7,92.5,46.6,52.1,7.5
1610814,81.2,125.8,52.0,51.1,7.6
1610815,73.0,94.9,37.3,56.2,7.0
1610816,122.0,72.4,69.7,45.8,4.1
1610817,84.4,172.2,57.1,52.7,7.2
1610818,125.8,76.8,45.5,20.8,5.4
1610819,130.6,38.2,58.6,48.5,6.4
1610820,110.4,79.9,44.7,56.5,7.4
1610821,111.0,102.8,35.3,49.8,6.9
1610822,74.8,124.5,64.2,39.8,10.0
1610823,100.1,95.3,74.0,43.5,6.8
1610824,86.1,92.9,14.5,20.3,10.0
1610825,99.0,110.7,39.3,47.4,7.2
1610826,65.2,127.3,52.4,46.6,6.8
1610827,84.0,94.6,50.9,39.2,7.6
1610828,90.4,93.8,31.5,60.5,10.0
1610829,81.5,136.0,7.3,57.9,8.2
1610830,59.7,127.0,51.7,50.3,8.4
1610831,125.3,102.4,50.4,30.4,4.9
1610832,114.5,47.7,65.0,48.7,8.2
1610833,107.8,92.7,65.1,39.5,7.2
1610834,133.1,86.7,48.9,45.5,8.1
1610835,97.9,65.9,22.8,39.0,6.4
1610836,114.7,68.0,35.9,53.3,4.5
1610837,128.1,144.6,65.1,46.2,5.6
1610838,79.6,94.6,54.4,52.0,6.1
1610839,122.9,85.3,32.5,71.6,5.9
1610840,93.4,87.8,35.4,84.2,4.9
1610841,98.0,63.3,56.4,36.6,7.1
1610842,98.1,103.3,32.9,58.0,6.1
1610843,75.4,89.4,83.1,49.9,7.1
1610844,105.9,83.0,21.5,56.3,5.4
1610845,52.8,79.2,55.1,35.9,4.1
1610846,136.1,95.2,41.7,42.6,7.5
1610847,98.8,122.3,47.7,32.7,7.6
1610848,142.3,106.1,54.0,19.0,4.4
1610849,139.4,101.9,68.0,12.2,7.5
1610850,110.2,131.1,39.9,43.5,6.4
1610851,121.2,75.3,54.7,40.8,8.0
1610852,102.7,79.7,44.8,29.6,5.9
1610853,92.0,77.4,47.7,45.0,10.0
1610854,159.6,104.2,43.5,56.9,4.7
1610855,108.7,85.6,29.2,21.9,8.0
1610856,103.5,95.5,56.5,54.3,5.2
1610857,77.3,22.8,20.7,53.4,7.6
1610858,91.1,81.7,43.5,57.6,7.9
1610859,71.4,114.3,44.8,62.2,7.6
1610860,112.1,94.9,40.8,50.9,8.6
1610861,107.8,78.9,44.9,43.2,7.9
1610862,100.2,121.4,23.3,55.9,6.0
1610863,125.9,122.1,47.5,37.3,7.9
1610864,144.2,104.8,71.6,58.8,6.0
1610865,102.4,93.4,40.7,29.1,4.5
1610866,133.9,121.3,65.2,59.8,7.7
1610867,83.3,77.3,44.4,67.1,8.6
1610868,129.5,98.3,42.5,72.0,9.2
1610869,28.2,45.3,42.0,55.1,6.6
1610870,98.4,94.2,55.8,54.3,4.7
1610871,116.5,77.5,39.9,28.9,6.3
1610872,148.4,96.3,51.8,34.9,3.9
1610873,112.7,95.1,40.3,59.7,9.6
1610874,86.9,169.7,38.0,48.5,7.1
1610875,71.6,106.9,41.6,29.6,6.9
1610876,67.7,134.5,38.8,44.7,9.8
1610877,86.0,117.7,50.6,37.7,7.5
1610878,78.3,125.2,23.7,58.4,3.2
1610879,97.5,123.8,42.8,60.8,8.1
1610880,123.8,130.0,47.7,46.5,5.6
1610881,71.2,120.1,32.0,43.6,4.2
1610882,85.4,69.3,47.3,41.4,9.0
1610883,92.3,130.4,38.6,35.9,6.5
1610884,,105.4,59.4,47.4,4.4
1610885,93.4,118.9,31.6,50.4,6.9
1610886,55.1,106.0,36.5,40.7,8.0
1610887,123.6,60.6,24.5,54.1,6.3
1610888,81.3,111.0,31.2,81.4,7.8
1610889,74.8,108.5,30.0,45.6,9.3
1610890,85.7,16.3,25.4,44.2,6.7
1610891,131.7,81.9,66.3,46.8,6.8
1610892,82.6,130.9,59.5,26.5,7.5
1610893,127.9,137.8,63.3,64.4,6.5
1610894,114.0,137.9,41.6,31.8,6.9
1610895,129.4,83.3,54.8,72.4,6.8
1610896,143.2,124.1,38.4,48.0,6.4
1610897,151.2,59.6,46.4,47.3,7.4
1610898,88.7,39.7,41.9,21.4,7.1
1610899,55.0,113.8,27.0,31.0,6.2
1610900,100.3,73.8,62.7,41.3,8.0
1610901,131.9,119.9,39.0,17.2,6.6
1610902,101.3,96.2,32.0,51.3,7.8
1610903,103.4,90.0,87.8,58.9,5.2
1610904,93.5,147.3,64.3,27.8,7.2
1610905,99.1,117.2,53.0,73.6,7.5
1610906,,110.7,40.0,51.5,8.2
1610907,70.6,93.9,35.5,49.4,5.4
1610908,79.7,77.9,54.6,60.3,5.9
1610909,114.8,129.6,36.6,32.0,7.2
1610910,93.9,94.0,43.6,61.6,8.6
1610911,90.6,85.3,35.5,59.6,3.7
1610912,40.8,129.4,37.1,54.3,6.2
1610913,69.3,68.6,13.0,41.4,6.8
1610914,122.9,131.8,44.5,47.4,6.1
1610915,104.5,91.6,60.3,38.3,5.2
1610916,107.6,143.8,51.1,54.6,6.8
1610917,106.6,93.3,35.1,55.9,5.5
1610918,121.9,103.6,39.8,45.3,8.2
1610919,54.4,94.3,41.6,37.1,7.2
1610920,67.2,103.0,47.2,25.1,4.9
1610921,106.1,112.5,54.4,48.1,6.4
1610922,96.1,104.0,28.4,55.0,5.7
1610923,78.1,88.0,63.9,66.0,6.9
1610924,118.1,89.1,49.5,42.6,9.5
1610925,94.6,36.0,17.7,30.9,8.1
1610926,133.6,76.5,35.0,23.5,4.2
1610927,144.8,122.7,52.7,76.0,4.1
1610928,118.1,106.8,57.5,45.9,7.5
1610929,119.5,72.8,25.3,41.7,8.0
1610930,128.2,109.4,53.2,53.7,6.5
1610931,104.4,92.3,48.4,37.6,7.6
1610932,93.8,150.1,23.2,40.0,8.5
1610933,98.8,66.4,25.8,33.0,6.3
1610934,107.3,113.3,51.3,71.9,4.0
1610935,75.3,72.3,40.8,39.9,5.2
1610936,93.7,87.3,31.3,34.3,8.4
1610937,118.1,130.1,36.7,35.8,8.3
1610938,113.1,133.5,40.7,36.7,5.8
1610939,93.1,97.6,61.1,28.3,8.0
1610940,108.8,102.5,53.3,23.7,8.1
1610941,113.1,48.0,50.8,47.8,8.8
1610942,59.1,109.4,40.7,25.1,10.0
1610943,82.8,95.6,59.0,44.9,10.0
1610944,103.3,66.9,47.7,25.9,7.4
1610945,112.3,92.8,67.6,45.2,3.8
1610946,109.1,114.5,40.5,49.7,6.5
1610947,67.5,91.8,26.7,42.4,8.6
1610948,102.5,95.0,62.8,26.7,7.5
1610949,87.0,118.2,57.5,40.4,8.7
1610950,61.7,59.0,41.1,42.1,9.2
1610951,115.4,133.4,22.6,30.2,7.4
1610952,118.1,95.2,65.5,37.2,7.7
1610953,119.5,96.9,71.4,14.5,10.0
1610954,149.1,114.4,71.3,52.6,3.4
1610955,87.8,105.1,41.6,20.4,7.5
1610956,139.4,103.3,89.3,42.3,9.2
1610957,121.2,111.3,75.6,49.1,6.0
1610958,90.5,107.9,46.1,21.6,4.9
1610959,80.7,82.7,66.1,47.8,6.8
1610960,94.9,95.2,75.3,41.6,7.1
1610961,73.9,101.0,35.9,58.1,4.0
1610962,83.0,58.2,47.8,70.2,7.1
1610963,95.9,126.9,60.5,34.4,7.8
1610964,94.5,125.8,53.5,53.6,5.8
1610965,85.2,70.6,60.3,39.6,7.6
1610966,142.9,117.6,39.6,59.1,6.3
1610967,121.8,119.2,14.9,60.9,7.2
1610968,101.0,97.0,43.7,32.3,5.3
1610969,96.9,98.5,68.6,66.6,5.8
1610970,84.7,80.3,68.3,75.4,5.9
1610971,98.5,99.7,32.4,64.7,5.9
1610972,95.1,96.0,80.7,15.4,8.7
1610973,129.6,155.5,31.3,70.4,7.3
1610974,137.6,114.2,54.8,51.3,6.5
1610975,84.9,109.7,53.7,65.3,6.3
1610976,91.4,153.3,37.4,43.4,6.6
1610977,100.8,95.0,66.6,41.0,6.8
1610978,100.8,120.3,3.1,63.2,7.0
1610979,69.5,109.6,80.5,59.1,4.6
1610980,123.2,123.3,26.2,44.9,7.0
1610981,,116.3,30.1,26.4,6.7
1610982,99.4,118.0,39.5,46.1,7.3
1610983,62.5,81.6,39.6,30.0,8.7
1610984,83.9,95.1,59.0,24.0,7.0
1610985,115.1,75.6,56.2,47.2,9.0
1610986,55.0,110.3,28.2,30.0,5.9
1610987,94.9,102.3,31.3,50.6,7.4
1610988,109.2,113.8,31.0,12.3,4.4
1610989,90.3,141.8,41.7,6.3,9.9
1610990,54.4,106.3,76.4,63.8,7.3
1610991,111.0,77.6,48.2,41.2,8.2
1610992,125.6,122.7,45.1,34.1,8.5
1610993,140.1,102.9,28.2,72.1,7.0
1610994,81.9,79.8,37.1,29.1,7.4
1610995,111.5,70.1,45.0,72.2,5.1
1610996,68.8,103.4,27.7,42.4,5.7
1610997,82.5,106.3,56.3,58.0,6.5
1610998,82.3,85.3,64.3,74.7,6.5
1610999,96.6,88.2,25.0,36.9,7.6
1611000,111.2,96.0,59.1,51.4,7.6
