HouseholdID,DailyConsumption_L,MidnightFlowRate_Lh,PressureDropCount,LeakScore,ConfirmedLeak
1540633,80.0,43.4,1.29,6.0,1
1540634,123.0,31.6,2.35,8.6,1
1540635,59.7,24.4,1.87,6.6,1
1540636,122.5,52.1,2.16,6.2,1
1540637,117.2,38.9,1.71,4.9,0
1540638,105.4,32.3,1.28,5.2,0
1540639,113.7,49.7,0.76,5.9,1
1540640,101.5,36.6,1.37,6.3,1
1540641,124.2,75.7,1.13,7.2,1
1540642,135.2,74.9,1.42,8.2,1
1540643,108.1,59.0,0.46,9.5,1
1540644,106.8,34.4,1.82,5.5,0
1540645,128.6,55.5,1.55,6.1,1
1540646,94.4,45.4,1.06,6.5,1
1540647,88.8,38.6,1.36,7.5,0
1540648,144.9,35.5,1.72,6.8,0
1540649,81.2,36.5,2.03,7.7,0
1540650,95.8,73.4,1.76,7.9,1
1540651,55.0,52.0,1.29,7.4,0
1540652,97.9,31.0,1.35,7.1,1
1540653,88.9,50.7,1.28,7.5,0
1540654,85.9,56.6,2.3,7.1,0
1540655,100.7,47.7,1.42,6.3,0
1540656,136.0,47.9,1.61,8.3,0
1540657,98.0,,1.29,7.3,0
1540658,123.4,52.6,1.62,4.0,1
1540659,79.1,33.3,2.03,7.7,0
1540660,76.5,40.6,1.64,8.0,1
1540661,110.7,26.1,1.58,5.3,1
1540662,115.6,15.5,0.79,6.5,1
1540663,111.8,50.5,2.18,5.9,1
1540664,38.6,46.6,1.85,7.2,0
1540665,68.7,45.0,1.5,7.0,1
1540666,123.2,61.6,1.65,6.0,0
1540667,112.9,52.6,1.51,4.4,1
1540668,121.0,49.5,2.33,5.6,1
1540669,151.7,43.2,1.64,5.6,0
1540670,88.8,41.4,1.58,5.7,1
1540671,96.5,66.4,1.02,6.8,0
1540672,124.6,90.2,1.08,5.1,1
1540673,74.3,42.3,0.97,6.4,0
1540674,85.2,41.7,1.73,7.4,0
1540675,99.2,71.9,1.51,5.7,0
1540676,113.3,48.2,0.5,10.0,0
1540677,153.1,69.5,1.56,8.1,1
1540678,86.3,21.0,1.2,5.6,0
1540679,67.3,51.9,1.06,6.9,0
1540680,135.1,55.0,1.35,7.6,1
1540681,85.9,34.3,0.77,8.1,1
1540682,149.3,32.7,1.68,7.2,0
1540683,142.3,44.8,1.84,4.2,1
1540684,64.1,48.3,1.9,8.0,1
1540685,117.7,48.1,0.88,7.3,1
1540686,75.0,21.6,2.09,5.7,1
1540687,102.6,50.5,1.89,6.3,1
1540688,130.8,,1.23,8.4,1
1540689,129.1,26.2,1.12,7.6,0
1540690,132.2,43.6,2.23,9.0,1
1540691,84.6,23.3,1.49,7.0,1
1540692,77.2,66.4,1.03,7.1,1
1540693,108.7,46.7,1.9,5.9,1
1540694,79.0,63.9,1.05,9.3,0
1540695,79.4,50.3,1.15,8.0,1
1540696,60.2,45.1,1.75,8.8,0
1540697,105.3,38.0,1.27,8.8,0
1540698,71.3,50.0,1.19,7.9,0
1540699,80.3,57.9,1.89,7.6,0
1540700,70.2,41.7,1.96,6.2,1
1540701,111.2,32.1,0.93,6.9,0
1540702,82.4,64.2,1.58,8.7,1
1540703,124.6,33.4,1.22,6.9,0
1540704,122.1,,1.6,7.7,1
1540705,124.1,10.7,1.47,6.2,0
1540706,117.6,51.9,1.39,6.0,0
1540707,104.5,43.8,1.94,8.3,1
1540708,84.9,43.4,1.85,5.8,0
1540709,117.0,36.8,1.79,8.1,1
1540710,126.1,55.6,1.51,8.8,1
1540711,41.3,67.5,1.71,6.0,0
1540712,79.3,63.5,1.37,6.7,1
1540713,138.1,,1.89,8.2,1
1540714,106.1,51.4,1.34,5.5,1
1540715,96.8,25.7,1.04,7.8,0
1540716,114.3,44.9,1.74,5.8,0
1540717,125.3,37.7,1.6,8.1,0
1540718,77.9,42.7,1.78,6.6,0
1540719,137.1,83.3,1.62,6.9,0
1540720,97.2,48.5,1.86,8.5,1
1540721,82.6,54.1,0.98,8.5,0
1540722,104.2,58.1,1.76,8.4,0
1540723,115.9,54.7,1.3,6.8,1
1540724,95.0,36.5,1.58,6.0,1
1540725,93.6,24.8,1.76,8.4,0
1540726,114.2,43.1,1.57,7.6,1
1540727,104.1,49.9,1.91,9.1,0
1540728,65.6,26.7,1.79,6.1,0
1540729,113.4,75.7,1.66,7.9,1
1540730,57.3,55.9,1.55,6.9,0
1540731,119.3,29.4,1.24,6.2,1
1540732,124.6,44.7,1.22,5.9,0
1540733,128.4,32.8,1.35,5.0,1
1540734,87.1,53.2,1.32,7.0,0
1540735,91.2,49.4,1.03,5.4,0
1540736,115.2,66.2,1.72,8.8,0
1540737,67.4,54.9,1.81,7.5,0
1540738,97.8,33.9,0.86,8.8,1
1540739,89.9,27.9,0.9,8.6,1
1540740,94.9,30.7,1.97,6.7,1
1540741,111.1,54.0,1.13,8.2,0
1540742,64.9,36.8,1.62,7.3,1
1540743,111.3,34.8,1.46,8.2,1
1540744,39.0,54.8,1.64,7.0,1
1540745,69.2,32.2,1.11,6.0,1
1540746,97.2,49.7,1.49,6.8,1
1540747,98.6,21.4,0.82,5.3,0
1540748,76.0,32.4,2.23,9.1,0
1540749,113.6,61.9,1.27,5.7,0
1540750,74.7,54.7,1.54,8.9,0
1540751,118.8,56.3,1.36,7.2,0
1540752,73.6,50.0,1.38,8.5,1
1540753,71.9,58.7,1.39,6.8,0
1540754,59.4,39.0,1.84,7.5,0
1540755,106.7,66.6,1.33,5.8,0
1540756,113.3,69.7,1.29,7.5,0
1540757,157.9,34.2,1.79,5.0,0
1540758,68.5,37.2,0.94,6.6,0
1540759,86.2,23.8,0.85,6.7,0
1540760,108.0,16.2,1.4,7.1,1
1540761,123.6,49.2,1.42,7.2,1
1540762,130.2,33.8,1.57,7.6,0
1540763,127.0,34.9,1.64,7.4,1
1540764,107.5,67.7,1.62,7.1,1
1540765,89.8,38.1,1.41,8.0,0
1540766,113.0,49.4,1.71,5.5,0
1540767,138.4,43.5,1.05,9.8,0
1540768,101.6,46.0,1.36,8.0,0
1540769,20.7,61.9,1.73,10.0,0
1540770,68.6,51.4,1.52,6.0,0
1540771,92.4,37.9,1.5,10.0,0
1540772,130.2,12.7,2.46,7.0,0
1540773,123.1,30.7,2.32,6.4,0
1540774,91.6,31.1,1.46,5.0,0
1540775,51.3,45.2,1.2,7.4,0
1540776,63.5,57.4,2.22,5.5,1
1540777,133.3,74.3,1.05,8.4,1
1540778,79.1,42.6,1.46,5.7,1
1540779,53.6,68.0,1.9,8.2,1
1540780,78.4,62.1,1.14,7.8,0
1540781,81.9,60.3,1.49,7.7,1
1540782,125.0,28.9,1.74,3.9,0
1540783,114.1,46.1,1.82,6.7,1
1540784,95.4,44.3,1.72,5.2,0
1540785,83.9,30.7,1.12,8.9,1
1540786,121.6,45.0,1.7,5.5,0
1540787,71.3,59.9,1.32,10.0,1
1540788,132.8,39.9,1.58,7.7,0
1540789,91.2,34.5,1.41,6.8,0
1540790,104.7,65.0,1.17,6.0,1
1540791,69.7,50.5,0.4,7.8,0
1540792,99.5,34.8,1.61,5.8,1
1540793,101.7,28.3,1.96,10.0,1
1540794,106.0,34.1,1.64,5.3,1
1540795,91.5,73.8,1.16,6.7,0
1540796,144.0,54.5,1.64,7.9,1
1540797,121.1,67.1,2.51,5.4,0
1540798,174.7,23.9,1.9,5.9,0
1540799,112.3,25.9,1.44,9.1,0
1540800,92.5,55.4,1.11,9.1,1
1540801,93.1,39.4,1.68,7.4,0
1540802,71.1,31.8,1.4,6.4,0
1540803,75.0,49.7,0.87,5.2,1
1540804,59.8,19.4,2.01,7.6,0
1540805,165.6,16.9,1.37,6.6,1
1540806,130.2,46.5,1.96,5.0,1
1540807,98.2,48.6,1.28,6.1,0
1540808,79.5,25.9,1.11,9.1,1
1540809,88.4,49.5,1.82,9.2,1
1540810,118.5,28.9,1.54,6.7,1
1540811,118.0,67.2,1.17,5.4,1
1540812,88.6,63.9,1.74,6.8,1
1540813,85.9,38.8,1.11,9.0,0
1540814,135.2,36.9,1.27,8.7,0
1540815,92.3,34.1,1.61,6.2,1
1540816,90.4,49.4,1.25,7.3,0
1540817,86.9,56.8,1.75,7.7,0
1540818,117.5,63.4,1.39,5.6,0
1540819,98.8,40.5,2.35,6.8,1
1540820,96.8,71.3,1.45,8.4,1
1540821,94.2,65.1,1.25,7.0,1
1540822,94.3,40.0,1.9,7.0,0
1540823,115.9,39.1,1.6,7.4,0
1540824,84.6,35.8,2.15,7.0,0
1540825,111.1,54.9,1.31,3.8,1
1540826,103.0,62.1,0.73,4.3,1
1540827,75.1,44.3,1.22,8.5,0
1540828,50.0,34.0,1.31,5.3,0
1540829,85.9,33.2,1.62,8.0,1
1540830,106.7,53.9,2.2,5.7,0
1540831,109.6,59.3,1.31,6.9,1
1540832,118.2,17.2,1.54,6.4,0
1540833,91.9,41.1,1.09,4.6,0
1540834,109.6,42.7,1.03,8.1,1
1540835,154.3,57.8,0.89,7.0,1
1540836,97.1,39.5,1.33,7.3,0
1540837,119.6,47.7,1.52,5.9,1
1540838,115.3,43.4,0.75,6.4,1
1540839,92.9,18.3,0.73,7.1,1
1540840,103.5,38.1,1.19,6.9,0
1540841,103.0,55.7,1.45,5.1,1
1540842,81.7,0.0,1.42,6.8,1
1540843,174.4,25.4,2.07,7.2,0
1540844,99.2,35.4,1.65,6.7,0
1540845,89.1,66.8,0.9,7.2,0
1540846,116.4,36.8,1.81,7.0,1
1540847,112.3,28.1,1.88,7.2,1
1540848,111.4,33.7,1.02,8.6,1
1540849,111.6,40.5,1.6,6.7,1
1540850,117.1,52.9,0.97,4.2,0
1540851,86.9,45.4,2.4,6.4,1
1540852,93.1,58.0,0.94,5.2,1
1540853,61.6,76.2,1.44,9.0,1
1540854,108.9,42.7,1.24,5.4,0
1540855,107.8,65.9,1.79,9.3,0
1540856,109.1,53.1,0.59,7.3,1
1540857,97.1,22.3,2.14,4.7,0
1540858,131.7,42.8,1.6,7.6,0
1540859,139.4,47.3,1.97,8.7,0
1540860,105.7,21.1,1.29,7.6,0
1540861,138.3,37.3,1.76,6.4,1
1540862,138.9,40.0,2.02,7.8,0
1540863,110.7,18.4,1.56,8.2,0
1540864,132.8,53.1,1.66,5.3,0
1540865,124.2,,1.81,7.4,1
1540866,111.4,35.0,1.49,5.5,0
1540867,143.8,29.8,1.99,7.0,0
1540868,111.9,39.2,2.53,8.2,0
1540869,65.1,37.7,1.68,8.7,1
1540870,109.5,66.7,1.48,6.1,0
1540871,82.9,31.1,1.16,7.0,0
1540872,100.8,47.3,1.54,5.7,0
1540873,156.5,25.4,1.64,4.4,1
1540874,118.0,60.4,1.95,10.0,1
1540875,86.9,16.2,1.22,6.1,0
1540876,135.7,23.3,0.73,7.4,0
1540877,95.9,39.2,1.2,5.8,1
1540878,121.5,42.0,2.05,6.2,1
1540879,83.4,36.8,1.95,7.7,0
1540880,80.0,70.9,2.21,5.5,0
1540881,127.6,46.3,0.87,5.3,0
1540882,95.7,60.8,1.01,10.0,1
1540883,94.4,28.4,1.85,7.3,0
1540884,112.3,35.1,1.33,6.8,0
1540885,92.0,32.0,1.7,9.3,0
1540886,127.3,43.3,1.65,6.8,0
1540887,100.0,21.4,1.11,8.1,0
1540888,90.3,55.5,2.33,9.0,1
1540889,101.9,52.8,2.11,8.2,1
1540890,80.5,67.1,1.58,4.4,1
1540891,82.9,29.8,2.27,7.8,1
1540892,84.3,62.7,1.39,8.2,1
1540893,119.9,40.3,1.56,6.8,1
1540894,126.6,57.6,1.22,6.5,1
1540895,55.5,49.1,1.76,10.0,0
1540896,109.3,35.6,1.01,9.4,0
1540897,65.4,14.4,1.51,4.3,1
1540898,74.1,63.7,0.86,8.5,0
1540899,88.8,47.5,1.88,7.9,1
1540900,93.9,60.4,1.73,5.2,1
1540901,122.9,50.8,1.95,6.2,1
1540902,60.5,74.2,1.53,7.9,0
1540903,93.0,33.9,1.54,3.8,1
1540904,63.0,36.7,1.99,8.4,1
1540905,63.0,41.0,1.87,5.7,1
1540906,101.1,47.6,1.69,6.4,1
1540907,109.6,55.5,1.81,8.1,0
1540908,84.0,33.1,1.22,6.7,1
1540909,85.0,44.4,1.5,7.0,0
1540910,92.5,32.8,1.66,5.8,0
1540911,96.6,21.8,1.41,7.0,0
1540912,74.3,60.9,2.58,6.3,1
1540913,68.2,42.8,1.28,7.2,0
1540914,103.6,58.4,1.49,7.8,0
1540915,90.9,35.5,0.71,4.5,0
1540916,84.0,55.8,1.4,7.2,0
1540917,68.0,68.1,2.06,6.2,0
1540918,112.2,57.6,2.04,6.6,0
1540919,145.9,17.9,2.15,10.0,1
1540920,135.5,25.3,1.3,5.2,0
1540921,97.6,48.5,1.59,7.6,1
1540922,92.0,35.5,1.33,7.3,1
1540923,104.9,46.8,1.51,9.3,0
1540924,100.0,38.1,2.52,8.4,0
1540925,121.1,53.5,1.63,9.0,1
1540926,113.1,47.4,1.95,5.1,0
1540927,109.5,30.8,1.1,4.4,1
1540928,98.1,14.8,1.28,6.7,0
1540929,100.0,56.9,1.57,7.8,1
1540930,60.3,18.9,1.88,6.0,0
1540931,77.1,39.9,0.89,6.3,1
1540932,71.4,68.9,1.31,7.6,1
1540933,75.1,74.1,0.85,5.4,0
1540934,124.1,50.8,1.41,6.6,0
1540935,90.3,35.6,0.96,7.0,1
1540936,136.6,66.2,1.54,8.1,0
1540937,42.4,31.1,1.18,8.2,1
1540938,58.1,66.6,1.71,7.5,1
1540939,85.7,54.2,1.37,8.5,0
1540940,82.4,50.0,1.43,9.2,1
1540941,60.5,17.0,1.62,6.2,0
1540942,54.7,61.1,1.44,6.2,0
1540943,118.9,67.6,1.15,6.5,1
1540944,83.0,23.3,1.53,5.7,0
1540945,67.8,36.9,2.31,7.0,0
1540946,97.2,32.7,1.13,8.4,1
1540947,71.4,63.5,0.6,6.4,0
1540948,97.7,61.3,0.97,7.9,0
1540949,126.9,34.6,1.65,7.1,0
1540950,109.1,44.0,0.94,7.9,0
1540951,68.5,57.9,1.53,8.8,1
1540952,111.3,42.5,1.47,7.0,1
1540953,87.7,36.3,1.49,10.0,1
1540954,96.3,47.8,0.8,10.0,0
1540955,114.5,48.8,1.85,6.1,0
1540956,80.1,24.7,1.47,10.0,1
1540957,99.6,56.7,1.34,6.9,1
1540958,48.1,40.1,1.62,7.0,0
1540959,105.8,62.3,1.55,7.3,1
1540960,131.9,44.6,2.32,4.0,0
1540961,106.2,63.3,1.55,8.2,0
1540962,69.2,46.3,0.73,6.5,1
1540963,93.6,28.1,1.67,6.9,0
1540964,138.9,18.5,1.58,10.0,0
1540965,128.2,81.4,1.56,7.7,0
1540966,81.9,25.2,1.11,6.5,1
1540967,106.0,73.2,1.75,7.1,0
1540968,143.3,31.1,1.38,7.1,0
1540969,116.4,20.9,1.59,8.3,0
1540970,77.3,67.2,1.71,7.7,0
1540971,91.9,72.6,1.88,8.6,1
1540972,115.4,39.4,1.36,6.1,0
1540973,116.5,49.7,0.64,6.4,1
1540974,100.4,40.0,1.5,3.4,1
1540975,129.2,27.5,0.8,8.6,1
1540976,91.8,32.6,1.61,7.5,0
1540977,79.7,26.5,0.54,6.3,1
1540978,83.1,24.0,1.46,6.1,1
1540979,118.4,37.8,1.38,4.5,1
1540980,78.9,19.2,0.86,4.2,1
1540981,78.7,53.7,2.01,9.6,1
1540982,70.5,49.5,2.1,6.5,1
1540983,142.9,56.6,1.01,8.1,1
1540984,103.9,27.2,1.99,5.1,1
1540985,75.2,58.4,0.89,7.9,0
1540986,87.2,30.9,1.39,6.2,1
1540987,70.4,35.4,1.86,7.6,1
1540988,79.1,29.5,1.69,7.5,1
1540989,122.9,35.0,2.17,6.1,0
1540990,113.2,46.3,1.25,7.0,0
1540991,77.5,57.1,1.56,6.4,1
1540992,145.7,62.2,1.45,8.0,0
1540993,73.2,63.9,1.93,9.3,0
1540994,132.4,46.2,1.44,6.1,1
1540995,92.2,35.3,1.16,9.0,0
1540996,55.5,53.5,1.43,7.1,0
1540997,105.9,20.6,1.38,8.2,0
1540998,105.2,44.5,1.64,8.3,0
1540999,138.2,57.0,1.66,6.3,1
1541000,91.8,36.2,2.31,4.0,0
