SectorID,TreeCanopyCoverage_Percent,AlbedoValue,SurfaceTempCelsius,PopulationDensity,HeatIslandSeverity
1590557,43.9,64520.0,171.5,117.1,99.4
1590558,42.2,69066.0,118.2,104.1,114.6
1590559,37.4,47199.0,80.2,126.1,71.8
1590560,36.6,78991.0,152.8,80.0,128.8
1590561,43.9,80327.0,173.2,101.0,85.4
1590562,43.4,60713.0,95.1,170.4,138.8
1590563,38.5,73494.0,144.5,134.1,140.7
1590564,67.8,48096.0,96.2,142.4,103.4
1590565,27.1,,138.9,89.2,118.5
1590566,55.4,43164.0,127.1,110.4,116.9
1590567,17.5,73529.0,114.4,79.6,112.9
1590568,48.2,73112.0,169.8,85.6,93.9
1590569,54.0,68564.0,86.6,144.7,88.7
1590570,34.6,95443.0,119.5,102.9,78.6
1590571,39.5,62633.0,190.6,119.2,100.4
1590572,47.6,,129.4,148.1,140.1
1590573,59.9,85228.0,108.4,106.5,102.0
1590574,47.5,72849.0,79.8,78.6,83.2
1590575,35.9,40009.0,183.1,62.7,73.7
1590576,43.1,74071.0,192.1,29.8,111.1
1590577,46.4,81788.0,136.0,107.6,108.3
1590578,35.1,57564.0,136.6,83.3,137.8
1590579,30.0,59002.0,117.2,109.4,110.6
1590580,26.0,65153.0,107.7,46.7,101.5
1590581,48.2,67168.0,103.7,77.2,99.8
1590582,24.3,100569.0,102.8,128.8,54.5
1590583,53.8,57246.0,68.5,114.6,138.2
1590584,56.5,52973.0,134.1,126.9,107.5
1590585,58.3,98748.0,116.7,131.1,112.6
1590586,67.3,74655.0,66.6,95.3,84.0
1590587,74.3,56012.0,156.8,145.1,149.4
1590588,32.5,83066.0,84.1,91.8,96.6
1590589,46.5,60283.0,112.3,128.4,104.9
1590590,38.1,79163.0,108.7,90.8,69.2
1590591,43.1,39189.0,90.6,84.8,86.6
1590592,47.9,68070.0,132.9,80.4,118.8
1590593,75.0,37218.0,149.7,128.2,127.9
1590594,16.4,62417.0,78.2,64.1,102.2
1590595,34.8,42828.0,125.4,129.9,76.0
1590596,53.4,71269.0,106.5,83.9,112.7
1590597,56.1,46031.0,114.7,119.2,100.1
1590598,39.2,78244.0,133.3,143.4,61.5
1590599,60.3,71940.0,182.4,116.5,97.2
1590600,54.8,51381.0,197.1,131.3,148.8
1590601,36.5,,139.1,85.1,34.8
1590602,37.9,57820.0,103.7,111.5,87.8
1590603,48.4,49288.0,95.8,109.6,92.4
1590604,52.1,86662.0,143.1,92.7,92.8
1590605,26.5,64303.0,91.2,107.5,157.3
1590606,40.5,66026.0,171.1,102.9,63.7
1590607,65.9,49886.0,125.9,90.3,82.6
1590608,61.0,21740.0,110.9,87.3,106.7
1590609,39.5,75773.0,110.0,78.2,101.1
1590610,45.6,62880.0,102.3,81.7,127.0
1590611,32.7,15000.0,189.7,123.6,99.6
1590612,48.1,61427.0,97.5,68.1,72.3
1590613,32.7,61788.0,93.7,78.2,103.3
1590614,47.6,61909.0,164.2,96.2,77.3
1590615,55.8,44750.0,134.1,84.9,88.5
1590616,41.5,65764.0,121.9,101.8,103.3
1590617,42.5,66137.0,150.9,108.1,126.1
1590618,48.9,46696.0,85.7,92.1,110.1
1590619,45.5,33773.0,122.1,83.4,93.1
1590620,15.4,71278.0,125.9,98.2,111.3
1590621,46.4,50111.0,144.3,132.8,92.1
1590622,31.8,60766.0,122.5,79.8,126.1
1590623,41.6,75534.0,126.4,155.8,101.1
1590624,27.7,44465.0,149.2,121.9,85.2
1590625,62.9,75632.0,128.0,112.1,84.6
1590626,39.3,67910.0,132.5,142.4,116.6
1590627,17.2,77456.0,163.2,107.3,90.8
1590628,74.5,72664.0,122.7,52.4,136.7
1590629,41.0,95641.0,111.2,84.2,70.5
1590630,37.0,61027.0,130.0,103.1,136.7
1590631,29.0,38124.0,124.7,124.2,57.4
1590632,39.2,66891.0,87.1,102.5,117.4
1590633,42.2,44791.0,109.7,105.5,126.8
1590634,38.4,88893.0,115.7,112.3,105.7
1590635,57.4,63130.0,97.2,149.2,113.8
1590636,47.7,55345.0,74.7,88.9,130.8
1590637,49.8,64062.0,122.4,109.3,86.5
1590638,37.7,59408.0,132.9,132.2,64.2
1590639,35.8,80943.0,74.8,100.0,106.4
1590640,51.3,40286.0,152.2,92.6,104.0
1590641,53.8,83427.0,146.4,110.7,51.3
1590642,23.5,42454.0,139.4,182.4,76.9
1590643,63.4,99229.0,86.1,153.0,87.2
1590644,60.0,52691.0,165.8,115.4,108.3
1590645,64.8,79861.0,42.9,97.9,125.0
1590646,44.3,79989.0,137.1,82.7,95.5
1590647,77.2,96143.0,70.0,114.6,64.7
1590648,28.2,66390.0,162.0,93.4,122.4
1590649,51.0,99962.0,92.0,86.5,22.3
1590650,49.6,58053.0,127.8,130.6,72.3
1590651,25.8,90276.0,146.7,98.2,120.0
1590652,56.5,44384.0,186.6,114.3,111.8
1590653,20.7,40128.0,180.8,97.9,81.3
1590654,69.3,43031.0,102.3,128.3,109.3
1590655,58.5,49089.0,131.7,53.4,66.5
1590656,34.9,62707.0,96.5,140.6,99.0
1590657,65.6,86225.0,91.0,88.4,99.6
1590658,58.5,61535.0,180.8,77.7,144.5
1590659,35.8,43305.0,114.6,87.8,59.3
1590660,32.8,86477.0,129.1,122.6,114.7
1590661,55.4,70053.0,155.2,83.4,74.7
1590662,30.0,57380.0,110.9,158.7,118.8
1590663,37.2,106781.0,156.1,94.2,80.2
1590664,25.7,96490.0,90.9,128.9,85.5
1590665,27.5,64360.0,136.9,96.6,93.5
1590666,61.0,34915.0,93.2,64.5,113.6
1590667,77.7,95293.0,124.6,69.5,113.0
1590668,38.7,68940.0,116.0,80.0,129.1
1590669,39.1,75536.0,106.3,81.4,89.5
1590670,53.7,64710.0,73.7,102.7,67.3
1590671,61.2,47520.0,95.6,84.8,111.4
1590672,73.9,51282.0,137.9,96.5,87.5
1590673,47.4,17953.0,143.9,67.8,134.1
1590674,72.4,38547.0,65.8,57.3,91.6
1590675,45.7,72034.0,135.8,79.2,82.9
1590676,51.7,28608.0,143.4,97.8,111.7
1590677,73.3,50549.0,108.1,74.3,93.9
1590678,37.3,27565.0,116.2,88.4,65.2
1590679,36.5,69936.0,129.8,101.8,87.7
1590680,35.1,47697.0,124.5,81.4,135.2
1590681,37.8,65258.0,108.9,129.7,71.3
1590682,46.5,52298.0,116.6,102.7,100.2
1590683,50.7,47185.0,90.8,112.1,67.9
1590684,41.9,59652.0,148.2,96.1,121.0
1590685,25.0,84953.0,105.7,100.3,146.1
1590686,34.5,86055.0,109.3,109.4,82.3
1590687,36.3,83920.0,78.3,108.7,77.5
1590688,34.0,60762.0,116.7,50.6,108.3
1590689,41.4,54761.0,63.9,105.3,124.6
1590690,53.2,84016.0,137.7,70.9,84.1
1590691,49.5,55823.0,102.9,70.3,97.9
1590692,37.0,37556.0,87.0,56.8,107.9
1590693,34.2,82948.0,128.7,114.4,84.4
1590694,24.5,53612.0,135.4,77.6,121.6
1590695,44.6,50377.0,159.8,114.9,78.1
1590696,51.6,23388.0,84.1,79.9,98.2
1590697,42.9,24783.0,100.5,70.8,98.5
1590698,34.5,74809.0,78.4,80.2,135.7
1590699,9.6,69840.0,127.1,100.3,66.0
1590700,46.3,92526.0,153.8,120.5,89.9
1590701,19.8,71920.0,112.7,71.6,85.0
1590702,31.1,49064.0,129.9,99.1,87.2
1590703,59.2,72537.0,87.3,87.5,105.5
1590704,28.2,64727.0,107.8,98.0,141.3
1590705,39.2,84990.0,164.5,128.5,111.2
1590706,50.3,63846.0,203.9,75.5,85.5
1590707,41.3,49908.0,131.2,114.0,140.8
1590708,69.0,94425.0,143.2,100.9,124.6
1590709,43.9,47742.0,39.2,100.3,63.1
1590710,46.1,82953.0,112.4,80.7,131.0
1590711,36.6,49716.0,146.1,56.0,148.9
1590712,36.3,65795.0,157.3,121.0,101.4
1590713,33.2,52070.0,134.8,120.5,134.6
1590714,49.2,80074.0,99.5,157.0,45.4
1590715,77.6,85217.0,153.8,61.6,59.1
1590716,47.4,77985.0,99.9,47.7,94.6
1590717,36.1,44144.0,68.0,104.0,95.1
1590718,47.7,75640.0,109.4,129.4,109.0
1590719,36.7,93352.0,109.7,86.2,120.1
1590720,37.8,73036.0,77.7,81.1,161.5
1590721,37.3,24617.0,51.6,86.7,112.7
1590722,58.8,71033.0,121.9,127.0,104.2
1590723,47.3,59549.0,145.2,87.2,94.0
1590724,32.2,67309.0,141.9,94.7,106.8
1590725,29.3,64939.0,174.4,120.9,121.5
1590726,41.4,53111.0,99.4,136.6,124.8
1590727,37.7,54989.0,83.4,39.3,100.7
1590728,42.8,64105.0,138.5,86.3,118.4
1590729,47.4,68110.0,107.5,86.3,82.8
1590730,67.3,85739.0,126.6,97.5,119.6
1590731,43.1,39618.0,133.2,115.1,101.2
1590732,40.2,58422.0,73.2,70.2,112.4
1590733,57.5,37751.0,105.8,108.2,116.5
1590734,56.5,68835.0,161.5,72.2,131.2
1590735,51.4,63513.0,98.8,100.2,45.8
1590736,42.1,35233.0,63.0,51.8,110.1
1590737,28.4,58586.0,148.0,119.6,95.2
1590738,49.0,81723.0,150.9,113.6,65.7
1590739,34.5,76346.0,143.1,122.2,84.8
1590740,60.5,64022.0,90.0,112.0,107.9
1590741,19.6,86136.0,148.9,52.4,93.1
1590742,59.2,28529.0,105.8,92.2,124.9
1590743,35.5,61034.0,134.1,141.6,111.1
1590744,59.6,27308.0,104.6,87.2,77.7
1590745,28.0,68447.0,91.5,59.0,92.1
1590746,62.1,34110.0,183.5,86.8,128.2
1590747,25.9,92544.0,92.6,167.2,78.1
1590748,37.4,64421.0,139.6,139.9,130.8
1590749,69.1,60378.0,36.4,66.5,130.7
1590750,67.9,59156.0,187.6,88.2,85.5
1590751,26.9,68367.0,149.8,114.9,88.4
1590752,61.0,76059.0,121.8,119.0,91.8
1590753,63.3,70573.0,151.6,89.5,92.5
1590754,45.7,43235.0,138.4,78.6,120.4
1590755,58.6,68500.0,129.9,140.7,48.4
1590756,35.4,56078.0,124.2,93.6,78.0
1590757,38.0,,206.5,85.3,124.2
1590758,62.1,60262.0,89.6,123.4,123.7
1590759,40.6,66860.0,114.9,96.6,79.6
1590760,44.5,69334.0,160.4,142.5,104.1
1590761,45.5,80594.0,212.1,77.0,63.3
1590762,43.9,60920.0,99.8,110.6,97.9
1590763,47.7,123609.0,130.8,100.0,107.2
1590764,68.7,44376.0,126.8,75.1,131.2
1590765,62.8,61768.0,136.8,101.1,141.7
1590766,56.6,74925.0,65.5,47.8,101.5
1590767,58.8,25524.0,171.2,81.4,79.0
1590768,42.6,38997.0,166.1,46.9,149.3
1590769,61.9,68895.0,157.6,92.4,129.9
1590770,45.6,,106.1,142.5,111.8
1590771,36.1,88966.0,112.2,114.8,99.3
1590772,54.6,26137.0,204.7,123.2,90.9
1590773,70.5,54348.0,112.9,107.5,89.7
1590774,56.3,104556.0,131.2,124.2,110.6
1590775,69.6,81534.0,108.2,91.6,45.6
1590776,38.4,63943.0,175.0,87.0,112.8
1590777,22.4,86295.0,126.1,100.6,99.3
1590778,37.2,72363.0,132.5,80.6,139.2
1590779,49.9,56842.0,69.7,84.9,111.7
1590780,37.1,66366.0,97.7,87.1,141.0
1590781,44.5,82506.0,131.3,102.6,84.5
1590782,64.9,75952.0,115.1,114.9,80.8
1590783,26.0,62967.0,180.3,129.2,83.0
1590784,60.9,76954.0,138.2,122.6,96.9
1590785,46.8,50888.0,155.4,112.5,67.7
1590786,49.3,65765.0,141.7,103.3,99.7
1590787,61.8,53332.0,153.9,123.7,133.2
1590788,33.2,38987.0,80.9,166.7,119.8
1590789,39.0,91189.0,125.8,95.0,125.8
1590790,54.3,56812.0,77.8,50.6,126.6
1590791,40.0,56139.0,82.5,89.8,106.6
1590792,51.2,32467.0,132.7,123.9,139.7
1590793,60.3,68213.0,116.7,111.8,95.5
1590794,55.7,74045.0,86.7,84.1,148.1
1590795,73.7,60531.0,131.6,106.0,85.3
1590796,41.5,40485.0,68.8,103.6,105.2
1590797,34.4,61608.0,122.0,48.2,73.5
1590798,47.2,52368.0,159.9,59.8,102.9
1590799,59.0,60454.0,76.7,119.4,114.7
1590800,45.2,43177.0,163.8,95.0,127.4
1590801,46.7,74255.0,105.3,114.0,92.7
1590802,34.2,33389.0,143.0,110.7,103.7
1590803,40.5,15000.0,161.8,127.2,104.1
1590804,58.1,66252.0,163.6,130.8,117.9
1590805,45.9,82423.0,73.1,100.8,70.0
1590806,44.6,43500.0,85.6,55.3,95.8
1590807,29.7,49021.0,59.4,70.3,148.3
1590808,40.5,50056.0,84.8,109.4,107.7
1590809,39.0,79293.0,149.1,103.7,95.1
1590810,39.8,75961.0,115.5,55.2,110.8
1590811,51.9,77415.0,91.4,85.8,104.6
1590812,63.2,54921.0,126.8,96.0,130.9
1590813,60.4,46436.0,128.6,115.6,88.4
1590814,73.3,86851.0,59.7,55.9,82.6
1590815,23.8,88224.0,175.1,84.8,120.4
1590816,54.9,51474.0,161.1,74.7,84.9
1590817,25.2,,77.8,114.8,104.0
1590818,32.7,69541.0,151.1,137.9,99.9
1590819,36.2,60027.0,116.2,99.7,82.4
1590820,14.2,75432.0,129.1,67.6,46.3
1590821,34.8,53506.0,91.7,83.1,79.1
1590822,39.4,75423.0,118.8,124.7,125.5
1590823,68.1,67617.0,135.8,141.7,72.9
1590824,41.2,37890.0,124.4,94.7,95.5
1590825,54.5,76489.0,165.2,147.2,133.3
1590826,49.3,103387.0,158.5,93.9,82.3
1590827,54.3,70920.0,122.7,122.1,105.6
1590828,40.5,69126.0,97.5,92.4,136.7
1590829,50.0,52938.0,140.9,91.6,111.0
1590830,53.2,25777.0,149.3,95.5,106.5
1590831,42.2,65446.0,117.1,145.0,103.3
1590832,53.7,50666.0,116.0,114.2,126.2
1590833,50.3,81206.0,76.8,127.3,75.7
1590834,61.1,77271.0,124.1,90.8,134.1
1590835,52.2,52617.0,161.1,95.5,107.9
1590836,26.2,40834.0,158.9,116.3,151.1
1590837,47.9,61363.0,167.7,107.0,93.2
1590838,39.4,63965.0,85.7,86.7,112.3
1590839,43.6,64459.0,112.0,99.5,128.5
1590840,64.6,69236.0,81.8,79.0,60.3
1590841,26.2,81663.0,171.8,92.1,116.4
1590842,36.2,77762.0,105.5,110.4,41.5
1590843,26.7,16820.0,130.9,136.2,120.7
1590844,39.1,68563.0,96.7,110.2,123.3
1590845,66.4,70116.0,111.1,86.9,119.5
1590846,46.1,78526.0,177.2,111.3,81.8
1590847,66.2,71426.0,117.1,108.6,114.7
1590848,53.4,70908.0,66.6,110.5,87.6
1590849,61.5,92238.0,51.6,107.7,125.3
1590850,73.3,50014.0,126.3,96.5,76.2
1590851,40.8,60697.0,102.9,85.0,110.5
1590852,54.5,73720.0,139.1,64.7,69.0
1590853,51.0,64349.0,115.6,75.1,103.1
1590854,86.8,72143.0,97.6,83.1,110.4
1590855,65.9,42259.0,128.4,104.4,88.7
1590856,41.3,79081.0,153.3,115.7,87.2
1590857,47.6,59408.0,167.6,61.9,116.9
1590858,66.0,62883.0,126.3,98.8,89.3
1590859,72.8,70817.0,125.9,71.5,66.7
1590860,64.5,44167.0,111.1,85.2,144.9
1590861,72.4,42054.0,116.4,75.3,103.9
1590862,54.9,57606.0,104.6,63.6,106.1
1590863,36.6,87854.0,133.4,89.2,95.9
1590864,14.8,64195.0,136.5,93.6,118.1
1590865,33.0,,133.8,122.4,91.4
1590866,36.4,87080.0,120.9,107.5,116.1
1590867,42.2,57154.0,111.4,100.8,103.8
1590868,56.9,54338.0,85.9,99.9,117.4
1590869,54.9,82918.0,135.6,151.9,115.7
1590870,44.6,74365.0,70.4,81.2,101.4
1590871,53.0,81787.0,150.6,81.1,137.9
1590872,54.6,74960.0,150.2,60.6,133.2
1590873,40.4,52690.0,128.2,79.8,47.7
1590874,39.8,70869.0,75.6,83.7,89.8
1590875,44.1,98389.0,111.9,63.3,95.1
1590876,43.1,33949.0,109.9,108.0,135.9
1590877,73.1,64700.0,162.8,65.4,73.3
1590878,58.2,52368.0,128.8,128.7,116.6
1590879,44.0,98325.0,174.1,93.6,123.2
1590880,30.9,81295.0,155.4,64.2,110.4
1590881,33.1,64814.0,160.6,150.5,67.4
1590882,28.2,63987.0,107.1,73.9,130.2
1590883,43.9,66161.0,131.3,121.0,136.8
1590884,40.0,38247.0,104.7,44.6,109.2
1590885,80.0,44819.0,154.7,67.8,67.4
1590886,44.1,66313.0,117.5,128.1,95.8
1590887,40.8,58976.0,83.0,119.9,48.2
1590888,52.0,55558.0,147.1,96.9,43.9
1590889,58.2,76848.0,131.5,108.9,72.1
1590890,69.2,119845.0,115.0,120.0,82.8
1590891,28.9,87651.0,130.5,90.5,118.6
1590892,76.9,64154.0,91.2,79.6,134.9
1590893,32.0,76991.0,85.0,31.2,68.4
1590894,53.1,45285.0,106.3,119.0,90.7
1590895,34.9,59440.0,135.4,117.0,50.1
1590896,56.8,65535.0,125.1,51.9,127.9
1590897,62.2,55223.0,145.0,100.3,124.0
1590898,43.6,91962.0,48.0,91.5,92.6
1590899,60.4,58992.0,147.0,126.6,71.8
1590900,67.5,104146.0,69.7,84.9,67.1
1590901,28.1,75196.0,182.2,90.1,119.6
1590902,63.3,33729.0,125.9,70.6,120.0
1590903,18.1,47517.0,124.3,144.7,123.0
1590904,48.4,73895.0,108.5,89.0,123.1
1590905,66.0,71571.0,87.9,102.0,101.4
1590906,35.4,109311.0,100.7,68.3,43.2
1590907,36.9,71788.0,167.2,132.2,87.8
1590908,16.7,56980.0,121.3,93.7,101.5
1590909,37.3,92355.0,93.3,95.1,106.0
1590910,62.4,92790.0,79.8,127.9,85.5
1590911,57.1,86401.0,100.9,62.8,97.3
1590912,35.8,62682.0,138.3,159.7,113.6
1590913,40.3,82780.0,150.1,157.9,121.5
1590914,67.3,73066.0,82.0,75.7,107.5
1590915,51.4,74022.0,166.8,101.9,95.5
1590916,66.0,30149.0,157.8,99.4,105.8
1590917,29.2,77638.0,149.0,113.6,85.7
1590918,60.5,55970.0,101.5,106.8,87.6
1590919,29.8,69661.0,111.8,87.0,126.8
1590920,59.0,42442.0,153.2,167.2,105.5
1590921,47.9,79823.0,159.6,114.1,48.6
1590922,43.6,44082.0,87.0,94.0,76.3
1590923,42.3,,127.9,118.5,85.5
1590924,70.6,50956.0,134.7,92.7,115.2
1590925,33.9,54478.0,141.7,90.8,100.3
1590926,33.4,36353.0,146.4,83.5,118.4
1590927,53.6,45289.0,120.9,88.5,64.3
1590928,64.4,85521.0,116.0,96.0,108.3
1590929,61.1,70498.0,125.7,104.7,83.9
1590930,35.8,62609.0,124.2,93.0,120.2
1590931,12.2,60685.0,128.5,99.3,81.4
1590932,39.6,75137.0,113.3,121.2,132.7
1590933,56.9,73053.0,186.0,98.4,105.9
1590934,31.3,94761.0,119.7,79.1,108.7
1590935,66.9,66615.0,97.7,104.2,103.6
1590936,41.8,100692.0,158.3,96.9,99.2
1590937,48.6,,157.3,127.7,102.2
1590938,39.1,69792.0,125.6,121.5,123.5
1590939,39.0,48681.0,137.5,70.4,54.3
1590940,44.9,85194.0,143.5,107.9,118.7
1590941,49.1,58404.0,102.5,48.7,112.9
1590942,51.1,36132.0,118.4,66.1,107.8
1590943,49.9,87528.0,92.7,138.7,138.6
1590944,48.4,41057.0,130.3,80.0,178.6
1590945,35.2,37673.0,129.4,143.1,80.7
1590946,54.4,61835.0,108.1,78.7,72.7
1590947,62.2,63651.0,126.5,73.6,103.3
1590948,42.7,64122.0,153.6,64.3,85.9
1590949,54.5,100443.0,149.9,129.5,81.7
1590950,57.9,32247.0,95.1,113.5,113.4
1590951,35.8,84284.0,135.7,108.7,96.1
1590952,42.2,76924.0,120.9,72.9,132.9
1590953,37.2,102892.0,120.9,104.0,73.0
1590954,27.6,33231.0,127.1,75.6,108.1
1590955,51.4,52935.0,84.6,89.4,111.7
1590956,50.7,59818.0,121.4,82.5,121.1
1590957,62.9,62176.0,89.3,126.6,30.8
1590958,26.1,61760.0,104.9,125.4,111.1
1590959,43.5,67781.0,110.7,117.6,76.2
1590960,49.0,75470.0,134.2,130.0,130.7
1590961,38.5,69769.0,94.1,102.5,78.0
1590962,57.5,72144.0,87.6,121.1,111.5
1590963,44.9,78800.0,145.1,81.0,64.1
1590964,49.7,63769.0,186.8,65.2,120.1
1590965,18.8,63574.0,135.1,114.5,56.2
1590966,39.3,63191.0,150.7,138.6,99.8
1590967,35.0,87265.0,177.1,114.5,114.5
1590968,61.6,52792.0,134.8,50.8,64.5
1590969,55.5,31519.0,108.8,118.0,127.1
1590970,28.5,88723.0,77.4,72.8,82.1
1590971,29.3,52285.0,133.0,122.8,122.0
1590972,40.4,67237.0,108.8,90.9,64.3
1590973,33.2,84430.0,172.0,87.4,100.0
1590974,53.6,57167.0,105.0,109.4,95.5
1590975,74.7,25018.0,142.9,147.6,111.0
1590976,52.1,73236.0,94.0,85.5,88.0
1590977,40.8,69457.0,144.2,130.9,116.9
1590978,47.1,49181.0,86.1,97.9,118.6
1590979,14.7,54406.0,147.4,125.7,119.7
1590980,35.1,99857.0,114.8,89.2,80.4
1590981,33.8,53062.0,106.1,80.3,100.2
1590982,47.8,72724.0,70.1,143.7,44.9
1590983,23.0,107833.0,97.1,64.9,109.8
1590984,60.5,80411.0,84.5,100.3,105.4
1590985,45.1,85549.0,146.5,119.1,97.2
1590986,16.7,57255.0,89.9,97.1,118.8
1590987,30.4,77364.0,148.0,54.6,124.5
1590988,30.1,75007.0,126.7,154.8,79.4
1590989,37.8,30915.0,141.5,78.6,141.5
1590990,52.8,55937.0,86.8,115.0,98.9
1590991,26.6,17416.0,75.2,63.3,106.4
1590992,36.7,51046.0,118.6,81.4,103.8
1590993,43.1,52965.0,110.5,109.6,89.0
1590994,37.0,48253.0,100.7,123.2,115.8
1590995,58.0,65809.0,161.2,108.1,77.8
1590996,54.6,74620.0,95.8,125.9,100.7
1590997,34.4,66163.0,127.2,99.7,109.1
1590998,31.9,53732.0,131.6,106.1,65.0
1590999,61.8,53186.0,79.0,83.5,121.9
1591000,51.9,82897.0,123.4,150.4,114.9
