ProjectID,ProjectBudget_K,RequiredSkillsCount,FreelancerRating,MatchingTimeHours,CompletionOnTime
1440633,44.1,63.8,81.7,6.1,1
1440634,56.2,122.8,134.1,,0
1440635,96.4,151.7,119.6,1.0,0
1440636,85.7,114.0,79.6,4.2,0
1440637,82.3,158.1,54.2,1.6,0
1440638,80.4,102.6,83.7,8.4,1
1440639,52.9,99.7,68.1,1.0,1
1440640,109.7,46.0,84.5,3.8,0
1440641,82.2,134.7,97.1,51.0,1
1440642,61.0,138.5,115.2,25.3,0
1440643,43.7,134.4,149.5,43.4,0
1440644,116.4,97.9,58.9,30.6,1
1440645,98.5,144.5,92.1,7.1,1
1440646,67.1,109.9,104.6,15.1,0
1440647,56.5,91.2,111.3,35.8,1
1440648,87.0,67.4,100.8,2.5,0
1440649,78.3,59.1,82.7,40.6,1
1440650,49.3,99.4,67.3,4.1,1
1440651,115.1,70.0,65.7,34.8,0
1440652,110.6,119.8,91.4,1.0,1
1440653,66.3,130.4,95.9,27.3,1
1440654,87.9,119.9,70.4,24.2,1
1440655,85.7,130.3,96.8,1.0,1
1440656,80.2,106.0,107.7,25.0,1
1440657,51.1,97.6,151.2,32.3,0
1440658,87.6,123.0,106.3,50.8,1
1440659,55.7,150.9,84.5,61.8,1
1440660,77.2,93.6,105.6,3.0,0
1440661,49.5,117.1,82.6,15.5,1
1440662,81.1,103.6,97.4,10.6,1
1440663,83.6,109.0,87.0,6.9,1
1440664,101.7,163.1,58.6,22.0,1
1440665,71.4,48.2,123.9,4.2,0
1440666,54.5,113.4,114.3,24.5,0
1440667,52.5,78.0,101.1,3.7,1
1440668,84.6,97.9,74.6,41.9,1
1440669,81.1,131.1,94.8,39.5,0
1440670,58.7,94.8,106.0,52.9,1
1440671,77.0,120.2,106.0,14.5,0
1440672,55.4,94.9,116.8,17.0,0
1440673,78.3,102.9,104.1,19.5,1
1440674,69.5,116.9,88.8,1.4,0
1440675,52.6,99.3,77.9,10.6,1
1440676,54.1,101.1,101.1,8.7,0
1440677,50.5,64.6,136.7,6.2,0
1440678,88.4,64.9,101.4,26.7,1
1440679,84.1,126.9,125.6,60.9,0
1440680,87.0,110.9,143.3,5.8,0
1440681,107.0,128.5,152.1,8.2,0
1440682,103.8,47.0,93.8,5.0,0
1440683,64.6,97.1,102.3,13.3,1
1440684,88.1,101.2,102.4,8.5,0
1440685,57.5,85.8,101.7,12.1,0
1440686,64.2,93.3,114.1,8.4,0
1440687,73.7,119.2,107.1,9.9,0
1440688,95.4,118.7,84.9,2.4,0
1440689,71.4,45.4,92.5,14.8,0
1440690,81.5,123.2,95.0,40.4,1
1440691,78.8,45.4,132.0,1.0,0
1440692,75.2,117.2,104.4,28.2,0
1440693,117.8,119.0,104.0,8.5,0
1440694,95.3,76.1,115.2,6.8,1
1440695,71.0,119.6,88.8,1.0,1
1440696,107.4,94.2,139.8,1.0,0
1440697,72.9,138.1,108.7,11.5,0
1440698,44.1,139.1,119.7,9.0,0
1440699,71.2,63.1,78.7,3.5,1
1440700,71.0,110.1,69.4,1.6,0
1440701,96.3,77.3,45.5,12.9,1
1440702,82.3,90.2,88.8,8.9,1
1440703,65.3,107.2,125.2,17.3,0
1440704,70.0,85.8,131.0,28.9,0
1440705,81.1,111.3,90.6,1.4,0
1440706,77.2,137.5,142.9,18.7,0
1440707,94.1,75.1,111.2,46.4,0
1440708,92.2,78.6,81.0,3.9,1
1440709,67.5,38.5,129.9,25.5,1
1440710,65.8,89.0,90.8,5.2,1
1440711,47.3,129.1,103.7,8.8,0
1440712,68.5,142.5,92.7,17.2,1
1440713,61.3,115.3,115.5,,0
1440714,76.2,138.8,100.4,17.8,1
1440715,69.1,124.8,171.8,7.2,1
1440716,52.6,120.9,67.3,13.3,1
1440717,52.2,30.6,88.1,4.2,1
1440718,38.2,122.5,84.3,7.4,0
1440719,85.6,67.9,64.1,7.9,0
1440720,111.0,83.8,70.2,16.9,1
1440721,125.1,92.8,110.1,9.8,1
1440722,44.6,86.5,131.8,4.8,0
1440723,40.2,131.0,82.7,1.5,1
1440724,98.5,89.8,150.7,25.6,0
1440725,83.5,81.0,86.4,6.5,1
1440726,63.7,93.5,146.1,11.2,0
1440727,96.9,82.0,107.7,9.1,0
1440728,120.8,61.8,103.3,52.6,0
1440729,71.2,64.4,101.9,11.1,0
1440730,99.8,118.6,71.2,25.0,1
1440731,85.9,93.3,129.4,62.0,0
1440732,71.9,108.8,46.1,1.0,1
1440733,56.9,81.5,118.0,6.1,0
1440734,52.0,106.6,79.1,6.2,1
1440735,98.0,93.2,116.5,9.8,0
1440736,80.8,90.1,84.1,2.7,1
1440737,99.4,71.5,79.0,42.0,1
1440738,56.0,78.7,91.8,30.6,1
1440739,109.7,98.2,99.8,10.4,0
1440740,65.8,128.6,112.7,1.9,0
1440741,59.9,152.0,71.9,5.0,1
1440742,100.2,88.3,81.3,7.5,1
1440743,70.4,120.4,119.1,23.4,0
1440744,72.3,119.9,74.8,14.6,0
1440745,88.6,121.5,122.8,,0
1440746,76.6,120.5,114.0,40.4,1
1440747,72.9,25.8,103.3,4.4,0
1440748,89.3,91.3,89.4,2.7,0
1440749,73.2,142.4,98.6,7.7,1
1440750,86.6,56.3,116.8,60.0,0
1440751,69.6,96.6,113.1,11.8,0
1440752,62.7,88.6,119.1,10.8,0
1440753,88.6,105.9,83.1,15.0,1
1440754,72.4,89.9,131.7,27.7,0
1440755,61.5,106.8,79.7,17.4,0
1440756,56.3,111.9,62.2,11.4,1
1440757,116.9,99.2,43.5,5.2,1
1440758,76.3,66.5,103.2,21.3,0
1440759,105.2,93.6,84.8,2.5,1
1440760,67.8,69.1,152.6,19.5,0
1440761,66.5,75.6,128.8,29.6,0
1440762,99.3,123.2,69.2,16.3,0
1440763,52.8,100.6,147.8,11.7,0
1440764,108.2,86.3,121.8,7.9,0
1440765,73.5,117.5,114.7,7.3,1
1440766,64.7,79.4,90.8,30.3,0
1440767,60.0,44.0,90.6,38.6,1
1440768,71.5,102.5,97.1,7.8,0
1440769,47.5,87.5,114.7,12.7,0
1440770,53.8,77.9,84.5,12.3,1
1440771,83.3,120.5,86.8,16.9,1
1440772,86.0,92.0,88.4,4.2,1
1440773,140.6,114.8,104.1,9.4,0
1440774,89.7,102.4,100.9,9.2,0
1440775,41.4,97.5,75.5,17.9,1
1440776,75.2,87.3,134.6,15.9,0
1440777,61.0,78.2,129.4,32.8,0
1440778,38.0,82.4,115.9,39.1,0
1440779,95.8,110.5,59.5,8.6,0
1440780,72.6,92.6,98.5,4.6,0
1440781,73.6,49.0,82.1,11.5,1
1440782,76.8,133.4,133.9,36.8,0
1440783,76.7,84.1,119.7,16.2,0
1440784,93.1,56.3,197.4,40.1,0
1440785,48.6,105.8,72.9,14.2,1
1440786,44.2,124.5,134.4,11.9,0
1440787,75.0,105.0,74.9,35.0,1
1440788,61.2,126.7,107.5,1.0,0
1440789,66.9,85.6,132.9,7.0,0
1440790,97.0,119.2,110.2,8.8,0
1440791,76.7,77.9,109.1,1.1,0
1440792,40.1,106.0,99.0,47.5,1
1440793,62.8,75.0,64.4,25.5,1
1440794,98.2,85.4,75.3,3.9,1
1440795,68.6,135.6,124.5,11.6,0
1440796,99.4,97.7,80.8,30.2,1
1440797,55.4,129.4,61.3,7.1,1
1440798,79.6,66.2,125.3,25.4,1
1440799,96.5,110.4,69.0,6.1,1
1440800,85.7,30.7,77.8,35.6,1
1440801,54.4,135.5,117.4,2.9,1
1440802,128.8,122.8,112.9,12.7,0
1440803,84.7,130.4,92.6,1.0,0
1440804,42.1,84.0,120.6,29.7,0
1440805,68.8,102.8,96.0,4.7,0
1440806,52.9,143.7,121.6,26.4,1
1440807,60.1,90.0,92.6,26.2,1
1440808,79.8,72.5,70.3,7.0,1
1440809,62.6,47.1,140.0,33.4,0
1440810,61.0,56.1,127.7,1.0,0
1440811,52.1,93.7,105.0,1.0,0
1440812,64.1,122.8,126.1,14.2,0
1440813,82.5,119.2,110.4,18.2,0
1440814,54.8,94.6,115.0,11.9,0
1440815,61.0,117.4,113.8,19.5,0
1440816,82.4,128.7,162.1,15.7,0
1440817,65.9,97.1,135.8,20.8,1
1440818,59.1,78.8,58.7,32.8,1
1440819,64.0,115.1,113.4,5.1,0
1440820,70.1,119.8,65.5,27.7,1
1440821,75.9,91.3,110.8,13.7,0
1440822,56.1,124.6,88.4,6.5,0
1440823,95.6,122.4,103.8,39.8,0
1440824,76.9,73.5,95.2,1.2,0
1440825,96.2,94.9,136.3,2.9,0
1440826,59.8,109.6,96.3,22.5,0
1440827,67.1,118.7,100.5,7.5,0
1440828,70.5,112.8,121.9,2.3,1
1440829,74.0,124.9,78.1,13.6,1
1440830,64.6,58.7,73.7,5.2,1
1440831,78.0,82.1,108.1,31.2,1
1440832,74.5,103.2,87.8,5.3,1
1440833,88.1,79.0,76.8,11.1,1
1440834,95.4,135.8,120.8,39.6,0
1440835,43.6,122.0,101.5,13.9,0
1440836,80.1,83.5,93.2,27.3,1
1440837,102.3,108.9,111.5,33.1,0
1440838,55.2,125.7,137.4,8.3,0
1440839,80.1,86.4,166.6,9.5,0
1440840,48.5,84.3,72.4,27.5,1
1440841,47.4,73.5,87.2,4.1,1
1440842,70.8,132.0,87.8,19.5,0
1440843,81.8,110.6,115.6,5.3,0
1440844,43.5,111.4,105.4,18.7,0
1440845,74.5,66.8,106.4,2.1,0
1440846,82.0,67.1,68.6,1.6,1
1440847,85.1,129.1,89.2,21.4,1
1440848,66.5,61.4,68.4,2.2,0
1440849,57.0,111.4,48.3,60.3,0
1440850,84.4,90.4,107.9,10.9,0
1440851,74.5,87.4,68.0,14.6,0
1440852,102.5,35.7,136.6,6.2,0
1440853,76.4,127.2,83.5,19.5,1
1440854,71.6,117.2,71.0,2.9,1
1440855,100.8,109.8,95.6,23.1,1
1440856,42.2,113.5,125.6,1.0,1
1440857,53.0,97.0,72.0,1.0,1
1440858,89.9,82.9,124.8,4.3,0
1440859,66.1,103.7,99.2,19.2,1
1440860,85.7,81.5,64.8,1.0,1
1440861,62.0,110.0,89.9,2.3,1
1440862,20.6,128.1,96.2,4.1,0
1440863,82.6,41.5,93.6,12.8,0
1440864,66.1,91.6,54.0,1.0,1
1440865,105.7,58.7,98.0,18.8,0
1440866,52.5,97.9,113.2,1.8,0
1440867,74.8,51.1,117.2,42.1,1
1440868,35.7,59.7,73.3,57.4,1
1440869,79.4,73.3,101.9,9.9,0
1440870,105.7,106.5,95.5,44.3,1
1440871,33.8,130.3,110.0,10.4,0
1440872,70.8,103.5,64.3,7.4,1
1440873,33.8,118.9,49.6,21.3,1
1440874,81.8,81.6,70.8,24.7,1
1440875,49.7,92.2,106.0,4.5,1
1440876,68.4,88.7,84.3,8.1,1
1440877,94.9,88.1,119.9,17.6,0
1440878,90.5,123.0,110.4,3.1,1
1440879,103.3,88.3,81.2,7.0,1
1440880,94.8,101.3,84.9,5.3,0
1440881,81.3,85.2,92.4,5.1,1
1440882,36.7,112.1,167.7,32.0,0
1440883,95.1,71.1,70.8,1.0,1
1440884,55.8,40.6,66.0,1.0,1
1440885,58.0,109.2,119.3,2.7,0
1440886,92.2,97.1,100.9,6.9,0
1440887,76.3,91.9,97.3,2.3,0
1440888,72.9,116.2,147.6,24.9,0
1440889,61.0,107.1,101.0,8.2,0
1440890,73.5,108.4,78.9,22.7,1
1440891,73.1,91.3,112.3,65.6,1
1440892,53.8,98.8,96.8,2.7,0
1440893,105.0,103.5,81.0,1.0,0
1440894,87.4,132.1,101.4,2.5,1
1440895,68.2,80.9,99.6,3.3,0
1440896,47.4,148.2,149.3,55.0,0
1440897,73.3,154.1,115.0,16.7,0
1440898,85.9,129.6,46.5,11.0,1
1440899,67.3,108.1,110.3,12.6,0
1440900,61.3,111.8,54.5,51.4,1
1440901,61.7,69.1,101.8,26.5,1
1440902,90.8,78.1,105.7,28.2,0
1440903,65.5,82.2,115.4,6.5,0
1440904,105.8,123.5,72.3,5.2,1
1440905,103.3,108.9,128.7,1.8,0
1440906,96.8,109.4,90.6,11.4,0
1440907,86.5,112.4,112.3,1.0,0
1440908,87.5,83.5,90.7,12.4,1
1440909,44.7,61.9,113.0,3.9,1
1440910,55.7,77.8,83.2,1.0,1
1440911,91.3,116.7,126.4,1.0,0
1440912,93.0,136.0,109.1,9.1,0
1440913,97.5,95.2,98.9,2.0,1
1440914,66.8,147.0,118.8,38.7,0
1440915,55.1,112.1,146.8,3.5,0
1440916,59.6,105.0,80.8,2.0,1
1440917,73.0,46.3,132.1,32.7,0
1440918,107.7,100.8,109.9,11.3,0
1440919,84.2,129.3,73.2,23.0,0
1440920,60.5,91.6,51.0,44.8,1
1440921,102.0,114.9,74.6,23.4,1
1440922,95.6,107.6,96.7,5.6,1
1440923,88.2,93.0,105.7,2.0,0
1440924,85.2,146.2,102.3,2.7,0
1440925,67.0,107.7,108.4,14.9,0
1440926,72.7,78.8,92.8,9.9,0
1440927,63.7,80.1,104.2,3.5,0
1440928,94.1,109.5,89.4,10.7,1
1440929,80.2,91.0,69.8,67.5,1
1440930,81.1,94.7,120.7,7.6,0
1440931,66.0,39.9,132.4,2.6,0
1440932,73.1,99.6,100.0,13.8,0
1440933,61.4,115.0,96.5,5.2,0
1440934,73.0,74.4,153.7,8.3,1
1440935,67.0,103.1,133.9,15.9,0
1440936,74.5,110.8,111.8,1.2,1
1440937,72.0,102.3,76.2,22.9,1
1440938,63.6,89.0,70.1,,1
1440939,80.1,107.4,68.5,59.1,1
1440940,74.3,74.4,91.5,41.5,1
1440941,62.0,93.8,103.2,38.1,0
1440942,76.0,111.0,116.3,1.3,1
1440943,66.6,96.8,60.0,3.1,1
1440944,44.6,122.8,65.5,4.9,0
1440945,53.0,117.8,100.2,26.1,0
1440946,71.8,98.8,130.7,1.0,0
1440947,64.5,140.4,67.3,4.1,0
1440948,44.0,87.4,82.7,1.0,1
1440949,52.9,59.7,114.5,5.1,0
1440950,51.8,93.4,88.2,18.1,1
1440951,104.7,129.9,92.8,10.9,0
1440952,101.9,75.2,127.6,34.0,1
1440953,108.7,103.4,94.2,5.9,0
1440954,84.1,109.5,130.6,4.5,0
1440955,52.8,108.6,55.4,45.2,1
1440956,98.9,78.5,96.8,24.1,1
1440957,82.6,112.3,97.7,19.8,1
1440958,57.5,88.0,99.3,12.2,0
1440959,97.7,109.2,105.3,1.6,1
1440960,97.8,107.5,68.7,4.2,1
1440961,68.8,89.3,129.8,52.7,1
1440962,91.7,105.3,112.3,1.7,0
1440963,103.0,90.8,65.7,12.5,1
1440964,103.0,91.7,129.7,6.1,0
1440965,75.7,102.3,141.1,8.4,0
1440966,80.7,98.8,164.6,17.4,1
1440967,86.0,83.9,125.6,1.0,0
1440968,78.2,145.9,67.7,,1
1440969,56.3,92.4,90.9,55.0,1
1440970,79.8,74.7,69.2,3.4,1
1440971,101.5,121.8,79.8,4.0,1
1440972,64.7,119.1,85.4,22.5,1
1440973,66.0,150.5,75.9,121.8,1
1440974,71.2,92.0,133.4,15.3,0
1440975,65.2,81.7,95.3,7.9,0
1440976,71.0,100.1,68.2,23.8,1
1440977,87.9,122.1,65.1,45.0,1
1440978,90.8,95.9,78.9,22.3,0
1440979,89.5,108.7,116.3,35.6,0
1440980,86.6,69.5,149.7,4.3,0
1440981,76.6,86.0,82.5,19.3,1
1440982,70.0,61.0,119.7,16.8,1
1440983,87.5,73.5,122.0,20.7,0
1440984,79.6,62.8,109.5,2.8,0
1440985,65.8,109.8,124.7,4.0,0
1440986,104.4,90.0,93.6,34.5,1
1440987,53.5,82.7,90.3,1.0,0
1440988,108.1,113.1,76.3,15.0,0
1440989,71.0,81.3,93.9,9.2,1
1440990,84.7,57.4,110.7,11.2,0
1440991,97.1,105.2,114.0,26.0,0
1440992,87.8,91.6,92.7,2.8,1
1440993,45.2,109.4,98.7,16.7,1
1440994,70.6,100.0,101.4,24.4,1
1440995,34.8,121.0,115.0,30.9,1
1440996,69.2,63.4,112.6,,0
1440997,97.1,78.8,115.4,13.9,0
1440998,52.9,114.6,92.6,5.3,1
1440999,50.9,102.7,109.7,1.0,0
1441000,75.9,95.7,107.0,13.6,0
