FlightID,WindSpeedKmh,PayloadWeight_Kg,FlightRangeRemaining_Km,VoltageDrop_Volts,MissionAborted
1400580,12.3,93.1,19.3,20.0,148.7
1400581,14.3,93.7,11.4,26.0,103.0
1400582,10.6,131.8,13.5,49.0,127.4
1400583,15.7,36.0,5.9,55.0,87.4
1400584,10.6,80.2,7.1,42.0,133.5
1400585,11.8,88.1,7.8,19.0,147.6
1400586,11.3,59.4,11.0,30.0,86.3
1400587,15.7,95.6,11.8,49.0,124.8
1400588,15.5,101.4,11.7,47.0,92.9
1400589,7.6,74.4,8.1,32.0,71.0
1400590,13.7,42.3,2.8,53.0,60.7
1400591,10.2,97.8,1.7,21.0,67.4
1400592,4.9,107.5,1.5,49.0,135.5
1400593,15.0,101.9,6.5,43.0,83.9
1400594,15.5,103.1,4.9,60.0,62.7
1400595,23.9,87.2,10.2,60.0,98.0
1400596,9.1,126.4,5.8,35.0,66.6
1400597,11.0,121.6,6.4,60.0,103.3
1400598,6.9,85.9,10.1,40.0,83.3
1400599,14.1,79.7,26.3,47.0,100.4
1400600,11.3,102.6,9.3,31.0,71.7
1400601,8.8,93.3,1.7,14.0,107.8
1400602,20.2,104.6,7.1,68.0,48.6
1400603,9.9,78.3,,18.0,71.9
1400604,7.6,125.6,9.9,40.0,74.2
1400605,8.1,84.3,21.1,60.0,104.9
1400606,15.3,116.4,14.1,41.0,124.3
1400607,8.9,82.8,9.0,42.0,99.5
1400608,9.3,118.6,0.8,37.0,62.5
1400609,8.6,119.6,5.6,37.0,116.8
1400610,18.4,95.3,0.6,20.0,75.4
1400611,22.6,100.8,30.1,57.0,109.1
1400612,17.6,93.3,15.7,18.0,89.2
1400613,6.5,87.3,2.0,43.0,107.2
1400614,11.5,88.7,5.0,23.0,99.9
1400615,10.6,111.6,9.2,35.0,98.4
1400616,13.7,132.8,6.4,33.0,128.8
1400617,13.5,122.2,8.4,47.0,98.0
1400618,9.4,93.6,7.6,43.0,130.6
1400619,18.0,105.1,6.3,43.0,137.8
1400620,17.3,149.2,1.6,44.0,98.7
1400621,5.5,119.6,28.4,30.0,107.1
1400622,10.7,118.4,5.2,53.0,109.0
1400623,7.1,119.8,18.4,36.0,107.5
1400624,1.0,139.1,6.5,53.0,128.8
1400625,12.9,93.2,6.8,48.0,67.3
1400626,19.4,89.6,5.4,23.0,64.9
1400627,16.4,51.0,2.8,43.0,67.0
1400628,11.7,106.1,4.2,49.0,98.2
1400629,12.2,92.9,7.9,37.0,112.6
1400630,9.4,92.7,2.7,17.0,76.3
1400631,10.9,138.1,1.0,42.0,81.7
1400632,13.2,117.7,3.5,58.0,108.6
1400633,18.4,80.8,26.2,62.0,58.7
1400634,11.1,148.6,5.3,31.0,60.2
1400635,5.5,59.4,12.8,31.0,88.1
1400636,15.4,73.4,0.7,47.0,112.2
1400637,21.0,59.8,9.1,46.0,119.5
1400638,13.2,146.3,3.5,67.0,100.4
1400639,13.1,104.1,15.9,29.0,134.4
1400640,11.1,89.4,12.3,47.0,131.5
1400641,18.3,91.0,3.0,32.0,147.4
1400642,16.2,88.9,1.7,31.0,68.8
1400643,15.7,55.8,7.1,31.0,78.7
1400644,14.4,90.9,11.4,64.0,109.0
1400645,6.7,94.8,6.0,62.0,63.1
1400646,14.9,110.2,14.0,40.0,76.8
1400647,14.0,110.9,1.8,57.0,100.5
1400648,8.3,87.3,4.1,20.0,79.4
1400649,12.6,102.0,,69.0,123.5
1400650,9.1,133.8,5.7,26.0,115.9
1400651,23.0,96.5,6.4,42.0,93.1
1400652,15.1,83.2,19.4,31.0,138.0
1400653,13.0,105.0,1.4,55.0,110.6
1400654,6.8,99.4,4.6,32.0,93.5
1400655,9.7,113.7,6.9,30.0,103.8
1400656,1.1,125.1,13.8,22.0,116.4
1400657,10.8,113.3,6.4,33.0,67.9
1400658,14.1,125.9,11.1,76.0,99.5
1400659,4.8,121.7,6.8,35.0,112.6
1400660,16.3,21.4,5.3,28.0,111.0
1400661,21.6,139.6,1.1,56.0,139.6
1400662,9.5,150.8,10.8,30.0,69.8
1400663,13.6,77.1,0.9,39.0,70.8
1400664,6.9,111.7,23.7,22.0,108.3
1400665,10.6,100.3,2.2,36.0,75.3
1400666,5.6,118.7,0.2,37.0,64.5
1400667,19.6,140.5,7.5,48.0,124.0
1400668,17.9,80.2,2.4,35.0,111.0
1400669,1.0,124.6,3.3,13.0,114.0
1400670,20.9,146.6,4.7,50.0,87.0
1400671,9.3,114.6,7.5,51.0,128.6
1400672,13.2,63.6,0.3,49.0,162.9
1400673,10.8,92.1,2.1,52.0,42.2
1400674,9.2,80.6,5.1,39.0,52.3
1400675,9.2,118.3,8.0,51.0,70.4
1400676,13.3,38.3,1.9,74.0,108.0
1400677,6.8,61.8,3.8,43.0,79.1
1400678,17.8,103.2,4.2,64.0,96.1
1400679,5.8,92.3,1.0,27.0,109.9
1400680,18.5,143.8,7.4,43.0,98.9
1400681,17.5,113.4,24.0,9.0,125.3
1400682,10.3,84.1,17.1,29.0,130.0
1400683,16.7,98.1,25.7,47.0,127.0
1400684,15.9,71.8,4.7,38.0,88.9
1400685,2.7,92.0,3.2,57.0,105.2
1400686,5.8,100.1,1.9,15.0,77.9
1400687,9.5,108.7,9.5,36.0,100.7
1400688,9.5,77.4,7.3,49.0,62.2
1400689,11.3,131.9,2.1,59.0,95.4
1400690,11.9,97.7,4.7,48.0,71.2
1400691,16.5,98.1,7.9,36.0,124.6
1400692,16.9,66.7,1.0,48.0,99.4
1400693,14.2,94.5,0.3,42.0,98.1
1400694,12.7,136.3,21.0,50.0,94.9
1400695,15.3,61.7,20.8,36.0,112.6
1400696,8.1,109.1,14.8,47.0,114.0
1400697,18.8,109.5,2.5,41.0,100.5
1400698,17.4,98.3,0.3,48.0,144.5
1400699,19.7,82.3,9.5,31.0,92.9
1400700,14.6,69.5,6.6,40.0,84.5
1400701,20.3,87.5,5.9,55.0,105.3
1400702,15.0,86.9,1.4,8.0,81.5
1400703,6.1,120.0,5.0,17.0,84.1
1400704,14.4,83.7,3.6,18.0,111.3
1400705,15.6,96.3,6.5,40.0,131.1
1400706,14.3,101.6,13.8,51.0,139.0
1400707,15.4,101.3,3.2,39.0,116.8
1400708,11.9,93.9,0.1,21.0,94.9
1400709,14.2,108.4,3.1,45.0,82.3
1400710,13.1,65.9,6.0,32.0,67.6
1400711,14.3,70.1,27.7,30.0,109.6
1400712,5.8,77.8,0.5,29.0,97.2
1400713,2.9,108.8,0.9,24.0,94.1
1400714,8.1,116.4,8.4,51.0,117.3
1400715,16.4,127.4,3.0,43.0,65.4
1400716,15.9,116.2,26.2,43.0,113.6
1400717,16.4,92.1,6.3,49.0,147.0
1400718,17.9,65.0,19.8,43.0,129.6
1400719,17.4,112.2,7.8,30.0,94.7
1400720,19.6,82.9,16.4,47.0,77.6
1400721,20.4,53.7,0.6,23.0,103.1
1400722,12.3,118.5,7.5,40.0,101.6
1400723,9.4,148.8,4.1,25.0,137.8
1400724,1.4,86.7,0.1,33.0,110.6
1400725,15.2,100.6,6.0,16.0,100.1
1400726,6.2,107.6,3.6,30.0,85.1
1400727,11.6,150.7,14.5,42.0,63.1
1400728,13.2,121.1,32.6,40.0,117.0
1400729,21.8,163.7,4.2,26.0,146.3
1400730,5.6,83.6,1.2,54.0,123.0
1400731,8.7,79.0,7.5,61.0,88.8
1400732,17.8,90.7,0.5,43.0,109.2
1400733,19.9,109.4,1.1,32.0,101.7
1400734,11.4,113.4,7.6,31.0,114.4
1400735,4.0,68.8,17.2,39.0,92.5
1400736,6.5,91.8,14.6,45.0,25.7
1400737,16.3,88.1,12.4,26.0,119.7
1400738,9.0,132.4,4.2,53.0,87.5
1400739,10.9,82.9,0.9,35.0,79.3
1400740,3.2,101.4,2.0,15.0,67.2
1400741,6.9,65.6,9.1,26.0,49.7
1400742,12.1,117.4,7.7,56.0,109.4
1400743,14.4,161.9,3.9,47.0,136.0
1400744,6.8,92.6,24.1,75.0,114.4
1400745,13.6,135.0,1.1,31.0,93.6
1400746,17.0,142.7,6.5,42.0,87.6
1400747,8.3,101.3,6.0,31.0,84.7
1400748,19.8,100.4,7.7,46.0,73.7
1400749,12.4,81.6,14.5,40.0,157.8
1400750,15.6,92.7,0.9,23.0,99.8
1400751,14.2,97.1,11.2,62.0,83.1
1400752,24.9,119.7,2.5,44.0,111.8
1400753,17.0,96.9,12.9,55.0,87.9
1400754,4.9,98.1,5.0,55.0,98.3
1400755,12.8,121.2,0.5,29.0,85.9
1400756,12.3,129.0,7.5,55.0,89.8
1400757,21.1,131.0,6.0,50.0,120.9
1400758,7.1,72.5,8.6,30.0,102.8
1400759,5.8,126.8,14.2,34.0,69.2
1400760,14.4,77.7,3.1,37.0,100.9
1400761,7.0,126.1,12.9,45.0,115.1
1400762,6.5,106.1,7.8,63.0,121.1
1400763,10.0,64.2,36.9,41.0,87.1
1400764,9.8,147.0,2.6,27.0,97.3
1400765,14.0,106.7,1.4,9.0,89.4
1400766,7.2,67.3,4.8,20.0,122.7
1400767,19.8,131.9,1.5,45.0,78.4
1400768,12.6,93.2,11.1,26.0,157.2
1400769,13.6,83.3,7.1,62.0,92.5
1400770,13.9,59.5,4.2,21.0,91.1
1400771,15.9,90.9,10.7,33.0,79.1
1400772,11.2,115.9,20.9,53.0,82.9
1400773,12.4,106.4,13.1,38.0,77.0
1400774,13.0,141.0,4.0,56.0,140.9
1400775,11.0,113.1,0.6,47.0,61.2
1400776,7.5,154.3,37.1,30.0,60.7
1400777,7.4,164.3,24.0,47.0,104.4
1400778,6.4,113.8,6.1,32.0,102.9
1400779,5.7,73.5,15.2,37.0,115.0
1400780,7.4,54.2,22.9,45.0,58.1
1400781,8.3,101.3,0.6,51.0,93.6
1400782,17.7,135.2,1.4,46.0,119.6
1400783,10.7,131.8,7.8,55.0,115.2
1400784,17.7,88.0,6.9,36.0,99.9
1400785,18.0,125.9,8.0,35.0,143.5
1400786,14.1,127.3,9.7,40.0,126.7
1400787,9.3,99.5,1.2,82.0,130.3
1400788,10.8,112.2,6.0,38.0,102.2
1400789,14.8,103.5,24.7,29.0,79.5
1400790,4.5,141.9,1.7,49.0,90.7
1400791,10.5,117.4,1.7,13.0,100.8
1400792,8.3,91.7,16.7,26.0,94.0
1400793,6.9,100.2,14.3,25.0,128.0
1400794,16.6,68.6,5.5,31.0,87.6
1400795,5.8,68.6,4.9,52.0,118.8
1400796,17.6,100.7,8.9,33.0,137.1
1400797,15.6,36.8,0.4,30.0,94.5
1400798,10.8,55.8,0.7,57.0,82.0
1400799,1.1,85.3,29.0,53.0,90.2
1400800,12.4,69.5,1.1,40.0,81.5
1400801,6.9,81.6,2.7,55.0,84.2
1400802,22.1,123.9,5.6,54.0,52.4
1400803,14.6,94.8,9.2,51.0,93.8
1400804,4.9,117.0,2.3,43.0,101.4
1400805,9.0,125.4,2.9,37.0,73.7
1400806,9.8,109.2,6.2,60.0,115.6
1400807,3.4,124.0,6.0,46.0,96.1
1400808,11.7,90.3,19.0,54.0,92.9
1400809,12.8,66.4,10.2,33.0,105.1
1400810,10.7,80.7,3.7,42.0,118.8
1400811,12.2,102.6,27.6,57.0,70.1
1400812,17.4,101.1,1.8,23.0,87.0
1400813,17.5,109.9,14.2,57.0,75.1
1400814,18.7,143.8,3.8,52.0,91.8
1400815,13.4,119.3,26.2,33.0,103.0
1400816,7.1,85.1,7.8,50.0,57.1
1400817,14.8,105.8,27.4,34.0,120.7
1400818,8.7,81.5,1.4,40.0,126.6
1400819,17.6,134.0,33.4,32.0,76.8
1400820,18.6,130.5,11.8,26.0,97.7
1400821,14.4,84.4,4.7,44.0,120.6
1400822,18.0,132.5,,53.0,122.2
1400823,9.6,134.2,3.7,51.0,59.6
1400824,14.6,82.7,9.6,61.0,119.3
1400825,10.1,63.4,7.8,38.0,98.7
1400826,10.7,84.6,6.9,28.0,66.7
1400827,4.4,73.6,8.9,46.0,121.5
1400828,21.0,69.0,18.2,47.0,66.4
1400829,5.0,93.5,2.6,35.0,128.2
1400830,11.0,116.6,11.6,37.0,106.7
1400831,9.2,162.1,14.0,31.0,97.7
1400832,9.3,99.5,19.6,45.0,97.2
1400833,13.4,150.0,6.6,56.0,115.6
1400834,8.7,88.2,29.4,47.0,97.6
1400835,13.3,53.5,7.9,57.0,119.3
1400836,9.6,141.5,25.5,41.0,111.6
1400837,20.6,65.1,14.4,38.0,80.7
1400838,9.0,79.1,44.3,50.0,73.0
1400839,12.5,130.6,17.4,34.0,71.0
1400840,11.5,73.3,5.5,38.0,97.4
1400841,5.9,122.1,20.3,33.0,87.7
1400842,11.1,88.0,3.5,25.0,122.9
1400843,32.3,80.1,4.8,21.0,123.4
1400844,10.5,88.3,14.0,32.0,116.0
1400845,13.0,120.1,2.8,48.0,90.7
1400846,14.2,116.5,3.1,45.0,155.5
1400847,14.7,96.2,3.2,8.0,76.7
1400848,17.0,96.7,2.0,20.0,164.5
1400849,16.9,98.2,14.1,17.0,98.3
1400850,14.9,113.6,3.5,36.0,105.2
1400851,13.8,86.3,2.5,50.0,110.9
1400852,9.3,91.2,4.9,54.0,113.1
1400853,13.8,65.7,7.9,43.0,124.8
1400854,4.7,134.3,5.9,48.0,66.0
1400855,13.1,72.1,0.2,48.0,65.9
1400856,14.9,80.1,8.2,48.0,85.8
1400857,10.5,52.0,0.1,37.0,59.8
1400858,12.2,136.9,1.0,46.0,82.7
1400859,21.8,99.0,3.5,56.0,102.0
1400860,12.2,138.1,3.8,36.0,133.2
1400861,12.7,67.4,17.2,56.0,102.0
1400862,17.6,64.5,0.8,39.0,127.0
1400863,8.1,79.5,2.7,48.0,105.8
1400864,8.0,91.5,8.4,26.0,113.7
1400865,18.0,105.1,2.0,40.0,108.8
1400866,13.5,51.0,10.5,22.0,91.4
1400867,15.4,116.8,0.6,33.0,95.4
1400868,14.8,120.4,2.4,31.0,110.0
1400869,14.5,123.3,21.9,79.0,124.7
1400870,14.7,61.9,2.9,40.0,144.5
1400871,14.5,72.5,3.9,59.0,96.3
1400872,8.3,62.5,2.9,43.0,86.3
1400873,3.5,100.8,6.5,43.0,118.8
1400874,10.9,107.3,25.5,42.0,75.4
1400875,13.6,71.0,0.2,55.0,57.9
1400876,26.8,125.8,0.7,48.0,150.1
1400877,9.2,86.1,2.1,13.0,102.1
1400878,11.2,82.6,23.6,39.0,96.1
1400879,9.0,106.2,6.2,18.0,105.9
1400880,7.0,84.2,10.8,59.0,86.5
1400881,6.7,93.7,8.7,37.0,108.0
1400882,13.0,99.7,0.9,54.0,119.6
1400883,7.6,118.7,5.4,52.0,82.2
1400884,7.4,96.1,1.7,25.0,144.5
1400885,13.2,95.6,0.7,40.0,105.8
1400886,18.1,115.7,5.6,36.0,84.8
1400887,2.2,90.1,5.5,70.0,112.2
1400888,16.6,143.7,31.0,42.0,126.6
1400889,11.5,96.5,1.2,51.0,122.2
1400890,7.2,113.7,0.9,41.0,95.2
1400891,11.7,87.1,1.3,35.0,116.0
1400892,9.7,82.2,0.9,50.0,116.8
1400893,11.1,98.5,0.4,33.0,133.4
1400894,12.2,65.0,2.0,10.0,135.5
1400895,14.8,119.0,1.9,56.0,90.7
1400896,16.0,86.8,14.6,25.0,115.0
1400897,16.1,87.4,9.6,53.0,66.5
1400898,17.8,118.8,7.0,41.0,134.7
1400899,14.8,117.8,2.1,36.0,88.1
1400900,11.4,114.3,4.7,19.0,72.0
1400901,9.4,117.5,6.5,39.0,96.1
1400902,25.7,84.5,10.9,52.0,98.4
1400903,17.8,120.1,39.6,52.0,94.9
1400904,12.4,107.5,3.8,25.0,89.1
1400905,5.4,84.6,0.1,56.0,111.0
1400906,19.5,114.5,2.6,47.0,108.2
1400907,13.9,163.9,0.6,23.0,64.5
1400908,8.6,113.5,1.7,26.0,120.1
1400909,12.6,119.6,19.2,19.0,133.6
1400910,19.0,87.7,17.0,41.0,91.4
1400911,11.9,85.1,3.2,40.0,108.4
1400912,7.7,133.2,1.5,44.0,98.0
1400913,5.5,101.5,2.2,20.0,85.6
1400914,9.8,120.1,2.2,43.0,136.8
1400915,12.9,61.6,3.0,34.0,109.4
1400916,15.0,138.0,6.4,41.0,129.0
1400917,6.8,131.6,4.6,38.0,108.1
1400918,7.5,122.5,8.4,12.0,82.6
1400919,6.6,70.3,3.2,48.0,99.9
1400920,7.5,115.5,0.9,44.0,97.0
1400921,12.7,67.7,29.5,36.0,99.1
1400922,6.4,132.5,3.1,15.0,92.3
1400923,16.4,113.2,1.5,39.0,76.3
1400924,7.8,131.4,1.8,48.0,77.7
1400925,17.2,94.9,6.5,28.0,100.8
1400926,8.0,124.6,10.2,29.0,72.0
1400927,8.3,98.7,9.9,48.0,47.1
1400928,17.6,100.4,3.5,54.0,141.0
1400929,15.1,111.5,7.9,45.0,75.7
1400930,15.5,103.1,6.6,34.0,32.7
1400931,11.5,108.0,6.2,25.0,137.8
1400932,5.9,90.0,9.6,40.0,100.4
1400933,13.4,100.5,10.3,23.0,58.0
1400934,13.4,106.3,8.4,42.0,107.9
1400935,8.1,115.4,10.0,46.0,72.2
1400936,1.0,120.5,5.7,32.0,121.0
1400937,12.3,113.5,2.6,41.0,57.6
1400938,11.3,99.4,9.3,55.0,113.9
1400939,14.2,104.0,5.5,49.0,113.7
1400940,8.3,148.1,31.7,29.0,147.2
1400941,20.1,57.0,9.8,63.0,89.1
1400942,12.2,98.1,11.8,35.0,84.3
1400943,16.1,75.1,2.2,33.0,118.3
1400944,9.1,106.5,1.3,63.0,125.2
1400945,11.3,86.5,10.1,39.0,77.4
1400946,18.3,131.4,0.9,57.0,69.4
1400947,18.2,81.6,4.8,36.0,127.8
1400948,17.1,114.5,13.1,36.0,123.0
1400949,7.4,86.2,1.6,56.0,118.7
1400950,1.8,113.2,6.3,47.0,132.9
1400951,6.8,72.9,3.8,55.0,128.3
1400952,7.6,83.5,5.4,30.0,111.1
1400953,6.2,120.1,2.0,63.0,112.0
1400954,13.8,136.3,10.2,38.0,107.7
1400955,7.4,146.6,2.3,40.0,129.4
1400956,15.1,94.8,3.4,36.0,140.1
1400957,20.7,79.1,6.8,60.0,128.0
1400958,12.8,144.6,1.6,23.0,83.8
1400959,10.6,145.6,2.0,40.0,85.9
1400960,13.5,120.2,1.6,34.0,85.0
1400961,16.8,134.1,21.5,53.0,84.5
1400962,13.0,84.6,0.4,44.0,115.3
1400963,8.7,93.9,8.3,26.0,120.5
1400964,8.1,55.5,17.4,48.0,83.4
1400965,12.2,113.5,1.6,67.0,107.4
1400966,8.1,88.4,7.9,45.0,112.8
1400967,24.8,64.8,4.0,31.0,121.3
1400968,10.0,81.3,9.6,56.0,54.5
1400969,14.3,109.1,7.1,54.0,112.7
1400970,7.1,76.2,2.4,50.0,78.8
1400971,16.2,150.8,20.3,39.0,65.0
1400972,12.0,91.5,11.4,51.0,126.3
1400973,12.4,80.2,21.5,22.0,105.6
1400974,7.4,70.2,6.3,44.0,108.5
1400975,13.6,97.8,3.1,43.0,120.3
1400976,13.1,145.2,7.3,48.0,92.7
1400977,12.8,123.9,21.4,48.0,113.3
1400978,12.8,101.9,10.3,76.0,58.6
1400979,13.7,87.3,5.5,27.0,81.8
1400980,14.1,122.7,1.4,53.0,140.8
1400981,8.7,110.6,5.7,26.0,93.1
1400982,12.9,95.2,4.8,70.0,109.0
1400983,12.1,100.6,7.8,40.0,133.7
1400984,12.5,85.5,0.2,70.0,83.1
1400985,6.9,68.8,0.4,38.0,115.5
1400986,7.2,109.8,10.1,30.0,71.5
1400987,5.2,118.4,8.9,30.0,64.9
1400988,13.4,104.4,23.4,45.0,85.4
1400989,11.0,72.0,0.1,45.0,174.8
1400990,10.1,129.4,8.5,29.0,80.0
1400991,7.5,120.0,0.5,45.0,110.8
1400992,12.5,97.1,2.0,16.0,133.5
1400993,16.0,67.8,9.6,42.0,65.1
1400994,4.8,132.6,9.3,17.0,138.1
1400995,3.0,93.8,3.2,27.0,121.8
1400996,9.0,141.4,,50.0,103.0
1400997,14.8,66.2,4.4,42.0,119.3
1400998,17.4,88.5,2.0,59.0,126.6
1400999,11.7,124.5,1.9,38.0,91.2
1401000,12.6,95.3,11.3,44.0,125.6
